VFC,Date
0.10971273481845856,1980-03-17
0.10770561546087265,1980-03-18
0.10235366225242615,1980-03-19
0.10569880902767181,1980-03-20
0.11171963065862656,1980-03-21
0.10636764764785767,1980-03-24
0.10436099767684937,1980-03-25
0.10703664273023605,1980-03-26
0.1010158434510231,1980-03-27
0.10235366225242615,1980-03-28
0.10235366225242615,1980-03-31
0.10034686326980591,1980-04-01
0.10569880902767181,1980-04-02
0.10703664273023605,1980-04-03
0.10235366225242615,1980-04-07
0.10168474167585373,1980-04-08
0.10168474167585373,1980-04-09
0.10636764764785767,1980-04-10
0.10904345661401749,1980-04-11
0.10703664273023605,1980-04-14
0.10569880902767181,1980-04-15
0.10636764764785767,1980-04-16
0.10636764764785767,1980-04-17
0.10636764764785767,1980-04-18
0.10636764764785767,1980-04-21
0.10502979159355164,1980-04-22
0.10636764764785767,1980-04-23
0.10436099767684937,1980-04-24
0.10436099767684937,1980-04-25
0.1030229926109314,1980-04-28
0.10569880902767181,1980-04-29
0.10636764764785767,1980-04-30
0.10636764764785767,1980-05-01
0.10569880902767181,1980-05-02
0.10837454348802567,1980-05-05
0.11238860338926315,1980-05-06
0.11372649669647217,1980-05-07
0.11305756121873856,1980-05-08
0.10904345661401749,1980-05-09
0.10971273481845856,1980-05-12
0.10770561546087265,1980-05-13
0.11171963065862656,1980-05-14
0.11171963065862656,1980-05-15
0.11372649669647217,1980-05-16
0.11238860338926315,1980-05-19
0.11305756121873856,1980-05-20
0.11774050444364548,1980-05-21
0.1337958723306656,1980-05-22
0.13446475565433502,1980-05-23
0.13045109808444977,1980-05-27
0.12309235334396362,1980-05-28
0.12242312729358673,1980-05-29
0.12443022429943085,1980-05-30
0.12376125901937485,1980-06-02
0.12309235334396362,1980-06-03
0.12108517438173294,1980-06-04
0.11907831579446793,1980-06-05
0.12309235334396362,1980-06-06
0.12309235334396362,1980-06-09
0.12376125901937485,1980-06-10
0.12309235334396362,1980-06-11
0.12309235334396362,1980-06-12
0.12376125901937485,1980-06-13
0.12309235334396362,1980-06-16
0.12576812505722046,1980-06-17
0.12443022429943085,1980-06-18
0.12509922683238983,1980-06-19
0.12576812505722046,1980-06-20
0.12509922683238983,1980-06-23
0.12242312729358673,1980-06-24
0.12309235334396362,1980-06-25
0.12309235334396362,1980-06-26
0.12108517438173294,1980-06-27
0.12108517438173294,1980-06-30
0.12242312729358673,1980-07-01
0.12175420671701431,1980-07-02
0.13112005591392517,1980-07-03
0.1337958723306656,1980-07-07
0.13112005591392517,1980-07-08
0.13178898394107819,1980-07-09
0.13112005591392517,1980-07-10
0.1291128695011139,1980-07-11
0.13312683999538422,1980-07-14
0.1324579268693924,1980-07-15
0.1391477733850479,1980-07-16
0.14583753049373627,1980-07-17
0.14316168427467346,1980-07-18
0.14583753049373627,1980-07-21
0.14249244332313538,1980-07-22
0.14048565924167633,1980-07-23
0.1371409296989441,1980-07-24
0.1384788304567337,1980-07-25
0.14383071660995483,1980-07-28
0.14449962973594666,1980-07-29
0.14583753049373627,1980-07-30
0.14583753049373627,1980-07-31
0.1478443294763565,1980-08-01
0.1505204290151596,1980-08-04
0.14717547595500946,1980-08-05
0.14650650322437286,1980-08-06
0.14918218553066254,1980-08-07
0.1485133022069931,1980-08-08
0.1478443294763565,1980-08-11
0.14918218553066254,1980-08-12
0.14650650322437286,1980-08-13
0.14717547595500946,1980-08-14
0.1478443294763565,1980-08-15
0.1478443294763565,1980-08-18
0.14650650322437286,1980-08-19
0.14717547595500946,1980-08-20
0.1478443294763565,1980-08-21
0.1478443294763565,1980-08-22
0.15118949115276337,1980-08-25
0.1505204290151596,1980-08-26
0.15520302951335907,1980-08-27
0.1505204290151596,1980-08-28
0.15185843408107758,1980-08-29
0.15520302951335907,1980-09-02
0.15319620072841644,1980-09-03
0.15185843408107758,1980-09-04
0.1485133022069931,1980-09-05
0.15118949115276337,1980-09-08
0.14918218553066254,1980-09-09
0.1505204290151596,1980-09-10
0.15185843408107758,1980-09-11
0.15319620072841644,1980-09-12
0.15319620072841644,1980-09-15
0.15587200224399567,1980-09-16
0.15587200224399567,1980-09-17
0.15520302951335907,1980-09-18
0.15252742171287537,1980-09-19
0.15319620072841644,1980-09-22
0.16992098093032837,1980-09-23
0.16992098093032837,1980-09-24
0.16992098093032837,1980-09-25
0.16925166547298431,1980-09-26
0.16858264803886414,1980-09-29
0.16992098093032837,1980-09-30
0.16858264803886414,1980-10-01
0.16858264803886414,1980-10-02
0.16858264803886414,1980-10-03
0.16858264803886414,1980-10-06
0.16858264803886414,1980-10-07
0.16858264803886414,1980-10-08
0.16925166547298431,1980-10-09
0.16925166547298431,1980-10-10
0.16992098093032837,1980-10-13
0.16925166547298431,1980-10-14
0.16992098093032837,1980-10-15
0.16925166547298431,1980-10-16
0.16925166547298431,1980-10-17
0.16724474728107452,1980-10-20
0.16724474728107452,1980-10-21
0.15319620072841644,1980-10-22
0.14717547595500946,1980-10-23
0.14449962973594666,1980-10-24
0.14182348549365997,1980-10-27
0.14449962973594666,1980-10-28
0.14717547595500946,1980-10-29
0.14717547595500946,1980-10-30
0.14383071660995483,1980-10-31
0.14650650322437286,1980-11-03
0.14717547595500946,1980-11-05
0.14650650322437286,1980-11-06
0.14717547595500946,1980-11-07
0.14516861736774445,1980-11-10
0.14316168427467346,1980-11-11
0.14048565924167633,1980-11-12
0.14383071660995483,1980-11-13
0.1485133022069931,1980-11-14
0.1485133022069931,1980-11-17
0.15118949115276337,1980-11-18
0.15252742171287537,1980-11-19
0.15787915885448456,1980-11-20
0.15787915885448456,1980-11-21
0.15721023082733154,1980-11-24
0.15654127299785614,1980-11-25
0.15520302951335907,1980-11-26
0.15453414618968964,1980-11-28
0.15386520326137543,1980-12-01
0.15185843408107758,1980-12-02
0.14650650322437286,1980-12-03
0.14516861736774445,1980-12-04
0.14449962973594666,1980-12-05
0.14717547595500946,1980-12-08
0.14650650322437286,1980-12-09
0.14918218553066254,1980-12-10
0.14583753049373627,1980-12-11
0.14316168427467346,1980-12-12
0.14316168427467346,1980-12-15
0.14383071660995483,1980-12-16
0.14115452766418457,1980-12-17
0.14383071660995483,1980-12-18
0.14249244332313538,1980-12-19
0.14249244332313538,1980-12-22
0.14316168427467346,1980-12-23
0.14316168427467346,1980-12-24
0.14383071660995483,1980-12-26
0.14449962973594666,1980-12-29
0.14583753049373627,1980-12-30
0.14516861736774445,1980-12-31
0.14516861736774445,1981-01-02
0.14449962973594666,1981-01-05
0.14516861736774445,1981-01-06
0.15185843408107758,1981-01-07
0.1485133022069931,1981-01-08
0.14583753049373627,1981-01-09
0.14717547595500946,1981-01-12
0.14583753049373627,1981-01-13
0.14583753049373627,1981-01-14
0.14918218553066254,1981-01-15
0.14918218553066254,1981-01-16
0.1485133022069931,1981-01-19
0.14985162019729614,1981-01-20
0.1505204290151596,1981-01-21
0.14918218553066254,1981-01-22
0.14918218553066254,1981-01-23
0.14918218553066254,1981-01-26
0.14650650322437286,1981-01-27
0.1485133022069931,1981-01-28
0.15185843408107758,1981-01-29
0.15252742171287537,1981-01-30
0.15386520326137543,1981-02-02
0.15118949115276337,1981-02-03
0.14918218553066254,1981-02-04
0.15319620072841644,1981-02-05
0.15319620072841644,1981-02-06
0.15319620072841644,1981-02-09
0.15386520326137543,1981-02-10
0.15185843408107758,1981-02-11
0.1505204290151596,1981-02-12
0.1505204290151596,1981-02-13
0.15520302951335907,1981-02-17
0.15587200224399567,1981-02-18
0.15185843408107758,1981-02-19
0.15252742171287537,1981-02-20
0.15453414618968964,1981-02-23
0.15453414618968964,1981-02-24
0.15118949115276337,1981-02-25
0.15520302951335907,1981-02-26
0.15854822099208832,1981-02-27
0.17058981955051422,1981-03-02
0.17058981955051422,1981-03-03
0.16925166547298431,1981-03-04
0.17460353672504425,1981-03-05
0.17861756682395935,1981-03-06
0.17661069333553314,1981-03-09
0.17661069333553314,1981-03-10
0.1759413778781891,1981-03-11
0.17460353672504425,1981-03-12
0.17527244985103607,1981-03-13
0.17794857919216156,1981-03-16
0.17928655445575714,1981-03-17
0.18062430620193481,1981-03-18
0.18196237087249756,1981-03-19
0.18263158202171326,1981-03-20
0.18664520978927612,1981-03-23
0.18865208327770233,1981-03-24
0.18865208327770233,1981-03-25
0.1873141974210739,1981-03-26
0.18196237087249756,1981-03-27
0.1846383810043335,1981-03-30
0.18664520978927612,1981-03-31
0.1946728527545929,1981-04-01
0.19668006896972656,1981-04-02
0.19601115584373474,1981-04-03
0.19400404393672943,1981-04-06
0.19400404393672943,1981-04-07
0.19333498179912567,1981-04-08
0.1946728527545929,1981-04-09
0.18932141363620758,1981-04-10
0.19199705123901367,1981-04-13
0.1859762966632843,1981-04-14
0.1946728527545929,1981-04-15
0.19868683815002441,1981-04-16
0.20069372653961182,1981-04-20
0.19266606867313385,1981-04-21
0.18798311054706573,1981-04-22
0.18999026715755463,1981-04-23
0.19601115584373474,1981-04-24
0.2013626992702484,1981-04-27
0.2013626992702484,1981-04-28
0.2020316869020462,1981-04-29
0.19801799952983856,1981-04-30
0.1906592696905136,1981-05-01
0.17727968096733093,1981-05-04
0.17460353672504425,1981-05-05
0.17527244985103607,1981-05-06
0.17460353672504425,1981-05-07
0.17393457889556885,1981-05-08
0.17661069333553314,1981-05-11
0.17527244985103607,1981-05-12
0.17727968096733093,1981-05-13
0.17928655445575714,1981-05-14
0.18396945297718048,1981-05-15
0.1846383810043335,1981-05-18
0.1853073239326477,1981-05-19
0.1859762966632843,1981-05-20
0.1859762966632843,1981-05-21
0.18865208327770233,1981-05-22
0.18932141363620758,1981-05-26
0.18999026715755463,1981-05-27
0.19400404393672943,1981-05-28
0.1906592696905136,1981-05-29
0.19333498179912567,1981-06-01
0.19132812321186066,1981-06-02
0.1853073239326477,1981-06-03
0.1853073239326477,1981-06-04
0.18865208327770233,1981-06-05
0.1906592696905136,1981-06-08
0.1906592696905136,1981-06-09
0.1906592696905136,1981-06-10
0.19199705123901367,1981-06-11
0.19199705123901367,1981-06-12
0.1906592696905136,1981-06-15
0.18999026715755463,1981-06-16
0.1906592696905136,1981-06-17
0.19199705123901367,1981-06-18
0.19199705123901367,1981-06-19
0.19132812321186066,1981-06-22
0.18999026715755463,1981-06-23
0.18932141363620758,1981-06-24
0.1873141974210739,1981-06-25
0.1873141974210739,1981-06-26
0.18664520978927612,1981-06-29
0.1859762966632843,1981-06-30
0.1873141974210739,1981-07-01
0.18664520978927612,1981-07-02
0.18664520978927612,1981-07-06
0.1873141974210739,1981-07-07
0.1873141974210739,1981-07-08
0.18932141363620758,1981-07-09
0.18865208327770233,1981-07-10
0.1906592696905136,1981-07-13
0.18932141363620758,1981-07-14
0.19266606867313385,1981-07-15
0.19199705123901367,1981-07-16
0.18932141363620758,1981-07-17
0.18999026715755463,1981-07-20
