IVZ,Date
3.4336934089660645,1996-06-20
3.4106481075286865,1996-06-21
3.3991243839263916,1996-06-24
3.4106481075286865,1996-06-25
3.387603282928467,1996-06-26
3.3184690475463867,1996-06-27
3.226287841796875,1996-06-28
3.2493348121643066,1996-07-01
3.3645596504211426,1996-07-02
3.4682600498199463,1996-07-03
3.456739664077759,1996-07-05
3.456739664077759,1996-07-08
3.4452147483825684,1996-07-09
3.376079559326172,1996-07-10
3.376079559326172,1996-07-11
3.4106481075286865,1996-07-12
3.27237868309021,1996-07-15
3.1571543216705322,1996-07-16
3.2032434940338135,1996-07-17
3.2493348121643066,1996-07-18
3.1917221546173096,1996-07-19
3.0995404720306396,1996-07-22
3.0880203247070312,1996-07-23
3.0649750232696533,1996-07-24
3.1341094970703125,1996-07-25
3.1341094970703125,1996-07-26
3.1341094970703125,1996-07-29
3.145631790161133,1996-07-30
3.122586250305176,1996-07-31
3.1110646724700928,1996-08-01
3.145631790161133,1996-08-02
3.2954235076904297,1996-08-05
3.2954235076904297,1996-08-06
3.3184690475463867,1996-08-07
3.3645596504211426,1996-08-08
3.4106481075286865,1996-08-09
3.4336934089660645,1996-08-12
3.4336934089660645,1996-08-13
3.4106481075286865,1996-08-14
3.3991243839263916,1996-08-15
3.4336934089660645,1996-08-16
3.4336934089660645,1996-08-19
3.4336934089660645,1996-08-20
3.479783535003662,1996-08-21
3.479783535003662,1996-08-22
3.479783535003662,1996-08-23
3.4967901706695557,1996-08-26
3.4967901706695557,1996-08-27
3.5200252532958984,1996-08-28
3.5316412448883057,1996-08-29
3.508408308029175,1996-08-30
3.4967901706695557,1996-09-03
3.4851744174957275,1996-09-04
3.4851744174957275,1996-09-05
3.4735546112060547,1996-09-06
3.4503214359283447,1996-09-09
3.4154696464538574,1996-09-10
3.4270875453948975,1996-09-11
3.369000196456909,1996-09-12
3.4735546112060547,1996-09-13
3.5316412448883057,1996-09-16
3.5316412448883057,1996-09-17
3.5548765659332275,1996-09-18
3.5548765659332275,1996-09-19
3.566492795944214,1996-09-20
3.566492795944214,1996-09-23
3.5316412448883057,1996-09-24
3.5316412448883057,1996-09-25
3.4851744174957275,1996-09-26
3.461940050125122,1996-09-27
3.4387049674987793,1996-09-30
3.461940050125122,1996-10-01
3.461940050125122,1996-10-02
3.461940050125122,1996-10-03
3.4387049674987793,1996-10-04
3.4387049674987793,1996-10-07
3.4154696464538574,1996-10-08
3.4154696464538574,1996-10-09
3.39223575592041,1996-10-10
3.4270875453948975,1996-10-11
3.4270875453948975,1996-10-14
3.4270875453948975,1996-10-15
3.4387049674987793,1996-10-16
3.4154696464538574,1996-10-17
3.4154696464538574,1996-10-18
3.4154696464538574,1996-10-21
3.39223575592041,1996-10-22
3.4154696464538574,1996-10-23
3.4387049674987793,1996-10-24
3.39223575592041,1996-10-25
3.4154696464538574,1996-10-28
3.4270875453948975,1996-10-29
3.4851744174957275,1996-10-30
3.4735546112060547,1996-10-31
3.5548765659332275,1996-11-01
3.5548765659332275,1996-11-04
3.659433126449585,1996-11-05
3.787221908569336,1996-11-06
3.787221908569336,1996-11-07
3.8801591396331787,1996-11-08
3.915010452270508,1996-11-11
4.042802810668945,1996-11-12
4.031184673309326,1996-11-13
4.042802810668945,1996-11-14
4.031184673309326,1996-11-15
4.124119281768799,1996-11-18
4.135736465454102,1996-11-19
4.089269638061523,1996-11-20
4.135736465454102,1996-11-21
4.135736465454102,1996-11-22
4.182208061218262,1996-11-25
4.217060565948486,1996-11-26
4.2635273933410645,1996-11-27
4.135736465454102,1996-11-29
4.147356033325195,1996-12-02
4.124119281768799,1996-12-03
4.135736465454102,1996-12-04
4.089269638061523,1996-12-05
4.066035747528076,1996-12-06
4.0776519775390625,1996-12-09
4.10088586807251,1996-12-10
4.089269638061523,1996-12-11
4.089269638061523,1996-12-12
3.9033937454223633,1996-12-13
3.8801591396331787,1996-12-16
3.856924533843994,1996-12-17
3.926628828048706,1996-12-18
3.9614810943603516,1996-12-19
4.054417610168457,1996-12-20
4.042802810668945,1996-12-23
4.135736465454102,1996-12-24
4.135736465454102,1996-12-26
4.112504482269287,1996-12-27
4.112504482269287,1996-12-30
4.124119281768799,1996-12-31
4.112504482269287,1997-01-02
4.089269638061523,1997-01-03
4.066035747528076,1997-01-06
4.066035747528076,1997-01-07
4.054417610168457,1997-01-08
4.112504482269287,1997-01-09
4.066035747528076,1997-01-10
4.112504482269287,1997-01-13
4.228675365447998,1997-01-14
4.309996128082275,1997-01-15
4.321614742279053,1997-01-16
4.321614742279053,1997-01-17
4.309996128082275,1997-01-20
4.298379421234131,1997-01-21
4.333230972290039,1997-01-22
4.368083477020264,1997-01-23
4.402936935424805,1997-01-24
4.414551734924316,1997-01-27
4.4377875328063965,1997-01-28
4.4377875328063965,1997-01-29
4.449405193328857,1997-01-30
4.449405193328857,1997-01-31
4.4610209465026855,1997-02-03
4.4610209465026855,1997-02-04
4.4726386070251465,1997-02-05
4.5074896812438965,1997-02-06
4.716601371765137,1997-02-07
4.821155548095703,1997-02-10
4.821155548095703,1997-02-11
4.879242897033691,1997-02-12
4.925711631774902,1997-02-13
4.902477264404297,1997-02-14
4.879242897033691,1997-02-18
4.879242897033691,1997-02-19
4.914095401763916,1997-02-20
4.937328815460205,1997-02-21
4.948947429656982,1997-02-24
4.983798027038574,1997-02-25
5.053500652313232,1997-02-26
5.134821891784668,1997-02-27
5.343929290771484,1997-02-28
5.28584623336792,1997-03-03
5.28584623336792,1997-03-04
5.274227142333984,1997-03-05
5.413634777069092,1997-03-06
5.4252519607543945,1997-03-07
5.4252519607543945,1997-03-10
5.43687105178833,1997-03-11
5.4717206954956055,1997-03-12
5.332314491271973,1997-03-13
5.274227142333984,1997-03-14
5.274227142333984,1997-03-17
5.332314491271973,1997-03-18
5.378782749176025,1997-03-19
5.181290149688721,1997-03-20
5.1115875244140625,1997-03-21
5.134821891784668,1997-03-24
5.204524993896484,1997-03-25
5.216142654418945,1997-03-26
5.204524993896484,1997-03-27
5.041883945465088,1997-03-31
5.1102070808410645,1997-04-01
5.016868591308594,1997-04-02
4.8885321617126465,1997-04-03
4.9001994132995605,1997-04-04
4.9001994132995605,1997-04-07
4.876864433288574,1997-04-08
4.830195426940918,1997-04-09
4.783527851104736,1997-04-10
4.806863307952881,1997-04-11
4.853529453277588,1997-04-14
4.8885321617126465,1997-04-15
4.876864433288574,1997-04-16
4.911866664886475,1997-04-17
4.911866664886475,1997-04-18
4.9001994132995605,1997-04-21
4.9468674659729,1997-04-22
5.1102070808410645,1997-04-23
5.1568756103515625,1997-04-24
5.086872100830078,1997-04-25
5.075204372406006,1997-04-28
5.1218743324279785,1997-04-29
5.1218743324279785,1997-04-30
5.098537921905518,1997-05-01
5.1568756103515625,1997-05-02
5.145206928253174,1997-05-05
5.13353967666626,1997-05-06
5.296881198883057,1997-05-07
5.13353967666626,1997-05-08
5.19187593460083,1997-05-09
5.273545742034912,1997-05-12
5.320215225219727,1997-05-13
5.285214424133301,1997-05-14
5.26187801361084,1997-05-15
5.26187801361084,1997-05-16
5.285214424133301,1997-05-19
5.273545742034912,1997-05-20
5.215213298797607,1997-05-21
5.19187593460083,1997-05-22
5.203544616699219,1997-05-23
5.250211238861084,1997-05-27
5.226879119873047,1997-05-28
5.215213298797607,1997-05-29
5.203544616699219,1997-05-30
5.13353967666626,1997-06-02
5.098537921905518,1997-06-03
5.02853536605835,1997-06-04
5.0402069091796875,1997-06-05
5.0402069091796875,1997-06-06
5.13353967666626,1997-06-09
5.19187593460083,1997-06-10
5.250211238861084,1997-06-11
5.296881198883057,1997-06-12
5.436885356903076,1997-06-13
5.4602227210998535,1997-06-16
5.355215549468994,1997-06-17
5.366884231567383,1997-06-18
5.366884231567383,1997-06-19
5.413552284240723,1997-06-20
5.448553562164307,1997-06-23
5.366884231567383,1997-06-24
5.390219688415527,1997-06-25
5.436885356903076,1997-06-26
5.4602227210998535,1997-06-27
5.436885356903076,1997-06-30
5.559391021728516,1997-07-01
5.68189811706543,1997-07-02
5.81023645401001,1997-07-03
5.821903228759766,1997-07-07
5.926908016204834,1997-07-08
5.8685712814331055,1997-07-09
5.909404277801514,1997-07-10
5.973574638366699,1997-07-11
5.8685712814331055,1997-07-14
5.8685712814331055,1997-07-15
5.99107551574707,1997-07-16
5.95024299621582,1997-07-17
5.973574638366699,1997-07-18
5.880238056182861,1997-07-21
5.915241241455078,1997-07-22
5.956076145172119,1997-07-23
5.961908340454102,1997-07-24
5.880238056182861,1997-07-25
5.880238056182861,1997-07-28
5.821903228759766,1997-07-29
5.880238056182861,1997-07-30
5.856903553009033,1997-07-31
5.68189811706543,1997-08-01
5.611895561218262,1997-08-04
5.606058597564697,1997-08-05
5.600224494934082,1997-08-06
5.6468963623046875,1997-08-07
5.635227680206299,1997-08-08
5.559391021728516,1997-08-11
5.635227680206299,1997-08-12
5.626303195953369,1997-08-13
5.591060638427734,1997-08-14
5.55582332611084,1997-08-15
5.549952030181885,1997-08-18
5.55582332611084,1997-08-19
5.591060638427734,1997-08-20
5.497096061706543,1997-08-21
5.520586967468262,1997-08-22
5.614556789398193,1997-08-25
5.626303195953369,1997-08-26
5.732012748718262,1997-08-27
5.755506992340088,1997-08-28
5.673285007476807,1997-08-29
5.720266819000244,1997-09-02
5.749635696411133,1997-09-03
5.755506992340088,1997-09-04
5.7672529220581055,1997-09-05
5.755506992340088,1997-09-08
5.825981140136719,1997-09-09
5.81423807144165,1997-09-10
5.81423807144165,1997-09-11
5.802488803863525,1997-09-12
5.896456718444824,1997-09-15
5.943438529968262,1997-09-16
5.919950008392334,1997-09-17
5.984550952911377,1997-09-18
6.084391117095947,1997-09-19
6.013916015625,1997-09-22
6.107885360717773,1997-09-23
6.248836994171143,1997-09-24
6.242963790893555,1997-09-25
6.272328853607178,1997-09-26
6.266451835632324,1997-09-29
6.342804908752441,1997-09-30
6.237090110778809,1997-10-01
6.30169153213501,1997-10-02
6.425022125244141,1997-10-03
6.389785289764404,1997-10-06
6.4720072746276855,1997-10-07
6.483753204345703,1997-10-08
6.5542311668396,1997-10-09
6.671687602996826,1997-10-10
6.612959384918213,1997-10-13
6.612959384918213,1997-10-14
6.671687602996826,1997-10-15
6.671687602996826,1997-10-16
6.507245063781738,1997-10-17
6.601215362548828,1997-10-20
6.665817737579346,1997-10-21
6.648193359375,1997-10-22
6.460259914398193,1997-10-23
6.483753204345703,1997-10-24
6.342804908752441,1997-10-27
6.107885360717773,1997-10-28
6.307565212249756,1997-10-29
5.919950008392334,1997-10-30
6.1783576011657715,1997-10-31
6.2018513679504395,1997-11-03
6.3780412673950195,1997-11-04
6.4132795333862305,1997-11-05
6.389785289764404,1997-11-06
6.342804908752441,1997-11-07
6.242963790893555,1997-11-10
6.20772647857666,1997-11-11
6.060899257659912,1997-11-12
6.025664806365967,1997-11-13
6.143124103546143,1997-11-14
6.20772647857666,1997-11-17
6.190109729766846,1997-11-18
6.342804908752441,1997-11-19
6.530735969543457,1997-11-20
6.771534442901611,1997-11-21
6.695182800292969,1997-11-24
6.671687602996826,1997-11-25
6.718674659729004,1997-11-26
6.718674659729004,1997-11-28
6.9066081047058105,1997-12-01
7.012319087982178,1997-12-02
6.977080345153809,1997-12-03
7.012319087982178,1997-12-04
6.930099964141846,1997-12-05
7.2354936599731445,1997-12-08
7.517395973205566,1997-12-09
7.505651473999023,1997-12-10
7.458667278289795,1997-12-11
7.517395973205566,1997-12-12
7.564378261566162,1997-12-15
7.76406192779541,1997-12-16
7.623108386993408,1997-12-17
7.728821277618408,1997-12-18
7.705329895019531,1997-12-19
7.681835651397705,1997-12-22
7.6583476066589355,1997-12-23
7.6583476066589355,1997-12-24
7.6583476066589355,1997-12-26
7.875647068023682,1997-12-29
7.92850399017334,1997-12-30
8.104692459106445,1997-12-31
8.104692459106445,1998-01-02
7.893263816833496,1998-01-05
7.822788715362549,1998-01-06
7.805173397064209,1998-01-07
7.822788715362549,1998-01-08
7.6583476066589355,1998-01-09
7.458667278289795,1998-01-12
7.435173034667969,1998-01-13
7.42930269241333,1998-01-14
7.470414161682129,1998-01-15
7.564378261566162,1998-01-16
7.499777317047119,1998-01-20
7.335333824157715,1998-01-21
7.3412041664123535,1998-01-22
7.305967330932617,1998-01-23
7.305967330932617,1998-01-26
7.294222831726074,1998-01-27
7.634855270385742,1998-01-28
7.846282482147217,1998-01-29
8.486434936523438,1998-01-30
8.509927749633789,1998-02-02
8.545166969299316,1998-02-03
8.457070350646973,1998-02-04
8.457070350646973,1998-02-05
8.457070350646973,1998-02-06
8.527544975280762,1998-02-09
8.639132499694824,1998-02-10
8.645007133483887,1998-02-11
8.691987037658691,1998-02-12
8.65087890625,1998-02-13
9.015002250671387,1998-02-17
9.067855834960938,1998-02-18
8.997383117675781,1998-02-19
9.067855834960938,1998-02-20
8.750714302062988,1998-02-23
8.80945110321045,1998-02-24
8.973891258239746,1998-02-25
9.003257751464844,1998-02-26
9.044363021850586,1998-02-27
9.490711212158203,1998-03-02
9.220560073852539,1998-03-03
9.16182804107666,1998-03-04
9.208806991577148,1998-03-05
9.138333320617676,1998-03-06
9.23230266571045,1998-03-09
9.185318946838379,1998-03-10
9.33213996887207,1998-03-11
9.367377281188965,1998-03-12
9.32627010345459,1998-03-13
9.396740913391113,1998-03-16
9.772613525390625,1998-03-17
9.93705940246582,1998-03-18
10.242452621459961,1998-03-19
10.336417198181152,1998-03-20
10.124993324279785,1998-03-23
10.101497650146484,1998-03-24
10.124993324279785,1998-03-25
10.242452621459961,1998-03-26
10.242452621459961,1998-03-27
9.960550308227539,1998-03-30
10.05451488494873,1998-03-31
10.365934371948242,1998-04-01
10.3363676071167,1998-04-02
10.40732479095459,1998-04-03
10.478281021118164,1998-04-06
10.360020637512207,1998-04-07
10.360020637512207,1998-04-08
10.490116119384766,1998-04-09
10.501937866210938,1998-04-13
11.105093002319336,1998-04-14
11.660933494567871,1998-04-15
11.448062896728516,1998-04-16
11.542668342590332,1998-04-17
11.619542121887207,1998-04-20
11.731897354125977,1998-04-21
11.779203414916992,1998-04-22
10.975001335144043,1998-04-23
10.54924488067627,1998-04-24
10.32453727722168,1998-04-27
10.123494148254395,1998-04-28
10.123494148254395,1998-04-29
10.691162109375,1998-04-30
10.691162109375,1998-05-01
10.785774230957031,1998-05-04
10.54924488067627,1998-05-05
10.490116119384766,1998-05-06
10.170793533325195,1998-05-07
10.430977821350098,1998-05-08
10.383675575256348,1998-05-11
10.21810531616211,1998-05-12
10.360020637512207,1998-05-13
9.93426513671875,1998-05-14
10.206279754638672,1998-05-15
10.170793533325195,1998-05-18
10.21810531616211,1998-05-19
10.490116119384766,1998-05-20
10.312714576721191,1998-05-21
10.3363676071167,1998-05-22
10.3363676071167,1998-05-26
10.052532196044922,1998-05-27
10.040704727172852,1998-05-28
10.040704727172852,1998-05-29
9.922441482543945,1998-06-01
9.981571197509766,1998-06-02
10.383675575256348,1998-06-03
10.21810531616211,1998-06-04
10.111665725708008,1998-06-05
10.182622909545898,1998-06-08
10.147144317626953,1998-06-09
10.052532196044922,1998-06-10
9.86330509185791,1998-06-11
9.839652061462402,1998-06-12
9.74504280090332,1998-06-15
9.60312557220459,1998-06-16
9.780522346496582,1998-06-17
9.508512496948242,1998-06-18
9.508512496948242,1998-06-19
9.141889572143555,1998-06-22
9.319286346435547,1998-06-23
9.37842082977295,1998-06-24
9.461200714111328,1998-06-25
9.484854698181152,1998-06-26
9.319286346435547,1998-06-29
9.295636177062988,1998-06-30
9.579468727111816,1998-07-01
9.67408561706543,1998-07-02
9.851478576660156,1998-07-06
10.123494148254395,1998-07-07
10.00522518157959,1998-07-08
10.028879165649414,1998-07-09
10.265409469604492,1998-07-10
10.40732479095459,1998-07-13
10.513763427734375,1998-07-14
10.54924488067627,1998-07-15
10.525589942932129,1998-07-16
10.750296592712402,1998-07-17
10.809428215026855,1998-07-20
10.785774230957031,1998-07-21
10.572897911071777,1998-07-22
10.620205879211426,1998-07-23
11.069611549377441,1998-07-24
10.785774230957031,1998-07-27
10.785774230957031,1998-07-28
10.79760456085205,1998-07-29
11.116915702819824,1998-07-30
10.880386352539062,1998-07-31
10.501937866210938,1998-08-03
10.028879165649414,1998-08-04
9.153717041015625,1998-08-05
9.011796951293945,1998-08-06
8.89353084564209,1998-08-07
8.657002449035645,1998-08-10
8.538735389709473,1998-08-11
8.798920631408691,1998-08-12
8.420473098754883,1998-08-13
8.704310417175293,1998-08-14
9.059100151062012,1998-08-17
9.650426864624023,1998-08-18
9.72138500213623,1998-08-19
9.413901329040527,1998-08-20
9.10640811920166,1998-08-21
8.98814582824707,1998-08-24
9.27197551727295,1998-08-25
9.082756042480469,1998-08-26
8.503259658813477,1998-08-27
7.47435188293457,1998-08-28
7.143210411071777,1998-08-31
6.906679630279541,1998-09-01
6.9414448738098145,1998-09-02
6.715225696563721,1998-09-03
6.905725955963135,1998-09-04
7.715363025665283,1998-09-08
7.512957572937012,1998-09-09
7.2152934074401855,1998-09-10
6.977166652679443,1998-09-11
6.905725955963135,1998-09-14
6.572345733642578,1998-09-15
6.596156120300293,1998-09-16
6.619971752166748,1998-09-17
6.524724006652832,1998-09-18
6.298499584197998,1998-09-21
6.1675286293029785,1998-09-22
6.191343784332275,1998-09-23
6.096090793609619,1998-09-24
5.596020221710205,1998-09-25
5.893682956695557,1998-09-28
5.846055030822754,1998-09-29
5.52458381652832,1998-09-30
4.845917701721191,1998-10-01
4.524442195892334,1998-10-02
4.179154396057129,1998-10-05
4.107715606689453,1998-10-06
4.5482563972473145,1998-10-07
4.286311626434326,1998-10-08
5.191202163696289,1998-10-09
5.619832992553711,1998-10-12
5.655553340911865,1998-10-13
5.572207927703857,1998-10-14
6.000838756561279,1998-10-15
6.286593914031982,1998-10-16
6.346126079559326,1998-10-19
6.381842613220215,1998-10-20
6.334219932556152,1998-10-21
6.191343784332275,1998-10-22
5.738897323608398,1998-10-23
5.869865417480469,1998-10-26
5.869865417480469,1998-10-27
6.286593914031982,1998-10-28
6.405658721923828,1998-10-29
6.977166652679443,1998-10-30
7.310547828674316,1998-11-02
7.286733150482178,1998-11-03
7.358171463012695,1998-11-04
7.108137130737305,1998-11-05
7.191482067108154,1998-11-06
7.036698341369629,1998-11-09
6.798570156097412,1998-11-10
6.846198081970215,1998-11-11
6.739037036895752,1998-11-12
6.786660194396973,1998-11-13
6.858104228973389,1998-11-16
6.858104228973389,1998-11-17
6.655693531036377,1998-11-18
6.560440540313721,1998-11-19
7.0009765625,1998-11-20
7.643922328948975,1998-11-23
7.477234840393066,1998-11-24
7.381984710693359,1998-11-25
7.810614109039307,1998-11-27
7.643922328948975,1998-11-30
7.239106178283691,1998-12-01
7.227199077606201,1998-12-02
6.977166652679443,1998-12-03
7.048603057861328,1998-12-04
6.893817901611328,1998-12-07
6.953353404998779,1998-12-08
6.786660194396973,1998-12-09
6.6437883377075195,1998-12-10
6.834287643432617,1998-12-11
7.024789333343506,1998-12-14
6.989074230194092,1998-12-15
6.7628493309021,1998-12-16
6.810475826263428,1998-12-17
7.048603057861328,1998-12-18
7.381984710693359,1998-12-21
7.393890857696533,1998-12-22
7.262918949127197,1998-12-23
7.239106178283691,1998-12-24
7.334359169006348,1998-12-28
7.4296135902404785,1998-12-29
7.381984710693359,1998-12-30
7.334359169006348,1998-12-31
7.667738914489746,1999-01-04
7.62011194229126,1999-01-05
8.263060569763184,1999-01-06
8.227340698242188,1999-01-07
8.441654205322266,1999-01-08
8.691691398620605,1999-01-11
8.429750442504883,1999-01-12
7.762991428375244,1999-01-13
7.762991428375244,1999-01-14
7.715363025665283,1999-01-15
8.28686809539795,1999-01-19
8.429750442504883,1999-01-20
8.465468406677246,1999-01-21
8.048741340637207,1999-01-22
7.810614109039307,1999-01-25
7.858240604400635,1999-01-26
7.858240604400635,1999-01-27
8.048741340637207,1999-01-28
7.929677963256836,1999-01-29
8.334497451782227,1999-02-01
8.215431213378906,1999-02-02
8.298779487609863,1999-02-03
8.358308792114258,1999-02-04
8.120186805725098,1999-02-05
8.429750442504883,1999-02-08
8.429750442504883,1999-02-09
8.191620826721191,1999-02-10
8.45356273651123,1999-02-11
8.620251655578613,1999-02-12
9.15604305267334,1999-02-16
8.953630447387695,1999-02-17
8.98935317993164,1999-02-18
8.977442741394043,1999-02-19
9.048884391784668,1999-02-22
9.048884391784668,1999-02-23
9.096512794494629,1999-02-24
9.191760063171387,1999-02-25
9.298918724060059,1999-02-26
9.144135475158691,1999-03-01
9.334633827209473,1999-03-02
9.358451843261719,1999-03-03
9.144135475158691,1999-03-04
9.334633827209473,1999-03-05
9.239383697509766,1999-03-08
9.215576171875,1999-03-09
9.489419937133789,1999-03-10
9.906145095825195,1999-03-11
9.644206047058105,1999-03-12
9.370356559753418,1999-03-15
9.57276725769043,1999-03-16
9.40608024597168,1999-03-17
9.38226318359375,1999-03-18
9.429889678955078,1999-03-19
9.715641975402832,1999-03-22
9.525137901306152,1999-03-23
9.417981147766113,1999-03-24
9.215576171875,1999-03-25
9.477518081665039,1999-03-26
9.525137901306152,1999-03-29
9.739460945129395,1999-03-30
9.751360893249512,1999-03-31
9.704761505126953,1999-04-01
9.668729782104492,1999-04-05
9.500574111938477,1999-04-06
9.272370338439941,1999-04-07
9.23634147644043,1999-04-08
9.39247989654541,1999-04-09
9.716773986816406,1999-04-12
10.35334587097168,1999-04-13
10.617585182189941,1999-04-14
10.005029678344727,1999-04-15
