NEE,Date
0.3740125894546509,1973-02-21
0.3791711926460266,1973-02-22
0.38433000445365906,1973-02-23
0.3830403983592987,1973-02-26
0.38690945506095886,1973-02-27
0.39206811785697937,1973-02-28
0.39464759826660156,1973-03-01
0.39464759826660156,1973-03-02
0.39593762159347534,1973-03-05
0.3985166847705841,1973-03-06
0.4023859202861786,1973-03-07
0.399806410074234,1973-03-08
0.3985166847705841,1973-03-09
0.399806410074234,1973-03-12
0.41141384840011597,1973-03-13
0.4023859202861786,1973-03-14
0.39464759826660156,1973-03-15
0.3791711926460266,1973-03-16
0.3753023147583008,1973-03-19
0.37659192085266113,1973-03-20
0.3727228045463562,1973-03-21
0.3688536286354065,1973-03-22
0.3649846315383911,1973-03-23
0.35466697812080383,1973-03-26
0.361115425825119,1973-03-27
0.3559566140174866,1973-03-28
0.35466697812080383,1973-03-29
0.3520875573158264,1973-03-30
0.34950822591781616,1973-04-02
0.3430596888065338,1973-04-03
0.361115425825119,1973-04-04
0.361115425825119,1973-04-05
0.3636949360370636,1973-04-06
0.3636949360370636,1973-04-09
0.3804609477519989,1973-04-10
0.3881992995738983,1973-04-11
0.3894888162612915,1973-04-12
0.38690945506095886,1973-04-13
0.399806410074234,1973-04-16
0.39206811785697937,1973-04-17
0.3972269594669342,1973-04-18
0.3972269594669342,1973-04-19
0.3972269594669342,1973-04-23
0.3933579921722412,1973-04-24
0.39077872037887573,1973-04-25
0.38690945506095886,1973-04-26
0.39206811785697937,1973-04-27
0.39464759826660156,1973-04-30
0.3894888162612915,1973-05-01
0.39206811785697937,1973-05-02
0.3985166847705841,1973-05-03
0.4010961353778839,1973-05-04
0.39464759826660156,1973-05-07
0.3985166847705841,1973-05-08
0.399806410074234,1973-05-09
0.4023859202861786,1973-05-10
0.3985166847705841,1973-05-11
0.3881992995738983,1973-05-14
0.3894888162612915,1973-05-15
0.399806410074234,1973-05-16
0.39593762159347534,1973-05-17
0.39206811785697937,1973-05-18
0.39077872037887573,1973-05-21
0.3830403983592987,1973-05-22
0.3804609477519989,1973-05-23
0.3881992995738983,1973-05-24
0.39464759826660156,1973-05-25
0.3972269594669342,1973-05-29
0.3972269594669342,1973-05-30
0.3972269594669342,1973-05-31
0.3933579921722412,1973-06-01
0.3894888162612915,1973-06-04
0.39464759826660156,1973-06-05
0.39464759826660156,1973-06-06
0.399806410074234,1973-06-07
0.39464759826660156,1973-06-08
0.39593762159347534,1973-06-11
0.3972269594669342,1973-06-12
0.39593762159347534,1973-06-13
0.3972269594669342,1973-06-14
0.39077872037887573,1973-06-15
0.38433000445365906,1973-06-18
0.3856196403503418,1973-06-19
0.38433000445365906,1973-06-20
0.3778817355632782,1973-06-21
0.3817506730556488,1973-06-22
0.3778817355632782,1973-06-25
0.3778817355632782,1973-06-26
0.3778817355632782,1973-06-27
0.3778817355632782,1973-06-28
0.3701432943344116,1973-06-29
0.3649846315383911,1973-07-02
0.3649846315383911,1973-07-03
0.3649846315383911,1973-07-05
0.35982590913772583,1973-07-06
0.361115425825119,1973-07-09
0.35853591561317444,1973-07-10
0.361115425825119,1973-07-11
0.361115425825119,1973-07-12
0.35982590913772583,1973-07-13
0.35982590913772583,1973-07-16
0.35982590913772583,1973-07-17
0.361115425825119,1973-07-18
0.361115425825119,1973-07-19
0.3624052405357361,1973-07-20
0.3688536286354065,1973-07-23
0.3701432943344116,1973-07-24
0.3701432943344116,1973-07-25
0.3688536286354065,1973-07-26
0.3649846315383911,1973-07-27
0.3636949360370636,1973-07-30
0.35982590913772583,1973-07-31
0.3572463393211365,1973-08-01
0.34692883491516113,1973-08-02
0.34692883491516113,1973-08-03
0.34950822591781616,1973-08-06
0.35079777240753174,1973-08-07
0.35079777240753174,1973-08-08
0.34692883491516113,1973-08-09
0.3443494141101837,1973-08-10
0.3404802978038788,1973-08-13
0.3366110622882843,1973-08-14
0.33919066190719604,1973-08-15
0.33919066190719604,1973-08-16
0.33919066190719604,1973-08-17
0.3430596888065338,1973-08-20
0.3404802978038788,1973-08-21
0.3417700529098511,1973-08-22
0.3404802978038788,1973-08-23
0.3443494141101837,1973-08-24
0.3443494141101837,1973-08-27
0.3417700529098511,1973-08-28
0.3404802978038788,1973-08-29
0.34692883491516113,1973-08-30
0.34692883491516113,1973-08-31
0.3520875573158264,1973-09-04
0.35337719321250916,1973-09-05
0.3624052405357361,1973-09-06
0.3701432943344116,1973-09-07
0.3675641119480133,1973-09-10
0.3636949360370636,1973-09-11
0.361115425825119,1973-09-12
0.35982590913772583,1973-09-13
0.3649846315383911,1973-09-14
0.3649846315383911,1973-09-17
0.3649846315383911,1973-09-18
0.3649846315383911,1973-09-19
0.36627402901649475,1973-09-20
0.3740125894546509,1973-09-21
0.38690945506095886,1973-09-24
0.38690945506095886,1973-09-25
0.3972269594669342,1973-09-26
0.39593762159347534,1973-09-27
0.39077872037887573,1973-09-28
0.3791711926460266,1973-10-01
0.38690945506095886,1973-10-02
0.38433000445365906,1973-10-03
0.38433000445365906,1973-10-04
0.3894888162612915,1973-10-05
0.38433000445365906,1973-10-08
0.3817506730556488,1973-10-09
0.3740125894546509,1973-10-10
0.3791711926460266,1973-10-11
0.3830403983592987,1973-10-12
0.3791711926460266,1973-10-15
0.37659192085266113,1973-10-16
0.37659192085266113,1973-10-17
0.3791711926460266,1973-10-18
0.38433000445365906,1973-10-19
0.3804609477519989,1973-10-22
0.38433000445365906,1973-10-23
0.3817506730556488,1973-10-24
0.38433000445365906,1973-10-25
0.3894888162612915,1973-10-26
0.39593762159347534,1973-10-29
0.39464759826660156,1973-10-30
0.39077872037887573,1973-10-31
0.3804609477519989,1973-11-01
0.3817506730556488,1973-11-02
0.361115425825119,1973-11-05
0.361115425825119,1973-11-06
0.35853591561317444,1973-11-07
0.3430596888065338,1973-11-08
0.3366110622882843,1973-11-09
0.33919066190719604,1973-11-12
0.33145248889923096,1973-11-13
0.32242438197135925,1973-11-14
0.33145248889923096,1973-11-15
0.33274227380752563,1973-11-16
0.3250039219856262,1973-11-19
0.32371434569358826,1973-11-20
0.3211349844932556,1973-11-21
0.3211349844932556,1973-11-23
0.318555623292923,1973-11-26
0.3159761130809784,1973-11-27
0.2992100119590759,1973-11-28
0.29792025685310364,1973-11-29
0.2837334871292114,1973-11-30
0.2579396069049835,1973-12-03
0.26567789912223816,1973-12-04
0.259229451417923,1973-12-05
0.26051902770996094,1973-12-06
0.2734159529209137,1973-12-07
0.29018208384513855,1973-12-10
0.27470582723617554,1973-12-11
0.26051902770996094,1973-12-12
0.25665006041526794,1973-12-13
0.2579396069049835,1973-12-14
0.2502014935016632,1973-12-17
0.2579396069049835,1973-12-18
0.26051902770996094,1973-12-19
0.2643883228302002,1973-12-20
0.2643883228302002,1973-12-21
0.26567789912223816,1973-12-24
0.26051902770996094,1973-12-26
0.2502014935016632,1973-12-27
0.25407058000564575,1973-12-28
0.25407058000564575,1973-12-31
0.25536030530929565,1974-01-02
0.2734159529209137,1974-01-03
0.29663053154945374,1974-01-04
0.2914717495441437,1974-01-07
0.2759954631328583,1974-01-08
0.2721264362335205,1974-01-09
0.2669675350189209,1974-01-10
0.27470582723617554,1974-01-11
0.27986451983451843,1974-01-14
