AES,Date
3.550793409347534,1993-04-12
3.5367016792297363,1993-04-13
3.5789737701416016,1993-04-14
3.5226123332977295,1993-04-15
3.46625018119812,1993-04-16
3.4098875522613525,1993-04-19
3.46625018119812,1993-04-20
3.4944310188293457,1993-04-21
3.46625018119812,1993-04-22
3.5226123332977295,1993-04-23
3.550793409347534,1993-04-26
3.550793409347534,1993-04-27
3.5930633544921875,1993-04-28
3.550793409347534,1993-04-29
3.550793409347534,1993-04-30
3.5789737701416016,1993-05-03
3.6071550846099854,1993-05-04
3.6071550846099854,1993-05-05
3.6071550846099854,1993-05-06
3.5226123332977295,1993-05-07
3.325345277786255,1993-05-10
3.4098875522613525,1993-05-11
3.3535261154174805,1993-05-12
3.4098875522613525,1993-05-13
3.423978805541992,1993-05-14
3.381706953048706,1993-05-17
3.4098875522613525,1993-05-18
3.2689850330352783,1993-05-19
3.2971651554107666,1993-05-20
3.2408032417297363,1993-05-21
3.2689850330352783,1993-05-24
3.2689850330352783,1993-05-25
3.325345277786255,1993-05-26
3.325345277786255,1993-05-27
3.4098875522613525,1993-05-28
3.4098875522613525,1993-06-01
3.3535261154174805,1993-06-02
3.4098875522613525,1993-06-03
3.4098875522613525,1993-06-04
3.2689850330352783,1993-06-07
3.2408032417297363,1993-06-08
3.3535261154174805,1993-06-09
3.452160596847534,1993-06-10
3.3957982063293457,1993-06-11
3.4380686283111572,1993-06-14
3.4098875522613525,1993-06-15
3.5789737701416016,1993-06-16
3.5226123332977295,1993-06-17
3.4380686283111572,1993-06-18
3.4944310188293457,1993-06-21
3.4944310188293457,1993-06-22
3.4803409576416016,1993-06-23
3.5367016792297363,1993-06-24
3.508521318435669,1993-06-25
3.4098875522613525,1993-06-28
3.4098875522613525,1993-06-29
3.4098875522613525,1993-06-30
3.4098875522613525,1993-07-01
3.4098875522613525,1993-07-02
3.46625018119812,1993-07-06
3.452160596847534,1993-07-07
3.5226123332977295,1993-07-08
3.5226123332977295,1993-07-09
3.4944310188293457,1993-07-12
3.4944310188293457,1993-07-13
3.5226123332977295,1993-07-14
3.550793409347534,1993-07-15
3.5367016792297363,1993-07-16
3.5224976539611816,1993-07-19
3.579313039779663,1993-07-20
3.550905466079712,1993-07-21
3.5651094913482666,1993-07-22
3.607719659805298,1993-07-23
3.607719659805298,1993-07-26
3.6361286640167236,1993-07-27
3.6645357608795166,1993-07-28
3.6361286640167236,1993-07-29
3.607719659805298,1993-07-30
3.550905466079712,1993-08-02
3.5224976539611816,1993-08-03
3.5224976539611816,1993-08-04
3.550905466079712,1993-08-05
3.579313039779663,1993-08-06
3.550905466079712,1993-08-09
3.579313039779663,1993-08-10
3.6645357608795166,1993-08-11
3.607719659805298,1993-08-12
3.6361286640167236,1993-08-13
3.579313039779663,1993-08-16
3.6361286640167236,1993-08-17
3.607719659805298,1993-08-18
3.550905466079712,1993-08-19
3.579313039779663,1993-08-20
3.579313039779663,1993-08-23
3.579313039779663,1993-08-24
3.5224976539611816,1993-08-25
3.579313039779663,1993-08-26
3.550905466079712,1993-08-27
3.607719659805298,1993-08-30
3.550905466079712,1993-08-31
3.6645357608795166,1993-09-01
3.607719659805298,1993-09-02
3.678738832473755,1993-09-03
3.6929428577423096,1993-09-07
3.607719659805298,1993-09-08
3.607719659805298,1993-09-09
3.5224976539611816,1993-09-10
3.593517303466797,1993-09-13
3.550905466079712,1993-09-14
3.607719659805298,1993-09-15
3.607719659805298,1993-09-16
3.579313039779663,1993-09-17
3.6645357608795166,1993-09-20
3.579313039779663,1993-09-21
3.6361286640167236,1993-09-22
3.6219241619110107,1993-09-23
3.579313039779663,1993-09-24
3.6645357608795166,1993-09-27
3.6645357608795166,1993-09-28
3.6645357608795166,1993-09-29
3.650331974029541,1993-09-30
3.6929428577423096,1993-10-01
3.7213501930236816,1993-10-04
3.7213501930236816,1993-10-05
3.707146406173706,1993-10-06
3.749756336212158,1993-10-07
3.7355525493621826,1993-10-08
3.7781636714935303,1993-10-11
3.7355525493621826,1993-10-12
3.7781636714935303,1993-10-13
3.749756336212158,1993-10-14
3.7781636714935303,1993-10-15
3.6929428577423096,1993-10-18
3.7213501930236816,1993-10-19
3.6645357608795166,1993-10-20
3.579313039779663,1993-10-21
3.550905466079712,1993-10-22
3.579313039779663,1993-10-25
3.5651094913482666,1993-10-26
3.550905466079712,1993-10-27
3.6929428577423096,1993-10-28
3.7213501930236816,1993-10-29
3.806570529937744,1993-11-01
3.806570529937744,1993-11-02
3.7355525493621826,1993-11-03
3.6639904975891113,1993-11-04
3.578115463256836,1993-11-05
3.578115463256836,1993-11-08
3.578115463256836,1993-11-09
3.578115463256836,1993-11-10
3.549489974975586,1993-11-11
3.7212412357330322,1993-11-12
3.6639904975891113,1993-11-15
3.6926157474517822,1993-11-16
3.7212412357330322,1993-11-17
3.6926157474517822,1993-11-18
3.70692777633667,1993-11-19
3.70692777633667,1993-11-22
3.6926157474517822,1993-11-23
3.7784900665283203,1993-11-24
3.807114362716675,1993-11-26
3.7212412357330322,1993-11-29
3.6926157474517822,1993-11-30
3.7212412357330322,1993-12-01
3.6639904975891113,1993-12-02
3.7784900665283203,1993-12-03
3.7784900665283203,1993-12-06
3.921614170074463,1993-12-07
3.9788639545440674,1993-12-08
3.9788639545440674,1993-12-09
3.921614170074463,1993-12-10
3.921614170074463,1993-12-13
3.892991065979004,1993-12-14
3.892991065979004,1993-12-15
3.8786776065826416,1993-12-16
3.8643643856048584,1993-12-17
3.9073023796081543,1993-12-20
3.8643643856048584,1993-12-21
3.892991065979004,1993-12-22
3.921614170074463,1993-12-23
3.9502408504486084,1993-12-27
4.0074896812438965,1993-12-28
4.0074896812438965,1993-12-29
3.9502408504486084,1993-12-30
4.0074896812438965,1993-12-31
4.09336519241333,1994-01-03
4.09336519241333,1994-01-04
4.050427436828613,1994-01-05
4.064741611480713,1994-01-06
4.09336519241333,1994-01-07
4.164926528930664,1994-01-10
4.1363019943237305,1994-01-11
4.1506147384643555,1994-01-12
4.121989727020264,1994-01-13
4.1792402267456055,1994-01-14
4.1792402267456055,1994-01-17
4.064741611480713,1994-01-18
3.9788639545440674,1994-01-19
4.036115646362305,1994-01-20
4.09336519241333,1994-01-21
4.064741611480713,1994-01-24
4.064741611480713,1994-01-25
4.064741611480713,1994-01-26
4.064741611480713,1994-01-27
4.036115646362305,1994-01-28
4.079052448272705,1994-01-31
4.036115646362305,1994-02-01
3.993178129196167,1994-02-02
3.7784900665283203,1994-02-03
3.8643643856048584,1994-02-04
3.8428964614868164,1994-02-07
3.9502408504486084,1994-02-08
3.993178129196167,1994-02-09
4.036115646362305,1994-02-10
4.014646053314209,1994-02-11
4.036115646362305,1994-02-14
4.121989727020264,1994-02-15
4.207865238189697,1994-02-16
4.079052448272705,1994-02-17
4.079052448272705,1994-02-18
4.121989727020264,1994-02-22
4.100520133972168,1994-02-23
4.079052448272705,1994-02-24
3.9502408504486084,1994-02-25
3.9502408504486084,1994-02-28
3.8214263916015625,1994-03-01
3.9073023796081543,1994-03-02
3.9073023796081543,1994-03-03
3.8918449878692627,1994-03-04
3.8255069255828857,1994-03-07
3.8918449878692627,1994-03-08
3.8255069255828857,1994-03-09
3.8918449878692627,1994-03-10
3.913957118988037,1994-03-11
4.0687456130981445,1994-03-14
3.9802966117858887,1994-03-15
4.0245208740234375,1994-03-16
4.0245208740234375,1994-03-17
4.0687456130981445,1994-03-18
4.112973213195801,1994-03-21
4.0245208740234375,1994-03-22
4.112973213195801,1994-03-23
3.9802966117858887,1994-03-24
3.936069965362549,1994-03-25
3.8918449878692627,1994-03-28
3.803394079208374,1994-03-29
3.7149436473846436,1994-03-30
3.5380423069000244,1994-03-31
3.493816375732422,1994-04-04
3.5822668075561523,1994-04-05
3.7149436473846436,1994-04-06
3.6928303241729736,1994-04-07
3.670717477798462,1994-04-08
3.737056255340576,1994-04-11
3.803394079208374,1994-04-12
3.759169340133667,1994-04-13
3.670717477798462,1994-04-14
3.7149436473846436,1994-04-15
3.670717477798462,1994-04-18
3.272686719894409,1994-04-19
3.184236764907837,1994-04-20
3.2063496112823486,1994-04-21
3.1952927112579346,1994-04-22
3.2063496112823486,1994-04-25
3.184236764907837,1994-04-26
3.2284626960754395,1994-04-28
3.1400115489959717,1994-04-29
3.1621251106262207,1994-05-02
3.1621251106262207,1994-05-03
3.184236764907837,1994-05-04
3.184236764907837,1994-05-05
3.184236764907837,1994-05-06
3.0957858562469482,1994-05-09
3.0515596866607666,1994-05-10
3.0073342323303223,1994-05-11
2.8967716693878174,1994-05-12
2.918884515762329,1994-05-13
2.918884515762329,1994-05-16
3.0073342323303223,1994-05-17
3.0515596866607666,1994-05-18
3.1400115489959717,1994-05-19
3.184236764907837,1994-05-20
3.1400115489959717,1994-05-23
3.184236764907837,1994-05-24
3.0515596866607666,1994-05-25
3.1400115489959717,1994-05-26
3.184236764907837,1994-05-27
3.1621251106262207,1994-05-31
3.1400115489959717,1994-06-01
3.1621251106262207,1994-06-02
3.2284626960754395,1994-06-03
3.184236764907837,1994-06-06
3.184236764907837,1994-06-07
3.0073342323303223,1994-06-08
3.0736730098724365,1994-06-09
3.0957858562469482,1994-06-10
3.184236764907837,1994-06-13
3.1400115489959717,1994-06-14
3.184236764907837,1994-06-15
3.31691312789917,1994-06-16
3.184236764907837,1994-06-17
3.1400115489959717,1994-06-20
3.0073342323303223,1994-06-21
3.1400115489959717,1994-06-22
3.2948005199432373,1994-06-23
3.2948005199432373,1994-06-24
3.31691312789917,1994-06-27
3.33902645111084,1994-06-28
3.33902645111084,1994-06-29
3.31691312789917,1994-06-30
3.405364990234375,1994-07-01
3.31691312789917,1994-07-05
3.184236764907837,1994-07-06
3.1400115489959717,1994-07-07
3.184236764907837,1994-07-08
3.272686719894409,1994-07-11
3.2284626960754395,1994-07-12
3.1621251106262207,1994-07-13
3.2063496112823486,1994-07-14
3.272686719894409,1994-07-15
3.1621251106262207,1994-07-18
3.1621251106262207,1994-07-19
3.0515596866607666,1994-07-20
2.9631099700927734,1994-07-21
3.0957858562469482,1994-07-22
3.0073342323303223,1994-07-25
3.0073342323303223,1994-07-26
2.9631099700927734,1994-07-27
3.0073342323303223,1994-07-28
3.0957858562469482,1994-07-29
3.11789870262146,1994-08-01
3.0515596866607666,1994-08-02
3.0515596866607666,1994-08-03
3.0957858562469482,1994-08-04
2.9631099700927734,1994-08-05
3.0515596866607666,1994-08-08
2.9631099700927734,1994-08-09
2.8304336071014404,1994-08-10
2.8083198070526123,1994-08-11
2.786207675933838,1994-08-12
2.7972636222839355,1994-08-15
2.8746585845947266,1994-08-16
2.918884515762329,1994-08-17
2.8746585845947266,1994-08-18
2.918884515762329,1994-08-19
2.8967716693878174,1994-08-22
2.9631099700927734,1994-08-23
2.9409968852996826,1994-08-24
2.9631099700927734,1994-08-25
3.0073342323303223,1994-08-26
3.0736730098724365,1994-08-29
3.1400115489959717,1994-08-30
3.0515596866607666,1994-08-31
2.9631099700927734,1994-09-01
3.1400115489959717,1994-09-02
3.0957858562469482,1994-09-06
3.11789870262146,1994-09-07
3.1400115489959717,1994-09-08
3.0294480323791504,1994-09-09
3.0515596866607666,1994-09-12
3.184236764907837,1994-09-13
3.184236764907837,1994-09-14
3.184236764907837,1994-09-15
3.0515596866607666,1994-09-16
3.1400115489959717,1994-09-19
3.0515596866607666,1994-09-20
3.0515596866607666,1994-09-21
3.0736730098724365,1994-09-22
3.2284626960754395,1994-09-23
3.184236764907837,1994-09-26
3.184236764907837,1994-09-27
3.2284626960754395,1994-09-28
3.3611395359039307,1994-09-29
3.493816375732422,1994-09-30
3.4495890140533447,1994-10-03
3.405364990234375,1994-10-04
3.405364990234375,1994-10-05
3.2284626960754395,1994-10-06
3.272686719894409,1994-10-07
3.405364990234375,1994-10-10
3.493816375732422,1994-10-11
3.31691312789917,1994-10-12
3.4495890140533447,1994-10-13
3.5822668075561523,1994-10-14
3.6264917850494385,1994-10-17
3.6264917850494385,1994-10-18
3.7149436473846436,1994-10-19
3.759169340133667,1994-10-20
3.5601534843444824,1994-10-21
3.5380423069000244,1994-10-24
3.5822668075561523,1994-10-25
3.493816375732422,1994-10-26
3.5822668075561523,1994-10-27
3.6264917850494385,1994-10-28
3.493816375732422,1994-10-31
3.493816375732422,1994-11-01
3.493816375732422,1994-11-02
3.515928030014038,1994-11-03
3.523599147796631,1994-11-04
3.512449026107788,1994-11-07
3.612804651260376,1994-11-08
3.4789974689483643,1994-11-09
3.389791965484619,1994-11-10
3.389791965484619,1994-11-11
3.412095069885254,1994-11-14
3.4566972255706787,1994-11-15
3.4789974689483643,1994-11-16
3.4343955516815186,1994-11-17
3.4343955516815186,1994-11-18
3.4343955516815186,1994-11-21
3.3005876541137695,1994-11-22
3.2559852600097656,1994-11-23
3.2113826274871826,1994-11-25
3.166779041290283,1994-11-28
3.3451905250549316,1994-11-29
3.4789974689483643,1994-11-30
3.4343955516815186,1994-12-01
3.523599147796631,1994-12-02
3.4789974689483643,1994-12-05
3.3451905250549316,1994-12-06
3.3005876541137695,1994-12-07
3.3005876541137695,1994-12-08
3.3451905250549316,1994-12-09
3.3005876541137695,1994-12-12
3.166779041290283,1994-12-13
3.3005876541137695,1994-12-14
3.3005876541137695,1994-12-15
3.2113826274871826,1994-12-16
3.2113826274871826,1994-12-19
3.2559852600097656,1994-12-20
3.3451905250549316,1994-12-21
3.523599147796631,1994-12-22
3.389791965484619,1994-12-23
3.412095069885254,1994-12-27
3.4343955516815186,1994-12-28
3.523599147796631,1994-12-29
3.4789974689483643,1994-12-30
3.3451905250549316,1995-01-03
3.4343955516815186,1995-01-04
3.4343955516815186,1995-01-05
3.523599147796631,1995-01-06
3.4343955516815186,1995-01-09
3.389791965484619,1995-01-10
3.4343955516815186,1995-01-11
3.4566972255706787,1995-01-12
3.389791965484619,1995-01-13
