ZBRA,Date
4.055555820465088,1991-08-15
4.0,1991-08-16
3.777777910232544,1991-08-19
3.722222089767456,1991-08-20
4.0,1991-08-21
4.111111164093018,1991-08-22
4.111111164093018,1991-08-23
4.0,1991-08-26
4.0,1991-08-27
4.0,1991-08-28
4.055555820465088,1991-08-29
4.111111164093018,1991-08-30
4.055555820465088,1991-09-03
4.055555820465088,1991-09-04
4.055555820465088,1991-09-05
3.9166669845581055,1991-09-06
3.944443941116333,1991-09-09
3.8333330154418945,1991-09-10
3.9166669845581055,1991-09-11
3.944443941116333,1991-09-12
3.8333330154418945,1991-09-13
3.972222089767456,1991-09-16
3.972222089767456,1991-09-17
3.9166669845581055,1991-09-18
3.944443941116333,1991-09-19
4.055555820465088,1991-09-20
4.1666669845581055,1991-09-23
4.055555820465088,1991-09-24
4.055555820465088,1991-09-25
4.055555820465088,1991-09-26
4.055555820465088,1991-09-27
3.9166669845581055,1991-09-30
3.8888890743255615,1991-10-01
3.944443941116333,1991-10-02
3.8888890743255615,1991-10-03
3.6666669845581055,1991-10-04
3.722222089767456,1991-10-07
3.6666669845581055,1991-10-08
3.6666669845581055,1991-10-09
3.722222089767456,1991-10-10
3.6666669845581055,1991-10-11
3.6666669845581055,1991-10-14
3.6666669845581055,1991-10-15
3.722222089767456,1991-10-16
3.6666669845581055,1991-10-17
3.6111109256744385,1991-10-18
3.777777910232544,1991-10-21
3.8611109256744385,1991-10-22
3.75,1991-10-23
3.8888890743255615,1991-10-24
3.6666669845581055,1991-10-25
3.8333330154418945,1991-10-28
3.722222089767456,1991-10-29
3.6666669845581055,1991-10-30
3.6666669845581055,1991-10-31
3.805556058883667,1991-11-01
3.722222089767456,1991-11-04
3.722222089767456,1991-11-05
3.722222089767456,1991-11-06
3.722222089767456,1991-11-07
3.8333330154418945,1991-11-08
3.8888890743255615,1991-11-11
3.944443941116333,1991-11-12
4.0,1991-11-13
3.944443941116333,1991-11-14
3.8888890743255615,1991-11-15
3.8333330154418945,1991-11-18
3.8888890743255615,1991-11-19
3.944443941116333,1991-11-20
3.8333330154418945,1991-11-21
3.8333330154418945,1991-11-22
3.8333330154418945,1991-11-25
3.8333330154418945,1991-11-26
3.944443941116333,1991-11-27
3.8333330154418945,1991-11-29
3.777777910232544,1991-12-02
3.8333330154418945,1991-12-03
3.8888890743255615,1991-12-04
3.944443941116333,1991-12-05
3.8333330154418945,1991-12-06
3.777777910232544,1991-12-09
3.722222089767456,1991-12-10
3.277777910232544,1991-12-11
3.4166669845581055,1991-12-12
3.3333330154418945,1991-12-13
3.444443941116333,1991-12-16
3.444443941116333,1991-12-17
3.3888890743255615,1991-12-18
3.3888890743255615,1991-12-19
3.3888890743255615,1991-12-20
3.3333330154418945,1991-12-23
3.444443941116333,1991-12-24
3.444443941116333,1991-12-26
3.555556058883667,1991-12-27
3.6111109256744385,1991-12-30
3.722222089767456,1991-12-31
3.8333330154418945,1992-01-02
3.777777910232544,1992-01-03
3.944443941116333,1992-01-06
3.944443941116333,1992-01-07
4.444444179534912,1992-01-08
4.611111164093018,1992-01-09
4.5,1992-01-10
4.5,1992-01-13
4.444444179534912,1992-01-14
4.555555820465088,1992-01-15
4.777778148651123,1992-01-16
4.6666669845581055,1992-01-17
4.722221851348877,1992-01-20
4.5,1992-01-21
4.722221851348877,1992-01-22
4.5833330154418945,1992-01-23
4.6666669845581055,1992-01-24
4.722221851348877,1992-01-27
4.6666669845581055,1992-01-28
4.5,1992-01-29
4.5,1992-01-30
4.611111164093018,1992-01-31
4.611111164093018,1992-02-03
4.388888835906982,1992-02-04
4.555555820465088,1992-02-05
4.388888835906982,1992-02-06
4.444444179534912,1992-02-07
4.5,1992-02-10
4.388888835906982,1992-02-11
4.5,1992-02-12
4.5,1992-02-13
4.388888835906982,1992-02-14
4.444444179534912,1992-02-18
4.25,1992-02-19
4.4166669845581055,1992-02-20
4.3333330154418945,1992-02-21
4.3333330154418945,1992-02-24
4.1666669845581055,1992-02-25
4.3333330154418945,1992-02-26
4.3333330154418945,1992-02-27
4.444444179534912,1992-02-28
4.388888835906982,1992-03-02
4.388888835906982,1992-03-03
4.388888835906982,1992-03-04
4.277778148651123,1992-03-05
4.1666669845581055,1992-03-06
4.138888835906982,1992-03-09
4.277778148651123,1992-03-10
4.277778148651123,1992-03-11
4.111111164093018,1992-03-12
4.277778148651123,1992-03-13
4.1666669845581055,1992-03-16
4.055555820465088,1992-03-17
4.222221851348877,1992-03-18
4.222221851348877,1992-03-19
4.222221851348877,1992-03-20
4.1666669845581055,1992-03-23
4.1666669845581055,1992-03-24
4.055555820465088,1992-03-25
4.1666669845581055,1992-03-26
4.055555820465088,1992-03-27
4.055555820465088,1992-03-30
4.055555820465088,1992-03-31
4.055555820465088,1992-04-01
4.138888835906982,1992-04-02
4.111111164093018,1992-04-03
4.055555820465088,1992-04-06
3.722222089767456,1992-04-07
3.555556058883667,1992-04-08
3.722222089767456,1992-04-09
3.777777910232544,1992-04-10
3.944443941116333,1992-04-13
4.0,1992-04-14
3.944443941116333,1992-04-15
3.8333330154418945,1992-04-16
3.8333330154418945,1992-04-20
3.805556058883667,1992-04-21
3.944443941116333,1992-04-22
3.8333330154418945,1992-04-23
4.0,1992-04-24
4.0,1992-04-27
3.8888890743255615,1992-04-28
3.8333330154418945,1992-04-29
3.944443941116333,1992-04-30
4.0,1992-05-01
3.944443941116333,1992-05-04
4.222221851348877,1992-05-05
4.1666669845581055,1992-05-06
4.1666669845581055,1992-05-07
4.222221851348877,1992-05-08
4.1666669845581055,1992-05-11
4.222221851348877,1992-05-12
4.1666669845581055,1992-05-13
4.1666669845581055,1992-05-14
4.3333330154418945,1992-05-15
4.222221851348877,1992-05-18
4.5,1992-05-19
4.611111164093018,1992-05-20
4.5,1992-05-21
4.5,1992-05-22
4.388888835906982,1992-05-26
4.388888835906982,1992-05-27
4.388888835906982,1992-05-28
4.3333330154418945,1992-05-29
4.277778148651123,1992-06-01
4.1666669845581055,1992-06-02
4.3333330154418945,1992-06-03
4.1666669845581055,1992-06-04
4.3333330154418945,1992-06-05
4.277778148651123,1992-06-08
4.222221851348877,1992-06-09
4.3333330154418945,1992-06-10
4.222221851348877,1992-06-11
4.0,1992-06-12
4.0,1992-06-15
4.111111164093018,1992-06-16
3.8888890743255615,1992-06-17
3.722222089767456,1992-06-18
3.944443941116333,1992-06-19
3.777777910232544,1992-06-22
3.777777910232544,1992-06-23
3.777777910232544,1992-06-24
3.8888890743255615,1992-06-25
3.555556058883667,1992-06-26
3.777777910232544,1992-06-29
4.055555820465088,1992-06-30
3.944443941116333,1992-07-01
4.0,1992-07-02
4.111111164093018,1992-07-06
4.111111164093018,1992-07-07
4.027778148651123,1992-07-08
4.055555820465088,1992-07-09
4.055555820465088,1992-07-10
4.055555820465088,1992-07-13
4.222221851348877,1992-07-14
4.222221851348877,1992-07-15
4.277778148651123,1992-07-16
4.222221851348877,1992-07-17
4.1666669845581055,1992-07-20
4.111111164093018,1992-07-21
3.944443941116333,1992-07-22
3.8888890743255615,1992-07-23
3.8333330154418945,1992-07-24
3.722222089767456,1992-07-27
3.8611109256744385,1992-07-28
3.8333330154418945,1992-07-29
3.8888890743255615,1992-07-30
3.8333330154418945,1992-07-31
3.777777910232544,1992-08-03
3.6111109256744385,1992-08-04
3.444443941116333,1992-08-05
3.4166669845581055,1992-08-06
3.277777910232544,1992-08-07
3.3333330154418945,1992-08-10
3.444443941116333,1992-08-11
3.555556058883667,1992-08-12
3.555556058883667,1992-08-13
3.6111109256744385,1992-08-14
3.6666669845581055,1992-08-17
3.722222089767456,1992-08-18
3.75,1992-08-19
3.777777910232544,1992-08-20
3.6666669845581055,1992-08-21
3.527777910232544,1992-08-24
3.5,1992-08-25
3.555556058883667,1992-08-26
3.8333330154418945,1992-08-27
3.8888890743255615,1992-08-28
3.777777910232544,1992-08-31
3.777777910232544,1992-09-01
4.111111164093018,1992-09-02
4.111111164093018,1992-09-03
3.8888890743255615,1992-09-04
3.8888890743255615,1992-09-08
3.8888890743255615,1992-09-09
4.0,1992-09-10
4.055555820465088,1992-09-11
4.0,1992-09-14
3.8333330154418945,1992-09-15
3.944443941116333,1992-09-16
3.944443941116333,1992-09-17
4.0,1992-09-18
4.0,1992-09-21
4.111111164093018,1992-09-22
3.944443941116333,1992-09-23
4.111111164093018,1992-09-24
3.8888890743255615,1992-09-25
3.8888890743255615,1992-09-28
3.8333330154418945,1992-09-29
3.944443941116333,1992-09-30
3.944443941116333,1992-10-01
3.8333330154418945,1992-10-02
3.6666669845581055,1992-10-05
3.8333330154418945,1992-10-06
3.722222089767456,1992-10-07
3.5,1992-10-08
3.555556058883667,1992-10-09
3.5,1992-10-12
3.444443941116333,1992-10-13
3.444443941116333,1992-10-14
3.444443941116333,1992-10-15
3.444443941116333,1992-10-16
3.6111109256744385,1992-10-19
3.6111109256744385,1992-10-20
3.5,1992-10-21
3.6666669845581055,1992-10-22
3.777777910232544,1992-10-23
4.111111164093018,1992-10-26
4.055555820465088,1992-10-27
4.222221851348877,1992-10-28
4.1666669845581055,1992-10-29
4.277778148651123,1992-10-30
4.25,1992-11-02
4.1666669845581055,1992-11-03
4.1666669845581055,1992-11-04
4.222221851348877,1992-11-05
4.3333330154418945,1992-11-06
4.6666669845581055,1992-11-09
4.6666669845581055,1992-11-10
4.6666669845581055,1992-11-11
4.611111164093018,1992-11-12
4.722221851348877,1992-11-13
4.722221851348877,1992-11-16
4.555555820465088,1992-11-17
4.5,1992-11-18
4.638888835906982,1992-11-19
4.555555820465088,1992-11-20
4.611111164093018,1992-11-23
4.777778148651123,1992-11-24
4.6666669845581055,1992-11-25
4.6666669845581055,1992-11-27
4.777778148651123,1992-11-30
4.6666669845581055,1992-12-01
4.6666669845581055,1992-12-02
4.6666669845581055,1992-12-03
4.777778148651123,1992-12-04
5.111111164093018,1992-12-07
5.0,1992-12-08
5.0,1992-12-09
5.111111164093018,1992-12-10
5.111111164093018,1992-12-11
5.055555820465088,1992-12-14
5.055555820465088,1992-12-15
5.055555820465088,1992-12-16
5.055555820465088,1992-12-17
5.111111164093018,1992-12-18
5.1666669845581055,1992-12-21
5.277778148651123,1992-12-22
5.222221851348877,1992-12-23
5.5,1992-12-24
5.3333330154418945,1992-12-28
5.222221851348877,1992-12-29
5.222221851348877,1992-12-30
5.3333330154418945,1992-12-31
5.277778148651123,1993-01-04
5.305555820465088,1993-01-05
5.361111164093018,1993-01-06
5.222221851348877,1993-01-07
5.222221851348877,1993-01-08
5.111111164093018,1993-01-11
5.222221851348877,1993-01-12
5.222221851348877,1993-01-13
5.222221851348877,1993-01-14
5.277778148651123,1993-01-15
5.444444179534912,1993-01-18
5.444444179534912,1993-01-19
5.555555820465088,1993-01-20
5.555555820465088,1993-01-21
5.555555820465088,1993-01-22
5.722221851348877,1993-01-25
5.722221851348877,1993-01-26
5.555555820465088,1993-01-27
5.388888835906982,1993-01-28
5.388888835906982,1993-01-29
5.444444179534912,1993-02-01
5.444444179534912,1993-02-02
5.555555820465088,1993-02-03
5.388888835906982,1993-02-04
5.222221851348877,1993-02-05
5.1666669845581055,1993-02-08
5.111111164093018,1993-02-09
5.0,1993-02-10
5.111111164093018,1993-02-11
5.055555820465088,1993-02-12
4.888888835906982,1993-02-16
4.555555820465088,1993-02-17
4.611111164093018,1993-02-18
4.611111164093018,1993-02-19
4.611111164093018,1993-02-22
4.6666669845581055,1993-02-23
4.8333330154418945,1993-02-24
4.888888835906982,1993-02-25
5.1666669845581055,1993-02-26
5.055555820465088,1993-03-01
5.111111164093018,1993-03-02
5.277778148651123,1993-03-03
5.222221851348877,1993-03-04
4.944444179534912,1993-03-05
4.888888835906982,1993-03-08
5.055555820465088,1993-03-09
5.055555820465088,1993-03-10
5.111111164093018,1993-03-11
5.0,1993-03-12
5.027778148651123,1993-03-15
4.972221851348877,1993-03-16
4.944444179534912,1993-03-17
4.944444179534912,1993-03-18
5.0,1993-03-19
5.055555820465088,1993-03-22
5.1666669845581055,1993-03-23
5.277778148651123,1993-03-24
5.3333330154418945,1993-03-25
5.222221851348877,1993-03-26
5.5,1993-03-29
5.611111164093018,1993-03-30
5.777778148651123,1993-03-31
5.888888835906982,1993-04-01
5.888888835906982,1993-04-02
6.111111164093018,1993-04-05
6.1666669845581055,1993-04-06
6.0,1993-04-07
6.055555820465088,1993-04-08
6.055555820465088,1993-04-12
6.111111164093018,1993-04-13
6.444444179534912,1993-04-14
6.388888835906982,1993-04-15
6.555555820465088,1993-04-16
6.6666669845581055,1993-04-19
6.722221851348877,1993-04-20
6.611111164093018,1993-04-21
6.6666669845581055,1993-04-22
6.611111164093018,1993-04-23
6.472221851348877,1993-04-26
6.444444179534912,1993-04-27
6.4166669845581055,1993-04-28
6.444444179534912,1993-04-29
6.722221851348877,1993-04-30
6.888888835906982,1993-05-03
7.3333330154418945,1993-05-04
7.555555820465088,1993-05-05
7.6666669845581055,1993-05-06
7.3333330154418945,1993-05-07
7.3333330154418945,1993-05-10
7.3333330154418945,1993-05-11
7.361111164093018,1993-05-12
7.1666669845581055,1993-05-13
7.1666669845581055,1993-05-14
7.444444179534912,1993-05-17
8.0,1993-05-18
8.277777671813965,1993-05-19
8.222222328186035,1993-05-20
8.277777671813965,1993-05-21
8.277777671813965,1993-05-24
8.11111068725586,1993-05-25
8.055556297302246,1993-05-26
8.055556297302246,1993-05-27
8.11111068725586,1993-05-28
8.277777671813965,1993-06-01
8.166666984558105,1993-06-02
8.166666984558105,1993-06-03
8.055556297302246,1993-06-04
8.222222328186035,1993-06-07
8.277777671813965,1993-06-08
8.222222328186035,1993-06-09
8.11111068725586,1993-06-10
8.11111068725586,1993-06-11
8.11111068725586,1993-06-14
8.166666984558105,1993-06-15
8.166666984558105,1993-06-16
8.222222328186035,1993-06-17
8.277777671813965,1993-06-18
8.277777671813965,1993-06-21
8.666666984558105,1993-06-22
8.722222328186035,1993-06-23
8.722222328186035,1993-06-24
8.86111068725586,1993-06-25
8.777777671813965,1993-06-28
8.666666984558105,1993-06-29
9.11111068725586,1993-06-30
9.11111068725586,1993-07-01
9.11111068725586,1993-07-02
9.277777671813965,1993-07-06
9.277777671813965,1993-07-07
9.222222328186035,1993-07-08
9.222222328186035,1993-07-09
8.944443702697754,1993-07-12
8.61111068725586,1993-07-13
8.61111068725586,1993-07-14
