ZBRA,Date
8.61111068725586,1993-07-15
8.0,1993-07-16
7.555555820465088,1993-07-19
8.083333015441895,1993-07-20
8.222222328186035,1993-07-21
8.416666984558105,1993-07-22
8.166666984558105,1993-07-23
8.166666984558105,1993-07-26
7.888888835906982,1993-07-27
7.944444179534912,1993-07-28
7.722221851348877,1993-07-29
7.611111164093018,1993-07-30
7.944444179534912,1993-08-02
7.9166669845581055,1993-08-03
8.277777671813965,1993-08-04
8.555556297302246,1993-08-05
8.333333015441895,1993-08-06
8.555556297302246,1993-08-09
8.666666984558105,1993-08-10
8.666666984558105,1993-08-11
8.61111068725586,1993-08-12
8.61111068725586,1993-08-13
8.722222328186035,1993-08-16
9.333333015441895,1993-08-17
9.777777671813965,1993-08-18
9.5,1993-08-19
9.055556297302246,1993-08-20
8.88888931274414,1993-08-23
9.0,1993-08-24
9.11111068725586,1993-08-25
8.944443702697754,1993-08-26
8.61111068725586,1993-08-27
8.833333015441895,1993-08-30
8.61111068725586,1993-08-31
9.055556297302246,1993-09-01
9.333333015441895,1993-09-02
9.0,1993-09-03
8.88888931274414,1993-09-07
8.61111068725586,1993-09-08
8.722222328186035,1993-09-09
9.166666984558105,1993-09-10
9.5,1993-09-13
9.222222328186035,1993-09-14
9.277777671813965,1993-09-15
9.555556297302246,1993-09-16
9.36111068725586,1993-09-17
9.0,1993-09-20
8.666666984558105,1993-09-21
8.916666984558105,1993-09-22
8.777777671813965,1993-09-23
9.38888931274414,1993-09-24
9.38888931274414,1993-09-27
9.222222328186035,1993-09-28
9.5,1993-09-29
9.88888931274414,1993-09-30
10.0,1993-10-01
9.88888931274414,1993-10-04
10.666666984558105,1993-10-05
10.833333015441895,1993-10-06
10.555556297302246,1993-10-07
10.444443702697754,1993-10-08
10.444443702697754,1993-10-11
10.38888931274414,1993-10-12
10.75,1993-10-13
10.722222328186035,1993-10-14
10.944443702697754,1993-10-15
10.88888931274414,1993-10-18
10.88888931274414,1993-10-19
11.333333015441895,1993-10-20
11.11111068725586,1993-10-21
11.444443702697754,1993-10-22
11.444443702697754,1993-10-25
11.055556297302246,1993-10-26
11.166666984558105,1993-10-27
11.527777671813965,1993-10-28
11.5,1993-10-29
11.666666984558105,1993-11-01
11.777777671813965,1993-11-02
11.777777671813965,1993-11-03
11.722222328186035,1993-11-04
11.666666984558105,1993-11-05
11.666666984558105,1993-11-08
12.222222328186035,1993-11-09
12.555556297302246,1993-11-10
12.944443702697754,1993-11-11
12.777777671813965,1993-11-12
12.38888931274414,1993-11-15
12.61111068725586,1993-11-16
12.277777671813965,1993-11-17
11.694443702697754,1993-11-18
11.194443702697754,1993-11-19
10.61111068725586,1993-11-22
11.38888931274414,1993-11-23
11.722222328186035,1993-11-24
11.555556297302246,1993-11-26
12.666666984558105,1993-11-29
12.722222328186035,1993-11-30
12.722222328186035,1993-12-01
13.277777671813965,1993-12-02
12.916666984558105,1993-12-03
12.805556297302246,1993-12-06
12.583333015441895,1993-12-07
12.555556297302246,1993-12-08
12.13888931274414,1993-12-09
11.777777671813965,1993-12-10
11.88888931274414,1993-12-13
11.944443702697754,1993-12-14
12.11111068725586,1993-12-15
12.416666984558105,1993-12-16
12.61111068725586,1993-12-17
12.555556297302246,1993-12-20
12.444443702697754,1993-12-21
12.25,1993-12-22
12.36111068725586,1993-12-23
12.63888931274414,1993-12-27
12.472222328186035,1993-12-28
12.444443702697754,1993-12-29
12.444443702697754,1993-12-30
12.583333015441895,1993-12-31
12.194443702697754,1994-01-03
11.88888931274414,1994-01-04
12.055556297302246,1994-01-05
11.61111068725586,1994-01-06
11.722222328186035,1994-01-07
11.833333015441895,1994-01-10
12.11111068725586,1994-01-11
12.166666984558105,1994-01-12
12.222222328186035,1994-01-13
12.444443702697754,1994-01-14
12.333333015441895,1994-01-17
12.333333015441895,1994-01-18
12.333333015441895,1994-01-19
11.5,1994-01-20
11.0,1994-01-21
10.777777671813965,1994-01-24
10.833333015441895,1994-01-25
11.13888931274414,1994-01-26
11.055556297302246,1994-01-27
10.61111068725586,1994-01-28
10.666666984558105,1994-01-31
9.916666984558105,1994-02-01
9.555556297302246,1994-02-02
10.5,1994-02-03
10.11111068725586,1994-02-04
10.38888931274414,1994-02-07
10.166666984558105,1994-02-08
10.833333015441895,1994-02-09
11.11111068725586,1994-02-10
10.86111068725586,1994-02-11
11.166666984558105,1994-02-14
10.722222328186035,1994-02-15
11.5,1994-02-16
11.194443702697754,1994-02-17
10.833333015441895,1994-02-18
10.61111068725586,1994-02-22
10.277777671813965,1994-02-23
10.166666984558105,1994-02-24
10.0,1994-02-25
10.222222328186035,1994-02-28
10.444443702697754,1994-03-01
10.11111068725586,1994-03-02
10.333333015441895,1994-03-03
11.11111068725586,1994-03-04
11.11111068725586,1994-03-07
10.88888931274414,1994-03-08
10.777777671813965,1994-03-09
10.833333015441895,1994-03-10
11.222222328186035,1994-03-11
12.222222328186035,1994-03-14
12.444443702697754,1994-03-15
12.222222328186035,1994-03-16
11.88888931274414,1994-03-17
11.305556297302246,1994-03-18
11.38888931274414,1994-03-21
10.805556297302246,1994-03-22
10.722222328186035,1994-03-23
9.88888931274414,1994-03-24
8.666666984558105,1994-03-25
8.25,1994-03-28
8.027777671813965,1994-03-29
7.861111164093018,1994-03-30
8.777777671813965,1994-03-31
7.888888835906982,1994-04-04
8.11111068725586,1994-04-05
8.277777671813965,1994-04-06
8.208333015441895,1994-04-07
8.277777671813965,1994-04-08
8.25,1994-04-11
8.277777671813965,1994-04-12
8.055556297302246,1994-04-13
7.777778148651123,1994-04-14
7.555555820465088,1994-04-15
6.861111164093018,1994-04-18
7.111111164093018,1994-04-19
6.888888835906982,1994-04-20
7.361111164093018,1994-04-21
5.8333330154418945,1994-04-22
6.111111164093018,1994-04-25
6.3333330154418945,1994-04-26
6.305555820465088,1994-04-28
6.388888835906982,1994-04-29
6.5,1994-05-02
6.388888835906982,1994-05-03
6.444444179534912,1994-05-04
6.3333330154418945,1994-05-05
6.3333330154418945,1994-05-06
6.0,1994-05-09
6.055555820465088,1994-05-10
5.944444179534912,1994-05-11
5.888888835906982,1994-05-12
5.944444179534912,1994-05-13
6.111111164093018,1994-05-16
6.138888835906982,1994-05-17
6.444444179534912,1994-05-18
6.388888835906982,1994-05-19
6.555555820465088,1994-05-20
6.277778148651123,1994-05-23
6.6666669845581055,1994-05-24
6.8333330154418945,1994-05-25
6.777778148651123,1994-05-26
6.777778148651123,1994-05-27
6.611111164093018,1994-05-31
6.888888835906982,1994-06-01
7.138888835906982,1994-06-02
7.625,1994-06-03
7.555555820465088,1994-06-06
7.555555820465088,1994-06-07
7.222221851348877,1994-06-08
7.222221851348877,1994-06-09
7.5,1994-06-10
7.1666669845581055,1994-06-13
7.388888835906982,1994-06-14
7.25,1994-06-15
7.222221851348877,1994-06-16
7.3333330154418945,1994-06-17
7.277778148651123,1994-06-20
7.1666669845581055,1994-06-21
7.5,1994-06-22
7.388888835906982,1994-06-23
7.0833330154418945,1994-06-24
7.111111164093018,1994-06-27
6.9166669845581055,1994-06-28
7.111111164093018,1994-06-29
7.055555820465088,1994-06-30
7.222221851348877,1994-07-01
7.0,1994-07-05
6.888888835906982,1994-07-06
7.222221851348877,1994-07-07
7.388888835906982,1994-07-08
7.611111164093018,1994-07-11
7.777778148651123,1994-07-12
7.944444179534912,1994-07-13
8.222222328186035,1994-07-14
8.13888931274414,1994-07-15
8.222222328186035,1994-07-18
8.277777671813965,1994-07-19
8.166666984558105,1994-07-20
8.055556297302246,1994-07-21
7.8333330154418945,1994-07-22
7.611111164093018,1994-07-25
7.611111164093018,1994-07-26
7.638888835906982,1994-07-27
7.777778148651123,1994-07-28
7.944444179534912,1994-07-29
7.888888835906982,1994-08-01
8.055556297302246,1994-08-02
8.0,1994-08-03
7.8333330154418945,1994-08-04
8.0,1994-08-05
8.0,1994-08-08
8.055556297302246,1994-08-09
8.555556297302246,1994-08-10
8.38888931274414,1994-08-11
8.475693702697754,1994-08-12
8.555556297302246,1994-08-15
8.63888931274414,1994-08-16
8.722222328186035,1994-08-17
8.722222328186035,1994-08-18
8.63888931274414,1994-08-19
8.61111068725586,1994-08-22
8.722222328186035,1994-08-23
8.722222328186035,1994-08-24
8.555556297302246,1994-08-25
8.88888931274414,1994-08-26
8.722222328186035,1994-08-29
8.722222328186035,1994-08-30
8.722222328186035,1994-08-31
8.833333015441895,1994-09-01
8.833333015441895,1994-09-02
8.722222328186035,1994-09-06
8.833333015441895,1994-09-07
8.833333015441895,1994-09-08
8.61111068725586,1994-09-09
8.61111068725586,1994-09-12
8.11111068725586,1994-09-13
8.333333015441895,1994-09-14
8.305556297302246,1994-09-15
8.166666984558105,1994-09-16
8.333333015441895,1994-09-19
8.277777671813965,1994-09-20
8.027777671813965,1994-09-21
7.805555820465088,1994-09-22
7.6666669845581055,1994-09-23
7.6666669845581055,1994-09-26
7.888888835906982,1994-09-27
8.222222328186035,1994-09-28
8.166666984558105,1994-09-29
8.166666984558105,1994-09-30
8.0,1994-10-03
7.6666669845581055,1994-10-04
8.222222328186035,1994-10-05
8.11111068725586,1994-10-06
8.0,1994-10-07
8.11111068725586,1994-10-10
8.055556297302246,1994-10-11
8.0,1994-10-12
8.0,1994-10-13
8.055556297302246,1994-10-14
7.944444179534912,1994-10-17
7.888888835906982,1994-10-18
7.888888835906982,1994-10-19
8.0,1994-10-20
7.888888835906982,1994-10-21
8.055556297302246,1994-10-24
7.888888835906982,1994-10-25
8.055556297302246,1994-10-26
8.444443702697754,1994-10-27
8.555556297302246,1994-10-28
8.944443702697754,1994-10-31
8.833333015441895,1994-11-01
9.38888931274414,1994-11-02
9.194443702697754,1994-11-03
9.222222328186035,1994-11-04
9.055556297302246,1994-11-07
8.944443702697754,1994-11-08
9.027777671813965,1994-11-09
9.0,1994-11-10
9.0,1994-11-11
9.11111068725586,1994-11-14
9.083333015441895,1994-11-15
8.916666984558105,1994-11-16
8.777777671813965,1994-11-17
8.722222328186035,1994-11-18
8.555556297302246,1994-11-21
8.0,1994-11-22
8.11111068725586,1994-11-23
8.277777671813965,1994-11-25
8.722222328186035,1994-11-28
8.722222328186035,1994-11-29
8.333333015441895,1994-11-30
8.333333015441895,1994-12-01
8.277777671813965,1994-12-02
8.333333015441895,1994-12-05
8.166666984558105,1994-12-06
8.11111068725586,1994-12-07
7.805555820465088,1994-12-08
7.8333330154418945,1994-12-09
7.638888835906982,1994-12-12
7.777778148651123,1994-12-13
7.611111164093018,1994-12-14
8.222222328186035,1994-12-15
8.11111068725586,1994-12-16
8.055556297302246,1994-12-19
8.11111068725586,1994-12-20
7.888888835906982,1994-12-21
7.9166669845581055,1994-12-22
8.083333015441895,1994-12-23
8.444443702697754,1994-12-27
8.444443702697754,1994-12-28
8.75,1994-12-29
8.680556297302246,1994-12-30
8.333333015441895,1995-01-03
8.222222328186035,1995-01-04
8.222222328186035,1995-01-05
8.222222328186035,1995-01-06
8.305556297302246,1995-01-09
8.277777671813965,1995-01-10
8.5,1995-01-11
8.555556297302246,1995-01-12
8.277777671813965,1995-01-13
8.277777671813965,1995-01-16
8.444443702697754,1995-01-17
8.88888931274414,1995-01-18
9.166666984558105,1995-01-19
9.166666984558105,1995-01-20
9.0,1995-01-23
8.88888931274414,1995-01-24
8.722222328186035,1995-01-25
8.722222328186035,1995-01-26
8.722222328186035,1995-01-27
9.0,1995-01-30
8.88888931274414,1995-01-31
9.166666984558105,1995-02-01
9.222222328186035,1995-02-02
9.5,1995-02-03
9.277777671813965,1995-02-06
9.166666984558105,1995-02-07
9.194443702697754,1995-02-08
9.416666984558105,1995-02-09
9.38888931274414,1995-02-10
9.277777671813965,1995-02-13
9.444443702697754,1995-02-14
9.38888931274414,1995-02-15
9.38888931274414,1995-02-16
9.11111068725586,1995-02-17
8.36111068725586,1995-02-21
8.777777671813965,1995-02-22
8.444443702697754,1995-02-23
8.38888931274414,1995-02-24
8.055556297302246,1995-02-27
8.083333015441895,1995-02-28
8.277777671813965,1995-03-01
8.222222328186035,1995-03-02
8.5,1995-03-03
8.333333015441895,1995-03-06
8.277777671813965,1995-03-07
8.444443702697754,1995-03-08
8.444443702697754,1995-03-09
8.472222328186035,1995-03-10
8.472222328186035,1995-03-13
8.722222328186035,1995-03-14
8.777777671813965,1995-03-15
8.777777671813965,1995-03-16
8.944443702697754,1995-03-17
8.777777671813965,1995-03-20
8.805556297302246,1995-03-21
8.944443702697754,1995-03-22
9.222222328186035,1995-03-23
9.0,1995-03-24
9.0,1995-03-27
9.0,1995-03-28
9.0,1995-03-29
9.055556297302246,1995-03-30
9.11111068725586,1995-03-31
9.13888931274414,1995-04-03
8.833333015441895,1995-04-04
8.666666984558105,1995-04-05
8.972222328186035,1995-04-06
9.555556297302246,1995-04-07
9.527777671813965,1995-04-10
10.11111068725586,1995-04-11
10.055556297302246,1995-04-12
9.98611068725586,1995-04-13
10.055556297302246,1995-04-17
10.0,1995-04-18
10.11111068725586,1995-04-19
10.166666984558105,1995-04-20
10.333333015441895,1995-04-21
10.277777671813965,1995-04-24
10.277777671813965,1995-04-25
10.055556297302246,1995-04-26
10.11111068725586,1995-04-27
10.194443702697754,1995-04-28
10.11111068725586,1995-05-01
10.166666984558105,1995-05-02
10.194443702697754,1995-05-03
10.0,1995-05-04
10.0,1995-05-05
10.0,1995-05-08
9.777777671813965,1995-05-09
9.833333015441895,1995-05-10
9.722222328186035,1995-05-11
9.88888931274414,1995-05-12
