PAYC,Date
33.53935623168945,2016-03-24
33.91754150390625,2016-03-28
34.85306167602539,2016-03-29
35.07201385498047,2016-03-30
35.43029022216797,2016-03-31
35.261104583740234,2016-04-01
35.62934112548828,2016-04-04
34.265872955322266,2016-04-05
35.35067367553711,2016-04-06
33.987205505371094,2016-04-07
34.13648986816406,2016-04-08
32.98202133178711,2016-04-11
33.400020599365234,2016-04-12
34.654014587402344,2016-04-13
34.88291549682617,2016-04-14
34.534584045410156,2016-04-15
35.36063003540039,2016-04-18
36.4852409362793,2016-04-19
36.684288024902344,2016-04-20
37.291378021240234,2016-04-21
37.23166275024414,2016-04-22
36.41557312011719,2016-04-25
36.93309783935547,2016-04-26
37.76909255981445,2016-04-27
38.077613830566406,2016-04-28
38.027854919433594,2016-04-29
38.76432800292969,2016-05-02
38.09751892089844,2016-05-03
39.85907745361328,2016-05-04
38.50556182861328,2016-05-05
37.281429290771484,2016-05-06
38.35628128051758,2016-05-09
39.46098709106445,2016-05-10
39.38136672973633,2016-05-11
38.654850006103516,2016-05-12
39.09274673461914,2016-05-13
39.769508361816406,2016-05-16
39.212181091308594,2016-05-17
40.54579544067383,2016-05-18
39.91879653930664,2016-05-19
40.68512725830078,2016-05-20
40.59555435180664,2016-05-23
41.45145797729492,2016-05-24
39.6202278137207,2016-05-25
41.05335998535156,2016-05-26
40.64531707763672,2016-05-27
40.247222900390625,2016-05-31
40.87422180175781,2016-06-01
40.904075622558594,2016-06-02
40.754791259765625,2016-06-03
40.605506896972656,2016-06-06
41.12303161621094,2016-06-07
41.41164779663086,2016-06-08
41.21259689331055,2016-06-09
40.87422180175781,2016-06-10
40.98369598388672,2016-06-13
41.2026481628418,2016-06-14
41.909263610839844,2016-06-15
41.77988052368164,2016-06-16
41.66045379638672,2016-06-17
42.22773742675781,2016-06-20
42.39692306518555,2016-06-21
41.55097579956055,2016-06-22
42.954254150390625,2016-06-23
40.6751708984375,2016-06-24
39.1325569152832,2016-06-27
40.19746017456055,2016-06-28
41.45145797729492,2016-06-29
43.00402069091797,2016-06-30
43.37225341796875,2016-07-01
43.193115234375,2016-07-05
43.83006286621094,2016-07-06
44.636199951171875,2016-07-07
45.26319885253906,2016-07-08
45.83047866821289,2016-07-11
46.26838684082031,2016-07-12
45.43238830566406,2016-07-13
46.0295295715332,2016-07-14
45.979766845703125,2016-07-15
46.48733139038086,2016-07-18
46.0693359375,2016-07-19
47.164093017578125,2016-07-20
45.113914489746094,2016-07-21
46.586856842041016,2016-07-22
46.825714111328125,2016-07-25
47.07452392578125,2016-07-26
47.05461883544922,2016-07-27
47.45271301269531,2016-07-28
46.984947204589844,2016-07-29
47.592041015625,2016-08-01
47.11433410644531,2016-08-02
50.74692916870117,2016-08-03
51.04550552368164,2016-08-04
51.25450134277344,2016-08-05
50.49812698364258,2016-08-08
50.16969299316406,2016-08-09
49.871124267578125,2016-08-10
50.13983917236328,2016-08-11
50.53792953491211,2016-08-12
50.975833892822266,2016-08-15
50.468265533447266,2016-08-16
49.15455627441406,2016-08-17
49.194366455078125,2016-08-18
48.74650955200195,2016-08-19
48.915706634521484,2016-08-22
49.73179244995117,2016-08-23
50.22941207885742,2016-08-24
50.86635971069336,2016-08-25
51.035545349121094,2016-08-26
50.9360237121582,2016-08-29
51.214691162109375,2016-08-30
51.09526062011719,2016-08-31
51.10521697998047,2016-09-01
51.85163879394531,2016-09-02
51.75211715698242,2016-09-06
52.17011260986328,2016-09-07
51.7819709777832,2016-09-08
49.264034271240234,2016-09-09
49.83131790161133,2016-09-12
47.90056610107422,2016-09-13
47.840850830078125,2016-09-14
48.607181549072266,2016-09-15
48.32851791381836,2016-09-16
46.93518829345703,2016-09-19
46.29823684692383,2016-09-20
47.69156265258789,2016-09-21
50.00050735473633,2016-09-22
49.75170135498047,2016-09-23
50.18960189819336,2016-09-26
50.83650588989258,2016-09-27
50.22941207885742,2016-09-28
49.75170135498047,2016-09-29
49.891029357910156,2016-09-30
49.67207717895508,2016-10-03
49.10479736328125,2016-10-04
48.59722900390625,2016-10-05
49.67207717895508,2016-10-06
49.40336227416992,2016-10-07
50.26921844482422,2016-10-10
49.094844818115234,2016-10-11
49.41332244873047,2016-10-12
49.69198226928711,2016-10-13
49.46308135986328,2016-10-14
49.5825080871582,2016-10-17
49.771602630615234,2016-10-18
48.90574645996094,2016-10-19
48.517608642578125,2016-10-20
49.73179244995117,2016-10-21
52.19001770019531,2016-10-24
51.71230697631836,2016-10-25
51.48340606689453,2016-10-26
50.40855407714844,2016-10-27
51.39383316040039,2016-10-28
51.48340606689453,2016-10-31
51.75211715698242,2016-11-01
43.49168014526367,2016-11-02
42.924400329589844,2016-11-03
42.775115966796875,2016-11-04
44.397342681884766,2016-11-07
45.462242126464844,2016-11-08
42.10831069946289,2016-11-09
39.17237091064453,2016-11-10
41.32207107543945,2016-11-11
41.57088088989258,2016-11-14
41.38179016113281,2016-11-15
43.01396942138672,2016-11-16
43.18315505981445,2016-11-17
43.58125305175781,2016-11-18
43.50163650512695,2016-11-21
42.934349060058594,2016-11-22
43.07368087768555,2016-11-23
43.113494873046875,2016-11-25
42.56611633300781,2016-11-28
43.5115852355957,2016-11-29
44.656105041503906,2016-11-30
42.40687942504883,2016-12-01
43.33244705200195,2016-12-02
44.18834686279297,2016-12-05
45.721004486083984,2016-12-06
46.48733139038086,2016-12-07
46.61671447753906,2016-12-08
46.69633102416992,2016-12-09
45.81057357788086,2016-12-12
45.283103942871094,2016-12-13
45.143768310546875,2016-12-14
44.476959228515625,2016-12-15
45.70109939575195,2016-12-16
46.21862030029297,2016-12-19
46.07928466796875,2016-12-20
45.52195739746094,2016-12-21
44.367488861083984,2016-12-22
45.48215103149414,2016-12-23
46.676429748535156,2016-12-27
45.890193939208984,2016-12-28
45.910099029541016,2016-12-29
45.27314758300781,2016-12-30
46.24848175048828,2017-01-03
47.11433410644531,2017-01-04
46.77594757080078,2017-01-05
47.26361846923828,2017-01-06
48.169281005859375,2017-01-09
47.98017883300781,2017-01-10
48.55741882324219,2017-01-11
47.860755920410156,2017-01-12
48.48775100708008,2017-01-13
47.671661376953125,2017-01-17
47.840850830078125,2017-01-18
47.651756286621094,2017-01-19
48.95551300048828,2017-01-20
49.65217208862305,2017-01-23
50.08012390136719,2017-01-24
49.771602630615234,2017-01-25
48.38822937011719,2017-01-26
48.97541809082031,2017-01-27
46.83566665649414,2017-01-30
46.01957702636719,2017-01-31
43.720584869384766,2017-02-01
44.108726501464844,2017-02-02
45.7707633972168,2017-02-03
44.38739013671875,2017-02-06
45.18357849121094,2017-02-07
45.04423904418945,2017-02-08
51.075355529785156,2017-02-09
52.080543518066406,2017-02-10
51.59288024902344,2017-02-13
51.95116424560547,2017-02-14
52.53834915161133,2017-02-15
52.17011260986328,2017-02-16
53.12553787231445,2017-02-17
52.8568229675293,2017-02-21
53.29472732543945,2017-02-22
53.80229949951172,2017-02-23
55.03638458251953,2017-02-24
54.449195861816406,2017-02-27
53.573394775390625,2017-02-28
55.44443130493164,2017-03-01
54.93686294555664,2017-03-02
56.23066711425781,2017-03-03
56.39985275268555,2017-03-06
56.47947311401367,2017-03-07
55.76290512084961,2017-03-08
55.58375930786133,2017-03-09
55.91218948364258,2017-03-10
56.19085693359375,2017-03-13
55.792762756347656,2017-03-14
56.041568756103516,2017-03-15
56.32023620605469,2017-03-16
56.200809478759766,2017-03-17
56.17095184326172,2017-03-20
54.60843276977539,2017-03-21
55.0164794921875,2017-03-22
53.8321533203125,2017-03-23
54.6781005859375,2017-03-24
55.60366439819336,2017-03-27
56.21076202392578,2017-03-28
56.698421478271484,2017-03-29
56.91737365722656,2017-03-30
57.23584747314453,2017-03-31
57.5145149230957,2017-04-03
57.7434196472168,2017-04-04
56.96713638305664,2017-04-05
57.623992919921875,2017-04-06
57.57422637939453,2017-04-07
57.12637710571289,2017-04-10
57.6837043762207,2017-04-11
57.59413528442383,2017-04-12
57.464752197265625,2017-04-13
58.051944732666016,2017-04-17
58.7585563659668,2017-04-18
59.156646728515625,2017-04-19
59.20641326904297,2017-04-20
58.997406005859375,2017-04-21
59.73388671875,2017-04-24
60.21159744262695,2017-04-25
59.68412399291992,2017-04-26
60.161834716796875,2017-04-27
59.96278762817383,2017-04-28
60.47035598754883,2017-05-01
60.23149871826172,2017-05-02
62.99824905395508,2017-05-03
63.276912689208984,2017-05-04
64.41148376464844,2017-05-05
64.80957794189453,2017-05-08
64.16267395019531,2017-05-09
64.14276123046875,2017-05-10
63.774532318115234,2017-05-11
64.70010375976562,2017-05-12
65.09819030761719,2017-05-15
65.25743103027344,2017-05-16
62.89872360229492,2017-05-17
63.91386413574219,2017-05-18
64.5806655883789,2017-05-19
64.69013977050781,2017-05-22
64.29204559326172,2017-05-23
64.77971649169922,2017-05-24
65.59580993652344,2017-05-25
65.64556121826172,2017-05-26
65.76499938964844,2017-05-30
65.1280517578125,2017-05-31
66.79009246826172,2017-06-01
67.54647064208984,2017-06-02
67.99432373046875,2017-06-05
67.82513427734375,2017-06-06
68.31279754638672,2017-06-07
68.6810302734375,2017-06-08
65.24747467041016,2017-06-09
66.2526626586914,2017-06-12
67.17822265625,2017-06-13
66.26261138916016,2017-06-14
67.71565246582031,2017-06-15
69.02935791015625,2017-06-16
70.50231170654297,2017-06-19
70.01464080810547,2017-06-20
71.23877716064453,2017-06-21
71.4477767944336,2017-06-22
72.6818618774414,2017-06-23
71.42787170410156,2017-06-26
69.07913208007812,2017-06-27
69.38764953613281,2017-06-28
67.2180404663086,2017-06-29
68.08389282226562,2017-06-30
65.67542266845703,2017-07-03
66.40193939208984,2017-07-05
66.1033706665039,2017-07-06
67.31755065917969,2017-07-07
66.77017211914062,2017-07-10
67.90474700927734,2017-07-11
69.4672622680664,2017-07-12
68.15355682373047,2017-07-13
68.41231536865234,2017-07-14
68.67107391357422,2017-07-17
69.03931427001953,2017-07-18
69.25826263427734,2017-07-19
69.71607971191406,2017-07-20
69.30802917480469,2017-07-21
71.35820007324219,2017-07-24
70.64163970947266,2017-07-25
70.4326400756836,2017-07-26
68.9298324584961,2017-07-27
70.12411499023438,2017-07-28
69.75587463378906,2017-07-31
70.85063934326172,2017-08-01
67.78532409667969,2017-08-02
69.05921936035156,2017-08-03
69.14879608154297,2017-08-04
69.6563491821289,2017-08-07
69.56678771972656,2017-08-08
69.19854736328125,2017-08-09
67.79527282714844,2017-08-10
68.63126373291016,2017-08-11
70.69139862060547,2017-08-14
71.18901062011719,2017-08-15
71.06958770751953,2017-08-16
70.1141586303711,2017-08-17
69.91512298583984,2017-08-18
70.93025207519531,2017-08-21
73.48799896240234,2017-08-22
73.62733459472656,2017-08-23
73.10981750488281,2017-08-24
72.42310333251953,2017-08-25
72.39324188232422,2017-08-28
71.58711242675781,2017-08-29
73.00033569335938,2017-08-30
74.25432586669922,2017-08-31
74.41356658935547,2017-09-01
74.29414367675781,2017-09-05
72.94062805175781,2017-09-06
73.5079116821289,2017-09-07
73.27900695800781,2017-09-08
74.91117858886719,2017-09-11
74.37376403808594,2017-09-12
74.56285858154297,2017-09-13
74.60266876220703,2017-09-14
74.43347930908203,2017-09-15
74.72209930419922,2017-09-18
74.42351531982422,2017-09-19
74.46332550048828,2017-09-20
75.42871856689453,2017-09-21
75.71733093261719,2017-09-22
73.86619567871094,2017-09-25
73.09986114501953,2017-09-26
74.65242767333984,2017-09-27
74.39366912841797,2017-09-28
74.60266876220703,2017-09-29
74.46332550048828,2017-10-02
74.6922378540039,2017-10-03
74.10504913330078,2017-10-04
75.66755676269531,2017-10-05
77.41917419433594,2017-10-06
77.83717346191406,2017-10-09
78.03622436523438,2017-10-10
78.42436218261719,2017-10-11
78.8722152709961,2017-10-12
79.5091552734375,2017-10-13
78.61345672607422,2017-10-16
78.50397491455078,2017-10-17
79.20064544677734,2017-10-18
78.86226654052734,2017-10-19
79.68830108642578,2017-10-20
79.10111999511719,2017-10-23
79.68830108642578,2017-10-24
79.38973236083984,2017-10-25
80.5939712524414,2017-10-26
81.61905670166016,2017-10-27
79.74801635742188,2017-10-30
81.80815124511719,2017-10-31
76.93151092529297,2017-11-01
78.8921127319336,2017-11-02
79.90725708007812,2017-11-03
81.47972869873047,2017-11-06
79.48926544189453,2017-11-07
79.03145599365234,2017-11-08
78.10588836669922,2017-11-09
78.52388763427734,2017-11-10
79.10111999511719,2017-11-13
79.5091552734375,2017-11-14
78.12579345703125,2017-11-15
81.04182434082031,2017-11-16
81.59915161132812,2017-11-17
83.04224395751953,2017-11-20
84.73413848876953,2017-11-21
84.3758544921875,2017-11-22
85.18199157714844,2017-11-24
83.72895050048828,2017-11-27
84.12704467773438,2017-11-28
80.46459197998047,2017-11-29
81.60910034179688,2017-11-30
80.14611053466797,2017-12-01
76.29456329345703,2017-12-04
75.89646911621094,2017-12-05
76.68270874023438,2017-12-06
77.89688110351562,2017-12-07
78.2850341796875,2017-12-08
79.16083526611328,2017-12-11
77.54855346679688,2017-12-12
79.07125854492188,2017-12-13
79.1906967163086,2017-12-14
80.9522476196289,2017-12-15
82.37543487548828,2017-12-18
82.11668395996094,2017-12-19
81.93753051757812,2017-12-20
81.2707290649414,2017-12-21
80.335205078125,2017-12-22
80.32525634765625,2017-12-26
