PAYC,Date
15.276826858520508,2014-04-15
15.545539855957031,2014-04-16
16.172534942626953,2014-04-17
16.023250579833984,2014-04-21
15.903822898864746,2014-04-22
15.993395805358887,2014-04-23
15.674920082092285,2014-04-24
15.227065086364746,2014-04-25
14.898637771606445,2014-04-28
15.207159996032715,2014-04-29
15.336540222167969,2014-04-30
15.595300674438477,2014-05-01
15.72468090057373,2014-05-02
15.605253219604492,2014-05-05
15.237017631530762,2014-05-06
14.978257179260254,2014-05-07
15.107637405395508,2014-05-08
14.440831184387207,2014-05-09
14.022832870483398,2014-05-12
13.80388069152832,2014-05-13
14.002927780151367,2014-05-14
14.221879005432129,2014-05-15
13.744168281555176,2014-05-16
13.176884651184082,2014-05-19
13.93326187133789,2014-05-20
13.93326187133789,2014-05-21
15.306683540344238,2014-05-22
14.460735321044922,2014-05-23
13.963118553161621,2014-05-27
13.186837196350098,2014-05-28
13.415740013122559,2014-05-29
13.286360740661621,2014-05-30
13.475454330444336,2014-06-02
13.963118553161621,2014-06-03
14.231831550598145,2014-06-04
14.102452278137207,2014-06-05
14.38111686706543,2014-06-06
14.570211410522461,2014-06-09
14.361211776733398,2014-06-10
14.391069412231445,2014-06-11
13.90340518951416,2014-06-12
13.93326187133789,2014-06-13
14.371164321899414,2014-06-16
13.93326187133789,2014-06-17
14.102452278137207,2014-06-18
14.221879005432129,2014-06-19
14.052690505981445,2014-06-20
14.570211410522461,2014-06-23
14.629924774169922,2014-06-24
14.649829864501953,2014-06-25
14.649829864501953,2014-06-26
13.91335678100586,2014-06-27
14.5204496383667,2014-06-30
14.530401229858398,2014-07-01
14.1820707321167,2014-07-02
14.610020637512207,2014-07-03
13.953166961669922,2014-07-07
13.365979194641113,2014-07-08
13.356027603149414,2014-07-09
13.236599922180176,2014-07-10
12.967885971069336,2014-07-11
13.22664737701416,2014-07-14
12.908172607421875,2014-07-15
12.788744926452637,2014-07-16
12.35084056854248,2014-07-17
12.420507431030273,2014-07-18
12.719078063964844,2014-07-21
12.559840202331543,2014-07-22
12.778791427612305,2014-07-23
12.938029289245605,2014-07-24
12.938029289245605,2014-07-25
12.89822006225586,2014-07-28
12.818601608276367,2014-07-29
12.938029289245605,2014-07-30
12.719078063964844,2014-07-31
12.589696884155273,2014-08-01
12.62950611114502,2014-08-04
12.430459976196289,2014-08-05
13.76407241821289,2014-08-06
13.754119873046875,2014-08-07
13.515264511108398,2014-08-08
13.843690872192383,2014-08-11
13.823785781860352,2014-08-12
14.679686546325684,2014-08-13
15.187254905700684,2014-08-14
16.75972557067871,2014-08-15
16.371583938598633,2014-08-18
16.112823486328125,2014-08-19
15.69482421875,2014-08-20
16.46115493774414,2014-08-21
17.3668155670166,2014-08-22
17.167768478393555,2014-08-25
17.96395492553711,2014-08-26
17.894289016723633,2014-08-27
17.79476547241211,2014-08-28
17.834577560424805,2014-08-29
17.993812561035156,2014-09-02
17.267292022705078,2014-09-03
16.570629119873047,2014-09-04
16.3516788482666,2014-09-05
16.31186866760254,2014-09-08
16.033203125,2014-09-09
16.282012939453125,2014-09-10
16.620389938354492,2014-09-11
17.655431747436523,2014-09-12
17.07819938659668,2014-09-15
17.804718017578125,2014-09-16
17.645479202270508,2014-09-17
17.96395492553711,2014-09-18
18.89947509765625,2014-09-19
18.192859649658203,2014-09-22
18.2127628326416,2014-09-23
18.332191467285156,2014-09-24
16.909008026123047,2014-09-25
17.137910842895508,2014-09-26
16.829387664794922,2014-09-29
16.48105812072754,2014-09-30
16.023250579833984,2014-10-01
16.22229766845703,2014-10-02
16.491010665893555,2014-10-03
16.07301139831543,2014-10-06
15.6848726272583,2014-10-07
15.605253219604492,2014-10-08
14.809067726135254,2014-10-09
14.809067726135254,2014-10-10
14.908589363098145,2014-10-13
14.968303680419922,2014-10-14
16.18248748779297,2014-10-15
16.680105209350586,2014-10-16
16.3516788482666,2014-10-17
16.262107849121094,2014-10-20
16.590532302856445,2014-10-21
16.401437759399414,2014-10-22
16.451202392578125,2014-10-23
16.431297302246094,2014-10-24
16.491010665893555,2014-10-27
16.829387664794922,2014-10-28
16.6900577545166,2014-10-29
17.346912384033203,2014-10-30
17.66538429260254,2014-10-31
17.595720291137695,2014-11-03
17.645479202270508,2014-11-04
21.049177169799805,2014-11-05
21.487079620361328,2014-11-06
21.317890167236328,2014-11-07
21.96479034423828,2014-11-10
22.392742156982422,2014-11-11
22.243457794189453,2014-11-12
22.492265701293945,2014-11-13
23.577068328857422,2014-11-14
24.73154067993164,2014-11-17
24.721588134765625,2014-11-18
25.567535400390625,2014-11-19
25.975582122802734,2014-11-20
26.801624298095703,2014-11-21
27.33905029296875,2014-11-24
27.548051834106445,2014-11-25
28.155141830444336,2014-11-26
28.61294937133789,2014-11-28
28.24471092224121,2014-12-01
27.46843147277832,2014-12-02
26.791671752929688,2014-12-03
27.140005111694336,2014-12-04
27.199716567993164,2014-12-05
26.294055938720703,2014-12-08
27.259431838989258,2014-12-09
26.463247299194336,2014-12-10
25.517772674560547,2014-12-11
24.343399047851562,2014-12-12
24.124446868896484,2014-12-15
26.463247299194336,2014-12-16
27.179811477661133,2014-12-17
27.44852638244629,2014-12-18
27.08028793334961,2014-12-19
28.29447364807129,2014-12-22
27.23952865600586,2014-12-23
26.36372184753418,2014-12-24
26.552814483642578,2014-12-26
26.114912033081055,2014-12-29
25.945724487304688,2014-12-30
26.204484939575195,2014-12-31
25.935771942138672,2015-01-02
25.059967041015625,2015-01-05
24.442920684814453,2015-01-06
25.21920394897461,2015-01-07
26.294055938720703,2015-01-08
25.308774948120117,2015-01-09
24.56235122680664,2015-01-12
23.497451782226562,2015-01-13
23.069501876831055,2015-01-14
23.497451782226562,2015-01-15
23.378021240234375,2015-01-16
23.129215240478516,2015-01-20
25.139585494995117,2015-01-21
26.15472412109375,2015-01-22
26.911102294921875,2015-01-23
27.27933692932129,2015-01-26
27.98595428466797,2015-01-27
28.622901916503906,2015-01-28
27.269384384155273,2015-01-29
26.04524803161621,2015-01-30
25.96562957763672,2015-02-02
27.44852638244629,2015-02-03
26.950908660888672,2015-02-04
27.86652374267578,2015-02-05
27.916284561157227,2015-02-06
29.618135452270508,2015-02-09
31.548887252807617,2015-02-10
31.300079345703125,2015-02-11
32.92230987548828,2015-02-12
32.21569061279297,2015-02-13
33.400020599365234,2015-02-17
32.47445297241211,2015-02-18
33.230831146240234,2015-02-19
33.6090202331543,2015-02-20
32.75312042236328,2015-02-23
33.03178024291992,2015-02-24
32.7829704284668,2015-02-25
32.68345260620117,2015-02-26
31.72802734375,2015-02-27
31.718076705932617,2015-03-02
31.767837524414062,2015-03-03
31.489171981811523,2015-03-04
32.19578552246094,2015-03-05
32.00669479370117,2015-03-06
30.50389289855957,2015-03-09
30.73279571533203,2015-03-10
31.339887619018555,2015-03-11
31.718076705932617,2015-03-12
31.250316619873047,2015-03-13
31.797697067260742,2015-03-16
32.51426315307617,2015-03-17
34.0568733215332,2015-03-18
34.94263458251953,2015-03-19
33.6090202331543,2015-03-20
33.03178024291992,2015-03-23
31.469268798828125,2015-03-24
30.32474708557129,2015-03-25
31.678264617919922,2015-03-26
31.68821907043457,2015-03-27
31.937026977539062,2015-03-30
31.907169342041016,2015-03-31
31.509077072143555,2015-04-01
31.34984016418457,2015-04-02
31.817598342895508,2015-04-06
32.20574188232422,2015-04-07
32.12611770629883,2015-04-08
31.817598342895508,2015-04-09
31.618553161621094,2015-04-10
31.319982528686523,2015-04-13
30.34465217590332,2015-04-14
30.95174789428711,2015-04-15
30.673080444335938,2015-04-16
29.966466903686523,2015-04-17
32.04650115966797,2015-04-20
32.95216751098633,2015-04-21
32.792930603027344,2015-04-22
32.89244842529297,2015-04-23
32.75312042236328,2015-04-24
32.056453704833984,2015-04-27
32.75312042236328,2015-04-28
32.22564697265625,2015-04-29
31.459314346313477,2015-04-30
31.777790069580078,2015-05-01
32.80287551879883,2015-05-04
31.180648803710938,2015-05-05
32.89244842529297,2015-05-06
35.161582946777344,2015-05-07
35.52981948852539,2015-05-08
38.10747146606445,2015-05-11
38.76432800292969,2015-05-12
37.968143463134766,2015-05-13
39.05294418334961,2015-05-14
35.12177276611328,2015-05-15
35.18148422241211,2015-05-18
35.49995803833008,2015-05-19
35.62934112548828,2015-05-20
36.03738784790039,2015-05-21
35.49995803833008,2015-05-22
35.002342224121094,2015-05-26
35.022247314453125,2015-05-27
34.54453659057617,2015-05-28
34.59429931640625,2015-05-29
34.584346771240234,2015-06-01
35.21134567260742,2015-06-02
35.161582946777344,2015-06-03
35.06205749511719,2015-06-04
35.23125457763672,2015-06-05
36.12696075439453,2015-06-08
35.88810348510742,2015-06-09
35.858245849609375,2015-06-10
35.58953094482422,2015-06-11
35.7487678527832,2015-06-12
36.31605529785156,2015-06-15
38.057708740234375,2015-06-16
37.968143463134766,2015-06-17
38.17713928222656,2015-06-18
37.53023910522461,2015-06-19
38.16718292236328,2015-06-22
37.908424377441406,2015-06-23
36.57481384277344,2015-06-24
37.19185256958008,2015-06-25
35.5795783996582,2015-06-26
34.21611022949219,2015-06-29
33.987205505371094,2015-06-30
34.31563186645508,2015-07-01
33.86777877807617,2015-07-02
34.30568313598633,2015-07-06
33.36021041870117,2015-07-07
33.171119689941406,2015-07-08
34.03696823120117,2015-07-09
34.29572677612305,2015-07-10
34.39525604248047,2015-07-13
34.932674407958984,2015-07-14
34.654014587402344,2015-07-15
34.952579498291016,2015-07-16
34.90282440185547,2015-07-17
35.55967330932617,2015-07-20
35.39048385620117,2015-07-21
35.54972457885742,2015-07-22
35.778629302978516,2015-07-23
33.589111328125,2015-07-24
31.44936180114746,2015-07-27
31.120935440063477,2015-07-28
31.807645797729492,2015-07-29
32.06640625,2015-07-30
31.847455978393555,2015-07-31
31.29012680053711,2015-08-03
31.897218704223633,2015-08-04
37.6695671081543,2015-08-05
36.7838134765625,2015-08-06
37.23166275024414,2015-08-07
37.57004928588867,2015-08-10
37.82880401611328,2015-08-11
37.36104965209961,2015-08-12
37.69942855834961,2015-08-13
38.16718292236328,2015-08-14
40.71498107910156,2015-08-17
39.80931854248047,2015-08-18
39.87898254394531,2015-08-19
38.22690200805664,2015-08-20
37.74918746948242,2015-08-21
37.281429290771484,2015-08-24
36.74399948120117,2015-08-25
38.01789855957031,2015-08-26
38.246803283691406,2015-08-27
38.127376556396484,2015-08-28
38.35628128051758,2015-08-31
37.07242965698242,2015-09-01
37.84870910644531,2015-09-02
37.41080856323242,2015-09-03
36.57481384277344,2015-09-04
37.808902740478516,2015-09-08
37.67952346801758,2015-09-09
37.57004928588867,2015-09-10
38.22690200805664,2015-09-11
38.57522964477539,2015-09-14
40.406455993652344,2015-09-15
37.81885528564453,2015-09-16
37.75914001464844,2015-09-17
37.64966583251953,2015-09-18
37.84870910644531,2015-09-21
37.57004928588867,2015-09-22
37.868614196777344,2015-09-23
35.858245849609375,2015-09-24
34.146446228027344,2015-09-25
33.857826232910156,2015-09-28
34.38529968261719,2015-09-29
35.73881530761719,2015-09-30
35.8084831237793,2015-10-01
36.873382568359375,2015-10-02
38.15723419189453,2015-10-05
37.98804473876953,2015-10-06
39.212181091308594,2015-10-07
39.17237091064453,2015-10-08
40.137752532958984,2015-10-09
40.30693817138672,2015-10-12
39.19227600097656,2015-10-13
39.56051254272461,2015-10-14
40.19746017456055,2015-10-15
41.66045379638672,2015-10-16
40.64531707763672,2015-10-19
38.38613510131836,2015-10-20
38.10747146606445,2015-10-21
38.44585418701172,2015-10-22
37.5003776550293,2015-10-23
37.24161911010742,2015-10-26
35.98762512207031,2015-10-27
38.77427673339844,2015-10-28
38.704612731933594,2015-10-29
37.82880401611328,2015-10-30
38.79418182373047,2015-11-02
38.96337127685547,2015-11-03
45.51200485229492,2015-11-04
44.08882141113281,2015-11-05
44.66605758666992,2015-11-06
43.25282669067383,2015-11-09
42.91444396972656,2015-11-10
43.32249069213867,2015-11-11
44.13858413696289,2015-11-12
40.8443603515625,2015-11-13
41.02350616455078,2015-11-16
41.38179016113281,2015-11-17
41.79978561401367,2015-11-18
42.42678451538086,2015-11-19
41.9888801574707,2015-11-20
41.531070709228516,2015-11-23
42.55615997314453,2015-11-24
43.01396942138672,2015-11-25
43.47177505493164,2015-11-27
43.392154693603516,2015-11-30
43.92958068847656,2015-12-01
41.2225456237793,2015-12-02
39.91879653930664,2015-12-03
39.96855545043945,2015-12-04
39.29179763793945,2015-12-07
38.8140869140625,2015-12-08
37.68947219848633,2015-12-09
38.49561309814453,2015-12-10
37.54018783569336,2015-12-11
37.281429290771484,2015-12-14
38.4757080078125,2015-12-15
38.465755462646484,2015-12-16
37.729278564453125,2015-12-17
37.5899543762207,2015-12-18
38.3463249206543,2015-12-21
38.316471099853516,2015-12-22
39.062896728515625,2015-12-23
38.316471099853516,2015-12-24
38.316471099853516,2015-12-28
38.535423278808594,2015-12-29
38.1373291015625,2015-12-30
37.450618743896484,2015-12-31
35.79853439331055,2016-01-04
34.703773498535156,2016-01-05
34.823204040527344,2016-01-06
35.37057876586914,2016-01-07
33.1014518737793,2016-01-08
32.80287551879883,2016-01-11
33.071590423583984,2016-01-12
30.75269889831543,2016-01-13
31.65835952758789,2016-01-14
31.867361068725586,2016-01-15
30.892032623291016,2016-01-19
30.673080444335938,2016-01-20
31.270221710205078,2016-01-21
32.14602279663086,2016-01-22
31.091079711914062,2016-01-25
30.354604721069336,2016-01-26
28.642807006835938,2016-01-27
29.080707550048828,2016-01-28
30.006275177001953,2016-01-29
31.190601348876953,2016-02-01
30.75269889831543,2016-02-02
30.125701904296875,2016-02-03
30.82236671447754,2016-02-04
26.38362693786621,2016-02-05
24.124446868896484,2016-02-08
22.392742156982422,2016-02-09
23.467594146728516,2016-02-10
24.24387550354004,2016-02-11
24.214017868041992,2016-02-12
25.915868759155273,2016-02-16
27.13005256652832,2016-02-17
27.67742919921875,2016-02-18
27.816762924194336,2016-02-19
29.130470275878906,2016-02-22
29.170278549194336,2016-02-23
30.065988540649414,2016-02-24
30.11574935913086,2016-02-25
31.68821907043457,2016-02-26
31.72802734375,2016-02-29
32.98202133178711,2016-03-01
33.1014518737793,2016-03-02
32.47445297241211,2016-03-03
32.55406951904297,2016-03-04
32.90240478515625,2016-03-07
31.72802734375,2016-03-08
32.15597915649414,2016-03-09
31.42945671081543,2016-03-10
31.897218704223633,2016-03-11
32.583927154541016,2016-03-14
31.479219436645508,2016-03-15
32.22564697265625,2016-03-16
33.31045150756836,2016-03-17
33.738399505615234,2016-03-18
33.8876838684082,2016-03-21
33.77820587158203,2016-03-22
33.429874420166016,2016-03-23
