ADCT,Date
3.2100000381469727,2024-01-30
3.119999885559082,2024-01-31
3.5999999046325684,2024-02-01
3.5999999046325684,2024-02-02
3.6500000953674316,2024-02-05
3.930000066757202,2024-02-06
4.110000133514404,2024-02-07
3.930000066757202,2024-02-08
4.360000133514404,2024-02-09
4.449999809265137,2024-02-12
4.21999979019165,2024-02-13
4.860000133514404,2024-02-14
4.96999979019165,2024-02-15
5.289999961853027,2024-02-16
4.820000171661377,2024-02-20
4.690000057220459,2024-02-21
4.889999866485596,2024-02-22
4.679999828338623,2024-02-23
5.139999866485596,2024-02-26
5.010000228881836,2024-02-27
4.860000133514404,2024-02-28
4.829999923706055,2024-02-29
4.860000133514404,2024-03-01
4.630000114440918,2024-03-04
4.820000171661377,2024-03-05
5.0,2024-03-06
4.96999979019165,2024-03-07
4.5,2024-03-08
4.449999809265137,2024-03-11
4.449999809265137,2024-03-12
3.9000000953674316,2024-03-13
3.740000009536743,2024-03-14
3.7799999713897705,2024-03-15
4.409999847412109,2024-03-18
4.670000076293945,2024-03-19
4.730000019073486,2024-03-20
4.610000133514404,2024-03-21
4.539999961853027,2024-03-22
4.199999809265137,2024-03-25
4.349999904632568,2024-03-26
4.199999809265137,2024-03-27
4.489999771118164,2024-03-28
4.440000057220459,2024-04-01
4.309999942779541,2024-04-02
4.429999828338623,2024-04-03
4.710000038146973,2024-04-04
5.0,2024-04-05
5.090000152587891,2024-04-08
4.78000020980835,2024-04-09
