VZ,Date
1.3148466348648071,1984-07-26
1.3059027194976807,1984-07-27
1.2991939783096313,1984-07-30
1.3014307022094727,1984-07-31
1.3014307022094727,1984-08-01
1.346153736114502,1984-08-02
1.3416811227798462,1984-08-03
1.3193188905715942,1984-08-06
1.3081384897232056,1984-08-07
1.2991939783096313,1984-08-08
1.3126115798950195,1984-08-09
1.3014307022094727,1984-08-10
1.3170828819274902,1984-08-13
1.3103739023208618,1984-08-14
1.3014307022094727,1984-08-15
1.3126115798950195,1984-08-16
1.3148466348648071,1984-08-17
1.321555256843567,1984-08-20
1.3394441604614258,1984-08-21
1.328263282775879,1984-08-22
1.3349716663360596,1984-08-23
1.3394441604614258,1984-08-24
1.3327358961105347,1984-08-27
1.3394441604614258,1984-08-28
1.3372081518173218,1984-08-29
1.3439162969589233,1984-08-30
1.346153736114502,1984-08-31
1.3439162969589233,1984-09-04
1.3349716663360596,1984-09-05
1.3372081518173218,1984-09-06
1.3439162969589233,1984-09-07
1.3416811227798462,1984-09-10
1.3439162969589233,1984-09-11
1.3506245613098145,1984-09-12
1.3662784099578857,1984-09-13
1.3640419244766235,1984-09-14
1.3640419244766235,1984-09-17
1.36180579662323,1984-09-18
1.3662784099578857,1984-09-19
1.3841664791107178,1984-09-20
1.38640296459198,1984-09-21
1.383663535118103,1984-09-24
1.383663535118103,1984-09-25
1.3882288932800293,1984-09-26
1.408779501914978,1984-09-27
1.4019300937652588,1984-09-28
1.3927963972091675,1984-10-01
1.3882288932800293,1984-10-02
1.383663535118103,1984-10-03
1.3813798427581787,1984-10-04
1.3790959119796753,1984-10-05
1.3745306730270386,1984-10-08
1.3722463846206665,1984-10-09
1.383663535118103,1984-10-10
1.3882288932800293,1984-10-11
1.3882288932800293,1984-10-12
1.4019300937652588,1984-10-15
1.4133453369140625,1984-10-16
1.4110628366470337,1984-10-17
1.4384616613388062,1984-10-18
1.4453115463256836,1984-10-19
1.4384616613388062,1984-10-22
1.408779501914978,1984-10-23
1.4019300937652588,1984-10-24
1.408779501914978,1984-10-25
1.4110628366470337,1984-10-26
1.4110628366470337,1984-10-29
1.417912244796753,1984-10-30
1.420195460319519,1984-10-31
1.420195460319519,1984-11-01
1.420195460319519,1984-11-02
1.4270458221435547,1984-11-05
1.433895230293274,1984-11-06
1.4293285608291626,1984-11-07
1.420195460319519,1984-11-08
1.4133453369140625,1984-11-09
1.408779501914978,1984-11-12
1.4064959287643433,1984-11-13
1.3996467590332031,1984-11-14
1.408779501914978,1984-11-15
1.4110628366470337,1984-11-16
1.4110628366470337,1984-11-19
1.4133453369140625,1984-11-20
1.433895230293274,1984-11-21
1.456728458404541,1984-11-23
1.43617844581604,1984-11-26
1.449878454208374,1984-11-27
1.4384616613388062,1984-11-28
1.433895230293274,1984-11-29
1.43617844581604,1984-11-30
1.433895230293274,1984-12-03
1.4384616613388062,1984-12-04
1.4316112995147705,1984-12-05
1.4316112995147705,1984-12-06
1.4384616613388062,1984-12-07
1.4384616613388062,1984-12-10
1.4384616613388062,1984-12-11
1.43617844581604,1984-12-12
1.43617844581604,1984-12-13
1.4475951194763184,1984-12-14
1.4590106010437012,1984-12-17
1.5160928964614868,1984-12-18
1.4932597875595093,1984-12-19
1.4795610904693604,1984-12-20
1.4581310749053955,1984-12-21
1.479095458984375,1984-12-24
1.4721062183380127,1984-12-26
1.4697778224945068,1984-12-27
1.4744362831115723,1984-12-28
1.4977285861968994,1984-12-31
1.486082673072815,1985-01-02
1.479095458984375,1985-01-03
1.479095458984375,1985-01-04
1.4767659902572632,1985-01-07
1.4674487113952637,1985-01-08
1.4814245700836182,1985-01-09
1.486082673072815,1985-01-10
1.4721062183380127,1985-01-11
1.486082673072815,1985-01-14
1.479095458984375,1985-01-15
1.4674487113952637,1985-01-16
1.4604599475860596,1985-01-17
1.46511971950531,1985-01-18
1.4674487113952637,1985-01-21
1.4581310749053955,1985-01-22
1.4604599475860596,1985-01-23
1.4534735679626465,1985-01-24
1.4814245700836182,1985-01-25
1.509375810623169,1985-01-28
1.5210226774215698,1985-01-29
1.5349980592727661,1985-01-30
1.5326688289642334,1985-01-31
1.530339002609253,1985-02-01
1.5256816148757935,1985-02-04
1.5140347480773926,1985-02-05
1.5233505964279175,1985-02-06
1.5256816148757935,1985-02-07
1.530339002609253,1985-02-08
1.5349980592727661,1985-02-11
1.5419858694076538,1985-02-12
1.56760835647583,1985-02-13
1.5606192350387573,1985-02-14
1.56760835647583,1985-02-15
1.5745961666107178,1985-02-19
1.5722655057907104,1985-02-20
1.5559613704681396,1985-02-21
1.5606192350387573,1985-02-22
1.5559613704681396,1985-02-25
1.5606192350387573,1985-02-26
1.5582910776138306,1985-02-27
1.5489739179611206,1985-02-28
1.5489739179611206,1985-03-01
1.5489739179611206,1985-03-04
1.5396562814712524,1985-03-05
1.530339002609253,1985-03-06
1.5349980592727661,1985-03-07
1.5326688289642334,1985-03-08
1.5373272895812988,1985-03-11
1.5419858694076538,1985-03-12
1.5443155765533447,1985-03-13
1.5559613704681396,1985-03-14
1.5489739179611206,1985-03-15
1.5536305904388428,1985-03-18
1.581583023071289,1985-03-19
1.5722655057907104,1985-03-20
1.5722655057907104,1985-03-21
1.581583023071289,1985-03-22
1.5830094814300537,1985-03-25
1.57112455368042,1985-03-26
1.5735018253326416,1985-03-27
1.5830094814300537,1985-03-28
1.5806324481964111,1985-03-29
1.5901398658752441,1985-04-01
1.6020251512527466,1985-04-02
1.5806324481964111,1985-04-03
1.5830094814300537,1985-04-04
1.5735018253326416,1985-04-08
1.57112455368042,1985-04-09
1.585386037826538,1985-04-10
1.6044009923934937,1985-04-11
1.613909363746643,1985-04-12
1.6115323305130005,1985-04-15
1.6186612844467163,1985-04-16
1.616286039352417,1985-04-17
1.6067779064178467,1985-04-18
1.6234166622161865,1985-04-19
1.6329247951507568,1985-04-22
1.6376785039901733,1985-04-23
1.6471855640411377,1985-04-24
1.6590696573257446,1985-04-25
1.6614466905593872,1985-04-26
1.663824439048767,1985-04-29
1.6566929817199707,1985-04-30
1.6543165445327759,1985-05-01
1.6471855640411377,1985-05-02
1.6566929817199707,1985-05-03
1.6424319744110107,1985-05-06
1.6281707286834717,1985-05-07
1.6329247951507568,1985-05-08
1.630548357963562,1985-05-09
1.640055537223816,1985-05-10
1.6495628356933594,1985-05-13
1.6566929817199707,1985-05-14
1.6590696573257446,1985-05-15
1.670954704284668,1985-05-16
1.7208694219589233,1985-05-17
1.7018533945083618,1985-05-20
1.6923474073410034,1985-05-21
1.6733307838439941,1985-05-22
1.663824439048767,1985-05-23
1.682839035987854,1985-05-24
1.682839035987854,1985-05-28
1.675708293914795,1985-05-29
1.6923474073410034,1985-05-30
1.7089853286743164,1985-05-31
1.7208694219589233,1985-06-03
1.7351305484771729,1985-06-04
1.7422614097595215,1985-06-05
1.7517684698104858,1985-06-06
1.7636529207229614,1985-06-07
1.7446391582489014,1985-06-10
1.7375074625015259,1985-06-11
1.7351305484771729,1985-06-12
1.7327542304992676,1985-06-13
1.7446391582489014,1985-06-14
1.739884376525879,1985-06-17
1.7446391582489014,1985-06-18
1.7351305484771729,1985-06-19
1.7375074625015259,1985-06-20
1.7612769603729248,1985-06-21
1.7311772108078003,1985-06-24
1.7359399795532227,1985-06-25
1.7359399795532227,1985-06-26
1.762134313583374,1985-06-27
1.7645148038864136,1985-06-28
1.7668957710266113,1985-07-01
1.7740405797958374,1985-07-02
1.7764225006103516,1985-07-03
1.783565640449524,1985-07-05
1.7859456539154053,1985-07-08
1.790709137916565,1985-07-09
1.804997205734253,1985-07-10
1.8097586631774902,1985-07-11
1.804997205734253,1985-07-12
1.8145215511322021,1985-07-15
1.8311899900436401,1985-07-16
1.8264271020889282,1985-07-17
1.8097586631774902,1985-07-18
1.788327693939209,1985-07-19
1.771659016609192,1985-07-22
1.7026029825210571,1985-07-23
1.6930772066116333,1985-07-24
1.6859326362609863,1985-07-25
1.6859326362609863,1985-07-26
1.6668838262557983,1985-07-29
1.681170105934143,1985-07-30
1.6859326362609863,1985-07-31
1.7073638439178467,1985-08-01
1.690696120262146,1985-08-02
1.6835517883300781,1985-08-05
1.6573580503463745,1985-08-06
1.6668838262557983,1985-08-07
1.688313364982605,1985-08-08
1.6835517883300781,1985-08-09
1.6859326362609863,1985-08-12
1.6930772066116333,1985-08-13
1.6954599618911743,1985-08-14
1.6954599618911743,1985-08-15
1.690696120262146,1985-08-16
1.6954599618911743,1985-08-19
1.7240328788757324,1985-08-20
1.7216533422470093,1985-08-21
1.7192713022232056,1985-08-22
1.7168892621994019,1985-08-23
1.7192713022232056,1985-08-26
1.7335593700408936,1985-08-27
1.7287949323654175,1985-08-28
1.7264138460159302,1985-08-29
1.7359399795532227,1985-08-30
1.7359399795532227,1985-09-03
1.7478471994400024,1985-09-04
1.759751796722412,1985-09-05
1.7668957710266113,1985-09-06
1.7478471994400024,1985-09-09
1.7192713022232056,1985-09-10
1.6954599618911743,1985-09-11
1.688313364982605,1985-09-12
1.6740268468856812,1985-09-13
1.6764073371887207,1985-09-16
1.6859326362609863,1985-09-17
1.6954599618911743,1985-09-18
1.7049838304519653,1985-09-19
1.7049838304519653,1985-09-20
1.7192713022232056,1985-09-23
1.7182997465133667,1985-09-24
1.7037385702133179,1985-09-25
1.6843223571777344,1985-09-26
1.6697601079940796,1985-09-30
1.68189537525177,1985-10-01
1.6746141910552979,1985-10-02
1.6697601079940796,1985-10-03
1.667333960533142,1985-10-04
1.6721882820129395,1985-10-07
1.6794686317443848,1985-10-08
1.68189537525177,1985-10-09
1.6697601079940796,1985-10-10
1.6891764402389526,1985-10-11
1.7061655521392822,1985-10-14
1.7085914611816406,1985-10-15
1.7182997465133667,1985-10-16
1.7182997465133667,1985-10-17
1.732861876487732,1985-10-18
1.7304363250732422,1985-10-21
1.7401422262191772,1985-10-22
1.744997501373291,1985-10-23
1.7547056674957275,1985-10-24
1.7522780895233154,1985-10-25
1.774120807647705,1985-10-28
1.7862554788589478,1985-10-29
1.7814027070999146,1985-10-30
1.764412760734558,1985-10-31
1.8008168935775757,1985-11-01
1.8080987930297852,1985-11-04
1.8056713342666626,1985-11-05
1.8056713342666626,1985-11-06
1.815377950668335,1985-11-07
1.8493577241897583,1985-11-08
1.8978970050811768,1985-11-11
1.9027504920959473,1985-11-12
1.8906153440475464,1985-11-13
1.8954702615737915,1985-11-14
1.8930431604385376,1985-11-15
1.8930431604385376,1985-11-18
1.8930431604385376,1985-11-19
1.8906153440475464,1985-11-20
1.9124584197998047,1985-11-21
1.9076032638549805,1985-11-22
1.910031795501709,1985-11-25
1.9197375774383545,1985-11-26
1.917312502861023,1985-11-27
1.9318737983703613,1985-11-29
1.9270191192626953,1985-12-02
1.9245933294296265,1985-12-03
1.9440076351165771,1985-12-04
1.93915593624115,1985-12-05
1.9561426639556885,1985-12-06
2.002257823944092,1985-12-09
2.0143916606903076,1985-12-10
2.055649757385254,1985-12-11
2.0338075160980225,1985-12-12
1.9998291730880737,1985-12-13
1.9998291730880737,1985-12-16
2.028952121734619,1985-12-17
2.0386600494384766,1985-12-18
2.019245147705078,1985-12-19
2.0386600494384766,1985-12-20
2.028952121734619,1985-12-23
2.032900333404541,1985-12-24
2.0180978775024414,1985-12-26
2.032900333404541,1985-12-27
2.052637815475464,1985-12-30
2.1019797325134277,1985-12-31
2.0871777534484863,1986-01-02
2.0871777534484863,1986-01-03
2.057572841644287,1986-01-06
2.0822439193725586,1986-01-07
2.032900333404541,1986-01-08
1.9909592866897583,1986-01-09
1.9786239862442017,1986-01-10
1.9884920120239258,1986-01-13
2.0032968521118164,1986-01-14
2.0032968521118164,1986-01-15
2.052637815475464,1986-01-16
2.052637815475464,1986-01-17
2.045236110687256,1986-01-20
2.040302038192749,1986-01-21
2.023030996322632,1986-01-22
2.023030996322632,1986-01-23
2.0254993438720703,1986-01-24
2.052637815475464,1986-01-27
2.0970458984375,1986-01-28
2.1019797325134277,1986-01-29
2.121716260910034,1986-01-30
2.1710598468780518,1986-01-31
2.203131914138794,1986-02-03
2.185861825942993,1986-02-04
2.185861825942993,1986-02-05
2.158724069595337,1986-02-06
2.146388053894043,1986-02-07
2.1661243438720703,1986-02-10
2.161190986633301,1986-02-11
2.161190986633301,1986-02-12
2.1759939193725586,1986-02-13
2.2500064373016357,1986-02-14
2.2500064373016357,1986-02-18
2.195730686187744,1986-02-19
2.210533380508423,1986-02-20
2.2475390434265137,1986-02-21
2.2376699447631836,1986-02-24
2.2302703857421875,1986-02-25
2.2302703857421875,1986-02-26
2.254941940307617,1986-02-27
2.2648110389709473,1986-02-28
2.2746784687042236,1986-03-03
2.2697436809539795,1986-03-04
2.284546136856079,1986-03-05
2.2968828678131104,1986-03-06
2.314152717590332,1986-03-07
2.336354970932007,1986-03-10
2.383232355117798,1986-03-11
2.4128353595733643,1986-03-12
2.42270565032959,1986-03-13
2.496718645095825,1986-03-14
2.4621782302856445,1986-03-17
2.496718645095825,1986-03-18
2.4695796966552734,1986-03-19
2.4572436809539795,1986-03-20
2.4375064373016357,1986-03-21
2.4485220909118652,1986-03-24
2.458538293838501,1986-03-25
2.4635443687438965,1986-03-26
2.506105661392212,1986-03-27
2.488581657409668,1986-03-31
2.4385082721710205,1986-04-01
2.478565216064453,1986-04-02
2.453531503677368,1986-04-03
2.4059622287750244,1986-04-04
2.4109697341918945,1986-04-07
2.433501958847046,1986-04-08
2.433501958847046,1986-04-09
2.443516254425049,1986-04-10
2.428494930267334,1986-04-11
2.436004638671875,1986-04-14
2.4485220909118652,1986-04-15
2.5036020278930664,1986-04-16
2.528637647628784,1986-04-17
2.583718776702881,1986-04-18
2.6087534427642822,1986-04-21
2.6087534427642822,1986-04-22
2.6037466526031494,1986-04-23
2.5536742210388184,1986-04-24
2.5536742210388184,1986-04-25
2.6037466526031494,1986-04-28
2.548666477203369,1986-04-29
2.5536742210388184,1986-04-30
2.5586819648742676,1986-05-01
2.5186245441436768,1986-05-02
2.528637647628784,1986-05-05
2.4985952377319336,1986-05-06
2.4685516357421875,1986-05-07
2.4935879707336426,1986-05-08
2.4935879707336426,1986-05-09
2.4835729598999023,1986-05-12
2.4735586643218994,1986-05-13
2.4985952377319336,1986-05-14
2.4835729598999023,1986-05-15
2.4635443687438965,1986-05-16
2.4635443687438965,1986-05-19
2.4835729598999023,1986-05-20
2.4635443687438965,1986-05-21
2.548666477203369,1986-05-22
2.57871150970459,1986-05-23
2.6137614250183105,1986-05-27
2.6087534427642822,1986-05-28
2.663832187652588,1986-05-29
2.7239201068878174,1986-05-30
2.71390438079834,1986-06-02
2.703890562057495,1986-06-03
2.6788551807403564,1986-06-04
2.693877696990967,1986-06-05
2.6838619709014893,1986-06-06
2.663832187652588,1986-06-09
2.6538195610046387,1986-06-10
2.6538195610046387,1986-06-11
2.6438045501708984,1986-06-12
2.738940477371216,1986-06-13
2.804034471511841,1986-06-16
2.7840068340301514,1986-06-17
2.839085340499878,1986-06-18
2.804034471511841,1986-06-19
2.884148597717285,1986-06-20
2.834078550338745,1986-06-23
2.840163469314575,1986-06-24
2.860450267791748,1986-06-25
2.850308418273926,1986-06-26
2.824949264526367,1986-06-27
2.819877862930298,1986-06-30
2.8553786277770996,1986-07-01
2.8756659030914307,1986-07-02
2.8807373046875,1986-07-03
2.8300209045410156,1986-07-07
2.814804792404175,1986-07-08
2.824949264526367,1986-07-09
2.8300209045410156,1986-07-10
2.8452348709106445,1986-07-11
2.824949264526367,1986-07-14
2.7995898723602295,1986-07-15
2.824949264526367,1986-07-16
2.8300209045410156,1986-07-17
2.850308418273926,1986-07-18
2.860450267791748,1986-07-21
2.8807373046875,1986-07-22
2.911167860031128,1986-07-23
2.9060964584350586,1986-07-24
2.9771013259887695,1986-07-25
2.9365251064300537,1986-07-28
2.911167860031128,1986-07-29
2.931455135345459,1986-07-30
2.9821720123291016,1986-07-31
2.997386932373047,1986-08-01
2.966959238052368,1986-08-04
2.9415979385375977,1986-08-05
2.911167860031128,1986-08-06
2.8959531784057617,1986-08-07
2.8655223846435547,1986-08-08
2.8807373046875,1986-08-11
2.8756659030914307,1986-08-12
2.9568145275115967,1986-08-13
2.9263837337493896,1986-08-14
2.9466700553894043,1986-08-15
2.9771013259887695,1986-08-18
2.9720284938812256,1986-08-19
3.0328898429870605,1986-08-20
3.043032169342041,1986-08-21
3.043032169342041,1986-08-22
2.987243175506592,1986-08-25
3.073462724685669,1986-08-26
3.083606004714966,1986-08-27
3.083606004714966,1986-08-28
3.0633199214935303,1986-08-29
3.0328898429870605,1986-09-02
3.002460241317749,1986-09-03
2.9821720123291016,1986-09-04
2.8655223846435547,1986-09-05
2.819877862930298,1986-09-08
2.850308418273926,1986-09-09
2.860450267791748,1986-09-10
2.698155164718628,1986-09-11
2.667724132537842,1986-09-12
2.7133712768554688,1986-09-15
2.7184436321258545,1986-09-16
2.6880128383636475,1986-09-17
2.6829395294189453,1986-09-18
2.698155164718628,1986-09-19
2.73872971534729,1986-09-22
2.794518232345581,1986-09-23
2.780130386352539,1986-09-24
2.692769765853882,1986-09-25
2.728740930557251,1986-09-26
2.6979081630706787,1986-09-29
2.646519184112549,1986-09-30
2.6876299381256104,1986-10-01
2.6619365215301514,1986-10-02
2.6670749187469482,1986-10-03
2.6876299381256104,1986-10-06
2.6619365215301514,1986-10-07
2.6824915409088135,1986-10-08
2.71846342086792,1986-10-09
2.7236013412475586,1986-10-10
2.7133240699768066,1986-10-13
2.6979081630706787,1986-10-14
2.6979081630706787,1986-10-15
2.728740930557251,1986-10-16
2.7030460834503174,1986-10-17
2.6413819789886475,1986-10-20
2.6413819789886475,1986-10-21
2.6156859397888184,1986-10-22
2.6362407207489014,1986-10-23
2.631103038787842,1986-10-24
2.631103038787842,1986-10-27
2.6259634494781494,1986-10-28
2.65679669380188,1986-10-29
2.6824915409088135,1986-10-30
2.749296188354492,1986-10-31
2.7955472469329834,1986-11-03
2.7852678298950195,1986-11-04
2.780130386352539,1986-11-05
2.7904083728790283,1986-11-06
2.7904083728790283,1986-11-07
2.800684690475464,1986-11-10
2.7698514461517334,1986-11-11
2.754436731338501,1986-11-12
2.728740930557251,1986-11-13
2.7390191555023193,1986-11-14
2.733879327774048,1986-11-17
2.7030460834503174,1986-11-18
2.6876299381256104,1986-11-19
2.744157075881958,1986-11-20
2.836656332015991,1986-11-21
2.852074384689331,1986-11-24
2.862351417541504,1986-11-25
2.8263797760009766,1986-11-26
2.841797351837158,1986-11-28
2.836656332015991,1986-12-01
2.9137394428253174,1986-12-02
2.9086008071899414,1986-12-03
2.903463363647461,1986-12-04
2.8983237743377686,1986-12-05
3.0011017322540283,1986-12-08
2.965130567550659,1986-12-09
2.9497127532958984,1986-12-10
2.8931846618652344,1986-12-11
2.9086008071899414,1986-12-12
2.9394350051879883,1986-12-15
2.99082350730896,1986-12-16
2.965130567550659,1986-12-17
2.934296131134033,1986-12-18
2.9805455207824707,1986-12-19
2.9805455207824707,1986-12-22
2.9445745944976807,1986-12-23
2.94041109085083,1986-12-24
2.9300014972686768,1986-12-26
2.914388656616211,1986-12-29
2.86234712600708,1986-12-30
2.8103036880493164,1986-12-31
2.9039809703826904,1987-01-02
2.9300014972686768,1987-01-05
2.914388656616211,1987-01-06
2.935206413269043,1987-01-07
2.9508187770843506,1987-01-08
2.9820444583892822,1987-01-09
2.99245285987854,1987-01-12
2.956024169921875,1987-01-13
2.956024169921875,1987-01-14
2.9820444583892822,1987-01-15
2.987248659133911,1987-01-16
2.987248659133911,1987-01-19
2.9976558685302734,1987-01-20
3.01326847076416,1987-01-21
3.044496536254883,1987-01-22
3.0496997833251953,1987-01-23
3.0601086616516113,1987-01-26
3.0496997833251953,1987-01-27
3.0705173015594482,1987-01-28
3.0601086616516113,1987-01-29
3.106947422027588,1987-01-30
3.106947422027588,1987-02-02
3.1017444133758545,1987-02-03
3.112152099609375,1987-02-04
3.112152099609375,1987-02-05
3.1017444133758545,1987-02-06
3.054903984069824,1987-02-09
2.99245285987854,1987-02-10
2.987248659133911,1987-02-11
2.924798011779785,1987-02-12
2.914388656616211,1987-02-13
2.9456143379211426,1987-02-17
2.9716362953186035,1987-02-18
3.01326847076416,1987-02-19
3.0757219791412354,1987-02-20
3.0184743404388428,1987-02-23
3.0028622150421143,1987-02-24
3.01326847076416,1987-02-25
2.9820444583892822,1987-02-26
3.01326847076416,1987-02-27
2.9820444583892822,1987-03-02
2.9820444583892822,1987-03-03
2.9820444583892822,1987-03-04
2.9820444583892822,1987-03-05
2.9768407344818115,1987-03-06
2.94041109085083,1987-03-09
2.9456143379211426,1987-03-10
2.94041109085083,1987-03-11
2.9456143379211426,1987-03-12
2.9456143379211426,1987-03-13
2.935206413269043,1987-03-16
2.94041109085083,1987-03-17
2.8987767696380615,1987-03-18
2.914388656616211,1987-03-19
2.935206413269043,1987-03-20
2.961228370666504,1987-03-23
2.9768407344818115,1987-03-24
2.9646029472351074,1987-03-25
2.9540510177612305,1987-03-26
2.917126417160034,1987-03-27
2.843273878097534,1987-03-30
2.8485498428344727,1987-03-31
2.801074266433716,1987-04-01
2.8063478469848633,1987-04-02
2.901301622390747,1987-04-03
2.8696506023406982,1987-04-06
2.7852487564086914,1987-04-07
2.801074266433716,1987-04-08
2.7324984073638916,1987-04-09
2.7324984073638916,1987-04-10
2.6744720935821533,1987-04-13
2.642820119857788,1987-04-14
2.663922071456909,1987-04-15
2.700847625732422,1987-04-16
2.7483229637145996,1987-04-20
2.801074266433716,1987-04-21
2.6850221157073975,1987-04-22
2.721949338912964,1987-04-23
2.6797471046447754,1987-04-24
2.7430477142333984,1987-04-27
2.716672658920288,1987-04-28
2.716672658920288,1987-04-29
2.7852487564086914,1987-04-30
2.7905235290527344,1987-05-01
2.81162428855896,1987-05-04
2.832725763320923,1987-05-05
2.7905235290527344,1987-05-06
2.7694244384765625,1987-05-07
2.737772226333618,1987-05-08
2.711397886276245,1987-05-11
2.7430477142333984,1987-05-12
2.7324984073638916,1987-05-13
2.7483229637145996,1987-05-14
2.721949338912964,1987-05-15
2.7272231578826904,1987-05-18
2.6797471046447754,1987-05-19
2.6217222213745117,1987-05-20
2.5953450202941895,1987-05-21
2.658647060394287,1987-05-22
2.711397886276245,1987-05-26
2.7641499042510986,1987-05-27
2.7746970653533936,1987-05-28
2.816899061203003,1987-05-29
2.832725763320923,1987-06-01
2.816899061203003,1987-06-02
2.8590991497039795,1987-06-03
