BMC,Date
1610.0,2021-11-16
1610.0,2021-11-17
1610.0,2021-11-18
1610.0,2021-11-19
1610.0,2021-11-22
1610.0,2021-11-23
1610.0,2021-11-24
1610.0,2021-11-26
1610.0,2021-11-29
1610.0,2021-11-30
1610.0,2021-12-01
1610.0,2021-12-02
1610.0,2021-12-03
1610.0,2021-12-06
1610.0,2021-12-07
1610.0,2021-12-08
1610.0,2021-12-09
1610.0,2021-12-10
1610.0,2021-12-13
1610.0,2021-12-14
1610.0,2021-12-15
1610.0,2021-12-16
1610.0,2021-12-17
1610.0,2021-12-20
1610.0,2021-12-21
1610.0,2021-12-22
1610.0,2021-12-23
1610.0,2021-12-27
1610.0,2021-12-28
1610.0,2021-12-29
1610.0,2021-12-30
1610.0,2021-12-31
1610.0,2022-01-03
1610.0,2022-01-04
1610.0,2022-01-05
1610.0,2022-01-06
1610.0,2022-01-07
24700.0,2022-01-10
1610.0,2022-01-11
1610.0,2022-01-12
1610.0,2022-01-13
1610.0,2022-01-14
1610.0,2022-01-18
1610.0,2022-01-19
1610.0,2022-01-20
1610.0,2022-01-21
1610.0,2022-01-24
1610.0,2022-01-25
1610.0,2022-01-26
1610.0,2022-01-27
1610.0,2022-01-28
19550.0,2022-01-31
1610.0,2022-02-01
1610.0,2022-02-02
1610.0,2022-02-03
1610.0,2022-02-04
1610.0,2022-02-07
1610.0,2022-02-08
1610.0,2022-02-09
1610.0,2022-02-10
1610.0,2022-02-11
1610.0,2022-02-14
1610.0,2022-02-15
1610.0,2022-02-16
1610.0,2022-02-17
1610.0,2022-02-18
1610.0,2022-02-22
1610.0,2022-02-23
1610.0,2022-02-24
1610.0,2022-02-25
1610.0,2022-02-28
1610.0,2022-03-01
26500.0,2022-03-02
