OGN,Date
32.05610275268555,2021-10-22
33.179779052734375,2021-10-25
32.99998092651367,2021-10-26
32.11003875732422,2021-10-27
32.829185485839844,2021-10-28
33.035945892333984,2021-10-29
33.377540588378906,2021-11-01
32.802223205566406,2021-11-02
33.09886932373047,2021-11-03
32.59546661376953,2021-11-04
32.61343765258789,2021-11-05
33.25168991088867,2021-11-08
32.93706130981445,2021-11-09
32.92807388305664,2021-11-10
31.21109962463379,2021-11-11
30.29418182373047,2021-11-12
30.00652503967285,2021-11-15
30.150354385375977,2021-11-16
29.619985580444336,2021-11-17
28.406417846679688,2021-11-18
28.342927932739258,2021-11-19
28.6966495513916,2021-11-22
28.297584533691406,2021-11-23
28.6059513092041,2021-11-24
28.234092712402344,2021-11-26
27.771533966064453,2021-11-29
26.510841369628906,2021-11-30
26.057353973388672,2021-12-01
26.909910202026367,2021-12-02
26.148056030273438,2021-12-03
26.583396911621094,2021-12-06
26.583396911621094,2021-12-07
26.601539611816406,2021-12-08
26.002939224243164,2021-12-09
26.066425323486328,2021-12-10
26.1843318939209,2021-12-13
26.16619110107422,2021-12-14
26.601539611816406,2021-12-15
27.508512496948242,2021-12-16
27.381540298461914,2021-12-17
26.62874984741211,2021-12-20
27.018749237060547,2021-12-21
27.218280792236328,2021-12-22
27.40874481201172,2021-12-23
27.290836334228516,2021-12-27
27.109445571899414,2021-12-28
27.045957565307617,2021-12-29
27.87130355834961,2021-12-30
27.617351531982422,2021-12-31
28.261301040649414,2022-01-03
28.587810516357422,2022-01-04
28.206884384155273,2022-01-05
28.578744888305664,2022-01-06
29.395017623901367,2022-01-07
29.213621139526367,2022-01-10
29.703388214111328,2022-01-11
29.576414108276367,2022-01-12
29.839439392089844,2022-01-13
29.80316162109375,2022-01-14
29.086645126342773,2022-01-18
29.240835189819336,2022-01-19
28.859905242919922,2022-01-20
28.088977813720703,2022-01-21
27.617351531982422,2022-01-24
27.853160858154297,2022-01-25
27.87130355834961,2022-01-26
27.844093322753906,2022-01-27
28.524324417114258,2022-01-28
28.9415340423584,2022-01-31
29.921066284179688,2022-02-01
30.229434967041016,2022-02-02
29.85757064819336,2022-02-03
30.03896713256836,2022-02-04
30.40176010131836,2022-02-07
30.610361099243164,2022-02-08
31.372217178344727,2022-02-09
31.2452449798584,2022-02-10
31.490127563476562,2022-02-11
31.1817569732666,2022-02-14
31.943618774414062,2022-02-15
32.95942687988281,2022-02-16
32.98663330078125,2022-02-17
32.73268508911133,2022-02-18
32.63291549682617,2022-02-22
32.19757080078125,2022-02-23
32.67825698852539,2022-02-24
34.341888427734375,2022-02-25
34.12250900268555,2022-02-28
34.241336822509766,2022-03-01
35.97808074951172,2022-03-02
35.66729736328125,2022-03-03
35.48448181152344,2022-03-04
35.11885070800781,2022-03-07
33.50092697143555,2022-03-08
33.32725524902344,2022-03-09
32.88850784301758,2022-03-10
32.75139236450195,2022-03-11
29.579540252685547,2022-03-14
29.51555633544922,2022-03-15
30.073148727416992,2022-03-16
31.38941192626953,2022-03-17
32.065834045410156,2022-03-18
31.782466888427734,2022-03-21
32.31262969970703,2022-03-22
32.30349349975586,2022-03-23
32.266929626464844,2022-03-24
31.983566284179688,2022-03-25
32.14809799194336,2022-03-28
32.28520965576172,2022-03-29
32.73311996459961,2022-03-30
31.92872428894043,2022-03-31
32.129817962646484,2022-04-01
31.73676872253418,2022-04-04
32.35833740234375,2022-04-05
33.089595794677734,2022-04-06
33.089595794677734,2022-04-07
32.7879524230957,2022-04-08
32.15724182128906,2022-04-11
31.983566284179688,2022-04-12
31.974422454833984,2022-04-13
31.90129852294922,2022-04-14
30.511903762817383,2022-04-18
31.032922744750977,2022-04-19
30.484477996826172,2022-04-20
29.954315185546875,2022-04-21
29.488134384155273,2022-04-22
29.716651916503906,2022-04-25
28.93968963623047,2022-04-26
29.63438606262207,2022-04-27
30.164552688598633,2022-04-28
29.5521183013916,2022-04-29
29.3236026763916,2022-05-02
29.652667999267578,2022-05-03
30.338224411010742,2022-05-04
31.87388038635254,2022-05-05
31.782466888427734,2022-05-06
31.73676872253418,2022-05-09
31.77332878112793,2022-05-10
30.484477996826172,2022-05-11
31.654497146606445,2022-05-12
32.19820022583008,2022-05-13
32.64974594116211,2022-05-16
33.84773254394531,2022-05-17
33.13815689086914,2022-05-18
33.700294494628906,2022-05-19
34.68633270263672,2022-05-20
34.584957122802734,2022-05-23
34.575740814208984,2022-05-24
35.110225677490234,2022-05-25
35.53413391113281,2022-05-26
35.847450256347656,2022-05-27
34.98121643066406,2022-05-31
34.78769302368164,2022-06-01
34.400657653808594,2022-06-02
34.26242446899414,2022-06-03
34.5296745300293,2022-06-06
34.842987060546875,2022-06-07
34.6586799621582,2022-06-08
33.53441619873047,2022-06-09
32.67739486694336,2022-06-10
31.51626968383789,2022-06-13
30.530231475830078,2022-06-14
30.954137802124023,2022-06-15
30.2353458404541,2022-06-16
30.567096710205078,2022-06-17
30.29985237121582,2022-06-21
30.954137802124023,2022-06-22
32.17976760864258,2022-06-23
33.04600524902344,2022-06-24
32.64974594116211,2022-06-27
32.05997085571289,2022-06-28
31.85723114013672,2022-06-29
31.101581573486328,2022-06-30
31.562345504760742,2022-07-01
31.51626968383789,2022-07-05
30.677677154541016,2022-07-06
30.45650863647461,2022-07-07
30.180051803588867,2022-07-08
30.13397979736328,2022-07-11
30.28141975402832,2022-07-12
29.746932983398438,2022-07-13
29.350677490234375,2022-07-14
29.461259841918945,2022-07-15
28.751686096191406,2022-07-18
29.092649459838867,2022-07-19
29.175586700439453,2022-07-20
29.26774024963379,2022-07-21
29.452045440673828,2022-07-22
30.22612953186035,2022-07-25
30.318286895751953,2022-07-26
30.078685760498047,2022-07-27
29.903594970703125,2022-07-28
29.23087501525879,2022-07-29
29.332246780395508,2022-08-01
29.276952743530273,2022-08-02
30.014177322387695,2022-08-03
29.86673355102539,2022-08-04
29.028141021728516,2022-08-05
29.065004348754883,2022-08-08
28.926773071289062,2022-08-09
29.046573638916016,2022-08-10
29.20323371887207,2022-08-11
28.812740325927734,2022-08-12
28.831336975097656,2022-08-15
28.98939323425293,2022-08-16
28.701171875,2022-08-17
28.571006774902344,2022-08-18
28.505924224853516,2022-08-19
28.236303329467773,2022-08-22
27.817916870117188,2022-08-23
27.94808006286621,2022-08-24
28.20840835571289,2022-08-25
27.604076385498047,2022-08-26
27.287961959838867,2022-08-29
26.646440505981445,2022-08-30
26.525571823120117,2022-08-31
26.78590202331543,2022-09-01
26.4976806640625,2022-09-02
26.69292640686035,2022-09-06
26.92535972595215,2022-09-07
27.297260284423828,2022-09-08
27.734237670898438,2022-09-09
27.62266731262207,2022-09-12
26.71152114868164,2022-09-13
26.609249114990234,2022-09-14
26.73011589050293,2022-09-15
26.599952697753906,2022-09-16
26.311729431152344,2022-09-19
25.381986618041992,2022-09-20
24.917116165161133,2022-09-21
24.442949295043945,2022-09-22
23.940887451171875,2022-09-23
23.383041381835938,2022-09-26
22.555570602416992,2022-09-27
22.788005828857422,2022-09-28
21.895450592041016,2022-09-29
21.755990982055664,2022-09-30
22.378917694091797,2022-10-03
23.903697967529297,2022-10-04
23.829317092895508,2022-10-05
23.02044105529785,2022-10-06
22.323131561279297,2022-10-07
22.007020950317383,2022-10-10
21.848966598510742,2022-10-11
21.98842430114746,2022-10-12
22.34172821044922,2022-10-13
21.672313690185547,2022-10-14
22.137184143066406,2022-10-17
22.471893310546875,2022-10-18
22.127887725830078,2022-10-19
21.904748916625977,2022-10-20
22.016319274902344,2022-10-21
22.35102653503418,2022-10-24
22.992549896240234,2022-10-25
23.513206481933594,2022-10-26
24.1268367767334,2022-10-27
24.34067726135254,2022-10-28
24.34067726135254,2022-10-31
24.535921096801758,2022-11-01
24.108240127563477,2022-11-02
24.06175422668457,2022-11-03
22.63924789428711,2022-11-04
22.3138370513916,2022-11-07
21.904748916625977,2022-11-08
22.174375534057617,2022-11-09
23.246871948242188,2022-11-10
23.811344146728516,2022-11-11
23.31273078918457,2022-11-14
23.406803131103516,2022-11-15
22.94582176208496,2022-11-16
22.503652572631836,2022-11-17
22.955228805541992,2022-11-18
23.25628089904785,2022-11-21
23.359769821166992,2022-11-22
23.34095001220703,2022-11-23
23.623188018798828,2022-11-25
23.199832916259766,2022-11-28
23.463253021240234,2022-11-29
24.479305267333984,2022-11-30
24.855619430541992,2022-12-01
25.137855529785156,2022-12-02
24.789764404296875,2022-12-05
24.601606369018555,2022-12-06
24.535751342773438,2022-12-07
25.269567489624023,2022-12-08
25.448318481445312,2022-12-09
25.94693374633789,2022-12-12
26.53022575378418,2022-12-13
26.92535400390625,2022-12-14
26.605485916137695,2022-12-15
25.81522560119629,2022-12-16
25.805816650390625,2022-12-19
25.82463264465332,2022-12-20
26.144500732421875,2022-12-21
26.003379821777344,2022-12-22
26.276212692260742,2022-12-23
26.285619735717773,2022-12-27
26.012788772583008,2022-12-28
26.51140785217285,2022-12-29
26.276212692260742,2022-12-30
26.407920837402344,2023-01-03
27.22640609741211,2023-01-04
27.132326126098633,2023-01-05
27.423973083496094,2023-01-06
27.828510284423828,2023-01-09
28.336538314819336,2023-01-10
28.825746536254883,2023-01-11
29.521928787231445,2023-01-12
30.161666870117188,2023-01-13
30.180482864379883,2023-01-17
30.048768997192383,2023-01-18
29.550153732299805,2023-01-19
29.484298706054688,2023-01-20
30.1146240234375,2023-01-23
29.550153732299805,2023-01-24
28.825746536254883,2023-01-25
28.524694442749023,2023-01-26
28.167194366455078,2023-01-27
27.819101333618164,2023-01-30
28.345945358276367,2023-01-31
28.51528549194336,2023-02-01
28.609365463256836,2023-02-02
27.997852325439453,2023-02-03
27.828510284423828,2023-02-06
28.0731143951416,2023-02-07
27.922590255737305,2023-02-08
27.33930015563965,2023-02-09
27.30167007446289,2023-02-10
27.734432220458984,2023-02-13
27.405153274536133,2023-02-14
27.52745819091797,2023-02-15
23.397397994995117,2023-02-16
24.479305267333984,2023-02-17
25.43891143798828,2023-02-21
25.241344451904297,2023-02-22
25.07200050354004,2023-02-23
24.330394744873047,2023-02-24
23.85500717163086,2023-02-27
23.28453826904297,2023-02-28
23.094385147094727,2023-03-01
22.923246383666992,2023-03-02
23.35109519958496,2023-03-03
22.932754516601562,2023-03-06
22.571456909179688,2023-03-07
22.51441192626953,2023-03-08
22.124591827392578,2023-03-09
21.56363296508789,2023-03-10
21.164306640625,2023-03-13
20.869565963745117,2023-03-14
20.460731506347656,2023-03-15
20.65088653564453,2023-03-16
20.603347778320312,2023-03-17
21.287906646728516,2023-03-20
21.278400421142578,2023-03-21
20.774490356445312,2023-03-22
20.36565399169922,2023-03-23
20.78399658203125,2023-03-24
20.993165969848633,2023-03-27
21.145292282104492,2023-03-28
21.56363296508789,2023-03-29
21.953453063964844,2023-03-30
22.362285614013672,2023-03-31
22.371795654296875,2023-04-03
21.943944931030273,2023-04-04
22.476377487182617,2023-04-05
22.771121978759766,2023-04-06
22.676042556762695,2023-04-10
22.580965042114258,2023-04-11
22.447856903076172,2023-04-12
22.799644470214844,2023-04-13
22.628503799438477,2023-04-14
22.856691360473633,2023-04-17
22.4288387298584,2023-04-18
22.714073181152344,2023-04-19
22.52391815185547,2023-04-20
22.923246383666992,2023-04-21
22.84718132019043,2023-04-24
22.4288387298584,2023-04-25
22.53342628479004,2023-04-26
23.132415771484375,2023-04-27
23.41765022277832,2023-04-28
23.294048309326172,2023-05-01
22.87570571899414,2023-05-02
23.046846389770508,2023-05-03
20.926612854003906,2023-05-04
21.411508560180664,2023-05-05
20.74596405029297,2023-05-08
20.19451141357422,2023-05-09
20.441715240478516,2023-05-10
20.108943939208984,2023-05-11
20.108945846557617,2023-05-12
20.08003807067871,2023-05-15
19.66571807861328,2023-05-16
19.829519271850586,2023-05-17
19.723529815673828,2023-05-18
19.68498992919922,2023-05-19
19.983684539794922,2023-05-22
19.877695083618164,2023-05-23
19.386295318603516,2023-05-24
19.13577651977539,2023-05-25
18.827444076538086,2023-05-26
18.567291259765625,2023-05-30
18.68291473388672,2023-05-31
18.740726470947266,2023-06-01
19.03942108154297,2023-06-02
19.4537410736084,2023-06-05
19.34775161743164,2023-06-06
19.723529815673828,2023-06-07
19.280305862426758,2023-06-08
19.106870651245117,2023-06-09
19.67535400390625,2023-06-12
19.646448135375977,2023-06-13
19.550094604492188,2023-06-14
20.157119750976562,2023-06-15
20.147483825683594,2023-06-16
20.11857795715332,2023-06-20
20.031862258911133,2023-06-21
20.147483825683594,2023-06-22
19.501916885375977,2023-06-23
19.77170753479004,2023-06-26
19.868061065673828,2023-06-27
19.67535400390625,2023-06-28
19.974048614501953,2023-06-29
20.051132202148438,2023-06-30
19.819883346557617,2023-07-03
19.80061149597168,2023-07-05
19.193588256835938,2023-07-06
19.367023468017578,2023-07-07
19.4537410736084,2023-07-10
20.031862258911133,2023-07-11
19.53082275390625,2023-07-12
19.954776763916016,2023-07-13
19.77170753479004,2023-07-14
19.636810302734375,2023-07-17
19.781343460083008,2023-07-18
20.051132202148438,2023-07-19
20.137849807739258,2023-07-20
20.39800262451172,2023-07-21
20.744876861572266,2023-07-24
20.94721794128418,2023-07-25
21.477161407470703,2023-07-26
21.082111358642578,2023-07-27
21.371173858642578,2023-07-28
21.178464889526367,2023-07-31
20.93758201599121,2023-08-01
21.014663696289062,2023-08-02
20.72560691833496,2023-08-03
20.744876861572266,2023-08-04
21.005029678344727,2023-08-07
22.90319061279297,2023-08-08
22.3154354095459,2023-08-09
22.749027252197266,2023-08-10
22.30579948425293,2023-08-11
22.21908187866211,2023-08-14
22.411788940429688,2023-08-15
22.026376724243164,2023-08-16
21.889808654785156,2023-08-17
21.938581466674805,2023-08-18
21.850788116455078,2023-08-21
21.61667251586914,2023-08-22
21.382556915283203,2023-08-23
21.080158233642578,2023-08-24
21.32402992248535,2023-08-25
21.528879165649414,2023-08-28
21.80201530456543,2023-08-29
21.772748947143555,2023-08-30
21.42157554626465,2023-08-31
21.5971622467041,2023-09-01
20.48511505126953,2023-09-05
19.343801498413086,2023-09-06
18.992626190185547,2023-09-07
18.817041397094727,2023-09-08
19.18772315979004,2023-09-11
18.963363647460938,2023-09-12
18.797531127929688,2023-09-13
19.30478286743164,2023-09-14
19.060911178588867,2023-09-15
18.982872009277344,2023-09-18
18.54390525817871,2023-09-19
18.456111907958984,2023-09-20
18.124448776245117,2023-09-21
17.812294006347656,2023-09-22
17.44161033630371,2023-09-25
16.827058792114258,2023-09-26
16.18324089050293,2023-09-27
16.661226272583008,2023-09-28
16.934362411499023,2023-09-29
16.28078842163086,2023-10-02
15.890596389770508,2023-10-03
15.919859886169434,2023-10-04
15.822311401367188,2023-10-05
16.173484802246094,2023-10-06
16.54416847229004,2023-10-09
16.866077423095703,2023-10-10
16.797792434692383,2023-10-11
16.232013702392578,2023-10-12
16.895341873168945,2023-10-13
16.44662094116211,2023-10-16
16.03691864013672,2023-10-17
15.890596389770508,2023-10-18
15.74427318572998,2023-10-19
15.510157585144043,2023-10-20
15.100455284118652,2023-10-23
15.373590469360352,2023-10-24
15.266286849975586,2023-10-25
14.934623718261719,2023-10-26
14.593205451965332,2023-10-27
14.56394100189209,2023-10-30
14.427372932434082,2023-10-31
14.29080581665039,2023-11-01
12.78856372833252,2023-11-02
12.973905563354492,2023-11-03
12.252049446105957,2023-11-06
12.105727195739746,2023-11-07
11.969160079956055,2023-11-08
11.140000343322754,2023-11-09
11.119999885559082,2023-11-10
11.029999732971191,2023-11-13
11.460000038146973,2023-11-14
11.5600004196167,2023-11-15
10.949999809265137,2023-11-16
11.3100004196167,2023-11-17
11.1899995803833,2023-11-20
11.029999732971191,2023-11-21
11.239999771118164,2023-11-22
11.359999656677246,2023-11-24
11.430000305175781,2023-11-27
11.300000190734863,2023-11-28
11.40999984741211,2023-11-29
11.319999694824219,2023-11-30
11.5,2023-12-01
11.829999923706055,2023-12-04
11.09000015258789,2023-12-05
10.989999771118164,2023-12-06
11.329999923706055,2023-12-07
11.020000457763672,2023-12-08
11.229999542236328,2023-12-11
11.539999961853027,2023-12-12
