ZBH,Date
26.175622940063477,2001-07-25
24.715566635131836,2001-07-26
24.979429244995117,2001-07-27
25.032196044921875,2001-07-30
25.15534019470215,2001-07-31
25.94694709777832,2001-08-01
25.199321746826172,2001-08-02
24.627599716186523,2001-08-03
24.41651725769043,2001-08-06
26.333940505981445,2001-08-07
25.23450469970703,2001-08-08
24.94424819946289,2001-08-09
24.627599716186523,2001-08-10
24.01190757751465,2001-08-13
24.363739013671875,2001-08-14
24.697967529296875,2001-08-15
24.715566635131836,2001-08-16
24.627599716186523,2001-08-17
23.9239559173584,2001-08-20
24.047096252441406,2001-08-21
23.976726531982422,2001-08-22
23.528162002563477,2001-08-23
23.475387573242188,2001-08-24
23.448999404907227,2001-08-27
22.886079788208008,2001-08-28
23.220308303833008,2001-08-29
23.704069137573242,2001-08-30
23.9239559173584,2001-08-31
24.434104919433594,2001-09-04
24.319751739501953,2001-09-05
23.959142684936523,2001-09-06
23.448999404907227,2001-09-07
23.255491256713867,2001-09-10
22.208818435668945,2001-09-17
22.076889038085938,2001-09-18
22.00652503967285,2001-09-19
22.64859962463379,2001-09-20
22.736555099487305,2001-09-21
23.48417854309082,2001-09-24
23.13235855102539,2001-09-25
23.5721378326416,2001-09-26
23.748037338256836,2001-09-27
24.4077205657959,2001-09-28
24.724348068237305,2001-10-01
25.11136245727539,2001-10-02
25.33125114440918,2001-10-03
25.384021759033203,2001-10-04
25.5511417388916,2001-10-05
25.26088523864746,2001-10-08
25.252090454101562,2001-10-09
25.51595687866211,2001-10-10
25.876575469970703,2001-10-11
26.228395462036133,2001-10-12
26.184425354003906,2001-10-15
26.34273910522461,2001-10-16
26.36033058166504,2001-10-17
25.34884262084961,2001-10-18
25.841400146484375,2001-10-19
26.16683006286621,2001-10-22
26.20201873779297,2001-10-23
26.34273910522461,2001-10-24
26.02609634399414,2001-10-25
25.51595687866211,2001-10-26
25.683067321777344,2001-10-29
26.47467613220215,2001-10-30
27.187114715576172,2001-10-31
27.626895904541016,2001-11-01
27.881967544555664,2001-11-02
27.28386688232422,2001-11-05
27.961130142211914,2001-11-06
27.943538665771484,2001-11-07
26.914447784423828,2001-11-08
26.3955135345459,2001-11-09
26.36912727355957,2001-11-12
26.615407943725586,2001-11-13
27.178321838378906,2001-11-14
26.404306411743164,2001-11-15
26.457082748413086,2001-11-16
26.34273910522461,2001-11-19
26.59781265258789,2001-11-20
26.914447784423828,2001-11-21
27.09035873413086,2001-11-23
28.805500030517578,2001-11-26
28.64717674255371,2001-11-27
28.629594802856445,2001-11-28
28.67357063293457,2001-11-29
28.374521255493164,2001-11-30
28.32174301147461,2001-12-03
28.67357063293457,2001-12-04
28.743934631347656,2001-12-05
28.893455505371094,2001-12-06
27.618104934692383,2001-12-07
27.556529998779297,2001-12-10
26.68576431274414,2001-12-11
26.333940505981445,2001-12-12
26.914447784423828,2001-12-13
27.187114715576172,2001-12-14
26.606609344482422,2001-12-17
26.650585174560547,2001-12-18
26.88806915283203,2001-12-19
26.413110733032227,2001-12-20
26.67697525024414,2001-12-21
26.210813522338867,2001-12-24
26.2371826171875,2001-12-26
26.263580322265625,2001-12-27
26.16683006286621,2001-12-28
26.861677169799805,2001-12-31
26.589019775390625,2002-01-02
26.421897888183594,2002-01-03
25.990917205810547,2002-01-04
25.990917205810547,2002-01-07
26.82649803161621,2002-01-08
27.00240707397461,2002-01-09
26.879274368286133,2002-01-10
26.325151443481445,2002-01-11
27.978715896606445,2002-01-14
27.486164093017578,2002-01-15
27.547727584838867,2002-01-16
27.969921112060547,2002-01-17
27.450979232788086,2002-01-18
27.31025505065918,2002-01-22
27.908353805541992,2002-01-23
28.277769088745117,2002-01-24
28.233779907226562,2002-01-25
28.277769088745117,2002-01-28
28.67357063293457,2002-01-29
28.911048889160156,2002-01-30
28.61199378967285,2002-01-31
28.497665405273438,2002-02-01
28.418502807617188,2002-02-04
28.93743896484375,2002-02-05
29.553119659423828,2002-02-06
29.975318908691406,2002-02-07
29.931333541870117,2002-02-08
30.3447322845459,2002-02-11
30.441476821899414,2002-02-12
30.300758361816406,2002-02-13
30.520633697509766,2002-02-14
30.60858917236328,2002-02-15
30.784515380859375,2002-02-19
31.206703186035156,2002-02-20
31.004384994506836,2002-02-21
30.863662719726562,2002-02-22
30.846084594726562,2002-02-25
31.382606506347656,2002-02-26
31.576107025146484,2002-02-27
31.452978134155273,2002-02-28
31.488155364990234,2002-03-01
31.980703353881836,2002-03-04
30.678945541381836,2002-03-05
30.09844970703125,2002-03-06
29.24528694152832,2002-03-07
29.6762638092041,2002-03-08
30.3447322845459,2002-03-11
30.265567779541016,2002-03-12
30.256778717041016,2002-03-13
30.33592987060547,2002-03-14
31.277063369750977,2002-03-15
30.643783569335938,2002-03-18
30.942827224731445,2002-03-19
31.171518325805664,2002-03-20
31.373821258544922,2002-03-21
30.045684814453125,2002-03-22
28.981412887573242,2002-03-25
29.808195114135742,2002-03-26
29.737842559814453,2002-03-27
29.948923110961914,2002-03-28
30.03688621520996,2002-04-01
29.746625900268555,2002-04-02
29.66747283935547,2002-04-03
29.6762638092041,2002-04-04
29.289257049560547,2002-04-05
29.729032516479492,2002-04-08
29.78181266784668,2002-04-09
29.553119659423828,2002-04-10
29.01659393310547,2002-04-11
29.553119659423828,2002-04-12
29.157331466674805,2002-04-15
28.603206634521484,2002-04-16
28.137035369873047,2002-04-17
27.811601638793945,2002-04-18
28.02269172668457,2002-04-19
28.38331413269043,2002-04-22
28.057880401611328,2002-04-23
27.178321838378906,2002-04-24
29.553119659423828,2002-04-25
29.816993713378906,2002-04-26
29.21009635925293,2002-04-29
30.529438018798828,2002-04-30
30.960407257080078,2002-05-01
31.329835891723633,2002-05-02
31.02198028564453,2002-05-03
30.397493362426758,2002-05-06
30.274370193481445,2002-05-07
30.60858917236328,2002-05-08
30.678945541381836,2002-05-09
30.582202911376953,2002-05-10
30.802095413208008,2002-05-13
30.916427612304688,2002-05-14
31.769611358642578,2002-05-15
31.356218338012695,2002-05-16
31.963111877441406,2002-05-17
31.945524215698242,2002-05-20
31.620088577270508,2002-05-21
31.215497970581055,2002-05-22
31.1627197265625,2002-05-23
31.356218338012695,2002-05-24
31.153919219970703,2002-05-28
30.9956111907959,2002-05-29
30.934036254882812,2002-05-30
30.76691246032715,2002-05-31
29.509143829345703,2002-06-03
29.025400161743164,2002-06-04
30.133630752563477,2002-06-05
30.01049041748047,2002-06-06
30.142440795898438,2002-06-07
30.063270568847656,2002-06-10
28.409704208374023,2002-06-11
28.26017951965332,2002-06-12
28.392107009887695,2002-06-13
28.365724563598633,2002-06-14
30.08085823059082,2002-06-17
30.01049041748047,2002-06-18
30.08085823059082,2002-06-19
29.96651268005371,2002-06-20
29.720239639282227,2002-06-21
29.816993713378906,2002-06-24
29.790603637695312,2002-06-25
29.693859100341797,2002-06-26
31.312246322631836,2002-06-27
31.365022659301758,2002-06-28
30.69654083251953,2002-07-01
29.491559982299805,2002-07-02
29.13094711303711,2002-07-03
29.992908477783203,2002-07-05
30.133630752563477,2002-07-08
28.576807022094727,2002-07-09
26.47467613220215,2002-07-10
26.219602584838867,2002-07-11
26.80011558532715,2002-07-12
25.938146591186523,2002-07-15
26.333940505981445,2002-07-16
27.178321838378906,2002-07-17
27.178321838378906,2002-07-18
27.081571578979492,2002-07-19
26.298763275146484,2002-07-22
25.832597732543945,2002-07-23
27.486164093017578,2002-07-24
30.08965492248535,2002-07-25
31.030784606933594,2002-07-26
31.637680053710938,2002-07-29
32.02468490600586,2002-07-30
32.74590301513672,2002-07-31
31.47056770324707,2002-08-01
32.19179153442383,2002-08-02
31.796003341674805,2002-08-05
32.622772216796875,2002-08-06
33.405582427978516,2002-08-07
34.70734405517578,2002-08-08
34.50503921508789,2002-08-09
34.23238754272461,2002-08-12
32.33253479003906,2002-08-13
31.839963912963867,2002-08-14
32.367706298828125,2002-08-15
31.769611358642578,2002-08-16
31.883949279785156,2002-08-19
31.716838836669922,2002-08-20
31.963111877441406,2002-08-21
32.66676330566406,2002-08-22
32.4996452331543,2002-08-23
32.77229690551758,2002-08-26
32.367706298828125,2002-08-27
31.628875732421875,2002-08-28
31.664064407348633,2002-08-29
32.45566177368164,2002-08-30
32.67555236816406,2002-09-03
32.869056701660156,2002-09-04
33.59909439086914,2002-09-05
34.065250396728516,2002-09-06
33.68704605102539,2002-09-09
32.807491302490234,2002-09-10
32.974609375,2002-09-11
32.42049026489258,2002-09-12
32.367706298828125,2002-09-13
32.20059585571289,2002-09-16
32.00709915161133,2002-09-17
33.09774398803711,2002-09-18
33.73980712890625,2002-09-19
34.302738189697266,2002-09-20
34.390689849853516,2002-09-23
32.464454650878906,2002-09-24
34.276363372802734,2002-09-25
34.19718933105469,2002-09-26
34.15320587158203,2002-09-27
33.72222137451172,2002-09-30
33.98609924316406,2002-10-01
34.08284378051758,2002-10-02
34.23238754272461,2002-10-03
33.75741195678711,2002-10-04
33.78379440307617,2002-10-07
33.818973541259766,2002-10-08
33.968505859375,2002-10-09
34.08284378051758,2002-10-10
34.19718933105469,2002-10-11
35.88593673706055,2002-10-14
35.04156494140625,2002-10-15
35.18229293823242,2002-10-16
36.985374450683594,2002-10-17
36.4576530456543,2002-10-18
36.343318939208984,2002-10-21
36.33451843261719,2002-10-22
36.33451843261719,2002-10-23
35.14710998535156,2002-10-24
36.044254302978516,2002-10-25
35.38459777832031,2002-10-28
35.111934661865234,2002-10-29
35.12071990966797,2002-10-30
36.255340576171875,2002-10-31
36.50163269042969,2002-11-01
36.28173828125,2002-11-04
36.29933166503906,2002-11-05
36.941402435302734,2002-11-06
37.46913528442383,2002-11-07
36.32569885253906,2002-11-08
35.92112350463867,2002-11-11
35.1383171081543,2002-11-12
35.18229293823242,2002-11-13
35.18229293823242,2002-11-14
35.62206268310547,2002-11-15
35.956295013427734,2002-11-18
36.17618942260742,2002-11-19
36.75669479370117,2002-11-20
35.235069274902344,2002-11-21
34.249969482421875,2002-11-22
32.983402252197266,2002-11-25
33.55511474609375,2002-11-26
33.77500915527344,2002-11-27
33.106536865234375,2002-11-29
32.94822692871094,2002-12-02
34.47864532470703,2002-12-03
34.742523193359375,2002-12-04
34.50503921508789,2002-12-05
34.566612243652344,2002-12-06
34.663368225097656,2002-12-09
35.235069274902344,2002-12-10
35.71002960205078,2002-12-11
35.10313415527344,2002-12-12
34.522640228271484,2002-12-13
34.64577102661133,2002-12-16
34.126827239990234,2002-12-17
34.830474853515625,2002-12-18
34.936012268066406,2002-12-19
35.21746063232422,2002-12-20
35.877140045166016,2002-12-23
35.65725326538086,2002-12-24
35.446163177490234,2002-12-26
35.1383171081543,2002-12-27
35.727622985839844,2002-12-30
36.51922607421875,2002-12-31
35.446163177490234,2003-01-02
35.53411102294922,2003-01-03
35.76279830932617,2003-01-06
35.410972595214844,2003-01-07
35.18229293823242,2003-01-08
35.40217971801758,2003-01-09
35.1295166015625,2003-01-10
34.43466567993164,2003-01-13
33.90693664550781,2003-01-14
33.74860382080078,2003-01-15
33.56390380859375,2003-01-16
34.830474853515625,2003-01-17
34.214778900146484,2003-01-21
34.302738189697266,2003-01-22
34.68973922729492,2003-01-23
34.42587661743164,2003-01-24
33.75741195678711,2003-01-27
34.742523193359375,2003-01-28
36.061859130859375,2003-01-29
36.061859130859375,2003-01-30
36.061859130859375,2003-01-31
36.57198715209961,2003-02-03
35.90353012084961,2003-02-04
36.413665771484375,2003-02-05
36.677547454833984,2003-02-06
37.19647216796875,2003-02-07
37.38118362426758,2003-02-10
37.03813934326172,2003-02-11
36.48402786254883,2003-02-12
36.57198715209961,2003-02-13
36.7655029296875,2003-02-14
37.59227752685547,2003-02-18
36.93262481689453,2003-02-19
37.82975769042969,2003-02-20
38.66534423828125,2003-02-21
38.410255432128906,2003-02-24
39.49211502075195,2003-02-25
39.289817810058594,2003-02-26
39.430545806884766,2003-02-27
39.04356002807617,2003-02-28
38.43666458129883,2003-03-03
38.392669677734375,2003-03-04
38.90282440185547,2003-03-05
39.3953742980957,2003-03-06
39.76478958129883,2003-03-07
39.06114196777344,2003-03-10
38.49821853637695,2003-03-11
38.70052719116211,2003-03-12
39.2722282409668,2003-03-13
41.066524505615234,2003-03-14
43.07191848754883,2003-03-17
42.76406478881836,2003-03-18
42.39466857910156,2003-03-19
42.78166580200195,2003-03-20
43.74038314819336,2003-03-21
43.01914596557617,2003-03-24
43.18625259399414,2003-03-25
42.412261962890625,2003-03-26
42.508995056152344,2003-03-27
43.50290298461914,2003-03-28
42.77286911010742,2003-03-31
43.59086608886719,2003-04-01
40.81146240234375,2003-04-02
40.785064697265625,2003-04-03
40.45963668823242,2003-04-04
39.89671325683594,2003-04-07
41.09291458129883,2003-04-08
41.00497055053711,2003-04-09
41.787776947021484,2003-04-10
