ZBH,Date
41.45353317260742,2003-04-11
41.664634704589844,2003-04-14
41.11930847167969,2003-04-15
39.31620788574219,2003-04-16
39.94948959350586,2003-04-17
40.00226593017578,2003-04-21
40.486019134521484,2003-04-22
40.8994255065918,2003-04-23
42.13080596923828,2003-04-24
41.7262077331543,2003-04-25
41.85813903808594,2003-04-28
41.50630569458008,2003-04-29
41.251251220703125,2003-04-30
40.486019134521484,2003-05-01
41.787776947021484,2003-05-02
41.44475173950195,2003-05-05
42.20115661621094,2003-05-06
41.664634704589844,2003-05-07
41.41836166381836,2003-05-08
40.91701126098633,2003-05-09
42.3506965637207,2003-05-12
42.2187614440918,2003-05-13
42.52660369873047,2003-05-14
43.01914596557617,2003-05-15
43.00155258178711,2003-05-16
42.46503829956055,2003-05-19
39.0963249206543,2003-05-20
38.54220199584961,2003-05-21
40.26612854003906,2003-05-22
40.39806365966797,2003-05-23
40.62675094604492,2003-05-27
40.0638427734375,2003-05-28
40.42445373535156,2003-05-29
39.45694351196289,2003-05-30
38.12001419067383,2003-06-02
38.6125602722168,2003-06-03
37.513118743896484,2003-06-04
37.38997268676758,2003-06-05
38.70052719116211,2003-06-06
38.95559310913086,2003-06-09
39.5976676940918,2003-06-10
40.45083236694336,2003-06-11
40.8994255065918,2003-06-12
41.05772018432617,2003-06-13
41.50630569458008,2003-06-16
41.04015350341797,2003-06-17
41.01376724243164,2003-06-18
39.0699348449707,2003-06-19
39.01716232299805,2003-06-20
38.621360778808594,2003-06-23
38.65654754638672,2003-06-24
38.84124755859375,2003-06-25
39.58888244628906,2003-06-26
39.201873779296875,2003-06-27
39.62405776977539,2003-06-30
40.0726318359375,2003-07-01
40.169395446777344,2003-07-02
39.65044403076172,2003-07-03
40.01987075805664,2003-07-07
39.99347686767578,2003-07-08
39.02596664428711,2003-07-09
39.85274124145508,2003-07-10
39.544898986816406,2003-07-11
39.32500457763672,2003-07-14
39.14030838012695,2003-07-15
39.008365631103516,2003-07-16
39.75599670410156,2003-07-17
39.870338439941406,2003-07-18
39.75599670410156,2003-07-21
39.81755065917969,2003-07-22
39.76478958129883,2003-07-23
40.283714294433594,2003-07-24
41.084129333496094,2003-07-25
41.893306732177734,2003-07-28
42.87841796875,2003-07-29
42.07802200317383,2003-07-30
42.051631927490234,2003-07-31
41.664634704589844,2003-08-01
41.7262077331543,2003-08-04
41.603065490722656,2003-08-05
44.35607147216797,2003-08-06
44.29450988769531,2003-08-07
43.52048873901367,2003-08-08
43.203853607177734,2003-08-11
44.0130500793457,2003-08-12
43.494110107421875,2003-08-13
43.406150817871094,2003-08-14
42.834434509277344,2003-08-15
42.98396682739258,2003-08-18
42.73768997192383,2003-08-19
42.45623779296875,2003-08-20
43.15989303588867,2003-08-21
42.92238235473633,2003-08-22
42.88720703125,2003-08-25
43.00155258178711,2003-08-26
42.85203170776367,2003-08-27
45.341182708740234,2003-08-28
45.508304595947266,2003-08-29
46.836429595947266,2003-09-02
46.68689727783203,2003-09-03
47.126686096191406,2003-09-04
46.660499572753906,2003-09-05
47.232234954833984,2003-09-08
46.6517219543457,2003-09-09
46.26471710205078,2003-09-10
45.81614685058594,2003-09-11
46.07120895385742,2003-09-12
46.15915298461914,2003-09-15
46.32628631591797,2003-09-16
47.38175964355469,2003-09-17
47.74237823486328,2003-09-18
47.22343826293945,2003-09-19
47.65441131591797,2003-09-22
48.91219711303711,2003-09-23
49.070499420166016,2003-09-24
48.261314392089844,2003-09-25
48.83303451538086,2003-09-26
48.859397888183594,2003-09-29
48.46361541748047,2003-09-30
48.99134826660156,2003-10-01
49.41353988647461,2003-10-02
49.862098693847656,2003-10-03
50.87359619140625,2003-10-06
50.389835357666016,2003-10-07
50.3106803894043,2003-10-08
50.169960021972656,2003-10-09
49.712581634521484,2003-10-10
49.079280853271484,2003-10-13
49.43113327026367,2003-10-14
50.60972595214844,2003-10-15
51.1198844909668,2003-10-16
51.498085021972656,2003-10-17
52.09617233276367,2003-10-20
51.788330078125,2003-10-21
51.647605895996094,2003-10-22
54.53255844116211,2003-10-23
53.802520751953125,2003-10-24
54.02239990234375,2003-10-27
55.24501037597656,2003-10-28
55.376930236816406,2003-10-29
55.17462921142578,2003-10-30
56.12453842163086,2003-10-31
56.81941223144531,2003-11-03
57.021705627441406,2003-11-04
57.012901306152344,2003-11-05
57.46147918701172,2003-11-06
57.2415885925293,2003-11-07
56.731449127197266,2003-11-10
55.570438385009766,2003-11-11
56.43239974975586,2003-11-12
56.37962341308594,2003-11-13
56.115760803222656,2003-11-14
56.44998550415039,2003-11-17
56.080570220947266,2003-11-18
55.94864273071289,2003-11-19
56.001399993896484,2003-11-20
55.860687255859375,2003-11-21
57.479061126708984,2003-11-24
57.2415885925293,2003-11-25
57.60220718383789,2003-11-26
57.98041534423828,2003-11-28
59.63398742675781,2003-12-01
59.51085662841797,2003-12-02
59.3701171875,2003-12-03
58.182716369628906,2003-12-04
57.8572883605957,2003-12-05
58.851158142089844,2003-12-08
57.93644332885742,2003-12-09
57.76932144165039,2003-12-10
57.962825775146484,2003-12-11
58.40260314941406,2003-12-12
58.27068328857422,2003-12-15
58.87754821777344,2003-12-16
60.48716354370117,2003-12-17
61.17319869995117,2003-12-18
61.006107330322266,2003-12-19
60.90054702758789,2003-12-22
59.809898376464844,2003-12-23
60.39920425415039,2003-12-24
60.71584701538086,2003-12-26
62.59809875488281,2003-12-29
62.36064529418945,2003-12-30
61.92082214355469,2003-12-31
61.56903076171875,2004-01-02
61.0149040222168,2004-01-05
60.71584701538086,2004-01-06
61.39308166503906,2004-01-07
62.580501556396484,2004-01-08
62.316627502441406,2004-01-09
62.316627502441406,2004-01-12
61.5338249206543,2004-01-13
61.577796936035156,2004-01-14
62.1495246887207,2004-01-15
66.9782943725586,2004-01-16
65.32471466064453,2004-01-20
65.79087829589844,2004-01-21
65.79967498779297,2004-01-22
65.65898132324219,2004-01-23
67.72592163085938,2004-01-26
66.40658569335938,2004-01-27
64.47154998779297,2004-01-28
66.1603012084961,2004-01-29
67.2861328125,2004-01-30
67.84906768798828,2004-02-02
68.54390716552734,2004-02-03
68.47352600097656,2004-02-04
67.15418243408203,2004-02-05
69.7049331665039,2004-02-06
68.51750183105469,2004-02-09
68.15690612792969,2004-02-10
69.26512145996094,2004-02-11
68.91331481933594,2004-02-12
68.16568756103516,2004-02-13
68.16568756103516,2004-02-17
68.47352600097656,2004-02-18
68.69341278076172,2004-02-19
68.28004455566406,2004-02-20
67.69072723388672,2004-02-23
67.89303588867188,2004-02-24
68.10411834716797,2004-02-25
67.50604248046875,2004-02-26
66.52972412109375,2004-02-27
68.82537078857422,2004-03-01
67.63794708251953,2004-03-02
68.07771301269531,2004-03-03
68.23606872558594,2004-03-04
69.61695098876953,2004-03-05
70.93633270263672,2004-03-08
70.01275634765625,2004-03-09
68.78137969970703,2004-03-10
67.02228546142578,2004-03-11
67.94579315185547,2004-03-12
67.36528778076172,2004-03-15
67.19818878173828,2004-03-16
68.40318298339844,2004-03-17
67.2861328125,2004-03-18
65.84365844726562,2004-03-19
64.04055786132812,2004-03-22
64.69144439697266,2004-03-23
63.31932067871094,2004-03-24
64.12853240966797,2004-03-25
63.41607666015625,2004-03-26
64.16370391845703,2004-03-29
64.31322479248047,2004-03-30
64.89373016357422,2004-03-31
65.04327392578125,2004-04-01
68.63184356689453,2004-04-02
70.02156066894531,2004-04-05
69.52899932861328,2004-04-06
69.30909729003906,2004-04-07
69.14201354980469,2004-04-08
69.63455963134766,2004-04-12
69.19476318359375,2004-04-13
69.26512145996094,2004-04-14
69.01884460449219,2004-04-15
71.10340881347656,2004-04-16
71.10340881347656,2004-04-19
69.83683776855469,2004-04-20
72.24683380126953,2004-04-21
74.34898376464844,2004-04-22
72.84495544433594,2004-04-23
73.88280487060547,2004-04-26
71.02424621582031,2004-04-27
70.83072662353516,2004-04-28
71.20014953613281,2004-04-29
70.232666015625,2004-04-30
72.19408416748047,2004-05-03
72.30840301513672,2004-05-04
73.7332763671875,2004-05-05
72.22045135498047,2004-05-06
71.99177551269531,2004-05-07
70.18866729736328,2004-05-10
71.15618896484375,2004-05-11
70.14468383789062,2004-05-12
71.51683044433594,2004-05-13
72.09732055664062,2004-05-14
72.15007781982422,2004-05-17
72.95929718017578,2004-05-18
72.22045135498047,2004-05-19
72.238037109375,2004-05-20
73.48701477050781,2004-05-21
71.81583404541016,2004-05-24
73.66295623779297,2004-05-25
74.85032653808594,2004-05-26
74.93827056884766,2004-05-27
75.07022094726562,2004-05-28
75.2901382446289,2004-06-01
76.61824035644531,2004-06-02
75.97618103027344,2004-06-03
76.5302734375,2004-06-04
77.18113708496094,2004-06-07
77.2251205444336,2004-06-08
76.21363830566406,2004-06-09
76.64462280273438,2004-06-10
76.60942077636719,2004-06-14
77.08440399169922,2004-06-15
76.40714263916016,2004-06-16
75.64192962646484,2004-06-17
75.87940979003906,2004-06-18
75.64192962646484,2004-06-21
75.0086441040039,2004-06-22
76.60942077636719,2004-06-23
77.18113708496094,2004-06-24
77.40104675292969,2004-06-25
75.64192962646484,2004-06-28
76.61824035644531,2004-06-29
77.57694244384766,2004-06-30
77.0228500366211,2004-07-01
76.21363830566406,2004-07-02
77.13719177246094,2004-07-06
78.41252899169922,2004-07-07
78.1926498413086,2004-07-08
74.94707489013672,2004-07-09
72.80974578857422,2004-07-12
72.21163940429688,2004-07-13
72.95048522949219,2004-07-14
72.65139770507812,2004-07-15
67.93700408935547,2004-07-16
67.15418243408203,2004-07-19
68.60547637939453,2004-07-20
66.68807220458984,2004-07-21
66.37139129638672,2004-07-22
66.86393737792969,2004-07-23
64.955322265625,2004-07-26
67.33012390136719,2004-07-27
64.86736297607422,2004-07-28
64.48915100097656,2004-07-29
67.1190414428711,2004-07-30
67.03986358642578,2004-08-02
67.21577453613281,2004-08-03
66.47694396972656,2004-08-04
63.02029037475586,2004-08-05
61.38429260253906,2004-08-06
61.45467758178711,2004-08-09
63.240177154541016,2004-08-10
64.14611053466797,2004-08-11
63.31932067871094,2004-08-12
62.80039596557617,2004-08-13
63.117042541503906,2004-08-16
63.50401306152344,2004-08-17
64.66506958007812,2004-08-18
64.58585357666016,2004-08-19
64.40997314453125,2004-08-20
63.95265197753906,2004-08-23
63.02908706665039,2004-08-24
64.03177642822266,2004-08-25
63.143409729003906,2004-08-26
63.38969802856445,2004-08-27
62.42218780517578,2004-08-30
62.71244430541992,2004-08-31
64.41877746582031,2004-09-01
66.60009765625,2004-09-02
65.73812103271484,2004-09-03
67.74351501464844,2004-09-07
67.50604248046875,2004-09-08
66.91670989990234,2004-09-09
66.59127044677734,2004-09-10
67.85785675048828,2004-09-13
67.81387329101562,2004-09-14
66.67926788330078,2004-09-15
66.78477478027344,2004-09-16
67.59397888183594,2004-09-17
69.19476318359375,2004-09-20
69.8896484375,2004-09-21
68.34159088134766,2004-09-22
68.4471664428711,2004-09-23
70.03034210205078,2004-09-24
67.87541961669922,2004-09-27
68.10411834716797,2004-09-28
69.0892333984375,2004-09-29
69.52020263671875,2004-09-30
69.31792449951172,2004-10-01
69.87202453613281,2004-10-04
68.82537078857422,2004-10-05
68.69341278076172,2004-10-06
66.58252716064453,2004-10-07
65.27194213867188,2004-10-08
65.61498260498047,2004-10-11
65.80848693847656,2004-10-12
65.5006332397461,2004-10-13
64.6298828125,2004-10-14
62.72121047973633,2004-10-15
63.36331558227539,2004-10-18
61.49866485595703,2004-10-19
62.44858169555664,2004-10-20
61.709754943847656,2004-10-21
60.707069396972656,2004-10-22
59.72194290161133,2004-10-25
63.38969802856445,2004-10-26
66.80237579345703,2004-10-27
66.89031219482422,2004-10-28
68.244873046875,2004-10-29
67.12779998779297,2004-11-01
66.934326171875,2004-11-02
68.4911117553711,2004-11-03
70.22386932373047,2004-11-04
71.83341979980469,2004-11-05
69.9687728881836,2004-11-08
69.41468811035156,2004-11-09
69.30909729003906,2004-11-10
71.06822204589844,2004-11-11
70.14468383789062,2004-11-12
70.00393676757812,2004-11-15
69.66094970703125,2004-11-16
70.05673217773438,2004-11-17
69.00127410888672,2004-11-18
67.71711730957031,2004-11-19
68.99246978759766,2004-11-22
68.930908203125,2004-11-23
70.10070037841797,2004-11-24
69.9687728881836,2004-11-26
70.79557800292969,2004-11-29
71.77188110351562,2004-11-30
73.39904022216797,2004-12-01
73.32870483398438,2004-12-02
72.75697326660156,2004-12-03
72.51068115234375,2004-12-06
71.68392944335938,2004-12-07
72.66023254394531,2004-12-08
74.19065856933594,2004-12-09
73.69812774658203,2004-12-10
73.88280487060547,2004-12-13
74.13785552978516,2004-12-14
71.68392944335938,2004-12-15
70.10070037841797,2004-12-16
69.8896484375,2004-12-17
70.85711669921875,2004-12-20
71.49042510986328,2004-12-21
72.02693939208984,2004-12-22
70.49651336669922,2004-12-23
69.91600036621094,2004-12-27
71.01545715332031,2004-12-28
71.17379760742188,2004-12-29
71.14739990234375,2004-12-30
70.47013854980469,2004-12-31
69.81925201416016,2005-01-03
69.7928695678711,2005-01-04
69.24754333496094,2005-01-05
70.04793548583984,2005-01-06
69.92483520507812,2005-01-07
70.59327697753906,2005-01-10
70.29421997070312,2005-01-11
70.0919189453125,2005-01-12
67.86663055419922,2005-01-13
69.28273010253906,2005-01-14
71.0330581665039,2005-01-18
70.6020736694336,2005-01-19
71.32329559326172,2005-01-20
70.80435943603516,2005-01-21
70.34699249267578,2005-01-24
70.49651336669922,2005-01-25
71.24412536621094,2005-01-26
70.32938385009766,2005-01-27
70.26782989501953,2005-01-28
69.35307312011719,2005-01-31
76.87332916259766,2005-02-01
76.19606018066406,2005-02-02
76.12567901611328,2005-02-03
76.68859100341797,2005-02-04
75.17576599121094,2005-02-07
74.85032653808594,2005-02-08
74.04991912841797,2005-02-09
74.98229217529297,2005-02-10
74.841552734375,2005-02-11
73.53976440429688,2005-02-14
73.15277862548828,2005-02-15
74.2346420288086,2005-02-16
75.74746704101562,2005-02-17
75.43085479736328,2005-02-18
74.51607513427734,2005-02-22
74.04112243652344,2005-02-23
74.63922119140625,2005-02-24
75.58914947509766,2005-02-25
75.55396270751953,2005-02-28
75.37805938720703,2005-03-01
75.30769348144531,2005-03-02
75.68590545654297,2005-03-03
75.1581802368164,2005-03-04
74.32259368896484,2005-03-07
72.21163940429688,2005-03-08
72.68663787841797,2005-03-09
71.11221313476562,2005-03-10
69.4498291015625,2005-03-11
69.33551025390625,2005-03-14
69.7049331665039,2005-03-15
69.62574768066406,2005-03-16
70.56687927246094,2005-03-17
71.65753936767578,2005-03-18
70.57569122314453,2005-03-21
70.10070037841797,2005-03-22
69.2299575805664,2005-03-23
69.83683776855469,2005-03-24
71.53441619873047,2005-03-28
71.9565658569336,2005-03-29
72.66023254394531,2005-03-30
68.4383544921875,2005-03-31
65.6765365600586,2005-04-01
65.60617065429688,2005-04-04
67.42684936523438,2005-04-05
67.5851821899414,2005-04-06
68.15690612792969,2005-04-07
67.39169311523438,2005-04-08
67.69072723388672,2005-04-11
67.62035369873047,2005-04-12
67.1366195678711,2005-04-13
