CIEN,Date
17.950000762939453,2011-07-05
17.530000686645508,2011-07-06
17.940000534057617,2011-07-07
17.510000228881836,2011-07-08
17.020000457763672,2011-07-11
16.700000762939453,2011-07-12
16.540000915527344,2011-07-13
15.9399995803833,2011-07-14
16.270000457763672,2011-07-15
15.609999656677246,2011-07-18
16.270000457763672,2011-07-19
16.549999237060547,2011-07-20
16.850000381469727,2011-07-21
17.65999984741211,2011-07-22
17.469999313354492,2011-07-25
17.579999923706055,2011-07-26
15.6899995803833,2011-07-27
15.5600004196167,2011-07-28
15.460000038146973,2011-07-29
14.819999694824219,2011-08-01
14.029999732971191,2011-08-02
14.529999732971191,2011-08-03
13.399999618530273,2011-08-04
12.75,2011-08-05
11.100000381469727,2011-08-08
12.09000015258789,2011-08-09
11.449999809265137,2011-08-10
13.069999694824219,2011-08-11
12.819999694824219,2011-08-12
13.239999771118164,2011-08-15
12.739999771118164,2011-08-16
12.220000267028809,2011-08-17
10.949999809265137,2011-08-18
10.710000038146973,2011-08-19
10.699999809265137,2011-08-22
11.199999809265137,2011-08-23
11.0600004196167,2011-08-24
10.449999809265137,2011-08-25
10.779999732971191,2011-08-26
12.130000114440918,2011-08-29
12.619999885559082,2011-08-30
12.239999771118164,2011-08-31
14.710000038146973,2011-09-01
13.779999732971191,2011-09-02
13.069999694824219,2011-09-06
13.729999542236328,2011-09-07
13.09000015258789,2011-09-08
12.550000190734863,2011-09-09
12.819999694824219,2011-09-12
13.930000305175781,2011-09-13
13.960000038146973,2011-09-14
13.6899995803833,2011-09-15
13.010000228881836,2011-09-16
12.600000381469727,2011-09-19
12.75,2011-09-20
12.039999961853027,2011-09-21
11.239999771118164,2011-09-22
11.449999809265137,2011-09-23
11.550000190734863,2011-09-26
12.289999961853027,2011-09-27
11.369999885559082,2011-09-28
11.720000267028809,2011-09-29
11.199999809265137,2011-09-30
10.279999732971191,2011-10-03
10.710000038146973,2011-10-04
11.369999885559082,2011-10-05
11.949999809265137,2011-10-06
11.569999694824219,2011-10-07
11.779999732971191,2011-10-10
12.09000015258789,2011-10-11
11.899999618530273,2011-10-12
11.770000457763672,2011-10-13
12.390000343322754,2011-10-14
11.789999961853027,2011-10-17
12.289999961853027,2011-10-18
11.779999732971191,2011-10-19
12.380000114440918,2011-10-20
12.670000076293945,2011-10-21
13.739999771118164,2011-10-24
12.119999885559082,2011-10-25
12.40999984741211,2011-10-26
13.180000305175781,2011-10-27
13.819999694824219,2011-10-28
13.180000305175781,2011-10-31
13.25,2011-11-01
13.470000267028809,2011-11-02
13.75,2011-11-03
13.680000305175781,2011-11-04
13.220000267028809,2011-11-07
13.59000015258789,2011-11-08
12.850000381469727,2011-11-09
13.130000114440918,2011-11-10
13.600000381469727,2011-11-11
14.010000228881836,2011-11-14
13.670000076293945,2011-11-15
13.430000305175781,2011-11-16
13.029999732971191,2011-11-17
12.859999656677246,2011-11-18
12.289999961853027,2011-11-21
11.5600004196167,2011-11-22
11.029999732971191,2011-11-23
10.970000267028809,2011-11-25
11.550000190734863,2011-11-28
11.479999542236328,2011-11-29
12.109999656677246,2011-11-30
12.050000190734863,2011-12-01
11.949999809265137,2011-12-02
11.890000343322754,2011-12-05
11.5,2011-12-06
11.90999984741211,2011-12-07
12.029999732971191,2011-12-08
12.220000267028809,2011-12-09
11.729999542236328,2011-12-12
11.270000457763672,2011-12-13
10.8100004196167,2011-12-14
10.65999984741211,2011-12-15
10.770000457763672,2011-12-16
10.380000114440918,2011-12-19
11.640000343322754,2011-12-20
11.289999961853027,2011-12-21
12.0,2011-12-22
12.109999656677246,2011-12-23
12.029999732971191,2011-12-27
11.949999809265137,2011-12-28
12.1899995803833,2011-12-29
12.100000381469727,2011-12-30
12.460000038146973,2012-01-03
12.170000076293945,2012-01-04
13.180000305175781,2012-01-05
13.569999694824219,2012-01-06
13.9399995803833,2012-01-09
13.819999694824219,2012-01-10
14.3100004196167,2012-01-11
14.600000381469727,2012-01-12
14.479999542236328,2012-01-13
14.550000190734863,2012-01-17
15.010000228881836,2012-01-18
15.239999771118164,2012-01-19
15.270000457763672,2012-01-20
14.869999885559082,2012-01-23
15.149999618530273,2012-01-24
15.0600004196167,2012-01-25
15.34000015258789,2012-01-26
15.029999732971191,2012-01-27
14.600000381469727,2012-01-30
14.550000190734863,2012-01-31
14.869999885559082,2012-02-01
14.739999771118164,2012-02-02
15.460000038146973,2012-02-03
15.899999618530273,2012-02-06
16.170000076293945,2012-02-07
16.700000762939453,2012-02-08
16.530000686645508,2012-02-09
16.239999771118164,2012-02-10
16.440000534057617,2012-02-13
16.920000076293945,2012-02-14
16.709999084472656,2012-02-15
17.15999984741211,2012-02-16
17.0,2012-02-17
15.579999923706055,2012-02-21
14.9399995803833,2012-02-22
15.430000305175781,2012-02-23
15.680000305175781,2012-02-24
15.550000190734863,2012-02-27
15.279999732971191,2012-02-28
14.890000343322754,2012-02-29
14.869999885559082,2012-03-01
14.479999542236328,2012-03-02
13.800000190734863,2012-03-05
13.4399995803833,2012-03-06
14.010000228881836,2012-03-07
14.789999961853027,2012-03-08
14.989999771118164,2012-03-09
14.569999694824219,2012-03-12
15.640000343322754,2012-03-13
15.399999618530273,2012-03-14
15.920000076293945,2012-03-15
15.989999771118164,2012-03-16
16.020000457763672,2012-03-19
15.890000343322754,2012-03-20
15.779999732971191,2012-03-21
15.6899995803833,2012-03-22
15.880000114440918,2012-03-23
15.960000038146973,2012-03-26
16.489999771118164,2012-03-27
16.280000686645508,2012-03-28
16.239999771118164,2012-03-29
16.190000534057617,2012-03-30
16.3700008392334,2012-04-02
16.290000915527344,2012-04-03
16.34000015258789,2012-04-04
15.90999984741211,2012-04-05
15.470000267028809,2012-04-09
15.199999809265137,2012-04-10
15.609999656677246,2012-04-11
16.219999313354492,2012-04-12
16.15999984741211,2012-04-13
16.020000457763672,2012-04-16
16.6299991607666,2012-04-17
16.530000686645508,2012-04-18
16.6200008392334,2012-04-19
15.989999771118164,2012-04-20
15.350000381469727,2012-04-23
15.680000305175781,2012-04-24
15.65999984741211,2012-04-25
15.380000114440918,2012-04-26
15.09000015258789,2012-04-27
14.819999694824219,2012-04-30
14.720000267028809,2012-05-01
14.300000190734863,2012-05-02
13.979999542236328,2012-05-03
13.300000190734863,2012-05-04
13.3100004196167,2012-05-07
12.699999809265137,2012-05-08
12.420000076293945,2012-05-09
12.0600004196167,2012-05-10
13.100000381469727,2012-05-11
13.270000457763672,2012-05-14
13.050000190734863,2012-05-15
12.390000343322754,2012-05-16
11.770000457763672,2012-05-17
11.489999771118164,2012-05-18
12.25,2012-05-21
12.239999771118164,2012-05-22
12.1899995803833,2012-05-23
11.949999809265137,2012-05-24
11.84000015258789,2012-05-25
12.34000015258789,2012-05-29
11.880000114440918,2012-05-30
13.550000190734863,2012-05-31
12.680000305175781,2012-06-01
12.699999809265137,2012-06-04
13.279999732971191,2012-06-05
13.890000343322754,2012-06-06
14.220000267028809,2012-06-07
14.6899995803833,2012-06-08
14.119999885559082,2012-06-11
14.520000457763672,2012-06-12
14.609999656677246,2012-06-13
15.0600004196167,2012-06-14
15.510000228881836,2012-06-15
15.670000076293945,2012-06-18
15.779999732971191,2012-06-19
15.880000114440918,2012-06-20
15.3100004196167,2012-06-21
15.510000228881836,2012-06-22
15.170000076293945,2012-06-25
15.470000267028809,2012-06-26
15.75,2012-06-27
15.739999771118164,2012-06-28
16.3700008392334,2012-06-29
16.579999923706055,2012-07-02
16.809999465942383,2012-07-03
16.610000610351562,2012-07-05
15.90999984741211,2012-07-06
15.319999694824219,2012-07-09
15.359999656677246,2012-07-10
14.149999618530273,2012-07-11
14.229999542236328,2012-07-12
14.199999809265137,2012-07-13
13.630000114440918,2012-07-16
13.479999542236328,2012-07-17
14.199999809265137,2012-07-18
15.279999732971191,2012-07-19
14.819999694824219,2012-07-20
14.470000267028809,2012-07-23
14.399999618530273,2012-07-24
14.729999542236328,2012-07-25
15.399999618530273,2012-07-26
15.989999771118164,2012-07-27
16.1200008392334,2012-07-30
16.030000686645508,2012-07-31
16.030000686645508,2012-08-01
15.390000343322754,2012-08-02
16.34000015258789,2012-08-03
17.209999084472656,2012-08-06
17.610000610351562,2012-08-07
17.700000762939453,2012-08-08
17.81999969482422,2012-08-09
17.979999542236328,2012-08-10
17.899999618530273,2012-08-13
16.649999618530273,2012-08-14
17.200000762939453,2012-08-15
17.239999771118164,2012-08-16
17.6200008392334,2012-08-17
17.469999313354492,2012-08-20
17.40999984741211,2012-08-21
17.479999542236328,2012-08-22
17.219999313354492,2012-08-23
16.8799991607666,2012-08-24
16.799999237060547,2012-08-27
17.059999465942383,2012-08-28
16.719999313354492,2012-08-29
13.460000038146973,2012-08-30
13.670000076293945,2012-08-31
13.739999771118164,2012-09-04
13.949999809265137,2012-09-05
14.369999885559082,2012-09-06
14.65999984741211,2012-09-07
14.180000305175781,2012-09-10
13.800000190734863,2012-09-11
13.930000305175781,2012-09-12
14.140000343322754,2012-09-13
14.859999656677246,2012-09-14
14.430000305175781,2012-09-17
14.270000457763672,2012-09-18
14.380000114440918,2012-09-19
14.15999984741211,2012-09-20
14.199999809265137,2012-09-21
13.859999656677246,2012-09-24
13.40999984741211,2012-09-25
12.970000267028809,2012-09-26
13.90999984741211,2012-09-27
13.59000015258789,2012-09-28
13.149999618530273,2012-10-01
13.210000038146973,2012-10-02
13.149999618530273,2012-10-03
13.140000343322754,2012-10-04
13.039999961853027,2012-10-05
12.850000381469727,2012-10-08
12.770000457763672,2012-10-09
12.680000305175781,2012-10-10
13.020000457763672,2012-10-11
12.75,2012-10-12
13.149999618530273,2012-10-15
13.329999923706055,2012-10-16
13.029999732971191,2012-10-17
12.619999885559082,2012-10-18
12.430000305175781,2012-10-19
12.279999732971191,2012-10-22
12.529999732971191,2012-10-23
12.170000076293945,2012-10-24
12.350000381469727,2012-10-25
12.9399995803833,2012-10-26
12.420000076293945,2012-10-31
13.300000190734863,2012-11-01
12.779999732971191,2012-11-02
13.15999984741211,2012-11-05
13.180000305175781,2012-11-06
14.449999809265137,2012-11-07
14.5,2012-11-08
14.529999732971191,2012-11-09
14.710000038146973,2012-11-12
14.170000076293945,2012-11-13
14.170000076293945,2012-11-14
14.09000015258789,2012-11-15
13.869999885559082,2012-11-16
14.069999694824219,2012-11-19
14.15999984741211,2012-11-20
14.399999618530273,2012-11-21
14.579999923706055,2012-11-23
14.600000381469727,2012-11-26
14.510000228881836,2012-11-27
14.390000343322754,2012-11-28
14.880000114440918,2012-11-29
14.880000114440918,2012-11-30
15.069999694824219,2012-12-03
15.329999923706055,2012-12-04
14.989999771118164,2012-12-05
15.640000343322754,2012-12-06
15.600000381469727,2012-12-07
15.800000190734863,2012-12-10
15.3100004196167,2012-12-11
15.569999694824219,2012-12-12
15.800000190734863,2012-12-13
15.710000038146973,2012-12-14
15.300000190734863,2012-12-17
15.640000343322754,2012-12-18
15.829999923706055,2012-12-19
15.90999984741211,2012-12-20
15.880000114440918,2012-12-21
15.6899995803833,2012-12-24
15.729999542236328,2012-12-26
15.40999984741211,2012-12-27
15.329999923706055,2012-12-28
15.699999809265137,2012-12-31
16.479999542236328,2013-01-02
16.200000762939453,2013-01-03
16.100000381469727,2013-01-04
16.049999237060547,2013-01-07
15.460000038146973,2013-01-08
15.210000038146973,2013-01-09
15.140000343322754,2013-01-10
14.649999618530273,2013-01-11
14.600000381469727,2013-01-14
14.6899995803833,2013-01-15
15.229999542236328,2013-01-16
15.520000457763672,2013-01-17
15.4399995803833,2013-01-18
15.40999984741211,2013-01-22
15.40999984741211,2013-01-23
15.460000038146973,2013-01-24
15.6899995803833,2013-01-25
15.729999542236328,2013-01-28
15.199999809265137,2013-01-29
14.600000381469727,2013-01-30
15.65999984741211,2013-01-31
15.869999885559082,2013-02-01
15.65999984741211,2013-02-04
16.110000610351562,2013-02-05
16.040000915527344,2013-02-06
16.1200008392334,2013-02-07
16.059999465942383,2013-02-08
15.989999771118164,2013-02-11
15.899999618530273,2013-02-12
16.200000762939453,2013-02-13
16.290000915527344,2013-02-14
16.149999618530273,2013-02-15
16.34000015258789,2013-02-19
15.760000228881836,2013-02-20
15.289999961853027,2013-02-21
15.619999885559082,2013-02-22
15.229999542236328,2013-02-25
15.270000457763672,2013-02-26
15.5,2013-02-27
15.239999771118164,2013-02-28
14.829999923706055,2013-03-01
14.930000305175781,2013-03-04
14.920000076293945,2013-03-05
14.9399995803833,2013-03-06
17.530000686645508,2013-03-07
17.149999618530273,2013-03-08
17.270000457763672,2013-03-11
17.100000381469727,2013-03-12
16.850000381469727,2013-03-13
17.100000381469727,2013-03-14
16.989999771118164,2013-03-15
16.989999771118164,2013-03-18
16.700000762939453,2013-03-19
16.950000762939453,2013-03-20
16.270000457763672,2013-03-21
15.760000228881836,2013-03-22
16.09000015258789,2013-03-25
15.890000343322754,2013-03-26
16.020000457763672,2013-03-27
16.010000228881836,2013-03-28
15.899999618530273,2013-04-01
15.449999809265137,2013-04-02
15.359999656677246,2013-04-03
15.569999694824219,2013-04-04
15.020000457763672,2013-04-05
15.510000228881836,2013-04-08
15.520000457763672,2013-04-09
16.399999618530273,2013-04-10
16.489999771118164,2013-04-11
16.360000610351562,2013-04-12
15.6899995803833,2013-04-15
15.630000114440918,2013-04-16
15.079999923706055,2013-04-17
14.670000076293945,2013-04-18
14.630000114440918,2013-04-19
14.65999984741211,2013-04-22
15.229999542236328,2013-04-23
14.949999809265137,2013-04-24
14.880000114440918,2013-04-25
14.779999732971191,2013-04-26
14.800000190734863,2013-04-29
14.960000038146973,2013-04-30
14.34000015258789,2013-05-01
14.319999694824219,2013-05-02
14.710000038146973,2013-05-03
15.25,2013-05-06
15.09000015258789,2013-05-07
15.109999656677246,2013-05-08
15.100000381469727,2013-05-09
15.170000076293945,2013-05-10
15.079999923706055,2013-05-13
14.90999984741211,2013-05-14
15.0600004196167,2013-05-15
16.030000686645508,2013-05-16
16.350000381469727,2013-05-17
15.970000267028809,2013-05-20
15.869999885559082,2013-05-21
15.520000457763672,2013-05-22
15.479999542236328,2013-05-23
15.510000228881836,2013-05-24
16.100000381469727,2013-05-28
16.68000030517578,2013-05-29
16.690000534057617,2013-05-30
16.739999771118164,2013-05-31
16.530000686645508,2013-06-03
16.479999542236328,2013-06-04
16.309999465942383,2013-06-05
19.149999618530273,2013-06-06
19.75,2013-06-07
20.170000076293945,2013-06-10
20.020000457763672,2013-06-11
20.020000457763672,2013-06-12
20.520000457763672,2013-06-13
20.1299991607666,2013-06-14
20.100000381469727,2013-06-17
20.3799991607666,2013-06-18
20.190000534057617,2013-06-19
19.899999618530273,2013-06-20
19.790000915527344,2013-06-21
19.25,2013-06-24
19.6299991607666,2013-06-25
19.350000381469727,2013-06-26
19.670000076293945,2013-06-27
19.43000030517578,2013-06-28
19.459999084472656,2013-07-01
19.6299991607666,2013-07-02
19.610000610351562,2013-07-03
19.959999084472656,2013-07-05
20.079999923706055,2013-07-08
19.860000610351562,2013-07-09
19.729999542236328,2013-07-10
21.739999771118164,2013-07-11
21.43000030517578,2013-07-12
21.81999969482422,2013-07-15
21.68000030517578,2013-07-16
22.209999084472656,2013-07-17
22.719999313354492,2013-07-18
22.799999237060547,2013-07-19
22.68000030517578,2013-07-22
22.920000076293945,2013-07-23
22.959999084472656,2013-07-24
22.84000015258789,2013-07-25
21.790000915527344,2013-07-26
21.920000076293945,2013-07-29
22.350000381469727,2013-07-30
22.059999465942383,2013-07-31
22.520000457763672,2013-08-01
22.860000610351562,2013-08-02
23.020000457763672,2013-08-05
22.450000762939453,2013-08-06
23.25,2013-08-07
23.0,2013-08-08
22.530000686645508,2013-08-09
22.350000381469727,2013-08-12
23.079999923706055,2013-08-13
22.489999771118164,2013-08-14
21.219999313354492,2013-08-15
21.040000915527344,2013-08-16
20.75,2013-08-19
20.84000015258789,2013-08-20
20.729999542236328,2013-08-21
21.100000381469727,2013-08-22
20.93000030517578,2013-08-23
21.170000076293945,2013-08-26
19.989999771118164,2013-08-27
20.110000610351562,2013-08-28
20.309999465942383,2013-08-29
19.920000076293945,2013-08-30
20.68000030517578,2013-09-03
23.540000915527344,2013-09-04
23.559999465942383,2013-09-05
24.149999618530273,2013-09-06
24.260000228881836,2013-09-09
24.950000762939453,2013-09-10
24.760000228881836,2013-09-11
24.549999237060547,2013-09-12
25.18000030517578,2013-09-13
25.309999465942383,2013-09-16
25.979999542236328,2013-09-17
25.959999084472656,2013-09-18
25.780000686645508,2013-09-19
25.280000686645508,2013-09-20
24.799999237060547,2013-09-23
25.1200008392334,2013-09-24
25.110000610351562,2013-09-25
25.290000915527344,2013-09-26
24.8799991607666,2013-09-27
25.010000228881836,2013-09-30
25.649999618530273,2013-10-01
25.690000534057617,2013-10-02
25.739999771118164,2013-10-03
27.309999465942383,2013-10-04
27.190000534057617,2013-10-07
26.020000457763672,2013-10-08
25.700000762939453,2013-10-09
26.34000015258789,2013-10-10
26.329999923706055,2013-10-11
26.780000686645508,2013-10-14
26.260000228881836,2013-10-15
26.84000015258789,2013-10-16
26.889999389648438,2013-10-17
26.969999313354492,2013-10-18
27.6200008392334,2013-10-21
27.670000076293945,2013-10-22
26.889999389648438,2013-10-23
24.739999771118164,2013-10-24
24.219999313354492,2013-10-25
24.1200008392334,2013-10-28
23.950000762939453,2013-10-29
23.540000915527344,2013-10-30
23.270000457763672,2013-10-31
23.25,2013-11-01
23.360000610351562,2013-11-04
23.06999969482422,2013-11-05
23.1299991607666,2013-11-06
22.729999542236328,2013-11-07
22.989999771118164,2013-11-08
23.25,2013-11-11
23.420000076293945,2013-11-12
23.540000915527344,2013-11-13
21.860000610351562,2013-11-14
22.920000076293945,2013-11-15
22.459999084472656,2013-11-18
22.079999923706055,2013-11-19
22.049999237060547,2013-11-20
21.670000076293945,2013-11-21
21.489999771118164,2013-11-22
21.600000381469727,2013-11-25
21.940000534057617,2013-11-26
22.040000915527344,2013-11-27
22.209999084472656,2013-11-29
21.81999969482422,2013-12-02
21.420000076293945,2013-12-03
22.799999237060547,2013-12-04
23.260000228881836,2013-12-05
23.350000381469727,2013-12-06
23.1200008392334,2013-12-09
23.420000076293945,2013-12-10
22.899999618530273,2013-12-11
21.309999465942383,2013-12-12
21.670000076293945,2013-12-13
21.799999237060547,2013-12-16
21.93000030517578,2013-12-17
21.979999542236328,2013-12-18
22.219999313354492,2013-12-19
22.690000534057617,2013-12-20
22.850000381469727,2013-12-23
23.90999984741211,2013-12-24
23.450000762939453,2013-12-26
23.670000076293945,2013-12-27
23.84000015258789,2013-12-30
23.93000030517578,2013-12-31
23.459999084472656,2014-01-02
23.459999084472656,2014-01-03
23.040000915527344,2014-01-06
23.239999771118164,2014-01-07
24.1200008392334,2014-01-08
23.459999084472656,2014-01-09
22.950000762939453,2014-01-10
22.209999084472656,2014-01-13
22.450000762939453,2014-01-14
22.649999618530273,2014-01-15
22.440000534057617,2014-01-16
22.079999923706055,2014-01-17
23.079999923706055,2014-01-21
23.56999969482422,2014-01-22
23.420000076293945,2014-01-23
22.110000610351562,2014-01-24
21.920000076293945,2014-01-27
22.239999771118164,2014-01-28
22.8799991607666,2014-01-29
23.450000762939453,2014-01-30
23.329999923706055,2014-01-31
22.09000015258789,2014-02-03
22.1299991607666,2014-02-04
21.93000030517578,2014-02-05
22.31999969482422,2014-02-06
22.729999542236328,2014-02-07
22.75,2014-02-10
22.75,2014-02-11
22.950000762939453,2014-02-12
23.290000915527344,2014-02-13
25.0,2014-02-14
26.020000457763672,2014-02-18
26.010000228881836,2014-02-19
26.200000762939453,2014-02-20
25.5,2014-02-21
25.18000030517578,2014-02-24
24.84000015258789,2014-02-25
25.059999465942383,2014-02-26
25.1200008392334,2014-02-27
24.56999969482422,2014-02-28
24.540000915527344,2014-03-03
24.700000762939453,2014-03-04
25.360000610351562,2014-03-05
24.459999084472656,2014-03-06
24.049999237060547,2014-03-07
23.31999969482422,2014-03-10
23.010000228881836,2014-03-11
23.8799991607666,2014-03-12
23.389999389648438,2014-03-13
23.790000915527344,2014-03-14
23.65999984741211,2014-03-17
23.760000228881836,2014-03-18
23.469999313354492,2014-03-19
24.100000381469727,2014-03-20
24.149999618530273,2014-03-21
23.600000381469727,2014-03-24
23.459999084472656,2014-03-25
22.68000030517578,2014-03-26
22.420000076293945,2014-03-27
22.239999771118164,2014-03-28
22.739999771118164,2014-03-31
23.479999542236328,2014-04-01
23.940000534057617,2014-04-02
23.280000686645508,2014-04-03
21.6299991607666,2014-04-04
20.299999237060547,2014-04-07
20.440000534057617,2014-04-08
21.0,2014-04-09
19.829999923706055,2014-04-10
19.40999984741211,2014-04-11
19.43000030517578,2014-04-14
19.5,2014-04-15
19.899999618530273,2014-04-16
19.8799991607666,2014-04-17
20.030000686645508,2014-04-21
20.360000610351562,2014-04-22
20.559999465942383,2014-04-23
21.329999923706055,2014-04-24
20.649999618530273,2014-04-25
19.6299991607666,2014-04-28
19.8799991607666,2014-04-29
19.770000457763672,2014-04-30
19.270000457763672,2014-05-01
19.329999923706055,2014-05-02
19.200000762939453,2014-05-05
18.65999984741211,2014-05-06
18.510000228881836,2014-05-07
18.260000228881836,2014-05-08
18.520000457763672,2014-05-09
19.329999923706055,2014-05-12
19.049999237060547,2014-05-13
18.700000762939453,2014-05-14
18.969999313354492,2014-05-15
18.950000762939453,2014-05-16
19.239999771118164,2014-05-19
19.219999313354492,2014-05-20
19.440000534057617,2014-05-21
20.219999313354492,2014-05-22
20.149999618530273,2014-05-23
20.479999542236328,2014-05-27
20.15999984741211,2014-05-28
19.920000076293945,2014-05-29
19.399999618530273,2014-05-30
18.649999618530273,2014-06-02
18.81999969482422,2014-06-03
18.989999771118164,2014-06-04
22.479999542236328,2014-06-05
22.229999542236328,2014-06-06
22.510000228881836,2014-06-09
22.68000030517578,2014-06-10
22.420000076293945,2014-06-11
22.190000534057617,2014-06-12
22.309999465942383,2014-06-13
22.399999618530273,2014-06-16
22.510000228881836,2014-06-17
22.309999465942383,2014-06-18
22.239999771118164,2014-06-19
22.309999465942383,2014-06-20
21.959999084472656,2014-06-23
21.729999542236328,2014-06-24
21.530000686645508,2014-06-25
21.59000015258789,2014-06-26
21.520000457763672,2014-06-27
21.65999984741211,2014-06-30
21.899999618530273,2014-07-01
22.149999618530273,2014-07-02
22.170000076293945,2014-07-03
22.030000686645508,2014-07-07
21.1200008392334,2014-07-08
20.93000030517578,2014-07-09
20.549999237060547,2014-07-10
20.549999237060547,2014-07-11
20.489999771118164,2014-07-14
20.239999771118164,2014-07-15
20.110000610351562,2014-07-16
19.899999618530273,2014-07-17
19.989999771118164,2014-07-18
19.959999084472656,2014-07-21
20.56999969482422,2014-07-22
19.90999984741211,2014-07-23
19.780000686645508,2014-07-24
19.6200008392334,2014-07-25
19.540000915527344,2014-07-28
19.479999542236328,2014-07-29
19.93000030517578,2014-07-30
19.530000686645508,2014-07-31
19.100000381469727,2014-08-01
18.969999313354492,2014-08-04
19.260000228881836,2014-08-05
19.389999389648438,2014-08-06
19.190000534057617,2014-08-07
19.1200008392334,2014-08-08
19.56999969482422,2014-08-11
19.219999313354492,2014-08-12
18.770000457763672,2014-08-13
19.040000915527344,2014-08-14
18.81999969482422,2014-08-15
19.34000015258789,2014-08-18
19.270000457763672,2014-08-19
19.530000686645508,2014-08-20
20.079999923706055,2014-08-21
19.84000015258789,2014-08-22
19.93000030517578,2014-08-25
20.739999771118164,2014-08-26
20.600000381469727,2014-08-27
20.469999313354492,2014-08-28
20.690000534057617,2014-08-29
20.15999984741211,2014-09-02
20.459999084472656,2014-09-03
18.510000228881836,2014-09-04
19.3799991607666,2014-09-05
19.290000915527344,2014-09-08
19.420000076293945,2014-09-09
19.399999618530273,2014-09-10
19.649999618530273,2014-09-11
19.40999984741211,2014-09-12
19.209999084472656,2014-09-15
19.110000610351562,2014-09-16
19.1299991607666,2014-09-17
19.239999771118164,2014-09-18
18.860000610351562,2014-09-19
17.790000915527344,2014-09-22
17.780000686645508,2014-09-23
17.90999984741211,2014-09-24
17.350000381469727,2014-09-25
17.209999084472656,2014-09-26
17.030000686645508,2014-09-29
16.719999313354492,2014-09-30
16.719999313354492,2014-10-01
16.770000457763672,2014-10-02
16.530000686645508,2014-10-03
16.25,2014-10-06
15.84000015258789,2014-10-07
16.270000457763672,2014-10-08
15.539999961853027,2014-10-09
14.510000228881836,2014-10-10
14.25,2014-10-13
14.15999984741211,2014-10-14
14.539999961853027,2014-10-15
15.100000381469727,2014-10-16
15.130000114440918,2014-10-17
15.550000190734863,2014-10-20
16.15999984741211,2014-10-21
15.529999732971191,2014-10-22
16.59000015258789,2014-10-23
16.239999771118164,2014-10-24
16.079999923706055,2014-10-27
16.579999923706055,2014-10-28
16.3700008392334,2014-10-29
16.56999969482422,2014-10-30
16.760000228881836,2014-10-31
16.81999969482422,2014-11-03
16.610000610351562,2014-11-04
16.329999923706055,2014-11-05
16.389999389648438,2014-11-06
16.6200008392334,2014-11-07
15.3100004196167,2014-11-10
15.319999694824219,2014-11-11
15.170000076293945,2014-11-12
14.8100004196167,2014-11-13
15.149999618530273,2014-11-14
14.930000305175781,2014-11-17
15.199999809265137,2014-11-18
15.4399995803833,2014-11-19
15.899999618530273,2014-11-20
16.469999313354492,2014-11-21
16.760000228881836,2014-11-24
16.75,2014-11-25
16.739999771118164,2014-11-26
16.530000686645508,2014-11-28
16.260000228881836,2014-12-01
15.960000038146973,2014-12-02
16.549999237060547,2014-12-03
16.3799991607666,2014-12-04
16.8700008392334,2014-12-05
17.229999542236328,2014-12-08
17.59000015258789,2014-12-09
16.959999084472656,2014-12-10
18.139999389648438,2014-12-11
18.1200008392334,2014-12-12
18.1299991607666,2014-12-15
18.059999465942383,2014-12-16
18.59000015258789,2014-12-17
19.270000457763672,2014-12-18
19.360000610351562,2014-12-19
19.479999542236328,2014-12-22
19.829999923706055,2014-12-23
19.860000610351562,2014-12-24
19.850000381469727,2014-12-26
19.84000015258789,2014-12-29
19.6200008392334,2014-12-30
19.40999984741211,2014-12-31
19.540000915527344,2015-01-02
19.540000915527344,2015-01-05
19.06999969482422,2015-01-06
19.040000915527344,2015-01-07
19.549999237060547,2015-01-08
19.309999465942383,2015-01-09
19.350000381469727,2015-01-12
19.100000381469727,2015-01-13
19.399999618530273,2015-01-14
18.610000610351562,2015-01-15
19.149999618530273,2015-01-16
18.790000915527344,2015-01-20
19.209999084472656,2015-01-21
19.450000762939453,2015-01-22
19.690000534057617,2015-01-23
19.6200008392334,2015-01-26
19.3799991607666,2015-01-27
19.440000534057617,2015-01-28
19.40999984741211,2015-01-29
18.520000457763672,2015-01-30
18.6200008392334,2015-02-02
18.950000762939453,2015-02-03
18.719999313354492,2015-02-04
19.34000015258789,2015-02-05
19.530000686645508,2015-02-06
19.559999465942383,2015-02-09
19.690000534057617,2015-02-10
19.739999771118164,2015-02-11
19.84000015258789,2015-02-12
20.079999923706055,2015-02-13
20.190000534057617,2015-02-17
20.299999237060547,2015-02-18
20.200000762939453,2015-02-19
20.309999465942383,2015-02-20
20.030000686645508,2015-02-23
20.389999389648438,2015-02-24
20.790000915527344,2015-02-25
20.90999984741211,2015-02-26
20.920000076293945,2015-02-27
20.979999542236328,2015-03-02
20.75,2015-03-03
20.600000381469727,2015-03-04
20.639999389648438,2015-03-05
21.049999237060547,2015-03-06
21.260000228881836,2015-03-09
20.81999969482422,2015-03-10
20.93000030517578,2015-03-11
20.829999923706055,2015-03-12
20.639999389648438,2015-03-13
21.399999618530273,2015-03-16
21.170000076293945,2015-03-17
21.299999237060547,2015-03-18
20.469999313354492,2015-03-19
20.6299991607666,2015-03-20
20.190000534057617,2015-03-23
20.530000686645508,2015-03-24
20.209999084472656,2015-03-25
19.979999542236328,2015-03-26
19.170000076293945,2015-03-27
19.399999618530273,2015-03-30
