AGNC,Date
2.555194854736328,2008-12-17
2.5765540599823,2008-12-18
2.670004367828369,2008-12-19
2.8355448246002197,2008-12-22
2.855569839477539,2008-12-23
2.930330991744995,2008-12-24
2.8836052417755127,2008-12-26
2.9175288677215576,2008-12-29
2.945800304412842,2008-12-30
3.0193042755126953,2008-12-31
2.9599356651306152,2009-01-02
2.9825525283813477,2009-01-05
2.995274066925049,2009-01-06
2.986793279647827,2009-01-07
3.002340793609619,2009-01-08
2.9443883895874023,2009-01-09
2.9118759632110596,2009-01-12
2.974071502685547,2009-01-13
2.954279899597168,2009-01-14
2.9514544010162354,2009-01-15
2.907635450363159,2009-01-16
2.807274341583252,2009-01-20
2.8878467082977295,2009-01-21
2.8256499767303467,2009-01-22
2.8171701431274414,2009-01-23
2.8482677936553955,2009-01-26
2.8878467082977295,2009-01-27
2.926010847091675,2009-01-28
2.8510937690734863,2009-01-29
2.8242366313934326,2009-01-30
2.812927484512329,2009-02-02
2.8694705963134766,2009-02-03
2.8044469356536865,2009-02-04
2.5160868167877197,2009-02-05
2.4538912773132324,2009-02-06
2.43692946434021,2009-02-09
2.3775596618652344,2009-02-10
2.4030044078826904,2009-02-11
2.386042833328247,2009-02-12
2.386042833328247,2009-02-13
2.318193197250366,2009-02-17
2.291335105895996,2009-02-18
2.2489304542541504,2009-02-19
2.257410764694214,2009-02-20
2.2503421306610107,2009-02-23
2.384629249572754,2009-02-24
2.3012290000915527,2009-02-25
2.326673746109009,2009-02-26
2.2757863998413086,2009-02-27
2.1598761081695557,2009-03-02
2.1217100620269775,2009-03-03
2.169771909713745,2009-03-04
2.1146433353424072,2009-03-05
2.08213210105896,2009-03-06
2.1202991008758545,2009-03-09
2.296989679336548,2009-03-10
2.3478782176971436,2009-03-11
2.330914258956909,2009-03-12
2.4708523750305176,2009-03-13
2.4595460891723633,2009-03-16
2.473681688308716,2009-03-17
2.492056131362915,2009-03-18
2.3789749145507812,2009-03-19
2.3125383853912354,2009-03-20
2.3803887367248535,2009-03-23
2.3747341632843018,2009-03-24
2.456718683242798,2009-03-25
2.5231547355651855,2009-03-26
2.4977128505706787,2009-03-27
2.517500638961792,2009-03-30
2.539766788482666,2009-03-31
2.5115628242492676,2009-04-01
2.541250228881836,2009-04-02
2.55461049079895,2009-04-03
2.539766788482666,2009-04-06
2.5204687118530273,2009-04-07
2.542734146118164,2009-04-08
2.550156831741333,2009-04-09
2.570937156677246,2009-04-13
2.5085947513580322,2009-04-14
2.5457026958465576,2009-04-15
2.59320330619812,2009-04-16
2.5991408824920654,2009-04-17
2.539766788482666,2009-04-20
2.603593587875366,2009-04-21
2.570937156677246,2009-04-22
2.535311698913574,2009-04-23
2.530860424041748,2009-04-24
2.541250228881836,2009-04-27
2.5635170936584473,2009-04-28
2.624375104904175,2009-04-29
2.7832043170928955,2009-04-30
2.729766368865967,2009-05-01
2.766875982284546,2009-05-04
2.731250047683716,2009-05-05
2.763906717300415,2009-05-06
2.740157127380371,2009-05-07
2.7742972373962402,2009-05-08
2.7564857006073,2009-05-11
2.7965645790100098,2009-05-12
2.755000352859497,2009-05-13
2.7980480194091797,2009-05-14
2.7980480194091797,2009-05-15
2.860391855239868,2009-05-18
2.875235080718994,2009-05-19
2.8410940170288086,2009-05-20
2.8559370040893555,2009-05-21
2.8500001430511475,2009-05-22
2.9301576614379883,2009-05-26
2.8514840602874756,2009-05-27
2.8900787830352783,2009-05-28
2.81882905960083,2009-05-29
2.860391855239868,2009-06-01
2.9598445892333984,2009-06-02
2.9539060592651367,2009-06-03
3.0043768882751465,2009-06-04
2.952423572540283,2009-06-05
2.952423572540283,2009-06-08
3.022188901901245,2009-06-09
2.909377098083496,2009-06-10
2.8366401195526123,2009-06-11
2.8440630435943604,2009-06-12
2.8663289546966553,2009-06-15
2.9078919887542725,2009-06-16
2.96429705619812,2009-06-17
3.0355477333068848,2009-06-18
3.0860164165496826,2009-06-19
3.0563299655914307,2009-06-22
3.2878916263580322,2009-06-23
3.3413279056549072,2009-06-24
3.5046088695526123,2009-06-25
3.546172857284546,2009-06-26
3.525390148162842,2009-06-29
3.639470338821411,2009-06-30
3.5348987579345703,2009-07-01
3.514299154281616,2009-07-02
3.547574520111084,2009-07-06
3.5919368267059326,2009-07-07
3.4525065422058105,2009-07-08
3.4097273349761963,2009-07-09
3.466766595840454,2009-07-10
3.634716749191284,2009-07-13
3.4081435203552246,2009-07-14
3.490534543991089,2009-07-15
3.5111300945281982,2009-07-16
3.4889509677886963,2009-07-17
3.561833143234253,2009-07-20
3.5919368267059326,2009-07-21
3.713939666748047,2009-07-22
3.7678117752075195,2009-07-23
3.7091872692108154,2009-07-24
3.7709810733795166,2009-07-27
3.8026700019836426,2009-07-28
3.7931625843048096,2009-07-29
3.7963309288024902,2009-07-30
3.609367847442627,2009-07-31
3.691758632659912,2009-08-03
3.7868261337280273,2009-08-04
3.8327748775482178,2009-08-05
3.7852401733398438,2009-08-06
3.891399621963501,2009-08-07
3.891399621963501,2009-08-10
3.6965115070343018,2009-08-11
3.691758632659912,2009-08-12
3.7044336795806885,2009-08-13
3.7076032161712646,2009-08-14
3.691758632659912,2009-08-17
3.702848196029663,2009-08-18
3.698096990585327,2009-08-19
3.8834750652313232,2009-08-20
3.9278404712677,2009-08-21
3.959531545639038,2009-08-24
4.097376823425293,2009-08-25
4.12906551361084,2009-08-26
4.12906551361084,2009-08-27
3.9943878650665283,2009-08-28
3.943683385848999,2009-08-31
3.8676319122314453,2009-09-01
3.908827781677246,2009-09-02
3.991218328475952,2009-09-03
4.029245376586914,2009-09-04
4.103714466094971,2009-09-08
4.130650520324707,2009-09-09
4.209871768951416,2009-09-10
4.295431137084961,2009-09-11
4.309693813323975,2009-09-14
4.363564491271973,2009-09-15
4.439615249633789,2009-09-16
4.493489742279053,2009-09-17
4.509332656860352,2009-09-18
4.624996662139893,2009-09-21
4.721648693084717,2009-09-22
4.943469524383545,2009-09-23
4.727984428405762,2009-09-24
4.702633380889893,2009-09-25
4.8705854415893555,2009-09-28
4.797701358795166,2009-09-29
4.726269721984863,2009-09-30
4.45216178894043,2009-10-01
4.538545608520508,2009-10-02
4.67144775390625,2009-10-05
4.68141508102417,2009-10-06
4.586723327636719,2009-10-07
4.639883995056152,2009-10-08
4.593364238739014,2009-10-09
4.483723163604736,2009-10-12
4.394016265869141,2009-10-13
4.596686363220215,2009-10-14
4.609980583190918,2009-10-15
4.571769714355469,2009-10-16
4.603334426879883,2009-10-19
4.641541481018066,2009-10-20
4.669784069061279,2009-10-21
4.8026862144470215,2009-10-22
4.771121978759766,2009-10-23
4.674770355224609,2009-10-26
4.325904846191406,2009-10-27
4.344179153442383,2009-10-28
4.362451553344727,2009-10-29
4.319259166717529,2009-10-30
4.310952663421631,2009-11-02
4.339193820953369,2009-11-03
4.257794380187988,2009-11-04
4.329225540161133,2009-11-05
4.297666072845459,2009-11-06
4.36079216003418,2009-11-09
4.254471778869629,2009-11-10
4.229550838470459,2009-11-11
4.1813764572143555,2009-11-12
4.231213569641113,2009-11-13
4.305970191955566,2009-11-16
4.31593656539917,2009-11-17
4.344179153442383,2009-11-18
4.382386684417725,2009-11-19
4.347503662109375,2009-11-20
4.352485179901123,2009-11-23
4.352485179901123,2009-11-24
