VNO,Date
0.14611132442951202,1980-03-17
0.14611132442951202,1980-03-18
0.15847451984882355,1980-03-19
0.15622669458389282,1980-03-20
0.15959833562374115,1980-03-21
0.1573505848646164,1980-03-24
0.1449873447418213,1980-03-25
0.142739400267601,1980-03-26
0.12363261729478836,1980-03-27
0.13711994886398315,1980-03-28
0.1472351998090744,1980-03-31
0.15060709416866302,1980-04-01
0.15285497903823853,1980-04-02
0.1517309993505478,1980-04-03
0.14948305487632751,1980-04-07
0.1472351998090744,1980-04-08
0.15285497903823853,1980-04-09
0.1618463397026062,1980-04-10
0.15622669458389282,1980-04-11
0.15285497903823853,1980-04-14
0.15285497903823853,1980-04-15
0.1483592987060547,1980-04-16
0.1438635140657425,1980-04-17
0.1438635140657425,1980-04-18
0.141615629196167,1980-04-21
0.1517309993505478,1980-04-22
0.1517309993505478,1980-04-23
0.15285497903823853,1980-04-24
0.15397879481315613,1980-04-25
0.14948305487632751,1980-04-28
0.1551026850938797,1980-04-29
0.1775812953710556,1980-04-30
0.17870542407035828,1980-05-01
0.18882080912590027,1980-05-02
0.18432499468326569,1980-05-05
0.1820770651102066,1980-05-06
0.17645758390426636,1980-05-07
0.17533347010612488,1980-05-08
0.17308570444583893,1980-05-09
0.17982931435108185,1980-05-12
0.18769672513008118,1980-05-13
0.1820770651102066,1980-05-14
0.17982931435108185,1980-05-15
0.18095342814922333,1980-05-16
0.17982931435108185,1980-05-19
0.18095342814922333,1980-05-20
0.1775812953710556,1980-05-21
0.17870542407035828,1980-05-22
0.18320119380950928,1980-05-23
0.1775812953710556,1980-05-27
0.1719617247581482,1980-05-28
0.17533347010612488,1980-05-29
0.16971392929553986,1980-05-30
0.16858991980552673,1980-06-02
0.16634197533130646,1980-06-03
0.17083775997161865,1980-06-04
0.16971392929553986,1980-06-05
0.17533347010612488,1980-06-06
0.17083775997161865,1980-06-09
0.17083775997161865,1980-06-10
0.17308570444583893,1980-06-11
0.16971392929553986,1980-06-12
0.17308570444583893,1980-06-13
0.17083775997161865,1980-06-16
0.16746613383293152,1980-06-17
0.1719617247581482,1980-06-18
0.1719617247581482,1980-06-19
0.1719617247581482,1980-06-20
0.1820770651102066,1980-06-23
0.18882080912590027,1980-06-24
0.19331656396389008,1980-06-25
0.18882080912590027,1980-06-26
0.18769672513008118,1980-06-27
0.18769672513008118,1980-06-30
0.19331656396389008,1980-07-01
0.18882080912590027,1980-07-02
0.18657290935516357,1980-07-03
0.18769672513008118,1980-07-07
0.18882080912590027,1980-07-08
0.18882080912590027,1980-07-09
0.18882080912590027,1980-07-10
0.18882080912590027,1980-07-11
0.19556427001953125,1980-07-14
0.191068634390831,1980-07-15
0.1978122889995575,1980-07-16
0.19556427001953125,1980-07-17
0.19556427001953125,1980-07-18
0.19893606007099152,1980-07-21
0.19331656396389008,1980-07-22
0.19331656396389008,1980-07-23
0.18544885516166687,1980-07-24
0.18657290935516357,1980-07-25
0.18769672513008118,1980-07-28
0.18657290935516357,1980-07-29
0.18657290935516357,1980-07-30
0.18994463980197906,1980-07-31
0.18882080912590027,1980-08-01
0.191068634390831,1980-08-04
0.20118406414985657,1980-08-05
0.20567984879016876,1980-08-06
0.20343181490898132,1980-08-07
0.2023080587387085,1980-08-08
0.19893606007099152,1980-08-11
0.19444039463996887,1980-08-12
0.19331656396389008,1980-08-13
0.20118406414985657,1980-08-14
0.19668826460838318,1980-08-15
0.18882080912590027,1980-08-18
0.19219247996807098,1980-08-19
0.191068634390831,1980-08-20
0.19219247996807098,1980-08-21
0.19331656396389008,1980-08-22
0.1978122889995575,1980-08-25
0.191068634390831,1980-08-26
0.18882080912590027,1980-08-27
0.18769672513008118,1980-08-28
0.18769672513008118,1980-08-29
0.18657290935516357,1980-09-02
0.2023080587387085,1980-09-03
0.19444039463996887,1980-09-04
0.19331656396389008,1980-09-05
0.191068634390831,1980-09-08
0.191068634390831,1980-09-09
0.19556427001953125,1980-09-10
0.19331656396389008,1980-09-11
0.18882080912590027,1980-09-12
0.18432499468326569,1980-09-15
0.19556427001953125,1980-09-16
0.1978122889995575,1980-09-17
0.1978122889995575,1980-09-18
0.20680369436740875,1980-09-19
0.21129949390888214,1980-09-22
0.20455585420131683,1980-09-23
0.20680369436740875,1980-09-24
0.20680369436740875,1980-09-25
0.1978122889995575,1980-09-26
0.18657290935516357,1980-09-29
0.18769672513008118,1980-09-30
0.18657290935516357,1980-10-01
0.18544885516166687,1980-10-02
0.18882080912590027,1980-10-03
0.19331656396389008,1980-10-06
0.18882080912590027,1980-10-07
0.18882080912590027,1980-10-08
0.18882080912590027,1980-10-09
0.18657290935516357,1980-10-10
0.18882080912590027,1980-10-13
0.18769672513008118,1980-10-14
0.18657290935516357,1980-10-15
0.17982931435108185,1980-10-16
0.1820770651102066,1980-10-17
0.17982931435108185,1980-10-20
0.17420971393585205,1980-10-21
0.17308570444583893,1980-10-22
0.17308570444583893,1980-10-23
0.1719617247581482,1980-10-24
0.16634197533130646,1980-10-27
0.1640942394733429,1980-10-28
0.1640942394733429,1980-10-29
0.1618463397026062,1980-10-30
0.16634197533130646,1980-10-31
0.16858991980552673,1980-11-03
0.16634197533130646,1980-11-05
0.1618463397026062,1980-11-06
0.15959833562374115,1980-11-07
0.1573505848646164,1980-11-10
0.15847451984882355,1980-11-11
0.15959833562374115,1980-11-12
0.15959833562374115,1980-11-13
0.15959833562374115,1980-11-14
0.15622669458389282,1980-11-17
0.15060709416866302,1980-11-18
0.15060709416866302,1980-11-19
0.15959833562374115,1980-11-20
0.15959833562374115,1980-11-21
0.1551026850938797,1980-11-24
0.15959833562374115,1980-11-25
0.1607224941253662,1980-11-26
0.1640942394733429,1980-11-28
0.1573505848646164,1980-12-01
0.1607224941253662,1980-12-02
0.16521817445755005,1980-12-03
0.1618463397026062,1980-12-04
0.15397879481315613,1980-12-05
0.141615629196167,1980-12-08
0.13824374973773956,1980-12-09
0.13824374973773956,1980-12-10
0.1348719745874405,1980-12-11
0.13711994886398315,1980-12-12
0.13374795019626617,1980-12-15
0.12812837958335876,1980-12-16
0.1393677145242691,1980-12-17
0.1404915153980255,1980-12-18
0.1393677145242691,1980-12-19
0.13711994886398315,1980-12-22
0.1438635140657425,1980-12-23
0.1483592987060547,1980-12-24
0.1483592987060547,1980-12-26
0.1483592987060547,1980-12-29
0.1483592987060547,1980-12-30
0.15060709416866302,1980-12-31
0.1472351998090744,1981-01-02
0.15285497903823853,1981-01-05
0.1517309993505478,1981-01-06
0.1449873447418213,1981-01-07
0.1404915153980255,1981-01-08
0.1393677145242691,1981-01-09
0.13599582016468048,1981-01-12
0.13711994886398315,1981-01-13
0.13824374973773956,1981-01-14
0.13374795019626617,1981-01-15
0.1348719745874405,1981-01-16
0.13262414932250977,1981-01-19
0.13037629425525665,1981-01-20
0.12812837958335876,1981-01-21
0.12588053941726685,1981-01-22
0.12812837958335876,1981-01-23
0.13374795019626617,1981-01-26
0.13262414932250977,1981-01-27
0.13150012493133545,1981-01-28
0.13150012493133545,1981-01-29
0.14611132442951202,1981-01-30
0.13037629425525665,1981-02-02
0.13599582016468048,1981-02-03
0.13711994886398315,1981-02-04
0.1348719745874405,1981-02-05
0.13150012493133545,1981-02-06
0.13150012493133545,1981-02-09
0.13262414932250977,1981-02-10
0.13150012493133545,1981-02-11
0.13037629425525665,1981-02-12
0.13037629425525665,1981-02-13
0.12925222516059875,1981-02-17
0.13037629425525665,1981-02-18
0.12812837958335876,1981-02-19
0.12812837958335876,1981-02-20
0.12588053941726685,1981-02-23
0.12363261729478836,1981-02-24
0.12250881642103195,1981-02-25
0.12250881642103195,1981-02-26
0.12588053941726685,1981-02-27
0.12363261729478836,1981-03-02
0.12475650757551193,1981-03-03
0.12138474732637405,1981-03-04
0.11913692206144333,1981-03-05
0.11464112251996994,1981-03-06
0.11239325255155563,1981-03-09
0.11801309138536453,1981-03-10
0.12138474732637405,1981-03-11
0.12138474732637405,1981-03-12
0.12475650757551193,1981-03-13
0.12363261729478836,1981-03-16
0.12138474732637405,1981-03-17
0.12138474732637405,1981-03-18
0.12026096135377884,1981-03-19
0.12138474732637405,1981-03-20
0.12138474732637405,1981-03-23
0.12250881642103195,1981-03-24
0.12138474732637405,1981-03-25
0.12700438499450684,1981-03-26
0.12588053941726685,1981-03-27
0.12475650757551193,1981-03-30
0.12925222516059875,1981-03-31
0.12812837958335876,1981-04-01
0.13037629425525665,1981-04-02
0.13037629425525665,1981-04-03
0.12812837958335876,1981-04-06
0.13037629425525665,1981-04-07
0.12925222516059875,1981-04-08
0.14611132442951202,1981-04-09
0.1483592987060547,1981-04-10
0.15060709416866302,1981-04-13
0.14948305487632751,1981-04-14
0.15285497903823853,1981-04-15
0.15622669458389282,1981-04-16
0.1573505848646164,1981-04-20
0.15285497903823853,1981-04-21
0.1517309993505478,1981-04-22
0.14611132442951202,1981-04-23
0.15285497903823853,1981-04-24
0.15397879481315613,1981-04-27
0.15285497903823853,1981-04-28
0.142739400267601,1981-04-29
0.141615629196167,1981-04-30
0.141615629196167,1981-05-01
0.1404915153980255,1981-05-04
0.1404915153980255,1981-05-05
0.1393677145242691,1981-05-06
0.142739400267601,1981-05-07
0.1472351998090744,1981-05-08
0.141615629196167,1981-05-11
0.141615629196167,1981-05-12
0.1483592987060547,1981-05-13
0.15397879481315613,1981-05-14
0.16634197533130646,1981-05-15
0.16634197533130646,1981-05-18
0.16634197533130646,1981-05-19
0.16634197533130646,1981-05-20
0.15959833562374115,1981-05-21
0.16297031939029694,1981-05-22
0.1607224941253662,1981-05-26
0.1640942394733429,1981-05-27
0.1618463397026062,1981-05-28
0.1618463397026062,1981-05-29
0.1607224941253662,1981-06-01
0.15285497903823853,1981-06-02
0.15397879481315613,1981-06-03
0.1573505848646164,1981-06-04
0.15959833562374115,1981-06-05
0.1573505848646164,1981-06-08
0.15622669458389282,1981-06-09
0.1517309993505478,1981-06-10
0.15060709416866302,1981-06-11
0.14948305487632751,1981-06-12
0.14611132442951202,1981-06-15
0.1472351998090744,1981-06-16
0.1472351998090744,1981-06-17
0.141615629196167,1981-06-18
0.141615629196167,1981-06-19
0.1393677145242691,1981-06-22
0.141615629196167,1981-06-23
0.141615629196167,1981-06-24
0.1438635140657425,1981-06-25
0.1438635140657425,1981-06-26
0.141615629196167,1981-06-29
0.1393677145242691,1981-06-30
0.1393677145242691,1981-07-01
0.1438635140657425,1981-07-02
0.1404915153980255,1981-07-06
0.1404915153980255,1981-07-07
0.142739400267601,1981-07-08
0.13824374973773956,1981-07-09
0.13374795019626617,1981-07-10
0.13150012493133545,1981-07-13
0.13150012493133545,1981-07-14
0.1348719745874405,1981-07-15
0.13150012493133545,1981-07-16
0.14611132442951202,1981-07-17
0.14611132442951202,1981-07-20
0.15060709416866302,1981-07-21
0.15285497903823853,1981-07-22
0.15060709416866302,1981-07-23
0.1551026850938797,1981-07-24
0.1551026850938797,1981-07-27
0.14948305487632751,1981-07-28
0.1483592987060547,1981-07-29
0.15060709416866302,1981-07-30
0.1483592987060547,1981-07-31
0.1449873447418213,1981-08-03
0.1449873447418213,1981-08-04
0.142739400267601,1981-08-05
0.1404915153980255,1981-08-06
0.1404915153980255,1981-08-07
0.13711994886398315,1981-08-10
0.13711994886398315,1981-08-11
0.1393677145242691,1981-08-12
0.1393677145242691,1981-08-13
0.13374795019626617,1981-08-14
0.13150012493133545,1981-08-17
0.12588053941726685,1981-08-18
0.12588053941726685,1981-08-19
0.13037629425525665,1981-08-20
0.12812837958335876,1981-08-21
0.11913692206144333,1981-08-24
0.11801309138536453,1981-08-25
0.11913692206144333,1981-08-26
0.12138474732637405,1981-08-27
0.12250881642103195,1981-08-28
0.11913692206144333,1981-08-31
0.11913692206144333,1981-09-01
0.11801309138536453,1981-09-02
0.11576519161462784,1981-09-03
0.11351729184389114,1981-09-04
0.10789752751588821,1981-09-08
0.1011539027094841,1981-09-09
0.10340175777673721,1981-09-10
0.10564962029457092,1981-09-11
0.10902157425880432,1981-09-14
0.10564962029457092,1981-09-15
0.10227792710065842,1981-09-16
0.09778213500976562,1981-09-17
0.0955343171954155,1981-09-18
0.09441033750772476,1981-09-21
0.09890604019165039,1981-09-22
0.09778213500976562,1981-09-23
0.09216257184743881,1981-09-24
0.08541898429393768,1981-09-25
0.08092325925827026,1981-09-28
0.08317112922668457,1981-09-29
0.07867533713579178,1981-09-30
0.08991474658250809,1981-10-01
0.0955343171954155,1981-10-02
0.0955343171954155,1981-10-05
0.09328645467758179,1981-10-06
0.09216257184743881,1981-10-07
0.09890604019165039,1981-10-08
0.09778213500976562,1981-10-09
0.09665820747613907,1981-10-12
0.09328645467758179,1981-10-13
0.0910385325551033,1981-10-14
0.09665820747613907,1981-10-15
0.09778213500976562,1981-10-16
0.11576519161462784,1981-10-19
0.12026096135377884,1981-10-20
0.11351729184389114,1981-10-21
0.10564962029457092,1981-10-22
0.10789752751588821,1981-10-23
0.11126942187547684,1981-10-26
0.11576519161462784,1981-10-27
0.12475650757551193,1981-10-28
0.12138474732637405,1981-10-29
0.12138474732637405,1981-10-30
0.11913692206144333,1981-11-02
0.12588053941726685,1981-11-03
0.12138474732637405,1981-11-04
0.11913692206144333,1981-11-05
0.12250881642103195,1981-11-06
0.11801309138536453,1981-11-09
0.11801309138536453,1981-11-10
0.11801309138536453,1981-11-11
0.11576519161462784,1981-11-12
0.11464112251996994,1981-11-13
0.10902157425880432,1981-11-16
0.10789752751588821,1981-11-17
0.10789752751588821,1981-11-18
0.10677366703748703,1981-11-19
0.10902157425880432,1981-11-20
0.10677366703748703,1981-11-23
0.10677366703748703,1981-11-24
0.10564962029457092,1981-11-25
0.10677366703748703,1981-11-27
0.11014539003372192,1981-11-30
0.11126942187547684,1981-12-01
0.11239325255155563,1981-12-02
0.11913692206144333,1981-12-03
0.11801309138536453,1981-12-04
0.11688906699419022,1981-12-07
0.11688906699419022,1981-12-08
0.11239325255155563,1981-12-09
0.11014539003372192,1981-12-10
0.11014539003372192,1981-12-11
0.10677366703748703,1981-12-14
0.10564962029457092,1981-12-15
0.10452578961849213,1981-12-16
0.11126942187547684,1981-12-17
0.11126942187547684,1981-12-18
0.10902157425880432,1981-12-21
0.10789752751588821,1981-12-22
0.10452578961849213,1981-12-23
0.10789752751588821,1981-12-24
0.10452578961849213,1981-12-28
0.10003000497817993,1981-12-29
0.11014539003372192,1981-12-30
0.10902157425880432,1981-12-31
0.11014539003372192,1982-01-04
0.11126942187547684,1982-01-05
0.11576519161462784,1982-01-06
0.11688906699419022,1982-01-07
0.10902157425880432,1982-01-08
0.10789752751588821,1982-01-11
0.10902157425880432,1982-01-12
0.11014539003372192,1982-01-13
0.10902157425880432,1982-01-14
0.11239325255155563,1982-01-15
0.11464112251996994,1982-01-18
0.11351729184389114,1982-01-19
0.11239325255155563,1982-01-20
0.12138474732637405,1982-01-21
0.11913692206144333,1982-01-22
0.12700438499450684,1982-01-25
0.12138474732637405,1982-01-26
0.12250881642103195,1982-01-27
0.12363261729478836,1982-01-28
0.12475650757551193,1982-01-29
0.12138474732637405,1982-02-01
0.11913692206144333,1982-02-02
0.12026096135377884,1982-02-03
0.12026096135377884,1982-02-04
0.12700438499450684,1982-02-05
0.12925222516059875,1982-02-08
0.12588053941726685,1982-02-09
0.12138474732637405,1982-02-10
0.12138474732637405,1982-02-11
0.12138474732637405,1982-02-12
0.12026096135377884,1982-02-16
0.12250881642103195,1982-02-17
0.12700438499450684,1982-02-18
0.12812837958335876,1982-02-19
0.11688906699419022,1982-02-22
0.12700438499450684,1982-02-23
0.12363261729478836,1982-02-24
0.12138474732637405,1982-02-25
0.12026096135377884,1982-02-26
0.12250881642103195,1982-03-01
0.11913692206144333,1982-03-02
0.12026096135377884,1982-03-03
0.11351729184389114,1982-03-04
0.10677366703748703,1982-03-05
0.1011539027094841,1982-03-08
0.10340175777673721,1982-03-09
0.10789752751588821,1982-03-10
0.10564962029457092,1982-03-11
0.10452578961849213,1982-03-12
0.10452578961849213,1982-03-15
0.10564962029457092,1982-03-16
0.10564962029457092,1982-03-17
0.10789752751588821,1982-03-18
0.11913692206144333,1982-03-19
