BF-B,Date
0.2722935974597931,1980-10-24
0.2729496657848358,1980-10-27
0.2703250050544739,1980-10-28
0.26507630944252014,1980-10-29
0.26245176792144775,1980-10-30
0.25982725620269775,1980-10-31
0.2637641429901123,1980-11-03
0.26507630944252014,1980-11-05
0.2591707110404968,1980-11-06
0.25064119696617126,1980-11-07
0.25982725620269775,1980-11-10
0.26245176792144775,1980-11-11
0.25982725620269775,1980-11-12
0.26507630944252014,1980-11-13
0.26770052313804626,1980-11-14
0.2729496657848358,1980-11-17
0.2742617428302765,1980-11-18
0.27819857001304626,1980-11-19
0.28082308173179626,1980-11-20
0.2834477126598358,1980-11-21
0.2919773757457733,1980-11-24
0.3018190860748291,1980-11-25
0.3018190860748291,1980-11-26
0.29919514060020447,1980-11-28
0.29525822401046753,1980-12-01
0.29525822401046753,1980-12-02
0.2926337420940399,1980-12-03
0.2860722541809082,1980-12-04
0.2847600281238556,1980-12-05
0.2788549065589905,1980-12-08
0.28016728162765503,1980-12-09
0.2841036319732666,1980-12-10
0.2834477126598358,1980-12-11
0.28082308173179626,1980-12-12
0.27557405829429626,1980-12-15
0.2788549065589905,1980-12-16
0.2860722541809082,1980-12-17
0.28738442063331604,1980-12-18
0.28869685530662537,1980-12-19
0.28738442063331604,1980-12-22
0.2893527150154114,1980-12-23
0.2913212776184082,1980-12-24
0.28869685530662537,1980-12-26
0.2926337420940399,1980-12-29
0.2913212776184082,1980-12-30
0.2893527150154114,1980-12-31
0.2926337420940399,1981-01-02
0.2919773757457733,1981-01-05
0.2946018576622009,1981-01-06
0.2926337420940399,1981-01-07
0.2939458191394806,1981-01-08
0.29657047986984253,1981-01-09
0.2893527150154114,1981-01-12
0.2913212776184082,1981-01-13
0.28869685530662537,1981-01-14
0.2847600281238556,1981-01-15
0.2860722541809082,1981-01-16
0.28869685530662537,1981-01-19
0.2834477126598358,1981-01-20
0.2847600281238556,1981-01-21
0.29066500067710876,1981-01-22
0.29066500067710876,1981-01-23
0.2860722541809082,1981-01-26
0.2854158878326416,1981-01-27
0.28804048895835876,1981-01-28
0.286728173494339,1981-01-29
0.286728173494339,1981-01-30
0.28804048895835876,1981-02-02
0.28804048895835876,1981-02-03
0.2932896614074707,1981-02-04
0.29657047986984253,1981-02-05
0.29525822401046753,1981-02-06
0.29525822401046753,1981-02-09
0.29525822401046753,1981-02-10
0.2959141135215759,1981-02-11
0.29853856563568115,1981-02-12
0.2972262501716614,1981-02-13
0.29657047986984253,1981-02-17
0.29657047986984253,1981-02-18
0.2946018576622009,1981-02-19
0.29525822401046753,1981-02-20
0.29657047986984253,1981-02-23
0.3031311631202698,1981-02-24
0.3044437766075134,1981-02-25
0.3083803951740265,1981-02-26
0.3123171329498291,1981-02-27
0.31756651401519775,1981-03-02
0.3188786804676056,1981-03-03
0.32150334119796753,1981-03-04
0.3188786804676056,1981-03-05
0.3116613030433655,1981-03-06
0.3064122498035431,1981-03-09
0.3057559132575989,1981-03-10
0.3018190860748291,1981-03-11
0.3044437766075134,1981-03-12
0.3044437766075134,1981-03-13
0.30772456526756287,1981-03-16
0.3083803951740265,1981-03-17
0.3090367913246155,1981-03-18
0.3116613030433655,1981-03-19
0.31625398993492126,1981-03-20
0.3208468556404114,1981-03-23
0.32740819454193115,1981-03-24
0.33331379294395447,1981-03-25
0.33134499192237854,1981-03-26
0.33134499192237854,1981-03-27
0.33003297448158264,1981-03-30
0.33331379294395447,1981-03-31
0.328064501285553,1981-04-01
0.32675227522850037,1981-04-02
0.32675227522850037,1981-04-03
0.32544004917144775,1981-04-06
0.32281559705734253,1981-04-07
0.32412752509117126,1981-04-08
0.32281559705734253,1981-04-09
0.32412752509117126,1981-04-10
0.31625398993492126,1981-04-13
0.3169103264808655,1981-04-14
0.31559816002845764,1981-04-15
0.31756651401519775,1981-04-16
0.3188786804676056,1981-04-20
0.3195345103740692,1981-04-21
0.3188786804676056,1981-04-22
0.3188786804676056,1981-04-23
0.3188786804676056,1981-04-24
0.32544004917144775,1981-04-27
0.3247835338115692,1981-04-28
0.3208468556404114,1981-04-29
0.3208468556404114,1981-04-30
0.31494173407554626,1981-05-01
0.31297361850738525,1981-05-04
0.30969274044036865,1981-05-05
0.3005073070526123,1981-05-06
0.29919514060020447,1981-05-07
0.31297361850738525,1981-05-08
0.30969274044036865,1981-05-11
0.3057559132575989,1981-05-12
0.30706822872161865,1981-05-13
0.30706822872161865,1981-05-14
0.31428584456443787,1981-05-15
0.31625398993492126,1981-05-18
0.31297361850738525,1981-05-19
0.32019102573394775,1981-05-20
0.32412752509117126,1981-05-21
0.32281559705734253,1981-05-22
0.32937681674957275,1981-05-26
0.32675227522850037,1981-05-27
0.32740819454193115,1981-05-28
0.3247835338115692,1981-05-29
0.3208468556404114,1981-06-01
0.3208468556404114,1981-06-02
0.32215917110443115,1981-06-03
0.3208468556404114,1981-06-04
0.31822285056114197,1981-06-05
0.31559816002845764,1981-06-08
0.31559816002845764,1981-06-09
0.31494173407554626,1981-06-10
0.3116613030433655,1981-06-11
0.3123171329498291,1981-06-12
0.3136296272277832,1981-06-15
0.31100502610206604,1981-06-16
0.3123171329498291,1981-06-17
0.31559816002845764,1981-06-18
0.31428584456443787,1981-06-19
0.31625398993492126,1981-06-22
0.328064501285553,1981-06-23
0.328064501285553,1981-06-24
0.33331379294395447,1981-06-25
0.32937681674957275,1981-06-26
0.32937681674957275,1981-06-29
0.3287205100059509,1981-06-30
0.3359381854534149,1981-07-01
0.3359381854534149,1981-07-02
0.33462604880332947,1981-07-06
0.32281559705734253,1981-07-07
0.32544004917144775,1981-07-08
0.3260960578918457,1981-07-09
0.3260960578918457,1981-07-10
0.32412752509117126,1981-07-13
0.32019102573394775,1981-07-14
0.31756651401519775,1981-07-15
0.31625398993492126,1981-07-16
0.31625398993492126,1981-07-17
0.3123171329498291,1981-07-20
0.3136296272277832,1981-07-21
0.3123171329498291,1981-07-22
0.31494173407554626,1981-07-23
0.31494173407554626,1981-07-24
0.31100502610206604,1981-07-27
0.31494173407554626,1981-07-28
0.31494173407554626,1981-07-29
0.31756651401519775,1981-07-30
0.3136296272277832,1981-07-31
0.32019102573394775,1981-08-03
0.328064501285553,1981-08-04
0.3411867618560791,1981-08-05
0.3438114821910858,1981-08-06
0.3398745357990265,1981-08-07
0.3372499644756317,1981-08-10
0.3372499644756317,1981-08-11
0.3359381854534149,1981-08-12
0.3372499644756317,1981-08-13
0.32544004917144775,1981-08-14
0.32544004917144775,1981-08-17
0.31494173407554626,1981-08-18
0.31756651401519775,1981-08-19
0.31494173407554626,1981-08-20
0.3188786804676056,1981-08-21
0.30969274044036865,1981-08-24
0.30969274044036865,1981-08-25
0.3136296272277832,1981-08-26
0.3123171329498291,1981-08-27
0.31494173407554626,1981-08-28
0.29919514060020447,1981-08-31
0.3005073070526123,1981-09-01
0.31100502610206604,1981-09-02
0.30969274044036865,1981-09-03
0.3005073070526123,1981-09-04
0.2913212776184082,1981-09-08
0.2913212776184082,1981-09-09
0.28738442063331604,1981-09-10
0.2847600281238556,1981-09-11
0.2834477126598358,1981-09-14
0.27819857001304626,1981-09-15
0.27819857001304626,1981-09-16
0.2834477126598358,1981-09-17
0.29000893235206604,1981-09-18
0.2834477126598358,1981-09-21
0.2939458191394806,1981-09-22
0.2913212776184082,1981-09-23
0.28869685530662537,1981-09-24
0.28869685530662537,1981-09-25
0.2834477126598358,1981-09-28
0.2926337420940399,1981-09-29
0.28869685530662537,1981-09-30
0.28869685530662537,1981-10-01
0.2913212776184082,1981-10-02
0.2913212776184082,1981-10-05
0.2978827953338623,1981-10-06
0.29919514060020447,1981-10-07
0.3005073070526123,1981-10-08
0.2978827953338623,1981-10-09
0.2978827953338623,1981-10-12
0.3018190860748291,1981-10-13
0.2978827953338623,1981-10-14
0.29919514060020447,1981-10-15
0.3018190860748291,1981-10-16
0.30969274044036865,1981-10-19
0.31100502610206604,1981-10-20
0.3057559132575989,1981-10-21
0.31494173407554626,1981-10-22
0.31494173407554626,1981-10-23
0.29919514060020447,1981-10-26
0.3044437766075134,1981-10-27
0.3018190860748291,1981-10-28
0.3018190860748291,1981-10-29
0.32019102573394775,1981-10-30
0.32675227522850037,1981-11-02
0.3359381854534149,1981-11-03
0.3372499644756317,1981-11-04
0.3372499644756317,1981-11-05
0.3398745357990265,1981-11-06
0.34906065464019775,1981-11-09
0.3543093204498291,1981-11-10
0.35299745202064514,1981-11-11
0.3595588505268097,1981-11-12
0.35562190413475037,1981-11-13
0.34906065464019775,1981-11-16
0.3477482795715332,1981-11-17
0.34906065464019775,1981-11-18
0.3438114821910858,1981-11-19
0.345123827457428,1981-11-20
0.3372499644756317,1981-11-23
0.3411867618560791,1981-11-24
0.345123827457428,1981-11-25
0.34643611311912537,1981-11-27
0.34643611311912537,1981-11-30
0.34643611311912537,1981-12-01
0.3477482795715332,1981-12-02
0.3477482795715332,1981-12-03
0.35168513655662537,1981-12-04
0.35562190413475037,1981-12-07
0.35562190413475037,1981-12-08
0.3569342792034149,1981-12-09
0.3543093204498291,1981-12-10
0.35299745202064514,1981-12-11
0.3543093204498291,1981-12-14
0.3569342792034149,1981-12-15
0.3569342792034149,1981-12-16
0.3543093204498291,1981-12-17
0.3569342792034149,1981-12-18
0.35299745202064514,1981-12-21
0.3569342792034149,1981-12-22
0.3503727316856384,1981-12-23
0.3477482795715332,1981-12-24
0.34906065464019775,1981-12-28
0.35562190413475037,1981-12-29
0.36612021923065186,1981-12-30
0.3792423605918884,1981-12-31
0.3726809620857239,1982-01-04
0.36743226647377014,1982-01-05
0.3543093204498291,1982-01-06
0.3372499644756317,1982-01-07
0.33068904280662537,1982-01-08
0.33200129866600037,1982-01-11
0.3031311631202698,1982-01-12
0.29525822401046753,1982-01-13
0.29919514060020447,1982-01-14
0.3083803951740265,1982-01-15
0.30969274044036865,1982-01-18
0.3057559132575989,1982-01-19
0.3018190860748291,1982-01-20
0.3083803951740265,1982-01-21
0.31494173407554626,1982-01-22
0.31100502610206604,1982-01-25
0.32544004917144775,1982-01-26
0.32544004917144775,1982-01-27
0.32412752509117126,1982-01-28
0.32544004917144775,1982-01-29
0.32412752509117126,1982-02-01
0.32544004917144775,1982-02-02
0.32937681674957275,1982-02-03
0.33068904280662537,1982-02-04
0.32281559705734253,1982-02-05
0.32150334119796753,1982-02-08
0.32150334119796753,1982-02-09
0.32675227522850037,1982-02-10
0.32675227522850037,1982-02-11
0.32675227522850037,1982-02-12
0.32675227522850037,1982-02-16
0.32675227522850037,1982-02-17
0.31494173407554626,1982-02-18
0.31100502610206604,1982-02-19
0.3031311631202698,1982-02-22
0.31100502610206604,1982-02-23
0.3123171329498291,1982-02-24
0.31100502610206604,1982-02-25
0.31100502610206604,1982-02-26
0.3031311631202698,1982-03-01
0.31756651401519775,1982-03-02
0.3188786804676056,1982-03-03
0.31756651401519775,1982-03-04
0.31494173407554626,1982-03-05
0.31756651401519775,1982-03-08
0.31494173407554626,1982-03-09
0.31756651401519775,1982-03-10
0.31494173407554626,1982-03-11
0.31494173407554626,1982-03-12
0.31756651401519775,1982-03-15
0.3188786804676056,1982-03-16
0.32412752509117126,1982-03-17
0.32544004917144775,1982-03-18
0.32675227522850037,1982-03-19
0.33068904280662537,1982-03-22
0.33331379294395447,1982-03-23
0.33462604880332947,1982-03-24
0.3438114821910858,1982-03-25
0.3503727316856384,1982-03-26
0.3438114821910858,1982-03-29
0.345123827457428,1982-03-30
0.3503727316856384,1982-03-31
0.36218327283859253,1982-04-01
0.3648078739643097,1982-04-02
0.36612021923065186,1982-04-05
0.36218327283859253,1982-04-06
0.3753055930137634,1982-04-07
0.38186705112457275,1982-04-08
0.3792423605918884,1982-04-12
0.3713691532611847,1982-04-13
0.383179247379303,1982-04-14
0.380554735660553,1982-04-15
0.38186705112457275,1982-04-16
0.4002390503883362,1982-04-19
0.3923652768135071,1982-04-20
0.38449135422706604,1982-04-21
0.383179247379303,1982-04-22
0.3989260792732239,1982-04-23
0.3989260792732239,1982-04-26
0.38842830061912537,1982-04-27
0.383179247379303,1982-04-28
0.3858037292957306,1982-04-29
0.38449135422706604,1982-04-30
0.380554735660553,1982-05-03
0.3779299557209015,1982-05-04
0.3766179084777832,1982-05-05
0.38449135422706604,1982-05-06
0.38711607456207275,1982-05-07
0.3910527527332306,1982-05-10
0.3923652768135071,1982-05-11
0.3923652768135071,1982-05-12
0.38842830061912537,1982-05-13
0.383179247379303,1982-05-14
0.383179247379303,1982-05-17
0.3779299557209015,1982-05-18
0.3792423605918884,1982-05-19
0.3766179084777832,1982-05-20
0.3779299557209015,1982-05-21
0.3753055930137634,1982-05-24
0.3753055930137634,1982-05-25
0.36874476075172424,1982-05-26
0.36218327283859253,1982-05-27
0.36612021923065186,1982-05-28
0.36612021923065186,1982-06-01
0.3700568974018097,1982-06-02
0.3989260792732239,1982-06-03
0.383179247379303,1982-06-04
0.3766179084777832,1982-06-07
0.3858037292957306,1982-06-08
0.3779299557209015,1982-06-09
0.3779299557209015,1982-06-10
0.38842830061912537,1982-06-11
0.38842830061912537,1982-06-14
0.3766179084777832,1982-06-15
0.3726809620857239,1982-06-16
0.3595588505268097,1982-06-17
0.3359381854534149,1982-06-18
0.3503727316856384,1982-06-21
0.328064501285553,1982-06-22
0.3503727316856384,1982-06-23
0.3424991965293884,1982-06-24
0.3372499644756317,1982-06-25
0.3372499644756317,1982-06-28
0.3385622501373291,1982-06-29
0.3503727316856384,1982-06-30
0.3385622501373291,1982-07-01
0.3424991965293884,1982-07-02
0.3398745357990265,1982-07-06
0.345123827457428,1982-07-07
0.3372499644756317,1982-07-08
0.3411867618560791,1982-07-09
0.34643611311912537,1982-07-12
0.34643611311912537,1982-07-13
0.3438114821910858,1982-07-14
0.3424991965293884,1982-07-15
0.35299745202064514,1982-07-16
0.36218327283859253,1982-07-19
0.36874476075172424,1982-07-20
0.36612021923065186,1982-07-21
0.36743226647377014,1982-07-22
0.3739931583404541,1982-07-23
0.3779299557209015,1982-07-26
0.3766179084777832,1982-07-27
0.3726809620857239,1982-07-28
0.36743226647377014,1982-07-29
0.3595588505268097,1982-07-30
0.3569342792034149,1982-08-02
0.34906065464019775,1982-08-03
0.3398745357990265,1982-08-04
0.3411867618560791,1982-08-05
0.3359381854534149,1982-08-06
0.3359381854534149,1982-08-09
0.33331379294395447,1982-08-10
0.33462604880332947,1982-08-11
0.33462604880332947,1982-08-12
0.3359381854534149,1982-08-13
0.3503727316856384,1982-08-16
0.3595588505268097,1982-08-17
0.36218327283859253,1982-08-18
0.3569342792034149,1982-08-19
0.3477482795715332,1982-08-20
0.3359381854534149,1982-08-23
0.36218327283859253,1982-08-24
0.3792423605918884,1982-08-25
0.3648078739643097,1982-08-26
0.3569342792034149,1982-08-27
0.36349543929100037,1982-08-30
0.3543093204498291,1982-08-31
0.35299745202064514,1982-09-01
0.35168513655662537,1982-09-02
0.3726809620857239,1982-09-03
0.3726809620857239,1982-09-07
0.3753055930137634,1982-09-08
0.3779299557209015,1982-09-09
0.3779299557209015,1982-09-10
0.36612021923065186,1982-09-13
0.3753055930137634,1982-09-14
0.380554735660553,1982-09-15
0.3766179084777832,1982-09-16
0.36743226647377014,1982-09-17
0.36743226647377014,1982-09-20
0.36743226647377014,1982-09-21
0.383179247379303,1982-09-22
0.3766179084777832,1982-09-23
0.3766179084777832,1982-09-24
0.3779299557209015,1982-09-27
0.383179247379303,1982-09-28
0.380554735660553,1982-09-29
0.3779299557209015,1982-09-30
0.380554735660553,1982-10-01
0.38186705112457275,1982-10-04
0.3792423605918884,1982-10-05
0.38186705112457275,1982-10-06
0.39761438965797424,1982-10-07
0.39630210399627686,1982-10-08
0.41729798913002014,1982-10-11
0.4054880142211914,1982-10-12
0.41467350721359253,1982-10-13
0.41467350721359253,1982-10-14
0.4159855842590332,1982-10-15
0.41992244124412537,1982-10-18
0.42385929822921753,1982-10-19
0.42910850048065186,1982-10-20
0.43042078614234924,1982-10-21
0.43829408288002014,1982-10-22
0.4264838993549347,1982-10-25
0.41729798913002014,1982-10-26
0.41467350721359253,1982-10-27
0.41992244124412537,1982-10-28
0.42517146468162537,1982-10-29
0.43698209524154663,1982-11-01
0.448792040348053,1982-11-02
0.46060246229171753,1982-11-03
0.46191492676734924,1982-11-04
0.4579780399799347,1982-11-05
0.4501041769981384,1982-11-08
0.46322721242904663,1982-11-09
0.46847638487815857,1982-11-10
0.4658517837524414,1982-11-11
0.44354280829429626,1982-11-12
0.41992244124412537,1982-11-15
0.42385929822921753,1982-11-16
0.41992244124412537,1982-11-17
0.4159855842590332,1982-11-18
0.4120488464832306,1982-11-19
0.40679997205734253,1982-11-22
0.383179247379303,1982-11-23
0.3910527527332306,1982-11-24
0.3923652768135071,1982-11-26
0.3897407352924347,1982-11-29
0.38711607456207275,1982-11-30
0.3897407352924347,1982-12-01
0.38842830061912537,1982-12-02
0.383179247379303,1982-12-03
0.380554735660553,1982-12-06
0.3766179084777832,1982-12-07
0.38186705112457275,1982-12-08
0.3792423605918884,1982-12-09
0.3726809620857239,1982-12-10
0.36218327283859253,1982-12-13
0.3438114821910858,1982-12-14
0.3438114821910858,1982-12-15
0.35168513655662537,1982-12-16
0.35168513655662537,1982-12-17
0.3359381854534149,1982-12-20
0.3359381854534149,1982-12-21
0.3438114821910858,1982-12-22
0.34906065464019775,1982-12-23
0.3713691532611847,1982-12-27
0.3779299557209015,1982-12-28
0.3779299557209015,1982-12-29
0.3700568974018097,1982-12-30
0.3766179084777832,1982-12-31
0.3726809620857239,1983-01-03
0.3700568974018097,1983-01-04
0.36218327283859253,1983-01-05
0.3726809620857239,1983-01-06
0.3779299557209015,1983-01-07
0.38449135422706604,1983-01-10
0.383179247379303,1983-01-11
0.38186705112457275,1983-01-12
0.380554735660553,1983-01-13
0.3858037292957306,1983-01-14
0.3910527527332306,1983-01-17
0.39761438965797424,1983-01-18
0.4002390503883362,1983-01-19
0.3989260792732239,1983-01-20
0.39367756247520447,1983-01-21
0.3897407352924347,1983-01-24
0.3897407352924347,1983-01-25
0.3910527527332306,1983-01-26
0.3897407352924347,1983-01-27
0.38449135422706604,1983-01-28
0.3923652768135071,1983-01-31
0.38186705112457275,1983-02-01
0.3779299557209015,1983-02-02
0.3726809620857239,1983-02-03
0.3753055930137634,1983-02-04
0.38842830061912537,1983-02-07
0.3792423605918884,1983-02-08
0.3739931583404541,1983-02-09
0.36743226647377014,1983-02-10
0.36218327283859253,1983-02-11
0.36218327283859253,1983-02-14
0.36218327283859253,1983-02-15
0.3648078739643097,1983-02-16
0.36349543929100037,1983-02-17
0.35562190413475037,1983-02-18
0.35168513655662537,1983-02-22
0.34906065464019775,1983-02-23
0.3503727316856384,1983-02-24
0.3477482795715332,1983-02-25
0.3359381854534149,1983-02-28
0.3372499644756317,1983-03-01
0.33200129866600037,1983-03-02
0.34906065464019775,1983-03-03
0.3700568974018097,1983-03-04
0.380554735660553,1983-03-07
0.3779299557209015,1983-03-08
0.380554735660553,1983-03-09
0.383179247379303,1983-03-10
0.3700568974018097,1983-03-11
0.3713691532611847,1983-03-14
0.3700568974018097,1983-03-15
0.36612021923065186,1983-03-16
0.36874476075172424,1983-03-17
0.3648078739643097,1983-03-18
0.36349543929100037,1983-03-21
0.3648078739643097,1983-03-22
0.36743226647377014,1983-03-23
0.36743226647377014,1983-03-24
0.3700568974018097,1983-03-25
0.36743226647377014,1983-03-28
0.3779299557209015,1983-03-29
0.3858037292957306,1983-03-30
0.3858037292957306,1983-03-31
0.3779299557209015,1983-04-04
0.3739931583404541,1983-04-05
0.36874476075172424,1983-04-06
0.3739931583404541,1983-04-07
0.3779299557209015,1983-04-08
0.3779299557209015,1983-04-11
0.3779299557209015,1983-04-12
0.3766179084777832,1983-04-13
0.3726809620857239,1983-04-14
0.380554735660553,1983-04-15
0.3766179084777832,1983-04-18
0.3726809620857239,1983-04-19
0.3726809620857239,1983-04-20
0.3739931583404541,1983-04-21
0.3766179084777832,1983-04-22
0.3766179084777832,1983-04-25
0.3713691532611847,1983-04-26
0.3792423605918884,1983-04-27
0.38842830061912537,1983-04-28
0.38842830061912537,1983-04-29
0.3779299557209015,1983-05-02
0.36743226647377014,1983-05-03
0.3779299557209015,1983-05-04
0.3858037292957306,1983-05-05
0.39367756247520447,1983-05-06
0.3989260792732239,1983-05-09
0.39630210399627686,1983-05-10
0.3858037292957306,1983-05-11
0.38711607456207275,1983-05-12
0.38711607456207275,1983-05-13
0.380554735660553,1983-05-16
0.3766179084777832,1983-05-17
0.3753055930137634,1983-05-18
0.3713691532611847,1983-05-19
0.36349543929100037,1983-05-20
0.3608710467815399,1983-05-23
0.3608710467815399,1983-05-24
0.36612021923065186,1983-05-25
0.36612021923065186,1983-05-26
0.36612021923065186,1983-05-27
0.3779299557209015,1983-05-31
0.3753055930137634,1983-06-01
0.3779299557209015,1983-06-02
0.383179247379303,1983-06-03
0.3910527527332306,1983-06-06
0.3858037292957306,1983-06-07
0.3739931583404541,1983-06-08
0.35168513655662537,1983-06-09
0.35299745202064514,1983-06-10
0.3543093204498291,1983-06-13
0.34906065464019775,1983-06-14
0.3543093204498291,1983-06-15
0.36612021923065186,1983-06-16
0.3569342792034149,1983-06-17
0.35168513655662537,1983-06-20
0.34643611311912537,1983-06-21
0.34906065464019775,1983-06-22
0.35168513655662537,1983-06-23
0.35168513655662537,1983-06-24
0.3411867618560791,1983-06-27
0.34906065464019775,1983-06-28
0.3543093204498291,1983-06-29
0.345123827457428,1983-06-30
0.34906065464019775,1983-07-01
0.3385622501373291,1983-07-05
0.3359381854534149,1983-07-06
0.3648078739643097,1983-07-07
0.3608710467815399,1983-07-08
0.35562190413475037,1983-07-11
0.3477482795715332,1983-07-12
0.34643611311912537,1983-07-13
0.34643611311912537,1983-07-14
0.35168513655662537,1983-07-15
0.34906065464019775,1983-07-18
0.34906065464019775,1983-07-19
0.36743226647377014,1983-07-20
0.3608710467815399,1983-07-21
0.34643611311912537,1983-07-22
0.35562190413475037,1983-07-25
0.3543093204498291,1983-07-26
0.3477482795715332,1983-07-27
0.3385622501373291,1983-07-28
0.32544004917144775,1983-07-29
0.32281559705734253,1983-08-01
0.32937681674957275,1983-08-02
0.32675227522850037,1983-08-03
0.3136296272277832,1983-08-04
0.2926337420940399,1983-08-05
0.2913212776184082,1983-08-08
0.3044437766075134,1983-08-09
0.3123171329498291,1983-08-10
0.30706822872161865,1983-08-11
0.3123171329498291,1983-08-12
0.3044437766075134,1983-08-15
0.3044437766075134,1983-08-16
0.3136296272277832,1983-08-17
0.31494173407554626,1983-08-18
0.3188786804676056,1983-08-19
0.3188786804676056,1983-08-22
0.31625398993492126,1983-08-23
0.3083803951740265,1983-08-24
0.31100502610206604,1983-08-25
0.31756651401519775,1983-08-26
0.31494173407554626,1983-08-29
0.3123171329498291,1983-08-30
0.3123171329498291,1983-08-31
