TCOM,Date
1.7597246170043945,2004-06-09
1.7818440198898315,2004-06-10
2.1056480407714844,2004-06-14
2.097660541534424,2004-06-15
2.1105635166168213,2004-06-16
2.1406707763671875,2004-06-17
2.127153158187866,2004-06-18
2.0313022136688232,2004-06-21
2.005496025085449,2004-06-22
1.97907555103302,2004-06-23
2.088444232940674,2004-06-24
2.1124069690704346,2004-06-25
2.1105635166168213,2004-06-28
2.075540781021118,2004-06-29
2.088444232940674,2004-06-30
2.085986614227295,2004-07-01
2.211944341659546,2004-07-02
2.175078868865967,2004-07-06
2.1197800636291504,2004-07-07
2.0583369731903076,2004-07-08
2.036832332611084,2004-07-09
1.966172695159912,2004-07-12
1.9809191226959229,2004-07-13
1.9575707912445068,2004-07-14
2.0282299518585205,2004-07-15
1.9981229305267334,2004-07-16
2.015941619873047,2004-07-19
2.059566020965576,2004-07-20
2.0614092350006104,2004-07-21
2.0614092350006104,2004-07-22
2.027615547180176,2004-07-23
1.9968940019607544,2004-07-26
2.109334707260132,2004-07-27
2.132068395614624,2004-07-28
2.132068395614624,2004-07-29
2.1505014896392822,2004-07-30
2.132068395614624,2004-08-02
2.1197800636291504,2004-08-03
2.132068395614624,2004-08-04
1.8740084171295166,2004-08-05
1.91025972366333,2004-08-06
1.929306983947754,2004-08-09
1.8801525831222534,2004-08-10
1.8248541355133057,2004-08-11
1.8709362745285034,2004-08-12
1.8740084171295166,2004-08-13
1.91025972366333,2004-08-16
1.8746228218078613,2004-08-17
1.9200905561447144,2004-08-18
1.9723169803619385,2004-08-19
1.9667869806289673,2004-08-20
1.966172695159912,2004-08-23
1.8727794885635376,2004-08-24
1.901043176651001,2004-08-25
1.8727794885635376,2004-08-26
1.8549611568450928,2004-08-27
1.8482023477554321,2004-08-30
1.9434387683868408,2004-08-31
1.9415955543518066,2004-09-01
1.9415955543518066,2004-09-02
1.9157894849777222,2004-09-03
1.9047297239303589,2004-09-07
1.8905980587005615,2004-09-08
1.9655582904815674,2004-09-09
1.9366801977157593,2004-09-10
1.947739839553833,2004-09-13
2.064481258392334,2004-09-14
2.0607948303222656,2004-09-15
2.113636016845703,2004-09-16
2.1259241104125977,2004-09-17
2.082914352416992,2004-09-20
2.095202922821045,2004-09-21
2.0915162563323975,2004-09-22
2.082914352416992,2004-09-23
2.0890586376190186,2004-09-24
2.0558793544769287,2004-09-27
2.057722568511963,2004-09-28
2.1259241104125977,2004-09-29
2.132068395614624,2004-09-30
2.0909013748168945,2004-10-01
2.052807331085205,2004-10-04
2.071240186691284,2004-10-05
2.4159345626831055,2004-10-06
2.3532629013061523,2004-10-07
2.4042606353759766,2004-10-08
2.5468082427978516,2004-10-11
2.6236116886138916,2004-10-12
2.4528002738952637,2004-10-13
2.5560243129730225,2004-10-14
2.426994562149048,2004-10-15
2.5160868167877197,2004-10-18
2.657405376434326,2004-10-19
2.617467164993286,2004-10-20
2.6524899005889893,2004-10-21
2.596576690673828,2004-10-22
2.552952289581299,2004-10-25
2.515472173690796,2004-10-26
2.5836739540100098,2004-10-27
2.4368255138397217,2004-10-28
2.4558727741241455,2004-10-29
2.538820505142212,2004-11-01
2.7403531074523926,2004-11-02
2.7403531074523926,2004-11-03
2.7827489376068115,2004-11-04
3.010701894760132,2004-11-05
3.197488307952881,2004-11-08
3.0881197452545166,2004-11-09
3.017460823059082,2004-11-10
2.8128559589385986,2004-11-11
3.1335878372192383,2004-11-12
3.0721447467803955,2004-11-15
3.0260627269744873,2004-11-16
2.9922690391540527,2004-11-17
2.905634641647339,2004-11-18
2.8878161907196045,2004-11-19
2.8970327377319336,2004-11-22
2.9652342796325684,2004-11-23
3.0530974864959717,2004-11-24
3.048182249069214,2004-11-26
3.0039432048797607,2004-11-29
2.9695355892181396,2004-11-30
3.3486380577087402,2004-12-01
3.2171502113342285,2004-12-02
3.293339252471924,2004-12-03
3.358468770980835,2004-12-06
3.375058174133301,2004-12-07
3.3179166316986084,2004-12-08
3.143418550491333,2004-12-09
3.266918897628784,2004-12-10
3.342493772506714,2004-12-13
3.195030689239502,2004-12-14
2.981823444366455,2004-12-15
2.9228386878967285,2004-12-16
3.019304037094116,2004-12-17
3.0279059410095215,2004-12-20
2.9910402297973633,2004-12-21
2.907477855682373,2004-12-22
2.8017961978912354,2004-12-23
2.6518754959106445,2004-12-27
2.718234062194824,2004-12-28
2.9922690391540527,2004-12-29
2.872455358505249,2004-12-30
2.8276021480560303,2004-12-31
2.7968807220458984,2005-01-03
2.7034873962402344,2005-01-04
2.6328279972076416,2005-01-05
2.610708713531494,2005-01-06
2.5369770526885986,2005-01-07
2.6420445442199707,2005-01-10
2.664778470993042,2005-01-11
2.7034873962402344,2005-01-12
2.770460367202759,2005-01-13
2.772303342819214,2005-01-14
2.6967289447784424,2005-01-18
2.584902763366699,2005-01-19
2.520387887954712,2005-01-20
2.449728012084961,2005-01-21
2.3907432556152344,2005-01-24
2.353877305984497,2005-01-25
2.4411261081695557,2005-01-26
2.464474678039551,2005-01-27
2.4441983699798584,2005-01-28
2.5253028869628906,2005-01-31
2.540663719177246,2005-02-01
2.5701565742492676,2005-02-02
2.5173158645629883,2005-02-03
2.678910255432129,2005-02-04
2.6617062091827393,2005-02-07
2.608865261077881,2005-02-08
2.5375916957855225,2005-02-09
2.5560243129730225,2005-02-10
2.5793726444244385,2005-02-11
2.594733715057373,2005-02-14
2.6199252605438232,2005-02-15
2.438054084777832,2005-02-16
2.3594071865081787,2005-02-17
2.3594071865081787,2005-02-18
2.4024174213409424,2005-02-22
2.433753252029419,2005-02-23
2.4202358722686768,2005-02-24
2.3133251667022705,2005-02-25
2.358793020248413,2005-02-28
2.4417409896850586,2005-03-01
2.4110195636749268,2005-03-02
2.422078847885132,2005-03-03
2.4208502769470215,2005-03-04
2.543736219406128,2005-03-07
2.543736219406128,2005-03-08
2.5019547939300537,2005-03-09
2.519773006439209,2005-03-10
2.615623950958252,2005-03-11
2.6223831176757812,2005-03-14
2.599034309387207,2005-03-15
2.5842883586883545,2005-03-16
2.49212384223938,2005-03-17
2.446042060852051,2005-03-18
2.445427417755127,2005-03-21
2.3698525428771973,2005-03-22
2.353877305984497,2005-03-23
2.386442184448242,2005-03-24
2.36616587638855,2005-03-28
2.312096357345581,2005-03-29
2.3139395713806152,2005-03-30
2.3256137371063232,2005-03-31
2.347118854522705,2005-04-01
2.3366732597351074,2005-04-04
2.328071355819702,2005-04-05
2.321927070617676,2005-04-06
2.4657034873962402,2005-04-07
2.4466559886932373,2005-04-08
2.368009328842163,2005-04-11
2.36616587638855,2005-04-12
2.4251511096954346,2005-04-13
2.381526470184326,2005-04-14
2.3041086196899414,2005-04-15
2.3133251667022705,2005-04-18
2.314553737640381,2005-04-19
2.242051601409912,2005-04-20
2.3999595642089844,2005-04-21
2.3993451595306396,2005-04-22
2.5578677654266357,2005-04-25
2.5425071716308594,2005-04-26
2.5609400272369385,2005-04-27
2.496425151824951,2005-04-28
2.6961143016815186,2005-04-29
2.6420445442199707,2005-05-02
2.6082510948181152,2005-05-03
2.6027212142944336,2005-05-04
2.62729811668396,2005-05-05
2.5799872875213623,2005-05-06
2.5683133602142334,2005-05-09
2.5253028869628906,2005-05-10
2.5935046672821045,2005-05-11
2.72806453704834,2005-05-12
2.772303342819214,2005-05-13
2.903176784515381,2005-05-16
2.893346071243286,2005-05-17
2.996570348739624,2005-05-18
2.9001049995422363,2005-05-19
2.8558661937713623,2005-05-20
2.893960475921631,2005-05-23
2.9369702339172363,2005-05-24
3.056784152984619,2005-05-25
3.034050226211548,2005-05-26
3.056784152984619,2005-05-27
3.1212992668151855,2005-05-31
3.0868911743164062,2005-06-01
3.0346646308898926,2005-06-02
3.0094728469848633,2005-06-03
3.164309024810791,2005-06-06
3.1557071208953857,2005-06-07
3.0322072505950928,2005-06-08
3.1335878372192383,2005-06-09
3.1649234294891357,2005-06-10
3.1335878372192383,2005-06-13
3.1563215255737305,2005-06-14
3.1962597370147705,2005-06-15
3.2798221111297607,2005-06-16
3.2914960384368896,2005-06-17
3.220836639404297,2005-06-20
3.258316993713379,2005-06-21
3.2638466358184814,2005-06-22
3.2288243770599365,2005-06-23
3.2128491401672363,2005-06-24
3.1145403385162354,2005-06-27
3.1782033443450928,2005-06-28
3.1522438526153564,2005-06-29
3.144826889038086,2005-06-30
3.144826889038086,2005-07-01
3.3864986896514893,2005-07-05
3.3809361457824707,2005-07-06
3.467468023300171,2005-07-07
3.505171537399292,2005-07-08
3.497136354446411,2005-07-11
3.423583984375,2005-07-12
3.2233238220214844,2005-07-13
3.1213393211364746,2005-07-14
3.1423542499542236,2005-07-15
3.201690673828125,2005-07-18
3.2573184967041016,2005-07-19
3.2690622806549072,2005-07-20
3.2492833137512207,2005-07-21
3.2301225662231445,2005-07-22
3.2659718990325928,2005-07-25
3.2950220108032227,2005-07-26
3.330871105194092,2005-07-27
3.3864986896514893,2005-07-28
3.4242022037506104,2005-07-29
3.450780153274536,2005-08-01
3.5107340812683105,2005-08-02
3.5570907592773438,2005-08-03
3.5230960845947266,2005-08-04
3.3932976722717285,2005-08-05
3.4878652095794678,2005-08-08
3.4303829669952393,2005-08-09
3.3704285621643066,2005-08-10
3.389589309692383,2005-08-11
3.396388292312622,2005-08-12
3.3568308353424072,2005-08-15
3.290076971054077,2005-08-16
3.339524269104004,2005-08-17
3.3593027591705322,2005-08-18
3.3413784503936768,2005-08-19
3.344468832015991,2005-08-22
3.4099860191345215,2005-08-23
3.396388292312622,2005-08-24
3.4581968784332275,2005-08-25
3.463759660720825,2005-08-26
3.461287498474121,2005-08-29
3.469322443008423,2005-08-30
3.4983725547790527,2005-08-31
3.539166212081909,2005-09-01
3.492191791534424,2005-09-02
3.5540003776550293,2005-09-06
3.6757633686065674,2005-09-07
3.7202656269073486,2005-09-08
3.7029592990875244,2005-09-09
3.8098883628845215,2005-09-12
3.900747299194336,2005-09-13
3.7950544357299805,2005-09-14
3.8284308910369873,2005-09-15
3.871079206466675,2005-09-16
3.894566059112549,2005-09-19
3.9582290649414062,2005-09-20
3.842028856277466,2005-09-21
3.782074213027954,2005-09-22
3.865516424179077,2005-09-23
4.096680641174316,2005-09-26
4.092353820800781,2005-09-27
4.029926776885986,2005-09-28
4.013856887817383,2005-09-29
3.9607017040252686,2005-09-30
3.9328877925872803,2005-10-03
3.942777156829834,2005-10-04
3.8346118927001953,2005-10-05
3.8327574729919434,2005-10-06
3.90321946144104,2005-10-07
3.832139253616333,2005-10-10
3.6343514919281006,2005-10-11
3.553382158279419,2005-10-12
3.683180570602417,2005-10-13
3.687507152557373,2005-10-14
3.739426374435425,2005-10-17
3.6158089637756348,2005-10-18
3.6207540035247803,2005-10-19
3.584286689758301,2005-10-20
3.6386783123016357,2005-10-21
3.785783052444458,2005-10-24
3.739426374435425,2005-10-25
3.6572206020355225,2005-10-26
3.637442111968994,2005-10-27
3.5811960697174072,2005-10-28
3.555854558944702,2005-10-31
3.6423869132995605,2005-11-01
3.7054319381713867,2005-11-02
3.733245849609375,2005-11-03
3.773421049118042,2005-11-04
3.599120616912842,2005-11-07
3.5731611251831055,2005-11-08
3.5268046855926514,2005-11-09
3.492191791534424,2005-11-10
3.4242022037506104,2005-11-11
3.425438165664673,2005-11-14
3.236921548843384,2005-11-15
3.211580276489258,2005-11-16
3.4118404388427734,2005-11-17
3.492191791534424,2005-11-18
3.555854558944702,2005-11-21
3.5527641773223877,2005-11-22
3.565743923187256,2005-11-23
3.578723907470703,2005-11-25
3.5570907592773438,2005-11-28
3.6071557998657227,2005-11-29
3.6028294563293457,2005-11-30
3.7320094108581543,2005-12-01
3.5249502658843994,2005-12-02
3.404423475265503,2005-12-05
3.3494133949279785,2005-12-06
3.319127321243286,2005-12-07
3.3518857955932617,2005-12-08
3.2418665885925293,2005-12-09
3.2974939346313477,2005-12-12
3.3716647624969482,2005-12-13
3.505171537399292,2005-12-14
3.5397844314575195,2005-12-15
3.6022112369537354,2005-12-16
3.6294071674346924,2005-12-19
3.584904670715332,2005-12-20
3.5985026359558105,2005-12-21
3.657838821411133,2005-12-22
3.700486898422241,2005-12-23
3.6782357692718506,2005-12-27
3.6590752601623535,2005-12-28
3.624462127685547,2005-12-29
3.5694522857666016,2005-12-30
3.64176869392395,2006-01-03
4.031163215637207,2006-01-04
3.9687368869781494,2006-01-05
4.0175652503967285,2006-01-06
4.0657758712768555,2006-01-09
4.084936618804932,2006-01-10
4.062686443328857,2006-01-11
3.7678585052490234,2006-01-12
3.882204532623291,2006-01-13
3.7783660888671875,2006-01-17
3.7215018272399902,2006-01-18
3.676999807357788,2006-01-19
3.658456802368164,2006-01-20
3.5298948287963867,2006-01-23
3.562035322189331,2006-01-24
3.616427183151245,2006-01-25
3.8556270599365234,2006-01-26
3.909400463104248,2006-01-27
3.917435646057129,2006-01-30
3.8271946907043457,2006-01-31
3.879732370376587,2006-02-01
3.8389384746551514,2006-02-02
3.8914759159088135,2006-02-03
3.9817163944244385,2006-02-06
3.7703309059143066,2006-02-07
3.8352298736572266,2006-02-08
3.8092703819274902,2006-02-09
3.7845466136932373,2006-02-10
3.7703309059143066,2006-02-13
3.7950544357299805,2006-02-14
3.9613194465637207,2006-02-15
3.9335057735443115,2006-02-16
4.186303615570068,2006-02-17
4.131293773651123,2006-02-21
3.9984049797058105,2006-02-22
4.512035369873047,2006-02-23
4.682627201080322,2006-02-24
4.530578136444092,2006-02-27
4.793264865875244,2006-02-28
4.6980791091918945,2006-03-01
4.6684112548828125,2006-03-02
4.681390762329102,2006-03-03
4.656049728393555,2006-03-06
4.657904148101807,2006-03-07
4.585587978363037,2006-03-08
4.539848804473877,2006-03-09
4.6665568351745605,2006-03-10
4.913173675537109,2006-03-13
4.883505821228027,2006-03-14
4.92800760269165,2006-03-15
5.033700942993164,2006-03-16
5.053479194641113,2006-03-17
5.039881706237793,2006-03-20
4.926771640777588,2006-03-21
5.062132835388184,2006-03-22
5.114670276641846,2006-03-23
5.049152851104736,2006-03-24
5.10168981552124,2006-03-27
4.996614933013916,2006-03-28
5.074494361877441,2006-03-29
5.061514854431152,2006-03-30
5.111579418182373,2006-03-31
5.183277606964111,2006-04-03
5.191312789916992,2006-04-04
5.230870246887207,2006-04-05
5.2877349853515625,2006-04-06
5.344598770141602,2006-04-07
5.369321823120117,2006-04-10
5.186985969543457,2006-04-11
5.230252742767334,2006-04-12
5.294533729553223,2006-04-13
5.309367656707764,2006-04-17
5.550421714782715,2006-04-18
5.651787757873535,2006-04-19
5.8100175857543945,2006-04-20
5.7803497314453125,2006-04-21
5.895313739776611,2006-04-24
5.847103118896484,2006-04-25
5.460180759429932,2006-04-26
5.593687057495117,2006-04-27
5.5627827644348145,2006-04-28
5.564019203186035,2006-05-01
5.601104736328125,2006-05-02
5.61223030090332,2006-05-03
5.787766456604004,2006-05-04
5.884188175201416,2006-05-05
5.978137969970703,2006-05-08
6.053544044494629,2006-05-09
6.175925254821777,2006-05-10
6.132659435272217,2006-05-11
5.802600860595703,2006-05-12
5.678983211517334,2006-05-15
5.801364898681641,2006-05-16
5.599868297576904,2006-05-17
5.90891170501709,2006-05-18
6.007805824279785,2006-05-19
5.635717391967773,2006-05-22
5.764279842376709,2006-05-23
5.667857646942139,2006-05-24
5.772933006286621,2006-05-25
6.069614410400391,2006-05-26
5.860701084136963,2006-05-30
5.9459967613220215,2006-05-31
6.110408306121826,2006-06-01
5.991735935211182,2006-06-02
5.985554218292236,2006-06-05
6.028820991516113,2006-06-06
5.959595203399658,2006-06-07
5.834742069244385,2006-06-08
5.948469638824463,2006-06-09
5.754389762878418,2006-06-12
5.5541300773620605,2006-06-13
5.547949314117432,2006-06-14
6.022640228271484,2006-06-15
6.065906524658203,2006-06-16
6.0609612464904785,2006-06-19
5.9558868408203125,2006-06-20
6.058488845825195,2006-06-21
6.300779342651367,2006-06-22
6.340336799621582,2006-06-23
6.340336799621582,2006-06-26
6.183342933654785,2006-06-27
6.274666786193848,2006-06-28
6.22123908996582,2006-06-29
6.343005180358887,2006-06-30
6.557958602905273,2006-07-03
6.948106288909912,2006-07-05
6.813915729522705,2006-07-06
6.674755096435547,2006-07-07
6.597718715667725,2006-07-10
6.523168563842773,2006-07-11
6.690907001495361,2006-07-12
6.3641276359558105,2006-07-13
6.150415897369385,2006-07-14
6.190176486968994,2006-07-17
6.21502685546875,2006-07-18
6.201359272003174,2006-07-19
6.046045303344727,2006-07-20
5.951615333557129,2006-07-21
5.995102405548096,2006-07-24
6.0162248611450195,2006-07-25
6.005043029785156,2006-07-26
5.967767238616943,2006-07-27
6.198873996734619,2006-07-28
6.289577007293701,2006-07-31
6.087048530578613,2006-08-01
6.119353294372559,2006-08-02
6.001315116882324,2006-08-03
5.776421546936035,2006-08-04
5.653412818908691,2006-08-07
5.674535274505615,2006-08-08
5.560225009918213,2006-08-09
5.5552544593811035,2006-08-10
5.448398590087891,2006-08-11
5.56892204284668,2006-08-14
5.965282440185547,2006-08-15
6.063440322875977,2006-08-16
6.101958274841309,2006-08-17
6.146688938140869,2006-08-18
6.106928825378418,2006-08-21
6.111898422241211,2006-08-22
6.270939826965332,2006-08-23
6.303244590759277,2006-08-24
6.277152061462402,2006-08-25
6.391462802886963,2006-08-28
6.459801197052002,2006-08-29
6.453588008880615,2006-08-30
6.415070533752441,2006-08-31
6.422525405883789,2006-09-01
6.548018932342529,2006-09-05
6.477196216583252,2006-09-06
6.466013431549072,2006-09-07
6.415070533752441,2006-09-08
6.415070533752441,2006-09-11
6.3554301261901855,2006-09-12
6.059713363647461,2006-09-13
6.059713363647461,2006-09-14
6.131778717041016,2006-09-15
6.160356521606445,2006-09-18
6.010012626647949,2006-09-19
5.895701885223389,2006-09-20
5.78511905670166,2006-09-21
5.622349739074707,2006-09-22
5.527919769287109,2006-09-25
5.4856743812561035,2006-09-26
5.525434494018555,2006-09-27
5.57886266708374,2006-09-28
5.585075378417969,2006-09-29
5.698143005371094,2006-10-02
5.910612106323242,2006-10-03
5.821151256561279,2006-10-04
5.8385467529296875,2006-10-05
5.905641555786133,2006-10-06
5.9640398025512695,2006-10-09
5.944159984588623,2006-10-10
5.632290363311768,2006-10-11
5.747843265533447,2006-10-12
5.730448246002197,2006-10-13
5.690688133239746,2006-10-16
5.6285624504089355,2006-10-17
5.849729537963867,2006-10-18
5.78139066696167,2006-10-19
5.783875942230225,2006-10-20
5.751571178436279,2006-10-23
5.965282440185547,2006-10-24
6.1702961921691895,2006-10-25
6.224966526031494,2006-10-26
6.057228088378906,2006-10-27
6.075866222381592,2006-10-30
6.088290691375732,2006-10-31
5.888246536254883,2006-11-01
5.945402145385742,2006-11-02
5.9255218505859375,2006-11-03
6.130536079406738,2006-11-06
6.544291019439697,2006-11-07
6.671027183532715,2006-11-08
6.61635684967041,2006-11-09
7.164302825927734,2006-11-10
7.175485134124756,2006-11-13
7.31588888168335,2006-11-14
7.3929243087768555,2006-11-15
6.958046913146973,2006-11-16
6.958046913146973,2006-11-17
6.970471382141113,2006-11-20
6.964258670806885,2006-11-21
7.013959884643555,2006-11-22
7.06365966796875,2006-11-24
6.864858627319336,2006-11-27
6.750547885894775,2006-11-28
6.831310749053955,2006-11-29
6.898406028747559,2006-11-30
6.667299747467041,2006-12-01
6.782853126525879,2006-12-04
6.9766845703125,2006-12-05
6.9617743492126465,2006-12-06
6.935681343078613,2006-12-07
7.210275650024414,2006-12-08
7.646396636962891,2006-12-11
7.56687593460083,2006-12-12
7.525873184204102,2006-12-13
7.625273704528809,2006-12-14
7.723431587219238,2006-12-15
7.860107421875,2006-12-18
7.904837608337402,2006-12-19
7.8837151527404785,2006-12-20
7.756979465484619,2006-12-21
7.821589946746826,2006-12-22
7.873775005340576,2006-12-26
7.917263031005859,2006-12-27
7.877502918243408,2006-12-28
7.749524116516113,2006-12-29
8.148369789123535,2007-01-03
8.350897789001465,2007-01-04
8.116064071655273,2007-01-05
8.096184730529785,2007-01-08
8.143399238586426,2007-01-09
8.078788757324219,2007-01-10
8.012935638427734,2007-01-11
8.042757034301758,2007-01-12
8.160795211791992,2007-01-16
8.047725677490234,2007-01-17
7.923475742340088,2007-01-18
7.97938871383667,2007-01-19
8.181917190551758,2007-01-22
8.338473320007324,2007-01-23
8.69134521484375,2007-01-24
8.670222282409668,2007-01-25
8.68513298034668,2007-01-26
9.020609855651855,2007-01-29
9.255444526672363,2007-01-30
8.835476875305176,2007-01-31
8.379476547241211,2007-02-01
8.527334213256836,2007-02-02
8.6043701171875,2007-02-05
8.671464920043945,2007-02-06
8.652828216552734,2007-02-07
8.642887115478516,2007-02-08
8.40184211730957,2007-02-09
7.486112594604492,2007-02-12
7.255005836486816,2007-02-13
7.681186676025391,2007-02-14
7.610363483428955,2007-02-15
7.671246528625488,2007-02-16
7.80171012878418,2007-02-20
7.8265604972839355,2007-02-21
7.722189426422119,2007-02-22
7.702309608459473,2007-02-23
7.673731327056885,2007-02-26
7.286068439483643,2007-02-27
7.3320417404174805,2007-02-28
7.329556941986084,2007-03-01
7.179213047027588,2007-03-02
6.950591087341309,2007-03-05
7.324586868286133,2007-03-06
7.18294095993042,2007-03-07
7.274886131286621,2007-03-08
7.481142520904541,2007-03-09
7.604150772094727,2007-03-12
7.534570217132568,2007-03-13
7.737099647521973,2007-03-14
7.7979817390441895,2007-03-15
8.026603698730469,2007-03-16
8.144641876220703,2007-03-19
8.20925235748291,2007-03-20
8.358352661132812,2007-03-21
8.350897789001465,2007-03-22
8.331018447875977,2007-03-23
8.378233909606934,2007-03-26
8.183159828186035,2007-03-27
8.10488224029541,2007-03-28
8.291258811950684,2007-03-29
8.323562622070312,2007-03-30
8.363323211669922,2007-04-02
8.413023948669434,2007-04-03
8.665252685546875,2007-04-04
8.732348442077637,2007-04-05
8.69134521484375,2007-04-09
8.608097076416016,2007-04-10
8.584489822387695,2007-04-11
8.550942420959473,2007-04-12
8.503726959228516,2007-04-13
8.67892074584961,2007-04-16
8.654070854187012,2007-04-17
8.601884841918945,2007-04-18
8.533547401428223,2007-04-19
8.410539627075195,2007-04-20
8.439116477966309,2007-04-23
8.452784538269043,2007-04-24
8.435388565063477,2007-04-25
8.574549674987793,2007-04-26
8.775835990905762,2007-04-27
8.811868667602539,2007-04-30
8.695074081420898,2007-05-01
8.68513298034668,2007-05-02
8.726136207580566,2007-05-03
8.918724060058594,2007-05-04
8.834234237670898,2007-05-07
8.998245239257812,2007-05-08
9.001972198486328,2007-05-09
8.801928520202637,2007-05-10
9.020609855651855,2007-05-11
8.958484649658203,2007-05-14
8.882691383361816,2007-05-15
8.972152709960938,2007-05-16
9.700262069702148,2007-05-17
9.875456809997559,2007-05-18
10.120229721069336,2007-05-21
10.115260124206543,2007-05-22
9.781025886535645,2007-05-23
9.448033332824707,2007-05-24
9.532524108886719,2007-05-25
9.430638313293457,2007-05-29
9.382180213928223,2007-05-30
9.494006156921387,2007-05-31
9.357330322265625,2007-06-01
9.305144309997559,2007-06-04
9.443062782287598,2007-06-05
9.246747016906738,2007-06-06
9.082736015319824,2007-06-07
9.154801368713379,2007-06-08
9.235564231872559,2007-06-11
9.031793594360352,2007-06-12
9.275324821472168,2007-06-13
9.082736015319824,2007-06-14
9.154801368713379,2007-06-15
9.66919994354248,2007-06-18
9.677897453308105,2007-06-19
9.554888725280762,2007-06-20
9.485307693481445,2007-06-21
9.409515380859375,2007-06-22
9.475369453430176,2007-06-25
9.358572959899902,2007-06-26
9.474178314208984,2007-06-27
9.484155654907227,2007-06-28
9.80590534210205,2007-06-29
9.832094192504883,2007-07-02
10.480584144592285,2007-07-03
10.788617134094238,2007-07-05
11.057989120483398,2007-07-06
10.928290367126465,2007-07-09
10.707555770874023,2007-07-10
10.668895721435547,2007-07-11
10.782381057739258,2007-07-12
10.666400909423828,2007-07-13
10.626494407653809,2007-07-16
10.508020401000977,2007-07-17
10.435688972473145,2007-07-18
