EXR,Date
6.162858963012695,2005-01-24
6.106960296630859,2005-01-25
6.032426357269287,2005-01-26
6.055717945098877,2005-01-27
6.027768135070801,2005-01-28
6.04174280166626,2005-01-31
6.079007148742676,2005-02-01
6.037086009979248,2005-02-02
6.055717945098877,2005-02-03
6.148882865905762,2005-02-04
6.181491374969482,2005-02-07
6.21875524520874,2005-02-08
6.190805435180664,2005-02-09
6.297945022583008,2005-02-10
6.447012424468994,2005-02-11
6.42371940612793,2005-02-14
6.3585052490234375,2005-02-15
6.535516262054443,2005-02-16
6.535516262054443,2005-02-17
6.512226581573486,2005-02-18
6.386453628540039,2005-02-22
6.428379058837891,2005-02-23
6.428379058837891,2005-02-24
6.521541595458984,2005-02-25
6.474961757659912,2005-02-28
6.521541595458984,2005-03-01
6.540177822113037,2005-03-02
6.474961757659912,2005-03-03
6.558806896209717,2005-03-04
6.544833660125732,2005-03-07
6.568122863769531,2005-03-08
6.544833660125732,2005-03-09
6.512226581573486,2005-03-10
6.51127815246582,2005-03-11
6.487602233886719,2005-03-14
6.397628307342529,2005-03-15
6.336065769195557,2005-03-16
6.3928937911987305,2005-03-17
6.444981575012207,2005-03-18
6.364478588104248,2005-03-21
6.288713455200195,2005-03-22
6.1845316886901855,2005-03-23
6.141912937164307,2005-03-24
6.0472025871276855,2005-03-28
6.061408996582031,2005-03-29
6.326595783233643,2005-03-30
6.3928937911987305,2005-03-31
6.1513848304748535,2005-04-01
6.1513848304748535,2005-04-04
6.2318854331970215,2005-04-05
6.246092796325684,2005-04-06
6.298182010650635,2005-04-07
6.1845316886901855,2005-04-08
6.160852909088135,2005-04-11
6.203474521636963,2005-04-12
6.302918434143066,2005-04-13
6.288713455200195,2005-04-14
6.194003105163574,2005-04-15
6.217677593231201,2005-04-18
6.227149963378906,2005-04-19
6.212944030761719,2005-04-20
6.203474521636963,2005-04-21
6.070879936218262,2005-04-22
6.23661994934082,2005-04-25
6.127703666687012,2005-04-26
6.175058841705322,2005-04-27
6.118235111236572,2005-04-28
6.1561174392700195,2005-04-29
6.1561174392700195,2005-05-02
6.160852909088135,2005-05-03
6.108764171600342,2005-05-04
6.104026794433594,2005-05-05
6.075614929199219,2005-05-06
6.13244104385376,2005-05-09
6.108764171600342,2005-05-10
6.066142559051514,2005-05-11
5.976171016693115,2005-05-12
6.085085868835449,2005-05-13
6.0945587158203125,2005-05-16
6.118235111236572,2005-05-17
6.1845316886901855,2005-05-18
6.227149963378906,2005-05-19
6.255563259124756,2005-05-20
6.407095909118652,2005-05-23
6.463924407958984,2005-05-24
6.4497175216674805,2005-05-25
6.558631896972656,2005-05-26
6.714906215667725,2005-05-27
6.819084167480469,2005-05-31
6.672285079956055,2005-06-01
6.667547225952148,2005-06-02
6.700695991516113,2005-06-03
6.8048787117004395,2005-06-06
6.8427605628967285,2005-06-07
6.819084167480469,2005-06-08
6.743318557739258,2005-06-09
6.752787113189697,2005-06-10
6.915448188781738,2005-06-13
6.934695720672607,2005-06-14
6.857699394226074,2005-06-15
6.7999491691589355,2005-06-16
6.785510063171387,2005-06-17
6.641137599945068,2005-06-20
6.804760932922363,2005-06-21
6.848074436187744,2005-06-22
6.76145076751709,2005-06-23
6.9587626457214355,2005-06-24
6.973196506500244,2005-06-27
7.064633846282959,2005-06-28
7.040568828582764,2005-06-29
6.8961968421936035,2005-06-30
7.011696815490723,2005-07-01
7.170505046844482,2005-07-05
7.002072334289551,2005-07-06
7.146447658538818,2005-07-07
7.2667555809021,2005-07-08
7.618064880371094,2005-07-11
7.656560897827148,2005-07-12
7.6806254386901855,2005-07-13
7.53624963760376,2005-07-14
7.560312747955322,2005-07-15
7.603621959686279,2005-07-18
7.747996807098389,2005-07-19
7.969368934631348,2005-07-20
7.709494590759277,2005-07-21
7.747996807098389,2005-07-22
7.6806254386901855,2005-07-25
7.772059440612793,2005-07-26
7.772059440612793,2005-07-27
7.815369606018066,2005-07-28
7.76724910736084,2005-07-29
7.796121120452881,2005-08-01
7.796121120452881,2005-08-02
7.791312217712402,2005-08-03
7.560312747955322,2005-08-04
7.2090067863464355,2005-08-05
7.112759113311768,2005-08-08
7.074259281158447,2005-08-09
7.415938377380371,2005-08-10
7.338942050933838,2005-08-11
7.122384071350098,2005-08-12
7.2090067863464355,2005-08-15
7.353377819061279,2005-08-16
7.170505046844482,2005-08-17
7.233068943023682,2005-08-18
7.170505046844482,2005-08-19
7.122384071350098,2005-08-22
7.122384071350098,2005-08-23
7.194571018218994,2005-08-24
7.271565914154053,2005-08-25
7.180129528045654,2005-08-26
7.252317428588867,2005-08-29
7.2138166427612305,2005-08-30
7.180129528045654,2005-08-31
7.2138166427612305,2005-09-01
7.189756870269775,2005-09-02
7.584372043609619,2005-09-06
7.497749328613281,2005-09-07
7.483314037322998,2005-09-08
7.6709980964660645,2005-09-09
7.579563617706299,2005-09-12
7.50534200668335,2005-09-13
7.4174418449401855,2005-09-14
7.446742534637451,2005-09-15
7.559051036834717,2005-09-16
7.319779396057129,2005-09-19
7.38326358795166,2005-09-20
7.300251483917236,2005-09-21
7.339313983917236,2005-09-22
7.432092666625977,2005-09-23
7.476041316986084,2005-09-26
7.349074363708496,2005-09-27
7.2416510581970215,2005-09-28
7.397909164428711,2005-09-29
7.510223388671875,2005-09-30
7.42232608795166,2005-10-03
7.397909164428711,2005-10-04
7.305131912231445,2005-10-05
7.314898490905762,2005-10-06
7.300251483917236,2005-10-07
7.290482521057129,2005-10-10
6.997494220733643,2005-10-11
6.79240608215332,2005-10-12
6.748456954956055,2005-10-13
6.987730026245117,2005-10-14
7.129341125488281,2005-10-17
7.012144565582275,2005-10-18
6.968198299407959,2005-10-19
6.753343105316162,2005-10-20
6.787521839141846,2005-10-21
7.00726318359375,2005-10-24
6.851004600524902,2005-10-25
6.787521839141846,2005-10-26
6.8070549964904785,2005-10-27
7.100040912628174,2005-10-28
7.129341125488281,2005-10-31
6.992611408233643,2005-11-01
6.958431720733643,2005-11-02
6.846118927001953,2005-11-03
6.787521839141846,2005-11-04
6.587313175201416,2005-11-07
6.41640567779541,2005-11-08
6.6996259689331055,2005-11-09
6.8607683181762695,2005-11-10
6.8900675773620605,2005-11-11
6.8607683181762695,2005-11-14
6.841238021850586,2005-11-15
6.74357271194458,2005-11-16
6.904715538024902,2005-11-17
7.041445732116699,2005-11-18
7.09027624130249,2005-11-21
7.27583122253418,2005-11-22
7.344193935394287,2005-11-23
7.358845233917236,2005-11-25
7.075624942779541,2005-11-28
7.38326358795166,2005-11-29
7.441861152648926,2005-11-30
7.349074363708496,2005-12-01
7.217236518859863,2005-12-02
7.114689826965332,2005-12-05
7.334430694580078,2005-12-06
7.2709503173828125,2005-12-07
7.339313983917236,2005-12-08
7.397909164428711,2005-12-09
7.466275215148926,2005-12-12
7.410757064819336,2005-12-13
7.3859663009643555,2005-12-14
7.336402416229248,2005-12-15
7.371097087860107,2005-12-16
7.336402416229248,2005-12-19
7.32152795791626,2005-12-20
7.534681797027588,2005-12-21
7.534681797027588,2005-12-22
7.509893417358398,2005-12-23
7.5495524406433105,2005-12-27
7.485108852386475,2005-12-28
7.480154991149902,2005-12-29
7.6338210105896,2005-12-30
7.5693793296813965,2006-01-03
7.609039306640625,2006-01-04
7.529723644256592,2006-01-05
7.5792951583862305,2006-01-06
7.554511547088623,2006-01-09
7.599124431610107,2006-01-10
7.6338210105896,2006-01-11
7.584249019622803,2006-01-12
7.440493583679199,2006-01-13
7.376058101654053,2006-01-17
7.3661394119262695,2006-01-18
7.440493583679199,2006-01-19
7.336402416229248,2006-01-20
7.430583477020264,2006-01-23
7.4256272315979,2006-01-24
7.420666694641113,2006-01-25
7.6338210105896,2006-01-26
7.73792028427124,2006-01-27
7.658606052398682,2006-01-30
7.609039306640625,2006-01-31
7.534681797027588,2006-02-01
7.376058101654053,2006-02-02
7.1827311515808105,2006-02-03
7.281872272491455,2006-02-06
7.376058101654053,2006-02-07
7.455367088317871,2006-02-08
7.316573619842529,2006-02-09
7.2967448234558105,2006-02-10
7.410757064819336,2006-02-13
7.435540676116943,2006-02-14
7.470239162445068,2006-02-15
7.415713787078857,2006-02-16
7.485108852386475,2006-02-17
7.395883083343506,2006-02-21
7.415713787078857,2006-02-22
7.301699638366699,2006-02-23
7.31161642074585,2006-02-24
7.529723644256592,2006-02-27
7.435540676116943,2006-02-28
7.643736839294434,2006-03-01
7.574336528778076,2006-03-02
7.455367088317871,2006-03-03
7.524765968322754,2006-03-06
7.544594764709473,2006-03-07
7.609039306640625,2006-03-08
7.713131904602051,2006-03-09
7.846976280212402,2006-03-10
7.891234874725342,2006-03-13
7.916380882263184,2006-03-14
8.092411041259766,2006-03-15
8.374063491821289,2006-03-16
8.494769096374512,2006-03-17
8.374063491821289,2006-03-20
8.384119987487793,2006-03-21
8.555123329162598,2006-03-22
8.620506286621094,2006-03-23
8.439446449279785,2006-03-24
8.389148712158203,2006-03-27
8.424357414245605,2006-03-28
8.650683403015137,2006-03-29
8.535001754760742,2006-03-30
8.645651817321777,2006-03-31
8.429387092590332,2006-04-03
8.449501037597656,2006-04-04
8.504827499389648,2006-04-05
8.424357414245605,2006-04-06
8.288562774658203,2006-04-07
8.203059196472168,2006-04-10
8.092411041259766,2006-04-11
7.961644649505615,2006-04-12
7.9314703941345215,2006-04-13
7.861055850982666,2006-04-17
7.976734161376953,2006-04-18
8.042115211486816,2006-04-19
8.04714584350586,2006-04-20
7.9264397621154785,2006-04-21
7.996850967407227,2006-04-24
7.95158576965332,2006-04-25
8.112527847290039,2006-04-26
7.996850967407227,2006-04-27
7.9063215255737305,2006-04-28
7.725260257720947,2006-05-01
7.835910320281982,2006-05-02
7.81579065322876,2006-05-03
7.765498161315918,2006-05-04
7.986794948577881,2006-05-05
7.795675277709961,2006-05-08
7.669935703277588,2006-05-09
7.750408172607422,2006-05-10
7.594494819641113,2006-05-11
7.48384428024292,2006-05-12
7.654849052429199,2006-05-15
7.6749677658081055,2006-05-16
7.544198036193848,2006-05-17
7.493904113769531,2006-05-18
7.488879203796387,2006-05-19
7.448638916015625,2006-05-22
7.463730335235596,2006-05-23
7.4335527420043945,2006-05-24
7.56934928894043,2006-05-25
7.544198036193848,2006-05-26
7.448638916015625,2006-05-30
7.639759540557861,2006-05-31
7.745377063751221,2006-06-01
7.84596586227417,2006-06-02
7.795675277709961,2006-06-05
7.785613536834717,2006-06-06
7.6749677658081055,2006-06-07
7.740348815917969,2006-06-08
7.685024261474609,2006-06-09
7.6749677658081055,2006-06-12
7.6535210609436035,2006-06-13
7.566725254058838,2006-06-14
7.694369316101074,2006-06-15
7.67394495010376,2006-06-16
7.485031604766846,2006-06-19
7.556512832641602,2006-06-20
7.530984878540039,2006-06-21
7.49013614654541,2006-06-22
7.495243549346924,2006-06-23
7.658628463745117,2006-06-26
7.6484174728393555,2006-06-27
7.719895839691162,2006-06-28
7.995607376098633,2006-06-29
8.291738510131836,2006-06-30
8.235577583312988,2006-07-03
8.276423454284668,2006-07-05
8.28152847290039,2006-07-06
8.138566970825195,2006-07-07
8.18962574005127,2006-07-10
8.240684509277344,2006-07-11
8.28152847290039,2006-07-12
8.199837684631348,2006-07-13
8.107934951782227,2006-07-14
8.021133422851562,2006-07-17
8.215156555175781,2006-07-18
8.373430252075195,2006-07-19
8.179414749145508,2006-07-20
8.077298164367676,2006-07-21
8.194731712341309,2006-07-24
8.240684509277344,2006-07-25
8.158990859985352,2006-07-26
8.16920280456543,2006-07-27
8.240684509277344,2006-07-28
8.133463859558105,2006-07-31
8.133463859558105,2006-08-01
8.245789527893066,2006-08-02
8.29684829711914,2006-08-03
8.29684829711914,2006-08-04
8.40406608581543,2006-08-07
8.347904205322266,2006-08-08
8.419384002685547,2006-08-09
8.353011131286621,2006-08-10
8.39896297454834,2006-08-11
8.444912910461426,2006-08-14
8.603192329406738,2006-08-15
8.58276653289795,2006-08-16
8.61340618133545,2006-08-17
8.603192329406738,2006-08-18
8.720623016357422,2006-08-21
8.679778099060059,2006-08-22
8.628719329833984,2006-08-23
8.644035339355469,2006-08-24
8.705306053161621,2006-08-25
8.863585472106934,2006-08-28
8.929960250854492,2006-08-29
9.001440048217773,2006-08-30
8.935064315795898,2006-08-31
8.807421684265137,2006-09-01
8.797207832336426,2006-09-05
8.705306053161621,2006-09-06
8.623615264892578,2006-09-07
8.679778099060059,2006-09-08
8.705306053161621,2006-09-11
8.812529563903809,2006-09-12
8.837361335754395,2006-09-13
8.847713470458984,2006-09-14
9.168505668640137,2006-09-15
9.05985164642334,2006-09-18
9.158156394958496,2006-09-19
9.01328182220459,2006-09-20
9.106420516967773,2006-09-21
9.049503326416016,2006-09-22
9.028806686401367,2006-09-25
9.002933502197266,2006-09-26
9.05985164642334,2006-09-27
9.080545425415039,2006-09-28
8.956367492675781,2006-09-29
8.925325393676758,2006-10-02
8.837361335754395,2006-10-03
9.121936798095703,2006-10-04
9.2098970413208,2006-10-05
9.158156394958496,2006-10-06
9.220246315002441,2006-10-09
9.168505668640137,2006-10-10
9.111590385437012,2006-10-11
9.168505668640137,2006-10-12
9.235770225524902,2006-10-13
9.323729515075684,2006-10-16
9.308210372924805,2006-10-17
9.390992164611816,2006-10-18
9.46860408782959,2006-10-19
9.349597930908203,2006-10-20
9.406513214111328,2006-10-23
9.303032875061035,2006-10-24
9.385815620422363,2006-10-25
9.62900161743164,2006-10-26
9.494477272033691,2006-10-27
9.572084426879883,2006-10-30
9.54104232788086,2006-10-31
9.437559127807617,2006-11-01
9.318551063537598,2006-11-02
8.987414360046387,2006-11-03
9.184028625488281,2006-11-06
9.070197105407715,2006-11-07
9.0960693359375,2006-11-08
9.023630142211914,2006-11-09
9.101236343383789,2006-11-10
9.152985572814941,2006-11-13
9.054675102233887,2006-11-14
9.127111434936523,2006-11-15
9.049503326416016,2006-11-16
9.028806686401367,2006-11-17
9.308210372924805,2006-11-20
9.39616584777832,2006-11-21
9.349597930908203,2006-11-22
9.478950500488281,2006-11-24
9.215072631835938,2006-11-27
9.292683601379395,2006-11-28
9.406513214111328,2006-11-29
9.530692100524902,2006-11-30
9.50482177734375,2006-12-01
9.779046058654785,2006-12-04
9.639350891113281,2006-12-05
9.62900161743164,2006-12-06
9.561739921569824,2006-12-07
9.54621410369873,2006-12-08
9.577261924743652,2006-12-11
9.572084426879883,2006-12-12
9.440074920654297,2006-12-13
9.450545310974121,2006-12-14
9.46626091003418,2006-12-15
9.309103012084961,2006-12-18
9.293391227722168,2006-12-19
9.377205848693848,2006-12-20
9.324819564819336,2006-12-21
9.24623966217041,2006-12-22
9.309103012084961,2006-12-26
9.455787658691406,2006-12-27
9.440074920654297,2006-12-28
9.565799713134766,2006-12-29
9.707244873046875,2007-01-03
9.817256927490234,2007-01-04
9.539607048034668,2007-01-05
9.4453125,2007-01-08
9.534367561340332,2007-01-09
9.618189811706543,2007-01-10
9.675809860229492,2007-01-11
9.817256927490234,2007-01-12
9.796302795410156,2007-01-16
9.827731132507324,2007-01-17
9.712484359741211,2007-01-18
9.827731132507324,2007-01-19
9.906311988830566,2007-01-22
9.822493553161621,2007-01-23
9.848689079284668,2007-01-24
9.880115509033203,2007-01-25
9.916787147521973,2007-01-26
10.042516708374023,2007-01-29
10.18396282196045,2007-01-30
10.3411226272583,2007-01-31
10.35159683227539,2007-02-01
10.451132774353027,2007-02-02
10.299210548400879,2007-02-05
10.320165634155273,2007-02-06
10.566385269165039,2007-02-07
10.534952163696289,2007-02-08
10.320165634155273,2007-02-09
10.173484802246094,2007-02-12
10.456369400024414,2007-02-13
10.393508911132812,2007-02-14
10.393508911132812,2007-02-15
10.440655708312988,2007-02-16
10.503519058227539,2007-02-20
10.409223556518555,2007-02-21
10.320165634155273,2007-02-22
10.110621452331543,2007-02-23
9.995372772216797,2007-02-26
9.759629249572754,2007-02-27
9.953462600708008,2007-02-28
9.874882698059082,2007-03-01
9.880115509033203,2007-03-02
9.52912712097168,2007-03-05
9.832971572875977,2007-03-06
9.911551475524902,2007-03-07
10.24158763885498,2007-03-08
10.493042945861816,2007-03-09
10.70782470703125,2007-03-12
10.553133964538574,2007-03-13
10.542537689208984,2007-03-14
10.622004508972168,2007-03-15
10.558430671691895,2007-03-16
10.659090042114258,2007-03-19
10.600812911987305,2007-03-20
10.367712020874023,2007-03-21
10.346522331237793,2007-03-22
10.304139137268066,2007-03-23
10.224674224853516,2007-03-26
10.134608268737793,2007-03-27
10.018060684204102,2007-03-28
9.906808853149414,2007-03-29
10.033950805664062,2007-03-30
10.166398048400879,2007-04-02
10.129314422607422,2007-04-03
10.113423347473145,2007-04-04
10.161100387573242,2007-04-05
10.071038246154785,2007-04-09
10.118719100952148,2007-04-10
9.980978965759277,2007-04-11
9.943891525268555,2007-04-12
10.049842834472656,2007-04-13
10.097522735595703,2007-04-16
10.240568161010742,2007-04-17
10.161100387573242,2007-04-18
10.097522735595703,2007-04-19
10.166398048400879,2007-04-20
10.198183059692383,2007-04-23
10.203482627868652,2007-04-24
10.28294849395752,2007-04-25
10.219374656677246,2007-04-26
10.155801773071289,2007-04-27
9.912103652954102,2007-04-30
9.885616302490234,2007-05-01
9.896212577819824,2007-05-02
9.81674575805664,2007-05-03
9.737282752990723,2007-05-04
9.64192008972168,2007-05-07
9.504175186157227,2007-05-08
9.562453269958496,2007-05-09
9.350541114807129,2007-05-10
9.456500053405762,2007-05-11
9.403523445129395,2007-05-14
9.334650993347168,2007-05-15
9.329349517822266,2007-05-16
9.101548194885254,2007-05-17
9.011488914489746,2007-05-18
9.281669616699219,2007-05-21
9.361139297485352,2007-05-22
9.186311721801758,2007-05-23
9.101548194885254,2007-05-24
9.096248626708984,2007-05-25
9.292265892028809,2007-05-29
9.509472846984863,2007-05-30
9.48828411102295,2007-05-31
9.551858901977539,2007-06-01
9.573044776916504,2007-06-04
9.339945793151855,2007-06-05
9.255182266235352,2007-06-06
9.112146377563477,2007-06-07
9.138633728027344,2007-06-08
9.048568725585938,2007-06-11
8.852553367614746,2007-06-12
8.991127967834473,2007-06-13
8.910561561584473,2007-06-14
9.044837951660156,2007-06-15
9.087807655334473,2007-06-18
9.066322326660156,2007-06-19
8.797769546508789,2007-06-20
8.915932655334473,2007-06-21
8.975013732910156,2007-06-22
8.969642639160156,2007-06-25
9.044837951660156,2007-06-26
9.146886825561523,2007-06-27
9.012609481811523,2007-06-28
8.862221717834473,2007-06-29
8.985753059387207,2007-07-02
8.808510780334473,2007-07-03
8.846109390258789,2007-07-05
8.96426773071289,2007-07-06
8.851479530334473,2007-07-09
8.749430656433105,2007-07-10
8.744058609008789,2007-07-11
8.846109390258789,2007-07-12
8.835368156433105,2007-07-13
8.722569465637207,2007-07-16
8.738685607910156,2007-07-17
8.706459045410156,2007-07-18
8.695722579956055,2007-07-19
8.448648452758789,2007-07-20
8.330489158630371,2007-07-23
8.099531173706055,2007-07-24
7.986741065979004,2007-07-25
7.750416278839111,2007-07-26
7.449639320373535,2007-07-27
7.4335246086120605,2007-07-30
7.540944576263428,2007-07-31
7.707447528839111,2007-08-01
7.7826433181762695,2007-08-02
7.6591081619262695,2007-08-03
8.056564331054688,2007-08-06
8.056564331054688,2007-08-07
8.217692375183105,2007-08-08
8.330489158630371,2007-08-09
8.088791847229004,2007-08-10
8.147871017456055,2007-08-13
7.863209247589111,2007-08-14
7.680593013763428,2007-08-15
7.938403129577637,2007-08-16
8.142501831054688,2007-08-17
8.153243064880371,2007-08-20
8.169357299804688,2007-08-21
8.169357299804688,2007-08-22
8.185469627380371,2007-08-23
8.271404266357422,2007-08-24
8.029708862304688,2007-08-27
7.761158466339111,2007-08-28
8.056564331054688,2007-08-29
8.061935424804688,2007-08-30
8.255295753479004,2007-08-31
8.432537078857422,2007-09-04
8.239178657531738,2007-09-05
8.094161033630371,2007-09-06
7.938403129577637,2007-09-07
7.836352348327637,2007-09-10
7.863209247589111,2007-09-11
7.933043479919434,2007-09-12
8.129460334777832,2007-09-13
8.260406494140625,2007-09-14
8.309510231018066,2007-09-17
8.571398735046387,2007-09-18
8.549572944641113,2007-09-19
8.484099388122559,2007-09-20
8.609591484069824,2007-09-21
8.685972213745117,2007-09-24
8.56594181060791,2007-09-25
8.615045547485352,2007-09-26
8.527749061584473,2007-09-27
8.396806716918945,2007-09-28
8.56594181060791,2007-10-01
8.65869426727295,2007-10-02
8.604132652282715,2007-10-03
8.675061225891113,2007-10-04
9.056981086730957,2007-10-05
8.936948776245117,2007-10-08
9.002423286437988,2007-10-09
9.007878303527832,2007-10-10
8.920581817626953,2007-10-11
8.958773612976074,2007-10-12
8.82783031463623,2007-10-15
8.65869426727295,2007-10-16
8.615045547485352,2007-10-17
8.549572944641113,2007-10-18
8.118547439575195,2007-10-19
8.222213745117188,2007-10-22
8.184019088745117,2007-10-23
8.129460334777832,2007-10-24
8.107636451721191,2007-10-25
8.096726417541504,2007-10-26
8.156743049621582,2007-10-29
8.293139457702637,2007-10-30
8.57685375213623,2007-10-31
8.293139457702637,2007-11-01
8.233126640319824,2007-11-02
8.113090515136719,2007-11-05
8.091269493103027,2007-11-06
7.81301212310791,2007-11-07
7.7639055252075195,2007-11-08
7.829378128051758,2007-11-09
7.993058681488037,2007-11-12
8.293139457702637,2007-11-13
8.173107147216797,2007-11-14
8.20038890838623,2007-11-15
8.0585355758667,2007-11-16
7.954870223999023,2007-11-19
7.791187763214111,2007-11-20
7.682068347930908,2007-11-21
7.834832668304443,2007-11-23
7.431092262268066,2007-11-26
7.523843765258789,2007-11-27
7.6929826736450195,2007-11-28
7.643871784210205,2007-11-29
7.780272960662842,2007-11-30
7.7639055252075195,2007-12-03
7.583858013153076,2007-12-04
7.731170177459717,2007-12-05
7.954870223999023,2007-12-06
8.04216480255127,2007-12-07
8.265863418579102,2007-12-10
7.845746040344238,2007-12-11
7.768009662628174,2007-12-12
7.712483882904053,2007-12-13
7.412651062011719,2007-12-14
7.301599979400635,2007-12-17
7.540356636047363,2007-12-18
7.579224586486816,2007-12-19
7.640302658081055,2007-12-20
7.93458890914917,2007-12-21
8.134479522705078,2007-12-24
8.123373031616211,2007-12-26
8.0067720413208,2007-12-27
7.773562431335449,2007-12-28
7.93458890914917,2007-12-31
7.745800971984863,2008-01-02
7.507043361663818,2008-01-03
7.384886741638184,2008-01-04
7.334914207458496,2008-01-07
7.101706027984619,2008-01-08
7.19610071182251,2008-01-09
7.268282413482666,2008-01-10
7.312705039978027,2008-01-11
7.412651062011719,2008-01-14
7.190547943115234,2008-01-15
7.44041109085083,2008-01-16
7.473727703094482,2008-01-17
7.357122421264648,2008-01-18
7.42930793762207,2008-01-22
7.929035663604736,2008-01-23
7.834639549255371,2008-01-24
7.967901706695557,2008-01-25
8.406556129455566,2008-01-28
8.301057815551758,2008-01-29
8.16224193572998,2008-01-30
8.406556129455566,2008-01-31
8.650866508483887,2008-02-01
8.506499290466309,2008-02-04
8.190008163452148,2008-02-05
7.917928218841553,2008-02-06
7.97900915145874,2008-02-07
7.823541641235352,2008-02-08
7.729142665863037,2008-02-11
7.901271343231201,2008-02-12
8.112268447875977,2008-02-13
7.87351131439209,2008-02-14
7.812429904937744,2008-02-15
8.051191329956055,2008-02-19
8.323263168334961,2008-02-20
8.234427452087402,2008-02-21
8.334371566772461,2008-02-22
8.578681945800781,2008-02-25
8.589789390563965,2008-02-26
8.678629875183105,2008-02-27
8.439868927001953,2008-02-28
8.367687225341797,2008-02-29
8.450976371765137,2008-03-03
8.489843368530273,2008-03-04
8.434317588806152,2008-03-05
8.312161445617676,2008-03-06
8.35658073425293,2008-03-07
8.345477104187012,2008-03-10
8.934046745300293,2008-03-11
8.781760215759277,2008-03-12
8.996088981628418,2008-03-13
8.826884269714355,2008-03-14
8.905845642089844,2008-03-17
9.407822608947754,2008-03-18
9.430384635925293,2008-03-19
9.610870361328125,2008-03-20
9.672911643981934,2008-03-24
9.357063293457031,2008-03-25
9.452943801879883,2008-03-26
9.221695899963379,2008-03-27
8.939688682556152,2008-03-28
9.131452560424805,2008-03-31
9.492423057556152,2008-04-01
9.785712242126465,2008-04-02
9.672911643981934,2008-04-03
9.560103416442871,2008-04-04
9.622146606445312,2008-04-07
9.695469856262207,2008-04-08
9.379619598388672,2008-04-09
9.396544456481934,2008-04-10
9.311938285827637,2008-04-11
9.317577362060547,2008-04-14
9.424739837646484,2008-04-15
9.616507530212402,2008-04-16
9.650350570678711,2008-04-17
9.712392807006836,2008-04-18
9.554465293884277,2008-04-21
9.368338584899902,2008-04-22
