NOC,Date
4.343235015869141,1984-02-27
4.382249355316162,1984-02-28
4.362739086151123,1984-02-29
4.388746738433838,1984-03-01
4.388746738433838,1984-03-02
4.304226875305176,1984-03-05
4.180692672729492,1984-03-06
4.1351776123046875,1984-03-07
4.1221723556518555,1984-03-08
4.057155132293701,1984-03-09
4.011641502380371,1984-03-12
3.953124761581421,1984-03-13
3.888108730316162,1984-03-14
3.8425936698913574,1984-03-15
3.927119493484497,1984-03-16
3.8751039505004883,1984-03-19
3.8230884075164795,1984-03-20
3.8490984439849854,1984-03-21
3.862098217010498,1984-03-22
3.8490984439849854,1984-03-23
3.8230884075164795,1984-03-26
3.719059467315674,1984-03-27
3.8360931873321533,1984-03-28
3.862098217010498,1984-03-29
3.855595111846924,1984-03-30
3.8751039505004883,1984-04-02
3.7840800285339355,1984-04-03
3.8490984439849854,1984-04-04
3.77107310295105,1984-04-05
3.7840800285339355,1984-04-06
3.77107310295105,1984-04-09
3.8360931873321533,1984-04-10
3.7970826625823975,1984-04-11
3.9011104106903076,1984-04-12
3.8816046714782715,1984-04-13
3.9011104106903076,1984-04-16
3.9791316986083984,1984-04-17
4.031147003173828,1984-04-18
4.076659202575684,1984-04-19
4.161184310913086,1984-04-23
4.317226409912109,1984-04-24
4.271717071533203,1984-04-25
4.252209186553955,1984-04-26
4.226202964782715,1984-04-27
4.265212535858154,1984-04-30
4.278217315673828,1984-05-01
4.304226875305176,1984-05-02
4.323730945587158,1984-05-03
4.239207744598389,1984-05-04
4.232705116271973,1984-05-07
4.343235015869141,1984-05-08
4.388746738433838,1984-05-09
4.3952507972717285,1984-05-10
4.382249355316162,1984-05-11
4.382249355316162,1984-05-14
4.382249355316162,1984-05-15
4.3952507972717285,1984-05-16
4.330232620239258,1984-05-17
4.317226409912109,1984-05-18
4.336735725402832,1984-05-21
4.30143404006958,1984-05-22
4.327585220336914,1984-05-23
4.340657711029053,1984-05-24
4.353731632232666,1984-05-25
4.353731632232666,1984-05-29
4.353731632232666,1984-05-30
4.366805076599121,1984-05-31
4.373344421386719,1984-06-01
4.504085063934326,1984-06-04
4.44525146484375,1984-06-05
4.44525146484375,1984-06-06
4.46486234664917,1984-06-07
4.510623931884766,1984-06-08
4.536772727966309,1984-06-11
4.641368389129639,1984-06-12
4.759032249450684,1984-06-13
4.706737041473389,1984-06-14
4.680589199066162,1984-06-15
4.7982563972473145,1984-06-18
4.902851104736328,1984-06-19
4.935534477233887,1984-06-20
4.719811916351318,1984-06-21
4.837477684020996,1984-06-22
4.745959758758545,1984-06-25
4.667515754699707,1984-06-26
4.726348876953125,1984-06-27
4.857093334197998,1984-06-28
4.8636274337768555,1984-06-29
4.857093334197998,1984-07-02
4.8636274337768555,1984-07-03
4.8636274337768555,1984-07-05
4.811332702636719,1984-07-06
4.7982563972473145,1984-07-09
4.7786478996276855,1984-07-10
4.759032249450684,1984-07-11
4.732884407043457,1984-07-12
4.674050331115723,1984-07-13
4.69365930557251,1984-07-16
4.759032249450684,1984-07-17
4.7721076011657715,1984-07-18
4.844016075134277,1984-07-19
4.785182952880859,1984-07-20
4.765573024749756,1984-07-23
4.765573024749756,1984-07-24
4.759032249450684,1984-07-25
4.785182952880859,1984-07-26
4.889774322509766,1984-07-27
4.942075252532959,1984-07-30
4.922463417053223,1984-07-31
5.020517826080322,1984-08-01
5.144725799560547,1984-08-02
5.308151721954346,1984-08-03
5.366987228393555,1984-08-06
5.399670600891113,1984-08-07
5.347375869750977,1984-08-08
5.438895225524902,1984-08-09
5.5304179191589355,1984-08-10
5.504271030426025,1984-08-13
5.543487548828125,1984-08-14
5.543487548828125,1984-08-15
5.6480865478515625,1984-08-16
5.674234390258789,1984-08-17
5.674234390258789,1984-08-20
5.6637444496154785,1984-08-21
5.709630966186523,1984-08-22
5.703078746795654,1984-08-23
5.703078746795654,1984-08-24
5.6244120597839355,1984-08-27
5.617856979370117,1984-08-28
5.585082054138184,1984-08-29
5.585082054138184,1984-08-30
5.565413951873779,1984-08-31
5.486750602722168,1984-09-04
5.473642349243164,1984-09-05
5.558863162994385,1984-09-06
5.571969509124756,1984-09-07
5.519529342651367,1984-09-10
5.545747756958008,1984-09-11
5.506414890289307,1984-09-12
5.545747756958008,1984-09-13
5.6637444496154785,1984-09-14
5.781738758087158,1984-09-17
6.037391662597656,1984-09-18
5.88006591796875,1984-09-19
5.899736404418945,1984-09-20
5.42775297164917,1984-09-21
5.447423458099365,1984-09-24
5.447423458099365,1984-09-25
5.3294243812561035,1984-09-26
5.388424873352051,1984-09-27
5.270428657531738,1984-09-28
5.014776229858398,1984-10-01
5.034438610076904,1984-10-02
5.073770523071289,1984-10-03
5.172101020812988,1984-10-04
5.290095329284668,1984-10-05
5.172101020812988,1984-10-08
4.995110034942627,1984-10-09
4.916444778442383,1984-10-10
5.172101020812988,1984-10-11
5.309759140014648,1984-10-12
5.349091053009033,1984-10-15
5.309759140014648,1984-10-16
5.152434349060059,1984-10-17
5.152434349060059,1984-10-18
5.309759140014648,1984-10-19
5.349091053009033,1984-10-22
5.1917643547058105,1984-10-23
5.309759140014648,1984-10-24
5.2310991287231445,1984-10-25
5.211431503295898,1984-10-26
5.172101020812988,1984-10-29
5.2310991287231445,1984-10-30
5.250760555267334,1984-10-31
5.467083930969238,1984-11-01
5.703078746795654,1984-11-02
5.88006591796875,1984-11-05
6.096397399902344,1984-11-06
5.919397354125977,1984-11-07
5.899736404418945,1984-11-08
5.6637444496154785,1984-11-09
5.644076347351074,1984-11-12
5.703078746795654,1984-11-13
5.722738265991211,1984-11-14
5.722738265991211,1984-11-15
5.585082054138184,1984-11-16
5.486750602722168,1984-11-19
5.42775297164917,1984-11-20
5.486750602722168,1984-11-21
5.585082054138184,1984-11-23
5.52608585357666,1984-11-26
5.375333786010742,1984-11-27
5.315832614898682,1984-11-28
5.335666179656982,1984-11-29
5.196823596954346,1984-11-30
5.0778093338012695,1984-12-03
5.0778093338012695,1984-12-04
5.038141250610352,1984-12-05
5.196823596954346,1984-12-06
5.434839725494385,1984-12-07
5.355501651763916,1984-12-10
5.335666179656982,1984-12-11
5.276158332824707,1984-12-12
5.276158332824707,1984-12-13
5.415005683898926,1984-12-14
5.375333786010742,1984-12-17
5.7323713302612305,1984-12-18
5.871216297149658,1984-12-19
5.831544399261475,1984-12-20
5.712534427642822,1984-12-21
5.871216297149658,1984-12-24
5.930723667144775,1984-12-26
5.752204418182373,1984-12-27
5.712534427642822,1984-12-28
5.593523979187012,1984-12-31
5.5538506507873535,1985-01-02
5.653029918670654,1985-01-03
5.613358020782471,1985-01-04
5.613358020782471,1985-01-07
5.25632381439209,1985-01-08
5.15714693069458,1985-01-09
5.25632381439209,1985-01-10
5.295995235443115,1985-01-11
5.355501651763916,1985-01-14
5.057974338531494,1985-01-15
5.236490726470947,1985-01-16
5.276158332824707,1985-01-17
5.375333786010742,1985-01-18
5.454676628112793,1985-01-21
5.315832614898682,1985-01-22
5.613358020782471,1985-01-23
5.613358020782471,1985-01-24
5.633194923400879,1985-01-25
5.653029918670654,1985-01-28
5.613358020782471,1985-01-29
5.672863960266113,1985-01-30
5.5340189933776855,1985-01-31
5.494347095489502,1985-02-01
5.474514484405518,1985-02-04
5.454676628112793,1985-02-05
5.5538506507873535,1985-02-06
5.851382732391357,1985-02-07
6.01006555557251,1985-02-08
5.990228176116943,1985-02-11
5.970387935638428,1985-02-12
6.208415985107422,1985-02-13
6.367096424102783,1985-02-14
6.585283279418945,1985-02-15
6.585283279418945,1985-02-19
6.922481060028076,1985-02-20
6.862974643707275,1985-02-21
6.823306083679199,1985-02-22
6.803472995758057,1985-02-25
7.071133136749268,1985-02-26
7.151033401489258,1985-02-27
7.2109575271606445,1985-02-28
7.190988540649414,1985-03-01
6.9712605476379395,1985-03-04
6.951287746429443,1985-03-05
6.871385097503662,1985-03-06
6.711589336395264,1985-03-07
6.591733932495117,1985-03-08
6.551784515380859,1985-03-11
6.611712455749512,1985-03-12
6.431938171386719,1985-03-13
6.431938171386719,1985-03-14
6.39198637008667,1985-03-15
6.352039337158203,1985-03-18
6.39198637008667,1985-03-19
6.551784515380859,1985-03-20
6.791487693786621,1985-03-21
6.631686210632324,1985-03-22
6.631686210632324,1985-03-25
6.711589336395264,1985-03-26
6.791487693786621,1985-03-27
6.871385097503662,1985-03-28
6.871385097503662,1985-03-29
6.871385097503662,1985-04-01
6.831432819366455,1985-04-02
6.691609859466553,1985-04-03
6.831432819366455,1985-04-04
6.851413726806641,1985-04-08
6.891361236572266,1985-04-09
7.051162242889404,1985-04-10
7.151033401489258,1985-04-11
7.151033401489258,1985-04-12
7.230932235717773,1985-04-15
7.2708845138549805,1985-04-16
7.510584354400635,1985-04-17
7.610458850860596,1985-04-18
7.430679798126221,1985-04-19
7.470632553100586,1985-04-22
7.430679798126221,1985-04-23
7.550533771514893,1985-04-24
7.59048318862915,1985-04-25
7.650406837463379,1985-04-26
7.550533771514893,1985-04-29
7.350785255432129,1985-04-30
7.2708845138549805,1985-05-01
6.931310176849365,1985-05-02
6.911334991455078,1985-05-03
6.951287746429443,1985-05-06
7.151033401489258,1985-05-07
7.2109575271606445,1985-05-08
7.450656890869141,1985-05-09
7.510584354400635,1985-05-10
7.610458850860596,1985-05-13
7.190988540649414,1985-05-14
7.2708845138549805,1985-05-15
7.350785255432129,1985-05-16
7.350785255432129,1985-05-17
7.519673824310303,1985-05-20
7.41914176940918,1985-05-21
7.479457855224609,1985-05-22
7.399036884307861,1985-05-23
7.399036884307861,1985-05-24
7.338723659515381,1985-05-28
7.439242839813232,1985-05-29
7.41914176940918,1985-05-30
7.499568462371826,1985-05-31
7.6805243492126465,1985-06-03
7.700631141662598,1985-06-04
7.82126522064209,1985-06-05
8.002223014831543,1985-06-06
7.921792984008789,1985-06-07
8.042437553405762,1985-06-10
8.022330284118652,1985-06-11
8.163066864013672,1985-06-12
8.183172225952148,1985-06-13
8.283709526062012,1985-06-14
8.404345512390137,1985-06-17
8.42444896697998,1985-06-18
8.444554328918457,1985-06-19
8.203278541564941,1985-06-20
8.283709526062012,1985-06-21
8.26360034942627,1985-06-24
8.323921203613281,1985-06-25
8.283709526062012,1985-06-26
8.283709526062012,1985-06-27
8.384236335754395,1985-06-28
8.323921203613281,1985-07-01
8.344022750854492,1985-07-02
8.404345512390137,1985-07-03
8.545088768005371,1985-07-05
8.685830116271973,1985-07-08
8.786357879638672,1985-07-09
8.927104949951172,1985-07-10
8.726040840148926,1985-07-11
8.886887550354004,1985-07-12
8.846677780151367,1985-07-15
9.027632713317871,1985-07-16
8.927104949951172,1985-07-17
8.685830116271973,1985-07-18
8.50487232208252,1985-07-19
8.283709526062012,1985-07-22
8.484769821166992,1985-07-23
8.444554328918457,1985-07-24
8.404345512390137,1985-07-25
8.344022750854492,1985-07-26
8.14296817779541,1985-07-29
8.002223014831543,1985-07-30
8.14296817779541,1985-07-31
8.283709526062012,1985-08-01
8.344022750854492,1985-08-02
8.323921203613281,1985-08-05
8.203278541564941,1985-08-06
8.203278541564941,1985-08-07
8.203278541564941,1985-08-08
8.223389625549316,1985-08-09
8.102752685546875,1985-08-12
