NOC,Date
2.5630900859832764,1981-12-31
2.5508556365966797,1982-01-04
2.5508556365966797,1982-01-05
2.465214729309082,1982-01-06
2.4223954677581787,1982-01-07
2.5080366134643555,1982-01-08
2.2449960708618164,1982-01-11
2.1960601806640625,1982-01-12
2.092069387435913,1982-01-13
2.104302406311035,1982-01-14
2.1654741764068604,1982-01-15
2.1226534843444824,1982-01-18
2.128770112991333,1982-01-19
2.1838266849517822,1982-01-20
2.251114845275879,1982-01-21
2.312286853790283,1982-01-22
2.3612234592437744,1982-01-25
2.3795738220214844,1982-01-26
2.3795738220214844,1982-01-27
2.3856916427612305,1982-01-28
2.404042959213257,1982-01-29
2.4223954677581787,1982-02-01
2.459099054336548,1982-02-02
2.4346282482147217,1982-02-03
2.4162776470184326,1982-02-04
2.446864366531372,1982-02-05
2.3795738220214844,1982-02-08
2.330639362335205,1982-02-09
2.251114845275879,1982-02-10
2.2449960708618164,1982-02-11
2.214411735534668,1982-02-12
2.2633485794067383,1982-02-16
2.275583505630493,1982-02-17
2.312286853790283,1982-02-18
2.3061695098876953,1982-02-19
2.251114845275879,1982-02-22
2.242466449737549,1982-02-23
2.2486438751220703,1982-02-24
2.2609987258911133,1982-02-25
2.2609987258911133,1982-02-26
2.2609987258911133,1982-03-01
2.2609987258911133,1982-03-02
2.2795324325561523,1982-03-03
2.2795324325561523,1982-03-04
2.2733538150787354,1982-03-05
2.1868677139282227,1982-03-08
2.112736940383911,1982-03-09
2.125092029571533,1982-03-10
2.0324268341064453,1982-03-11
1.964475154876709,1982-03-12
1.964475154876709,1982-03-15
1.964475154876709,1982-03-16
1.9830073118209839,1982-03-17
2.0509603023529053,1982-03-18
2.0942041873931885,1982-03-19
2.1559789180755615,1982-03-22
2.2239346504211426,1982-03-23
2.236288070678711,1982-03-24
2.2733538150787354,1982-03-25
2.2857093811035156,1982-03-26
2.298064708709717,1982-03-29
2.3227758407592773,1982-03-30
2.298064708709717,1982-03-31
2.2795324325561523,1982-04-01
2.347485303878784,1982-04-02
2.230111837387085,1982-04-05
2.2486438751220703,1982-04-06
2.254822254180908,1982-04-07
2.254822254180908,1982-04-08
2.335130453109741,1982-04-12
2.4092609882354736,1982-04-13
2.396906852722168,1982-04-14
2.396906852722168,1982-04-15
2.396906852722168,1982-04-16
2.396906852722168,1982-04-19
2.390728235244751,1982-04-20
2.366018295288086,1982-04-21
2.3721959590911865,1982-04-22
2.378373146057129,1982-04-23
2.433973550796509,1982-04-26
2.4216160774230957,1982-04-27
2.4030823707580566,1982-04-28
2.390728235244751,1982-04-29
2.378373146057129,1982-04-30
2.4833931922912598,1982-05-03
2.5637006759643555,1982-05-04
2.6440086364746094,1982-05-05
2.600766897201538,1982-05-06
2.6069447994232178,1982-05-07
2.588411808013916,1982-05-10
2.588411808013916,1982-05-11
2.5204579830169678,1982-05-12
2.5081028938293457,1982-05-13
2.5142805576324463,1982-05-14
2.501925468444824,1982-05-17
2.5204579830169678,1982-05-18
2.569880723953247,1982-05-19
2.4833931922912598,1982-05-20
2.4895687103271484,1982-05-21
2.477215528488159,1982-05-24
2.512122631072998,1982-05-25
2.487189531326294,1982-05-26
2.5058889389038086,1982-05-27
2.4684879779815674,1982-05-28
2.437319755554199,1982-06-01
2.431086301803589,1982-06-02
2.4061529636383057,1982-06-03
2.456021785736084,1982-06-04
2.4435534477233887,1982-06-07
2.431086301803589,1982-06-08
2.4186205863952637,1982-06-09
2.4186205863952637,1982-06-10
2.5432915687561035,1982-06-11
2.499656915664673,1982-06-14
2.5682239532470703,1982-06-15
2.6056268215179443,1982-06-16
2.574460744857788,1982-06-17
2.549525499343872,1982-06-18
2.561992645263672,1982-06-21
2.574460744857788,1982-06-22
2.6118597984313965,1982-06-23
2.586926221847534,1982-06-24
2.3562848567962646,1982-06-25
2.2939491271972656,1982-06-28
2.181746006011963,1982-06-29
2.25654673576355,1982-06-30
2.2939491271972656,1982-07-01
2.3188838958740234,1982-07-02
2.331350326538086,1982-07-06
2.387451410293579,1982-07-07
2.4061529636383057,1982-07-08
2.462254524230957,1982-07-09
2.537057638168335,1982-07-12
2.4684879779815674,1982-07-13
2.537057638168335,1982-07-14
2.636794328689575,1982-07-15
2.6430273056030273,1982-07-16
2.6430273056030273,1982-07-19
2.6118597984313965,1982-07-20
2.6430273056030273,1982-07-21
2.674194574356079,1982-07-22
2.6617281436920166,1982-07-23
2.6554949283599854,1982-07-26
2.6554949283599854,1982-07-27
2.6180930137634277,1982-07-28
2.667961359024048,1982-07-29
2.6430273056030273,1982-07-30
2.6554949283599854,1982-08-02
2.6554949283599854,1982-08-03
2.5682239532470703,1982-08-04
2.480955123901367,1982-08-05
2.480955123901367,1982-08-06
2.4684879779815674,1982-08-09
2.487189531326294,1982-08-10
2.487189531326294,1982-08-11
2.537057638168335,1982-08-12
2.6056268215179443,1982-08-13
2.5432915687561035,1982-08-16
2.5806925296783447,1982-08-17
2.5931596755981445,1982-08-18
2.5432915687561035,1982-08-19
2.6305606365203857,1982-08-20
2.830033540725708,1982-08-23
2.840088129043579,1982-08-24
2.890355348587036,1982-08-25
2.840088129043579,1982-08-26
2.777255058288574,1982-08-27
2.777255058288574,1982-08-30
2.965757131576538,1982-08-31
3.003455877304077,1982-09-01
3.0348713397979736,1982-09-02
3.103990077972412,1982-09-03
3.066288709640503,1982-09-07
3.0348713397979736,1982-09-08
3.047441005706787,1982-09-09
3.0411574840545654,1982-09-10
2.9531900882720947,1982-09-13
3.009740114212036,1982-09-14
3.003455877304077,1982-09-15
2.965757131576538,1982-09-16
2.9531900882720947,1982-09-17
2.928055763244629,1982-09-20
3.085139274597168,1982-09-21
3.066288709640503,1982-09-22
3.07257342338562,1982-09-23
3.091423273086548,1982-09-24
3.085139274597168,1982-09-27
3.1228420734405518,1982-09-28
3.047441005706787,1982-09-29
3.016021490097046,1982-09-30
3.047441005706787,1982-10-01
3.091423273086548,1982-10-04
3.1165566444396973,1982-10-05
3.2924933433532715,1982-10-06
3.2862064838409424,1982-10-07
3.217090129852295,1982-10-08
3.1919565200805664,1982-10-11
3.1291239261627197,1982-10-12
3.1542575359344482,1982-10-13
3.1291239261627197,1982-10-14
3.141690492630005,1982-10-15
3.166822910308838,1982-10-18
3.3050572872161865,1982-10-19
3.5815274715423584,1982-10-20
3.6129446029663086,1982-10-21
3.7386112213134766,1982-10-22
3.669494152069092,1982-10-25
3.6129446029663086,1982-10-26
3.5815274715423584,1982-10-27
3.6443607807159424,1982-10-28
3.7197606563568115,1982-10-29
3.8202946186065674,1982-11-01
3.8077290058135986,1982-11-02
3.78259539604187,1982-11-03
3.7197606563568115,1982-11-04
3.6129446029663086,1982-11-05
3.6003761291503906,1982-11-08
3.330190420150757,1982-11-09
3.248507261276245,1982-11-10
3.1793901920318604,1982-11-11
3.091423273086548,1982-11-12
3.07257342338562,1982-11-15
3.066288709640503,1982-11-16
3.1982414722442627,1982-11-17
3.1793901920318604,1982-11-18
3.166822910308838,1982-11-19
3.1389760971069336,1982-11-22
3.056704521179199,1982-11-23
3.1263208389282227,1982-11-24
3.1516354084014893,1982-11-26
3.088348627090454,1982-11-29
3.2275803089141846,1982-11-30
3.3478214740753174,1982-12-01
3.518693208694458,1982-12-02
3.4807209968566895,1982-12-03
3.7338647842407227,1982-12-06
3.6958935260772705,1982-12-07
3.645266056060791,1982-12-08
3.6326067447662354,1982-12-09
3.6642520427703857,1982-12-10
3.645266056060791,1982-12-13
3.600964307785034,1982-12-14
3.5693187713623047,1982-12-15
3.556663990020752,1982-12-16
3.594637632369995,1982-12-17
3.5693187713623047,1982-12-20
3.6579196453094482,1982-12-21
3.6958935260772705,1982-12-22
3.8034796714782715,1982-12-23
3.809810161590576,1982-12-27
3.784493923187256,1982-12-28
3.7718355655670166,1982-12-29
3.7718355655670166,1982-12-30
3.8161356449127197,1982-12-31
3.746521472930908,1983-01-03
3.7718355655670166,1983-01-04
3.7528469562530518,1983-01-05
3.7338647842407227,1983-01-06
3.7338647842407227,1983-01-07
3.6958935260772705,1983-01-10
3.7148804664611816,1983-01-11
3.7148804664611816,1983-01-12
3.8034796714782715,1983-01-13
3.949033737182617,1983-01-14
3.936378002166748,1983-01-17
3.873093843460083,1983-01-18
3.8794217109680176,1983-01-19
3.873093843460083,1983-01-20
3.8477790355682373,1983-01-21
3.670578956604004,1983-01-24
3.6262776851654053,1983-01-25
3.670578956604004,1983-01-26
3.759178400039673,1983-01-27
3.6958935260772705,1983-01-28
3.6895649433135986,1983-01-31
3.670578956604004,1983-02-01
3.613621473312378,1983-02-02
3.638935089111328,1983-02-03
3.7212090492248535,1983-02-04
3.7085514068603516,1983-02-07
3.7085514068603516,1983-02-08
3.6958935260772705,1983-02-09
3.7085514068603516,1983-02-10
3.7148804664611816,1983-02-11
3.7655081748962402,1983-02-14
3.8224666118621826,1983-02-15
3.8351242542266846,1983-02-16
3.8224666118621826,1983-02-17
3.6958935260772705,1983-02-18
3.604196071624756,1983-02-22
3.604196071624756,1983-02-23
3.616933822631836,1983-02-24
3.6678762435913086,1983-02-25
3.648771286010742,1983-02-28
3.6551380157470703,1983-03-01
3.7570250034332275,1983-03-02
3.871645212173462,1983-03-03
3.928955078125,1983-03-04
3.960794448852539,1983-03-07
3.8589110374450684,1983-03-08
3.807968854904175,1983-03-09
3.7697596549987793,1983-03-10
3.7952330112457275,1983-03-11
3.807968854904175,1983-03-14
3.7506566047668457,1983-03-15
3.686979055404663,1983-03-16
3.648771286010742,1983-03-17
3.6678762435913086,1983-03-18
3.6997148990631104,1983-03-21
3.725186586380005,1983-03-22
3.8207032680511475,1983-03-23
3.8207032680511475,1983-03-24
3.8334403038024902,1983-03-25
3.8843815326690674,1983-03-28
3.8461742401123047,1983-03-29
3.7824978828430176,1983-03-30
3.7697596549987793,1983-03-31
3.725186586380005,1983-04-04
3.604196071624756,1983-04-05
3.4641056060791016,1983-04-06
3.3876898288726807,1983-04-07
3.374955415725708,1983-04-08
3.495943784713745,1983-04-11
3.5341503620147705,1983-04-12
3.623300075531006,1983-04-13
3.7188165187835693,1983-04-14
3.871645212173462,1983-04-15
3.7697596549987793,1983-04-18
3.8971192836761475,1983-04-19
3.8971192836761475,1983-04-20
4.100889205932617,1983-04-21
4.266451358795166,1983-04-22
4.247351169586182,1983-04-25
4.13909387588501,1983-04-26
4.202775001525879,1983-04-27
4.253713607788086,1983-04-28
4.24098014831543,1983-04-29
4.228244304656982,1983-05-02
4.215509414672852,1983-05-03
4.151830673217773,1983-05-04
4.1263580322265625,1983-05-05
4.24098014831543,1983-05-06
4.298290729522705,1983-05-09
4.323761463165283,1983-05-10
4.406544208526611,1983-05-11
4.381072998046875,1983-05-12
4.419277667999268,1983-05-13
4.3938093185424805,1983-05-16
4.412911415100098,1983-05-17
4.482961177825928,1983-05-18
4.457485198974609,1983-05-19
4.419277667999268,1983-05-20
4.397519588470459,1983-05-23
4.410320281982422,1983-05-24
4.467928886413574,1983-05-25
4.62155294418335,1983-05-26
4.736769676208496,1983-05-27
4.589549541473389,1983-05-31
4.60235071182251,1983-06-01
4.595948219299316,1983-06-02
4.589549541473389,1983-06-03
4.6087517738342285,1983-06-06
4.62155294418335,1983-06-07
4.55754280090332,1983-06-08
4.487131595611572,1983-06-09
4.493531227111816,1983-06-10
4.595948219299316,1983-06-13
4.685564041137695,1983-06-14
4.800783634185791,1983-06-15
4.903199195861816,1983-06-16
4.935204982757568,1983-06-17
4.826388835906982,1983-06-20
4.8647918701171875,1983-06-21
4.839191436767578,1983-06-22
4.800783634185791,1983-06-23
4.775177955627441,1983-06-24
4.736769676208496,1983-06-27
4.647159576416016,1983-06-28
4.6087517738342285,1983-06-29
4.60235071182251,1983-06-30
4.563943386077881,1983-07-01
4.51273775100708,1983-07-05
4.531938552856445,1983-07-06
4.55754280090332,1983-07-07
4.55754280090332,1983-07-08
4.583147048950195,1983-07-11
4.54474401473999,1983-07-12
4.531938552856445,1983-07-13
4.493531227111816,1983-07-14
4.429520606994629,1983-07-15
4.275895118713379,1983-07-18
4.403916835784912,1983-07-19
4.62155294418335,1983-07-20
4.813588619232178,1983-07-21
4.775177955627441,1983-07-22
4.871195316314697,1983-07-25
4.980012893676758,1983-07-26
4.877597332000732,1983-07-27
4.813588619232178,1983-07-28
4.685564041137695,1983-07-29
4.672760009765625,1983-08-01
4.685564041137695,1983-08-02
4.685564041137695,1983-08-03
4.595948219299316,1983-08-04
4.54474401473999,1983-08-05
4.467928886413574,1983-08-08
4.506336688995361,1983-08-09
4.563943386077881,1983-08-10
4.627954959869385,1983-08-11
4.647159576416016,1983-08-12
4.659955024719238,1983-08-15
4.6151533126831055,1983-08-16
4.6087517738342285,1983-08-17
4.6087517738342285,1983-08-18
4.62155294418335,1983-08-19
4.62155294418335,1983-08-22
4.580379962921143,1983-08-23
4.464583873748779,1983-08-24
4.232994556427002,1983-08-25
4.310191631317139,1983-08-26
4.316622734069824,1983-08-29
4.342355251312256,1983-08-30
4.374521255493164,1983-08-31
4.374521255493164,1983-09-01
4.438853740692139,1983-09-02
4.477449417114258,1983-09-06
4.303758144378662,1983-09-07
4.220127105712891,1983-09-08
4.117198944091797,1983-09-09
4.117198944091797,1983-09-12
4.014265537261963,1983-09-13
4.078596591949463,1983-09-14
4.052863597869873,1983-09-15
4.039998531341553,1983-09-16
4.065735340118408,1983-09-19
4.168662071228027,1983-09-20
4.155794143676758,1983-09-21
4.213693618774414,1983-09-22
4.2458600997924805,1983-09-23
4.303758144378662,1983-09-26
4.29732084274292,1983-09-27
4.284457206726074,1983-09-28
4.284457206726074,1983-09-29
4.27159309387207,1983-09-30
4.187962055206299,1983-10-03
4.039998531341553,1983-10-04
3.9885337352752686,1983-10-05
4.155794143676758,1983-10-06
4.168662071228027,1983-10-07
4.136496067047119,1983-10-10
4.213693618774414,1983-10-11
4.207261562347412,1983-10-12
4.2008280754089355,1983-10-13
4.104331016540527,1983-10-14
4.142929553985596,1983-10-17
4.232994556427002,1983-10-18
4.258726119995117,1983-10-19
4.29732084274292,1983-10-20
4.3359222412109375,1983-10-21
4.348787307739258,1983-10-24
4.374521255493164,1983-10-25
4.44528341293335,1983-10-26
4.419555187225342,1983-10-27
4.374521255493164,1983-10-28
4.400252819061279,1983-10-31
4.348787307739258,1983-11-01
4.329486846923828,1983-11-02
4.284457206726074,1983-11-03
4.284457206726074,1983-11-04
4.284457206726074,1983-11-07
4.27159309387207,1983-11-08
4.3359222412109375,1983-11-09
4.329486846923828,1983-11-10
4.3616533279418945,1983-11-11
4.4259843826293945,1983-11-14
4.432419300079346,1983-11-15
4.4259843826293945,1983-11-16
4.419555187225342,1983-11-17
4.44528341293335,1983-11-18
4.45563268661499,1983-11-21
4.4879655838012695,1983-11-22
4.475033760070801,1983-11-23
4.449164867401123,1983-11-25
4.436232566833496,1983-11-28
4.4879655838012695,1983-11-29
4.442702293395996,1983-11-30
4.442702293395996,1983-12-01
4.416831970214844,1983-12-02
4.39743185043335,1983-12-05
4.384495258331299,1983-12-06
4.371562957763672,1983-12-07
4.281028747558594,1983-12-08
4.255163669586182,1983-12-09
4.255163669586182,1983-12-12
4.268096446990967,1983-12-13
4.229294300079346,1983-12-14
4.209893703460693,1983-12-15
4.20342493057251,1983-12-16
4.248693466186523,1983-12-19
4.248693466186523,1983-12-20
4.345696926116943,1983-12-21
4.449164867401123,1983-12-22
4.410365104675293,1983-12-23
4.39743185043335,1983-12-27
4.384495258331299,1983-12-28
4.416831970214844,1983-12-29
4.462100028991699,1983-12-30
4.416831970214844,1984-01-03
4.449164867401123,1984-01-04
4.578502655029297,1984-01-05
4.688436508178711,1984-01-06
4.694906234741211,1984-01-09
4.707833290100098,1984-01-10
4.785438060760498,1984-01-11
4.856575012207031,1984-01-12
4.772505283355713,1984-01-13
4.77897310256958,1984-01-16
4.746638774871826,1984-01-17
4.772505283355713,1984-01-18
4.733705043792725,1984-01-19
4.7272419929504395,1984-01-20
4.688436508178711,1984-01-23
4.630237579345703,1984-01-24
4.669035911560059,1984-01-25
4.669035911560059,1984-01-26
4.669035911560059,1984-01-27
4.533232688903809,1984-01-30
4.533232688903809,1984-01-31
4.371562957763672,1984-02-01
4.449164867401123,1984-02-02
4.345696926116943,1984-02-03
4.29396390914917,1984-02-06
4.255163669586182,1984-02-07
4.216361999511719,1984-02-08
4.177558898925781,1984-02-09
4.229294300079346,1984-02-10
4.190493106842041,1984-02-13
4.306896209716797,1984-02-14
4.332764148712158,1984-02-15
4.306896209716797,1984-02-16
4.319827079772949,1984-02-17
4.330232620239258,1984-02-21
4.265212535858154,1984-02-22
4.219701290130615,1984-02-23
4.291223526000977,1984-02-24
