DLTR,Date
3.7283949851989746,1996-05-23
3.827159881591797,1996-05-24
3.827159881591797,1996-05-28
3.975308895111084,1996-05-29
4.148148059844971,1996-05-30
4.197531223297119,1996-05-31
4.197531223297119,1996-06-03
3.962963104248047,1996-06-04
3.8765430450439453,1996-06-05
3.777777910232544,1996-06-06
3.60493803024292,1996-06-07
3.641974925994873,1996-06-10
3.456789970397949,1996-06-11
3.444443941116333,1996-06-12
3.222222089767456,1996-06-13
3.259258985519409,1996-06-14
3.2098770141601562,1996-06-17
3.1358020305633545,1996-06-18
3.2345681190490723,1996-06-19
3.1234569549560547,1996-06-20
3.160494089126587,1996-06-21
3.061728000640869,1996-06-24
2.938271999359131,1996-06-25
2.962963104248047,1996-06-26
3.141974925994873,1996-06-27
3.1358020305633545,1996-06-28
3.160494089126587,1996-07-01
3.1358020305633545,1996-07-02
3.172840118408203,1996-07-03
2.962963104248047,1996-07-05
2.938271999359131,1996-07-08
2.814815044403076,1996-07-09
2.7160489559173584,1996-07-10
2.7654318809509277,1996-07-11
2.740741014480591,1996-07-12
2.5679008960723877,1996-07-15
2.4691359996795654,1996-07-16
2.59259295463562,1996-07-17
2.641974925994873,1996-07-18
2.617284059524536,1996-07-19
2.7901229858398438,1996-07-22
2.7901229858398438,1996-07-23
2.7654318809509277,1996-07-24
2.839505910873413,1996-07-25
2.7901229858398438,1996-07-26
2.8641979694366455,1996-07-29
2.839505910873413,1996-07-30
2.8641979694366455,1996-07-31
2.9135799407958984,1996-08-01
2.938271999359131,1996-08-02
2.8641979694366455,1996-08-05
2.9135799407958984,1996-08-06
2.962963104248047,1996-08-07
3.2098770141601562,1996-08-08
3.259258985519409,1996-08-09
3.259258985519409,1996-08-12
3.185184955596924,1996-08-13
3.2345681190490723,1996-08-14
3.4814810752868652,1996-08-15
3.40740704536438,1996-08-16
3.555556058883667,1996-08-19
3.5308640003204346,1996-08-20
3.382715940475464,1996-08-21
3.4320991039276123,1996-08-22
3.40740704536438,1996-08-23
3.3086419105529785,1996-08-26
3.3209879398345947,1996-08-27
3.3333330154418945,1996-08-28
3.160494089126587,1996-08-29
3.160494089126587,1996-08-30
3.012346029281616,1996-09-03
3.037036895751953,1996-09-04
3.185184955596924,1996-09-05
3.222222089767456,1996-09-06
3.185184955596924,1996-09-09
3.1111109256744385,1996-09-10
3.259258985519409,1996-09-11
3.358025074005127,1996-09-12
3.4691359996795654,1996-09-13
3.580246925354004,1996-09-16
3.5679008960723877,1996-09-17
3.580246925354004,1996-09-18
3.60493803024292,1996-09-19
3.7530860900878906,1996-09-20
3.827159881591797,1996-09-23
3.827159881591797,1996-09-24
3.9259259700775146,1996-09-25
4.074073791503906,1996-09-26
4.024691104888916,1996-09-27
3.80246901512146,1996-09-30
3.777777910232544,1996-10-01
3.7037041187286377,1996-10-02
3.8765430450439453,1996-10-03
3.8888890743255615,1996-10-04
3.8888890743255615,1996-10-07
3.8765430450439453,1996-10-08
3.7283949851989746,1996-10-09
3.6913580894470215,1996-10-10
3.7037041187286377,1996-10-11
3.740741014480591,1996-10-14
3.580246925354004,1996-10-15
3.5061728954315186,1996-10-16
3.580246925354004,1996-10-17
3.60493803024292,1996-10-18
3.580246925354004,1996-10-21
3.8641979694366455,1996-10-22
3.987653970718384,1996-10-23
3.9506170749664307,1996-10-24
4.049383163452148,1996-10-25
3.9506170749664307,1996-10-28
3.7345681190490723,1996-10-29
3.814815044403076,1996-10-30
3.7283949851989746,1996-10-31
3.6666669845581055,1996-11-01
3.7530860900878906,1996-11-04
3.7530860900878906,1996-11-05
3.8765430450439453,1996-11-06
3.80246901512146,1996-11-07
3.8765430450439453,1996-11-08
4.0,1996-11-11
4.148148059844971,1996-11-12
4.209877014160156,1996-11-13
4.074073791503906,1996-11-14
4.086420059204102,1996-11-15
4.049383163452148,1996-11-18
4.135801792144775,1996-11-19
4.172840118408203,1996-11-20
3.9259259700775146,1996-11-21
3.6543209552764893,1996-11-22
3.6296300888061523,1996-11-25
3.7530860900878906,1996-11-26
3.80246901512146,1996-11-27
3.777777910232544,1996-11-29
3.555556058883667,1996-12-02
3.6543209552764893,1996-12-03
3.60493803024292,1996-12-04
3.580246925354004,1996-12-05
3.5061728954315186,1996-12-06
3.4938271045684814,1996-12-09
3.358025074005127,1996-12-10
3.2098770141601562,1996-12-11
3.2345681190490723,1996-12-12
3.3086419105529785,1996-12-13
3.1358020305633545,1996-12-16
3.259258985519409,1996-12-17
3.3641979694366455,1996-12-18
3.5061728954315186,1996-12-19
3.5308640003204346,1996-12-20
3.4814810752868652,1996-12-23
3.555556058883667,1996-12-24
3.6543209552764893,1996-12-26
3.7283949851989746,1996-12-27
3.777777910232544,1996-12-30
3.777777910232544,1996-12-31
3.6543209552764893,1997-01-02
3.8641979694366455,1997-01-03
3.8518519401550293,1997-01-06
3.8518519401550293,1997-01-07
3.9012351036071777,1997-01-08
4.111111164093018,1997-01-09
4.123456954956055,1997-01-10
4.098764896392822,1997-01-13
4.098764896392822,1997-01-14
4.148148059844971,1997-01-15
4.148148059844971,1997-01-16
4.123456954956055,1997-01-17
4.296296119689941,1997-01-20
4.4691362380981445,1997-01-21
4.271605014801025,1997-01-22
4.197531223297119,1997-01-23
4.0,1997-01-24
4.098764896392822,1997-01-27
4.148148059844971,1997-01-28
4.074073791503906,1997-01-29
4.197531223297119,1997-01-30
4.172840118408203,1997-01-31
4.172840118408203,1997-02-03
4.148148059844971,1997-02-04
4.160493850708008,1997-02-05
4.185184955596924,1997-02-06
4.123456954956055,1997-02-07
4.148148059844971,1997-02-10
4.209877014160156,1997-02-11
4.259259223937988,1997-02-12
4.345678806304932,1997-02-13
4.358025074005127,1997-02-14
4.382716178894043,1997-02-18
4.382716178894043,1997-02-19
4.320988178253174,1997-02-20
4.246913909912109,1997-02-21
4.209877014160156,1997-02-24
4.074073791503906,1997-02-25
4.0,1997-02-26
4.024691104888916,1997-02-27
3.8765430450439453,1997-02-28
3.8888890743255615,1997-03-03
4.049383163452148,1997-03-04
4.148148059844971,1997-03-05
4.148148059844971,1997-03-06
4.049383163452148,1997-03-07
3.8518519401550293,1997-03-10
3.80246901512146,1997-03-11
3.6666669845581055,1997-03-12
3.60493803024292,1997-03-13
3.59259295463562,1997-03-14
3.419753074645996,1997-03-17
3.3086419105529785,1997-03-18
3.358025074005127,1997-03-19
3.6543209552764893,1997-03-20
3.7037041187286377,1997-03-21
3.60493803024292,1997-03-24
3.641974925994873,1997-03-25
3.60493803024292,1997-03-26
3.6543209552764893,1997-03-27
3.6543209552764893,1997-03-31
3.975308895111084,1997-04-01
3.8518519401550293,1997-04-02
3.8518519401550293,1997-04-03
3.9012351036071777,1997-04-04
3.8765430450439453,1997-04-07
3.962963104248047,1997-04-08
3.8641979694366455,1997-04-09
3.9506170749664307,1997-04-10
3.827159881591797,1997-04-11
3.9012351036071777,1997-04-14
3.9259259700775146,1997-04-15
3.9506170749664307,1997-04-16
3.827159881591797,1997-04-17
3.60493803024292,1997-04-18
3.60493803024292,1997-04-21
3.555556058883667,1997-04-22
3.5,1997-04-23
3.7037041187286377,1997-04-24
3.6296300888061523,1997-04-25
3.5679008960723877,1997-04-28
3.777777910232544,1997-04-29
3.9012351036071777,1997-04-30
4.0,1997-05-01
4.049383163452148,1997-05-02
4.419753074645996,1997-05-05
4.364198207855225,1997-05-06
4.320988178253174,1997-05-07
4.376543045043945,1997-05-08
4.259259223937988,1997-05-09
4.3333330154418945,1997-05-12
4.148148059844971,1997-05-13
4.123456954956055,1997-05-14
3.987653970718384,1997-05-15
3.8765430450439453,1997-05-16
3.8765430450439453,1997-05-19
4.037036895751953,1997-05-20
4.129630088806152,1997-05-21
4.049383163452148,1997-05-22
4.3333330154418945,1997-05-23
4.543210029602051,1997-05-27
4.518518924713135,1997-05-28
4.518518924713135,1997-05-29
4.740740776062012,1997-05-30
4.740740776062012,1997-06-02
4.839506149291992,1997-06-03
4.641974925994873,1997-06-04
4.6913580894470215,1997-06-05
4.814815044403076,1997-06-06
4.6666669845581055,1997-06-09
4.7160491943359375,1997-06-10
4.765431880950928,1997-06-11
4.765431880950928,1997-06-12
4.765431880950928,1997-06-13
4.6913580894470215,1997-06-16
4.790122985839844,1997-06-17
4.802468776702881,1997-06-18
4.888888835906982,1997-06-19
4.777778148651123,1997-06-20
4.765431880950928,1997-06-23
4.679011821746826,1997-06-24
4.6913580894470215,1997-06-25
4.679011821746826,1997-06-26
4.765431880950928,1997-06-27
4.975308895111084,1997-06-30
4.790122985839844,1997-07-01
4.777778148651123,1997-07-02
4.962963104248047,1997-07-03
4.827159881591797,1997-07-07
4.851851940155029,1997-07-08
4.987654209136963,1997-07-09
5.2839508056640625,1997-07-10
5.209877014160156,1997-07-11
5.222221851348877,1997-07-14
5.3086419105529785,1997-07-15
5.567901134490967,1997-07-16
5.5308637619018555,1997-07-17
5.506173133850098,1997-07-18
5.432098865509033,1997-07-21
5.555555820465088,1997-07-22
5.472221851348877,1997-07-23
5.462963104248047,1997-07-24
5.574073791503906,1997-07-25
5.722221851348877,1997-07-28
6.037036895751953,1997-07-29
6.185184955596924,1997-07-30
6.185184955596924,1997-07-31
6.203703880310059,1997-08-01
6.240740776062012,1997-08-04
6.222221851348877,1997-08-05
6.222221851348877,1997-08-06
6.185184955596924,1997-08-07
5.851851940155029,1997-08-08
5.925926208496094,1997-08-11
5.814815044403076,1997-08-12
5.592593193054199,1997-08-13
5.574073791503906,1997-08-14
5.370369911193848,1997-08-15
5.3333330154418945,1997-08-18
5.351851940155029,1997-08-19
5.388888835906982,1997-08-20
5.425926208496094,1997-08-21
5.481481075286865,1997-08-22
5.6666669845581055,1997-08-25
5.518518924713135,1997-08-26
5.740740776062012,1997-08-27
5.759259223937988,1997-08-28
5.759259223937988,1997-08-29
6.222221851348877,1997-09-02
6.222221851348877,1997-09-03
6.296296119689941,1997-09-04
6.1666669845581055,1997-09-05
6.037036895751953,1997-09-08
5.759259223937988,1997-09-09
5.870369911193848,1997-09-10
6.037036895751953,1997-09-11
6.111111164093018,1997-09-12
6.314815044403076,1997-09-15
6.425926208496094,1997-09-16
6.351851940155029,1997-09-17
6.814815044403076,1997-09-18
6.703703880310059,1997-09-19
6.444444179534912,1997-09-22
6.259259223937988,1997-09-23
6.1666669845581055,1997-09-24
5.907406806945801,1997-09-25
6.055555820465088,1997-09-26
6.111111164093018,1997-09-29
6.231481075286865,1997-09-30
6.1666669845581055,1997-10-01
6.1666669845581055,1997-10-02
6.314815044403076,1997-10-03
6.407406806945801,1997-10-06
6.518518924713135,1997-10-07
6.351851940155029,1997-10-08
6.481481075286865,1997-10-09
6.435184955596924,1997-10-10
6.370369911193848,1997-10-13
6.351851940155029,1997-10-14
6.148148059844971,1997-10-15
6.1666669845581055,1997-10-16
5.962963104248047,1997-10-17
5.925926208496094,1997-10-20
6.462963104248047,1997-10-21
6.0,1997-10-22
5.8333330154418945,1997-10-23
5.925926208496094,1997-10-24
5.407406806945801,1997-10-27
5.925926208496094,1997-10-28
5.925926208496094,1997-10-29
5.870369911193848,1997-10-30
6.0,1997-10-31
6.351851940155029,1997-11-03
6.259259223937988,1997-11-04
6.398148059844971,1997-11-05
6.222221851348877,1997-11-06
6.148148059844971,1997-11-07
6.370369911193848,1997-11-10
6.296296119689941,1997-11-11
6.111111164093018,1997-11-12
6.111111164093018,1997-11-13
6.277778148651123,1997-11-14
6.555555820465088,1997-11-17
6.444444179534912,1997-11-18
6.407406806945801,1997-11-19
6.462963104248047,1997-11-20
6.351851940155029,1997-11-21
6.222221851348877,1997-11-24
6.018518924713135,1997-11-25
6.148148059844971,1997-11-26
6.1666669845581055,1997-11-28
5.953703880310059,1997-12-01
5.907406806945801,1997-12-02
6.111111164093018,1997-12-03
5.925926208496094,1997-12-04
5.944444179534912,1997-12-05
5.962963104248047,1997-12-08
5.907406806945801,1997-12-09
5.8333330154418945,1997-12-10
5.722221851348877,1997-12-11
5.629630088806152,1997-12-12
5.629630088806152,1997-12-15
5.518518924713135,1997-12-16
5.712963104248047,1997-12-17
5.629630088806152,1997-12-18
5.648148059844971,1997-12-19
5.555555820465088,1997-12-22
5.388888835906982,1997-12-23
5.314815044403076,1997-12-24
5.407406806945801,1997-12-26
5.611111164093018,1997-12-29
5.925926208496094,1997-12-30
6.129630088806152,1997-12-31
5.768518924713135,1998-01-02
5.6666669845581055,1998-01-05
5.648148059844971,1998-01-06
5.685184955596924,1998-01-07
5.675926208496094,1998-01-08
5.4583330154418945,1998-01-09
5.592593193054199,1998-01-12
5.740740776062012,1998-01-13
5.555555820465088,1998-01-14
5.388888835906982,1998-01-15
5.314815044403076,1998-01-16
5.388888835906982,1998-01-20
5.370369911193848,1998-01-21
5.370369911193848,1998-01-22
5.574073791503906,1998-01-23
5.685184955596924,1998-01-26
5.611111164093018,1998-01-27
6.203703880310059,1998-01-28
6.185184955596924,1998-01-29
6.305555820465088,1998-01-30
6.370369911193848,1998-02-02
6.407406806945801,1998-02-03
6.444444179534912,1998-02-04
6.5833330154418945,1998-02-05
6.444444179534912,1998-02-06
6.407406806945801,1998-02-09
6.384259223937988,1998-02-10
6.222221851348877,1998-02-11
6.0833330154418945,1998-02-12
6.222221851348877,1998-02-13
6.537036895751953,1998-02-17
6.435184955596924,1998-02-18
6.351851940155029,1998-02-19
6.222221851348877,1998-02-20
6.3333330154418945,1998-02-23
6.351851940155029,1998-02-24
6.314815044403076,1998-02-25
6.407406806945801,1998-02-26
6.425926208496094,1998-02-27
6.296296119689941,1998-03-02
6.259259223937988,1998-03-03
6.351851940155029,1998-03-04
6.240740776062012,1998-03-05
6.240740776062012,1998-03-06
6.148148059844971,1998-03-09
6.259259223937988,1998-03-10
6.240740776062012,1998-03-11
6.490740776062012,1998-03-12
6.6666669845581055,1998-03-13
6.944444179534912,1998-03-16
7.305555820465088,1998-03-17
7.444444179534912,1998-03-18
7.555555820465088,1998-03-19
7.592593193054199,1998-03-20
7.6666669845581055,1998-03-23
7.5,1998-03-24
7.296296119689941,1998-03-25
7.537036895751953,1998-03-26
7.444444179534912,1998-03-27
7.796296119689941,1998-03-30
7.870369911193848,1998-03-31
7.759259223937988,1998-04-01
7.870369911193848,1998-04-02
8.462963104248047,1998-04-03
8.277777671813965,1998-04-06
7.925926208496094,1998-04-07
7.814815044403076,1998-04-08
7.703703880310059,1998-04-09
7.601851940155029,1998-04-13
7.851851940155029,1998-04-14
7.685184955596924,1998-04-15
7.592593193054199,1998-04-16
7.722221851348877,1998-04-17
7.6666669845581055,1998-04-20
7.805555820465088,1998-04-21
7.851851940155029,1998-04-22
7.425926208496094,1998-04-23
7.944444179534912,1998-04-24
8.148147583007812,1998-04-27
8.0925931930542,1998-04-28
7.814815044403076,1998-04-29
8.037036895751953,1998-04-30
8.148147583007812,1998-05-01
8.314814567565918,1998-05-04
8.037036895751953,1998-05-05
7.888888835906982,1998-05-06
8.0,1998-05-07
7.888888835906982,1998-05-08
7.851851940155029,1998-05-11
7.870369911193848,1998-05-12
7.9166669845581055,1998-05-13
7.740740776062012,1998-05-14
7.8333330154418945,1998-05-15
7.736111164093018,1998-05-18
7.925926208496094,1998-05-19
7.907406806945801,1998-05-20
7.907406806945801,1998-05-21
7.870369911193848,1998-05-22
7.851851940155029,1998-05-26
7.657406806945801,1998-05-27
7.777778148651123,1998-05-28
7.6666669845581055,1998-05-29
7.518518924713135,1998-06-01
7.574073791503906,1998-06-02
7.444444179534912,1998-06-03
7.648148059844971,1998-06-04
8.222222328186035,1998-06-05
8.851852416992188,1998-06-08
8.4074068069458,1998-06-09
8.129630088806152,1998-06-10
8.425926208496094,1998-06-11
8.712963104248047,1998-06-12
8.314814567565918,1998-06-15
8.518519401550293,1998-06-16
8.740740776062012,1998-06-17
8.462963104248047,1998-06-18
8.537036895751953,1998-06-19
9.037036895751953,1998-06-22
9.203703880310059,1998-06-23
8.722222328186035,1998-06-24
8.944443702697754,1998-06-25
8.88888931274414,1998-06-26
9.148147583007812,1998-06-29
9.027777671813965,1998-06-30
8.881943702697754,1998-07-01
8.833333015441895,1998-07-02
9.0,1998-07-06
8.916666984558105,1998-07-07
9.11111068725586,1998-07-08
9.333333015441895,1998-07-09
9.194443702697754,1998-07-10
9.333333015441895,1998-07-13
9.305556297302246,1998-07-14
9.416666984558105,1998-07-15
9.61111068725586,1998-07-16
9.61111068725586,1998-07-17
9.944443702697754,1998-07-20
9.916666984558105,1998-07-21
10.36111068725586,1998-07-22
10.222222328186035,1998-07-23
10.666666984558105,1998-07-24
10.347222328186035,1998-07-27
10.694443702697754,1998-07-28
10.63888931274414,1998-07-29
10.777777671813965,1998-07-30
10.083333015441895,1998-07-31
10.222222328186035,1998-08-03
9.42361068725586,1998-08-04
9.319443702697754,1998-08-05
9.5,1998-08-06
9.5,1998-08-07
9.11111068725586,1998-08-10
9.152777671813965,1998-08-11
9.569443702697754,1998-08-12
9.805556297302246,1998-08-13
9.805556297302246,1998-08-14
10.194443702697754,1998-08-17
10.069443702697754,1998-08-18
9.88888931274414,1998-08-19
9.13888931274414,1998-08-20
8.444443702697754,1998-08-21
8.36111068725586,1998-08-24
8.444443702697754,1998-08-25
8.01388931274414,1998-08-26
7.347221851348877,1998-08-27
6.930555820465088,1998-08-28
6.444444179534912,1998-08-31
6.805555820465088,1998-09-01
6.8541669845581055,1998-09-02
6.777778148651123,1998-09-03
6.888888835906982,1998-09-04
7.555555820465088,1998-09-08
7.75,1998-09-09
7.277778148651123,1998-09-10
7.777778148651123,1998-09-11
7.777778148651123,1998-09-14
7.611111164093018,1998-09-15
7.611111164093018,1998-09-16
7.055555820465088,1998-09-17
7.3333330154418945,1998-09-18
6.902778148651123,1998-09-21
7.0416669845581055,1998-09-22
7.0416669845581055,1998-09-23
6.555555820465088,1998-09-24
6.638888835906982,1998-09-25
6.430555820465088,1998-09-28
6.902778148651123,1998-09-29
6.9583330154418945,1998-09-30
6.888888835906982,1998-10-01
7.3333330154418945,1998-10-02
7.25,1998-10-05
6.888888835906982,1998-10-06
6.152778148651123,1998-10-07
6.388888835906982,1998-10-08
6.430555820465088,1998-10-09
6.444444179534912,1998-10-12
