O,Date
3.9910223484039307,2001-06-04
4.014355182647705,2001-06-05
4.014355182647705,2001-06-06
4.037683963775635,2001-06-07
4.031850337982178,2001-06-08
4.036223411560059,2001-06-11
4.053720951080322,2001-06-12
4.056639194488525,2001-06-13
4.066844463348389,2001-06-14
4.068305015563965,2001-06-15
4.104759216308594,2001-06-18
4.0391387939453125,2001-06-19
4.082885265350342,2001-06-20
4.126630783081055,2001-06-21
4.126630783081055,2001-06-22
4.1193413734436035,2001-06-25
4.163088798522949,2001-06-26
4.161625385284424,2001-06-27
4.183351039886475,2001-06-28
4.338942050933838,2001-06-29
4.209771156311035,2001-07-02
4.2317891120910645,2001-07-03
4.227387428283691,2001-07-05
4.252340793609619,2001-07-06
4.176013469696045,2001-07-09
4.153992652893066,2001-07-10
4.145188331604004,2001-07-11
4.16867208480835,2001-07-12
4.186287879943848,2001-07-13
4.208304405212402,2001-07-16
4.245001316070557,2001-07-17
4.256742477416992,2001-07-18
4.278763294219971,2001-07-19
4.330137729644775,2001-07-20
4.256742477416992,2001-07-23
4.193630218505859,2001-07-24
4.225916862487793,2001-07-25
4.272889137268066,2001-07-26
4.272889137268066,2001-07-27
4.284411907196045,2001-07-30
4.235657691955566,2001-07-31
4.225317478179932,2001-08-01
4.220888137817383,2001-08-02
4.210544586181641,2001-08-03
4.247480392456055,2001-08-06
4.284411907196045,2001-08-07
4.299190521240234,2001-08-08
4.336122035980225,2001-08-09
4.340555191040039,2001-08-10
4.321348190307617,2001-08-13
4.331693172454834,2001-08-14
4.346464157104492,2001-08-15
4.300665378570557,2001-08-16
4.321348190307617,2001-08-17
4.328738212585449,2001-08-20
4.339076519012451,2001-08-21
4.358282089233398,2001-08-22
4.373055458068848,2001-08-23
4.356806755065918,2001-08-24
4.35385274887085,2001-08-27
4.328738212585449,2001-08-28
4.308052062988281,2001-08-29
4.263140678405762,2001-08-30
4.267608165740967,2001-08-31
4.267608165740967,2001-09-04
4.27504301071167,2001-09-05
4.230432510375977,2001-09-06
4.185823440551758,2001-09-07
4.178386688232422,2001-09-10
4.104040622711182,2001-09-17
4.150136470794678,2001-09-18
4.111474514007568,2001-09-19
4.0594329833984375,2001-09-20
3.9776477813720703,2001-09-21
3.985081672668457,2001-09-24
4.081735610961914,2001-09-25
4.1739277839660645,2001-09-26
4.272581577301025,2001-09-27
4.341444969177246,2001-09-28
4.304020881652832,2001-10-01
4.338454723358154,2001-10-02
4.3144989013671875,2001-10-03
4.333961009979248,2001-10-04
4.341444969177246,2001-10-05
4.335460186004639,2001-10-08
4.326478004455566,2001-10-09
4.401327610015869,2001-10-10
4.3683929443359375,2001-10-11
4.378877639770508,2001-10-12
4.437258720397949,2001-10-15
4.468696594238281,2001-10-16
4.453726291656494,2001-10-17
4.269589900970459,2001-10-18
4.259111404418945,2001-10-19
4.221682071685791,2001-10-22
4.214197635650635,2001-10-23
4.214197635650635,2001-10-24
4.221682071685791,2001-10-25
4.239644527435303,2001-10-26
4.2366509437561035,2001-10-29
4.241021156311035,2001-10-30
4.310352802276611,2001-10-31
4.302818775177002,2001-11-01
4.29829216003418,2001-11-02
4.302818775177002,2001-11-05
4.3329596519470215,2001-11-06
4.28472900390625,2001-11-07
4.304323673248291,2001-11-08
4.302818775177002,2001-11-09
4.317889213562012,2001-11-12
4.317889213562012,2001-11-13
4.363100528717041,2001-11-14
4.317889213562012,2001-11-15
4.325422763824463,2001-11-16
4.316380023956299,2001-11-19
4.340493679046631,2001-11-20
4.366113662719727,2001-11-21
4.3570709228515625,2001-11-23
4.363100528717041,2001-11-26
4.370635032653809,2001-11-27
4.378172397613525,2001-11-28
4.399259090423584,2001-11-29
4.391674041748047,2001-11-30
4.359818935394287,2001-12-03
4.356781005859375,2001-12-04
4.353748321533203,2001-12-05
4.368917942047119,2001-12-06
4.393190383911133,2001-12-07
4.399259090423584,2001-12-10
4.384089946746826,2001-12-11
4.376504898071289,2001-12-12
4.376504898071289,2001-12-13
4.397740364074707,2001-12-14
4.467523574829102,2001-12-17
4.459937572479248,2001-12-18
4.452350616455078,2001-12-19
4.415943145751953,2001-12-20
4.478142738342285,2001-12-21
4.510000705718994,2001-12-24
4.543369770050049,2001-12-26
4.547924041748047,2001-12-27
4.538763523101807,2001-12-28
4.48838472366333,2001-12-31
4.471589088439941,2002-01-02
4.511283874511719,2002-01-03
4.534183979034424,2002-01-04
4.517386436462402,2002-01-07
4.549448490142822,2002-01-08
4.549448490142822,2002-01-09
4.55708122253418,2002-01-10
4.564716815948486,2002-01-11
4.656314849853516,2002-01-14
4.685321807861328,2002-01-15
4.651735305786133,2002-01-16
4.7341766357421875,2002-01-17
4.740278720855713,2002-01-18
4.816614627838135,2002-01-22
4.831881523132324,2002-01-23
4.816614627838135,2002-01-24
4.755547523498535,2002-01-25
4.725019454956055,2002-01-28
4.732646942138672,2002-01-29
4.817131519317627,2002-01-30
4.754154682159424,2002-01-31
4.708069324493408,2002-02-01
4.777194499969482,2002-02-04
4.75875997543335,2002-02-05
4.75875997543335,2002-02-06
4.754154682159424,2002-02-07
4.858604907989502,2002-02-08
4.893934726715088,2002-02-11
4.89854621887207,2002-02-12
4.907759189605713,2002-02-13
4.840170860290527,2002-02-14
4.892399787902832,2002-02-15
4.8662872314453125,2002-02-19
4.875504016876221,2002-02-20
4.807915210723877,2002-02-21
4.873968601226807,2002-02-22
4.892399787902832,2002-02-25
4.900082111358643,2002-02-26
4.889265537261963,2002-02-27
4.774913311004639,2002-02-28
4.852176666259766,2002-03-01
4.93562126159668,2002-03-04
4.975799560546875,2002-03-05
4.960346221923828,2002-03-06
4.929443359375,2002-03-07
4.952617168426514,2002-03-08
4.943348407745361,2002-03-11
4.937166213989258,2002-03-12
4.943348407745361,2002-03-13
4.937166213989258,2002-03-14
4.952617168426514,2002-03-15
5.014430999755859,2002-03-18
5.022153854370117,2002-03-19
4.975799560546875,2002-03-20
4.989707946777344,2002-03-21
5.026795864105225,2002-03-22
5.037611484527588,2002-03-25
5.083968162536621,2002-03-26
5.121428489685059,2002-03-27
5.160287857055664,2002-03-28
5.147853374481201,2002-04-01
5.160287857055664,2002-04-02
5.157175064086914,2002-04-03
5.160287857055664,2002-04-04
5.129197120666504,2002-04-05
5.166504383087158,2002-04-08
5.250434875488281,2002-04-09
5.303280830383301,2002-04-10
5.293959617614746,2002-04-11
5.385661602020264,2002-04-12
5.284630298614502,2002-04-15
5.250434875488281,2002-04-16
5.043712615966797,2002-04-17
5.133864879608154,2002-04-18
5.0810160636901855,2002-04-19
5.0856804847717285,2002-04-22
5.035942077636719,2002-04-23
5.037496089935303,2002-04-24
5.135416507720947,2002-04-25
5.10743522644043,2002-04-26
5.131044864654541,2002-04-29
5.276443004608154,2002-04-30
5.284262657165527,2002-05-01
5.354609489440918,2002-05-02
5.328031063079834,2002-05-03
5.278007507324219,2002-05-06
5.243609428405762,2002-05-07
5.198272705078125,2002-05-08
5.221724033355713,2002-05-09
5.167003631591797,2002-05-10
5.1888909339904785,2002-05-13
5.229539394378662,2002-05-14
5.299893379211426,2002-05-15
5.24517297744751,2002-05-16
5.23422908782959,2002-05-17
5.24517297744751,2002-05-20
5.24517297744751,2002-05-21
5.252991676330566,2002-05-22
5.321781158447266,2002-05-23
5.315526485443115,2002-05-24
5.362425804138184,2002-05-28
5.409328460693359,2002-05-29
5.436212062835693,2002-05-30
5.3921918869018555,2002-05-31
5.368610382080078,2002-06-03
5.3921918869018555,2002-06-04
5.3811869621276855,2002-06-05
5.330883502960205,2002-06-06
5.308876991271973,2002-06-07
5.2852935791015625,2002-06-10
5.345032215118408,2002-06-11
5.407914638519287,2002-06-12
5.368610382080078,2002-06-13
5.437783718109131,2002-06-14
5.492807865142822,2002-06-17
5.494378089904785,2002-06-18
5.462937355041504,2002-06-19
5.525817394256592,2002-06-20
5.615426540374756,2002-06-21
5.642152309417725,2002-06-24
5.632719993591309,2002-06-25
5.698753356933594,2002-06-26
5.776666164398193,2002-06-27
5.835140228271484,2002-06-28
5.752957344055176,2002-07-01
5.639159202575684,2002-07-02
5.579107761383057,2002-07-03
5.634422302246094,2002-07-05
5.574362754821777,2002-07-08
5.617036819458008,2002-07-09
5.590165615081787,2002-07-10
5.38154411315918,2002-07-11
5.307261943817139,2002-07-12
5.231399059295654,2002-07-15
5.349938869476318,2002-07-16
5.33413028717041,2002-07-17
5.278814315795898,2002-07-18
5.122344970703125,2002-07-19
5.073354244232178,2002-07-22
4.638718605041504,2002-07-23
4.678228378295898,2002-07-24
4.844179153442383,2002-07-25
5.214011192321777,2002-07-26
5.278814315795898,2002-07-29
5.293597221374512,2002-07-30
5.373082160949707,2002-07-31
5.3333353996276855,2002-08-01
5.190268516540527,2002-08-02
5.118734359741211,2002-08-05
5.230009078979492,2002-08-06
5.341289520263672,2002-08-07
5.293597221374512,2002-08-08
5.301543235778809,2002-08-09
5.285647392272949,2002-08-12
5.187088966369629,2002-08-13
5.301543235778809,2002-08-14
5.301543235778809,2002-08-15
5.357186317443848,2002-08-16
5.317444324493408,2002-08-19
5.277700901031494,2002-08-20
5.349234580993652,2002-08-21
5.325387954711914,2002-08-22
5.31108283996582,2002-08-23
5.404874324798584,2002-08-26
5.3333353996276855,2002-08-27
5.436664581298828,2002-08-28
5.435549736022949,2002-08-29
5.4035749435424805,2002-08-30
5.339625358581543,2002-09-03
5.401980400085449,2002-09-04
5.331634044647217,2002-09-05
5.411569118499756,2002-09-06
5.370002746582031,2002-09-09
5.3716020584106445,2002-09-10
5.379591464996338,2002-09-11
5.370002746582031,2002-09-12
5.44353723526001,2002-09-13
5.432353496551514,2002-09-16
5.387588024139404,2002-09-17
5.417957305908203,2002-09-18
5.357212066650391,2002-09-19
5.499497413635254,2002-09-20
5.422758102416992,2002-09-23
5.445140838623047,2002-09-24
5.465921878814697,2002-09-25
5.627392768859863,2002-09-26
5.497664928436279,2002-09-27
5.489629745483398,2002-09-30
5.5089192390441895,2002-10-01
5.455870151519775,2002-10-02
5.441403388977051,2002-10-03
5.351380825042725,2002-10-04
5.267791271209717,2002-10-07
5.258141994476318,2002-10-08
5.079712867736816,2002-10-09
5.103827476501465,2002-10-10
5.16651725769043,2002-10-11
5.089360237121582,2002-10-14
5.240464210510254,2002-10-15
5.160090923309326,2002-10-16
5.272617340087891,2002-10-17
5.361029624938965,2002-10-18
5.304765224456787,2002-10-21
5.248503684997559,2002-10-22
5.262969493865967,2002-10-23
5.285475254058838,2002-10-24
5.377101421356201,2002-10-25
5.320840358734131,2002-10-28
5.361029624938965,2002-10-29
5.324326038360596,2002-10-30
5.408402919769287,2002-10-31
5.489243030548096,2002-11-01
5.469844341278076,2002-11-04
5.469844341278076,2002-11-05
5.513502597808838,2002-11-06
5.473076820373535,2002-11-07
5.534518241882324,2002-11-08
5.440736293792725,2002-11-11
5.544218063354492,2002-11-12
5.537750244140625,2002-11-13
5.642847537994385,2002-11-14
5.636379718780518,2002-11-15
5.604043006896973,2002-11-18
5.610507488250732,2002-11-19
5.625064373016357,2002-11-20
5.621825218200684,2002-11-21
5.6832685470581055,2002-11-22
5.691351413726807,2002-11-25
5.647697448730469,2002-11-26
5.698586463928223,2002-11-27
5.6823320388793945,2002-11-29
5.763621807098389,2002-12-02
5.6823320388793945,2002-12-03
5.711591720581055,2002-12-04
5.711591720581055,2002-12-05
5.703464031219482,2002-12-06
5.788003444671631,2002-12-09
5.771749019622803,2002-12-10
5.836781978607178,2002-12-11
5.848169326782227,2002-12-12
5.788003444671631,2002-12-13
5.820525169372559,2002-12-16
5.818897247314453,2002-12-17
5.771749019622803,2002-12-18
5.721351146697998,2002-12-19
5.752237319946289,2002-12-20
5.8400373458862305,2002-12-23
5.848169326782227,2002-12-24
5.827031135559082,2002-12-26
5.828650951385498,2002-12-27
5.8016815185546875,2002-12-30
5.721580505371094,2002-12-31
5.7673516273498535,2003-01-02
5.819662094116211,2003-01-03
5.7836995124816895,2003-01-06
5.631667613983154,2003-01-07
5.576082706451416,2003-01-08
5.592435359954834,2003-01-09
5.507428169250488,2003-01-10
5.451846599578857,2003-01-13
5.497620105743408,2003-01-14
5.445309638977051,2003-01-15
5.4485764503479,2003-01-16
5.414246559143066,2003-01-17
5.424059867858887,2003-01-21
5.440407752990723,2003-01-22
5.466558456420898,2003-01-23
5.414246559143066,2003-01-24
5.404438018798828,2003-01-27
5.4420366287231445,2003-01-28
5.481273174285889,2003-01-29
5.446944236755371,2003-01-30
5.571093559265137,2003-01-31
5.511894226074219,2003-02-03
5.571093559265137,2003-02-04
5.5431342124938965,2003-02-05
5.564512729644775,2003-02-06
5.4773640632629395,2003-02-07
5.571093559265137,2003-02-10
5.493810176849365,2003-02-11
5.4773640632629395,2003-02-12
5.557937145233154,2003-02-13
5.529984951019287,2003-02-14
5.6105570793151855,2003-02-18
5.612198829650879,2003-02-19
5.623707294464111,2003-02-20
5.696065425872803,2003-02-21
5.6105570793151855,2003-02-24
5.705930709838867,2003-02-25
5.707574367523193,2003-02-26
5.738169193267822,2003-02-27
5.731551170349121,2003-02-28
5.762969017028809,2003-03-03
5.738169193267822,2003-03-04
5.796044826507568,2003-03-05
5.6885576248168945,2003-03-06
5.71501350402832,2003-03-07
5.5777668952941895,2003-03-10
5.607528209686279,2003-03-11
5.650522232055664,2003-03-12
5.741469860076904,2003-03-13
5.746435165405273,2003-03-14
5.867152214050293,2003-03-17
5.920070648193359,2003-03-18
5.953139781951904,2003-03-19
6.024247646331787,2003-03-20
6.101970672607422,2003-03-21
5.977944850921631,2003-03-24
6.057318687438965,2003-03-25
6.035824298858643,2003-03-26
5.994481086730957,2003-03-27
5.945598125457764,2003-03-28
5.943939685821533,2003-03-31
6.1052141189575195,2003-04-01
6.126825332641602,2003-04-02
6.110202789306641,2003-04-03
6.018759727478027,2003-04-04
6.143454074859619,2003-04-07
6.126825332641602,2003-04-08
6.160078048706055,2003-04-09
6.135139465332031,2003-04-10
6.101888179779053,2003-04-11
6.234894275665283,2003-04-14
6.218272686004639,2003-04-15
6.25152587890625,2003-04-16
6.303072452545166,2003-04-17
6.309717178344727,2003-04-21
6.416125297546387,2003-04-22
6.392850399017334,2003-04-23
6.266488552093506,2003-04-24
6.271481513977051,2003-04-25
6.342972278594971,2003-04-28
6.290494918823242,2003-04-29
6.283807754516602,2003-04-30
6.18019437789917,2003-05-01
6.079918384552002,2003-05-02
6.079918384552002,2003-05-05
6.0765814781188965,2003-05-06
6.099976062774658,2003-05-07
6.150109767913818,2003-05-08
6.183537006378174,2003-05-09
6.18019437789917,2003-05-12
6.206934928894043,2003-05-13
6.211947441101074,2003-05-14
6.2670979499816895,2003-05-15
6.270443916320801,2003-05-16
6.247044563293457,2003-05-19
6.292162895202637,2003-05-20
6.365701198577881,2003-05-21
6.367366790771484,2003-05-22
6.404138088226318,2003-05-23
6.449258327484131,2003-05-27
6.434219837188721,2003-05-28
6.277332305908203,2003-05-29
6.324362277984619,2003-05-30
6.383158206939697,2003-06-02
6.457065582275391,2003-06-03
6.567933559417725,2003-06-04
6.4788994789123535,2003-06-05
6.537698268890381,2003-06-06
6.457065582275391,2003-06-09
6.593131065368652,2003-06-10
6.584733486175537,2003-06-11
6.507460117340088,2003-06-12
6.401632785797119,2003-06-13
6.529294013977051,2003-06-16
6.435226917266846,2003-06-17
6.39323616027832,2003-06-18
6.359643936157227,2003-06-19
6.32772159576416,2003-06-20
6.258850574493408,2003-06-23
6.300845146179199,2003-06-24
6.3697123527526855,2003-06-25
6.551131725311279,2003-06-26
6.542186260223389,2003-06-27
6.429061412811279,2003-06-30
6.526993274688721,2003-07-01
6.72790002822876,2003-07-02
6.749851226806641,2003-07-03
6.788675785064697,2003-07-07
6.876468181610107,2003-07-08
6.803870677947998,2003-07-09
6.716081142425537,2003-07-10
6.7903642654418945,2003-07-11
6.879848480224609,2003-07-14
6.841014862060547,2003-07-15
6.803870677947998,2003-07-16
6.729588031768799,2003-07-17
6.736339569091797,2003-07-18
6.741405963897705,2003-07-21
6.813999176025391,2003-07-22
6.766726016998291,2003-07-23
6.844383716583252,2003-07-24
6.834260940551758,2003-07-25
6.758289813995361,2003-07-28
6.81569242477417,2003-07-29
6.9220709800720215,2003-07-30
6.726956367492676,2003-07-31
6.633646488189697,2003-08-01
6.521673679351807,2003-08-04
6.574265956878662,2003-08-05
6.575962066650391,2003-08-06
6.626861572265625,2003-08-07
6.613288879394531,2003-08-08
6.62516450881958,2003-08-11
6.5912346839904785,2003-08-12
6.60820198059082,2003-08-13
6.59293270111084,2003-08-14
6.582749843597412,2003-08-15
6.6166791915893555,2003-08-18
6.68454647064209,2003-08-19
6.740524768829346,2003-08-20
6.709993362426758,2003-08-21
6.6540045738220215,2003-08-22
6.655703544616699,2003-08-25
6.6540045738220215,2003-08-26
6.701508045196533,2003-08-27
6.71975564956665,2003-08-28
6.731690406799316,2003-08-29
6.888556957244873,2003-09-02
6.8970866203308105,2003-09-03
6.91754674911499,2003-09-04
6.8970866203308105,2003-09-05
6.948240756988525,2003-09-08
6.854459762573242,2003-09-09
6.743626117706299,2003-09-10
6.769203186035156,2003-09-11
6.71293306350708,2003-09-12
6.692478656768799,2003-09-15
6.731690406799316,2003-09-16
6.70099401473999,2003-09-17
6.777726650238037,2003-09-18
6.735097408294678,2003-09-19
6.811826229095459,2003-09-22
6.820356369018555,2003-09-23
6.71293306350708,2003-09-24
6.683948993682861,2003-09-25
6.65837287902832,2003-09-26
6.786563873291016,2003-09-29
6.795124530792236,2003-09-30
6.812264919281006,2003-10-01
6.829404354095459,2003-10-02
6.915096759796143,2003-10-03
6.937376499176025,2003-10-06
6.920236587524414,2003-10-07
6.9236626625061035,2003-10-08
6.897960186004639,2003-10-09
6.93223237991333,2003-10-10
6.9236626625061035,2003-10-13
7.023061752319336,2003-10-14
6.9562273025512695,2003-10-15
6.913381576538086,2003-10-16
6.957935810089111,2003-10-17
6.937376499176025,2003-10-20
6.909954071044922,2003-10-21
6.889388561248779,2003-10-22
6.829404354095459,2003-10-23
6.803701400756836,2003-10-24
6.879106044769287,2003-10-27
6.795124530792236,2003-10-28
6.803701400756836,2003-10-29
6.811972141265869,2003-10-30
6.786136150360107,2003-10-31
6.842970371246338,2003-11-03
6.887750625610352,2003-11-04
6.886031150817871,2003-11-05
6.86363410949707,2003-11-06
6.851586818695068,2003-11-07
6.846412181854248,2003-11-10
6.830906867980957,2003-11-11
6.9411468505859375,2003-11-12
6.9377055168151855,2003-11-13
6.948037147521973,2003-11-14
6.984202861785889,2003-11-17
6.98592472076416,2003-11-18
6.958366870880127,2003-11-19
6.932535648345947,2003-11-20
6.929086208343506,2003-11-21
6.932535648345947,2003-11-24
6.972152233123779,2003-11-25
6.9458394050598145,2003-11-26
6.957955360412598,2003-11-28
7.027181148529053,2003-12-01
7.023727893829346,2003-12-02
7.015071868896484,2003-12-03
7.00295352935791,2003-12-04
6.983917236328125,2003-12-05
7.021998882293701,2003-12-08
6.983917236328125,2003-12-09
6.964877605438232,2003-12-10
6.957955360412598,2003-12-11
7.018537998199463,2003-12-12
6.949296951293945,2003-12-15
7.00122594833374,2003-12-16
6.957955360412598,2003-12-17
6.975259780883789,2003-12-18
7.0064215660095215,2003-12-19
6.931989669799805,2003-12-22
6.918149471282959,2003-12-23
6.956221580505371,2003-12-24
6.989108562469482,2003-12-26
6.9337239265441895,2003-12-29
7.013739585876465,2003-12-30
6.958077907562256,2003-12-31
6.958077907562256,2004-01-02
6.914583206176758,2004-01-05
6.885021209716797,2004-01-06
6.909365653991699,2004-01-07
6.879795551300049,2004-01-08
6.958077907562256,2004-01-09
6.966771125793457,2004-01-12
6.966771125793457,2004-01-13
7.022439479827881,2004-01-14
7.017220973968506,2004-01-15
6.954601287841797,2004-01-16
7.001564979553223,2004-01-20
7.024176120758057,2004-01-21
7.011997222900391,2004-01-22
7.050270080566406,2004-01-23
7.060709476470947,2004-01-26
7.144206523895264,2004-01-27
7.158124923706055,2004-01-28
7.158125400543213,2004-01-29
7.217555999755859,2004-01-30
7.296215057373047,2004-02-02
7.268247127532959,2004-02-03
7.158125400543213,2004-02-04
7.263002872467041,2004-02-05
7.430810451507568,2004-02-06
7.411578178405762,2004-02-09
7.48150634765625,2004-02-10
7.525204181671143,2004-02-11
7.5164666175842285,2004-02-12
7.490245342254639,2004-02-13
7.490245342254639,2004-02-17
7.457033157348633,2004-02-18
7.47275972366333,2004-02-19
7.5164666175842285,2004-02-20
7.5147175788879395,2004-02-23
7.5164666175842285,2004-02-24
7.598620891571045,2004-02-25
7.603887557983398,2004-02-26
7.603887557983398,2004-02-27
7.709259510040283,2004-03-01
7.753156661987305,2004-03-02
7.744373321533203,2004-03-03
7.747884273529053,2004-03-04
7.674137115478516,2004-03-05
7.761937618255615,2004-03-08
7.809356212615967,2004-03-09
7.72681188583374,2004-03-10
7.621446132659912,2004-03-11
7.797060489654541,2004-03-12
7.665353775024414,2004-03-15
7.665353775024414,2004-03-16
7.823400974273682,2004-03-17
7.8585205078125,2004-03-18
7.872572422027588,2004-03-19
7.8585205078125,2004-03-22
7.823400974273682,2004-03-23
7.761937618255615,2004-03-24
7.779499530792236,2004-03-25
7.747884273529053,2004-03-26
7.744373321533203,2004-03-29
7.8061203956604,2004-03-30
7.8766865730285645,2004-03-31
7.8766865730285645,2004-04-01
7.8061203956604,2004-04-02
7.624419689178467,2004-04-05
7.126942157745361,2004-04-06
7.291007041931152,2004-04-07
7.13047456741333,2004-04-08
6.6682820320129395,2004-04-12
6.664750576019287,2004-04-13
6.527146339416504,2004-04-14
6.737077236175537,2004-04-15
6.941710948944092,2004-04-16
6.95229959487915,2004-04-19
6.703558921813965,2004-04-20
6.756482124328613,2004-04-21
6.8640947341918945,2004-04-22
6.756482124328613,2004-04-23
6.807640552520752,2004-04-26
6.841163158416748,2004-04-27
6.844691276550293,2004-04-28
6.853553295135498,2004-04-29
6.782627582550049,2004-04-30
6.887246608734131,2004-05-03
6.92448091506958,2004-05-04
6.862416744232178,2004-05-05
6.867741107940674,2004-05-06
6.545007228851318,2004-05-07
6.427974224090576,2004-05-10
6.559203147888184,2004-05-11
6.5911173820495605,2004-05-12
6.623030185699463,2004-05-13
6.7258806228637695,2004-05-14
6.683322429656982,2004-05-17
6.857095241546631,2004-05-18
6.637213706970215,2004-05-19
6.791490077972412,2004-05-20
6.853553295135498,2004-05-21
6.915621280670166,2004-05-24
7.000731945037842,2004-05-25
7.092945098876953,2004-05-26
7.084024429321289,2004-05-27
7.1196699142456055,2004-05-28
7.048397064208984,2004-06-01
7.1107659339904785,2004-06-02
7.087592124938965,2004-06-03
7.1250200271606445,2004-06-04
7.146406650543213,2004-06-07
7.101848125457764,2004-06-08
7.1107659339904785,2004-06-09
7.1196699142456055,2004-06-10
7.084024429321289,2004-06-14
7.1250200271606445,2004-06-15
7.2426438331604,2004-06-16
7.369173526763916,2004-06-17
7.458276748657227,2004-06-18
7.477880954742432,2004-06-21
7.529569149017334,2004-06-22
7.511748790740967,2004-06-23
7.526007175445557,2004-06-24
7.556297779083252,2004-06-25
7.607980251312256,2004-06-28
7.33991813659668,2004-06-29
7.472428321838379,2004-06-30
7.431246757507324,2004-07-01
7.633594036102295,2004-07-02
7.479588508605957,2004-07-06
7.597776412963867,2004-07-07
7.4652628898620605,2004-07-08
7.458096981048584,2004-07-09
7.563746929168701,2004-07-12
7.522567272186279,2004-07-13
7.511821269989014,2004-07-14
7.565535545349121,2004-07-15
7.5368876457214355,2004-07-16
7.619259357452393,2004-07-19
7.69088888168335,2004-07-20
7.468842506408691,2004-07-21
7.30410623550415,2004-07-22
7.153684616088867,2004-07-23
7.076690673828125,2004-07-26
7.180551052093506,2004-07-27
7.210991382598877,2004-07-28
7.198934555053711,2004-07-29
7.292513847351074,2004-07-30
7.384305953979492,2004-08-02
7.373504638671875,2004-08-03
7.452702045440674,2004-08-04
7.301521301269531,2004-08-05
7.294318199157715,2004-08-06
7.233133316040039,2004-08-09
7.306918621063232,2004-08-10
7.326717853546143,2004-08-11
7.281719207763672,2004-08-12
7.283525466918945,2004-08-13
7.423900604248047,2004-08-16
7.50488805770874,2004-08-17
7.719058990478516,2004-08-18
7.522886276245117,2004-08-19
7.778447151184082,2004-08-20
7.722654342651367,2004-08-23
7.812643051147461,2004-08-24
7.812643051147461,2004-08-25
7.855838298797607,2004-08-26
7.926027774810791,2004-08-27
7.948999404907227,2004-08-30
7.977931022644043,2004-08-31
7.939950942993164,2004-09-01
8.003247261047363,2004-09-02
8.014108657836914,2004-09-03
8.090067863464355,2004-09-07
8.075597763061523,2004-09-08
8.003247261047363,2004-09-09
7.9815449714660645,2004-09-10
7.956231594085693,2004-09-13
7.891118049621582,2004-09-14
7.925485610961914,2004-09-15
8.082837104797363,2004-09-16
8.048465728759766,2004-09-17
8.012297630310059,2004-09-20
8.05751895904541,2004-09-21
8.003247261047363,2004-09-22
8.012297630310059,2004-09-23
8.039426803588867,2004-09-24
8.023150444030762,2004-09-27
8.135282516479492,2004-09-28
8.160367965698242,2004-09-29
8.18399429321289,2004-09-30
8.38754653930664,2004-10-01
8.376648902893066,2004-10-04
8.369375228881836,2004-10-05
8.451156616210938,2004-10-06
8.351195335388184,2004-10-07
8.405728340148926,2004-10-08
8.371191024780273,2004-10-11
8.480233192443848,2004-10-12
8.46933650970459,2004-10-13
8.487510681152344,2004-10-14
8.552931785583496,2004-10-15
8.632905006408691,2004-10-18
8.58383560180664,2004-10-19
8.56747817993164,2004-10-20
8.669248580932617,2004-10-21
8.523860931396484,2004-10-22
8.611095428466797,2004-10-25
8.805563926696777,2004-10-26
8.878259658813477,2004-10-27
8.887025833129883,2004-10-28
8.761053085327148,2004-10-29
8.870591163635254,2004-11-01
8.733673095703125,2004-11-02
8.914409637451172,2004-11-03
8.987430572509766,2004-11-04
8.708109855651855,2004-11-05
8.708109855651855,2004-11-08
8.709939956665039,2004-11-09
8.753756523132324,2004-11-10
8.808524131774902,2004-11-11
9.031245231628418,2004-11-12
9.036722183227539,2004-11-15
8.932665824890137,2004-11-16
8.799393653869629,2004-11-17
8.79208755493164,2004-11-18
8.762885093688965,2004-11-19
8.890679359436035,2004-11-22
9.027600288391113,2004-11-23
9.219283103942871,2004-11-24
9.127997398376465,2004-11-26
9.127633094787598,2004-11-29
9.136800765991211,2004-11-30
9.296327590942383,2004-12-01
9.235817909240723,2004-12-02
9.332999229431152,2004-12-03
9.342167854309082,2004-12-06
9.122136116027832,2004-12-07
9.274321556091309,2004-12-08
9.342167854309082,2004-12-09
9.523694038391113,2004-12-10
9.562202453613281,2004-12-13
9.351333618164062,2004-12-14
9.378841400146484,2004-12-15
9.259653091430664,2004-12-16
9.351333618164062,2004-12-17
9.292657852172852,2004-12-20
9.410006523132324,2004-12-21
9.443008422851562,2004-12-22
9.37517261505127,2004-12-23
9.259653091430664,2004-12-27
9.320162773132324,2004-12-28
9.307328224182129,2004-12-29
9.351519584655762,2004-12-30
9.31469440460205,2004-12-31
9.215251922607422,2005-01-03
9.130532264709473,2005-01-04
8.666461944580078,2005-01-05
8.673821449279785,2005-01-06
8.618579864501953,2005-01-07
8.614895820617676,2005-01-10
8.52649974822998,2005-01-11
8.460205078125,2005-01-12
8.452837944030762,2005-01-13
8.589111328125,2005-01-14
8.73276138305664,2005-01-18
8.75117301940918,2005-01-19
8.662781715393066,2005-01-20
8.684873580932617,2005-01-21
8.541236877441406,2005-01-24
8.423372268676758,2005-01-25
8.508085250854492,2005-01-26
8.43442153930664,2005-01-27
8.556549072265625,2005-01-28
8.626877784729004,2005-01-31
8.72309398651123,2005-02-01
8.863727569580078,2005-02-02
8.72309398651123,2005-02-03
8.952556610107422,2005-02-04
8.863727569580078,2005-02-07
8.99325942993164,2005-02-08
8.930351257324219,2005-02-09
9.033966064453125,2005-02-10
