O,Date
1.5714890956878662,1995-04-18
1.5608001947402954,1995-04-19
1.5714890956878662,1995-04-20
1.5608001947402954,1995-04-21
1.5821809768676758,1995-04-24
1.595115065574646,1995-04-25
1.5627797842025757,1995-04-26
1.5735580921173096,1995-04-27
1.584334373474121,1995-04-28
1.584334373474121,1995-05-01
1.595115065574646,1995-05-02
1.5735580921173096,1995-05-03
1.6058909893035889,1995-05-04
1.6490027904510498,1995-05-05
1.7028915882110596,1995-05-08
1.7783368825912476,1995-05-09
1.8537813425064087,1995-05-10
1.8214476108551025,1995-05-11
1.7460036277770996,1995-05-12
1.7567791938781738,1995-05-15
1.7460036277770996,1995-05-16
1.7460036277770996,1995-05-17
1.6705574989318848,1995-05-18
1.681334137916565,1995-05-19
1.7352262735366821,1995-05-22
1.7783368825912476,1995-05-23
1.7675585746765137,1995-05-24
1.7480162382125854,1995-05-25
1.6828702688217163,1995-05-26
1.693727731704712,1995-05-30
1.7154433727264404,1995-05-31
1.737158179283142,1995-06-01
1.737158179283142,1995-06-02
1.7262998819351196,1995-06-05
1.7480162382125854,1995-06-06
1.7588733434677124,1995-06-07
1.7697279453277588,1995-06-08
1.7480162382125854,1995-06-09
1.7154433727264404,1995-06-12
1.7262998819351196,1995-06-13
1.7154433727264404,1995-06-14
1.7154433727264404,1995-06-15
1.7480162382125854,1995-06-16
1.7480162382125854,1995-06-19
1.7588733434677124,1995-06-20
1.737158179283142,1995-06-21
1.7262998819351196,1995-06-22
1.737158179283142,1995-06-23
1.737158179283142,1995-06-26
1.7588733434677124,1995-06-27
1.7697279453277588,1995-06-28
1.7828540802001953,1995-06-29
1.8484809398651123,1995-06-30
1.8156671524047852,1995-07-03
1.8266054391860962,1995-07-05
1.8266054391860962,1995-07-06
1.837544322013855,1995-07-07
1.881295919418335,1995-07-10
1.870356798171997,1995-07-11
1.859420657157898,1995-07-12
1.859420657157898,1995-07-13
1.870356798171997,1995-07-14
1.859420657157898,1995-07-17
1.859420657157898,1995-07-18
1.859420657157898,1995-07-19
1.859420657157898,1995-07-20
1.859420657157898,1995-07-21
1.914108395576477,1995-07-24
1.881295919418335,1995-07-25
1.881295919418335,1995-07-26
1.881295919418335,1995-07-27
1.881295919418335,1995-07-28
1.881295919418335,1995-07-31
1.8922343254089355,1995-08-01
1.8922343254089355,1995-08-02
1.9031710624694824,1995-08-03
1.914108395576477,1995-08-04
1.914108395576477,1995-08-07
1.9031710624694824,1995-08-08
1.870356798171997,1995-08-09
1.859420657157898,1995-08-10
1.859420657157898,1995-08-11
1.8484809398651123,1995-08-14
1.8484809398651123,1995-08-15
1.8663111925125122,1995-08-16
1.8772886991500854,1995-08-17
1.8992457389831543,1995-08-18
1.9102239608764648,1995-08-21
1.8772886991500854,1995-08-22
1.855332612991333,1995-08-23
1.8772886991500854,1995-08-24
1.8772886991500854,1995-08-25
1.8663111925125122,1995-08-28
1.8772886991500854,1995-08-29
1.902059555053711,1995-08-30
1.91311776638031,1995-08-31
1.8909991979599,1995-09-01
1.8909991979599,1995-09-05
1.902059555053711,1995-09-06
1.902059555053711,1995-09-07
1.91311776638031,1995-09-08
1.8909991979599,1995-09-11
1.8688842058181763,1995-09-12
1.8467658758163452,1995-09-13
1.8909991979599,1995-09-14
1.8909991979599,1995-09-15
1.8799431324005127,1995-09-18
1.8799431324005127,1995-09-19
1.857827067375183,1995-09-20
1.857827067375183,1995-09-21
1.8799431324005127,1995-09-22
1.8799431324005127,1995-09-25
1.8909991979599,1995-09-26
1.8688842058181763,1995-09-27
1.826996922492981,1995-09-28
1.882697582244873,1995-09-29
1.8715592622756958,1995-10-02
1.8604159355163574,1995-10-03
1.8381367921829224,1995-10-04
1.826996922492981,1995-10-05
1.826996922492981,1995-10-06
1.826996922492981,1995-10-09
1.815855860710144,1995-10-10
1.7935752868652344,1995-10-11
1.8047165870666504,1995-10-12
1.7824372053146362,1995-10-13
1.8047165870666504,1995-10-16
1.815855860710144,1995-10-17
1.826996922492981,1995-10-18
1.8492776155471802,1995-10-19
1.8715592622756958,1995-10-20
1.8381367921829224,1995-10-23
1.8047165870666504,1995-10-24
1.7824372053146362,1995-10-25
1.7935752868652344,1995-10-26
1.7824372053146362,1995-10-27
1.7739039659500122,1995-10-30
1.762675404548645,1995-10-31
1.7739039659500122,1995-11-01
1.762675404548645,1995-11-02
1.7739039659500122,1995-11-03
1.7739039659500122,1995-11-06
1.762675404548645,1995-11-07
1.762675404548645,1995-11-08
1.762675404548645,1995-11-09
1.7739039659500122,1995-11-10
1.7739039659500122,1995-11-13
1.762675404548645,1995-11-14
1.762675404548645,1995-11-15
1.762675404548645,1995-11-16
1.7851303815841675,1995-11-17
1.7739039659500122,1995-11-20
1.7739039659500122,1995-11-21
1.7739039659500122,1995-11-22
1.7739039659500122,1995-11-24
1.7739039659500122,1995-11-27
1.762675404548645,1995-11-28
1.7767069339752197,1995-11-29
1.7653905153274536,1995-11-30
1.7540748119354248,1995-12-01
1.7427592277526855,1995-12-04
1.7540748119354248,1995-12-05
1.7540748119354248,1995-12-06
1.7767069339752197,1995-12-07
1.7767069339752197,1995-12-08
1.7767069339752197,1995-12-11
1.7880243062973022,1995-12-12
1.867242693901062,1995-12-13
1.867242693901062,1995-12-14
1.855926275253296,1995-12-15
1.901192545890808,1995-12-18
1.935140609741211,1995-12-19
1.9464561939239502,1995-12-20
1.95017409324646,1995-12-21
1.95017409324646,1995-12-22
1.95017409324646,1995-12-26
1.9966061115264893,1995-12-27
2.031430721282959,1995-12-28
2.0894713401794434,1995-12-29
2.077861785888672,1996-01-02
2.0662548542022705,1996-01-03
2.0546462535858154,1996-01-04
2.019822359085083,1996-01-05
2.019822359085083,1996-01-08
2.077861785888672,1996-01-09
2.0546462535858154,1996-01-10
2.112687587738037,1996-01-11
2.1475119590759277,1996-01-12
2.112687587738037,1996-01-15
2.1242942810058594,1996-01-16
2.112687587738037,1996-01-17
2.1242942810058594,1996-01-18
2.112687587738037,1996-01-19
2.1242942810058594,1996-01-22
2.1010782718658447,1996-01-23
2.1010782718658447,1996-01-24
2.112687587738037,1996-01-25
2.1242942810058594,1996-01-26
2.0894713401794434,1996-01-29
2.112687587738037,1996-01-30
2.1475119590759277,1996-01-31
2.1242942810058594,1996-02-01
2.0894713401794434,1996-02-02
2.077861785888672,1996-02-05
2.077861785888672,1996-02-06
2.0430383682250977,1996-02-07
2.031430721282959,1996-02-08
2.0430383682250977,1996-02-09
2.031430721282959,1996-02-12
1.9966061115264893,1996-02-13
1.9966061115264893,1996-02-14
1.9385640621185303,1996-02-15
1.9733906984329224,1996-02-16
1.9385640621185303,1996-02-20
1.915348768234253,1996-02-21
1.9385640621185303,1996-02-22
1.95017409324646,1996-02-23
2.0430383682250977,1996-02-26
2.019822359085083,1996-02-27
1.9992434978485107,1996-02-28
2.022627353668213,1996-02-29
1.9875545501708984,1996-03-01
2.046011447906494,1996-03-04
2.09277606010437,1996-03-05
2.0577025413513184,1996-03-06
2.09277606010437,1996-03-07
1.9875545501708984,1996-03-08
2.022627353668213,1996-03-11
2.0343194007873535,1996-03-12
2.0343194007873535,1996-03-13
2.022627353668213,1996-03-14
1.9875545501708984,1996-03-15
1.9641714096069336,1996-03-18
1.9758620262145996,1996-03-19
1.9641714096069336,1996-03-20
1.9758620262145996,1996-03-21
1.9992434978485107,1996-03-22
2.022627353668213,1996-03-25
1.9992434978485107,1996-03-26
1.9992434978485107,1996-03-27
1.966740369796753,1996-03-28
1.9549639225006104,1996-03-29
1.9431867599487305,1996-04-01
1.9431867599487305,1996-04-02
1.919632077217102,1996-04-03
1.896079421043396,1996-04-04
1.884303092956543,1996-04-08
1.884303092956543,1996-04-09
1.8725264072418213,1996-04-10
1.8725264072418213,1996-04-11
1.9314099550247192,1996-04-12
1.919632077217102,1996-04-15
1.9314099550247192,1996-04-16
1.9314099550247192,1996-04-17
1.919632077217102,1996-04-18
1.896079421043396,1996-04-19
1.884303092956543,1996-04-22
1.8725264072418213,1996-04-23
1.884303092956543,1996-04-24
1.884303092956543,1996-04-25
1.896079421043396,1996-04-26
1.8751906156539917,1996-04-29
1.9226646423339844,1996-04-30
1.9107959270477295,1996-05-01
1.8989282846450806,1996-05-02
1.8989282846450806,1996-05-03
1.863322138786316,1996-05-06
1.8870607614517212,1996-05-07
1.8989282846450806,1996-05-08
1.8989282846450806,1996-05-09
1.8989282846450806,1996-05-10
1.8989282846450806,1996-05-13
1.9107959270477295,1996-05-14
1.9582693576812744,1996-05-15
1.9345312118530273,1996-05-16
1.9226646423339844,1996-05-17
1.9464006423950195,1996-05-20
1.9701385498046875,1996-05-21
1.9582693576812744,1996-05-22
1.9464006423950195,1996-05-23
1.9464006423950195,1996-05-24
1.9464006423950195,1996-05-28
1.9345312118530273,1996-05-29
1.9732807874679565,1996-05-30
1.9971989393234253,1996-05-31
1.9852396249771118,1996-06-03
1.9732807874679565,1996-06-04
1.9613217115402222,1996-06-05
1.9493623971939087,1996-06-06
1.9613217115402222,1996-06-07
1.9852396249771118,1996-06-10
1.9732807874679565,1996-06-11
1.9852396249771118,1996-06-12
1.9732807874679565,1996-06-13
1.9971989393234253,1996-06-14
2.009159803390503,1996-06-17
2.009159803390503,1996-06-18
1.9852396249771118,1996-06-19
1.9852396249771118,1996-06-20
1.9852396249771118,1996-06-21
2.0211174488067627,1996-06-24
2.0211174488067627,1996-06-25
2.045037031173706,1996-06-26
2.0238349437713623,1996-06-27
1.9997421503067017,1996-06-28
2.047928810119629,1996-07-01
2.0840671062469482,1996-07-02
2.047928810119629,1996-07-03
2.0358798503875732,1996-07-05
2.0238349437713623,1996-07-08
2.047928810119629,1996-07-09
2.0358798503875732,1996-07-10
1.9997421503067017,1996-07-11
1.9997421503067017,1996-07-12
1.9756462574005127,1996-07-15
2.0238349437713623,1996-07-16
2.0720198154449463,1996-07-17
2.0720198154449463,1996-07-18
2.0720198154449463,1996-07-19
2.0720198154449463,1996-07-22
2.0720198154449463,1996-07-23
2.0117876529693604,1996-07-24
1.9997421503067017,1996-07-25
1.9997421503067017,1996-07-26
2.0238349437713623,1996-07-29
2.014608860015869,1996-07-30
2.0995640754699707,1996-07-31
2.0510194301605225,1996-08-01
2.0631561279296875,1996-08-02
2.075291156768799,1996-08-05
2.0995640754699707,1996-08-06
2.087428092956543,1996-08-07
2.087428092956543,1996-08-08
2.0631561279296875,1996-08-09
2.075291156768799,1996-08-12
2.075291156768799,1996-08-13
2.1116995811462402,1996-08-14
2.1116995811462402,1996-08-15
2.1116995811462402,1996-08-16
2.0995640754699707,1996-08-19
2.1116995811462402,1996-08-20
2.1116995811462402,1996-08-21
2.123837947845459,1996-08-22
2.184519052505493,1996-08-23
2.208789110183716,1996-08-26
2.208789110183716,1996-08-27
2.208789110183716,1996-08-28
2.2117233276367188,1996-08-29
2.1872854232788086,1996-08-30
2.1872854232788086,1996-09-03
2.2239413261413574,1996-09-04
2.2117233276367188,1996-09-05
2.1995043754577637,1996-09-06
2.175063371658325,1996-09-09
2.175063371658325,1996-09-10
2.1995043754577637,1996-09-11
2.2117233276367188,1996-09-12
2.2239413261413574,1996-09-13
2.2117233276367188,1996-09-16
2.2239413261413574,1996-09-17
2.2239413261413574,1996-09-18
2.2117233276367188,1996-09-19
2.1995043754577637,1996-09-20
2.1995043754577637,1996-09-23
2.23616099357605,1996-09-24
2.23616099357605,1996-09-25
2.260599136352539,1996-09-26
2.2389485836029053,1996-09-27
2.2389485836029053,1996-09-30
2.251251220703125,1996-10-01
2.2389485836029053,1996-10-02
2.1897408962249756,1996-10-03
2.202045202255249,1996-10-04
2.2143468856811523,1996-10-07
2.2266478538513184,1996-10-08
2.251251220703125,1996-10-09
2.2389485836029053,1996-10-10
2.2635529041290283,1996-10-11
2.2635529041290283,1996-10-14
2.251251220703125,1996-10-15
2.251251220703125,1996-10-16
2.251251220703125,1996-10-17
2.2389485836029053,1996-10-18
2.2143468856811523,1996-10-21
2.2266478538513184,1996-10-22
2.2266478538513184,1996-10-23
2.251251220703125,1996-10-24
2.251251220703125,1996-10-25
2.251251220703125,1996-10-28
2.2389485836029053,1996-10-29
2.229536533355713,1996-10-30
2.279080390930176,1996-10-31
2.2914674282073975,1996-11-01
2.3162407875061035,1996-11-04
2.365785837173462,1996-11-05
2.3905577659606934,1996-11-06
2.365785837173462,1996-11-07
2.3162407875061035,1996-11-08
2.2914674282073975,1996-11-11
2.303854465484619,1996-11-12
2.3286256790161133,1996-11-13
2.3286256790161133,1996-11-14
2.2914674282073975,1996-11-15
2.279080390930176,1996-11-18
2.303854465484619,1996-11-19
2.3162407875061035,1996-11-20
2.3162407875061035,1996-11-21
2.3286256790161133,1996-11-22
2.365785837173462,1996-11-25
2.3533990383148193,1996-11-26
2.3687572479248047,1996-11-27
2.3687572479248047,1996-11-29
2.3687572479248047,1996-12-02
2.4061596393585205,1996-12-03
2.4061596393585205,1996-12-04
2.331357717514038,1996-12-05
2.31889009475708,1996-12-06
2.343823194503784,1996-12-09
2.3687572479248047,1996-12-10
2.331357717514038,1996-12-11
2.343823194503784,1996-12-12
2.3936941623687744,1996-12-13
2.31889009475708,1996-12-16
2.331357717514038,1996-12-17
2.343823194503784,1996-12-18
2.356290817260742,1996-12-19
2.343823194503784,1996-12-20
2.356290817260742,1996-12-23
2.381225824356079,1996-12-24
2.381225824356079,1996-12-26
2.3966846466064453,1996-12-27
2.3966846466064453,1996-12-30
2.3966846466064453,1996-12-31
2.3715875148773193,1997-01-02
2.409233331680298,1997-01-03
2.3966846466064453,1997-01-06
2.3966846466064453,1997-01-07
2.3966846466064453,1997-01-08
2.3966846466064453,1997-01-09
2.3966846466064453,1997-01-10
2.384136438369751,1997-01-13
2.3966846466064453,1997-01-14
2.384136438369751,1997-01-15
2.409233331680298,1997-01-16
2.409233331680298,1997-01-17
2.446878671646118,1997-01-20
2.4719719886779785,1997-01-21
2.4845213890075684,1997-01-22
2.4845213890075684,1997-01-23
2.610001802444458,1997-01-24
2.5849056243896484,1997-01-27
2.559809446334839,1997-01-28
2.559809446334839,1997-01-29
2.588395595550537,1997-01-30
2.6767780780792236,1997-01-31
2.6262755393981934,1997-02-03
2.6389005184173584,1997-02-04
2.6136481761932373,1997-02-05
2.601020574569702,1997-02-06
2.6262755393981934,1997-02-07
2.6136481761932373,1997-02-10
2.601020574569702,1997-02-11
2.588395595550537,1997-02-12
2.6136481761932373,1997-02-13
2.6389005184173584,1997-02-14
2.6136481761932373,1997-02-18
2.6262755393981934,1997-02-19
2.6136481761932373,1997-02-20
2.588395595550537,1997-02-21
2.6136481761932373,1997-02-24
2.601020574569702,1997-02-25
2.588395595550537,1997-02-26
2.5790445804595947,1997-02-27
2.5409293174743652,1997-02-28
2.5663416385650635,1997-03-03
2.604454755783081,1997-03-04
2.6171576976776123,1997-03-05
2.6298635005950928,1997-03-06
2.6552722454071045,1997-03-07
2.642568588256836,1997-03-10
2.642568588256836,1997-03-11
2.6552722454071045,1997-03-12
2.642568588256836,1997-03-13
2.680680990219116,1997-03-14
2.642568588256836,1997-03-17
2.553635597229004,1997-03-18
2.451998710632324,1997-03-19
2.3884739875793457,1997-03-20
2.401179552078247,1997-03-21
2.426589250564575,1997-03-24
2.426589250564575,1997-03-25
2.426589250564575,1997-03-26
2.4171760082244873,1997-03-27
2.353229522705078,1997-03-31
2.37880802154541,1997-04-01
2.404386281967163,1997-04-02
2.429964065551758,1997-04-03
2.37880802154541,1997-04-04
2.404386281967163,1997-04-07
2.4427552223205566,1997-04-08
2.429964065551758,1997-04-09
2.3915984630584717,1997-04-10
2.3915984630584717,1997-04-11
2.429964065551758,1997-04-14
2.4427552223205566,1997-04-15
2.4683327674865723,1997-04-16
2.4427552223205566,1997-04-17
2.481123208999634,1997-04-18
2.429964065551758,1997-04-21
2.4555447101593018,1997-04-22
2.481123208999634,1997-04-23
2.4555447101593018,1997-04-24
2.4427552223205566,1997-04-25
2.4555447101593018,1997-04-28
2.497562885284424,1997-04-29
2.5490598678588867,1997-04-30
2.5490598678588867,1997-05-01
2.613429069519043,1997-05-02
2.63918137550354,1997-05-05
2.5748066902160645,1997-05-06
2.5104377269744873,1997-05-07
2.5233123302459717,1997-05-08
2.5233123302459717,1997-05-09
2.5619354248046875,1997-05-12
2.600560426712036,1997-05-13
2.5619354248046875,1997-05-14
2.5876822471618652,1997-05-15
2.600560426712036,1997-05-16
2.613429069519043,1997-05-19
2.613429069519043,1997-05-20
2.600560426712036,1997-05-21
2.600560426712036,1997-05-22
2.613429069519043,1997-05-23
2.63918137550354,1997-05-27
2.652052164077759,1997-05-28
2.6166160106658936,1997-05-29
2.6425209045410156,1997-05-30
2.6295642852783203,1997-06-02
2.6166160106658936,1997-06-03
2.6425209045410156,1997-06-04
2.6166160106658936,1997-06-05
2.590703010559082,1997-06-06
2.6166160106658936,1997-06-09
2.6295642852783203,1997-06-10
2.6295642852783203,1997-06-11
2.6295642852783203,1997-06-12
2.694333076477051,1997-06-13
2.7072865962982178,1997-06-16
2.7072865962982178,1997-06-17
2.6813788414001465,1997-06-18
2.7331929206848145,1997-06-19
2.720240592956543,1997-06-20
2.694333076477051,1997-06-23
2.6749017238616943,1997-06-24
2.694333076477051,1997-06-25
2.6749017238616943,1997-06-26
2.7369940280914307,1997-06-27
2.7369940280914307,1997-06-30
2.750025987625122,1997-07-01
2.76305890083313,1997-07-02
2.750025987625122,1997-07-03
2.7109267711639404,1997-07-07
2.750025987625122,1997-07-08
2.7109267711639404,1997-07-09
2.7239599227905273,1997-07-10
2.717442035675049,1997-07-11
2.70440936088562,1997-07-14
2.7109267711639404,1997-07-15
2.76305890083313,1997-07-16
2.7304768562316895,1997-07-17
2.7109267711639404,1997-07-18
2.7109267711639404,1997-07-21
2.7109267711639404,1997-07-22
2.7109267711639404,1997-07-23
2.6718287467956543,1997-07-24
2.6783437728881836,1997-07-25
2.6848599910736084,1997-07-28
2.6848599910736084,1997-07-29
2.6948792934417725,1997-07-30
2.7014355659484863,1997-07-31
2.7014355659484863,1997-08-01
2.707993745803833,1997-08-04
2.707993745803833,1997-08-05
2.7735602855682373,1997-08-06
2.799787759780884,1997-08-07
2.7407777309417725,1997-08-08
2.7670040130615234,1997-08-11
2.7735602855682373,1997-08-12
2.7735602855682373,1997-08-13
2.7801172733306885,1997-08-14
2.7407777309417725,1997-08-15
2.799787759780884,1997-08-18
2.806344747543335,1997-08-19
2.8325765132904053,1997-08-20
2.8981430530548096,1997-08-21
2.858799695968628,1997-08-22
2.871917486190796,1997-08-25
2.852245569229126,1997-08-26
2.8456859588623047,1997-08-27
2.888739824295044,1997-08-28
2.9151248931884766,1997-08-29
2.8755486011505127,1997-09-02
2.908524990081787,1997-09-03
2.862358808517456,1997-09-04
2.8755486011505127,1997-09-05
2.888739824295044,1997-09-08
2.849170684814453,1997-09-09
2.7898108959198,1997-09-10
2.8030014038085938,1997-09-11
2.8293845653533936,1997-09-12
2.796405792236328,1997-09-15
2.783215045928955,1997-09-16
2.7700257301330566,1997-09-17
2.783215045928955,1997-09-18
2.7898108959198,1997-09-19
2.8359813690185547,1997-09-22
2.8293845653533936,1997-09-23
2.882148027420044,1997-09-24
2.855764865875244,1997-09-25
2.849170684814453,1997-09-26
2.826134443283081,1997-09-29
2.859306573867798,1997-09-30
2.859306573867798,1997-10-01
2.879209518432617,1997-10-02
2.8659427165985107,1997-10-03
2.8659427165985107,1997-10-06
2.859306573867798,1997-10-07
2.8725738525390625,1997-10-08
2.859306573867798,1997-10-09
2.839402437210083,1997-10-10
2.832770824432373,1997-10-13
2.832770824432373,1997-10-14
2.839402437210083,1997-10-15
2.8128676414489746,1997-10-16
2.832770824432373,1997-10-17
2.8195013999938965,1997-10-20
2.7995975017547607,1997-10-21
2.7332565784454346,1997-10-22
2.686819076538086,1997-10-23
2.7531607151031494,1997-10-24
2.613844633102417,1997-10-27
2.7266228199005127,1997-10-28
2.719989538192749,1997-10-29
2.7435388565063477,1997-10-30
2.7902672290802,1997-10-31
2.803621292114258,1997-11-03
2.816967725753784,1997-11-04
2.823641061782837,1997-11-05
2.763564109802246,1997-11-06
2.7235147953033447,1997-11-07
2.71683931350708,1997-11-10
2.71683931350708,1997-11-11
2.663435459136963,1997-11-12
2.670109510421753,1997-11-13
2.6968119144439697,1997-11-14
2.756892204284668,1997-11-17
2.7368674278259277,1997-11-18
2.803621292114258,1997-11-19
2.8102915287017822,1997-11-20
2.863697052001953,1997-11-21
2.8503408432006836,1997-11-24
2.816967725753784,1997-11-25
2.807297468185425,1997-11-26
2.814014196395874,1997-11-28
2.834160804748535,1997-12-01
2.820732593536377,1997-12-02
2.807297468185425,1997-12-03
2.814014196395874,1997-12-04
2.8005805015563965,1997-12-05
2.8005805015563965,1997-12-08
2.780431032180786,1997-12-09
2.7737185955047607,1997-12-10
2.7468533515930176,1997-12-11
2.7602837085723877,1997-12-12
2.793865203857422,1997-12-15
2.834160804748535,1997-12-16
2.834160804748535,1997-12-17
2.7737185955047607,1997-12-18
2.7669992446899414,1997-12-19
2.7669992446899414,1997-12-22
2.7669992446899414,1997-12-23
2.7669992446899414,1997-12-24
2.7602837085723877,1997-12-26
2.7602837085723877,1997-12-29
2.750553846359253,1997-12-30
2.750553846359253,1997-12-31
2.770829200744629,1998-01-02
2.8113746643066406,1998-01-05
2.838409185409546,1998-01-06
2.8451664447784424,1998-01-07
2.8316502571105957,1998-01-08
2.82489275932312,1998-01-09
2.8113746643066406,1998-01-12
2.8316502571105957,1998-01-13
2.892472505569458,1998-01-14
2.8654425144195557,1998-01-15
2.8654425144195557,1998-01-16
2.899233102798462,1998-01-20
2.8857157230377197,1998-01-21
2.8654425144195557,1998-01-22
2.8586807250976562,1998-01-23
2.8789563179016113,1998-01-26
2.892472505569458,1998-01-27
2.8857157230377197,1998-01-28
2.9099204540252686,1998-01-29
2.896322250366211,1998-01-30
2.903123140335083,1998-02-02
2.896322250366211,1998-02-03
2.8895223140716553,1998-02-04
2.8759255409240723,1998-02-05
2.8895223140716553,1998-02-06
2.8895223140716553,1998-02-09
2.8759255409240723,1998-02-10
2.8759255409240723,1998-02-11
2.896322250366211,1998-02-12
2.9099204540252686,1998-02-13
2.9167191982269287,1998-02-17
2.896322250366211,1998-02-18
2.896322250366211,1998-02-19
2.8555305004119873,1998-02-20
2.8895223140716553,1998-02-23
2.8895223140716553,1998-02-24
2.903123140335083,1998-02-25
2.872751474380493,1998-02-26
2.824873447418213,1998-02-27
2.838552474975586,1998-03-02
2.879591941833496,1998-03-03
2.8590707778930664,1998-03-04
2.804349184036255,1998-03-05
2.8180320262908936,1998-03-06
2.8180320262908936,1998-03-09
2.783831834793091,1998-03-10
2.8180320262908936,1998-03-11
2.8453917503356934,1998-03-12
2.8453917503356934,1998-03-13
2.8453917503356934,1998-03-16
2.8659098148345947,1998-03-17
2.83171010017395,1998-03-18
2.8522298336029053,1998-03-19
2.9137895107269287,1998-03-20
2.9616684913635254,1998-03-23
2.968510866165161,1998-03-24
2.9411513805389404,1998-03-25
2.934309482574463,1998-03-26
2.934309482574463,1998-03-27
2.9590280055999756,1998-03-30
2.9934372901916504,1998-03-31
2.9521474838256836,1998-04-01
2.965912342071533,1998-04-02
2.972792863845825,1998-04-03
2.94526743888855,1998-04-06
2.972792863845825,1998-04-07
2.931501865386963,1998-04-08
2.931501865386963,1998-04-09
2.9177401065826416,1998-04-13
2.9796714782714844,1998-04-14
2.9246225357055664,1998-04-15
2.94526743888855,1998-04-16
2.94526743888855,1998-04-17
2.931501865386963,1998-04-20
2.938385009765625,1998-04-21
2.931501865386963,1998-04-22
2.876450777053833,1998-04-23
2.8970959186553955,1998-04-24
2.8420445919036865,1998-04-27
2.855806589126587,1998-04-28
2.88067889213562,1998-04-29
2.8945298194885254,1998-04-30
2.9222288131713867,1998-05-01
2.8945298194885254,1998-05-04
