LYB,Date
60.18985366821289,2020-06-05
61.41181945800781,2020-06-08
61.0982666015625,2020-06-09
59.144744873046875,2020-06-10
51.370792388916016,2020-06-11
53.5494384765625,2020-06-12
54.088050842285156,2020-06-15
55.51904296875,2020-06-16
53.726287841796875,2020-06-17
53.81471633911133,2020-06-18
53.49315643310547,2020-06-19
53.629817962646484,2020-06-22
53.05099105834961,2020-06-23
48.749996185302734,2020-06-24
51.45118713378906,2020-06-25
50.9447135925293,2020-06-26
52.21490478515625,2020-06-29
52.83393096923828,2020-06-30
52.7454948425293,2020-07-01
53.8307991027832,2020-07-02
54.86785888671875,2020-07-06
54.25688171386719,2020-07-07
52.93844985961914,2020-07-08
50.73569107055664,2020-07-09
52.28725814819336,2020-07-10
52.5284423828125,2020-07-13
53.8307991027832,2020-07-14
55.37433624267578,2020-07-15
55.35824966430664,2020-07-16
55.06884002685547,2020-07-17
53.702171325683594,2020-07-20
54.72315979003906,2020-07-21
54.96433639526367,2020-07-22
55.38237380981445,2020-07-23
55.06884002685547,2020-07-24
56.08981704711914,2020-07-27
54.32923889160156,2020-07-28
54.65081024169922,2020-07-29
52.488243103027344,2020-07-30
50.26137161254883,2020-07-31
49.947845458984375,2020-08-03
52.10236740112305,2020-08-04
52.92237091064453,2020-08-05
52.60884094238281,2020-08-06
53.61374282836914,2020-08-07
56.427486419677734,2020-08-10
57.11885452270508,2020-08-11
56.18629455566406,2020-08-12
55.46276092529297,2020-08-13
55.478843688964844,2020-08-14
55.09295654296875,2020-08-17
55.02061462402344,2020-08-18
54.36941909790039,2020-08-19
53.01883316040039,2020-08-20
52.79373550415039,2020-08-21
55.945125579833984,2020-08-24
55.26982879638672,2020-08-25
55.72002029418945,2020-08-26
55.406490325927734,2020-08-27
55.63508224487305,2020-08-28
53.45539093017578,2020-08-31
55.888153076171875,2020-09-01
58.361724853515625,2020-09-02
57.50454330444336,2020-09-03
58.827049255371094,2020-09-04
57.21064758300781,2020-09-08
