ERIC,Date
0.47159168124198914,1981-08-24
0.47159168124198914,1981-08-25
0.47159168124198914,1981-08-26
0.47159168124198914,1981-08-27
0.47159168124198914,1981-08-28
0.47159168124198914,1981-08-31
0.47159168124198914,1981-09-01
0.47159168124198914,1981-09-02
0.47159168124198914,1981-09-03
0.47159168124198914,1981-09-04
0.47159168124198914,1981-09-08
0.47159168124198914,1981-09-09
0.47159168124198914,1981-09-10
0.47159168124198914,1981-09-11
0.47159168124198914,1981-09-14
0.47159168124198914,1981-09-15
0.47159168124198914,1981-09-16
0.47159168124198914,1981-09-17
0.47159168124198914,1981-09-18
0.47159168124198914,1981-09-21
0.47159168124198914,1981-09-22
0.47159168124198914,1981-09-23
0.47159168124198914,1981-09-24
0.47159168124198914,1981-09-25
0.47159168124198914,1981-09-28
0.47159168124198914,1981-09-29
0.47159168124198914,1981-09-30
0.47159168124198914,1981-10-01
0.47159168124198914,1981-10-02
0.47159168124198914,1981-10-05
0.47159168124198914,1981-10-06
0.47159168124198914,1981-10-07
0.47159168124198914,1981-10-08
0.47159168124198914,1981-10-09
0.47159168124198914,1981-10-12
0.47159168124198914,1981-10-13
0.47159168124198914,1981-10-14
0.42443254590034485,1981-10-15
0.42443254590034485,1981-10-16
0.42443254590034485,1981-10-19
0.42443254590034485,1981-10-20
0.42443254590034485,1981-10-21
0.42443254590034485,1981-10-22
0.42443254590034485,1981-10-23
0.42443254590034485,1981-10-26
0.42443254590034485,1981-10-27
0.42443254590034485,1981-10-28
0.42443254590034485,1981-10-29
0.42443254590034485,1981-10-30
0.42443254590034485,1981-11-02
0.42443254590034485,1981-11-03
0.42443254590034485,1981-11-04
0.42443254590034485,1981-11-05
0.42443254590034485,1981-11-06
0.42443254590034485,1981-11-09
0.42443254590034485,1981-11-10
0.42443254590034485,1981-11-11
0.42443254590034485,1981-11-12
0.42443254590034485,1981-11-13
0.42443254590034485,1981-11-16
0.42443254590034485,1981-11-17
0.42443254590034485,1981-11-18
0.42443254590034485,1981-11-19
0.42443254590034485,1981-11-20
0.42443254590034485,1981-11-23
0.42443254590034485,1981-11-24
0.42443254590034485,1981-11-25
0.4967435300350189,1981-11-27
0.5344706773757935,1981-11-30
0.5344706773757935,1981-12-01
0.5344706773757935,1981-12-02
0.5344706773757935,1981-12-03
0.5344706773757935,1981-12-04
0.5344706773757935,1981-12-07
0.5187508463859558,1981-12-08
0.5187508463859558,1981-12-09
0.5187508463859558,1981-12-10
0.5187508463859558,1981-12-11
0.5187508463859558,1981-12-14
0.47787976264953613,1981-12-15
0.47787976264953613,1981-12-16
0.47787976264953613,1981-12-17
0.47787976264953613,1981-12-18
0.47787976264953613,1981-12-21
0.47787976264953613,1981-12-22
0.47787976264953613,1981-12-23
0.47787976264953613,1981-12-24
0.47787976264953613,1981-12-28
0.47787976264953613,1981-12-29
0.47787976264953613,1981-12-30
0.47787976264953613,1981-12-31
0.47787976264953613,1982-01-04
0.47787976264953613,1982-01-05
0.47787976264953613,1982-01-06
0.47787976264953613,1982-01-07
0.47787976264953613,1982-01-08
0.47787976264953613,1982-01-11
0.47787976264953613,1982-01-12
0.47787976264953613,1982-01-13
0.47787976264953613,1982-01-14
0.4967435300350189,1982-01-15
0.4967435300350189,1982-01-18
0.4967435300350189,1982-01-19
0.4967435300350189,1982-01-20
0.4967435300350189,1982-01-21
0.4967435300350189,1982-01-22
0.4967435300350189,1982-01-25
0.4967435300350189,1982-01-26
0.4967435300350189,1982-01-27
0.4967435300350189,1982-01-28
0.465303510427475,1982-01-29
0.4464398920536041,1982-02-01
0.4464398920536041,1982-02-02
0.4338642656803131,1982-02-03
0.4338642656803131,1982-02-04
0.4338642656803131,1982-02-05
0.4338642656803131,1982-02-08
0.4338642656803131,1982-02-09
0.4338642656803131,1982-02-10
0.4338642656803131,1982-02-11
0.4338642656803131,1982-02-12
0.4338642656803131,1982-02-16
0.4338642656803131,1982-02-17
0.4338642656803131,1982-02-18
0.4338642656803131,1982-02-19
0.4338642656803131,1982-02-22
0.4338642656803131,1982-02-23
0.4338642656803131,1982-02-24
0.4338642656803131,1982-02-25
0.4338642656803131,1982-02-26
0.4338642656803131,1982-03-01
0.4338642656803131,1982-03-02
0.4338642656803131,1982-03-03
0.4338642656803131,1982-03-04
0.4338642656803131,1982-03-05
0.4338642656803131,1982-03-08
0.4338642656803131,1982-03-09
0.4338642656803131,1982-03-10
0.4338642656803131,1982-03-11
0.4338642656803131,1982-03-12
0.4338642656803131,1982-03-15
0.4338642656803131,1982-03-16
0.4338642656803131,1982-03-17
0.4338642656803131,1982-03-18
0.4338642656803131,1982-03-19
0.4338642656803131,1982-03-22
0.4338642656803131,1982-03-23
0.4338642656803131,1982-03-24
0.4338642656803131,1982-03-25
0.4338642656803131,1982-03-26
0.4338642656803131,1982-03-29
0.4338642656803131,1982-03-30
0.4338642656803131,1982-03-31
0.4338642656803131,1982-04-01
0.4275761544704437,1982-04-02
0.4275761544704437,1982-04-05
0.4275761544704437,1982-04-06
0.4275761544704437,1982-04-07
0.4275761544704437,1982-04-08
0.4275761544704437,1982-04-12
0.4275761544704437,1982-04-13
0.4275761544704437,1982-04-14
0.4275761544704437,1982-04-15
0.4275761544704437,1982-04-16
0.4275761544704437,1982-04-19
0.4275761544704437,1982-04-20
0.4275761544704437,1982-04-21
0.4275761544704437,1982-04-22
0.4275761544704437,1982-04-23
0.4275761544704437,1982-04-26
0.4275761544704437,1982-04-27
0.4275761544704437,1982-04-28
0.4275761544704437,1982-04-29
0.4275761544704437,1982-04-30
0.4275761544704437,1982-05-03
0.4275761544704437,1982-05-04
0.4275761544704437,1982-05-05
0.4275761544704437,1982-05-06
0.4275761544704437,1982-05-07
0.4275761544704437,1982-05-10
0.4275761544704437,1982-05-11
0.4275761544704437,1982-05-12
0.4275761544704437,1982-05-13
0.4275761544704437,1982-05-14
0.4275761544704437,1982-05-17
0.4275761544704437,1982-05-18
0.4275761544704437,1982-05-19
0.4275761544704437,1982-05-20
0.4275761544704437,1982-05-21
0.4275761544704437,1982-05-24
0.4275761544704437,1982-05-25
0.4338642656803131,1982-05-26
0.4338642656803131,1982-05-27
0.4338642656803131,1982-05-28
0.4338642656803131,1982-06-01
0.4338642656803131,1982-06-02
0.4338642656803131,1982-06-03
0.4338642656803131,1982-06-04
0.4338642656803131,1982-06-07
0.4338642656803131,1982-06-08
0.4338642656803131,1982-06-09
0.4338642656803131,1982-06-10
0.4338642656803131,1982-06-11
0.42443254590034485,1982-06-14
0.42443254590034485,1982-06-15
0.42443254590034485,1982-06-16
0.42443254590034485,1982-06-17
0.42443254590034485,1982-06-18
0.42443254590034485,1982-06-21
0.42443254590034485,1982-06-22
0.42443254590034485,1982-06-23
0.42443254590034485,1982-06-24
0.42443254590034485,1982-06-25
0.42443254590034485,1982-06-28
0.42443254590034485,1982-06-29
0.42443254590034485,1982-06-30
0.42443254590034485,1982-07-01
0.42443254590034485,1982-07-02
0.42443254590034485,1982-07-06
0.4527280032634735,1982-07-07
0.4527280032634735,1982-07-08
0.4527280032634735,1982-07-09
0.4527280032634735,1982-07-12
0.4527280032634735,1982-07-13
0.4527280032634735,1982-07-14
0.4527280032634735,1982-07-15
0.4558717608451843,1982-07-16
0.4558717608451843,1982-07-19
0.49359914660453796,1982-07-20
0.49359914660453796,1982-07-21
0.49359914660453796,1982-07-22
0.49359914660453796,1982-07-23
0.49359914660453796,1982-07-26
0.49359914660453796,1982-07-27
0.49359914660453796,1982-07-28
0.49359914660453796,1982-07-29
0.5218944549560547,1982-07-30
0.5218944549560547,1982-08-02
0.5218944549560547,1982-08-03
0.5218944549560547,1982-08-04
0.5533344745635986,1982-08-05
0.5533344745635986,1982-08-06
0.5533344745635986,1982-08-09
0.5187508463859558,1982-08-10
0.5187508463859558,1982-08-11
0.5187508463859558,1982-08-12
0.5187508463859558,1982-08-13
0.5187508463859558,1982-08-16
0.5187508463859558,1982-08-17
0.5187508463859558,1982-08-18
0.5187508463859558,1982-08-19
0.5156072378158569,1982-08-20
0.5156072378158569,1982-08-23
0.5218944549560547,1982-08-24
0.5407581329345703,1982-08-25
0.5407581329345703,1982-08-26
0.5376144051551819,1982-08-27
0.5061752200126648,1982-08-30
0.49359914660453796,1982-08-31
0.484167218208313,1982-09-01
0.484167218208313,1982-09-02
0.484167218208313,1982-09-03
0.484167218208313,1982-09-07
0.484167218208313,1982-09-08
0.484167218208313,1982-09-09
0.484167218208313,1982-09-10
0.484167218208313,1982-09-13
0.484167218208313,1982-09-14
0.484167218208313,1982-09-15
0.484167218208313,1982-09-16
0.484167218208313,1982-09-17
0.484167218208313,1982-09-20
0.484167218208313,1982-09-21
0.484167218208313,1982-09-22
0.484167218208313,1982-09-23
0.484167218208313,1982-09-24
0.484167218208313,1982-09-27
0.484167218208313,1982-09-28
0.484167218208313,1982-09-29
0.484167218208313,1982-09-30
0.484167218208313,1982-10-01
0.484167218208313,1982-10-04
0.484167218208313,1982-10-05
0.484167218208313,1982-10-06
0.7262513041496277,1982-10-07
0.7262513041496277,1982-10-08
0.7262513041496277,1982-10-11
0.48102352023124695,1982-10-12
0.48102352023124695,1982-10-13
0.48102352023124695,1982-10-14
0.48102352023124695,1982-10-15
0.48102352023124695,1982-10-18
0.48102352023124695,1982-10-19
0.48102352023124695,1982-10-20
0.48102352023124695,1982-10-21
0.48102352023124695,1982-10-22
0.48102352023124695,1982-10-25
0.48102352023124695,1982-10-26
0.48102352023124695,1982-10-27
0.48102352023124695,1982-10-28
0.48102352023124695,1982-10-29
0.48102352023124695,1982-11-01
0.48102352023124695,1982-11-02
0.48102352023124695,1982-11-03
0.4668760299682617,1982-11-04
0.46215975284576416,1982-11-05
0.46215975284576416,1982-11-08
0.46215975284576416,1982-11-09
0.47159168124198914,1982-11-10
0.47630780935287476,1982-11-11
0.5046032667160034,1982-11-12
0.5187508463859558,1982-11-15
0.5706261396408081,1982-11-16
0.6036372184753418,1982-11-17
0.6177853941917419,1982-11-18
0.641364574432373,1982-11-19
0.6838082075119019,1982-11-22
0.6696602702140808,1982-11-23
0.6838082075119019,1982-11-24
0.6743764281272888,1982-11-26
0.6885238885879517,1982-11-29
0.7356830835342407,1982-11-30
0.830001175403595,1982-12-01
0.8064219355583191,1982-12-02
0.8064219355583191,1982-12-03
0.830001175403595,1982-12-06
0.8441491723060608,1982-12-07
0.858296811580658,1982-12-08
0.8158538937568665,1982-12-09
0.773410439491272,1982-12-10
0.7592628002166748,1982-12-13
0.7545467019081116,1982-12-14
0.7592628002166748,1982-12-15
0.7639785408973694,1982-12-16
0.7875586152076721,1982-12-17
0.8252854943275452,1982-12-20
0.830001175403595,1982-12-21
0.8441491723060608,1982-12-22
0.8630129098892212,1982-12-23
0.886592447757721,1982-12-27
0.886592447757721,1982-12-28
0.8818764686584473,1982-12-29
0.8771603107452393,1982-12-30
0.8771603107452393,1982-12-31
0.8535810708999634,1983-01-03
0.8630129098892212,1983-01-04
0.8771603107452393,1983-01-05
0.9196041226387024,1983-01-06
0.9148879051208496,1983-01-07
0.8913081884384155,1983-01-10
0.8724445700645447,1983-01-11
0.8724445700645447,1983-01-12
0.8913081884384155,1983-01-13
0.8913081884384155,1983-01-14
0.9384675621986389,1983-01-17
0.93375164270401,1983-01-18
0.9243195056915283,1983-01-19
0.9243195056915283,1983-01-20
0.9101722836494446,1983-01-21
0.8771603107452393,1983-01-24
0.9007405042648315,1983-01-25
0.8960241079330444,1983-01-26
0.8960241079330444,1983-01-27
0.8960241079330444,1983-01-28
0.8818764686584473,1983-01-31
0.8771603107452393,1983-02-01
0.858296811580658,1983-02-02
0.8535810708999634,1983-02-03
0.9148879051208496,1983-02-04
0.9384675621986389,1983-02-07
0.9384675621986389,1983-02-08
0.9290357232093811,1983-02-09
0.93375164270401,1983-02-10
0.93375164270401,1983-02-11
0.93375164270401,1983-02-14
0.9431833624839783,1983-02-15
0.9667631387710571,1983-02-16
0.9714788794517517,1983-02-17
0.9761951565742493,1983-02-18
0.9573313593864441,1983-02-22
0.9573313593864441,1983-02-23
0.9431833624839783,1983-02-24
0.905456006526947,1983-02-25
0.8630129098892212,1983-02-28
0.8630129098892212,1983-03-01
0.9196041226387024,1983-03-02
0.9196041226387024,1983-03-03
0.9101722836494446,1983-03-04
0.905456006526947,1983-03-07
0.8795182704925537,1983-03-08
0.8724445700645447,1983-03-09
0.8441491723060608,1983-03-10
0.8535810708999634,1983-03-11
0.8771603107452393,1983-03-14
0.8960241079330444,1983-03-15
0.905456006526947,1983-03-16
0.9573313593864441,1983-03-17
0.9997745752334595,1983-03-18
1.004490613937378,1983-03-21
1.0092061758041382,1983-03-22
0.9950588941574097,1983-03-23
0.9856270551681519,1983-03-24
0.9856270551681519,1983-03-25
0.9809105396270752,1983-03-28
0.9809105396270752,1983-03-29
0.9761951565742493,1983-03-30
1.004490613937378,1983-03-31
1.0092061758041382,1983-04-04
1.0280698537826538,1983-04-05
1.0280698537826538,1983-04-06
1.0327860116958618,1983-04-07
1.0280698537826538,1983-04-08
1.018638014793396,1983-04-11
0.9997745752334595,1983-04-12
0.9997745752334595,1983-04-13
1.018638014793396,1983-04-14
1.018638014793396,1983-04-15
1.018638014793396,1983-04-18
1.0799450874328613,1983-04-19
1.1271045207977295,1983-04-20
1.145967960357666,1983-04-21
1.1223881244659424,1983-04-22
1.1176726818084717,1983-04-25
1.1129562854766846,1983-04-26
1.1271045207977295,1983-04-27
1.1271045207977295,1983-04-28
1.1695473194122314,1983-04-29
1.1695473194122314,1983-05-02
1.1836954355239868,1983-05-03
1.197843074798584,1983-05-04
1.1648316383361816,1983-05-05
1.1506837606430054,1983-05-06
1.1789790391921997,1983-05-09
1.1789790391921997,1983-05-10
1.1789790391921997,1983-05-11
1.1789790391921997,1983-05-12
1.1884111166000366,1983-05-13
1.1742632389068604,1983-05-16
1.1648316383361816,1983-05-17
