MSCI,Date
32.78874969482422,2008-06-30
30.59319496154785,2008-07-01
28.86746597290039,2008-07-02
29.64449119567871,2008-07-03
29.15658950805664,2008-07-07
28.235000610351562,2008-07-08
29.030101776123047,2008-07-09
29.499937057495117,2008-07-10
29.581253051757812,2008-07-11
29.7890567779541,2008-07-14
29.057207107543945,2008-07-15
28.686765670776367,2008-07-16
28.235000610351562,2008-07-17
28.921674728393555,2008-07-18
29.237911224365234,2008-07-21
29.716777801513672,2008-07-22
29.996870040893555,2008-07-23
29.95168685913086,2008-07-24
30.3492374420166,2008-07-25
29.319229125976562,2008-07-28
29.50896644592285,2008-07-29
29.084314346313477,2008-07-30
26.879718780517578,2008-07-31
27.394731521606445,2008-08-01
27.46701431274414,2008-08-04
27.476043701171875,2008-08-05
27.34955596923828,2008-08-06
26.780330657958984,2008-08-07
27.31340980529785,2008-08-08
27.67482566833496,2008-08-11
27.177886962890625,2008-08-12
26.906831741333008,2008-08-13
27.5573673248291,2008-08-14
28.108510971069336,2008-08-15
27.982017517089844,2008-08-18
27.5483341217041,2008-08-19
27.927804946899414,2008-08-20
27.177886962890625,2008-08-21
28.090438842773438,2008-08-22
26.78937530517578,2008-08-25
26.98814582824707,2008-08-26
27.15981101989746,2008-08-27
26.970073699951172,2008-08-28
26.970073699951172,2008-08-29
26.76226806640625,2008-09-02
25.9219913482666,2008-09-03
23.988454818725586,2008-09-04
24.17819595336914,2008-09-05
24.928119659423828,2008-09-08
24.666101455688477,2008-09-09
23.581876754760742,2008-09-10
22.86809730529785,2008-09-11
23.753536224365234,2008-09-12
22.13624382019043,2008-09-15
20.880346298217773,2008-09-16
18.08847427368164,2008-09-17
20.293058395385742,2008-09-18
23.283706665039062,2008-09-19
22.515714645385742,2008-09-22
22.479578018188477,2008-09-23
21.964576721191406,2008-09-24
22.461503982543945,2008-09-25
22.271774291992188,2008-09-26
20.464731216430664,2008-09-29
21.68448257446289,2008-09-30
19.967784881591797,2008-10-01
19.81418800354004,2008-10-02
20.302091598510742,2008-10-03
19.254011154174805,2008-10-06
16.913898468017578,2008-10-07
17.62767219543457,2008-10-08
16.263362884521484,2008-10-09
15.540545463562012,2008-10-10
17.6186466217041,2008-10-13
17.88066291809082,2008-10-14
16.715120315551758,2008-10-15
16.38985252380371,2008-10-16
17.184953689575195,2008-10-17
17.275300979614258,2008-10-20
16.80547523498535,2008-10-21
15.504403114318848,2008-10-22
14.835800170898438,2008-10-23
13.814818382263184,2008-10-24
12.97454833984375,2008-10-27
13.146217346191406,2008-10-28
14.46535873413086,2008-10-29
15.359843254089355,2008-10-30
15.576683044433594,2008-10-31
15.269489288330078,2008-11-03
15.441158294677734,2008-11-04
14.9080810546875,2008-11-05
13.40823745727539,2008-11-06
13.688328742980957,2008-11-07
13.335957527160645,2008-11-10
12.468573570251465,2008-11-11
11.827079772949219,2008-11-12
12.802878379821777,2008-11-13
12.604104995727539,2008-11-14
11.673480987548828,2008-11-17
11.266894340515137,2008-11-18
10.941627502441406,2008-11-19
10.733819961547852,2008-11-20
11.38435173034668,2008-11-21
12.296910285949707,2008-11-24
12.884196281433105,2008-11-25
14.203335762023926,2008-11-26
13.941312789916992,2008-11-28
13.272710800170898,2008-12-01
13.426307678222656,2008-12-02
14.28465747833252,2008-12-03
13.498590469360352,2008-12-04
14.474392890930176,2008-12-05
15.106855392456055,2008-12-08
14.573775291442871,2008-12-09
15.152032852172852,2008-12-10
14.004560470581055,2008-12-11
14.826761245727539,2008-12-12
14.085877418518066,2008-12-15
14.45632266998291,2008-12-16
14.9080810546875,2008-12-17
15.061680793762207,2008-12-18
14.9080810546875,2008-12-19
14.176228523254395,2008-12-22
14.167195320129395,2008-12-23
14.555707931518555,2008-12-24
15.450193405151367,2008-12-26
15.386946678161621,2008-12-29
15.323699951171875,2008-12-30
16.046524047851562,2008-12-31
16.85065269470215,2009-01-02
15.016502380371094,2009-01-05
15.775459289550781,2009-01-06
15.811604499816895,2009-01-07
16.65187644958496,2009-01-08
15.016502380371094,2009-01-09
14.112985610961914,2009-01-12
14.6460599899292,2009-01-13
14.627992630004883,2009-01-14
15.124926567077637,2009-01-15
15.341776847839355,2009-01-16
14.754483222961426,2009-01-20
15.974242210388184,2009-01-21
15.152032852172852,2009-01-22
15.133960723876953,2009-01-23
15.56765079498291,2009-01-26
15.55861759185791,2009-01-27
16.66090965270996,2009-01-28
15.802570343017578,2009-01-29
15.685110092163086,2009-01-30
16.425989151000977,2009-02-02
15.874845504760742,2009-02-03
15.594756126403809,2009-02-04
16.435035705566406,2009-02-05
15.450193405151367,2009-02-06
15.72125244140625,2009-02-09
15.359843254089355,2009-02-10
15.60379409790039,2009-02-11
15.983271598815918,2009-02-12
16.227224349975586,2009-02-13
15.079748153686523,2009-02-17
14.691237449645996,2009-02-18
14.591846466064453,2009-02-19
15.02553653717041,2009-02-20
14.6550931930542,2009-02-23
15.215279579162598,2009-02-24
14.058770179748535,2009-02-25
14.555707931518555,2009-02-26
14.239477157592773,2009-02-27
13.092004776000977,2009-03-02
12.730596542358398,2009-03-03
12.432437896728516,2009-03-04
11.926462173461914,2009-03-05
12.125240325927734,2009-03-06
11.998745918273926,2009-03-09
12.86612606048584,2009-03-10
13.372098922729492,2009-03-11
13.444378852844238,2009-03-12
13.507625579833984,2009-03-13
13.227533340454102,2009-03-16
13.426307678222656,2009-03-17
13.616046905517578,2009-03-18
14.230441093444824,2009-03-19
13.995525360107422,2009-03-20
14.609923362731934,2009-03-23
14.149125099182129,2009-03-24
14.501497268676758,2009-03-25
14.474392890930176,2009-03-26
15.269489288330078,2009-03-27
14.817730903625488,2009-03-30
15.278523445129395,2009-03-31
15.359843254089355,2009-04-01
17.320476531982422,2009-04-02
18.034259796142578,2009-04-03
18.30531883239746,2009-04-06
17.943912506103516,2009-04-07
18.02522850036621,2009-04-08
18.91067123413086,2009-04-09
18.711902618408203,2009-04-13
18.31435203552246,2009-04-14
18.53119468688965,2009-04-15
18.95584487915039,2009-04-16
19.06427574157715,2009-04-17
17.763202667236328,2009-04-20
19.371469497680664,2009-04-21
19.344362258911133,2009-04-22
18.449880599975586,2009-04-23
18.431806564331055,2009-04-24
18.196895599365234,2009-04-27
17.681884765625,2009-04-28
18.53119468688965,2009-04-29
18.964881896972656,2009-04-30
19.696733474731445,2009-05-01
20.148500442504883,2009-05-04
20.35630989074707,2009-05-05
20.54604721069336,2009-05-06
20.094287872314453,2009-05-07
21.359210968017578,2009-05-08
21.31403923034668,2009-05-11
21.024913787841797,2009-05-12
19.832263946533203,2009-05-13
20.473766326904297,2009-05-14
20.87131118774414,2009-05-15
21.214651107788086,2009-05-18
19.48893165588379,2009-05-19
19.244979858398438,2009-05-20
19.01006317138672,2009-05-21
18.70286750793457,2009-05-22
19.723844528198242,2009-05-26
18.53119468688965,2009-05-27
18.684797286987305,2009-05-28
19.217870712280273,2009-05-29
20.302091598510742,2009-06-01
20.91649055480957,2009-06-02
20.52797508239746,2009-06-03
21.47667121887207,2009-06-04
20.72675323486328,2009-06-05
20.365339279174805,2009-06-08
21.00684356689453,2009-06-09
20.988771438598633,2009-06-10
21.639305114746094,2009-06-11
21.61219596862793,2009-06-12
21.277896881103516,2009-06-15
20.573156356811523,2009-06-16
21.142364501953125,2009-06-17
21.68448257446289,2009-06-18
21.5308837890625,2009-06-19
20.54604721069336,2009-06-22
21.024913787841797,2009-06-23
21.68448257446289,2009-06-24
22.515714645385742,2009-06-25
22.47054100036621,2009-06-26
22.18141746520996,2009-06-29
22.0820369720459,2009-06-30
21.74772834777832,2009-07-01
22.35308074951172,2009-07-02
22.416330337524414,2009-07-06
21.955535888671875,2009-07-07
21.865190505981445,2009-07-08
22.22659683227539,2009-07-09
22.61510467529297,2009-07-10
23.24757194519043,2009-07-13
23.103008270263672,2009-07-14
23.744508743286133,2009-07-15
23.807758331298828,2009-07-16
24.133018493652344,2009-07-17
24.24144172668457,2009-07-20
23.274682998657227,2009-07-21
22.913267135620117,2009-07-22
23.943279266357422,2009-07-23
23.925214767456055,2009-07-24
23.952316284179688,2009-07-27
23.82582664489746,2009-07-28
23.84389305114746,2009-07-29
24.57575035095215,2009-07-30
25.253385543823242,2009-07-31
25.741289138793945,2009-08-03
25.34373664855957,2009-08-04
24.593820571899414,2009-08-05
25.009431838989258,2009-08-06
25.94005584716797,2009-08-07
26.093658447265625,2009-08-10
25.56962013244629,2009-08-11
25.867780685424805,2009-08-12
25.9219913482666,2009-08-13
25.750320434570312,2009-08-14
25.072681427001953,2009-08-17
26.093658447265625,2009-08-18
26.17498207092285,2009-08-19
26.653846740722656,2009-08-20
26.726123809814453,2009-08-21
27.295347213745117,2009-08-24
27.214027404785156,2009-08-25
27.6025447845459,2009-08-26
27.14174461364746,2009-08-27
26.807443618774414,2009-08-28
26.581562042236328,2009-08-31
25.831640243530273,2009-09-01
25.235315322875977,2009-09-02
25.605756759643555,2009-09-03
26.147865295410156,2009-09-04
26.843578338623047,2009-09-08
26.98814582824707,2009-09-09
26.4731388092041,2009-09-10
26.355680465698242,2009-09-11
26.24726104736328,2009-09-14
25.28952407836914,2009-09-15
25.15399742126465,2009-09-16
24.666101455688477,2009-09-17
24.38600730895996,2009-09-18
24.738378524780273,2009-09-21
25.443126678466797,2009-09-22
26.075592041015625,2009-09-23
25.958131790161133,2009-09-24
25.488306045532227,2009-09-25
26.78937530517578,2009-09-28
27.33147430419922,2009-09-29
26.76226806640625,2009-09-30
24.52153778076172,2009-10-01
24.49443244934082,2009-10-02
24.584781646728516,2009-10-05
23.672225952148438,2009-10-06
23.47345542907715,2009-10-07
23.91617774963379,2009-10-08
24.322757720947266,2009-10-09
23.979421615600586,2009-10-12
23.943279266357422,2009-10-13
25.081716537475586,2009-10-14
25.596723556518555,2009-10-15
25.32567024230957,2009-10-16
25.696109771728516,2009-10-19
25.090755462646484,2009-10-20
25.271453857421875,2009-10-21
25.741289138793945,2009-10-22
25.73225212097168,2009-10-23
26.102691650390625,2009-10-26
26.608667373657227,2009-10-27
26.039445877075195,2009-10-28
26.40989112854004,2009-10-29
27.46701431274414,2009-10-30
27.259197235107422,2009-11-02
27.485082626342773,2009-11-03
27.340517044067383,2009-11-04
27.936840057373047,2009-11-05
29.120452880859375,2009-11-06
30.35826873779297,2009-11-09
29.2740478515625,2009-11-10
29.499937057495117,2009-11-11
28.90360450744629,2009-11-12
29.120452880859375,2009-11-13
29.057207107543945,2009-11-16
29.002994537353516,2009-11-17
28.533166885375977,2009-11-18
28.00912094116211,2009-11-19
27.891660690307617,2009-11-20
28.11754035949707,2009-11-23
27.891660690307617,2009-11-24
27.828418731689453,2009-11-25
27.286312103271484,2009-11-27
27.530258178710938,2009-11-30
28.289215087890625,2009-12-01
29.039138793945312,2009-12-02
28.99395751953125,2009-12-03
29.165632247924805,2009-12-04
28.731943130493164,2009-12-07
28.966856002807617,2009-12-08
29.138521194458008,2009-12-09
29.373441696166992,2009-12-10
29.80712127685547,2009-12-11
30.367305755615234,2009-12-14
29.897476196289062,2009-12-15
30.14143180847168,2009-12-16
29.527036666870117,2009-12-17
29.2921199798584,2009-12-18
28.822288513183594,2009-12-21
28.975887298583984,2009-12-22
29.02106285095215,2009-12-23
29.2740478515625,2009-12-24
29.301158905029297,2009-12-28
29.02106285095215,2009-12-29
29.048173904418945,2009-12-30
28.731943130493164,2009-12-31
28.894575119018555,2010-01-04
29.002994537353516,2010-01-05
28.216930389404297,2010-01-06
30.159496307373047,2010-01-07
31.17144203186035,2010-01-08
30.909421920776367,2010-01-11
30.023969650268555,2010-01-12
30.13239288330078,2010-01-13
29.906511306762695,2010-01-14
29.039138793945312,2010-01-15
29.36440086364746,2010-01-19
28.984922409057617,2010-01-20
28.072368621826172,2010-01-21
27.512184143066406,2010-01-22
27.457979202270508,2010-01-25
26.626737594604492,2010-01-26
27.01525115966797,2010-01-27
26.825511932373047,2010-01-28
26.708051681518555,2010-01-29
27.024288177490234,2010-02-01
26.870683670043945,2010-02-02
26.608667373657227,2010-02-03
25.831640243530273,2010-02-04
26.00330924987793,2010-02-05
25.190135955810547,2010-02-08
25.62383270263672,2010-02-09
25.77742576599121,2010-02-10
26.38279151916504,2010-02-11
26.355680465698242,2010-02-12
26.726123809814453,2010-02-16
26.274362564086914,2010-02-17
25.931026458740234,2010-02-18
26.464107513427734,2010-02-19
26.527353286743164,2010-02-22
26.617704391479492,2010-02-23
27.0694637298584,2010-02-24
26.961034774780273,2010-02-25
27.0875301361084,2010-02-26
25.831640243530273,2010-03-01
29.463787078857422,2010-03-02
29.02106285095215,2010-03-03
29.698705673217773,2010-03-04
30.37635040283203,2010-03-05
30.72871971130371,2010-03-08
30.3402099609375,2010-03-09
30.3402099609375,2010-03-10
31.008806228637695,2010-03-11
31.496713638305664,2010-03-12
31.216615676879883,2010-03-15
31.550918579101562,2010-03-16
31.95750617980957,2010-03-17
31.821990966796875,2010-03-18
31.68645477294922,2010-03-19
32.27373504638672,2010-03-22
32.698402404785156,2010-03-23
32.46347427368164,2010-03-24
32.38216018676758,2010-03-25
32.30987548828125,2010-03-26
32.33699417114258,2010-03-29
32.66225051879883,2010-03-30
32.61707305908203,2010-03-31
32.95138168334961,2010-04-01
33.412166595458984,2010-04-05
33.76454544067383,2010-04-06
33.71034240722656,2010-04-07
32.698402404785156,2010-04-08
33.0869026184082,2010-04-09
33.52061080932617,2010-04-12
33.448307037353516,2010-04-13
33.52963638305664,2010-04-14
34.29762268066406,2010-04-15
33.6561279296875,2010-04-16
32.969459533691406,2010-04-19
33.782615661621094,2010-04-20
32.517677307128906,2010-04-21
32.92427062988281,2010-04-22
33.15918731689453,2010-04-23
33.394100189208984,2010-04-26
32.4905891418457,2010-04-27
31.993648529052734,2010-04-28
32.038822174072266,2010-04-29
31.306982040405273,2010-04-30
31.40636444091797,2010-05-03
30.88231658935547,2010-05-04
30.710649490356445,2010-05-05
29.798093795776367,2010-05-06
29.301158905029297,2010-05-07
30.493803024291992,2010-05-10
30.44861602783203,2010-05-11
30.936527252197266,2010-05-12
30.674509048461914,2010-05-13
29.626422882080078,2010-05-14
29.554140090942383,2010-05-17
29.201770782470703,2010-05-18
28.42474365234375,2010-05-19
26.879718780517578,2010-05-20
27.286312103271484,2010-05-21
26.879718780517578,2010-05-24
26.22918128967285,2010-05-25
25.9219913482666,2010-05-26
26.825511932373047,2010-05-27
26.78937530517578,2010-05-28
26.581562042236328,2010-06-01
27.232093811035156,2010-06-02
26.68998146057129,2010-06-03
26.021381378173828,2010-06-04
25.434093475341797,2010-06-07
25.551555633544922,2010-06-08
25.35277557373047,2010-06-09
26.310503005981445,2010-06-10
26.825511932373047,2010-06-11
26.427968978881836,2010-06-14
26.68998146057129,2010-06-15
27.214027404785156,2010-06-16
27.01525115966797,2010-06-17
27.0784969329834,2010-06-18
27.214027404785156,2010-06-21
27.15981101989746,2010-06-22
26.644804000854492,2010-06-23
25.867780685424805,2010-06-24
26.283397674560547,2010-06-25
26.238229751586914,2010-06-28
24.60285186767578,2010-06-29
24.756450653076172,2010-06-30
24.702241897583008,2010-07-01
25.090755462646484,2010-07-02
25.62383270263672,2010-07-06
26.77129364013672,2010-07-07
27.250171661376953,2010-07-08
27.701921463012695,2010-07-09
27.720001220703125,2010-07-12
28.02719497680664,2010-07-13
28.451845169067383,2010-07-14
28.487987518310547,2010-07-15
28.018157958984375,2010-07-16
27.828418731689453,2010-07-19
28.11754035949707,2010-07-20
27.5935115814209,2010-07-21
28.542205810546875,2010-07-22
29.93362045288086,2010-07-23
29.861328125,2010-07-26
29.8251953125,2010-07-27
29.57221221923828,2010-07-28
28.731943130493164,2010-07-29
29.15658950805664,2010-07-30
30.04204750061035,2010-08-02
30.005897521972656,2010-08-03
30.16853141784668,2010-08-04
29.75291633605957,2010-08-05
29.635461807250977,2010-08-06
29.95168685913086,2010-08-09
29.554140090942383,2010-08-10
28.1446475982666,2010-08-11
28.26211166381836,2010-08-12
28.216930389404297,2010-08-13
28.442806243896484,2010-08-16
28.46991729736328,2010-08-17
29.093341827392578,2010-08-18
28.11754035949707,2010-08-19
27.91877555847168,2010-08-20
27.683855056762695,2010-08-23
26.852615356445312,2010-08-24
26.933927536010742,2010-08-25
27.12366485595703,2010-08-26
27.5483341217041,2010-08-27
26.807443618774414,2010-08-30
27.01525115966797,2010-08-31
27.84649085998535,2010-09-01
28.49703025817871,2010-09-02
29.499937057495117,2010-09-03
29.246938705444336,2010-09-07
29.77098846435547,2010-09-08
30.123361587524414,2010-09-09
29.816162109375,2010-09-10
31.063024520874023,2010-09-13
31.072059631347656,2010-09-14
30.81907844543457,2010-09-15
31.180471420288086,2010-09-16
31.3973331451416,2010-09-17
31.76776123046875,2010-09-20
31.514785766601562,2010-09-21
31.081090927124023,2010-09-22
30.421524047851562,2010-09-23
30.873275756835938,2010-09-24
30.35826873779297,2010-09-27
31.072059631347656,2010-09-28
31.153366088867188,2010-09-29
30.005897521972656,2010-09-30
31.01784896850586,2010-10-01
30.602222442626953,2010-10-04
31.072059631347656,2010-10-05
30.701610565185547,2010-10-06
31.279850006103516,2010-10-07
31.541889190673828,2010-10-08
31.57802963256836,2010-10-11
31.76776123046875,2010-10-12
32.201438903808594,2010-10-13
32.02980041503906,2010-10-14
32.41830825805664,2010-10-15
33.385066986083984,2010-10-18
33.574806213378906,2010-10-19
33.63804626464844,2010-10-20
33.285682678222656,2010-10-21
33.114017486572266,2010-10-22
32.78874969482422,2010-10-25
32.373130798339844,2010-10-26
32.300838470458984,2010-10-27
32.31890869140625,2010-10-28
32.39119338989258,2010-10-29
32.28277587890625,2010-11-01
32.535762786865234,2010-11-02
32.45444869995117,2010-11-03
33.24953842163086,2010-11-04
33.493499755859375,2010-11-05
33.719364166259766,2010-11-08
33.24953842163086,2010-11-09
33.827796936035156,2010-11-10
33.52061080932617,2010-11-11
32.48154067993164,2010-11-12
32.41830825805664,2010-11-15
31.67741584777832,2010-11-16
31.3973331451416,2010-11-17
31.95750617980957,2010-11-18
31.85811996459961,2010-11-19
31.803911209106445,2010-11-22
30.990747451782227,2010-11-23
31.76776123046875,2010-11-24
31.550918579101562,2010-11-26
31.424436569213867,2010-11-29
30.773893356323242,2010-11-30
31.812936782836914,2010-12-01
32.861019134521484,2010-12-02
33.06883239746094,2010-12-03
32.87007141113281,2010-12-06
33.30375289916992,2010-12-07
33.54768753051758,2010-12-08
33.19533920288086,2010-12-09
33.03269577026367,2010-12-10
33.15918731689453,2010-12-13
33.448307037353516,2010-12-14
33.24953842163086,2010-12-15
33.493499755859375,2010-12-16
33.999454498291016,2010-12-17
33.827796936035156,2010-12-20
34.812625885009766,2010-12-21
36.07756042480469,2010-12-22
36.14080047607422,2010-12-23
36.15886688232422,2010-12-27
35.71614456176758,2010-12-28
35.95106506347656,2010-12-29
35.60772705078125,2010-12-30
35.20112991333008,2010-12-31
35.64387130737305,2011-01-03
35.056583404541016,2011-01-04
35.526405334472656,2011-01-05
35.25534439086914,2011-01-06
35.020442962646484,2011-01-07
34.912010192871094,2011-01-10
35.3005256652832,2011-01-11
35.88782501220703,2011-01-12
33.20436096191406,2011-01-13
32.906211853027344,2011-01-14
32.78874969482422,2011-01-18
31.84005355834961,2011-01-19
31.731632232666016,2011-01-20
32.07496643066406,2011-01-21
32.07496643066406,2011-01-24
31.75873565673828,2011-01-25
31.532854080200195,2011-01-26
31.46961212158203,2011-01-27
30.71968650817871,2011-01-28
30.9274959564209,2011-01-31
31.297945022583008,2011-02-01
31.32503318786621,2011-02-02
30.81907844543457,2011-02-03
31.4425048828125,2011-02-04
32.60803985595703,2011-02-07
32.34600830078125,2011-02-08
32.48154067993164,2011-02-09
32.52672576904297,2011-02-10
32.6261100769043,2011-02-11
32.77067565917969,2011-02-14
32.535762786865234,2011-02-15
32.725502014160156,2011-02-16
32.87908935546875,2011-02-17
33.36698913574219,2011-02-18
32.87908935546875,2011-02-22
32.4905891418457,2011-02-23
32.52672576904297,2011-02-24
32.61707305908203,2011-02-25
32.07496643066406,2011-02-28
31.433467864990234,2011-03-01
31.632226943969727,2011-03-02
32.28277587890625,2011-03-03
31.849082946777344,2011-03-04
31.587051391601562,2011-03-07
32.038822174072266,2011-03-08
32.07496643066406,2011-03-09
31.25275993347168,2011-03-10
31.849082946777344,2011-03-11
31.65934181213379,2011-03-14
30.936527252197266,2011-03-15
30.63835906982422,2011-03-16
31.008806228637695,2011-03-17
31.67741584777832,2011-03-18
32.300838470458984,2011-03-21
32.11109924316406,2011-03-22
32.21049499511719,2011-03-23
32.535762786865234,2011-03-24
33.03269577026367,2011-03-25
32.94234848022461,2011-03-28
33.15918731689453,2011-03-29
32.77067565917969,2011-03-30
33.26760482788086,2011-03-31
34.49639892578125,2011-04-01
34.53254699707031,2011-04-04
33.84586715698242,2011-04-05
33.96330642700195,2011-04-06
33.80971908569336,2011-04-07
33.10498046875,2011-04-08
32.92427062988281,2011-04-11
32.68031692504883,2011-04-12
32.28277587890625,2011-04-13
31.57802963256836,2011-04-14
31.46961212158203,2011-04-15
30.59319496154785,2011-04-18
30.72871971130371,2011-04-19
30.674509048461914,2011-04-20
30.773893356323242,2011-04-21
30.954599380493164,2011-04-25
31.26179313659668,2011-04-26
31.85811996459961,2011-04-27
32.01171875,2011-04-28
32.04786682128906,2011-04-29
31.948484420776367,2011-05-02
31.596099853515625,2011-05-03
32.31890869140625,2011-05-04
33.077880859375,2011-05-05
33.80971908569336,2011-05-06
33.999454498291016,2011-05-09
34.33375549316406,2011-05-10
34.153072357177734,2011-05-11
34.28858184814453,2011-05-12
33.430240631103516,2011-05-13
33.15016174316406,2011-05-16
32.77970504760742,2011-05-17
33.52963638305664,2011-05-18
33.24049758911133,2011-05-19
33.03269577026367,2011-05-20
32.77970504760742,2011-05-23
32.83391571044922,2011-05-24
33.077880859375,2011-05-25
33.29471206665039,2011-05-26
33.46638488769531,2011-05-27
34.125953674316406,2011-05-31
33.47541427612305,2011-06-01
33.64708709716797,2011-06-02
33.005584716796875,2011-06-03
32.66225051879883,2011-06-06
33.114017486572266,2011-06-07
32.861019134521484,2011-06-08
33.394100189208984,2011-06-09
33.45735549926758,2011-06-10
33.75551986694336,2011-06-13
34.125953674316406,2011-06-14
33.990421295166016,2011-06-15
34.26148223876953,2011-06-16
33.7013053894043,2011-06-17
33.84586715698242,2011-06-20
34.50542449951172,2011-06-21
34.16209411621094,2011-06-22
33.73744201660156,2011-06-23
33.32181930541992,2011-06-24
33.95429229736328,2011-06-27
34.26148223876953,2011-06-28
34.243408203125,2011-06-29
34.04463195800781,2011-06-30
34.25244140625,2011-07-01
34.34280014038086,2011-07-05
34.87587356567383,2011-07-06
35.01139831542969,2011-07-07
35.13790512084961,2011-07-08
34.071754455566406,2011-07-11
34.10788345336914,2011-07-12
34.234375,2011-07-13
33.56578063964844,2011-07-14
33.583839416503906,2011-07-15
32.97847366333008,2011-07-18
33.79166793823242,2011-07-19
33.88201141357422,2011-07-20
34.49639892578125,2011-07-21
34.27052307128906,2011-07-22
34.089805603027344,2011-07-25
33.538665771484375,2011-07-26
32.02980041503906,2011-07-27
32.43636703491211,2011-07-28
32.065921783447266,2011-07-29
