SRCL,Date
93.73999786376953,2011-05-12
93.0199966430664,2011-05-13
91.3499984741211,2011-05-16
91.79000091552734,2011-05-17
92.66000366210938,2011-05-18
92.72000122070312,2011-05-19
91.61000061035156,2011-05-20
88.7699966430664,2011-05-23
87.80000305175781,2011-05-24
87.7699966430664,2011-05-25
89.1500015258789,2011-05-26
88.33999633789062,2011-05-27
89.08999633789062,2011-05-31
87.31999969482422,2011-06-01
87.61000061035156,2011-06-02
85.69000244140625,2011-06-03
85.55000305175781,2011-06-06
85.69999694824219,2011-06-07
85.27999877929688,2011-06-08
86.08000183105469,2011-06-09
84.9000015258789,2011-06-10
85.05000305175781,2011-06-13
85.73999786376953,2011-06-14
84.38999938964844,2011-06-15
85.68000030517578,2011-06-16
86.41000366210938,2011-06-17
86.8499984741211,2011-06-20
87.30999755859375,2011-06-21
87.97000122070312,2011-06-22
86.9800033569336,2011-06-23
85.61000061035156,2011-06-24
86.83000183105469,2011-06-27
87.7699966430664,2011-06-28
88.1500015258789,2011-06-29
89.12000274658203,2011-06-30
91.22000122070312,2011-07-01
91.72000122070312,2011-07-05
92.5,2011-07-06
93.0,2011-07-07
92.91000366210938,2011-07-08
91.4000015258789,2011-07-11
91.33000183105469,2011-07-12
91.48999786376953,2011-07-13
89.9000015258789,2011-07-14
90.91000366210938,2011-07-15
89.80000305175781,2011-07-18
92.08999633789062,2011-07-19
91.3499984741211,2011-07-20
92.5999984741211,2011-07-21
92.19000244140625,2011-07-22
92.11000061035156,2011-07-25
91.5199966430664,2011-07-26
89.45999908447266,2011-07-27
84.36000061035156,2011-07-28
82.12000274658203,2011-07-29
81.48999786376953,2011-08-01
80.44000244140625,2011-08-02
82.63999938964844,2011-08-03
78.04000091552734,2011-08-04
78.80999755859375,2011-08-05
74.08999633789062,2011-08-08
78.72000122070312,2011-08-09
74.44999694824219,2011-08-10
79.22000122070312,2011-08-11
79.91000366210938,2011-08-12
80.83999633789062,2011-08-15
80.44000244140625,2011-08-16
80.80000305175781,2011-08-17
79.22000122070312,2011-08-18
79.95999908447266,2011-08-19
81.12000274658203,2011-08-22
83.6500015258789,2011-08-23
84.41000366210938,2011-08-24
83.1500015258789,2011-08-25
84.33999633789062,2011-08-26
87.36000061035156,2011-08-29
87.4000015258789,2011-08-30
87.70999908447266,2011-08-31
85.5,2011-09-01
82.83000183105469,2011-09-02
82.68000030517578,2011-09-06
84.30000305175781,2011-09-07
83.69999694824219,2011-09-08
80.18000030517578,2011-09-09
80.87000274658203,2011-09-12
81.61000061035156,2011-09-13
83.30000305175781,2011-09-14
83.81999969482422,2011-09-15
83.91999816894531,2011-09-16
83.08999633789062,2011-09-19
83.95999908447266,2011-09-20
81.33999633789062,2011-09-21
78.7300033569336,2011-09-22
80.3499984741211,2011-09-23
83.41999816894531,2011-09-26
83.93000030517578,2011-09-27
81.56999969482422,2011-09-28
81.20999908447266,2011-09-29
80.72000122070312,2011-09-30
78.69999694824219,2011-10-03
80.2300033569336,2011-10-04
80.31999969482422,2011-10-05
81.22000122070312,2011-10-06
80.55999755859375,2011-10-07
83.73999786376953,2011-10-10
83.26000213623047,2011-10-11
83.44000244140625,2011-10-12
83.56999969482422,2011-10-13
84.81999969482422,2011-10-14
83.43000030517578,2011-10-17
84.94999694824219,2011-10-18
83.0199966430664,2011-10-19
82.44999694824219,2011-10-20
84.04000091552734,2011-10-21
85.86000061035156,2011-10-24
84.19999694824219,2011-10-25
85.45999908447266,2011-10-26
88.41000366210938,2011-10-27
84.33999633789062,2011-10-28
83.58000183105469,2011-10-31
80.70999908447266,2011-11-01
81.06999969482422,2011-11-02
82.13999938964844,2011-11-03
81.08999633789062,2011-11-04
81.4800033569336,2011-11-07
81.4000015258789,2011-11-08
78.22000122070312,2011-11-09
77.8499984741211,2011-11-10
79.73999786376953,2011-11-11
78.4800033569336,2011-11-14
79.31999969482422,2011-11-15
77.52999877929688,2011-11-16
77.1500015258789,2011-11-17
77.87000274658203,2011-11-18
76.75,2011-11-21
77.33000183105469,2011-11-22
76.48999786376953,2011-11-23
77.06999969482422,2011-11-25
77.94999694824219,2011-11-28
77.44000244140625,2011-11-29
81.0199966430664,2011-11-30
80.52999877929688,2011-12-01
79.66999816894531,2011-12-02
80.7699966430664,2011-12-05
80.23999786376953,2011-12-06
78.94000244140625,2011-12-07
77.2300033569336,2011-12-08
79.18000030517578,2011-12-09
78.98999786376953,2011-12-12
77.7699966430664,2011-12-13
76.41000366210938,2011-12-14
76.22000122070312,2011-12-15
76.51000213623047,2011-12-16
76.37999725341797,2011-12-19
78.37000274658203,2011-12-20
78.38999938964844,2011-12-21
78.19999694824219,2011-12-22
78.20999908447266,2011-12-23
78.55999755859375,2011-12-27
78.27999877929688,2011-12-28
78.51000213623047,2011-12-29
77.91999816894531,2011-12-30
77.48999786376953,2012-01-03
76.72000122070312,2012-01-04
76.93000030517578,2012-01-05
77.44999694824219,2012-01-06
77.36000061035156,2012-01-09
79.80999755859375,2012-01-10
80.7699966430664,2012-01-11
83.66000366210938,2012-01-12
84.05999755859375,2012-01-13
84.16999816894531,2012-01-17
84.05999755859375,2012-01-18
83.55999755859375,2012-01-19
84.30000305175781,2012-01-20
84.11000061035156,2012-01-23
84.29000091552734,2012-01-24
84.16999816894531,2012-01-25
83.72000122070312,2012-01-26
83.5,2012-01-27
82.88999938964844,2012-01-30
84.0199966430664,2012-01-31
85.0199966430664,2012-02-01
85.30000305175781,2012-02-02
86.9000015258789,2012-02-03
86.13999938964844,2012-02-06
84.76000213623047,2012-02-07
84.79000091552734,2012-02-08
85.2699966430664,2012-02-09
84.52999877929688,2012-02-10
86.23999786376953,2012-02-13
87.94000244140625,2012-02-14
86.91000366210938,2012-02-15
87.58999633789062,2012-02-16
88.05000305175781,2012-02-17
88.08999633789062,2012-02-21
87.91000366210938,2012-02-22
89.2699966430664,2012-02-23
89.2300033569336,2012-02-24
87.95999908447266,2012-02-27
86.87000274658203,2012-02-28
86.7699966430664,2012-02-29
86.58999633789062,2012-03-01
85.94000244140625,2012-03-02
86.23999786376953,2012-03-05
85.41000366210938,2012-03-06
85.44999694824219,2012-03-07
86.66999816894531,2012-03-08
87.75,2012-03-09
87.80000305175781,2012-03-12
87.86000061035156,2012-03-13
87.0,2012-03-14
86.44000244140625,2012-03-15
86.87999725341797,2012-03-16
86.80999755859375,2012-03-19
85.38999938964844,2012-03-20
85.43000030517578,2012-03-21
85.43000030517578,2012-03-22
84.66000366210938,2012-03-23
85.9000015258789,2012-03-26
85.47000122070312,2012-03-27
84.94000244140625,2012-03-28
84.18000030517578,2012-03-29
83.63999938964844,2012-03-30
84.19999694824219,2012-04-02
84.43000030517578,2012-04-03
84.6500015258789,2012-04-04
85.56999969482422,2012-04-05
84.7699966430664,2012-04-09
84.44000244140625,2012-04-10
85.56999969482422,2012-04-11
86.66999816894531,2012-04-12
86.0999984741211,2012-04-13
86.12000274658203,2012-04-16
87.0199966430664,2012-04-17
87.75,2012-04-18
87.27999877929688,2012-04-19
87.91000366210938,2012-04-20
87.11000061035156,2012-04-23
87.22000122070312,2012-04-24
87.0999984741211,2012-04-25
85.97000122070312,2012-04-26
87.63999938964844,2012-04-27
86.5999984741211,2012-04-30
87.54000091552734,2012-05-01
87.37999725341797,2012-05-02
86.52999877929688,2012-05-03
84.62000274658203,2012-05-04
85.22000122070312,2012-05-07
84.87000274658203,2012-05-08
83.19000244140625,2012-05-09
83.31999969482422,2012-05-10
83.23999786376953,2012-05-11
81.44999694824219,2012-05-14
81.77999877929688,2012-05-15
83.06999969482422,2012-05-16
82.4000015258789,2012-05-17
81.37000274658203,2012-05-18
82.81999969482422,2012-05-21
83.94999694824219,2012-05-22
85.76000213623047,2012-05-23
86.80000305175781,2012-05-24
86.30999755859375,2012-05-25
87.01000213623047,2012-05-29
86.93000030517578,2012-05-30
87.26000213623047,2012-05-31
85.76000213623047,2012-06-01
85.83999633789062,2012-06-04
85.83000183105469,2012-06-05
86.72000122070312,2012-06-06
86.04000091552734,2012-06-07
87.54000091552734,2012-06-08
87.70999908447266,2012-06-11
88.04000091552734,2012-06-12
87.55999755859375,2012-06-13
88.0199966430664,2012-06-14
87.7699966430664,2012-06-15
89.18000030517578,2012-06-18
90.75,2012-06-19
90.36000061035156,2012-06-20
88.68000030517578,2012-06-21
88.47000122070312,2012-06-22
88.4000015258789,2012-06-25
88.76000213623047,2012-06-26
89.77999877929688,2012-06-27
89.55000305175781,2012-06-28
91.66999816894531,2012-06-29
92.55999755859375,2012-07-02
92.93000030517578,2012-07-03
92.81999969482422,2012-07-05
92.47000122070312,2012-07-06
92.51000213623047,2012-07-09
93.41999816894531,2012-07-10
92.37999725341797,2012-07-11
92.52999877929688,2012-07-12
92.81999969482422,2012-07-13
93.0199966430664,2012-07-16
93.31999969482422,2012-07-17
93.16000366210938,2012-07-18
94.16999816894531,2012-07-19
93.33999633789062,2012-07-20
92.62999725341797,2012-07-23
91.37999725341797,2012-07-24
91.72000122070312,2012-07-25
92.22000122070312,2012-07-26
94.5199966430664,2012-07-27
93.98999786376953,2012-07-30
92.8499984741211,2012-07-31
91.8499984741211,2012-08-01
90.4000015258789,2012-08-02
91.83999633789062,2012-08-03
91.41999816894531,2012-08-06
90.3499984741211,2012-08-07
89.66999816894531,2012-08-08
89.05999755859375,2012-08-09
89.81999969482422,2012-08-10
89.7699966430664,2012-08-13
90.0,2012-08-14
90.12999725341797,2012-08-15
91.51000213623047,2012-08-16
91.47000122070312,2012-08-17
90.55999755859375,2012-08-20
90.2300033569336,2012-08-21
90.29000091552734,2012-08-22
90.23999786376953,2012-08-23
91.26000213623047,2012-08-24
91.0999984741211,2012-08-27
91.30000305175781,2012-08-28
92.41999816894531,2012-08-29
91.55000305175781,2012-08-30
91.5199966430664,2012-08-31
91.51000213623047,2012-09-04
91.97000122070312,2012-09-05
93.4000015258789,2012-09-06
93.5999984741211,2012-09-07
93.02999877929688,2012-09-10
93.19000244140625,2012-09-11
93.27999877929688,2012-09-12
93.31999969482422,2012-09-13
93.16999816894531,2012-09-14
93.9000015258789,2012-09-17
94.43000030517578,2012-09-18
93.66000366210938,2012-09-19
91.43000030517578,2012-09-20
91.5999984741211,2012-09-21
92.0,2012-09-24
91.44000244140625,2012-09-25
90.05000305175781,2012-09-26
90.0,2012-09-27
90.4800033569336,2012-09-28
90.63999938964844,2012-10-01
91.02999877929688,2012-10-02
91.05999755859375,2012-10-03
92.02999877929688,2012-10-04
91.76000213623047,2012-10-05
91.16999816894531,2012-10-08
89.6500015258789,2012-10-09
89.95999908447266,2012-10-10
90.23999786376953,2012-10-11
89.98999786376953,2012-10-12
91.27999877929688,2012-10-15
92.06999969482422,2012-10-16
93.13999938964844,2012-10-17
93.61000061035156,2012-10-18
91.87000274658203,2012-10-19
92.16000366210938,2012-10-22
92.19999694824219,2012-10-23
89.05999755859375,2012-10-24
95.20999908447266,2012-10-25
94.56999969482422,2012-10-26
94.76000213623047,2012-10-31
95.76000213623047,2012-11-01
94.7699966430664,2012-11-02
94.5199966430664,2012-11-05
94.80999755859375,2012-11-06
93.69999694824219,2012-11-07
91.97000122070312,2012-11-08
92.41000366210938,2012-11-09
92.37999725341797,2012-11-12
92.33000183105469,2012-11-13
90.48999786376953,2012-11-14
90.37000274658203,2012-11-15
90.06999969482422,2012-11-16
89.9000015258789,2012-11-19
90.54000091552734,2012-11-20
91.69000244140625,2012-11-21
92.16000366210938,2012-11-23
92.44999694824219,2012-11-26
93.41000366210938,2012-11-27
92.93000030517578,2012-11-28
93.79000091552734,2012-11-29
93.47000122070312,2012-11-30
93.2300033569336,2012-12-03
93.41999816894531,2012-12-04
93.95999908447266,2012-12-05
94.36000061035156,2012-12-06
94.26000213623047,2012-12-07
94.9000015258789,2012-12-10
94.58999633789062,2012-12-11
93.87000274658203,2012-12-12
93.30000305175781,2012-12-13
93.26000213623047,2012-12-14
93.6500015258789,2012-12-17
94.02999877929688,2012-12-18
92.47000122070312,2012-12-19
92.69000244140625,2012-12-20
91.66000366210938,2012-12-21
91.91999816894531,2012-12-24
91.47000122070312,2012-12-26
92.19000244140625,2012-12-27
91.9000015258789,2012-12-28
93.27999877929688,2012-12-31
94.06999969482422,2013-01-02
95.02999877929688,2013-01-03
95.23999786376953,2013-01-04
95.81999969482422,2013-01-07
95.44000244140625,2013-01-08
95.4000015258789,2013-01-09
95.23999786376953,2013-01-10
94.8499984741211,2013-01-11
94.45999908447266,2013-01-14
94.19999694824219,2013-01-15
93.91000366210938,2013-01-16
94.1500015258789,2013-01-17
95.0,2013-01-18
94.69000244140625,2013-01-22
94.91000366210938,2013-01-23
94.55000305175781,2013-01-24
94.5,2013-01-25
94.30000305175781,2013-01-28
94.87999725341797,2013-01-29
94.76000213623047,2013-01-30
94.3499984741211,2013-01-31
95.19000244140625,2013-02-01
94.20999908447266,2013-02-04
95.25,2013-02-05
95.12000274658203,2013-02-06
98.19000244140625,2013-02-07
96.80000305175781,2013-02-08
96.25,2013-02-11
96.33999633789062,2013-02-12
96.12999725341797,2013-02-13
96.44000244140625,2013-02-14
97.12000274658203,2013-02-15
96.69999694824219,2013-02-19
95.87000274658203,2013-02-20
95.6500015258789,2013-02-21
96.08999633789062,2013-02-22
94.98999786376953,2013-02-25
95.02999877929688,2013-02-26
96.0,2013-02-27
95.91999816894531,2013-02-28
95.54000091552734,2013-03-01
97.66999816894531,2013-03-04
98.16999816894531,2013-03-05
97.69999694824219,2013-03-06
97.36000061035156,2013-03-07
98.48999786376953,2013-03-08
99.12999725341797,2013-03-11
98.6500015258789,2013-03-12
100.62999725341797,2013-03-13
101.19999694824219,2013-03-14
102.04000091552734,2013-03-15
101.0999984741211,2013-03-18
101.54000091552734,2013-03-19
102.4000015258789,2013-03-20
102.25,2013-03-21
104.23999786376953,2013-03-22
103.73999786376953,2013-03-25
104.62999725341797,2013-03-26
104.75,2013-03-27
106.18000030517578,2013-03-28
104.76000213623047,2013-04-01
105.33000183105469,2013-04-02
104.94999694824219,2013-04-03
105.16000366210938,2013-04-04
104.12999725341797,2013-04-05
105.12000274658203,2013-04-08
105.4800033569336,2013-04-09
107.4000015258789,2013-04-10
108.54000091552734,2013-04-11
109.19999694824219,2013-04-12
106.83999633789062,2013-04-15
109.20999908447266,2013-04-16
106.87000274658203,2013-04-17
106.87999725341797,2013-04-18
107.66999816894531,2013-04-19
107.97000122070312,2013-04-22
108.54000091552734,2013-04-23
109.01000213623047,2013-04-24
108.05999755859375,2013-04-25
108.58000183105469,2013-04-26
108.41000366210938,2013-04-29
108.31999969482422,2013-04-30
107.76000213623047,2013-05-01
108.0,2013-05-02
109.02999877929688,2013-05-03
109.20999908447266,2013-05-06
110.88999938964844,2013-05-07
110.80000305175781,2013-05-08
110.38999938964844,2013-05-09
110.6500015258789,2013-05-10
110.0,2013-05-13
110.76000213623047,2013-05-14
112.04000091552734,2013-05-15
111.19999694824219,2013-05-16
113.01000213623047,2013-05-17
111.41000366210938,2013-05-20
111.88999938964844,2013-05-21
110.91999816894531,2013-05-22
111.27999877929688,2013-05-23
111.48999786376953,2013-05-24
111.08000183105469,2013-05-28
108.66000366210938,2013-05-29
109.6500015258789,2013-05-30
109.76000213623047,2013-05-31
110.2699966430664,2013-06-03
108.0199966430664,2013-06-04
107.19999694824219,2013-06-05
107.56999969482422,2013-06-06
108.44999694824219,2013-06-07
108.47000122070312,2013-06-10
106.44999694824219,2013-06-11
105.80999755859375,2013-06-12
106.87000274658203,2013-06-13
106.41000366210938,2013-06-14
109.33000183105469,2013-06-17
110.87999725341797,2013-06-18
108.58999633789062,2013-06-19
106.68000030517578,2013-06-20
107.51000213623047,2013-06-21
107.4800033569336,2013-06-24
108.55999755859375,2013-06-25
109.88999938964844,2013-06-26
110.98999786376953,2013-06-27
110.43000030517578,2013-06-28
111.44999694824219,2013-07-01
110.87000274658203,2013-07-02
111.06999969482422,2013-07-03
112.43000030517578,2013-07-05
113.9800033569336,2013-07-08
114.0999984741211,2013-07-09
115.30999755859375,2013-07-10
116.58999633789062,2013-07-11
117.30999755859375,2013-07-12
116.44000244140625,2013-07-15
115.91000366210938,2013-07-16
115.95999908447266,2013-07-17
117.41000366210938,2013-07-18
117.93000030517578,2013-07-19
118.70999908447266,2013-07-22
118.72000122070312,2013-07-23
117.37000274658203,2013-07-24
116.91000366210938,2013-07-25
116.7699966430664,2013-07-26
115.48999786376953,2013-07-29
116.0999984741211,2013-07-30
115.94000244140625,2013-07-31
116.70999908447266,2013-08-01
117.19000244140625,2013-08-02
117.37999725341797,2013-08-05
116.95999908447266,2013-08-06
116.47000122070312,2013-08-07
117.69000244140625,2013-08-08
117.0,2013-08-09
117.30999755859375,2013-08-12
117.11000061035156,2013-08-13
116.81999969482422,2013-08-14
114.51000213623047,2013-08-15
114.54000091552734,2013-08-16
114.77999877929688,2013-08-19
115.5,2013-08-20
114.23999786376953,2013-08-21
115.22000122070312,2013-08-22
115.91999816894531,2013-08-23
115.47000122070312,2013-08-26
113.48999786376953,2013-08-27
112.94000244140625,2013-08-28
112.75,2013-08-29
112.55999755859375,2013-08-30
111.55999755859375,2013-09-03
112.97000122070312,2013-09-04
112.37999725341797,2013-09-05
112.4800033569336,2013-09-06
113.9800033569336,2013-09-09
114.77999877929688,2013-09-10
115.20999908447266,2013-09-11
114.70999908447266,2013-09-12
114.58999633789062,2013-09-13
115.8499984741211,2013-09-16
115.75,2013-09-17
117.05000305175781,2013-09-18
117.11000061035156,2013-09-19
116.4000015258789,2013-09-20
115.56999969482422,2013-09-23
113.98999786376953,2013-09-24
114.5999984741211,2013-09-25
115.6500015258789,2013-09-26
115.66999816894531,2013-09-27
115.4000015258789,2013-09-30
116.98999786376953,2013-10-01
115.62999725341797,2013-10-02
114.22000122070312,2013-10-03
115.83000183105469,2013-10-04
115.37999725341797,2013-10-07
114.31999969482422,2013-10-08
113.73999786376953,2013-10-09
115.97000122070312,2013-10-10
116.87999725341797,2013-10-11
117.0999984741211,2013-10-14
116.75,2013-10-15
118.88999938964844,2013-10-16
119.58999633789062,2013-10-17
118.69000244140625,2013-10-18
119.19000244140625,2013-10-21
120.97000122070312,2013-10-22
120.87000274658203,2013-10-23
114.54000091552734,2013-10-24
116.8499984741211,2013-10-25
115.91000366210938,2013-10-28
116.18000030517578,2013-10-29
115.45999908447266,2013-10-30
116.19999694824219,2013-10-31
116.68000030517578,2013-11-01
116.23999786376953,2013-11-04
116.18000030517578,2013-11-05
115.80000305175781,2013-11-06
115.33999633789062,2013-11-07
116.56999969482422,2013-11-08
115.51000213623047,2013-11-11
116.38999938964844,2013-11-12
117.38999938964844,2013-11-13
117.87000274658203,2013-11-14
119.12000274658203,2013-11-15
118.94000244140625,2013-11-18
118.33000183105469,2013-11-19
118.27999877929688,2013-11-20
118.66000366210938,2013-11-21
119.81999969482422,2013-11-22
118.44000244140625,2013-11-25
118.81999969482422,2013-11-26
118.37999725341797,2013-11-27
117.4800033569336,2013-11-29
118.26000213623047,2013-12-02
115.94999694824219,2013-12-03
115.5999984741211,2013-12-04
116.18000030517578,2013-12-05
117.3499984741211,2013-12-06
116.0999984741211,2013-12-09
115.33000183105469,2013-12-10
114.58000183105469,2013-12-11
114.29000091552734,2013-12-12
114.58000183105469,2013-12-13
115.36000061035156,2013-12-16
114.5999984741211,2013-12-17
114.83000183105469,2013-12-18
114.52999877929688,2013-12-19
113.69000244140625,2013-12-20
114.52999877929688,2013-12-23
115.54000091552734,2013-12-24
115.30999755859375,2013-12-26
115.56999969482422,2013-12-27
115.77999877929688,2013-12-30
116.16999816894531,2013-12-31
114.87999725341797,2014-01-02
115.05000305175781,2014-01-03
114.75,2014-01-06
116.05999755859375,2014-01-07
115.91000366210938,2014-01-08
116.01000213623047,2014-01-09
115.41999816894531,2014-01-10
115.0199966430664,2014-01-13
116.55000305175781,2014-01-14
117.72000122070312,2014-01-15
118.4000015258789,2014-01-16
120.08999633789062,2014-01-17
119.62000274658203,2014-01-21
119.58999633789062,2014-01-22
118.12000274658203,2014-01-23
116.36000061035156,2014-01-24
115.81999969482422,2014-01-27
115.18000030517578,2014-01-28
115.5,2014-01-29
117.47000122070312,2014-01-30
117.05999755859375,2014-01-31
115.9000015258789,2014-02-03
116.44999694824219,2014-02-04
116.4800033569336,2014-02-05
114.76000213623047,2014-02-06
116.33000183105469,2014-02-07
116.05000305175781,2014-02-10
115.69000244140625,2014-02-11
115.70999908447266,2014-02-12
115.75,2014-02-13
116.87000274658203,2014-02-14
116.36000061035156,2014-02-18
115.5,2014-02-19
115.98999786376953,2014-02-20
114.6500015258789,2014-02-21
115.22000122070312,2014-02-24
114.48999786376953,2014-02-25
113.45999908447266,2014-02-26
112.9800033569336,2014-02-27
114.0,2014-02-28
114.11000061035156,2014-03-03
115.38999938964844,2014-03-04
115.7699966430664,2014-03-05
116.77999877929688,2014-03-06
117.69999694824219,2014-03-07
116.69999694824219,2014-03-10
116.29000091552734,2014-03-11
115.7699966430664,2014-03-12
115.61000061035156,2014-03-13
115.08999633789062,2014-03-14
115.16000366210938,2014-03-17
115.37999725341797,2014-03-18
115.33000183105469,2014-03-19
114.37999725341797,2014-03-20
114.37000274658203,2014-03-21
112.41999816894531,2014-03-24
112.91999816894531,2014-03-25
111.95999908447266,2014-03-26
112.1500015258789,2014-03-27
111.98999786376953,2014-03-28
113.62000274658203,2014-03-31
113.73999786376953,2014-04-01
113.75,2014-04-02
114.23999786376953,2014-04-03
112.58000183105469,2014-04-04
112.29000091552734,2014-04-07
113.87999725341797,2014-04-08
113.30999755859375,2014-04-09
111.62000274658203,2014-04-10
109.33000183105469,2014-04-11
110.13999938964844,2014-04-14
109.91999816894531,2014-04-15
110.81999969482422,2014-04-16
111.1500015258789,2014-04-17
111.63999938964844,2014-04-21
111.62999725341797,2014-04-22
112.88999938964844,2014-04-23
113.11000061035156,2014-04-24
113.95999908447266,2014-04-25
115.25,2014-04-28
115.86000061035156,2014-04-29
116.44000244140625,2014-04-30
115.98999786376953,2014-05-01
115.52999877929688,2014-05-02
115.4800033569336,2014-05-05
114.93000030517578,2014-05-06
114.75,2014-05-07
114.23999786376953,2014-05-08
113.9000015258789,2014-05-09
114.2699966430664,2014-05-12
114.08999633789062,2014-05-13
113.3499984741211,2014-05-14
112.44999694824219,2014-05-15
112.87000274658203,2014-05-16
112.97000122070312,2014-05-19
111.80000305175781,2014-05-20
112.26000213623047,2014-05-21
112.13999938964844,2014-05-22
112.4800033569336,2014-05-23
113.05000305175781,2014-05-27
112.69999694824219,2014-05-28
112.62000274658203,2014-05-29
114.37000274658203,2014-05-30
114.55000305175781,2014-06-02
114.5,2014-06-03
115.26000213623047,2014-06-04
115.20999908447266,2014-06-05
115.76000213623047,2014-06-06
116.08000183105469,2014-06-09
115.94999694824219,2014-06-10
115.25,2014-06-11
114.97000122070312,2014-06-12
118.47000122070312,2014-06-13
117.45999908447266,2014-06-16
117.47000122070312,2014-06-17
117.75,2014-06-18
117.69999694824219,2014-06-19
118.9000015258789,2014-06-20
118.62000274658203,2014-06-23
118.43000030517578,2014-06-24
118.66000366210938,2014-06-25
118.33999633789062,2014-06-26
118.44000244140625,2014-06-27
118.41999816894531,2014-06-30
119.1500015258789,2014-07-01
119.06999969482422,2014-07-02
119.2300033569336,2014-07-03
119.4800033569336,2014-07-07
118.94999694824219,2014-07-08
119.43000030517578,2014-07-09
118.69999694824219,2014-07-10
119.01000213623047,2014-07-11
119.12000274658203,2014-07-14
119.30999755859375,2014-07-15
119.44000244140625,2014-07-16
118.12000274658203,2014-07-17
118.81999969482422,2014-07-18
118.29000091552734,2014-07-21
117.91000366210938,2014-07-22
117.7300033569336,2014-07-23
117.7699966430664,2014-07-24
118.25,2014-07-25
118.18000030517578,2014-07-28
118.80000305175781,2014-07-29
119.6500015258789,2014-07-30
117.6500015258789,2014-07-31
116.80999755859375,2014-08-01
117.26000213623047,2014-08-04
117.36000061035156,2014-08-05
116.66000366210938,2014-08-06
117.37000274658203,2014-08-07
118.69999694824219,2014-08-08
117.69000244140625,2014-08-11
118.13999938964844,2014-08-12
117.94000244140625,2014-08-13
118.87000274658203,2014-08-14
118.62000274658203,2014-08-15
119.0,2014-08-18
119.41000366210938,2014-08-19
119.7699966430664,2014-08-20
119.9800033569336,2014-08-21
119.44000244140625,2014-08-22
119.0199966430664,2014-08-25
119.05999755859375,2014-08-26
118.79000091552734,2014-08-27
118.80000305175781,2014-08-28
118.8499984741211,2014-08-29
119.41000366210938,2014-09-02
117.81999969482422,2014-09-03
117.81999969482422,2014-09-04
118.30999755859375,2014-09-05
118.45999908447266,2014-09-08
117.5,2014-09-09
117.9000015258789,2014-09-10
117.48999786376953,2014-09-11
117.11000061035156,2014-09-12
117.29000091552734,2014-09-15
117.23999786376953,2014-09-16
116.88999938964844,2014-09-17
116.94000244140625,2014-09-18
117.20999908447266,2014-09-19
116.5,2014-09-22
115.55000305175781,2014-09-23
115.73999786376953,2014-09-24
115.30999755859375,2014-09-25
115.44000244140625,2014-09-26
116.19000244140625,2014-09-29
116.55999755859375,2014-09-30
116.37000274658203,2014-10-01
116.68000030517578,2014-10-02
117.25,2014-10-03
117.94000244140625,2014-10-06
116.91000366210938,2014-10-07
118.69999694824219,2014-10-08
117.88999938964844,2014-10-09
116.88999938964844,2014-10-10
116.98999786376953,2014-10-13
117.58000183105469,2014-10-14
116.1500015258789,2014-10-15
117.12000274658203,2014-10-16
118.33000183105469,2014-10-17
118.95999908447266,2014-10-20
122.38999938964844,2014-10-21
122.58999633789062,2014-10-22
123.80000305175781,2014-10-23
123.05000305175781,2014-10-24
123.13999938964844,2014-10-27
124.05000305175781,2014-10-28
122.77999877929688,2014-10-29
123.7300033569336,2014-10-30
126.0,2014-10-31
126.52999877929688,2014-11-03
125.87999725341797,2014-11-04
126.52999877929688,2014-11-05
127.58999633789062,2014-11-06
127.54000091552734,2014-11-07
127.73999786376953,2014-11-10
127.62999725341797,2014-11-11
127.69000244140625,2014-11-12
127.94000244140625,2014-11-13
127.4800033569336,2014-11-14
127.47000122070312,2014-11-17
127.19000244140625,2014-11-18
127.05000305175781,2014-11-19
126.76000213623047,2014-11-20
126.9800033569336,2014-11-21
127.43000030517578,2014-11-24
128.72999572753906,2014-11-25
128.10000610351562,2014-11-26
128.9199981689453,2014-11-28
129.61000061035156,2014-12-01
130.02999877929688,2014-12-02
130.5800018310547,2014-12-03
130.25999450683594,2014-12-04
130.86000061035156,2014-12-05
130.91000366210938,2014-12-08
130.97999572753906,2014-12-09
130.11000061035156,2014-12-10
130.52999877929688,2014-12-11
128.0,2014-12-12
128.07000732421875,2014-12-15
127.7699966430664,2014-12-16
128.47999572753906,2014-12-17
132.5,2014-12-18
132.07000732421875,2014-12-19
132.9499969482422,2014-12-22
133.42999267578125,2014-12-23
133.27000427246094,2014-12-24
133.08999633789062,2014-12-26
133.27999877929688,2014-12-29
132.58999633789062,2014-12-30
131.0800018310547,2014-12-31
131.63999938964844,2015-01-02
130.10000610351562,2015-01-05
130.5,2015-01-06
131.3000030517578,2015-01-07
133.27000427246094,2015-01-08
131.9199981689453,2015-01-09
132.32000732421875,2015-01-12
135.2100067138672,2015-01-13
134.75,2015-01-14
133.50999450683594,2015-01-15
134.14999389648438,2015-01-16
134.1999969482422,2015-01-20
134.2899932861328,2015-01-21
135.36000061035156,2015-01-22
135.10000610351562,2015-01-23
135.27999877929688,2015-01-26
134.44000244140625,2015-01-27
133.4499969482422,2015-01-28
133.3300018310547,2015-01-29
131.2899932861328,2015-01-30
131.97999572753906,2015-02-02
133.49000549316406,2015-02-03
133.33999633789062,2015-02-04
134.97000122070312,2015-02-05
130.19000244140625,2015-02-06
130.8300018310547,2015-02-09
131.47000122070312,2015-02-10
131.58999633789062,2015-02-11
131.80999755859375,2015-02-12
