SRCL,Date
22.989999771118164,2004-09-28
23.375,2004-09-29
22.950000762939453,2004-09-30
22.954999923706055,2004-10-01
22.924999237060547,2004-10-04
22.8700008392334,2004-10-05
22.950000762939453,2004-10-06
22.575000762939453,2004-10-07
22.604999542236328,2004-10-08
22.489999771118164,2004-10-11
22.579999923706055,2004-10-12
22.510000228881836,2004-10-13
22.485000610351562,2004-10-14
22.735000610351562,2004-10-15
22.774999618530273,2004-10-18
22.4950008392334,2004-10-19
22.485000610351562,2004-10-20
22.549999237060547,2004-10-21
22.5,2004-10-22
22.315000534057617,2004-10-25
22.1200008392334,2004-10-26
20.899999618530273,2004-10-27
22.514999389648438,2004-10-28
22.665000915527344,2004-10-29
22.645000457763672,2004-11-01
22.459999084472656,2004-11-02
23.049999237060547,2004-11-03
22.905000686645508,2004-11-04
22.43000030517578,2004-11-05
22.014999389648438,2004-11-08
21.899999618530273,2004-11-09
21.80500030517578,2004-11-10
21.635000228881836,2004-11-11
21.375,2004-11-12
21.15999984741211,2004-11-15
21.344999313354492,2004-11-16
21.524999618530273,2004-11-17
21.489999771118164,2004-11-18
21.459999084472656,2004-11-19
21.5,2004-11-22
21.350000381469727,2004-11-23
21.329999923706055,2004-11-24
21.389999389648438,2004-11-26
21.125,2004-11-29
20.895000457763672,2004-11-30
21.149999618530273,2004-12-01
21.614999771118164,2004-12-02
22.020000457763672,2004-12-03
22.55500030517578,2004-12-06
22.424999237060547,2004-12-07
22.940000534057617,2004-12-08
23.170000076293945,2004-12-09
23.674999237060547,2004-12-10
23.389999389648438,2004-12-13
23.299999237060547,2004-12-14
23.155000686645508,2004-12-15
23.024999618530273,2004-12-16
22.954999923706055,2004-12-17
22.575000762939453,2004-12-20
22.895000457763672,2004-12-21
23.065000534057617,2004-12-22
23.100000381469727,2004-12-23
22.854999542236328,2004-12-27
23.43000030517578,2004-12-28
23.040000915527344,2004-12-29
23.19499969482422,2004-12-30
22.975000381469727,2004-12-31
23.0,2005-01-03
22.75,2005-01-04
22.719999313354492,2005-01-05
22.725000381469727,2005-01-06
24.25,2005-01-07
24.6299991607666,2005-01-10
24.594999313354492,2005-01-11
25.09000015258789,2005-01-12
24.979999542236328,2005-01-13
24.950000762939453,2005-01-14
24.69499969482422,2005-01-18
24.55500030517578,2005-01-19
24.31999969482422,2005-01-20
24.334999084472656,2005-01-21
24.399999618530273,2005-01-24
24.725000381469727,2005-01-25
24.950000762939453,2005-01-26
25.375,2005-01-27
25.479999542236328,2005-01-28
25.71500015258789,2005-01-31
25.799999237060547,2005-02-01
25.635000228881836,2005-02-02
25.4950008392334,2005-02-03
25.475000381469727,2005-02-04
25.530000686645508,2005-02-07
25.469999313354492,2005-02-08
25.40999984741211,2005-02-09
24.905000686645508,2005-02-10
22.670000076293945,2005-02-11
23.084999084472656,2005-02-14
22.899999618530273,2005-02-15
23.024999618530273,2005-02-16
22.834999084472656,2005-02-17
22.799999237060547,2005-02-18
22.40999984741211,2005-02-22
22.665000915527344,2005-02-23
22.80500030517578,2005-02-24
22.96500015258789,2005-02-25
22.989999771118164,2005-02-28
23.295000076293945,2005-03-01
23.05500030517578,2005-03-02
23.010000228881836,2005-03-03
23.010000228881836,2005-03-04
23.3700008392334,2005-03-07
23.25,2005-03-08
23.184999465942383,2005-03-09
23.274999618530273,2005-03-10
22.93000030517578,2005-03-11
23.104999542236328,2005-03-14
23.235000610351562,2005-03-15
22.920000076293945,2005-03-16
22.725000381469727,2005-03-17
22.700000762939453,2005-03-18
22.639999389648438,2005-03-21
22.6200008392334,2005-03-22
22.354999542236328,2005-03-23
22.239999771118164,2005-03-24
22.125,2005-03-28
22.1299991607666,2005-03-29
22.209999084472656,2005-03-30
22.100000381469727,2005-03-31
22.530000686645508,2005-04-01
22.024999618530273,2005-04-04
22.239999771118164,2005-04-05
22.125,2005-04-06
22.075000762939453,2005-04-07
22.075000762939453,2005-04-08
22.010000228881836,2005-04-11
21.959999084472656,2005-04-12
21.959999084472656,2005-04-13
21.969999313354492,2005-04-14
22.059999465942383,2005-04-15
22.579999923706055,2005-04-18
22.639999389648438,2005-04-19
22.059999465942383,2005-04-20
22.209999084472656,2005-04-21
22.09000015258789,2005-04-22
22.594999313354492,2005-04-25
23.850000381469727,2005-04-26
24.0049991607666,2005-04-27
23.885000228881836,2005-04-28
24.334999084472656,2005-04-29
24.84000015258789,2005-05-02
24.7549991607666,2005-05-03
24.94499969482422,2005-05-04
24.155000686645508,2005-05-05
24.149999618530273,2005-05-06
24.31999969482422,2005-05-09
24.520000457763672,2005-05-10
24.729999542236328,2005-05-11
24.479999542236328,2005-05-12
24.315000534057617,2005-05-13
24.4950008392334,2005-05-16
24.549999237060547,2005-05-17
24.709999084472656,2005-05-18
24.985000610351562,2005-05-19
24.665000915527344,2005-05-20
24.354999542236328,2005-05-23
24.459999084472656,2005-05-24
24.114999771118164,2005-05-25
24.524999618530273,2005-05-26
24.600000381469727,2005-05-27
24.825000762939453,2005-05-31
25.649999618530273,2005-06-01
25.934999465942383,2005-06-02
25.795000076293945,2005-06-03
25.81999969482422,2005-06-06
25.7450008392334,2005-06-07
25.389999389648438,2005-06-08
25.860000610351562,2005-06-09
26.114999771118164,2005-06-10
26.594999313354492,2005-06-13
26.709999084472656,2005-06-14
26.854999542236328,2005-06-15
26.90999984741211,2005-06-16
26.239999771118164,2005-06-17
25.969999313354492,2005-06-20
25.795000076293945,2005-06-21
25.520000457763672,2005-06-22
25.219999313354492,2005-06-23
24.684999465942383,2005-06-24
24.760000228881836,2005-06-27
25.204999923706055,2005-06-28
25.25,2005-06-29
25.15999984741211,2005-06-30
25.3700008392334,2005-07-01
25.454999923706055,2005-07-05
25.299999237060547,2005-07-06
25.290000915527344,2005-07-07
25.334999084472656,2005-07-08
25.510000228881836,2005-07-11
26.260000228881836,2005-07-12
26.55500030517578,2005-07-13
26.799999237060547,2005-07-14
27.30500030517578,2005-07-15
28.030000686645508,2005-07-18
28.200000762939453,2005-07-19
28.489999771118164,2005-07-20
28.5049991607666,2005-07-21
28.670000076293945,2005-07-22
28.485000610351562,2005-07-25
28.65999984741211,2005-07-26
28.774999618530273,2005-07-27
29.229999542236328,2005-07-28
29.059999465942383,2005-07-29
29.229999542236328,2005-08-01
29.2450008392334,2005-08-02
29.065000534057617,2005-08-03
29.709999084472656,2005-08-04
29.735000610351562,2005-08-05
29.69499969482422,2005-08-08
29.649999618530273,2005-08-09
29.375,2005-08-10
29.354999542236328,2005-08-11
29.530000686645508,2005-08-12
29.59000015258789,2005-08-15
29.40999984741211,2005-08-16
29.510000228881836,2005-08-17
29.219999313354492,2005-08-18
28.985000610351562,2005-08-19
29.239999771118164,2005-08-22
29.190000534057617,2005-08-23
28.475000381469727,2005-08-24
28.7450008392334,2005-08-25
28.4950008392334,2005-08-26
28.729999542236328,2005-08-29
28.65999984741211,2005-08-30
29.065000534057617,2005-08-31
28.899999618530273,2005-09-01
28.899999618530273,2005-09-02
29.024999618530273,2005-09-06
29.139999389648438,2005-09-07
29.045000076293945,2005-09-08
29.260000228881836,2005-09-09
29.075000762939453,2005-09-12
28.915000915527344,2005-09-13
28.704999923706055,2005-09-14
28.559999465942383,2005-09-15
28.56999969482422,2005-09-16
28.405000686645508,2005-09-19
28.2549991607666,2005-09-20
27.360000610351562,2005-09-21
27.559999465942383,2005-09-22
27.959999084472656,2005-09-23
28.264999389648438,2005-09-26
28.354999542236328,2005-09-27
28.170000076293945,2005-09-28
28.594999313354492,2005-09-29
28.575000762939453,2005-09-30
28.375,2005-10-03
28.020000457763672,2005-10-04
27.625,2005-10-05
27.770000457763672,2005-10-06
27.635000228881836,2005-10-07
28.030000686645508,2005-10-10
28.0049991607666,2005-10-11
27.704999923706055,2005-10-12
27.434999465942383,2005-10-13
27.524999618530273,2005-10-14
27.5,2005-10-17
27.299999237060547,2005-10-18
27.5,2005-10-19
27.18000030517578,2005-10-20
27.260000228881836,2005-10-21
27.420000076293945,2005-10-24
27.475000381469727,2005-10-25
28.78499984741211,2005-10-26
28.260000228881836,2005-10-27
28.924999237060547,2005-10-28
28.780000686645508,2005-10-31
29.815000534057617,2005-11-01
30.225000381469727,2005-11-02
29.440000534057617,2005-11-03
29.209999084472656,2005-11-04
29.049999237060547,2005-11-07
29.09000015258789,2005-11-08
29.5,2005-11-09
30.184999465942383,2005-11-10
29.989999771118164,2005-11-11
30.219999313354492,2005-11-14
30.395000457763672,2005-11-15
30.219999313354492,2005-11-16
30.760000228881836,2005-11-17
30.7450008392334,2005-11-18
30.875,2005-11-21
30.75,2005-11-22
30.80500030517578,2005-11-23
30.924999237060547,2005-11-25
30.485000610351562,2005-11-28
30.485000610351562,2005-11-29
30.65999984741211,2005-11-30
30.924999237060547,2005-12-01
30.75,2005-12-02
31.104999542236328,2005-12-05
31.0,2005-12-06
30.90999984741211,2005-12-07
30.834999084472656,2005-12-08
30.674999237060547,2005-12-09
30.264999389648438,2005-12-12
31.0,2005-12-13
31.760000228881836,2005-12-14
30.264999389648438,2005-12-15
30.329999923706055,2005-12-16
29.34000015258789,2005-12-19
29.325000762939453,2005-12-20
28.975000381469727,2005-12-21
28.75,2005-12-22
29.420000076293945,2005-12-23
29.44499969482422,2005-12-27
29.875,2005-12-28
29.69499969482422,2005-12-29
29.440000534057617,2005-12-30
29.30500030517578,2006-01-03
29.21500015258789,2006-01-04
29.045000076293945,2006-01-05
29.34000015258789,2006-01-06
29.424999237060547,2006-01-09
29.200000762939453,2006-01-10
28.940000534057617,2006-01-11
28.639999389648438,2006-01-12
28.850000381469727,2006-01-13
28.735000610351562,2006-01-17
28.700000762939453,2006-01-18
28.905000686645508,2006-01-19
28.860000610351562,2006-01-20
28.795000076293945,2006-01-23
29.15999984741211,2006-01-24
29.155000686645508,2006-01-25
29.05500030517578,2006-01-26
29.329999923706055,2006-01-27
29.344999313354492,2006-01-30
29.885000228881836,2006-01-31
29.93000030517578,2006-02-01
29.28499984741211,2006-02-02
29.540000915527344,2006-02-03
29.924999237060547,2006-02-06
29.954999923706055,2006-02-07
29.475000381469727,2006-02-08
29.315000534057617,2006-02-09
29.200000762939453,2006-02-10
29.149999618530273,2006-02-13
29.434999465942383,2006-02-14
29.985000610351562,2006-02-15
30.579999923706055,2006-02-16
30.459999084472656,2006-02-17
30.155000686645508,2006-02-21
30.264999389648438,2006-02-22
30.135000228881836,2006-02-23
30.229999542236328,2006-02-24
30.239999771118164,2006-02-27
30.225000381469727,2006-02-28
30.229999542236328,2006-03-01
30.2450008392334,2006-03-02
31.155000686645508,2006-03-03
31.639999389648438,2006-03-06
31.700000762939453,2006-03-07
32.029998779296875,2006-03-08
32.1150016784668,2006-03-09
32.619998931884766,2006-03-10
32.68000030517578,2006-03-13
32.36000061035156,2006-03-14
32.494998931884766,2006-03-15
33.05500030517578,2006-03-16
33.60499954223633,2006-03-17
33.275001525878906,2006-03-20
32.97999954223633,2006-03-21
33.040000915527344,2006-03-22
33.040000915527344,2006-03-23
32.96500015258789,2006-03-24
32.83000183105469,2006-03-27
32.974998474121094,2006-03-28
33.02000045776367,2006-03-29
33.525001525878906,2006-03-30
33.810001373291016,2006-03-31
33.904998779296875,2006-04-03
34.39500045776367,2006-04-04
34.400001525878906,2006-04-05
34.5,2006-04-06
33.689998626708984,2006-04-07
33.38999938964844,2006-04-10
33.154998779296875,2006-04-11
33.1349983215332,2006-04-12
32.95500183105469,2006-04-13
32.5,2006-04-17
32.5,2006-04-18
32.5,2006-04-19
32.5,2006-04-20
32.404998779296875,2006-04-21
32.45500183105469,2006-04-24
32.86000061035156,2006-04-25
32.95500183105469,2006-04-26
33.07500076293945,2006-04-27
32.91999816894531,2006-04-28
32.529998779296875,2006-05-01
32.494998931884766,2006-05-02
32.875,2006-05-03
33.44499969482422,2006-05-04
33.474998474121094,2006-05-05
33.23500061035156,2006-05-08
32.54499816894531,2006-05-09
31.860000610351562,2006-05-10
31.55500030517578,2006-05-11
30.7450008392334,2006-05-12
30.649999618530273,2006-05-15
30.704999923706055,2006-05-16
31.25,2006-05-17
32.099998474121094,2006-05-18
32.540000915527344,2006-05-19
32.849998474121094,2006-05-22
32.349998474121094,2006-05-23
31.989999771118164,2006-05-24
32.01499938964844,2006-05-25
32.439998626708984,2006-05-26
32.40999984741211,2006-05-30
33.334999084472656,2006-05-31
33.5,2006-06-01
34.084999084472656,2006-06-02
33.130001068115234,2006-06-05
33.60499954223633,2006-06-06
33.47999954223633,2006-06-07
33.125,2006-06-08
33.345001220703125,2006-06-09
32.935001373291016,2006-06-12
32.7400016784668,2006-06-13
31.959999084472656,2006-06-14
32.220001220703125,2006-06-15
32.220001220703125,2006-06-16
31.3799991607666,2006-06-19
31.25,2006-06-20
31.5049991607666,2006-06-21
31.360000610351562,2006-06-22
31.940000534057617,2006-06-23
32.20500183105469,2006-06-26
31.354999542236328,2006-06-27
31.485000610351562,2006-06-28
32.435001373291016,2006-06-29
32.54999923706055,2006-06-30
33.220001220703125,2006-07-03
33.119998931884766,2006-07-05
33.63999938964844,2006-07-06
33.7599983215332,2006-07-07
33.57500076293945,2006-07-10
32.415000915527344,2006-07-11
32.2400016784668,2006-07-12
31.579999923706055,2006-07-13
31.399999618530273,2006-07-14
31.114999771118164,2006-07-17
31.155000686645508,2006-07-18
31.989999771118164,2006-07-19
31.530000686645508,2006-07-20
31.209999084472656,2006-07-21
31.725000381469727,2006-07-24
32.154998779296875,2006-07-25
31.725000381469727,2006-07-26
30.53499984741211,2006-07-27
33.720001220703125,2006-07-28
33.59000015258789,2006-07-31
33.040000915527344,2006-08-01
33.369998931884766,2006-08-02
33.20000076293945,2006-08-03
33.34000015258789,2006-08-04
32.79499816894531,2006-08-07
32.86000061035156,2006-08-08
32.040000915527344,2006-08-09
32.53499984741211,2006-08-10
32.185001373291016,2006-08-11
32.125,2006-08-14
33.45000076293945,2006-08-15
33.845001220703125,2006-08-16
33.70000076293945,2006-08-17
33.59000015258789,2006-08-18
33.349998474121094,2006-08-21
33.03499984741211,2006-08-22
32.744998931884766,2006-08-23
32.68000030517578,2006-08-24
32.665000915527344,2006-08-25
33.34000015258789,2006-08-28
33.185001373291016,2006-08-29
33.47999954223633,2006-08-30
33.345001220703125,2006-08-31
33.279998779296875,2006-09-01
33.04499816894531,2006-09-05
32.689998626708984,2006-09-06
32.51499938964844,2006-09-07
32.650001525878906,2006-09-08
32.69499969482422,2006-09-11
33.220001220703125,2006-09-12
33.779998779296875,2006-09-13
33.834999084472656,2006-09-14
33.875,2006-09-15
33.369998931884766,2006-09-18
33.71500015258789,2006-09-19
34.19499969482422,2006-09-20
34.29999923706055,2006-09-21
34.0,2006-09-22
34.02000045776367,2006-09-25
34.09000015258789,2006-09-26
34.54499816894531,2006-09-27
34.68000030517578,2006-09-28
34.89500045776367,2006-09-29
34.48500061035156,2006-10-02
33.970001220703125,2006-10-03
34.2400016784668,2006-10-04
34.76499938964844,2006-10-05
34.60499954223633,2006-10-06
34.08000183105469,2006-10-09
33.935001373291016,2006-10-10
33.849998474121094,2006-10-11
34.16999816894531,2006-10-12
33.939998626708984,2006-10-13
34.099998474121094,2006-10-16
34.11000061035156,2006-10-17
33.994998931884766,2006-10-18
33.994998931884766,2006-10-19
33.96500015258789,2006-10-20
34.1349983215332,2006-10-23
33.58000183105469,2006-10-24
33.0,2006-10-25
35.73500061035156,2006-10-26
35.22999954223633,2006-10-27
35.33000183105469,2006-10-30
35.35499954223633,2006-10-31
34.70000076293945,2006-11-01
34.5099983215332,2006-11-02
34.63999938964844,2006-11-03
35.03499984741211,2006-11-06
35.439998626708984,2006-11-07
35.310001373291016,2006-11-08
35.130001068115234,2006-11-09
35.220001220703125,2006-11-10
35.45500183105469,2006-11-13
35.779998779296875,2006-11-14
36.415000915527344,2006-11-15
36.4900016784668,2006-11-16
36.599998474121094,2006-11-17
36.18000030517578,2006-11-20
36.025001525878906,2006-11-21
36.09000015258789,2006-11-22
36.255001068115234,2006-11-24
35.59000015258789,2006-11-27
36.0,2006-11-28
36.25,2006-11-29
36.209999084472656,2006-11-30
35.915000915527344,2006-12-01
36.63999938964844,2006-12-04
36.720001220703125,2006-12-05
36.935001373291016,2006-12-06
36.525001525878906,2006-12-07
36.380001068115234,2006-12-08
36.2599983215332,2006-12-11
36.025001525878906,2006-12-12
35.93000030517578,2006-12-13
35.849998474121094,2006-12-14
35.599998474121094,2006-12-15
35.275001525878906,2006-12-18
35.275001525878906,2006-12-19
36.064998626708984,2006-12-20
36.13999938964844,2006-12-21
36.45000076293945,2006-12-22
37.474998474121094,2006-12-26
37.810001373291016,2006-12-27
37.75,2006-12-28
37.75,2006-12-29
37.82500076293945,2007-01-03
37.44499969482422,2007-01-04
36.915000915527344,2007-01-05
36.59000015258789,2007-01-08
37.0099983215332,2007-01-09
37.7599983215332,2007-01-10
37.85499954223633,2007-01-11
37.82500076293945,2007-01-12
37.709999084472656,2007-01-16
37.775001525878906,2007-01-17
37.279998779296875,2007-01-18
37.27000045776367,2007-01-19
37.13999938964844,2007-01-22
37.46500015258789,2007-01-23
37.47999954223633,2007-01-24
37.2599983215332,2007-01-25
37.56999969482422,2007-01-26
38.099998474121094,2007-01-29
38.224998474121094,2007-01-30
38.5,2007-01-31
38.314998626708984,2007-02-01
38.779998779296875,2007-02-02
38.95500183105469,2007-02-05
38.564998626708984,2007-02-06
38.66999816894531,2007-02-07
38.54499816894531,2007-02-08
39.349998474121094,2007-02-09
38.77000045776367,2007-02-12
39.04499816894531,2007-02-13
39.525001525878906,2007-02-14
39.505001068115234,2007-02-15
39.494998931884766,2007-02-16
39.84000015258789,2007-02-20
39.744998931884766,2007-02-21
39.84000015258789,2007-02-22
40.029998779296875,2007-02-23
39.63999938964844,2007-02-26
38.70500183105469,2007-02-27
38.904998779296875,2007-02-28
39.185001373291016,2007-03-01
38.64500045776367,2007-03-02
38.46500015258789,2007-03-05
38.974998474121094,2007-03-06
39.1150016784668,2007-03-07
39.0,2007-03-08
39.22999954223633,2007-03-09
39.435001373291016,2007-03-12
38.744998931884766,2007-03-13
38.95500183105469,2007-03-14
39.29999923706055,2007-03-15
39.04999923706055,2007-03-16
39.61000061035156,2007-03-19
39.775001525878906,2007-03-20
40.55500030517578,2007-03-21
40.76499938964844,2007-03-22
41.064998626708984,2007-03-23
41.1150016784668,2007-03-26
40.779998779296875,2007-03-27
40.5,2007-03-28
40.474998474121094,2007-03-29
40.75,2007-03-30
40.775001525878906,2007-04-02
41.09000015258789,2007-04-03
41.0,2007-04-04
40.959999084472656,2007-04-05
40.959999084472656,2007-04-09
41.130001068115234,2007-04-10
40.94499969482422,2007-04-11
41.540000915527344,2007-04-12
41.875,2007-04-13
42.32500076293945,2007-04-16
42.904998779296875,2007-04-17
42.685001373291016,2007-04-18
42.39500045776367,2007-04-19
42.470001220703125,2007-04-20
42.525001525878906,2007-04-23
42.474998474121094,2007-04-24
42.665000915527344,2007-04-25
42.57500076293945,2007-04-26
43.22999954223633,2007-04-27
43.56999969482422,2007-04-30
42.875,2007-05-01
43.04999923706055,2007-05-02
43.415000915527344,2007-05-03
43.38999938964844,2007-05-04
43.220001220703125,2007-05-07
43.2599983215332,2007-05-08
43.689998626708984,2007-05-09
43.435001373291016,2007-05-10
43.400001525878906,2007-05-11
43.11000061035156,2007-05-14
43.255001068115234,2007-05-15
43.33000183105469,2007-05-16
44.2599983215332,2007-05-17
44.0099983215332,2007-05-18
44.70000076293945,2007-05-21
44.64500045776367,2007-05-22
44.849998474121094,2007-05-23
43.970001220703125,2007-05-24
44.18000030517578,2007-05-25
44.53499984741211,2007-05-29
45.084999084472656,2007-05-30
45.584999084472656,2007-05-31
45.25,2007-06-01
44.900001525878906,2007-06-04
44.849998474121094,2007-06-05
44.33000183105469,2007-06-06
43.560001373291016,2007-06-07
43.470001220703125,2007-06-08
43.75,2007-06-11
43.08000183105469,2007-06-12
43.83000183105469,2007-06-13
43.349998474121094,2007-06-14
43.11000061035156,2007-06-15
44.7599983215332,2007-06-18
44.4900016784668,2007-06-19
45.099998474121094,2007-06-20
44.81999969482422,2007-06-21
44.279998779296875,2007-06-22
43.81999969482422,2007-06-25
43.810001373291016,2007-06-26
44.2400016784668,2007-06-27
45.099998474121094,2007-06-28
44.459999084472656,2007-06-29
44.650001525878906,2007-07-02
45.25,2007-07-03
44.93000030517578,2007-07-05
44.38999938964844,2007-07-06
43.90999984741211,2007-07-09
43.560001373291016,2007-07-10
44.45000076293945,2007-07-11
44.439998626708984,2007-07-12
44.439998626708984,2007-07-13
44.060001373291016,2007-07-16
43.630001068115234,2007-07-17
44.09000015258789,2007-07-18
43.720001220703125,2007-07-19
43.34000015258789,2007-07-20
43.58000183105469,2007-07-23
43.27000045776367,2007-07-24
44.369998931884766,2007-07-25
45.209999084472656,2007-07-26
51.459999084472656,2007-07-27
48.900001525878906,2007-07-30
47.939998626708984,2007-07-31
47.31999969482422,2007-08-01
47.720001220703125,2007-08-02
47.70000076293945,2007-08-03
51.209999084472656,2007-08-06
53.849998474121094,2007-08-07
52.08000183105469,2007-08-08
52.13999938964844,2007-08-09
49.040000915527344,2007-08-10
49.5099983215332,2007-08-13
48.38999938964844,2007-08-14
47.40999984741211,2007-08-15
48.95000076293945,2007-08-16
48.70000076293945,2007-08-17
49.54999923706055,2007-08-20
48.77000045776367,2007-08-21
49.209999084472656,2007-08-22
49.18000030517578,2007-08-23
49.88999938964844,2007-08-24
49.34000015258789,2007-08-27
48.29999923706055,2007-08-28
49.5099983215332,2007-08-29
49.7400016784668,2007-08-30
49.900001525878906,2007-08-31
49.560001373291016,2007-09-04
48.90999984741211,2007-09-05
49.61000061035156,2007-09-06
49.380001068115234,2007-09-07
49.540000915527344,2007-09-10
50.650001525878906,2007-09-11
51.43000030517578,2007-09-12
51.290000915527344,2007-09-13
50.52000045776367,2007-09-14
50.189998626708984,2007-09-17
51.18000030517578,2007-09-18
54.029998779296875,2007-09-19
52.900001525878906,2007-09-20
53.099998474121094,2007-09-21
55.2400016784668,2007-09-24
54.68000030517578,2007-09-25
55.91999816894531,2007-09-26
55.7599983215332,2007-09-27
57.15999984741211,2007-09-28
58.16999816894531,2007-10-01
57.2400016784668,2007-10-02
56.130001068115234,2007-10-03
56.11000061035156,2007-10-04
55.880001068115234,2007-10-05
55.93000030517578,2007-10-08
56.099998474121094,2007-10-09
55.84000015258789,2007-10-10
55.58000183105469,2007-10-11
55.439998626708984,2007-10-12
54.189998626708984,2007-10-15
53.91999816894531,2007-10-16
53.470001220703125,2007-10-17
52.88999938964844,2007-10-18
52.040000915527344,2007-10-19
52.95000076293945,2007-10-22
53.790000915527344,2007-10-23
54.36000061035156,2007-10-24
55.369998931884766,2007-10-25
57.5099983215332,2007-10-26
56.83000183105469,2007-10-29
56.900001525878906,2007-10-30
58.33000183105469,2007-10-31
57.93000030517578,2007-11-01
57.119998931884766,2007-11-02
59.02000045776367,2007-11-05
61.029998779296875,2007-11-06
59.029998779296875,2007-11-07
59.529998779296875,2007-11-08
57.79999923706055,2007-11-09
56.95000076293945,2007-11-12
57.720001220703125,2007-11-13
57.54999923706055,2007-11-14
56.97999954223633,2007-11-15
57.650001525878906,2007-11-16
56.29999923706055,2007-11-19
55.970001220703125,2007-11-20
55.70000076293945,2007-11-21
55.189998626708984,2007-11-23
55.290000915527344,2007-11-26
56.099998474121094,2007-11-27
58.779998779296875,2007-11-28
58.81999969482422,2007-11-29
58.849998474121094,2007-11-30
58.91999816894531,2007-12-03
59.709999084472656,2007-12-04
59.77000045776367,2007-12-05
59.720001220703125,2007-12-06
59.22999954223633,2007-12-07
59.70000076293945,2007-12-10
59.2400016784668,2007-12-11
58.2599983215332,2007-12-12
59.220001220703125,2007-12-13
59.2599983215332,2007-12-14
57.66999816894531,2007-12-17
57.09000015258789,2007-12-18
58.08000183105469,2007-12-19
60.04999923706055,2007-12-20
61.31999969482422,2007-12-21
61.599998474121094,2007-12-24
61.869998931884766,2007-12-26
60.65999984741211,2007-12-27
60.0,2007-12-28
59.400001525878906,2007-12-31
57.84000015258789,2008-01-02
59.04999923706055,2008-01-03
57.33000183105469,2008-01-04
58.060001373291016,2008-01-07
57.58000183105469,2008-01-08
56.439998626708984,2008-01-09
57.16999816894531,2008-01-10
58.130001068115234,2008-01-11
58.939998626708984,2008-01-14
59.77000045776367,2008-01-15
62.130001068115234,2008-01-16
58.43000030517578,2008-01-17
60.349998474121094,2008-01-18
56.150001525878906,2008-01-22
55.470001220703125,2008-01-23
56.150001525878906,2008-01-24
55.9900016784668,2008-01-25
56.790000915527344,2008-01-28
57.45000076293945,2008-01-29
57.709999084472656,2008-01-30
59.2599983215332,2008-01-31
58.900001525878906,2008-02-01
58.7400016784668,2008-02-04
56.279998779296875,2008-02-05
54.88999938964844,2008-02-06
56.150001525878906,2008-02-07
55.84000015258789,2008-02-08
54.560001373291016,2008-02-11
55.16999816894531,2008-02-12
55.869998931884766,2008-02-13
54.31999969482422,2008-02-14
53.150001525878906,2008-02-15
54.029998779296875,2008-02-19
54.650001525878906,2008-02-20
54.06999969482422,2008-02-21
54.41999816894531,2008-02-22
55.45000076293945,2008-02-25
56.47999954223633,2008-02-26
56.59000015258789,2008-02-27
55.880001068115234,2008-02-28
53.88999938964844,2008-02-29
54.619998931884766,2008-03-03
54.91999816894531,2008-03-04
55.939998626708984,2008-03-05
54.09000015258789,2008-03-06
54.0,2008-03-07
52.650001525878906,2008-03-10
53.77000045776367,2008-03-11
53.9900016784668,2008-03-12
53.400001525878906,2008-03-13
51.41999816894531,2008-03-14
50.88999938964844,2008-03-17
51.540000915527344,2008-03-18
51.18000030517578,2008-03-19
50.9900016784668,2008-03-20
50.380001068115234,2008-03-24
50.56999969482422,2008-03-25
51.380001068115234,2008-03-26
50.529998779296875,2008-03-27
51.47999954223633,2008-03-28
51.5,2008-03-31
51.5099983215332,2008-04-01
52.11000061035156,2008-04-02
52.84000015258789,2008-04-03
53.9900016784668,2008-04-04
52.790000915527344,2008-04-07
53.20000076293945,2008-04-08
53.86000061035156,2008-04-09
54.2599983215332,2008-04-10
53.83000183105469,2008-04-11
53.810001373291016,2008-04-14
53.0,2008-04-15
53.720001220703125,2008-04-16
53.529998779296875,2008-04-17
56.54999923706055,2008-04-18
55.529998779296875,2008-04-21
54.150001525878906,2008-04-22
54.810001373291016,2008-04-23
56.0,2008-04-24
55.66999816894531,2008-04-25
54.09000015258789,2008-04-28
53.43000030517578,2008-04-29
53.380001068115234,2008-04-30
54.119998931884766,2008-05-01
53.470001220703125,2008-05-02
52.58000183105469,2008-05-05
52.959999084472656,2008-05-06
51.630001068115234,2008-05-07
52.33000183105469,2008-05-08
51.810001373291016,2008-05-09
52.599998474121094,2008-05-12
52.15999984741211,2008-05-13
52.41999816894531,2008-05-14
52.68000030517578,2008-05-15
56.68000030517578,2008-05-16
56.619998931884766,2008-05-19
56.61000061035156,2008-05-20
57.7599983215332,2008-05-21
58.369998931884766,2008-05-22
57.470001220703125,2008-05-23
58.70000076293945,2008-05-27
58.65999984741211,2008-05-28
58.81999969482422,2008-05-29
58.29999923706055,2008-05-30
57.65999984741211,2008-06-02
56.88999938964844,2008-06-03
57.88999938964844,2008-06-04
58.90999984741211,2008-06-05
57.060001373291016,2008-06-06
57.81999969482422,2008-06-09
56.86000061035156,2008-06-10
55.4900016784668,2008-06-11
55.2599983215332,2008-06-12
56.709999084472656,2008-06-13
56.58000183105469,2008-06-16
56.380001068115234,2008-06-17
54.59000015258789,2008-06-18
54.209999084472656,2008-06-19
53.70000076293945,2008-06-20
53.75,2008-06-23
51.59000015258789,2008-06-24
51.040000915527344,2008-06-25
51.400001525878906,2008-06-26
50.81999969482422,2008-06-27
51.70000076293945,2008-06-30
51.16999816894531,2008-07-01
50.02000045776367,2008-07-02
