NIO,Date
14.550000190734863,2022-05-16
16.6299991607666,2022-05-17
15.829999923706055,2022-05-18
16.65999984741211,2022-05-19
16.440000534057617,2022-05-20
16.0,2022-05-23
14.630000114440918,2022-05-24
14.640000343322754,2022-05-25
16.030000686645508,2022-05-26
16.56999969482422,2022-05-27
17.389999389648438,2022-05-31
17.56999969482422,2022-06-01
18.850000381469727,2022-06-02
18.079999923706055,2022-06-03
19.18000030517578,2022-06-06
19.649999618530273,2022-06-07
20.3799991607666,2022-06-08
18.81999969482422,2022-06-09
18.139999389648438,2022-06-10
15.989999771118164,2022-06-13
18.65999984741211,2022-06-14
20.110000610351562,2022-06-15
19.18000030517578,2022-06-16
20.770000457763672,2022-06-17
22.65999984741211,2022-06-21
22.549999237060547,2022-06-22
23.049999237060547,2022-06-23
24.079999923706055,2022-06-24
22.950000762939453,2022-06-27
22.360000610351562,2022-06-28
21.860000610351562,2022-06-29
21.719999313354492,2022-06-30
21.360000610351562,2022-07-01
22.18000030517578,2022-07-05
20.829999923706055,2022-07-06
22.5,2022-07-07
22.600000381469727,2022-07-08
20.56999969482422,2022-07-11
20.8700008392334,2022-07-12
21.09000015258789,2022-07-13
21.049999237060547,2022-07-14
20.719999313354492,2022-07-15
20.84000015258789,2022-07-18
20.200000762939453,2022-07-19
20.3700008392334,2022-07-20
20.68000030517578,2022-07-21
19.239999771118164,2022-07-22
19.329999923706055,2022-07-25
19.040000915527344,2022-07-26
19.3799991607666,2022-07-27
19.489999771118164,2022-07-28
19.729999542236328,2022-07-29
20.18000030517578,2022-08-01
20.18000030517578,2022-08-02
20.299999237060547,2022-08-03
20.899999618530273,2022-08-04
20.219999313354492,2022-08-05
20.170000076293945,2022-08-08
19.170000076293945,2022-08-09
20.049999237060547,2022-08-10
20.81999969482422,2022-08-11
21.110000610351562,2022-08-12
21.299999237060547,2022-08-15
20.90999984741211,2022-08-16
20.079999923706055,2022-08-17
19.90999984741211,2022-08-18
19.049999237060547,2022-08-19
18.950000762939453,2022-08-22
18.290000915527344,2022-08-23
18.8700008392334,2022-08-24
20.079999923706055,2022-08-25
19.920000076293945,2022-08-26
19.809999465942383,2022-08-29
19.829999923706055,2022-08-30
19.90999984741211,2022-08-31
18.790000915527344,2022-09-01
17.729999542236328,2022-09-02
17.110000610351562,2022-09-06
17.479999542236328,2022-09-07
17.68000030517578,2022-09-08
19.15999984741211,2022-09-09
21.75,2022-09-12
21.969999313354492,2022-09-13
21.940000534057617,2022-09-14
21.510000228881836,2022-09-15
20.149999618530273,2022-09-16
20.899999618530273,2022-09-19
20.40999984741211,2022-09-20
18.299999237060547,2022-09-21
18.350000381469727,2022-09-22
17.639999389648438,2022-09-23
17.6200008392334,2022-09-26
17.190000534057617,2022-09-27
17.329999923706055,2022-09-28
15.579999923706055,2022-09-29
15.770000457763672,2022-09-30
15.489999771118164,2022-10-03
16.729999542236328,2022-10-04
16.040000915527344,2022-10-05
14.770000457763672,2022-10-06
13.760000228881836,2022-10-07
13.279999732971191,2022-10-10
12.829999923706055,2022-10-11
12.880000114440918,2022-10-12
12.779999732971191,2022-10-13
11.75,2022-10-14
12.210000038146973,2022-10-17
12.210000038146973,2022-10-18
10.920000076293945,2022-10-19
10.970000267028809,2022-10-20
11.210000038146973,2022-10-21
9.449999809265137,2022-10-24
10.630000114440918,2022-10-25
10.8100004196167,2022-10-26
9.979999542236328,2022-10-27
9.6899995803833,2022-10-28
9.670000076293945,2022-10-31
9.710000038146973,2022-11-01
9.489999771118164,2022-11-02
9.9399995803833,2022-11-03
11.680000305175781,2022-11-04
10.979999542236328,2022-11-07
10.5600004196167,2022-11-08
9.25,2022-11-09
10.34000015258789,2022-11-10
11.5600004196167,2022-11-11
11.170000076293945,2022-11-14
11.510000228881836,2022-11-15
10.529999732971191,2022-11-16
10.670000076293945,2022-11-17
10.470000267028809,2022-11-18
10.020000457763672,2022-11-21
10.010000228881836,2022-11-22
10.5600004196167,2022-11-23
10.170000076293945,2022-11-25
10.119999885559082,2022-11-28
10.5,2022-11-29
12.779999732971191,2022-11-30
12.09000015258789,2022-12-01
13.130000114440918,2022-12-02
12.800000190734863,2022-12-05
13.239999771118164,2022-12-06
12.579999923706055,2022-12-07
13.40999984741211,2022-12-08
12.630000114440918,2022-12-09
12.489999771118164,2022-12-12
12.3100004196167,2022-12-13
12.100000381469727,2022-12-14
11.880000114440918,2022-12-15
11.600000381469727,2022-12-16
11.0600004196167,2022-12-19
