NIO,Date
6.599999904632568,2018-09-12
11.600000381469727,2018-09-13
9.899999618530273,2018-09-14
8.5,2018-09-17
7.679999828338623,2018-09-18
8.5,2018-09-19
8.779999732971191,2018-09-20
8.59000015258789,2018-09-21
7.869999885559082,2018-09-24
7.579999923706055,2018-09-25
7.5,2018-09-26
7.010000228881836,2018-09-27
6.980000019073486,2018-09-28
6.599999904632568,2018-10-01
5.929999828338623,2018-10-02
6.300000190734863,2018-10-03
6.25,2018-10-04
6.260000228881836,2018-10-05
6.039999961853027,2018-10-08
7.389999866485596,2018-10-09
7.75,2018-10-10
7.179999828338623,2018-10-11
7.460000038146973,2018-10-12
7.820000171661377,2018-10-15
8.039999961853027,2018-10-16
7.769999980926514,2018-10-17
7.5,2018-10-18
7.320000171661377,2018-10-19
7.03000020980835,2018-10-22
6.809999942779541,2018-10-23
6.170000076293945,2018-10-24
6.449999809265137,2018-10-25
6.349999904632568,2018-10-26
6.190000057220459,2018-10-29
5.949999809265137,2018-10-30
5.900000095367432,2018-10-31
6.619999885559082,2018-11-01
6.489999771118164,2018-11-02
6.679999828338623,2018-11-05
6.400000095367432,2018-11-06
6.739999771118164,2018-11-07
6.690000057220459,2018-11-08
6.769999980926514,2018-11-09
6.650000095367432,2018-11-12
6.78000020980835,2018-11-13
7.099999904632568,2018-11-14
7.340000152587891,2018-11-15
7.190000057220459,2018-11-16
7.840000152587891,2018-11-19
7.670000076293945,2018-11-20
7.710000038146973,2018-11-21
7.460000038146973,2018-11-23
7.369999885559082,2018-11-26
7.480000019073486,2018-11-27
8.119999885559082,2018-11-28
7.789999961853027,2018-11-29
7.710000038146973,2018-11-30
7.579999923706055,2018-12-03
7.079999923706055,2018-12-04
7.369999885559082,2018-12-06
6.989999771118164,2018-12-07
7.03000020980835,2018-12-10
7.079999923706055,2018-12-11
7.539999961853027,2018-12-12
7.75,2018-12-13
7.699999809265137,2018-12-14
7.03000020980835,2018-12-17
7.070000171661377,2018-12-18
6.829999923706055,2018-12-19
6.519999980926514,2018-12-20
6.070000171661377,2018-12-21
5.920000076293945,2018-12-24
6.360000133514404,2018-12-26
6.429999828338623,2018-12-27
6.46999979019165,2018-12-28
6.369999885559082,2018-12-31
6.199999809265137,2019-01-02
6.050000190734863,2019-01-03
6.360000133514404,2019-01-04
6.5,2019-01-07
6.400000095367432,2019-01-08
6.630000114440918,2019-01-09
6.659999847412109,2019-01-10
6.590000152587891,2019-01-11
6.800000190734863,2019-01-14
6.820000171661377,2019-01-15
6.710000038146973,2019-01-16
6.809999942779541,2019-01-17
6.710000038146973,2019-01-18
6.570000171661377,2019-01-22
6.550000190734863,2019-01-23
6.579999923706055,2019-01-24
6.650000095367432,2019-01-25
6.670000076293945,2019-01-28
6.940000057220459,2019-01-29
7.460000038146973,2019-01-30
7.880000114440918,2019-01-31
7.900000095367432,2019-02-01
7.849999904632568,2019-02-04
7.880000114440918,2019-02-05
8.399999618530273,2019-02-06
8.039999961853027,2019-02-07
7.670000076293945,2019-02-08
7.460000038146973,2019-02-11
7.440000057220459,2019-02-12
7.489999771118164,2019-02-13
7.480000019073486,2019-02-14
7.409999847412109,2019-02-15
7.260000228881836,2019-02-19
7.619999885559082,2019-02-20
7.639999866485596,2019-02-21
8.170000076293945,2019-02-22
9.0,2019-02-25
9.789999961853027,2019-02-26
9.850000381469727,2019-02-27
9.569999694824219,2019-02-28
10.0600004196167,2019-03-01
9.779999732971191,2019-03-04
10.15999984741211,2019-03-05
8.010000228881836,2019-03-06
7.090000152587891,2019-03-07
7.059999942779541,2019-03-08
6.590000152587891,2019-03-11
6.389999866485596,2019-03-12
6.53000020980835,2019-03-13
6.03000020980835,2019-03-14
5.710000038146973,2019-03-15
5.75,2019-03-18
5.960000038146973,2019-03-19
5.849999904632568,2019-03-20
5.840000152587891,2019-03-21
5.619999885559082,2019-03-22
5.349999904632568,2019-03-25
4.960000038146973,2019-03-26
4.980000019073486,2019-03-27
5.010000228881836,2019-03-28
5.099999904632568,2019-03-29
5.210000038146973,2019-04-01
5.389999866485596,2019-04-02
5.309999942779541,2019-04-03
5.349999904632568,2019-04-04
5.360000133514404,2019-04-05
5.300000190734863,2019-04-08
5.079999923706055,2019-04-09
5.050000190734863,2019-04-10
5.010000228881836,2019-04-11
4.989999771118164,2019-04-12
4.75,2019-04-15
4.449999809265137,2019-04-16
4.590000152587891,2019-04-17
4.789999961853027,2019-04-18
4.78000020980835,2019-04-22
4.829999923706055,2019-04-23
5.0,2019-04-24
4.900000095367432,2019-04-25
4.920000076293945,2019-04-26
4.980000019073486,2019-04-29
4.849999904632568,2019-04-30
4.679999828338623,2019-05-01
4.71999979019165,2019-05-02
5.019999980926514,2019-05-03
4.880000114440918,2019-05-06
4.840000152587891,2019-05-07
4.570000171661377,2019-05-08
4.599999904632568,2019-05-09
4.559999942779541,2019-05-10
4.329999923706055,2019-05-13
4.670000076293945,2019-05-14
4.710000038146973,2019-05-15
4.659999847412109,2019-05-16
4.420000076293945,2019-05-17
4.25,2019-05-20
4.289999961853027,2019-05-21
4.050000190734863,2019-05-22
3.930000066757202,2019-05-23
3.859999895095825,2019-05-24
4.0,2019-05-28
3.609999895095825,2019-05-29
3.240000009536743,2019-05-30
3.049999952316284,2019-05-31
2.9600000381469727,2019-06-03
3.0399999618530273,2019-06-04
2.8299999237060547,2019-06-05
2.6500000953674316,2019-06-06
2.759999990463257,2019-06-07
2.630000114440918,2019-06-10
2.609999895095825,2019-06-11
2.549999952316284,2019-06-12
2.5199999809265137,2019-06-13
2.4200000762939453,2019-06-14
2.4600000381469727,2019-06-17
2.5299999713897705,2019-06-18
2.740000009536743,2019-06-19
2.8299999237060547,2019-06-20
2.640000104904175,2019-06-21
2.640000104904175,2019-06-24
2.5999999046325684,2019-06-25
2.549999952316284,2019-06-26
2.5999999046325684,2019-06-27
2.549999952316284,2019-06-28
2.5999999046325684,2019-07-01
2.819999933242798,2019-07-02
3.130000114440918,2019-07-03
3.259999990463257,2019-07-05
3.490000009536743,2019-07-08
3.690000057220459,2019-07-09
3.680000066757202,2019-07-10
3.4200000762939453,2019-07-11
3.450000047683716,2019-07-12
3.390000104904175,2019-07-15
3.299999952316284,2019-07-16
3.440000057220459,2019-07-17
3.430000066757202,2019-07-18
3.369999885559082,2019-07-19
3.380000114440918,2019-07-22
3.4600000381469727,2019-07-23
3.6700000762939453,2019-07-24
3.5,2019-07-25
3.509999990463257,2019-07-26
3.4600000381469727,2019-07-29
3.380000114440918,2019-07-30
3.4700000286102295,2019-07-31
3.2799999713897705,2019-08-01
3.2699999809265137,2019-08-02
2.950000047683716,2019-08-05
3.0799999237060547,2019-08-06
3.0899999141693115,2019-08-07
3.1700000762939453,2019-08-08
3.130000114440918,2019-08-09
3.049999952316284,2019-08-12
3.1500000953674316,2019-08-13
2.9000000953674316,2019-08-14
2.819999933242798,2019-08-15
2.950000047683716,2019-08-16
3.0,2019-08-19
3.1600000858306885,2019-08-20
3.049999952316284,2019-08-21
3.0199999809265137,2019-08-22
2.9200000762939453,2019-08-23
2.9000000953674316,2019-08-26
2.9100000858306885,2019-08-27
2.8399999141693115,2019-08-28
2.8499999046325684,2019-08-29
2.859999895095825,2019-08-30
2.5999999046325684,2019-09-03
2.75,2019-09-04
2.950000047683716,2019-09-05
2.9800000190734863,2019-09-06
3.140000104904175,2019-09-09
3.319999933242798,2019-09-10
3.2699999809265137,2019-09-11
3.190000057220459,2019-09-12
3.2100000381469727,2019-09-13
3.119999885559082,2019-09-16
3.180000066757202,2019-09-17
3.0799999237060547,2019-09-18
3.0999999046325684,2019-09-19
3.0399999618530273,2019-09-20
2.7200000286102295,2019-09-23
2.1700000762939453,2019-09-24
2.049999952316284,2019-09-25
1.9600000381469727,2019-09-26
1.75,2019-09-27
1.559999942779541,2019-09-30
1.3200000524520874,2019-10-01
1.590000033378601,2019-10-02
1.6399999856948853,2019-10-03
1.6200000047683716,2019-10-04
1.5499999523162842,2019-10-07
1.7000000476837158,2019-10-08
1.6399999856948853,2019-10-09
1.5299999713897705,2019-10-10
1.559999942779541,2019-10-11
1.5299999713897705,2019-10-14
1.5499999523162842,2019-10-15
1.4600000381469727,2019-10-16
1.4600000381469727,2019-10-17
1.5199999809265137,2019-10-18
1.690000057220459,2019-10-21
1.5800000429153442,2019-10-22
1.5299999713897705,2019-10-23
1.5399999618530273,2019-10-24
1.5099999904632568,2019-10-25
1.4800000190734863,2019-10-28
1.3899999856948853,2019-10-29
1.4299999475479126,2019-10-30
1.4500000476837158,2019-10-31
1.5199999809265137,2019-11-01
1.7100000381469727,2019-11-04
2.3399999141693115,2019-11-05
2.0299999713897705,2019-11-06
2.069999933242798,2019-11-07
1.9800000190734863,2019-11-08
1.8600000143051147,2019-11-11
1.940000057220459,2019-11-12
1.899999976158142,2019-11-13
1.75,2019-11-14
1.7999999523162842,2019-11-15
1.7999999523162842,2019-11-18
1.8300000429153442,2019-11-19
1.840000033378601,2019-11-20
1.9800000190734863,2019-11-21
1.940000057220459,2019-11-22
2.049999952316284,2019-11-25
2.2799999713897705,2019-11-26
2.4600000381469727,2019-11-27
2.2699999809265137,2019-11-29
2.440000057220459,2019-12-02
2.4000000953674316,2019-12-03
2.4200000762939453,2019-12-04
2.2699999809265137,2019-12-05
2.259999990463257,2019-12-06
2.2200000286102295,2019-12-09
2.2699999809265137,2019-12-10
2.259999990463257,2019-12-11
2.2699999809265137,2019-12-12
2.390000104904175,2019-12-13
2.4800000190734863,2019-12-16
2.5899999141693115,2019-12-17
2.630000114440918,2019-12-18
2.619999885559082,2019-12-19
2.690000057220459,2019-12-20
2.6700000762939453,2019-12-23
2.5299999713897705,2019-12-24
2.509999990463257,2019-12-26
2.4200000762939453,2019-12-27
3.7200000286102295,2019-12-30
4.019999980926514,2019-12-31
3.7200000286102295,2020-01-02
3.8299999237060547,2020-01-03
3.680000066757202,2020-01-06
3.240000009536743,2020-01-07
3.390000104904175,2020-01-08
3.4600000381469727,2020-01-09
3.509999990463257,2020-01-10
3.700000047683716,2020-01-13
3.759999990463257,2020-01-14
4.289999961853027,2020-01-15
4.369999885559082,2020-01-16
4.670000076293945,2020-01-17
5.170000076293945,2020-01-21
4.789999961853027,2020-01-22
4.920000076293945,2020-01-23
4.659999847412109,2020-01-24
4.010000228881836,2020-01-27
4.210000038146973,2020-01-28
4.269999980926514,2020-01-29
4.079999923706055,2020-01-30
3.7799999713897705,2020-01-31
4.059999942779541,2020-02-03
4.510000228881836,2020-02-04
4.389999866485596,2020-02-05
4.079999923706055,2020-02-06
3.809999942779541,2020-02-07
3.869999885559082,2020-02-10
3.9600000381469727,2020-02-11
4.070000171661377,2020-02-12
4.03000020980835,2020-02-13
3.7699999809265137,2020-02-14
3.799999952316284,2020-02-18
4.079999923706055,2020-02-19
4.260000228881836,2020-02-20
4.079999923706055,2020-02-21
3.880000114440918,2020-02-24
4.400000095367432,2020-02-25
4.340000152587891,2020-02-26
4.139999866485596,2020-02-27
4.130000114440918,2020-02-28
4.110000133514404,2020-03-02
4.059999942779541,2020-03-03
3.869999885559082,2020-03-04
3.7200000286102295,2020-03-05
3.549999952316284,2020-03-06
3.2899999618530273,2020-03-09
3.5,2020-03-10
3.319999933242798,2020-03-11
3.130000114440918,2020-03-12
3.109999895095825,2020-03-13
2.940000057220459,2020-03-16
2.9000000953674316,2020-03-17
2.430000066757202,2020-03-18
2.380000114440918,2020-03-19
2.4000000953674316,2020-03-20
2.369999885559082,2020-03-23
2.5999999046325684,2020-03-24
2.759999990463257,2020-03-25
2.930000066757202,2020-03-26
2.8399999141693115,2020-03-27
2.7100000381469727,2020-03-30
2.7799999713897705,2020-03-31
2.6500000953674316,2020-04-01
2.390000104904175,2020-04-02
2.4000000953674316,2020-04-03
2.4700000286102295,2020-04-06
2.700000047683716,2020-04-07
2.740000009536743,2020-04-08
2.6700000762939453,2020-04-09
2.9700000286102295,2020-04-13
3.009999990463257,2020-04-14
3.200000047683716,2020-04-15
3.25,2020-04-16
3.2100000381469727,2020-04-17
3.190000057220459,2020-04-20
3.0199999809265137,2020-04-21
3.0899999141693115,2020-04-22
3.059999942779541,2020-04-23
2.940000057220459,2020-04-24
3.240000009536743,2020-04-27
3.3399999141693115,2020-04-28
3.609999895095825,2020-04-29
3.4100000858306885,2020-04-30
3.180000066757202,2020-05-01
3.3399999141693115,2020-05-04
3.2799999713897705,2020-05-05
3.619999885559082,2020-05-06
3.630000114440918,2020-05-07
3.7699999809265137,2020-05-08
3.740000009536743,2020-05-11
3.619999885559082,2020-05-12
3.440000057220459,2020-05-13
3.450000047683716,2020-05-14
3.369999885559082,2020-05-15
3.609999895095825,2020-05-18
3.690000057220459,2020-05-19
3.4800000190734863,2020-05-20
3.3299999237060547,2020-05-21
3.2699999809265137,2020-05-22
3.819999933242798,2020-05-26
4.170000076293945,2020-05-27
3.8299999237060547,2020-05-28
3.9800000190734863,2020-05-29
4.260000228881836,2020-06-01
4.699999809265137,2020-06-02
5.599999904632568,2020-06-03
5.96999979019165,2020-06-04
5.590000152587891,2020-06-05
5.96999979019165,2020-06-08
6.679999828338623,2020-06-09
6.300000190734863,2020-06-10
5.909999847412109,2020-06-11
6.099999904632568,2020-06-12
6.829999923706055,2020-06-15
6.989999771118164,2020-06-16
6.840000152587891,2020-06-17
7.179999828338623,2020-06-18
7.340000152587891,2020-06-19
7.429999828338623,2020-06-22
7.230000019073486,2020-06-23
6.860000133514404,2020-06-24
7.079999923706055,2020-06-25
6.900000095367432,2020-06-26
7.230000019073486,2020-06-29
7.71999979019165,2020-06-30
7.909999847412109,2020-07-01
9.380000114440918,2020-07-02
11.510000228881836,2020-07-06
13.220000267028809,2020-07-07
12.880000114440918,2020-07-08
14.569999694824219,2020-07-09
14.979999542236328,2020-07-10
13.84000015258789,2020-07-13
14.09000015258789,2020-07-14
13.520000457763672,2020-07-15
12.9399995803833,2020-07-16
11.09000015258789,2020-07-17
12.819999694824219,2020-07-20
12.880000114440918,2020-07-21
12.380000114440918,2020-07-22
12.149999618530273,2020-07-23
11.819999694824219,2020-07-24
11.6899995803833,2020-07-27
12.270000457763672,2020-07-28
12.699999809265137,2020-07-29
12.199999809265137,2020-07-30
11.9399995803833,2020-07-31
13.600000381469727,2020-08-03
13.640000343322754,2020-08-04
13.920000076293945,2020-08-05
13.84000015258789,2020-08-06
13.420000076293945,2020-08-07
14.210000038146973,2020-08-10
12.989999771118164,2020-08-11
13.359999656677246,2020-08-12
13.359999656677246,2020-08-13
13.100000381469727,2020-08-14
14.050000190734863,2020-08-17
14.300000190734863,2020-08-18
14.0600004196167,2020-08-19
13.779999732971191,2020-08-20
14.119999885559082,2020-08-21
14.970000267028809,2020-08-24
17.84000015258789,2020-08-25
20.440000534057617,2020-08-26
19.8799991607666,2020-08-27
18.5,2020-08-28
19.030000686645508,2020-08-31
20.1200008392334,2020-09-01
19.899999618530273,2020-09-02
18.700000762939453,2020-09-03
17.979999542236328,2020-09-04
17.030000686645508,2020-09-08
18.09000015258789,2020-09-09
17.739999771118164,2020-09-10
17.969999313354492,2020-09-11
18.729999542236328,2020-09-14
19.190000534057617,2020-09-15
19.010000228881836,2020-09-16
19.299999237060547,2020-09-17
19.40999984741211,2020-09-18
18.809999465942383,2020-09-21
19.229999542236328,2020-09-22
17.959999084472656,2020-09-23
17.850000381469727,2020-09-24
18.31999969482422,2020-09-25
18.809999465942383,2020-09-28
20.850000381469727,2020-09-29
21.219999313354492,2020-09-30
21.760000228881836,2020-10-01
21.18000030517578,2020-10-02
21.59000015258789,2020-10-05
20.670000076293945,2020-10-06
21.559999465942383,2020-10-07
21.440000534057617,2020-10-08
21.469999313354492,2020-10-09
21.850000381469727,2020-10-12
21.6200008392334,2020-10-13
26.5,2020-10-14
28.06999969482422,2020-10-15
28.479999542236328,2020-10-16
27.6299991607666,2020-10-19
27.959999084472656,2020-10-20
27.860000610351562,2020-10-21
27.3799991607666,2020-10-22
27.15999984741211,2020-10-23
26.010000228881836,2020-10-26
28.440000534057617,2020-10-27
27.510000228881836,2020-10-28
31.989999771118164,2020-10-29
30.579999923706055,2020-10-30
33.31999969482422,2020-11-02
35.5,2020-11-03
37.709999084472656,2020-11-04
42.349998474121094,2020-11-05
41.630001068115234,2020-11-06
44.02000045776367,2020-11-09
41.54999923706055,2020-11-10
43.08000183105469,2020-11-11
48.29999923706055,2020-11-12
44.560001373291016,2020-11-13
45.58000183105469,2020-11-16
46.59000015258789,2020-11-17
45.060001373291016,2020-11-18
48.45000076293945,2020-11-19
49.25,2020-11-20
55.380001068115234,2020-11-23
53.5099983215332,2020-11-24
53.689998626708984,2020-11-25
54.0,2020-11-27
50.529998779296875,2020-11-30
45.36000061035156,2020-12-01
47.97999954223633,2020-12-02
45.349998474121094,2020-12-03
43.040000915527344,2020-12-04
45.11000061035156,2020-12-07
46.560001373291016,2020-12-08
44.0099983215332,2020-12-09
45.220001220703125,2020-12-10
41.97999954223633,2020-12-11
40.97999954223633,2020-12-14
43.5,2020-12-15
44.66999816894531,2020-12-16
46.0,2020-12-17
46.720001220703125,2020-12-18
48.95000076293945,2020-12-21
47.58000183105469,2020-12-22
47.0099983215332,2020-12-23
45.77000045776367,2020-12-24
44.060001373291016,2020-12-28
46.13999938964844,2020-12-29
48.380001068115234,2020-12-30
48.7400016784668,2020-12-31
53.4900016784668,2021-01-04
53.20000076293945,2021-01-05
50.5,2021-01-06
54.279998779296875,2021-01-07
58.91999816894531,2021-01-08
62.70000076293945,2021-01-11
62.040000915527344,2021-01-12
62.150001525878906,2021-01-13
60.869998931884766,2021-01-14
56.27000045776367,2021-01-15
58.439998626708984,2021-01-19
57.709999084472656,2021-01-20
58.34000015258789,2021-01-21
61.95000076293945,2021-01-22
59.9900016784668,2021-01-25
60.310001373291016,2021-01-26
57.150001525878906,2021-01-27
58.369998931884766,2021-01-28
57.0,2021-01-29
56.9900016784668,2021-02-01
55.77000045776367,2021-02-02
57.97999954223633,2021-02-03
57.599998474121094,2021-02-04
56.66999816894531,2021-02-05
59.06999969482422,2021-02-08
62.84000015258789,2021-02-09
61.2599983215332,2021-02-10
60.27000045776367,2021-02-11
59.849998474121094,2021-02-12
59.22999954223633,2021-02-16
57.31999969482422,2021-02-17
54.43000030517578,2021-02-18
55.040000915527344,2021-02-19
50.68000030517578,2021-02-22
