MO,Date
0.0018962916219606996,1962-08-08
0.0018759759841486812,1962-08-09
0.0019098372431471944,1962-08-10
0.0019098372431471944,1962-08-13
0.0019030635012313724,1962-08-14
0.0019166074926033616,1962-08-15
0.0019064494408667088,1962-08-16
0.0019166074926033616,1962-08-17
0.0019166074926033616,1962-08-20
0.0018962916219606996,1962-08-21
0.001889518927782774,1962-08-22
0.0018962916219606996,1962-08-23
0.001889518927782774,1962-08-24
0.0019064494408667088,1962-08-27
0.0019064494408667088,1962-08-28
0.0018962916219606996,1962-08-29
0.0018962916219606996,1962-08-30
0.0019098372431471944,1962-08-31
0.0018962916219606996,1962-09-04
0.001862431992776692,1962-09-05
0.0019166074926033616,1962-09-06
0.0018962916219606996,1962-09-07
0.0018759759841486812,1962-09-10
0.0018692021258175373,1962-09-11
0.0018962916219606996,1962-09-12
0.0018962916219606996,1962-09-13
0.001893556327559054,1962-09-14
0.0019004185451194644,1962-09-17
0.0019072764553129673,1962-09-18
0.0018798357341438532,1962-09-19
0.001893556327559054,1962-09-20
0.0018386595183983445,1962-09-21
0.0018318000948056579,1962-09-24
0.0018386595183983445,1962-09-25
0.0018283685203641653,1962-09-26
0.0018283685203641653,1962-09-27
0.0018661142094060779,1962-09-28
0.0018455191748216748,1962-10-01
0.0018764074193313718,1962-10-02
0.0018626863602548838,1962-10-03
0.0018455191748216748,1962-10-04
0.0018661142094060779,1962-10-05
0.0018283685203641653,1962-10-08
0.0018386595183983445,1962-10-09
0.0018386595183983445,1962-10-10
0.0018386595183983445,1962-10-11
0.001848949701525271,1962-10-12
0.0018420888809487224,1962-10-15
0.0018386595183983445,1962-10-16
0.0018386595183983445,1962-10-17
0.0018112189136445522,1962-10-18
0.001818078220821917,1962-10-19
0.001770056551322341,1962-10-22
0.0017083139391615987,1962-10-23
0.0017288955859839916,1962-10-24
0.0017151739448308945,1962-10-25
0.0017288955859839916,1962-10-26
0.0017494758358225226,1962-10-29
0.001756336074322462,1962-10-30
0.0017837766790762544,1962-10-31
0.001797496690414846,1962-11-01
0.001859256997704506,1962-11-02
0.0019038469763472676,1962-11-05
0.0019415785791352391,1962-11-07
0.0019655900541692972,1962-11-08
0.0019553001038730145,1962-11-09
0.001986169721931219,1962-11-12
0.0019690205808728933,1962-11-13
0.0019758797716349363,1962-11-14
0.001972450874745846,1962-11-15
0.0019553001038730145,1962-11-16
0.00192099844571203,1962-11-19
0.0019484389340505004,1962-11-20
0.0019896000158041716,1962-11-21
0.0020033209584653378,1962-11-23
0.0020582028664648533,1962-11-26
0.002123391255736351,1962-11-27
0.0021268220152705908,1962-11-28
0.0021336807403713465,1962-11-29
0.0021131006069481373,1962-11-30
0.0021131006069481373,1962-12-03
0.0021371108014136553,1962-12-04
0.0021062400192022324,1962-12-05
0.002078783931210637,1962-12-06
0.0020684932824224234,1962-12-07
0.002017040504142642,1962-12-10
0.0020513422787189484,1962-12-11
0.002044483320787549,1962-12-12
0.002044483320787549,1962-12-13
0.00206254655495286,1962-12-14
0.002072964096441865,1962-12-17
0.002076434902846813,1962-12-18
0.002083379775285721,1962-12-19
0.002128533087670803,1962-12-20
0.0021180997136980295,1962-12-21
0.0020972660277038813,1962-12-24
0.0020903246477246284,1962-12-26
0.0020868517458438873,1962-12-27
0.0020799068734049797,1962-12-28
0.002038242295384407,1962-12-31
0.0020660199224948883,1963-01-02
0.002083379775285721,1963-01-03
0.002114628441631794,1963-01-04
0.0021042125299572945,1963-01-07
0.0021042125299572945,1963-01-08
0.002083379775285721,1963-01-09
0.002083379775285721,1963-01-10
0.0020903246477246284,1963-01-11
0.002093795919790864,1963-01-14
0.002055603777989745,1963-01-15
0.002093795919790864,1963-01-16
0.002069491660222411,1963-01-17
0.002072964096441865,1963-01-18
0.002072964096441865,1963-01-21
0.0020590745843946934,1963-01-22
0.002055603777989745,1963-01-23
0.0020278252195566893,1963-01-24
0.002020881511271,1963-01-25
0.0020417149644345045,1963-01-28
0.0020417149644345045,1963-01-29
0.0020278252195566893,1963-01-30
0.002055603777989745,1963-01-31
0.002083379775285721,1963-02-01
0.0021180997136980295,1963-02-04
0.002107685199007392,1963-02-05
0.0021806140430271626,1963-02-06
0.0021424219012260437,1963-02-07
0.002138949930667877,1963-02-08
0.002138949930667877,1963-02-11
0.002128533087670803,1963-02-12
0.0021250599529594183,1963-02-13
0.0021180997136980295,1963-02-14
0.002083379775285721,1963-02-15
0.002069491660222411,1963-02-18
0.002020881511271,1963-02-19
0.002034770790487528,1963-02-20
0.0020278252195566893,1963-02-21
0.002020881511271,1963-02-25
0.002034770790487528,1963-02-26
0.002013936871662736,1963-02-27
0.0020486596040427685,1963-02-28
0.0020278252195566893,1963-03-01
0.0020278252195566893,1963-03-04
0.0020278252195566893,1963-03-05
0.0020486596040427685,1963-03-06
0.002069491660222411,1963-03-07
0.0020903246477246284,1963-03-08
0.0021563090849667788,1963-03-11
0.0021806140430271626,1963-03-12
0.002201447496190667,1963-03-13
0.002191622741520405,1963-03-14
0.0021740628872066736,1963-03-15
0.0021670402493327856,1963-03-18
0.0021565023344010115,1963-03-19
0.0021810864564031363,1963-03-20
0.0021740628872066736,1963-03-21
0.0021775749046355486,1963-03-22
0.0021740628872066736,1963-03-25
0.0022197191137820482,1963-03-26
0.002223230665549636,1963-03-27
0.002223230665549636,1963-03-28
0.0022197191137820482,1963-03-29
0.0022548381239175797,1963-04-01
0.0022688861936330795,1963-04-02
0.002296982565894723,1963-04-03
0.0023461508098989725,1963-04-04
0.0023040054365992546,1963-04-05
0.0023426369298249483,1963-04-08
0.002374245785176754,1963-04-09
0.0023601974826306105,1963-04-10
0.0023672222159802914,1963-04-11
0.002395317191258073,1963-04-15
0.0024164076894521713,1963-04-16
0.0024796221405267715,1963-04-17
0.0024725974071770906,1963-04-18
0.0025006935466080904,1963-04-19
0.0025287875905632973,1963-04-22
0.0025287875905632973,1963-04-23
0.0025042053312063217,1963-04-24
0.0024936688132584095,1963-04-25
0.0024866443127393723,1963-04-26
0.0024725974071770906,1963-04-29
0.002451526001095772,1963-04-30
0.002451526001095772,1963-05-01
0.002405870007351041,1963-05-02
0.0024164076894521713,1963-05-03
0.0024234300944954157,1963-05-06
0.0024304527323693037,1963-05-07
0.0024234300944954157,1963-05-08
0.002412893809378147,1963-05-09
0.002374245785176754,1963-05-10
0.0023812702856957912,1963-05-13
0.0024093834217637777,1963-05-14
0.002402356592938304,1963-05-15
0.0023601974826306105,1963-05-16
0.002349663758650422,1963-05-17
0.0023461508098989725,1963-05-20
0.0023531729821115732,1963-05-21
0.0023812702856957912,1963-05-22
0.002402356592938304,1963-05-23
0.002402356592938304,1963-05-24
0.0024093834217637777,1963-05-27
0.002412893809378147,1963-05-28
0.0024199176114052534,1963-05-29
0.0024269414134323597,1963-05-31
0.002412893809378147,1963-06-03
0.0024269414134323597,1963-06-04
0.0024093834217637777,1963-06-05
0.0023531729821115732,1963-06-06
0.0023637101985514164,1963-06-07
0.0022829335648566484,1963-06-10
0.0022443030029535294,1963-06-11
0.0021389273460954428,1963-06-12
0.0021986470092087984,1963-06-13
0.0022100252099335194,1963-06-14
0.002231343649327755,1963-06-17
0.0022171312011778355,1963-06-18
0.0022277911193668842,1963-06-19
0.0022064736112952232,1963-06-20
0.0022029185201972723,1963-06-21
0.0022171312011778355,1963-06-24
0.0022420010063797235,1963-06-25
0.0022455553989857435,1963-06-26
0.0022562139201909304,1963-06-27
0.002252660458907485,1963-06-28
0.0022100252099335194,1963-07-01
0.0022171312011778355,1963-07-02
0.0022277911193668842,1963-07-03
0.002252660458907485,1963-07-05
0.0022455553989857435,1963-07-08
0.002263318281620741,1963-07-09
0.0022704245056957006,1963-07-10
0.0022668710444122553,1963-07-11
0.0022242364939302206,1963-07-12
0.0022100252099335194,1963-07-15
0.0021744954865425825,1963-07-16
0.0021176363807171583,1963-07-17
0.0020998711697757244,1963-07-18
0.0020821052603423595,1963-07-19
0.0020465778652578592,1963-07-22
0.0020323649514466524,1963-07-23
0.0020359193440526724,1963-07-24
0.0020750013645738363,1963-07-25
0.002089213114231825,1963-07-26
0.0020963179413229227,1963-07-29
0.0021105294581502676,1963-07-30
0.002103422535583377,1963-07-31
0.002103422535583377,1963-08-01
0.002103422535583377,1963-08-02
0.002146058017387986,1963-08-05
0.002213577274233103,1963-08-06
0.0021673734299838543,1963-08-07
0.002131848130375147,1963-08-08
0.002124740509316325,1963-08-09
0.002128293737769127,1963-08-12
0.002131848130375147,1963-08-13
0.002138952724635601,1963-08-14
0.0021567177027463913,1963-08-15
0.002131848130375147,1963-08-16
0.0020821052603423595,1963-08-19
0.0020750013645738363,1963-08-20
0.0020750013645738363,1963-08-21
0.0020750013645738363,1963-08-22
0.002103422535583377,1963-08-23
0.002103422535583377,1963-08-26
0.0020963179413229227,1963-08-27
0.0021673734299838543,1963-08-28
0.0021673734299838543,1963-08-29
0.0021958143915981054,1963-08-30
0.0022384498734027147,1963-09-03
0.0022242364939302206,1963-09-04
0.0022242364939302206,1963-09-05
0.0022029185201972723,1963-09-06
0.0021958143915981054,1963-09-09
0.0021744954865425825,1963-09-10
0.002188708633184433,1963-09-11
0.002142503624781966,1963-09-12
0.0021567177027463913,1963-09-13
0.0021286816336214542,1963-09-16
0.0020855353213846684,1963-09-17
0.0021035135723650455,1963-09-18
0.002125085797160864,1963-09-19
0.0021071075461804867,1963-09-20
0.0020927265286445618,1963-09-23
0.0021071075461804867,1963-09-24
0.0021142989862710238,1963-09-25
0.0021142989862710238,1963-09-26
0.0021107043139636517,1963-09-27
0.0021071075461804867,1963-09-30
0.0021071075461804867,1963-10-01
0.0021142989862710238,1963-10-02
0.002161040436476469,1963-10-03
0.0022293708752840757,1963-10-04
0.002204204211011529,1963-10-07
0.002171827480196953,1963-10-08
0.0021826147567480803,1963-10-09
0.002196995774284005,1963-10-10
0.002186210360378027,1963-10-11
0.002186210360378027,1963-10-14
0.002171827480196953,1963-10-15
0.002171827480196953,1963-10-16
0.002179020782932639,1963-10-17
0.0022293708752840757,1963-10-18
0.002240158384665847,1963-10-21
0.0022365637123584747,1963-10-22
0.0022365637123584747,1963-10-23
0.0022365637123584747,1963-10-24
0.002222182461991906,1963-10-25
0.002218587091192603,1963-10-28
0.002186210360378027,1963-10-29
0.002204204211011529,1963-10-30
0.0022077991161495447,1963-10-31
0.0021646362729370594,1963-11-01
0.002143064048141241,1963-11-04
0.0021178938914090395,1963-11-06
0.0021107043139636517,1963-11-07
0.0021107043139636517,1963-11-08
0.0020927265286445618,1963-11-11
0.0020675580017268658,1963-11-12
0.0020531758200377226,1963-11-13
0.0020459843799471855,1963-11-14
0.0020459843799471855,1963-11-15
0.0020280075259506702,1963-11-18
0.0020280075259506702,1963-11-19
0.0020316028967499733,1963-11-20
0.002013624645769596,1963-11-21
0.0019992419984191656,1963-11-22
0.0020675580017268658,1963-11-26
0.0020280075259506702,1963-11-27
0.0020603658631443977,1963-11-29
0.0020172197837382555,1963-12-02
0.0020280075259506702,1963-12-03
0.0020351975690573454,1963-12-04
0.002013624645769596,1963-12-05
0.0019740744028240442,1963-12-06
0.001984858652576804,1963-12-09
0.0019992419984191656,1963-12-10
0.0019776716362684965,1963-12-11
0.001984858652576804,1963-12-12
0.0020064343698322773,1963-12-13
0.0020690958481281996,1963-12-16
0.002171087544411421,1963-12-17
0.002141945995390415,1963-12-18
0.0021128065418452024,1963-12-19
0.0021200908813625574,1963-12-20
0.0021128065418452024,1963-12-23
0.002141945995390415,1963-12-24
0.002156514208763838,1963-12-26
0.002156514208763838,1963-12-27
0.0021200908813625574,1963-12-30
0.0021528732031583786,1963-12-31
0.002141945995390415,1964-01-02
0.0021674439776688814,1964-01-03
0.002156514208763838,1964-01-06
0.0021310190204530954,1964-01-07
0.0021638015750795603,1964-01-08
0.002185655990615487,1964-01-09
0.002185655990615487,1964-01-10
0.0021601582411676645,1964-01-13
0.0021492308005690575,1964-01-14
0.0021492308005690575,1964-01-15
0.002156514208763838,1964-01-16
0.002127374755218625,1964-01-17
0.0020618089474737644,1964-01-20
0.002039955696091056,1964-01-21
0.0020545253064483404,1964-01-22
0.001981674460694194,1964-01-23
0.002003531204536557,1964-01-24
0.001996244303882122,1964-01-27
0.001992602599784732,1964-01-28
0.002003531204536557,1964-01-29
0.002025384223088622,1964-01-30
0.0020581677090376616,1964-01-31
0.002065453212708235,1964-02-03
0.0020690958481281996,1964-02-04
0.0021200908813625574,1964-02-05
0.0020800235215574503,1964-02-06
0.0020763815846294165,1964-02-07
0.0020909502636641264,1964-02-10
0.0020545253064483404,1964-02-11
0.0020618089474737644,1964-02-12
0.0020545253064483404,1964-02-13
0.002065453212708235,1964-02-14
0.0020690958481281996,1964-02-17
0.002098236232995987,1964-02-18
0.0021128065418452024,1964-02-19
0.0021455890964716673,1964-02-20
0.0021346616558730602,1964-02-24
0.002156514208763838,1964-02-25
0.002171087544411421,1964-02-26
0.0021674439776688814,1964-02-27
0.0021601582411676645,1964-02-28
0.0021346616558730602,1964-03-02
0.0021346616558730602,1964-03-03
0.0021346616558730602,1964-03-04
0.0021383038256317377,1964-03-05
0.002127374755218625,1964-03-06
0.002127374755218625,1964-03-09
0.0021310190204530954,1964-03-10
0.0021310190204530954,1964-03-11
0.002139142481610179,1964-03-12
0.002146517625078559,1964-03-13
0.0021612702403217554,1964-03-16
0.0021944602485746145,1964-03-17
0.0021723343525081873,1964-03-18
0.0021538936998695135,1964-03-19
0.002139142481610179,1964-03-20
0.002142829354852438,1964-03-23
0.002157581737264991,1964-03-24
0.0021538936998695135,1964-03-25
0.0021797080989927053,1964-03-26
0.002227652119472623,1964-03-30
0.0022940519265830517,1964-03-31
0.0023161813151091337,1964-04-01
0.0023641246370971203,1964-04-02
0.002349372021853924,1964-04-03
0.0023309311363846064,1964-04-06
0.0023161813151091337,1964-04-07
0.002353058662265539,1964-04-08
0.002393627306446433,1964-04-09
0.002397313481196761,1964-04-10
0.002419441705569625,1964-04-13
0.0024710737634450197,1964-04-14
0.0025042661000043154,1964-04-15
0.0024747622665017843,1964-04-16
0.002441569697111845,1964-04-17
0.002441569697111845,1964-04-20
0.002423130441457033,1964-04-21
0.002423130441457033,1964-04-22
0.002412066562101245,1964-04-23
0.002415754832327366,1964-04-24
0.002408377593383193,1964-04-27
0.002408377593383193,1964-04-28
0.0024046902544796467,1964-04-29
0.002389939734712243,1964-04-30
0.002382563892751932,1964-05-01
0.002389939734712243,1964-05-04
0.0023788760881870985,1964-05-05
0.002389939734712243,1964-05-06
0.002389939734712243,1964-05-07
0.002393627306446433,1964-05-08
0.002397313481196761,1964-05-11
0.0024046902544796467,1964-05-12
0.002389939734712243,1964-05-13
0.002389939734712243,1964-05-14
0.002393627306446433,1964-05-15
0.0023862512316554785,1964-05-18
0.002375187585130334,1964-05-19
0.002375187585130334,1964-05-20
0.002389939734712243,1964-05-21
0.002382563892751932,1964-05-22
0.002382563892751932,1964-05-25
0.002389939734712243,1964-05-26
0.0023678105790168047,1964-05-27
0.00236043450422585,1964-05-28
0.00236043450422585,1964-06-01
0.00236043450422585,1964-06-02
0.00236043450422585,1964-06-03
0.00236043450422585,1964-06-04
0.002375187585130334,1964-06-05
0.002345684915781021,1964-06-08
0.0023678105790168047,1964-06-09
0.002375187585130334,1964-06-10
0.002382563892751932,1964-06-11
0.0024046902544796467,1964-06-12
0.002397313481196761,1964-06-15
0.0023943413980305195,1964-06-16
0.0023943413980305195,1964-06-17
0.002386883134022355,1964-06-18
0.0023794244043529034,1964-06-19
0.0023756958544254303,1964-06-22
0.002371966140344739,1964-06-23
0.002327216323465109,1964-06-24
0.0023048410657793283,1964-06-25
0.002312298631295562,1964-06-26
0.0023160267155617476,1964-06-29
0.0023160267155617476,1964-06-30
0.0023234854452311993,1964-07-01
0.0023197559639811516,1964-07-02
0.002327216323465109,1964-07-06
0.002327216323465109,1964-07-07
0.002349589020013809,1964-07-08
0.0023346724919974804,1964-07-09
0.0023197559639811516,1964-07-10
0.002312298631295562,1964-07-13
0.002297380706295371,1964-07-14
0.0023197559639811516,1964-07-15
0.0023048410657793283,1964-07-16
0.0022936526220291853,1964-07-17
0.0022936526220291853,1964-07-20
0.0022712599020451307,1964-07-21
0.0022675294894725084,1964-07-22
0.0022526122629642487,1964-07-23
0.0022526122629642487,1964-07-24
0.002260071225464344,1964-07-27
0.002241425449028611,1964-07-28
0.002237692940980196,1964-07-29
0.0022302381694316864,1964-07-30
0.00220413226634264,1964-07-31
0.00220413226634264,1964-08-03
0.0021892166696488857,1964-08-04
0.0021892166696488857,1964-08-05
0.0021817567758262157,1964-08-06
0.0021892166696488857,1964-08-07
0.0021817567758262157,1964-08-10
0.0022227796725928783,1964-08-11
0.002278718166053295,1964-08-12
0.0022861920297145844,1964-08-13
0.002282464876770973,1964-08-14
0.002312298631295562,1964-08-17
0.002312298631295562,1964-08-18
0.002371966140344739,1964-08-19
0.002386883134022355,1964-08-20
0.0023943413980305195,1964-08-21
0.0023980725090950727,1964-08-24
0.0023645078763365746,1964-08-25
0.0023756958544254303,1964-08-26
0.0023980725090950727,1964-08-27
0.002386883134022355,1964-08-28
0.002401799662038684,1964-08-31
0.002401799662038684,1964-09-01
0.002427905099466443,1964-09-02
0.0024167178198695183,1964-09-03
0.0024167178198695183,1964-09-04
0.0024167178198695183,1964-09-08
0.0024540096055716276,1964-09-09
0.002472657710313797,1964-09-10
0.0024689263664186,1964-09-11
0.0024763864930719137,1964-09-14
0.0024809190072119236,1964-09-15
0.0024696101900190115,1964-09-16
0.0024545283522456884,1964-09-17
0.002465838799253106,1964-09-18
0.002413057256489992,1964-09-21
0.002413057256489992,1964-09-22
0.0023828954435884953,1964-09-23
0.002367816399782896,1964-09-24
0.0023753545247018337,1964-09-25
0.002367816399782896,1964-09-28
0.0023828954435884953,1964-09-29
0.0024055165704339743,1964-09-30
0.002413057256489992,1964-10-01
0.0023942056577652693,1964-10-02
0.002390436362475157,1964-10-05
0.002390436362475157,1964-10-06
0.0023828954435884953,1964-10-07
0.0023979761172086,1964-10-08
0.0023866656702011824,1964-10-09
0.002390436362475157,1964-10-12
0.002390436362475157,1964-10-13
0.0023979761172086,1964-10-14
0.0023828954435884953,1964-10-15
0.0023753545247018337,1964-10-16
0.0023527357261627913,1964-10-19
0.0023753545247018337,1964-10-20
0.0023866656702011824,1964-10-21
0.002367816399782896,1964-10-22
0.0023602736182510853,1964-10-23
0.0023602736182510853,1964-10-26
0.0023527357261627913,1964-10-27
0.0023565059527754784,1964-10-28
0.0023602736182510853,1964-10-29
0.0023602736182510853,1964-10-30
0.002367816399782896,1964-11-02
0.0023527357261627913,1964-11-04
0.0023602736182510853,1964-11-05
0.002337654121220112,1964-11-06
0.0023225736804306507,1964-11-09
0.002307494869455695,1964-11-10
0.0023225736804306507,1964-11-11
0.002284856280311942,1964-11-12
0.0023188048508018255,1964-11-13
0.0023225736804306507,1964-11-16
0.0023225736804306507,1964-11-17
0.0023225736804306507,1964-11-18
0.0022923953365534544,1964-11-19
0.002281084656715393,1964-11-20
0.002269773744046688,1964-11-23
0.0022735437378287315,1964-11-24
0.0022471542470157146,1964-11-25
0.0022433833219110966,1964-11-27
0.002281084656715393,1964-11-30
0.0022622316610068083,1964-12-01
0.002284856280311942,1964-12-02
0.002307494869455695,1964-12-03
0.0023301157634705305,1964-12-04
0.0023263434413820505,1964-12-07
0.0023301157634705305,1964-12-08
0.002307494869455695,1964-12-09
0.0023225736804306507,1964-12-10
0.002269773744046688,1964-12-11
0.0022773132659494877,1964-12-14
0.0022742729634046555,1964-12-15
0.0023047965951263905,1964-12-16
0.002297166036441922,1964-12-17
0.0022933518048375845,1964-12-18
0.002259007189422846,1964-12-21
0.002259007189422846,1964-12-22
0.002228483324870467,1964-12-23
0.0022132217418402433,1964-12-24
0.0022208529990166426,1964-12-28
0.0022323003504425287,1964-12-29
0.002243747003376484,1964-12-30
0.00223611481487751,1964-12-31
0.002262825146317482,1965-01-04
0.0022742729634046555,1965-01-05
0.002259007189422846,1965-01-06
0.002243747003376484,1965-01-07
0.002243747003376484,1965-01-08
0.002259007189422846,1965-01-11
0.002320061204954982,1965-01-12
0.0023047965951263905,1965-01-13
0.0022857198491692543,1965-01-14
0.0023047965951263905,1965-01-15
0.0023276915308088064,1965-01-18
0.0023544200230389833,1965-01-19
0.002350602764636278,1965-01-20
0.002365866443142295,1965-01-21
0.002381128491833806,1965-01-22
0.002373495139181614,1965-01-25
0.002373495139181614,1965-01-26
0.002365866443142295,1965-01-27
0.002404021332040429,1965-01-28
0.002381128491833806,1965-01-29
0.002346787601709366,1965-02-01
0.002381128491833806,1965-02-02
0.0024269167333841324,1965-02-03
0.0024421780835837126,1965-02-04
0.0024116530548781157,1965-02-05
0.0023963917046785355,1965-02-08
0.0023963917046785355,1965-02-09
0.002404021332040429,1965-02-10
0.0023963917046785355,1965-02-11
0.002404021332040429,1965-02-12
0.0024116530548781157,1965-02-15
0.0024154672864824533,1965-02-16
0.0024154672864824533,1965-02-17
0.0024269167333841324,1965-02-18
0.0024192845448851585,1965-02-19
0.0024269167333841324,1965-02-23
0.0024421780835837126,1965-02-24
0.0024574422277510166,1965-02-25
0.0024574422277510166,1965-02-26
0.0024803339038044214,1965-03-01
0.0024879665579646826,1965-03-02
0.002499413676559925,1965-03-03
0.00250322837382555,1965-03-04
0.002495597582310438,1965-03-05
0.00250322837382555,1965-03-08
0.002564280992373824,1965-03-09
0.0025337543338537216,1965-03-10
0.0025452012196183205,1965-03-11
0.0025884138885885477,1965-03-12
0.0026385774835944176,1965-03-15
0.002646292094141245,1965-03-16
0.00262698857113719,1965-03-17
0.002599986968562007,1965-03-18
0.0025884138885885477,1965-03-19
0.002592271426692605,1965-03-22
0.002592271426692605,1965-03-23
0.002599986968562007,1965-03-24
0.002569127595052123,1965-03-25
0.002522839931771159,1965-03-26
0.002561413450166583,1965-03-29
0.002553697908297181,1965-03-30
0.002592271426692605,1965-03-31
0.002599986968562007,1965-04-01
0.002569127595052123,1965-04-02
0.0026077013462781906,1965-04-05
0.002592271426692605,1965-04-06
0.002599986968562007,1965-04-07
0.0025961273349821568,1965-04-08
0.0026385774835944176,1965-04-09
0.002669435227289796,1965-04-12
0.0026617206167429686,1965-04-13
0.002654004143550992,1965-04-14
0.0027157238218933344,1965-04-15
0.002723437501117587,1965-04-19
0.0027542950119823217,1965-04-20
0.0027542950119823217,1965-04-21
0.0027774404734373093,1965-04-22
0.002781297080218792,1965-04-23
0.002808298682793975,1965-04-26
0.002792868996039033,1965-04-27
0.002792868996039033,1965-04-28
0.0028005829080939293,1965-04-29
0.002808298682793975,1965-04-30
0.0028391575906425714,1965-05-03
0.0028391575906425714,1965-05-04
0.002846873365342617,1965-05-05
