AVGO,Date
14.303336143493652,2010-03-22
14.504179954528809,2010-03-23
14.073795318603516,2010-03-24
14.095314979553223,2010-03-25
14.281814575195312,2010-03-26
14.504179954528809,2010-03-29
14.618953704833984,2010-03-30
14.748071670532227,2010-03-31
14.705033302307129,2010-04-01
14.532880783081055,2010-04-05
14.834153175354004,2010-04-06
14.690690040588379,2010-04-07
14.41811466217041,2010-04-08
14.35355281829834,2010-04-09
14.36072063446045,2010-04-12
14.453969955444336,2010-04-13
15.458216667175293,2010-04-14
15.75232219696045,2010-04-15
15.694934844970703,2010-04-16
15.709283828735352,2010-04-19
16.046419143676758,2010-04-20
15.66624641418457,2010-04-21
15.443876266479492,2010-04-22
15.415178298950195,2010-04-23
15.630383491516113,2010-04-26
15.06369400024414,2010-04-27
15.070871353149414,2010-04-28
15.350622177124023,2010-04-29
14.712207794189453,2010-04-30
15.149775505065918,2010-05-03
14.382246017456055,2010-05-04
14.05227279663086,2010-05-05
13.7725191116333,2010-05-06
13.837078094482422,2010-05-07
14.877192497253418,2010-05-10
14.819801330566406,2010-05-11
14.862848281860352,2010-05-12
14.676345825195312,2010-05-13
14.51136302947998,2010-05-14
14.719381332397461,2010-05-17
14.403759002685547,2010-05-18
14.36072063446045,2010-05-19
14.41811466217041,2010-05-20
14.210083961486816,2010-05-21
13.908809661865234,2010-05-24
13.794041633605957,2010-05-25
14.36072063446045,2010-05-26
15.307580947875977,2010-05-27
14.812633514404297,2010-05-28
14.626132011413574,2010-06-01
15.14260196685791,2010-06-02
15.537124633789062,2010-06-03
14.927407264709473,2010-06-04
14.898711204528809,2010-06-07
15.128257751464844,2010-06-08
15.11390495300293,2010-06-09
15.637550354003906,2010-06-10
15.73079776763916,2010-06-11
15.42952823638916,2010-06-14
15.960348129272461,2010-06-15
16.412254333496094,2010-06-16
16.749393463134766,2010-06-17
16.52702522277832,2010-06-18
16.49116325378418,2010-06-21
15.967523574829102,2010-06-22
16.16836929321289,2010-06-23
15.235852241516113,2010-06-24
15.400835037231445,2010-06-25
15.60168170928955,2010-06-28
15.042169570922852,2010-06-29
15.106732368469238,2010-06-30
15.357800483703613,2010-07-01
15.472570419311523,2010-07-02
14.970447540283203,2010-07-06
15.544303894042969,2010-07-07
15.630383491516113,2010-07-08
15.78818130493164,2010-07-09
15.852752685546875,2010-07-12
16.12532615661621,2010-07-13
15.989033699035645,2010-07-14
16.433773040771484,2010-07-15
15.773839950561523,2010-07-16
15.974699974060059,2010-07-19
15.781013488769531,2010-07-20
15.616031646728516,2010-07-21
16.390735626220703,2010-07-22
16.412254333496094,2010-07-23
16.354869842529297,2010-07-26
16.08228874206543,2010-07-27
15.637550354003906,2010-07-28
15.616031646728516,2010-07-29
15.608858108520508,2010-07-30
15.659069061279297,2010-08-02
15.494089126586914,2010-08-03
16.02490997314453,2010-08-04
16.311824798583984,2010-08-05
16.20423126220703,2010-08-06
16.426597595214844,2010-08-09
15.996203422546387,2010-08-10
14.51136302947998,2010-08-11
14.64047622680664,2010-08-12
14.339202880859375,2010-08-13
14.540056228637695,2010-08-16
14.611786842346191,2010-08-17
14.88436222076416,2010-08-18
14.712207794189453,2010-08-19
14.654824256896973,2010-08-20
14.633301734924316,2010-08-23
14.518531799316406,2010-08-24
14.554398536682129,2010-08-25
14.77676773071289,2010-08-26
14.568741798400879,2010-08-27
14.346372604370117,2010-08-30
14.453969955444336,2010-08-31
15.06369400024414,2010-09-01
15.099564552307129,2010-09-02
15.049348831176758,2010-09-03
14.762422561645508,2010-09-07
14.403759002685547,2010-09-08
14.109661102294922,2010-09-09
13.37800407409668,2010-09-10
13.593189239501953,2010-09-13
14.274646759033203,2010-09-14
13.707961082458496,2010-09-15
13.808387756347656,2010-09-16
14.375073432922363,2010-09-17
14.798280715942383,2010-09-20
14.898711204528809,2010-09-21
14.891538619995117,2010-09-22
15.300414085388184,2010-09-23
15.479743003845215,2010-09-24
15.745148658752441,2010-09-27
15.996203422546387,2010-09-28
16.01773452758789,2010-09-29
16.14684295654297,2010-09-30
16.23292350769043,2010-10-01
16.003381729125977,2010-10-04
16.10381507873535,2010-10-05
15.981863975524902,2010-10-06
16.412254333496094,2010-10-07
15.924474716186523,2010-10-08
16.02490997314453,2010-10-11
15.795356750488281,2010-10-12
15.781013488769531,2010-10-13
16.08228874206543,2010-10-14
16.275962829589844,2010-10-15
16.311824798583984,2010-10-18
16.06077003479004,2010-10-19
15.852752685546875,2010-10-20
15.745148658752441,2010-10-21
16.12532615661621,2010-10-22
16.397907257080078,2010-10-25
16.799604415893555,2010-10-26
17.000457763671875,2010-10-27
16.806774139404297,2010-10-28
17.703428268432617,2010-10-29
17.093711853027344,2010-11-01
17.273035049438477,2010-11-02
17.703428268432617,2010-11-03
18.14099884033203,2010-11-04
18.19838523864746,2010-11-05
18.112300872802734,2010-11-08
17.811025619506836,2010-11-09
17.653217315673828,2010-11-10
17.825374603271484,2010-11-11
18.449440002441406,2010-11-12
18.054908752441406,2010-11-15
17.861236572265625,2010-11-16
17.64604377746582,2010-11-17
17.983184814453125,2010-11-18
18.12664222717285,2010-11-19
18.657466888427734,2010-11-22
18.635942459106445,2010-11-23
18.8654842376709,2010-11-24
19.37477684020996,2010-11-26
19.310224533081055,2010-11-29
18.729190826416016,2010-11-30
19.267187118530273,2010-12-01
20.379026412963867,2010-12-02
19.044818878173828,2010-12-03
19.260007858276367,2010-12-06
17.832538604736328,2010-12-07
18.21989631652832,2010-12-08
18.94438934326172,2010-12-09
18.937217712402344,2010-12-10
19.117023468017578,2010-12-13
18.908451080322266,2010-12-14
18.987564086914062,2010-12-15
19.87940216064453,2010-12-16
20.260595321655273,2010-12-17
20.001670837402344,2010-12-20
20.052011489868164,2010-12-21
20.239017486572266,2010-12-22
20.23182487487793,2010-12-23
20.684934616088867,2010-12-27
20.354093551635742,2010-12-28
20.59143829345703,2010-12-29
20.7712459564209,2010-12-30
20.43320655822754,2010-12-31
19.994478225708008,2011-01-03
20.138328552246094,2011-01-04
20.13113021850586,2011-01-05
20.512317657470703,2011-01-06
20.339704513549805,2011-01-07
20.785629272460938,2011-01-10
21.030162811279297,2011-01-11
20.260595321655273,2011-01-12
20.390058517456055,2011-01-13
20.864744186401367,2011-01-14
19.958518981933594,2011-01-18
19.965715408325195,2011-01-19
19.922555923461914,2011-01-20
19.9729061126709,2011-01-21
20.20305061340332,2011-01-24
20.152708053588867,2011-01-25
20.318134307861328,2011-01-26
21.015779495239258,2011-01-27
20.174283981323242,2011-01-28
20.64897346496582,2011-01-31
20.90789031982422,2011-02-01
20.713699340820312,2011-02-02
21.152437210083008,2011-02-03
22.439849853515625,2011-02-04
22.14496421813965,2011-02-07
22.95049476623535,2011-02-08
23.56903076171875,2011-02-09
23.360454559326172,2011-02-10
23.943031311035156,2011-02-11
24.48244285583496,2011-02-14
24.245094299316406,2011-02-15
24.72698974609375,2011-02-16
24.187572479248047,2011-02-17
24.345792770385742,2011-02-18
23.446762084960938,2011-02-22
22.540536880493164,2011-02-23
24.439292907714844,2011-02-24
24.712602615356445,2011-02-25
24.446489334106445,2011-02-28
23.065574645996094,2011-03-01
23.3460693359375,2011-03-02
23.73444938659668,2011-03-03
23.583417892456055,2011-03-04
23.00084114074707,2011-03-07
23.29572868347168,2011-03-08
22.296001434326172,2011-03-09
22.30320167541504,2011-03-10
22.461429595947266,2011-03-11
22.296001434326172,2011-03-14
22.346349716186523,2011-03-15
21.31519889831543,2011-03-16
21.142141342163086,2011-03-17
21.863224029541016,2011-03-18
22.346349716186523,2011-03-21
22.14444351196289,2011-03-22
22.36077308654785,2011-03-23
22.404027938842773,2011-03-24
22.245397567749023,2011-03-25
22.346349716186523,2011-03-28
22.331926345825195,2011-03-29
22.70688819885254,2011-03-30
22.425670623779297,2011-03-31
22.728517532348633,2011-04-01
22.06512451171875,2011-04-04
22.836679458618164,2011-04-05
23.62987518310547,2011-04-06
23.41354751586914,2011-04-07
23.48565673828125,2011-04-08
23.24049186706543,2011-04-11
22.6203556060791,2011-04-12
22.930419921875,2011-04-13
22.404027938842773,2011-04-14
22.887163162231445,2011-04-15
22.78620719909668,2011-04-18
22.908794403076172,2011-04-19
23.478450775146484,2011-04-20
23.507286071777344,2011-04-21
23.247705459594727,2011-04-25
23.327014923095703,2011-04-26
24.07693862915039,2011-04-27
23.71640396118164,2011-04-28
24.127424240112305,2011-04-29
23.903888702392578,2011-05-02
23.19000816345215,2011-05-03
23.464025497436523,2011-05-04
23.96878433227539,2011-05-05
25.172990798950195,2011-05-06
25.569591522216797,2011-05-09
25.82196617126465,2011-05-10
25.8652286529541,2011-05-11
25.28114891052246,2011-05-12
25.158565521240234,2011-05-13
24.704286575317383,2011-05-16
24.71148681640625,2011-05-17
24.971084594726562,2011-05-18
25.10088348388672,2011-05-19
24.798032760620117,2011-05-20
23.096271514892578,2011-05-23
22.865522384643555,2011-05-24
24.877357482910156,2011-05-25
25.028764724731445,2011-05-26
25.245100021362305,2011-05-27
24.36537742614746,2011-05-31
24.35095977783203,2011-06-01
24.170684814453125,2011-06-02
24.437480926513672,2011-06-03
24.03368377685547,2011-06-06
24.5528564453125,2011-06-07
24.09136390686035,2011-06-08
24.682645797729492,2011-06-09
24.35095977783203,2011-06-10
24.134634017944336,2011-06-13
24.675447463989258,2011-06-14
24.26333999633789,2011-06-15
24.125972747802734,2011-06-16
23.496984481811523,2011-06-17
23.677724838256836,2011-06-20
24.632061004638672,2011-06-21
26.027423858642578,2011-06-22
25.897293090820312,2011-06-23
25.680389404296875,2011-06-24
25.629779815673828,2011-06-27
26.714256286621094,2011-06-28
27.26372528076172,2011-06-29
27.473384857177734,2011-06-30
27.950563430786133,2011-07-01
28.167455673217773,2011-07-05
28.254222869873047,2011-07-06
27.950563430786133,2011-07-07
27.44446563720703,2011-07-08
27.032367706298828,2011-07-11
25.600866317749023,2011-07-12
25.579166412353516,2011-07-13
25.434572219848633,2011-07-14
25.67315673828125,2011-07-15
25.3044376373291,2011-07-18
26.172019958496094,2011-07-19
26.07803726196289,2011-07-20
26.5768985748291,2011-07-21
26.80101203918457,2011-07-22
26.092487335205078,2011-07-25
26.504594802856445,2011-07-26
24.313953399658203,2011-07-27
25.04416275024414,2011-07-28
24.313953399658203,2011-07-29
24.003070831298828,2011-08-01
23.17163848876953,2011-08-02
23.699411392211914,2011-08-03
22.340200424194336,2011-08-04
21.212352752685547,2011-08-05
19.657936096191406,2011-08-08
21.42201805114746,2011-08-09
21.147275924682617,2011-08-10
22.202838897705078,2011-08-11
22.441423416137695,2011-08-12
22.85352325439453,2011-08-15
22.39081573486328,2011-08-16
22.195606231689453,2011-08-17
20.684574127197266,2011-08-18
20.453222274780273,2011-08-19
19.9832763671875,2011-08-22
21.15451431274414,2011-08-23
23.3306884765625,2011-08-24
22.32574462890625,2011-08-25
22.7884521484375,2011-08-26
23.750019073486328,2011-08-29
23.952463150024414,2011-08-30
23.93800163269043,2011-08-31
22.8173770904541,2011-09-01
22.506488800048828,2011-09-02
22.74507713317871,2011-09-06
23.641571044921875,2011-09-07
23.923540115356445,2011-09-08
23.352380752563477,2011-09-09
24.241657257080078,2011-09-12
24.81281280517578,2011-09-13
26.43229103088379,2011-09-14
26.642589569091797,2011-09-15
26.4613037109375,2011-09-16
27.084938049316406,2011-09-19
26.338027954101562,2011-09-20
26.091472625732422,2011-09-21
24.64113426208496,2011-09-22
25.235763549804688,2011-09-23
24.728153228759766,2011-09-26
25.010963439941406,2011-09-27
23.937719345092773,2011-09-28
24.053749084472656,2011-09-29
23.76368522644043,2011-09-30
23.125539779663086,2011-10-03
23.451866149902344,2011-10-04
23.647659301757812,2011-10-05
23.894216537475586,2011-10-06
23.843454360961914,2011-10-07
24.409082412719727,2011-10-10
24.16977882385254,2011-10-11
24.401824951171875,2011-10-12
24.69915199279785,2011-10-13
25.88842010498047,2011-10-14
25.424312591552734,2011-10-17
25.989938735961914,2011-10-18
25.112497329711914,2011-10-19
24.64113426208496,2011-10-20
24.53961181640625,2011-10-21
25.63460922241211,2011-10-24
24.97471046447754,2011-10-25
24.488845825195312,2011-10-26
24.481595993041992,2011-10-27
24.358322143554688,2011-10-28
24.488845825195312,2011-10-31
23.93046760559082,2011-11-01
23.64040184020996,2011-11-02
24.89493751525879,2011-11-03
24.93120574951172,2011-11-04
25.07623863220215,2011-11-07
25.185016632080078,2011-11-08
24.097253799438477,2011-11-09
24.0102481842041,2011-11-10
24.86594009399414,2011-11-11
23.995738983154297,2011-11-14
23.923221588134766,2011-11-15
23.27781867980957,2011-11-16
22.62517547607422,2011-11-17
21.6534481048584,2011-11-18
21.35613250732422,2011-11-21
21.327125549316406,2011-11-22
21.008054733276367,2011-11-23
20.623714447021484,2011-11-25
20.725234985351562,2011-11-28
20.935537338256836,2011-11-29
21.696964263916016,2011-11-30
21.68971061706543,2011-12-01
22.59617042541504,2011-12-02
22.50914764404297,2011-12-05
22.342361450195312,2011-12-06
22.63966941833496,2011-12-07
22.248090744018555,2011-12-08
22.19733428955078,2011-12-09
21.363384246826172,2011-12-12
21.203847885131836,2011-12-13
20.819509506225586,2011-12-14
20.85591697692871,2011-12-15
20.972436904907227,2011-12-16
20.062171936035156,2011-12-19
20.99428367614746,2011-12-20
20.32433319091797,2011-12-21
21.13264274597168,2011-12-22
21.402080535888672,2011-12-23
21.36566734313965,2011-12-27
20.928741455078125,2011-12-28
21.205463409423828,2011-12-29
21.016130447387695,2011-12-30
21.081668853759766,2012-01-03
20.717559814453125,2012-01-04
20.746681213378906,2012-01-05
20.615612030029297,2012-01-06
22.006492614746094,2012-01-09
22.319618225097656,2012-01-10
22.720136642456055,2012-01-11
23.069673538208008,2012-01-12
22.989578247070312,2012-01-13
23.04783058166504,2012-01-17
24.715435028076172,2012-01-18
24.482404708862305,2012-01-19
24.620759963989258,2012-01-20
24.511533737182617,2012-01-23
24.66446304321289,2012-01-24
24.72271728515625,2012-01-25
24.817380905151367,2012-01-26
24.74456214904785,2012-01-27
24.562501907348633,2012-01-30
24.715435028076172,2012-01-31
25.21061134338379,2012-02-01
25.487329483032227,2012-02-02
25.582002639770508,2012-02-03
24.977588653564453,2012-02-06
25.181489944458008,2012-02-07
25.399946212768555,2012-02-08
25.582002639770508,2012-02-09
25.115943908691406,2012-02-10
25.348974227905273,2012-02-13
25.130502700805664,2012-02-14
25.472774505615234,2012-02-15
26.11359405517578,2012-02-16
25.662105560302734,2012-02-17
25.829593658447266,2012-02-21
26.142715454101562,2012-02-22
27.082111358642578,2012-02-23
26.448577880859375,2012-02-24
26.92918586730957,2012-02-27
26.951032638549805,2012-02-28
27.38796043395996,2012-02-29
27.176774978637695,2012-03-01
26.6524658203125,2012-03-02
25.81502914428711,2012-03-05
25.71308135986328,2012-03-06
26.03349494934082,2012-03-07
26.52138900756836,2012-03-08
26.776264190673828,2012-03-09
26.6524658203125,2012-03-12
27.40253257751465,2012-03-13
27.023845672607422,2012-03-14
27.593856811523438,2012-03-15
27.6961612701416,2012-03-16
27.81308364868164,2012-03-19
27.79117202758789,2012-03-20
28.032323837280273,2012-03-21
27.732707977294922,2012-03-22
27.842313766479492,2012-03-23
28.383089065551758,2012-03-26
28.3392391204834,2012-03-27
27.747318267822266,2012-03-28
28.01769256591797,2012-03-29
28.478084564208984,2012-03-30
28.273468017578125,2012-04-02
28.039627075195312,2012-04-03
27.338083267211914,2012-04-04
27.484237670898438,2012-04-05
27.462322235107422,2012-04-09
26.89231300354004,2012-04-10
27.389245986938477,2012-04-11
27.878854751586914,2012-04-12
27.243074417114258,2012-04-13
27.07500648498535,2012-04-16
27.57924461364746,2012-04-17
27.389245986938477,2012-04-18
26.095775604248047,2012-04-19
25.05078125,2012-04-20
24.283464431762695,2012-04-23
23.88154411315918,2012-04-24
25.562318801879883,2012-04-25
25.620784759521484,2012-04-26
25.284616470336914,2012-04-27
25.196924209594727,2012-04-30
25.18230438232422,2012-05-01
25.416162490844727,2012-05-02
24.37847328186035,2012-05-03
23.11423110961914,2012-05-04
22.873083114624023,2012-05-07
23.055776596069336,2012-05-08
22.705013275146484,2012-05-09
22.566162109375,2012-05-10
22.610008239746094,2012-05-11
22.748857498168945,2012-05-14
22.69038963317871,2012-05-15
22.485776901245117,2012-05-16
21.974239349365234,2012-05-17
21.937698364257812,2012-05-18
22.58807945251465,2012-05-21
22.851152420043945,2012-05-22
24.49540138244629,2012-05-23
23.757307052612305,2012-05-24
24.22501564025879,2012-05-25
25.175004959106445,2012-05-29
24.159244537353516,2012-05-30
24.18846321105957,2012-05-31
22.639238357543945,2012-06-01
22.31039810180664,2012-06-04
22.95346450805664,2012-06-05
24.093463897705078,2012-06-06
24.078853607177734,2012-06-07
24.729238510131836,2012-06-08
24.29077911376953,2012-06-11
24.787704467773438,2012-06-12
24.87539291381836,2012-06-13
24.449670791625977,2012-06-14
25.00751304626465,2012-06-15
25.513975143432617,2012-06-18
25.469938278198242,2012-06-19
25.88832664489746,2012-06-20
25.30844497680664,2012-06-21
25.5433349609375,2012-06-22
25.110273361206055,2012-06-25
25.242401123046875,2012-06-26
25.61673927307129,2012-06-27
25.183671951293945,2012-06-28
26.35073471069336,2012-06-29
26.0498046875,2012-07-02
26.23329734802246,2012-07-03
26.11586570739746,2012-07-05
25.30844497680664,2012-07-06
24.43498992919922,2012-07-09
24.537744522094727,2012-07-10
24.29552459716797,2012-07-11
23.913843154907227,2012-07-12
24.332237243652344,2012-07-13
24.031288146972656,2012-07-16
24.251489639282227,2012-07-17
24.8019962310791,2012-07-18
26.453502655029297,2012-07-19
25.895662307739258,2012-07-20
25.315793991088867,2012-07-23
25.0882568359375,2012-07-24
25.110273361206055,2012-07-25
26.013093948364258,2012-07-26
26.51956558227539,2012-07-27
26.402124404907227,2012-07-30
27.08475685119629,2012-07-31
26.930601119995117,2012-08-01
26.82050895690918,2012-08-02
27.238876342773438,2012-08-03
27.20952033996582,2012-08-06
27.45175552368164,2012-08-07
27.51047134399414,2012-08-08
27.393022537231445,2012-08-09
27.26824951171875,2012-08-10
26.622314453125,2012-08-13
26.534236907958984,2012-08-14
26.84986114501953,2012-08-15
27.092079162597656,2012-08-16
27.040700912475586,2012-08-17
26.394779205322266,2012-08-20
26.703065872192383,2012-08-21
26.783803939819336,2012-08-22
26.438819885253906,2012-08-23
26.460834503173828,2012-08-24
26.25531578063965,2012-08-27
26.622314453125,2012-08-28
26.86454200744629,2012-08-29
26.438819885253906,2012-08-30
26.842525482177734,2012-08-31
26.343400955200195,2012-09-04
25.8222599029541,2012-09-05
26.87188148498535,2012-09-06
26.570938110351562,2012-09-07
25.69013214111328,2012-09-10
25.660781860351562,2012-09-11
25.858957290649414,2012-09-12
25.741519927978516,2012-09-13
25.734182357788086,2012-09-14
25.895662307739258,2012-09-17
25.925153732299805,2012-09-18
25.84404754638672,2012-09-19
24.885499954223633,2012-09-20
26.183216094970703,2012-09-21
25.512229919433594,2012-09-24
24.339847564697266,2012-09-25
24.671663284301758,2012-09-26
25.733440399169922,2012-09-27
25.71132469177246,2012-09-28
25.578598022460938,2012-10-01
25.379507064819336,2012-10-02
25.490110397338867,2012-10-03
25.379507064819336,2012-10-04
25.39426040649414,2012-10-05
24.98134994506836,2012-10-08
24.76751136779785,2012-10-09
24.030170440673828,2012-10-10
24.280866622924805,2012-10-11
24.317731857299805,2012-10-12
24.47257423400879,2012-10-15
25.32790184020996,2012-10-16
25.150936126708984,2012-10-17
25.106691360473633,2012-10-18
24.47257423400879,2012-10-19
24.627410888671875,2012-10-22
24.50944709777832,2012-10-23
24.133398056030273,2012-10-24
24.8486270904541,2012-10-25
24.94448471069336,2012-10-26
24.35460090637207,2012-10-31
25.438512802124023,2012-11-01
25.04770851135254,2012-11-02
25.305776596069336,2012-11-05
26.013635635375977,2012-11-06
25.040340423583984,2012-11-07
24.95185661315918,2012-11-08
24.6864070892334,2012-11-09
24.78226661682129,2012-11-12
24.5389404296875,2012-11-13
24.35460090637207,2012-11-14
23.77947235107422,2012-11-15
23.550893783569336,2012-11-16
24.148136138916016,2012-11-19
24.192384719848633,2012-11-20
24.19976043701172,2012-11-21
24.738021850585938,2012-11-23
25.099319458007812,2012-11-26
25.15831184387207,2012-11-27
25.48273468017578,2012-11-28
25.880908966064453,2012-11-29
25.880908966064453,2012-11-30
25.667083740234375,2012-12-03
25.748180389404297,2012-12-04
25.460615158081055,2012-12-05
25.89565658569336,2012-12-06
25.254165649414062,2012-12-07
25.40163230895996,2012-12-10
25.48273468017578,2012-12-11
25.490110397338867,2012-12-12
24.971424102783203,2012-12-13
23.07448387145996,2012-12-14
23.70432472229004,2012-12-17
23.911800384521484,2012-12-18
23.70432472229004,2012-12-19
23.63763427734375,2012-12-20
23.237497329711914,2012-12-21
23.081890106201172,2012-12-24
22.88182830810547,2012-12-26
23.24491310119629,2012-12-27
23.081890106201172,2012-12-28
23.452392578125,2012-12-31
24.111867904663086,2013-01-02
24.237831115722656,2013-01-03
24.082233428955078,2013-01-04
23.948854446411133,2013-01-07
23.785831451416016,2013-01-08
24.311941146850586,2013-01-09
24.838048934936523,2013-01-10
25.445655822753906,2013-01-11
25.61608123779297,2013-01-14
25.09738540649414,2013-01-15
25.60866928100586,2013-01-16
25.793928146362305,2013-01-17
25.519756317138672,2013-01-18
25.519756317138672,2013-01-22
25.50493049621582,2013-01-23
25.1418514251709,2013-01-24
25.312278747558594,2013-01-25
25.54939079284668,2013-01-28
25.61608123779297,2013-01-29
25.971763610839844,2013-01-30
26.50527000427246,2013-01-31
26.868362426757812,2013-02-01
26.068090438842773,2013-02-04
26.238525390625,2013-02-05
26.408946990966797,2013-02-06
25.905073165893555,2013-02-07
26.171825408935547,2013-02-08
26.23110580444336,2013-02-11
26.038448333740234,2013-02-12
26.060670852661133,2013-02-13
26.408946990966797,2013-02-14
26.038448333740234,2013-02-15
26.334842681884766,2013-02-19
25.690181732177734,2013-02-20
24.949199676513672,2013-02-21
25.26041603088379,2013-02-22
24.415685653686523,2013-02-25
24.54905891418457,2013-02-26
24.964006423950195,2013-02-27
25.35674285888672,2013-02-28
24.971424102783203,2013-03-01
24.852867126464844,2013-03-04
25.43824005126953,2013-03-05
25.719818115234375,2013-03-06
25.912479400634766,2013-03-07
26.134788513183594,2013-03-08
26.127368927001953,2013-03-11
26.268156051635742,2013-03-12
26.66829490661621,2013-03-13
27.164756774902344,2013-03-14
26.67571258544922,2013-03-15
26.127368927001953,2013-03-18
26.157012939453125,2013-03-19
26.623825073242188,2013-03-20
26.48975372314453,2013-03-21
26.668527603149414,2013-03-22
26.459945678710938,2013-03-25
26.66107940673828,2013-03-26
26.549345016479492,2013-03-27
26.757923126220703,2013-03-28
26.32586669921875,2013-04-01
25.98319435119629,2013-04-02
25.558584213256836,2013-04-03
25.77461051940918,2013-04-04
25.573476791381836,2013-04-05
25.819307327270508,2013-04-08
25.9086971282959,2013-04-09
26.355661392211914,2013-04-10
26.54189109802246,2013-04-11
26.005542755126953,2013-04-12
25.163772583007812,2013-04-15
25.75971794128418,2013-04-16
24.135761260986328,2013-04-17
23.368486404418945,2013-04-18
23.286544799804688,2013-04-19
23.524921417236328,2013-04-22
