CHRW,Date
3.7456345558166504,1998-02-02
3.7456345558166504,1998-02-03
3.6871047019958496,1998-02-04
3.667598247528076,1998-02-05
3.7066149711608887,1998-02-06
3.784648895263672,1998-02-09
3.901700973510742,1998-02-10
3.5895652770996094,1998-02-11
3.6871047019958496,1998-02-12
3.7066149711608887,1998-02-13
3.6871047019958496,1998-02-17
3.6871047019958496,1998-02-18
3.6480891704559326,1998-02-19
3.6090734004974365,1998-02-20
3.570056676864624,1998-02-23
3.4334969520568848,1998-02-24
3.4920225143432617,1998-02-25
3.4139881134033203,1998-02-26
3.5505473613739014,1998-02-27
3.374974012374878,1998-03-02
3.3554630279541016,1998-03-03
3.374974012374878,1998-03-04
3.374974012374878,1998-03-05
3.394479990005493,1998-03-06
3.394479990005493,1998-03-09
3.364744186401367,1998-03-10
3.452777624130249,1998-03-11
3.4625563621520996,1998-03-12
3.560368776321411,1998-03-13
3.6973049640655518,1998-03-16
3.5994951725006104,1998-03-17
3.6190578937530518,1998-03-18
3.6777431964874268,1998-03-19
3.6777431964874268,1998-03-20
3.6386194229125977,1998-03-23
3.7559947967529297,1998-03-24
3.6777431964874268,1998-03-25
3.6777431964874268,1998-03-26
3.7266504764556885,1998-03-27
3.7559947967529297,1998-03-30
4.06899356842041,1998-03-31
3.873368740081787,1998-04-01
4.1863694190979,1998-04-02
3.9320573806762695,1998-04-03
3.9613988399505615,1998-04-06
3.873368740081787,1998-04-07
3.8342444896698,1998-04-08
3.7559947967529297,1998-04-09
3.6386194229125977,1998-04-13
3.6190578937530518,1998-04-14
3.5994951725006104,1998-04-15
3.648399829864502,1998-04-16
3.648399829864502,1998-04-17
3.6386194229125977,1998-04-20
3.5994951725006104,1998-04-21
3.6386194229125977,1998-04-22
3.6190578937530518,1998-04-23
3.5994951725006104,1998-04-24
3.5212461948394775,1998-04-27
3.501680374145508,1998-04-28
3.5212461948394775,1998-04-29
3.5799310207366943,1998-04-30
3.5897138118743896,1998-05-01
3.560368776321411,1998-05-04
3.560368776321411,1998-05-05
3.5799310207366943,1998-05-06
3.560368776321411,1998-05-07
3.560368776321411,1998-05-08
3.5359153747558594,1998-05-11
3.5310261249542236,1998-05-12
3.501680374145508,1998-05-13
3.4625563621520996,1998-05-14
3.501680374145508,1998-05-15
3.403869867324829,1998-05-18
3.4625563621520996,1998-05-19
3.5212461948394775,1998-05-20
3.540806293487549,1998-05-21
3.560368776321411,1998-05-22
3.560368776321411,1998-05-26
3.5701498985290527,1998-05-27
3.5799310207366943,1998-05-28
3.6190578937530518,1998-05-29
3.6875271797180176,1998-06-01
3.73643159866333,1998-06-02
3.73643159866333,1998-06-03
3.6875271797180176,1998-06-04
3.6386194229125977,1998-06-05
3.726487636566162,1998-06-08
3.7166807651519775,1998-06-09
3.5891942977905273,1998-06-10
3.491128444671631,1998-06-11
3.471515655517578,1998-06-12
3.4519033432006836,1998-06-15
3.6872594356536865,1998-06-16
3.5891942977905273,1998-06-17
3.6186139583587646,1998-06-18
3.746098518371582,1998-06-19
3.7657153606414795,1998-06-22
3.7559056282043457,1998-06-23
3.746098518371582,1998-06-24
3.746098518371582,1998-06-25
3.834354877471924,1998-06-26
3.873584508895874,1998-06-29
3.903005838394165,1998-06-30
3.9128096103668213,1998-07-01
3.9422311782836914,1998-07-02
3.9814565181732178,1998-07-06
4.050102710723877,1998-07-07
3.8637783527374268,1998-07-08
3.922614097595215,1998-07-09
3.824552297592163,1998-07-10
3.8441643714904785,1998-07-13
3.883390426635742,1998-07-14
3.9324240684509277,1998-07-15
3.9422311782836914,1998-07-16
3.9618425369262695,1998-07-17
3.9814565181732178,1998-07-20
3.9618425369262695,1998-07-21
3.9618425369262695,1998-07-22
3.9618425369262695,1998-07-23
3.9324240684509277,1998-07-24
3.7068724632263184,1998-07-27
3.7853264808654785,1998-07-28
3.824552297592163,1998-07-29
3.824552297592163,1998-07-30
3.8637783527374268,1998-07-31
3.795133113861084,1998-08-03
3.60880708694458,1998-08-04
3.726487636566162,1998-08-05
3.667645215988159,1998-08-06
3.652937173843384,1998-08-07
3.471515655517578,1998-08-10
3.530357599258423,1998-08-11
3.5793871879577637,1998-08-12
3.491128444671631,1998-08-13
3.461711883544922,1998-08-14
3.60880708694458,1998-08-17
3.7559056282043457,1998-08-18
3.6970672607421875,1998-08-19
3.7853264808654785,1998-08-20
3.8049376010894775,1998-08-21
3.726487636566162,1998-08-24
3.7853264808654785,1998-08-25
3.7853264808654785,1998-08-26
3.7657153606414795,1998-08-27
3.5695815086364746,1998-08-28
3.138094186782837,1998-08-31
3.3146121501922607,1998-09-01
3.4519033432006836,1998-09-02
3.1184818744659424,1998-09-03
2.902738094329834,1998-09-04
3.2171733379364014,1998-09-08
2.9908878803253174,1998-09-09
2.7547662258148193,1998-09-10
2.8433127403259277,1998-09-11
2.8137972354888916,1998-09-14
2.8137972354888916,1998-09-15
2.8728291988372803,1998-09-16
2.8334739208221436,1998-09-17
2.9416966438293457,1998-09-18
3.0253236293792725,1998-09-21
3.1384661197662354,1998-09-22
3.2171733379364014,1998-09-23
3.2270121574401855,1998-09-24
3.1876583099365234,1998-09-25
3.2073357105255127,1998-09-28
3.1876583099365234,1998-09-29
3.1679816246032715,1998-09-30
2.9908878803253174,1998-10-01
2.971212148666382,1998-10-02
2.7350893020629883,1998-10-05
2.6662206649780273,1998-10-06
2.597350597381592,1998-10-07
2.3218750953674316,1998-10-08
2.4694509506225586,1998-10-09
2.8728291988372803,1998-10-12
2.8433127403259277,1998-10-13
2.8334739208221436,1998-10-14
3.1483047008514404,1998-10-15
2.9908878803253174,1998-10-16
3.0400822162628174,1998-10-19
3.1483047008514404,1998-10-20
3.3057186603546143,1998-10-21
3.2958805561065674,1998-10-22
3.2663662433624268,1998-10-23
3.335236072540283,1998-10-26
3.3057186603546143,1998-10-27
3.3155572414398193,1998-10-28
3.3647501468658447,1998-10-29
3.4926507472991943,1998-10-30
3.5811965465545654,1998-11-02
3.591034412384033,1998-11-03
3.74845027923584,1998-11-04
3.6894192695617676,1998-11-05
3.7287745475769043,1998-11-06
3.7681260108947754,1998-11-09
3.7878055572509766,1998-11-10
3.773047924041748,1998-11-11
3.7779674530029297,1998-11-12
3.7681260108947754,1998-11-13
3.512326717376709,1998-11-16
3.6205499172210693,1998-11-17
3.6795806884765625,1998-11-18
3.669743299484253,1998-11-19
3.630388021469116,1998-11-20
3.6205499172210693,1998-11-23
3.56152081489563,1998-11-24
3.502487897872925,1998-11-25
3.5320053100585938,1998-11-27
3.55168080329895,1998-11-30
3.6894192695617676,1998-12-01
3.6008729934692383,1998-12-02
3.7189342975616455,1998-12-03
3.817318916320801,1998-12-04
3.758288621902466,1998-12-07
3.817318916320801,1998-12-08
3.7189342975616455,1998-12-09
3.7681260108947754,1998-12-10
3.738612174987793,1998-12-11
3.699256420135498,1998-12-14
3.699256420135498,1998-12-15
3.8287253379821777,1998-12-16
3.8977999687194824,1998-12-17
3.937270164489746,1998-12-18
3.9471371173858643,1998-12-21
3.9471371173858643,1998-12-22
4.026079177856445,1998-12-23
4.006345748901367,1998-12-24
4.085288047790527,1998-12-28
4.105024337768555,1998-12-29
4.055683135986328,1998-12-30
4.09515380859375,1998-12-31
4.026079177856445,1999-01-04
4.065552711486816,1999-01-05
4.026079177856445,1999-01-06
4.065552711486816,1999-01-07
3.9471371173858643,1999-01-08
4.035947799682617,1999-01-11
4.0162129402160645,1999-01-12
4.105024337768555,1999-01-13
4.105024337768555,1999-01-14
4.114891052246094,1999-01-15
4.09515380859375,1999-01-19
4.085288047790527,1999-01-20
4.164229869842529,1999-01-21
4.164229869842529,1999-01-22
4.203701019287109,1999-01-25
4.183966159820557,1999-01-26
4.223438262939453,1999-01-27
4.253042221069336,1999-01-28
4.322115898132324,1999-01-29
4.4503984451293945,1999-02-01
4.637887477874756,1999-02-02
4.677359104156494,1999-02-03
4.578680515289307,1999-02-04
4.558942794799805,1999-02-05
4.618152618408203,1999-02-08
4.322115898132324,1999-02-09
4.302380561828613,1999-02-10
4.262909412384033,1999-02-11
3.9767420291900635,1999-02-12
4.055683135986328,1999-02-16
4.055683135986328,1999-02-17
4.006345748901367,1999-02-18
3.96687388420105,1999-02-19
4.105024337768555,1999-02-22
4.065552711486816,1999-02-23
3.9767420291900635,1999-02-24
4.026079177856445,1999-02-25
4.144495487213135,1999-02-26
4.361588001251221,1999-03-01
4.341850280761719,1999-03-02
4.341850280761719,1999-03-03
4.352932453155518,1999-03-04
4.3925042152404785,1999-03-05
4.352932453155518,1999-03-08
4.303468227386475,1999-03-09
4.3133625984191895,1999-03-10
4.293572902679443,1999-03-11
4.254001140594482,1999-03-12
4.239163875579834,1999-03-15
4.095712184906006,1999-03-16
4.115499019622803,1999-03-17
4.095712184906006,1999-03-18
4.075926780700684,1999-03-19
4.041304111480713,1999-03-22
4.016568183898926,1999-03-23
4.026462078094482,1999-03-24
4.056141376495361,1999-03-25
4.115499019622803,1999-03-26
4.229270935058594,1999-03-29
4.1550726890563965,1999-03-30
4.026462078094482,1999-03-31
4.075926780700684,1999-04-01
4.1056084632873535,1999-04-05
4.174857139587402,1999-04-06
4.125393867492676,1999-04-07
4.095712184906006,1999-04-08
4.1056084632873535,1999-04-09
4.1056084632873535,1999-04-12
4.125393867492676,1999-04-13
4.234214782714844,1999-04-14
4.2737884521484375,1999-04-15
4.288627624511719,1999-04-16
4.412290573120117,1999-04-19
4.333146572113037,1999-04-20
4.570578575134277,1999-04-21
4.639829635620117,1999-04-22
4.570578575134277,1999-04-23
4.649722099304199,1999-04-26
4.629934787750244,1999-04-27
4.590363502502441,1999-04-28
4.590363502502441,1999-04-29
4.738759994506836,1999-04-30
4.837690830230713,1999-05-03
5.0157647132873535,1999-05-04
5.05534029006958,1999-05-05
5.144375324249268,1999-05-06
5.025658130645752,1999-05-07
5.144375324249268,1999-05-10
5.174053192138672,1999-05-11
5.38180685043335,1999-05-12
5.40159273147583,1999-05-13
5.144375324249268,1999-05-14
5.164162635803223,1999-05-17
4.986085414886475,1999-05-18
4.966298580169678,1999-05-19
5.025658130645752,1999-05-20
5.065229892730713,1999-05-21
4.867368698120117,1999-05-24
5.005870342254639,1999-05-25
5.10480260848999,1999-05-26
5.085018157958984,1999-05-27
5.114693641662598,1999-05-28
5.421380996704102,1999-06-01
5.530202865600586,1999-06-02
5.421380996704102,1999-06-03
5.30265998840332,1999-06-04
5.233413219451904,1999-06-07
5.204860687255859,1999-06-08
4.957006931304932,1999-06-09
4.996664047241211,1999-06-10
5.046236515045166,1999-06-11
5.036319732666016,1999-06-14
5.056149005889893,1999-06-15
5.373395919799805,1999-06-16
5.482453346252441,1999-06-17
5.621248722076416,1999-06-18
5.6509904861450195,1999-06-21
5.581592559814453,1999-06-22
5.670817852020264,1999-06-23
5.541935920715332,1999-06-24
5.641075134277344,1999-06-25
5.819530487060547,1999-06-28
5.8096160888671875,1999-06-29
5.829442977905273,1999-06-30
5.789789199829102,1999-07-01
5.92858362197876,1999-07-02
5.849269866943359,1999-07-06
5.353569030761719,1999-07-07
5.561761379241943,1999-07-08
5.571678638458252,1999-07-09
5.581592559814453,1999-07-12
5.532022953033447,1999-07-13
5.432881832122803,1999-07-14
5.482453346252441,1999-07-15
5.462623596191406,1999-07-16
5.571678638458252,1999-07-19
5.769957542419434,1999-07-20
5.7303009033203125,1999-07-21
5.591505527496338,1999-07-22
5.571678638458252,1999-07-23
5.680732250213623,1999-07-26
5.690646648406982,1999-07-27
5.571678638458252,1999-07-28
5.551848411560059,1999-07-29
5.611335277557373,1999-07-30
5.6509904861450195,1999-08-02
5.462623596191406,1999-08-03
5.373395919799805,1999-08-04
5.690646648406982,1999-08-05
5.601419448852539,1999-08-06
5.442794322967529,1999-08-09
5.413053512573242,1999-08-10
5.393226623535156,1999-08-11
5.155289649963379,1999-08-12
5.274258613586426,1999-08-13
5.274258613586426,1999-08-16
5.234601974487305,1999-08-17
5.145376205444336,1999-08-18
5.214771270751953,1999-08-19
5.284172534942627,1999-08-20
5.274258613586426,1999-08-23
5.254429817199707,1999-08-24
5.303999900817871,1999-08-25
5.234601974487305,1999-08-26
5.056149005889893,1999-08-27
4.8776960372924805,1999-08-30
4.996664047241211,1999-08-31
5.006580829620361,1999-09-01
4.927267551422119,1999-09-02
5.303999900817871,1999-09-03
5.294085502624512,1999-09-07
5.245601654052734,1999-09-08
5.484039783477783,1999-09-09
5.404560089111328,1999-09-10
5.225732803344727,1999-09-13
5.394626617431641,1999-09-14
5.484039783477783,1999-09-15
5.2356672286987305,1999-09-16
5.3250813484191895,1999-09-17
5.305212020874023,1999-09-20
5.305212020874023,1999-09-21
5.245601654052734,1999-09-22
5.225732803344727,1999-09-23
5.205865383148193,1999-09-24
5.359855651855469,1999-09-27
5.439333915710449,1999-09-28
5.444301128387451,1999-09-29
5.354887962341309,1999-09-30
5.265471458435059,1999-10-01
5.1760573387146,1999-10-04
5.2356672286987305,1999-10-05
5.31514835357666,1999-10-06
5.364821910858154,1999-10-07
5.444301128387451,1999-10-08
5.484039783477783,1999-10-11
5.3250813484191895,1999-10-12
5.166125297546387,1999-10-13
5.205865383148193,1999-10-14
5.166125297546387,1999-10-15
5.205865383148193,1999-10-18
5.215799331665039,1999-10-19
5.285343170166016,1999-10-20
5.2555389404296875,1999-10-21
5.2754082679748535,1999-10-22
5.195931434631348,1999-10-25
4.987297534942627,1999-10-26
5.245601654052734,1999-10-27
5.185993671417236,1999-10-28
5.374756336212158,1999-10-29
5.265471458435059,1999-11-01
5.305212020874023,1999-11-02
5.245601654052734,1999-11-03
4.967426300048828,1999-11-04
4.719056129455566,1999-11-05
4.5799689292907715,1999-11-08
4.4706854820251465,1999-11-09
4.967426300048828,1999-11-10
5.027035713195801,1999-11-11
5.066776275634766,1999-11-12
5.096579551696777,1999-11-15
5.086646556854248,1999-11-16
4.987297534942627,1999-11-17
5.335020065307617,1999-11-18
5.166125297546387,1999-11-19
5.3250813484191895,1999-11-22
5.523777961730957,1999-11-23
5.543647289276123,1999-11-24
5.484039783477783,1999-11-26
5.424433708190918,1999-11-29
5.543647289276123,1999-11-30
5.642997741699219,1999-12-01
5.583387851715088,1999-12-02
5.662867069244385,1999-12-03
5.583387851715088,1999-12-06
5.583387851715088,1999-12-07
5.58617639541626,1999-12-08
5.506518363952637,1999-12-09
5.327280521392822,1999-12-10
5.416898250579834,1999-12-13
5.5363898277282715,1999-12-14
5.59613561630249,1999-12-15
5.655880451202393,1999-12-16
5.7654128074646,1999-12-17
6.094009876251221,1999-12-20
6.213499069213867,1999-12-21
6.049201011657715,1999-12-22
6.1537580490112305,1999-12-23
6.372821807861328,1999-12-27
6.70142126083374,1999-12-28
6.452484130859375,1999-12-29
6.332991600036621,1999-12-30
6.332991600036621,1999-12-31
6.233420372009277,2000-01-03
6.024308204650879,2000-01-04
5.9446492195129395,2000-01-05
5.974518299102783,2000-01-06
6.054177284240723,2000-01-07
6.32303524017334,2000-01-10
6.223457336425781,2000-01-11
6.273244380950928,2000-01-12
6.332991600036621,2000-01-13
6.372821807861328,2000-01-14
6.32303524017334,2000-01-18
6.5122246742248535,2000-01-19
6.44252347946167,2000-01-20
6.263287544250488,2000-01-21
6.562014102935791,2000-01-24
6.452484130859375,2000-01-25
6.492310523986816,2000-01-26
6.362863063812256,2000-01-27
6.6118035316467285,2000-01-28
6.482357025146484,2000-01-31
6.571974754333496,2000-02-01
6.781082630157471,2000-02-02
6.771120071411133,2000-02-03
6.820910930633545,2000-02-04
6.930444240570068,2000-02-07
7.039975643157959,2000-02-08
7.627469062805176,2000-02-09
7.517939567565918,2000-02-10
6.940401554107666,2000-02-11
6.890615463256836,2000-02-14
6.651630401611328,2000-02-15
6.7910380363464355,2000-02-16
6.7113800048828125,2000-02-17
6.492310523986816,2000-02-18
6.6118035316467285,2000-02-22
7.119636535644531,2000-02-23
7.209253787994385,2000-02-24
7.313810348510742,2000-02-25
7.886369228363037,2000-02-28
8.125343322753906,2000-02-29
8.005857467651367,2000-03-01
7.911263465881348,2000-03-02
7.906285285949707,2000-03-03
7.909074306488037,2000-03-06
8.128496170043945,2000-03-07
8.118517875671387,2000-03-08
8.038727760314941,2000-03-09
7.8891282081604,2000-03-10
7.759472846984863,2000-03-13
7.350549221038818,2000-03-14
7.250813961029053,2000-03-15
7.031396865844727,2000-03-16
6.652400493621826,2000-03-17
6.403060436248779,2000-03-20
6.552663803100586,2000-03-21
6.712241172790527,2000-03-22
6.712241172790527,2000-03-23
6.702266216278076,2000-03-24
6.682322978973389,2000-03-27
6.682322978973389,2000-03-28
6.462899684906006,2000-03-29
6.313293933868408,2000-03-30
5.944272994995117,2000-03-31
5.585222244262695,2000-04-03
6.4429521560668945,2000-04-04
6.28337287902832,2000-04-05
6.4429521560668945,2000-04-06
6.93166446685791,2000-04-07
6.652400493621826,2000-04-10
6.722214221954346,2000-04-11
7.340578556060791,2000-04-12
7.031396865844727,2000-04-13
6.582586288452148,2000-04-14
6.5925612449646,2000-04-17
7.181000709533691,2000-04-18
7.485196590423584,2000-04-19
7.65973424911499,2000-04-20
7.799366474151611,2000-04-24
7.8891282081604,2000-04-25
7.689655303955078,2000-04-26
7.859202861785889,2000-04-27
7.978888988494873,2000-04-28
8.038727760314941,2000-05-01
8.07862377166748,2000-05-02
7.560002326965332,2000-05-03
7.719573974609375,2000-05-04
8.278095245361328,2000-05-05
8.238204956054688,2000-05-08
8.268122673034668,2000-05-09
8.208277702331543,2000-05-10
8.258153915405273,2000-05-11
8.253164291381836,2000-05-12
8.248180389404297,2000-05-15
7.779417514801025,2000-05-16
7.290708541870117,2000-05-17
7.081267356872559,2000-05-18
7.041369438171387,2000-05-19
7.091240406036377,2000-05-22
7.599895000457764,2000-05-23
7.550026893615723,2000-05-24
7.340578556060791,2000-05-25
7.340578556060791,2000-05-26
7.240838527679443,2000-05-30
7.171027183532715,2000-05-31
7.629814624786377,2000-06-01
7.340578556060791,2000-06-02
7.2707600593566895,2000-06-05
7.185989856719971,2000-06-06
7.16105318069458,2000-06-07
6.894083023071289,2000-06-08
6.909072399139404,2000-06-09
7.413636684417725,2000-06-12
7.493564605712891,2000-06-13
7.523540019989014,2000-06-14
7.483578681945801,2000-06-15
7.5535173416137695,2000-06-16
7.353689193725586,2000-06-19
7.043954849243164,2000-06-20
6.794167995452881,2000-06-21
6.634306907653809,2000-06-22
6.67426872253418,2000-06-23
6.67426872253418,2000-06-26
6.644297122955322,2000-06-27
6.794167995452881,2000-06-28
6.644297122955322,2000-06-29
7.913209915161133,2000-06-30
7.583495140075684,2000-07-03
7.63344669342041,2000-07-05
7.513551235198975,2000-07-06
7.59348201751709,2000-07-07
7.993139743804932,2000-07-10
8.23293399810791,2000-07-11
8.50269889831543,2000-07-12
8.49271011352539,2000-07-13
8.66256332397461,2000-07-14
8.852402687072754,2000-07-17
8.89236831665039,2000-07-18
8.5126953125,2000-07-19
9.012264251708984,2000-07-20
9.062222480773926,2000-07-21
8.932328224182129,2000-07-24
9.112178802490234,2000-07-25
9.541810989379883,2000-07-26
9.42190933227539,2000-07-27
9.581775665283203,2000-07-28
10.19374942779541,2000-07-31
9.561793327331543,2000-08-01
9.351970672607422,2000-08-02
9.282031059265137,2000-08-03
9.24206829071045,2000-08-04
9.282031059265137,2000-08-07
9.07470703125,2000-08-08
9.292023658752441,2000-08-09
9.45188045501709,2000-08-10
9.611749649047852,2000-08-11
9.611749649047852,2000-08-14
9.212092399597168,2000-08-15
9.631730079650879,2000-08-16
9.76162052154541,2000-08-17
9.771612167358398,2000-08-18
9.684189796447754,2000-08-21
9.401927947998047,2000-08-22
9.232071876525879,2000-08-23
9.511836051940918,2000-08-24
9.871527671813965,2000-08-25
9.431904792785645,2000-08-28
9.491849899291992,2000-08-29
9.481863975524902,2000-08-30
9.46187686920166,2000-08-31
9.37195873260498,2000-09-01
9.302016258239746,2000-09-05
9.314821243286133,2000-09-06
9.404866218566895,2000-09-07
9.354839324951172,2000-09-08
9.104714393615723,2000-09-11
9.174747467041016,2000-09-12
9.44989013671875,2000-09-13
9.534934043884277,2000-09-14
9.524930000305176,2000-09-15
8.984646797180176,2000-09-18
8.994654655456543,2000-09-19
9.044681549072266,2000-09-20
9.324825286865234,2000-09-21
9.254792213439941,2000-09-22
9.224775314331055,2000-09-25
9.014665603637695,2000-09-26
8.907110214233398,2000-09-27
9.054688453674316,2000-09-28
9.022168159484863,2000-09-29
8.574437141418457,2000-10-02
8.404351234436035,2000-10-03
8.79455280303955,2000-10-04
8.774540901184082,2000-10-05
8.454377174377441,2000-10-06
7.673970699310303,2000-10-09
8.424361228942871,2000-10-10
8.674490928649902,2000-10-11
8.534418106079102,2000-10-12
8.904607772827148,2000-10-13
9.044681549072266,2000-10-16
8.964637756347656,2000-10-17
8.184237480163574,2000-10-18
8.106696128845215,2000-10-19
8.324307441711426,2000-10-20
8.174234390258789,2000-10-23
8.201745986938477,2000-10-24
8.264281272888184,2000-10-25
9.084704399108887,2000-10-26
8.897109031677246,2000-10-27
8.814563751220703,2000-10-30
8.754530906677246,2000-10-31
8.89460563659668,2000-11-01
8.964637756347656,2000-11-02
8.7845458984375,2000-11-03
8.7845458984375,2000-11-06
8.644474983215332,2000-11-07
8.804555892944336,2000-11-08
8.7845458984375,2000-11-09
8.514406204223633,2000-11-10
8.594452857971191,2000-11-13
8.7845458984375,2000-11-14
8.864593505859375,2000-11-15
8.904607772827148,2000-11-16
9.084704399108887,2000-11-17
9.124723434448242,2000-11-20
9.304816246032715,2000-11-21
9.604973793029785,2000-11-22
9.685013771057129,2000-11-24
9.775060653686523,2000-11-27
9.534934043884277,2000-11-28
9.434880256652832,2000-11-29
9.06468677520752,2000-11-30
9.324825286865234,2000-12-01
9.66500186920166,2000-12-04
9.66500186920166,2000-12-05
9.901516914367676,2000-12-06
10.22221565246582,2000-12-07
10.422648429870605,2000-12-08
10.422648429870605,2000-12-11
9.741168975830078,2000-12-12
9.440515518188477,2000-12-13
9.420470237731934,2000-12-14
8.81916332244873,2000-12-15
9.480603218078613,2000-12-18
9.600861549377441,2000-12-19
9.480603218078613,2000-12-20
9.460561752319336,2000-12-21
9.460561752319336,2000-12-22
9.300209045410156,2000-12-26
10.302386283874512,2000-12-27
10.202171325683594,2000-12-28
10.081911087036133,2000-12-29
9.58082103729248,2001-01-02
10.242259979248047,2001-01-03
10.14203929901123,2001-01-04
10.02177619934082,2001-01-05
9.640949249267578,2001-01-08
9.540731430053711,2001-01-09
9.440515518188477,2001-01-10
8.979512214660645,2001-01-11
8.759037971496582,2001-01-12
8.919386863708496,2001-01-16
8.999556541442871,2001-01-17
9.099775314331055,2001-01-18
8.999556541442871,2001-01-19
9.019599914550781,2001-01-22
9.139861106872559,2001-01-23
8.598687171936035,2001-01-24
8.919386863708496,2001-01-25
8.799123764038086,2001-01-26
8.944439888000488,2001-01-29
8.899340629577637,2001-01-30
9.600861549377441,2001-01-31
8.979512214660645,2001-02-01
9.420470237731934,2001-02-02
9.26012134552002,2001-02-05
9.480603218078613,2001-02-06
9.47057819366455,2001-02-07
9.40042781829834,2001-02-08
9.380383491516113,2001-02-09
9.320252418518066,2001-02-12
9.540731430053711,2001-02-13
9.500646591186523,2001-02-14
9.681041717529297,2001-02-15
9.625919342041016,2001-02-16
9.701082229614258,2001-02-20
9.480603218078613,2001-02-21
9.500646591186523,2001-02-22
9.520689010620117,2001-02-23
9.560778617858887,2001-02-26
9.500646591186523,2001-02-27
9.58082103729248,2001-02-28
9.620906829833984,2001-03-01
9.540731430053711,2001-03-02
9.480603218078613,2001-03-05
9.726136207580566,2001-03-06
9.958019256591797,2001-03-07
9.797405242919922,2001-03-08
9.757257461547852,2001-03-09
9.175032615661621,2001-03-12
9.074646949768066,2001-03-13
8.47736930847168,2001-03-14
8.171197891235352,2001-03-15
7.588973045349121,2001-03-16
8.31173038482666,2001-03-19
8.773500442504883,2001-03-20
8.758442878723145,2001-03-21
8.693192481994629,2001-03-22
8.919055938720703,2001-03-23
8.974262237548828,2001-03-26
8.693192481994629,2001-03-27
8.226409912109375,2001-03-28
8.452274322509766,2001-03-29
8.793575286865234,2001-03-30
8.492423057556152,2001-04-02
7.970433235168457,2001-04-03
8.151122093200684,2001-04-04
8.19127368927002,2001-04-05
8.090897560119629,2001-04-06
7.7833147048950195,2001-04-09
8.046719551086426,2001-04-10
7.8058037757873535,2001-04-11
7.574522018432617,2001-04-12
7.757618427276611,2001-04-16
7.879682540893555,2001-04-17
7.8058037757873535,2001-04-18
8.152730941772461,2001-04-19
8.348675727844238,2001-04-20
8.281221389770508,2001-04-23
8.576746940612793,2001-04-24
8.808032035827637,2001-04-25
8.782332420349121,2001-04-26
8.798391342163086,2001-04-27
8.692390441894531,2001-04-30
8.833730697631836,2001-05-01
9.068225860595703,2001-05-02
8.910822868347168,2001-05-03
9.04895305633545,2001-05-04
8.978280067443848,2001-05-07
9.071436882019043,2001-05-08
8.997553825378418,2001-05-09
9.215991973876953,2001-05-10
9.251324653625488,2001-05-11
9.273811340332031,2001-05-14
9.601460456848145,2001-05-15
9.63358211517334,2001-05-16
9.941960334777832,2001-05-17
9.954806327819824,2001-05-18
10.047966957092285,2001-05-21
9.691401481628418,2001-05-22
9.411937713623047,2001-05-23
9.640008926391602,2001-05-24
9.604670524597168,2001-05-25
9.482604026794434,2001-05-29
9.315566062927246,2001-05-30
9.588611602783203,2001-05-31
9.238471984863281,2001-06-01
9.383026123046875,2001-06-04
9.588611602783203,2001-06-05
9.309142112731934,2001-06-06
