CMCSA,Date
0.06587774306535721,1980-03-17
0.06587774306535721,1980-03-18
0.06514565646648407,1980-03-19
0.07026953250169754,1980-03-20
0.07246579229831696,1980-03-21
0.07173367589712143,1980-03-24
0.06880538910627365,1980-03-25
0.06880538910627365,1980-03-26
0.05562997981905937,1980-03-27
0.05928969383239746,1980-03-28
0.06221802532672882,1980-03-31
0.0636821761727333,1980-04-01
0.0636821761727333,1980-04-02
0.0636821761727333,1980-04-03
0.06221802532672882,1980-04-07
0.06148594990372658,1980-04-08
0.06148594990372658,1980-04-09
0.0636821761727333,1980-04-10
0.0636821761727333,1980-04-11
0.06295014172792435,1980-04-14
0.06295014172792435,1980-04-15
0.06295014172792435,1980-04-16
0.06295014172792435,1980-04-17
0.06295014172792435,1980-04-18
0.06295014172792435,1980-04-21
0.06295014172792435,1980-04-22
0.06295014172792435,1980-04-23
0.06295014172792435,1980-04-24
0.06514565646648407,1980-04-25
0.06587774306535721,1980-04-28
0.06734195351600647,1980-04-29
0.06734195351600647,1980-04-30
0.06734195351600647,1980-05-01
0.06734195351600647,1980-05-02
0.06734195351600647,1980-05-05
0.06807398796081543,1980-05-06
0.06807398796081543,1980-05-07
0.07026953250169754,1980-05-08
0.07173367589712143,1980-05-09
0.0739293172955513,1980-05-12
0.07905315607786179,1980-05-13
0.07466135174036026,1980-05-14
0.07758968323469162,1980-05-15
0.08234751224517822,1980-05-16
0.08124939352273941,1980-05-19
0.0801512822508812,1980-05-20
0.08124939352273941,1980-05-21
0.08124939352273941,1980-05-22
0.08893489092588425,1980-05-23
0.08673936128616333,1980-05-27
0.08673936128616333,1980-05-28
0.08673936128616333,1980-05-29
0.08673936128616333,1980-05-30
0.08564121276140213,1980-06-02
0.08124939352273941,1980-06-03
0.08234751224517822,1980-06-04
0.08124939352273941,1980-06-05
0.08124939352273941,1980-06-06
0.08893489092588425,1980-06-09
0.08783680945634842,1980-06-10
0.08783680945634842,1980-06-11
0.0845431312918663,1980-06-12
0.0845431312918663,1980-06-13
0.0845431312918663,1980-06-16
0.0845431312918663,1980-06-17
0.0845431312918663,1980-06-18
0.0834450051188469,1980-06-19
0.08234751224517822,1980-06-20
0.0834450051188469,1980-06-23
0.0834450051188469,1980-06-24
0.0845431312918663,1980-06-25
0.08564121276140213,1980-06-26
0.0845431312918663,1980-06-27
0.0845431312918663,1980-06-30
0.08564121276140213,1980-07-01
0.08783680945634842,1980-07-02
0.08783680945634842,1980-07-03
0.08893489092588425,1980-07-07
0.08783680945634842,1980-07-08
0.08893489092588425,1980-07-09
0.08893489092588425,1980-07-10
0.08893489092588425,1980-07-11
0.08893489092588425,1980-07-14
0.09003300964832306,1980-07-15
0.08893489092588425,1980-07-16
0.09222925454378128,1980-07-17
0.09552295506000519,1980-07-18
0.09332668036222458,1980-07-21
0.09442481398582458,1980-07-22
0.09552295506000519,1980-07-23
0.09552295506000519,1980-07-24
0.09552295506000519,1980-07-25
0.09662103652954102,1980-07-28
0.09662103652954102,1980-07-29
0.09662103652954102,1980-07-30
0.09662103652954102,1980-07-31
0.0977184846997261,1980-08-01
0.0977184846997261,1980-08-04
0.10211033374071121,1980-08-05
0.10979647189378738,1980-08-06
0.11748203635215759,1980-08-07
0.12187374383211136,1980-08-08
0.12187374383211136,1980-08-11
0.12187374383211136,1980-08-12
0.12077637761831284,1980-08-13
0.12077637761831284,1980-08-14
0.12297189980745316,1980-08-15
0.12297189980745316,1980-08-18
0.12297189980745316,1980-08-19
0.12297189980745316,1980-08-20
0.12297189980745316,1980-08-21
0.12407003343105316,1980-08-22
0.12187374383211136,1980-08-25
0.12297189980745316,1980-08-26
0.12297189980745316,1980-08-27
0.12297189980745316,1980-08-28
0.12297189980745316,1980-08-29
0.12297189980745316,1980-09-02
0.12407003343105316,1980-09-03
0.1251680999994278,1980-09-04
0.1251680999994278,1980-09-05
0.1306573897600174,1980-09-08
0.13175548613071442,1980-09-09
0.13834363222122192,1980-09-10
0.13834363222122192,1980-09-11
0.13175548613071442,1980-09-12
0.1284618377685547,1980-09-15
0.12955991923809052,1980-09-16
0.12736369669437408,1980-09-17
0.12955991923809052,1980-09-18
0.13504987955093384,1980-09-19
0.13944165408611298,1980-09-22
0.1427353024482727,1980-09-23
0.1427353024482727,1980-09-24
0.1427353024482727,1980-09-25
0.14163720607757568,1980-09-26
0.13504987955093384,1980-09-29
0.13395175337791443,1980-09-30
0.13395175337791443,1980-10-01
0.13395175337791443,1980-10-02
0.13395175337791443,1980-10-03
0.12955991923809052,1980-10-06
0.1284618377685547,1980-10-07
0.12736369669437408,1980-10-08
0.1251680999994278,1980-10-09
0.116383858025074,1980-10-10
0.12407003343105316,1980-10-13
0.12297189980745316,1980-10-14
0.1284618377685547,1980-10-15
0.1284618377685547,1980-10-16
0.12626557052135468,1980-10-17
0.12736369669437408,1980-10-20
0.12736369669437408,1980-10-21
0.12955991923809052,1980-10-22
0.1284618377685547,1980-10-23
0.12736369669437408,1980-10-24
0.1251680999994278,1980-10-27
0.1251680999994278,1980-10-28
0.1251680999994278,1980-10-29
0.12407003343105316,1980-10-30
0.12297189980745316,1980-10-31
0.12297189980745316,1980-11-03
0.12187374383211136,1980-11-05
0.11858005821704865,1980-11-06
0.11858005821704865,1980-11-07
0.11858005821704865,1980-11-10
0.12407003343105316,1980-11-11
0.12736369669437408,1980-11-12
0.12736369669437408,1980-11-13
0.1284618377685547,1980-11-14
0.1284618377685547,1980-11-17
0.12955991923809052,1980-11-18
0.1284618377685547,1980-11-19
0.1306573897600174,1980-11-20
0.1284618377685547,1980-11-21
0.12736369669437408,1980-11-24
0.13175548613071442,1980-11-25
0.1306573897600174,1980-11-26
0.12955991923809052,1980-11-28
0.12736369669437408,1980-12-01
0.12736369669437408,1980-12-02
0.12736369669437408,1980-12-03
0.12736369669437408,1980-12-04
0.12736369669437408,1980-12-05
0.1251680999994278,1980-12-08
0.12187374383211136,1980-12-09
0.12077637761831284,1980-12-10
0.11748203635215759,1980-12-11
0.11858005821704865,1980-12-12
0.11858005821704865,1980-12-15
0.11748203635215759,1980-12-16
0.11858005821704865,1980-12-17
0.12736369669437408,1980-12-18
0.1284618377685547,1980-12-19
0.13285361230373383,1980-12-22
0.13175548613071442,1980-12-23
0.12955991923809052,1980-12-24
0.12955991923809052,1980-12-26
0.12955991923809052,1980-12-29
