VRTS,Date
12.867984771728516,2009-07-31
12.90857982635498,2009-08-03
12.803035736083984,2009-08-04
12.104838371276855,2009-08-05
12.015532493591309,2009-08-06
12.551361083984375,2009-08-07
12.689377784729004,2009-08-10
12.827394485473633,2009-08-11
12.827394485473633,2009-08-12
12.60818862915039,2009-08-13
12.250972747802734,2009-08-14
12.421459197998047,2009-08-17
12.583836555480957,2009-08-18
12.583836555480957,2009-08-19
12.697498321533203,2009-08-20
12.8436279296875,2009-08-21
12.884224891662598,2009-08-24
13.135897636413574,2009-08-25
13.257675170898438,2009-08-26
12.92481517791748,2009-08-27
12.8517484664917,2009-08-28
12.681257247924805,2009-08-31
11.97493839263916,2009-09-01
12.161666870117188,2009-09-02
12.18602180480957,2009-09-03
12.470170974731445,2009-09-04
12.340278625488281,2009-09-08
12.786800384521484,2009-09-09
12.786800384521484,2009-09-10
12.754324913024902,2009-09-11
12.242854118347168,2009-09-14
12.559473037719727,2009-09-15
13.168375968933105,2009-09-16
13.103425979614258,2009-09-17
12.600075721740723,2009-09-18
12.624429702758789,2009-09-21
12.900460243225098,2009-09-22
12.583836555480957,2009-09-23
12.575715065002441,2009-09-24
12.827394485473633,2009-09-25
12.867984771728516,2009-09-28
12.705612182617188,2009-09-29
12.673137664794922,2009-09-30
12.259087562561035,2009-10-01
12.2996826171875,2009-10-02
12.973528861999512,2009-10-05
12.527006149291992,2009-10-06
12.388989448547363,2009-10-07
12.965408325195312,2009-10-08
13.054712295532227,2009-10-09
13.079073905944824,2009-10-12
13.09531021118164,2009-10-13
13.306390762329102,2009-10-14
13.387574195861816,2009-10-15
13.014122009277344,2009-10-16
12.73808479309082,2009-10-19
12.567599296569824,2009-10-20
12.527006149291992,2009-10-21
12.39710521697998,2009-10-22
12.242854118347168,2009-10-23
12.17790412902832,2009-10-26
12.19413948059082,2009-10-27
11.877517700195312,2009-10-28
12.072361946105957,2009-10-29
11.893753051757812,2009-10-30
12.38086986541748,2009-11-02
12.673137664794922,2009-11-03
12.689377784729004,2009-11-04
12.997882843017578,2009-11-05
12.876104354858398,2009-11-06
13.079073905944824,2009-11-09
13.046595573425293,2009-11-10
13.3956937789917,2009-11-11
13.030355453491211,2009-11-12
13.119660377502441,2009-11-13
13.233322143554688,2009-11-16
13.298272132873535,2009-11-17
13.3469820022583,2009-11-18
12.770561218261719,2009-11-19
12.656901359558105,2009-11-20
13.006003379821777,2009-11-23
12.697498321533203,2009-11-24
12.754324913024902,2009-11-25
12.48641300201416,2009-11-27
12.697498321533203,2009-11-30
12.640663146972656,2009-12-01
12.83551025390625,2009-12-02
12.616310119628906,2009-12-03
12.932934761047363,2009-12-04
12.867984771728516,2009-12-07
12.965408325195312,2009-12-08
13.006003379821777,2009-12-09
13.02224063873291,2009-12-10
12.819272994995117,2009-12-11
13.249560356140137,2009-12-14
12.989765167236328,2009-12-15
13.054712295532227,2009-12-16
13.184614181518555,2009-12-17
13.070953369140625,2009-12-18
12.965408325195312,2009-12-21
12.932934761047363,2009-12-22
12.973528861999512,2009-12-23
13.087191581726074,2009-12-24
12.916696548461914,2009-12-28
13.014122009277344,2009-12-29
13.062835693359375,2009-12-30
12.90857982635498,2009-12-31
13.509354591369629,2010-01-04
13.273918151855469,2010-01-05
12.989765167236328,2010-01-06
13.127776145935059,2010-01-07
13.079073905944824,2010-01-08
13.225202560424805,2010-01-11
13.217087745666504,2010-01-12
13.298272132873535,2010-01-13
13.273918151855469,2010-01-14
13.233322143554688,2010-01-15
14.183198928833008,2010-01-19
14.3699312210083,2010-01-20
14.004591941833496,2010-01-21
13.290154457092285,2010-01-22
13.517475128173828,2010-01-25
13.452527046203613,2010-01-26
13.752912521362305,2010-01-27
13.282038688659668,2010-01-28
13.290154457092285,2010-01-29
13.233322143554688,2010-02-01
13.403812408447266,2010-02-02
13.330747604370117,2010-02-03
13.087191581726074,2010-02-04
13.752912521362305,2010-02-05
13.420051574707031,2010-02-08
13.752912521362305,2010-02-09
13.687966346740723,2010-02-10
14.045184135437012,2010-02-11
14.183198928833008,2010-02-12
14.727143287658691,2010-02-16
15.409111976623535,2010-02-17
14.946344375610352,2010-02-18
15.530881881713867,2010-02-19
16.886690139770508,2010-02-22
16.285921096801758,2010-02-23
16.17226219177246,2010-02-24
16.196611404418945,2010-02-25
16.56195068359375,2010-02-26
16.959758758544922,2010-03-01
16.773035049438477,2010-03-02
16.86233901977539,2010-03-03
16.716203689575195,2010-03-04
16.64314079284668,2010-03-05
16.23720359802246,2010-03-08
16.17226219177246,2010-03-09
16.334632873535156,2010-03-10
16.464529037475586,2010-03-11
15.944942474365234,2010-03-12
16.00176429748535,2010-03-15
16.432056427001953,2010-03-16
16.651260375976562,2010-03-17
16.05048179626465,2010-03-18
16.05048179626465,2010-03-19
16.667490005493164,2010-03-22
16.740558624267578,2010-03-23
16.837982177734375,2010-03-24
17.122133255004883,2010-03-25
16.570064544677734,2010-03-26
16.578184127807617,2010-03-29
16.89481544494629,2010-03-30
16.919164657592773,2010-03-31
16.716203689575195,2010-04-01
16.732444763183594,2010-04-05
16.878576278686523,2010-04-06
16.959758758544922,2010-04-07
17.21143913269043,2010-04-08
17.51182746887207,2010-04-09
17.53618049621582,2010-04-12
17.53618049621582,2010-04-13
17.933992385864258,2010-04-14
18.161317825317383,2010-04-15
17.933992385864258,2010-04-16
18.12883949279785,2010-04-19
18.39675521850586,2010-04-20
18.36428451538086,2010-04-21
18.615957260131836,2010-04-22
19.111190795898438,2010-04-23
19.273561477661133,2010-04-26
18.75397300720215,2010-04-27
19.02189064025879,2010-04-28
19.801271438598633,2010-04-29
19.671371459960938,2010-04-30
19.906814575195312,2010-05-03
19.71196746826172,2010-05-04
19.492769241333008,2010-05-05
17.91775131225586,2010-05-06
18.266860961914062,2010-05-07
19.484643936157227,2010-05-10
19.7687931060791,2010-05-11
20.117902755737305,2010-05-12
20.23967742919922,2010-05-13
19.590192794799805,2010-05-14
19.15178108215332,2010-05-17
18.86763572692871,2010-05-18
18.924463272094727,2010-05-19
18.210025787353516,2010-05-20
18.356163024902344,2010-05-21
18.03141975402832,2010-05-24
17.07341766357422,2010-05-25
17.36568832397461,2010-05-26
18.648433685302734,2010-05-27
18.50229835510254,2010-05-28
18.526649475097656,2010-06-01
18.883874893188477,2010-06-02
18.97317886352539,2010-06-03
17.69855499267578,2010-06-04
17.657960891723633,2010-06-07
17.357566833496094,2010-06-08
17.487472534179688,2010-06-09
17.91775131225586,2010-06-10
18.339920043945312,2010-06-11
18.03141975402832,2010-06-14
18.380516052246094,2010-06-15
18.2506160736084,2010-06-16
18.615957260131836,2010-06-17
18.1531982421875,2010-06-18
17.860923767089844,2010-06-21
17.38193130493164,2010-06-22
17.05718994140625,2010-06-23
16.480758666992188,2010-06-24
15.871866226196289,2010-06-25
15.685142517089844,2010-06-28
15.230499267578125,2010-06-29
15.198029518127441,2010-06-30
14.840806007385254,2010-07-01
14.743387222290039,2010-07-02
14.70278549194336,2010-07-06
15.271088600158691,2010-07-07
15.319808959960938,2010-07-08
15.871866226196289,2010-07-09
16.708084106445312,2010-07-12
18.242504119873047,2010-07-13
17.519947052001953,2010-07-14
17.836572647094727,2010-07-15
17.1302547454834,2010-07-16
17.438758850097656,2010-07-19
17.446876525878906,2010-07-20
17.576780319213867,2010-07-21
18.51041030883789,2010-07-22
19.29791259765625,2010-07-23
19.97989273071289,2010-07-26
19.590192794799805,2010-07-27
19.82562828063965,2010-07-28
19.906814575195312,2010-07-29
20.94599723815918,2010-07-30
21.506181716918945,2010-08-02
21.33568572998047,2010-08-03
22.326156616210938,2010-08-04
22.16378402709961,2010-08-05
21.579248428344727,2010-08-06
22.139434814453125,2010-08-09
22.04200553894043,2010-08-10
21.092130661010742,2010-08-11
20.905405044555664,2010-08-12
20.02858543395996,2010-08-13
20.71055793762207,2010-08-16
22.180025100708008,2010-08-17
22.22873878479004,2010-08-18
21.4168701171875,2010-08-19
21.100252151489258,2010-08-20
20.856693267822266,2010-08-23
21.3843994140625,2010-08-24
21.652315139770508,2010-08-25
21.692903518676758,2010-08-26
21.9283504486084,2010-08-27
21.63608169555664,2010-08-30
21.538644790649414,2010-08-31
22.407344818115234,2010-09-01
22.594074249267578,2010-09-02
23.016239166259766,2010-09-03
22.382993698120117,2010-09-07
23.073060989379883,2010-09-08
23.146135330200195,2010-09-09
22.910696029663086,2010-09-10
23.543949127197266,2010-09-13
23.300392150878906,2010-09-14
23.357229232788086,2010-09-15
23.316627502441406,2010-09-16
23.300392150878906,2010-09-17
23.641372680664062,2010-09-20
23.76314926147461,2010-09-21
23.38157844543457,2010-09-22
23.422170639038086,2010-09-23
24.31522560119629,2010-09-24
24.112255096435547,2010-09-27
24.834814071655273,2010-09-28
24.94034194946289,2010-09-29
24.56688690185547,2010-09-30
25.04589080810547,2010-10-01
25.63043212890625,2010-10-04
26.296152114868164,2010-10-05
26.58030891418457,2010-10-06
27.416521072387695,2010-10-07
27.343454360961914,2010-10-08
27.497713088989258,2010-10-11
27.554542541503906,2010-10-12
27.603261947631836,2010-10-13
27.546424865722656,2010-10-14
28.804805755615234,2010-10-15
29.05648422241211,2010-10-18
28.463823318481445,2010-10-19
28.853511810302734,2010-10-20
29.032123565673828,2010-10-21
28.92658233642578,2010-10-22
29.267568588256836,2010-10-25
29.600427627563477,2010-10-26
29.413700103759766,2010-10-27
29.632905960083008,2010-10-28
29.835865020751953,2010-10-29
29.559825897216797,2010-11-01
31.029306411743164,2010-11-02
31.5894775390625,2010-11-03
32.32828903198242,2010-11-04
32.02788543701172,2010-11-05
32.14967346191406,2010-11-08
31.686904907226562,2010-11-09
31.65443229675293,2010-11-10
31.66255760192871,2010-11-11
31.62196159362793,2010-11-12
32.66114044189453,2010-11-15
31.89798927307129,2010-11-16
32.13343811035156,2010-11-17
32.052249908447266,2010-11-18
33.46488952636719,2010-11-19
33.635372161865234,2010-11-22
33.59477233886719,2010-11-23
35.02365493774414,2010-11-24
35.575714111328125,2010-11-26
36.37134552001953,2010-11-29
36.37134552001953,2010-11-30
37.76774978637695,2010-12-01
38.39288330078125,2010-12-02
39.318397521972656,2010-12-03
39.870460510253906,2010-12-06
39.97599792480469,2010-12-07
39.26156234741211,2010-12-08
40.69043731689453,2010-12-09
40.51183319091797,2010-12-10
39.94353485107422,2010-12-13
38.75008773803711,2010-12-14
38.733856201171875,2010-12-15
38.88812255859375,2010-12-16
38.20615005493164,2010-12-17
39.12355422973633,2010-12-20
39.61067581176758,2010-12-21
39.16415023803711,2010-12-22
38.9611701965332,2010-12-23
39.6512565612793,2010-12-27
39.497005462646484,2010-12-28
39.066707611083984,2010-12-29
37.394290924072266,2010-12-30
36.8340950012207,2010-12-31
37.905757904052734,2011-01-03
37.938228607177734,2011-01-04
38.11684799194336,2011-01-05
38.01129913330078,2011-01-06
38.11684799194336,2011-01-07
38.15744400024414,2011-01-10
38.741973876953125,2011-01-11
39.45641326904297,2011-01-12
38.69327163696289,2011-01-13
38.86376190185547,2011-01-14
38.733856201171875,2011-01-18
37.710914611816406,2011-01-19
35.84363555908203,2011-01-20
36.73667526245117,2011-01-21
36.87470245361328,2011-01-24
37.27250289916992,2011-01-25
38.400997161865234,2011-01-26
38.44157028198242,2011-01-27
38.35227584838867,2011-01-28
39.1884880065918,2011-01-31
40.48746871948242,2011-02-01
43.304630279541016,2011-02-02
43.61314010620117,2011-02-03
43.7755012512207,2011-02-04
45.220638275146484,2011-02-07
45.86198806762695,2011-02-08
45.77268981933594,2011-02-09
45.935054779052734,2011-02-10
46.82809829711914,2011-02-11
46.59265899658203,2011-02-14
46.17860794067383,2011-02-15
47.00672149658203,2011-02-16
46.941749572753906,2011-02-17
46.5277214050293,2011-02-18
45.163780212402344,2011-02-22
44.563018798828125,2011-02-23
45.740211486816406,2011-02-24
47.152835845947266,2011-02-25
47.315216064453125,2011-02-28
45.50476837158203,2011-03-01
46.381587982177734,2011-03-02
47.78609848022461,2011-03-03
47.08789825439453,2011-03-04
45.86198806762695,2011-03-07
46.787513732910156,2011-03-08
46.94987487792969,2011-03-09
43.22344207763672,2011-03-10
43.9216423034668,2011-03-11
41.52665328979492,2011-03-14
41.055782318115234,2011-03-15
40.5443000793457,2011-03-16
42.224857330322266,2011-03-17
42.46029281616211,2011-03-18
44.79846954345703,2011-03-21
46.503353118896484,2011-03-22
47.37205505371094,2011-03-23
48.809043884277344,2011-03-24
48.50054168701172,2011-03-25
48.71161651611328,2011-03-28
48.71161651611328,2011-03-29
47.883522033691406,2011-03-30
47.83480453491211,2011-03-31
49.19873046875,2011-04-01
49.515357971191406,2011-04-04
49.00389099121094,2011-04-05
46.60890197753906,2011-04-06
46.819984436035156,2011-04-07
45.57784652709961,2011-04-08
45.050132751464844,2011-04-11
43.540069580078125,2011-04-12
42.703857421875,2011-04-13
45.220638275146484,2011-04-14
45.4723014831543,2011-04-15
43.78364181518555,2011-04-18
43.06919479370117,2011-04-19
43.73490905761719,2011-04-20
43.92975616455078,2011-04-21
42.7850456237793,2011-04-25
44.21391296386719,2011-04-26
44.08401107788086,2011-04-27
43.55631637573242,2011-04-28
42.874351501464844,2011-04-29
41.59160614013672,2011-05-02
42.82563400268555,2011-05-03
43.80797576904297,2011-05-04
45.30179977416992,2011-05-05
46.43840789794922,2011-05-06
48.32193374633789,2011-05-09
49.263694763183594,2011-05-10
47.24214553833008,2011-05-11
47.469459533691406,2011-05-12
46.59265899658203,2011-05-13
44.96083068847656,2011-05-16
44.684791564941406,2011-05-17
45.44793701171875,2011-05-18
45.439823150634766,2011-05-19
44.98517990112305,2011-05-20
44.08401107788086,2011-05-23
42.874351501464844,2011-05-24
43.22344207763672,2011-05-25
43.702449798583984,2011-05-26
44.116493225097656,2011-05-27
44.94458770751953,2011-05-31
44.092140197753906,2011-06-01
44.2057991027832,2011-06-02
46.43840789794922,2011-06-03
46.284156799316406,2011-06-06
46.49524688720703,2011-06-07
46.251686096191406,2011-06-08
46.27604293823242,2011-06-09
45.80516052246094,2011-06-10
46.09741973876953,2011-06-13
47.648094177246094,2011-06-14
46.105552673339844,2011-06-15
46.80375289916992,2011-06-16
46.43029022216797,2011-06-17
46.251686096191406,2011-06-20
47.469459533691406,2011-06-21
47.01483154296875,2011-06-22
46.771270751953125,2011-06-23
47.13661575317383,2011-06-24
47.92412567138672,2011-06-27
48.70348358154297,2011-06-28
49.32863998413086,2011-06-29
49.279930114746094,2011-06-30
51.853519439697266,2011-07-01
53.3392219543457,2011-07-05
54.02931213378906,2011-07-06
55.97776794433594,2011-07-07
57.22804260253906,2011-07-08
56.537940979003906,2011-07-11
57.09001922607422,2011-07-12
57.39852523803711,2011-07-13
56.62725067138672,2011-07-14
57.85316467285156,2011-07-15
58.55946731567383,2011-07-18
61.49842071533203,2011-07-19
61.465965270996094,2011-07-20
63.34133529663086,2011-07-21
63.552433013916016,2011-07-22
64.24250793457031,2011-07-25
64.4373550415039,2011-07-26
63.36570739746094,2011-07-27
64.05577087402344,2011-07-28
63.77976989746094,2011-07-29
64.3967514038086,2011-08-01
63.016597747802734,2011-08-02
64.18566131591797,2011-08-03
58.31592559814453,2011-08-04
54.73562240600586,2011-08-05
46.35723114013672,2011-08-08
51.293331146240234,2011-08-09
48.64666748046875,2011-08-10
50.992950439453125,2011-08-11
50.21356201171875,2011-08-12
52.20262145996094,2011-08-15
49.85634231567383,2011-08-16
49.01200485229492,2011-08-17
44.98517990112305,2011-08-18
44.44123840332031,2011-08-19
46.235443115234375,2011-08-22
49.06884002685547,2011-08-23
50.603248596191406,2011-08-24
48.403106689453125,2011-08-25
50.814334869384766,2011-08-26
52.75468444824219,2011-08-29
49.73456954956055,2011-08-30
49.77516174316406,2011-08-31
48.97141647338867,2011-09-01
47.13661575317383,2011-09-02
46.63325500488281,2011-09-06
47.60748291015625,2011-09-07
45.66714859008789,2011-09-08
44.27886962890625,2011-09-09
44.55489730834961,2011-09-12
46.211090087890625,2011-09-13
46.59265899658203,2011-09-14
46.284156799316406,2011-09-15
46.332862854003906,2011-09-16
46.414058685302734,2011-09-19
45.439823150634766,2011-09-20
44.692909240722656,2011-09-21
41.11260986328125,2011-09-22
42.914947509765625,2011-09-23
43.864810943603516,2011-09-26
46.12989807128906,2011-09-27
44.14084243774414,2011-09-28
45.131309509277344,2011-09-29
43.531959533691406,2011-09-30
41.965057373046875,2011-10-03
42.76067352294922,2011-10-04
44.32756805419922,2011-10-05
46.12989807128906,2011-10-06
44.91209411621094,2011-10-07
47.08789825439453,2011-10-10
46.235443115234375,2011-10-11
48.33004379272461,2011-10-12
48.76845169067383,2011-10-13
47.63185119628906,2011-10-14
45.5534782409668,2011-10-17
46.37345504760742,2011-10-18
44.62797164916992,2011-10-19
44.82280349731445,2011-10-20
46.08119583129883,2011-10-21
48.50054168701172,2011-10-24
46.34910583496094,2011-10-25
46.44652557373047,2011-10-26
51.8047981262207,2011-10-27
52.641014099121094,2011-10-28
50.66007995605469,2011-10-31
46.88493728637695,2011-11-01
48.33004379272461,2011-11-02
51.03353500366211,2011-11-03
51.09036636352539,2011-11-04
51.293331146240234,2011-11-07
52.9901237487793,2011-11-08
50.40030288696289,2011-11-09
52.527366638183594,2011-11-10
56.0914306640625,2011-11-11
56.448638916015625,2011-11-14
58.00740432739258,2011-11-15
55.880340576171875,2011-11-16
55.73420333862305,2011-11-17
58.35651779174805,2011-11-18
58.15355682373047,2011-11-21
58.82740020751953,2011-11-22
58.51076889038086,2011-11-23
56.76528549194336,2011-11-25
59.44442367553711,2011-11-28
60.22379684448242,2011-11-29
61.6120719909668,2011-11-30
59.99647903442383,2011-12-01
60.57289505004883,2011-12-02
60.17508316040039,2011-12-05
59.590538024902344,2011-12-06
61.00319290161133,2011-12-07
58.38088607788086,2011-12-08
62.667484283447266,2011-12-09
61.579620361328125,2011-12-12
59.79350280761719,2011-12-13
59.54182434082031,2011-12-14
59.86659240722656,2011-12-15
58.453956604003906,2011-12-16
59.631134033203125,2011-12-19
61.165565490722656,2011-12-20
61.42536926269531,2011-12-21
62.10733413696289,2011-12-22
62.2047233581543,2011-12-23
63.722896575927734,2011-12-27
61.806922912597656,2011-12-28
61.73385238647461,2011-12-29
61.709503173828125,2011-12-30
62.91919708251953,2012-01-03
62.97602462768555,2012-01-04
63.21956253051758,2012-01-05
62.52949523925781,2012-01-06
62.724334716796875,2012-01-09
67.28697204589844,2012-01-10
66.9703369140625,2012-01-11
66.57256317138672,2012-01-12
65.17613983154297,2012-01-13
64.0070571899414,2012-01-17
64.60786437988281,2012-01-18
64.62408447265625,2012-01-19
64.86764526367188,2012-01-20
64.8838882446289,2012-01-23
64.86764526367188,2012-01-24
64.80268859863281,2012-01-25
64.81893920898438,2012-01-26
64.92448425292969,2012-01-27
64.66468811035156,2012-01-30
64.4373550415039,2012-01-31
65.52522277832031,2012-02-01
66.81611633300781,2012-02-02
67.30321502685547,2012-02-03
66.59690856933594,2012-02-06
66.5481948852539,2012-02-07
67.18144226074219,2012-02-08
65.9717788696289,2012-02-09
65.54147338867188,2012-02-10
65.71197509765625,2012-02-13
65.41159057617188,2012-02-14
63.99893569946289,2012-02-15
64.62408447265625,2012-02-16
64.9082260131836,2012-02-17
64.54290008544922,2012-02-21
64.8270492553711,2012-02-22
65.35477447509766,2012-02-23
64.136962890625,2012-02-24
66.23157501220703,2012-02-27
66.10165405273438,2012-02-28
64.57537841796875,2012-02-29
64.75399017333984,2012-03-01
61.79068374633789,2012-03-02
63.170841217041016,2012-03-05
60.467350006103516,2012-03-06
62.732444763183594,2012-03-07
63.66608428955078,2012-03-08
65.10308837890625,2012-03-09
65.63890838623047,2012-03-12
66.72679901123047,2012-03-13
66.07730102539062,2012-03-14
66.59690856933594,2012-03-15
65.75255584716797,2012-03-16
66.45890045166016,2012-03-19
64.41301727294922,2012-03-20
65.23297119140625,2012-03-21
64.50228118896484,2012-03-22
64.94881439208984,2012-03-23
66.08544158935547,2012-03-26
66.54006958007812,2012-03-27
67.34380340576172,2012-03-28
70.19343566894531,2012-03-29
69.64137268066406,2012-03-30
70.9646987915039,2012-04-02
68.04202270507812,2012-04-03
66.19096374511719,2012-04-04
65.94743347167969,2012-04-05
66.28025817871094,2012-04-09
63.27640151977539,2012-04-10
64.4048843383789,2012-04-11
67.19768524169922,2012-04-12
65.4359359741211,2012-04-13
66.18284606933594,2012-04-16
67.18144226074219,2012-04-17
68.47230529785156,2012-04-18
65.18425750732422,2012-04-19
64.81082916259766,2012-04-20
63.593017578125,2012-04-23
64.9082260131836,2012-04-24
67.39250946044922,2012-04-25
69.0081558227539,2012-04-26
70.11225891113281,2012-04-27
68.5210189819336,2012-04-30
66.58878326416016,2012-05-01
66.16661071777344,2012-05-02
63.406288146972656,2012-05-03
61.157447814941406,2012-05-04
61.806922912597656,2012-05-07
63.406288146972656,2012-05-08
62.55385208129883,2012-05-09
63.211448669433594,2012-05-10
63.6579704284668,2012-05-11
62.862342834472656,2012-05-14
62.57819366455078,2012-05-15
62.2047233581543,2012-05-16
61.376651763916016,2012-05-17
60.97883987426758,2012-05-18
62.2047233581543,2012-05-21
59.8828125,2012-05-22
58.462066650390625,2012-05-23
58.72187042236328,2012-05-24
58.104854583740234,2012-05-25
58.072357177734375,2012-05-29
57.130615234375,2012-05-30
57.54467010498047,2012-05-31
56.570430755615234,2012-06-01
56.343109130859375,2012-06-04
56.635379791259766,2012-06-05
59.363224029541016,2012-06-06
58.7786750793457,2012-06-07
59.363224029541016,2012-06-08
57.86940383911133,2012-06-11
58.023651123046875,2012-06-12
56.27004623413086,2012-06-13
57.122493743896484,2012-06-14
58.08047866821289,2012-06-15
56.830230712890625,2012-06-18
59.50935363769531,2012-06-19
60.50795364379883,2012-06-20
57.62583923339844,2012-06-21
59.549949645996094,2012-06-22
60.1832160949707,2012-06-25
62.25345993041992,2012-06-26
62.878570556640625,2012-06-27
62.88671875,2012-06-28
65.76069641113281,2012-06-29
66.5481948852539,2012-07-02
68.3910903930664,2012-07-03
68.71583557128906,2012-07-05
66.10977935791016,2012-07-06
66.49136352539062,2012-07-09
66.93789672851562,2012-07-10
66.99472045898438,2012-07-11
65.35477447509766,2012-07-12
66.45076751708984,2012-07-13
66.28838348388672,2012-07-16
67.34380340576172,2012-07-17
69.47089385986328,2012-07-18
68.00142669677734,2012-07-19
63.47123718261719,2012-07-20
62.57006072998047,2012-07-23
62.464542388916016,2012-07-24
63.47123718261719,2012-07-25
64.30744171142578,2012-07-26
67.24639129638672,2012-07-27
66.28838348388672,2012-07-30
67.96895599365234,2012-07-31
66.5644302368164,2012-08-01
67.83903503417969,2012-08-02
68.5210189819336,2012-08-03
67.50619506835938,2012-08-06
68.74833679199219,2012-08-07
69.12992095947266,2012-08-08
69.35720825195312,2012-08-09
69.42217254638672,2012-08-10
69.65760803222656,2012-08-13
68.45606231689453,2012-08-14
69.56021118164062,2012-08-15
69.990478515625,2012-08-16
70.55067443847656,2012-08-17
70.91598510742188,2012-08-20
71.86589050292969,2012-08-21
72.15003204345703,2012-08-22
70.94036102294922,2012-08-23
71.36251068115234,2012-08-24
71.65478515625,2012-08-27
71.51676940917969,2012-08-28
71.57361602783203,2012-08-29
70.42076873779297,2012-08-30
69.52772521972656,2012-08-31
71.49241638183594,2012-09-04
67.3843765258789,2012-09-05
69.45463562011719,2012-09-06
71.37877655029297,2012-09-07
71.58171081542969,2012-09-10
71.80093383789062,2012-09-11
71.4193344116211,2012-09-12
