FANG,Date
84.08531188964844,2016-12-28
83.35833740234375,2016-12-29
82.54964447021484,2016-12-30
84.3385238647461,2017-01-03
84.59992218017578,2017-01-04
84.68160247802734,2017-01-05
84.67344665527344,2017-01-06
82.85189056396484,2017-01-09
83.89743041992188,2017-01-10
84.87763977050781,2017-01-11
84.59992218017578,2017-01-12
82.79469299316406,2017-01-13
82.043212890625,2017-01-17
82.10856628417969,2017-01-18
83.52985382080078,2017-01-19
84.22415924072266,2017-01-20
83.4726791381836,2017-01-23
84.73878479003906,2017-01-24
85.86602783203125,2017-01-25
87.15662384033203,2017-01-26
87.14027404785156,2017-01-27
83.72590637207031,2017-01-30
85.90684509277344,2017-01-31
86.38880157470703,2017-02-01
85.46578216552734,2017-02-02
85.29423522949219,2017-02-03
86.12740325927734,2017-02-06
81.78182983398438,2017-02-07
82.1412353515625,2017-02-08
84.89397430419922,2017-02-09
85.59645080566406,2017-02-10
85.19621276855469,2017-02-13
87.95711517333984,2017-02-14
91.35517883300781,2017-02-15
89.04352569580078,2017-02-16
87.91627502441406,2017-02-17
87.27096557617188,2017-02-21
83.34200286865234,2017-02-22
82.46797180175781,2017-02-23
82.01871490478516,2017-02-24
83.03157043457031,2017-02-27
82.38627624511719,2017-02-28
86.34796905517578,2017-03-01
84.80411529541016,2017-03-02
84.60808563232422,2017-03-03
84.91850280761719,2017-03-06
85.42491912841797,2017-03-07
81.48775482177734,2017-03-08
82.89273834228516,2017-03-09
82.87638854980469,2017-03-10
82.71302032470703,2017-03-13
