ADSK,Date
0.6433488130569458,1985-11-19
0.6572340130805969,1985-11-20
0.6850045919418335,1985-11-21
0.7220320105552673,1985-11-22
0.7220320105552673,1985-11-25
0.7498025894165039,1985-11-26
0.7544307112693787,1985-11-27
0.7868301272392273,1985-11-29
0.7868301272392273,1985-12-02
0.8331140279769897,1985-12-03
0.8793978691101074,1985-12-04
0.9071685075759888,1985-12-05
0.8331140279769897,1985-12-06
0.8331140279769897,1985-12-09
0.8516275882720947,1985-12-10
0.8516275882720947,1985-12-11
0.860884428024292,1985-12-12
0.860884428024292,1985-12-13
0.8979119658470154,1985-12-16
0.8886550664901733,1985-12-17
0.860884428024292,1985-12-18
0.860884428024292,1985-12-19
0.8423712253570557,1985-12-20
0.8423712253570557,1985-12-23
0.860884428024292,1985-12-24
0.8655126690864563,1985-12-26
0.8793978691101074,1985-12-27
0.8793978691101074,1985-12-30
0.9164251089096069,1985-12-31
0.9627091884613037,1986-01-02
0.953453004360199,1986-01-03
0.9164251089096069,1986-01-06
0.9164251089096069,1986-01-07
0.9210536479949951,1986-01-08
0.8793978691101074,1986-01-09
0.8793978691101074,1986-01-10
0.860884428024292,1986-01-13
0.8238568902015686,1986-01-14
0.8331140279769897,1986-01-15
0.8331140279769897,1986-01-16
0.8331140279769897,1986-01-17
0.8423712253570557,1986-01-20
0.860884428024292,1986-01-21
0.8099714517593384,1986-01-22
0.7868301272392273,1986-01-23
0.8053432703018188,1986-01-24
0.8099714517593384,1986-01-27
0.8793978691101074,1986-01-28
0.9071685075759888,1986-01-29
0.9071685075759888,1986-01-30
0.9071685075759888,1986-01-31
0.9164251089096069,1986-02-03
0.9164251089096069,1986-02-04
0.9164251089096069,1986-02-05
0.9164251089096069,1986-02-06
0.860884428024292,1986-02-07
0.860884428024292,1986-02-10
0.9071685075759888,1986-02-11
0.9627091884613037,1986-02-12
0.9997370839118958,1986-02-13
1.1015609502792358,1986-02-14
1.1015609502792358,1986-02-18
1.0830479860305786,1986-02-19
1.0876766443252563,1986-02-20
1.138588786125183,1986-02-21
1.0876766443252563,1986-02-24
1.0830479860305786,1986-02-25
1.0737906694412231,1986-02-26
1.0737906694412231,1986-02-27
1.0737906694412231,1986-02-28
1.0182507038116455,1986-03-03
1.032134771347046,1986-03-04
1.0182507038116455,1986-03-05
0.9997370839118958,1986-03-06
0.9719659090042114,1986-03-07
0.9719659090042114,1986-03-10
0.9904797077178955,1986-03-11
1.0089936256408691,1986-03-12
1.0089936256408691,1986-03-13
1.0182507038116455,1986-03-14
1.0182507038116455,1986-03-17
1.0089936256408691,1986-03-18
1.0089936256408691,1986-03-19
1.0182507038116455,1986-03-20
0.9951086044311523,1986-03-21
0.9719659090042114,1986-03-24
0.9719659090042114,1986-03-25
0.944195568561554,1986-03-26
0.953453004360199,1986-03-27
0.9349387884140015,1986-03-31
0.9210536479949951,1986-04-01
0.9164251089096069,1986-04-02
0.9164251089096069,1986-04-03
0.8979119658470154,1986-04-04
0.8793978691101074,1986-04-07
0.9071685075759888,1986-04-08
0.9627091884613037,1986-04-09
0.9627091884613037,1986-04-10
0.9627091884613037,1986-04-11
0.9719659090042114,1986-04-14
0.9719659090042114,1986-04-15
1.0182507038116455,1986-04-16
1.032134771347046,1986-04-17
1.1015609502792358,1986-04-18
1.1015609502792358,1986-04-21
1.1015609502792358,1986-04-22
1.1061904430389404,1986-04-23
1.1108187437057495,1986-04-24
1.1108187437057495,1986-04-25
1.138588786125183,1986-04-28
1.129332184791565,1986-04-29
1.1015609502792358,1986-04-30
1.0737906694412231,1986-05-01
1.0830479860305786,1986-05-02
1.0876766443252563,1986-05-05
1.0830479860305786,1986-05-06
1.1432169675827026,1986-05-07
1.2219007015228271,1986-05-08
1.240413784980774,1986-05-09
1.240413784980774,1986-05-12
1.2496709823608398,1986-05-13
1.231157660484314,1986-05-14
1.1432169675827026,1986-05-15
1.129332184791565,1986-05-16
1.1571024656295776,1986-05-19
1.1571024656295776,1986-05-20
1.166359782218933,1986-05-21
1.1848727464675903,1986-05-22
1.1848727464675903,1986-05-23
1.166359782218933,1986-05-27
1.1756165027618408,1986-05-28
1.1756165027618408,1986-05-29
1.2126436233520508,1986-05-30
1.2496709823608398,1986-06-02
1.295954704284668,1986-06-03
1.309840202331543,1986-06-04
1.3237253427505493,1986-06-05
1.3653812408447266,1986-06-06
1.309840202331543,1986-06-09
1.2866984605789185,1986-06-10
1.2774420976638794,1986-06-11
1.2774420976638794,1986-06-12
1.295954704284668,1986-06-13
1.295954704284668,1986-06-16
1.295954704284668,1986-06-17
1.2866984605789185,1986-06-18
1.309840202331543,1986-06-19
1.3422399759292603,1986-06-20
1.2866984605789185,1986-06-23
1.295954704284668,1986-06-24
1.3237253427505493,1986-06-25
1.3607532978057861,1986-06-26
1.4070364236831665,1986-06-27
1.4903481006622314,1986-06-30
1.4070364236831665,1986-07-01
1.416293978691101,1986-07-02
1.416293978691101,1986-07-03
1.3514958620071411,1986-07-07
1.2866984605789185,1986-07-08
1.3237253427505493,1986-07-09
1.3422399759292603,1986-07-10
1.3422399759292603,1986-07-11
1.2866984605789185,1986-07-14
1.138588786125183,1986-07-15
1.1756165027618408,1986-07-16
1.1941301822662354,1986-07-17
1.1571024656295776,1986-07-18
1.129332184791565,1986-07-21
1.1015609502792358,1986-07-22
1.129332184791565,1986-07-23
1.129332184791565,1986-07-24
1.0876766443252563,1986-07-25
0.976594090461731,1986-07-28
0.976594090461731,1986-07-29
0.9904797077178955,1986-07-30
0.9997370839118958,1986-07-31
0.9997370839118958,1986-08-01
0.953453004360199,1986-08-04
0.9719659090042114,1986-08-05
0.9719659090042114,1986-08-06
0.9719659090042114,1986-08-07
0.9904797077178955,1986-08-08
1.064535140991211,1986-08-11
1.120076060295105,1986-08-12
1.129332184791565,1986-08-13
1.1941301822662354,1986-08-14
1.240413784980774,1986-08-15
1.2866984605789185,1986-08-18
1.2681840658187866,1986-08-19
1.309840202331543,1986-08-20
1.295954704284668,1986-08-21
1.3052114248275757,1986-08-22
1.2774420976638794,1986-08-25
1.295954704284668,1986-08-26
1.2681840658187866,1986-08-27
1.2681840658187866,1986-08-28
1.2681840658187866,1986-08-29
1.2681840658187866,1986-09-02
1.2496709823608398,1986-09-03
1.2681840658187866,1986-09-04
1.2542991638183594,1986-09-05
1.240413784980774,1986-09-08
1.240413784980774,1986-09-09
1.231157660484314,1986-09-10
1.129332184791565,1986-09-11
1.1108187437057495,1986-09-12
1.1015609502792358,1986-09-15
1.0830479860305786,1986-09-16
1.138588786125183,1986-09-17
1.138588786125183,1986-09-18
1.1941301822662354,1986-09-19
1.1987581253051758,1986-09-22
1.2126436233520508,1986-09-23
1.2126436233520508,1986-09-24
1.1848727464675903,1986-09-25
1.1432169675827026,1986-09-26
1.1432169675827026,1986-09-29
1.1941301822662354,1986-09-30
1.1941301822662354,1986-10-01
1.1756165027618408,1986-10-02
1.1848727464675903,1986-10-03
1.1848727464675903,1986-10-06
1.1848727464675903,1986-10-07
1.1848727464675903,1986-10-08
1.1895018815994263,1986-10-09
1.1848727464675903,1986-10-10
1.1848727464675903,1986-10-13
1.1941301822662354,1986-10-14
1.1941301822662354,1986-10-15
1.231157660484314,1986-10-16
1.231157660484314,1986-10-17
1.2219007015228271,1986-10-20
1.240413784980774,1986-10-21
1.2681840658187866,1986-10-22
1.2866984605789185,1986-10-23
1.3514958620071411,1986-10-24
1.3329823017120361,1986-10-27
1.3514958620071411,1986-10-28
1.4070364236831665,1986-10-29
1.4070364236831665,1986-10-30
1.3653812408447266,1986-10-31
1.3514958620071411,1986-11-03
1.3885233402252197,1986-11-04
1.4070364236831665,1986-11-05
1.3977805376052856,1986-11-06
1.3977805376052856,1986-11-07
1.4070364236831665,1986-11-10
1.4070364236831665,1986-11-11
1.3977805376052856,1986-11-12
1.3607532978057861,1986-11-13
1.3514958620071411,1986-11-14
1.3653812408447266,1986-11-17
1.3607532978057861,1986-11-18
1.3329823017120361,1986-11-19
1.3422399759292603,1986-11-20
1.3653812408447266,1986-11-21
1.4070364236831665,1986-11-24
1.4348070621490479,1986-11-25
1.471834659576416,1986-11-26
1.471834659576416,1986-11-28
1.416293978691101,1986-12-01
1.4533213376998901,1986-12-02
1.46257746219635,1986-12-03
1.4440640211105347,1986-12-04
1.416293978691101,1986-12-05
1.416293978691101,1986-12-08
1.3977805376052856,1986-12-09
1.416293978691101,1986-12-10
1.416293978691101,1986-12-11
1.4070364236831665,1986-12-12
1.3977805376052856,1986-12-15
1.3792665004730225,1986-12-16
1.3792665004730225,1986-12-17
1.3792665004730225,1986-12-18
1.416293978691101,1986-12-19
1.4209219217300415,1986-12-22
1.416293978691101,1986-12-23
1.416293978691101,1986-12-24
1.4070364236831665,1986-12-26
1.416293978691101,1986-12-29
1.4209219217300415,1986-12-30
1.4209219217300415,1986-12-31
1.4440640211105347,1987-01-02
1.4533213376998901,1987-01-05
1.545888900756836,1987-01-06
1.6014299392700195,1987-01-07
1.656970739364624,1987-01-08
1.656970739364624,1987-01-09
1.6847418546676636,1987-01-12
1.7449108362197876,1987-01-13
1.754167914390564,1987-01-14
1.8004522323608398,1987-01-15
1.7680530548095703,1987-01-16
1.8282221555709839,1987-01-19
1.7726818323135376,1987-01-20
1.7958229780197144,1987-01-21
1.8097083568572998,1987-01-22
1.8097083568572998,1987-01-23
1.8097083568572998,1987-01-26
1.823594331741333,1987-01-27
1.8791347742080688,1987-01-28
1.8282221555709839,1987-01-29
1.8513647317886353,1987-01-30
2.017986297607422,1987-02-02
2.1290693283081055,1987-02-03
2.064270496368408,1987-02-04
1.9902164936065674,1987-02-05
1.9624453783035278,1987-02-06
1.865249514579773,1987-02-09
1.8513647317886353,1987-02-10
1.9948455095291138,1987-02-11
1.9948455095291138,1987-02-12
2.1290693283081055,1987-02-13
2.3512320518493652,1987-02-17
2.309577465057373,1987-02-18
2.295691728591919,1987-02-19
2.295691728591919,1987-02-20
2.217008113861084,1987-02-23
2.3651182651519775,1987-02-24
2.5502541065216064,1987-02-25
2.5780258178710938,1987-02-26
2.531740427017212,1987-02-27
2.494713544845581,1987-03-02
2.4391729831695557,1987-03-03
2.642822265625,1987-03-04
2.628937005996704,1987-03-05
2.6057958602905273,1987-03-06
2.5733962059020996,1987-03-09
2.684478998184204,1987-03-10
2.628937005996704,1987-03-11
2.642822265625,1987-03-12
2.5733962059020996,1987-03-13
2.5502541065216064,1987-03-16
2.6613359451293945,1987-03-17
2.6983625888824463,1987-03-18
2.8557310104370117,1987-03-19
2.8511009216308594,1987-03-20
2.864985704421997,1987-03-23
2.8094449043273926,1987-03-24
2.920527696609497,1987-03-25
3.124178171157837,1987-03-26
3.1982319355010986,1987-03-27
3.110292434692383,1987-03-30
3.415766716003418,1987-03-31
3.5546202659606934,1987-04-01
3.4990792274475098,1987-04-02
3.3879966735839844,1987-04-03
3.1658334732055664,1987-04-06
3.110292434692383,1987-04-07
3.2213730812072754,1987-04-08
3.1658334732055664,1987-04-09
3.054750680923462,1987-04-10
2.8881280422210693,1987-04-13
2.832587957382202,1987-04-14
2.8881280422210693,1987-04-15
3.054750680923462,1987-04-16
2.8881280422210693,1987-04-20
2.9158992767333984,1987-04-21
2.9992103576660156,1987-04-22
2.943669319152832,1987-04-23
2.943669319152832,1987-04-24
2.8603577613830566,1987-04-27
2.7770466804504395,1987-04-28
2.943669319152832,1987-04-29
3.054750680923462,1987-04-30
3.1658334732055664,1987-05-01
3.054750680923462,1987-05-04
3.054750680923462,1987-05-05
2.9992103576660156,1987-05-06
2.9992103576660156,1987-05-07
2.9992103576660156,1987-05-08
3.054750680923462,1987-05-11
2.9992103576660156,1987-05-12
2.9992103576660156,1987-05-13
3.054750680923462,1987-05-14
3.082522392272949,1987-05-15
3.026982069015503,1987-05-18
2.943669319152832,1987-05-19
2.832587957382202,1987-05-20
2.832587957382202,1987-05-21
2.832587957382202,1987-05-22
2.832587957382202,1987-05-26
2.832587957382202,1987-05-27
2.8881280422210693,1987-05-28
2.832587957382202,1987-05-29
2.6659646034240723,1987-06-01
2.6937355995178223,1987-06-02
2.7770466804504395,1987-06-03
2.81870174407959,1987-06-04
2.7770466804504395,1987-06-05
2.7770466804504395,1987-06-08
2.7492754459381104,1987-06-09
2.6381947994232178,1987-06-10
2.6659646034240723,1987-06-11
2.6381947994232178,1987-06-12
2.554884195327759,1987-06-15
2.7215065956115723,1987-06-16
2.8048179149627686,1987-06-17
2.7215065956115723,1987-06-18
2.7215065956115723,1987-06-19
2.7770466804504395,1987-06-22
2.8881280422210693,1987-06-23
2.943669319152832,1987-06-24
2.832587957382202,1987-06-25
2.832587957382202,1987-06-26
2.8881280422210693,1987-06-29
2.8048179149627686,1987-06-30
2.7770466804504395,1987-07-01
2.6381947994232178,1987-07-02
2.3049492835998535,1987-07-06
2.332719564437866,1987-07-07
2.332719564437866,1987-07-08
2.3049492835998535,1987-07-09
2.332719564437866,1987-07-10
2.4993419647216797,1987-07-13
2.6104228496551514,1987-07-14
2.471571922302246,1987-07-15
2.554884195327759,1987-07-16
2.6104228496551514,1987-07-17
2.471571922302246,1987-07-20
2.332719564437866,1987-07-21
2.4438014030456543,1987-07-22
2.3604893684387207,1987-07-23
2.332719564437866,1987-07-24
2.3882603645324707,1987-07-27
2.4021449089050293,1987-07-28
2.4438014030456543,1987-07-29
2.6104228496551514,1987-07-30
2.6937355995178223,1987-07-31
2.6937355995178223,1987-08-03
2.6381947994232178,1987-08-04
2.7770466804504395,1987-08-05
2.9158992767333984,1987-08-06
2.8048179149627686,1987-08-07
2.9158992767333984,1987-08-10
3.110292434692383,1987-08-11
3.068636894226074,1987-08-12
3.2213730812072754,1987-08-13
3.249145269393921,1987-08-14
3.249145269393921,1987-08-17
3.110292434692383,1987-08-18
3.054750680923462,1987-08-19
3.2213730812072754,1987-08-20
3.2769148349761963,1987-08-21
3.332456111907959,1987-08-24
3.304685115814209,1987-08-25
3.1658334732055664,1987-08-26
3.1658334732055664,1987-08-27
3.1658334732055664,1987-08-28
3.1658334732055664,1987-08-31
3.082522392272949,1987-09-01
2.9992103576660156,1987-09-02
2.9992103576660156,1987-09-03
2.9158992767333984,1987-09-04
2.8603577613830566,1987-09-08
2.9992103576660156,1987-09-09
3.1936044692993164,1987-09-10
3.249145269393921,1987-09-11
3.1380624771118164,1987-09-14
3.082522392272949,1987-09-15
3.1936044692993164,1987-09-16
3.249145269393921,1987-09-17
3.249145269393921,1987-09-18
3.082522392272949,1987-09-21
3.1936044692993164,1987-09-22
3.249145269393921,1987-09-23
3.249145269393921,1987-09-24
3.2213730812072754,1987-09-25
3.1658334732055664,1987-09-28
3.1380624771118164,1987-09-29
3.054750680923462,1987-09-30
3.2213730812072754,1987-10-01
3.4713079929351807,1987-10-02
3.637930154800415,1987-10-05
3.3879966735839844,1987-10-06
3.332456111907959,1987-10-07
3.332456111907959,1987-10-08
3.415766716003418,1987-10-09
3.304685115814209,1987-10-12
3.332456111907959,1987-10-13
3.304685115814209,1987-10-14
3.332456111907959,1987-10-15
3.054750680923462,1987-10-16
2.5271124839782715,1987-10-19
2.277177572250366,1987-10-20
2.6104228496551514,1987-10-21
2.221637487411499,1987-10-22
1.9439318180084229,1987-10-23
1.527375340461731,1987-10-26
1.4440640211105347,1987-10-27
1.4440640211105347,1987-10-28
2.0272433757781982,1987-10-29
2.11055588722229,1987-10-30
2.1383252143859863,1987-11-02
1.9717031717300415,1987-11-03
1.9994741678237915,1987-11-04
1.9994741678237915,1987-11-05
1.888391137123108,1987-11-06
1.846736192703247,1987-11-09
1.860621452331543,1987-11-10
1.9161622524261475,1987-11-11
1.9994741678237915,1987-11-12
1.888391137123108,1987-11-13
1.9161622524261475,1987-11-16
1.8050804138183594,1987-11-17
1.8328502178192139,1987-11-18
1.7773101329803467,1987-11-19
1.7773101329803467,1987-11-20
1.7773101329803467,1987-11-23
1.9439318180084229,1987-11-24
2.0550150871276855,1987-11-25
1.9994741678237915,1987-11-27
1.9439318180084229,1987-11-30
1.9439318180084229,1987-12-01
1.9717031717300415,1987-12-02
1.9994741678237915,1987-12-03
1.9717031717300415,1987-12-04
2.1383252143859863,1987-12-07
2.235522985458374,1987-12-08
2.3604893684387207,1987-12-09
2.277177572250366,1987-12-10
2.221637487411499,1987-12-11
2.332719564437866,1987-12-14
2.3882603645324707,1987-12-15
2.416029930114746,1987-12-16
2.3604893684387207,1987-12-17
2.471571922302246,1987-12-18
2.416029930114746,1987-12-21
2.3604893684387207,1987-12-22
2.3882603645324707,1987-12-23
2.416029930114746,1987-12-24
2.3049492835998535,1987-12-28
2.277177572250366,1987-12-29
2.3049492835998535,1987-12-30
2.3049492835998535,1987-12-31
2.332719564437866,1988-01-04
2.471571922302246,1988-01-05
2.4438014030456543,1988-01-06
2.5271124839782715,1988-01-07
2.193866491317749,1988-01-08
2.2494077682495117,1988-01-11
2.193866491317749,1988-01-12
2.1383252143859863,1988-01-13
2.11055588722229,1988-01-14
2.0550150871276855,1988-01-15
2.0550150871276855,1988-01-18
2.0272433757781982,1988-01-19
1.860621452331543,1988-01-20
1.9439318180084229,1988-01-21
2.0272433757781982,1988-01-22
2.11055588722229,1988-01-25
1.9994741678237915,1988-01-26
2.0272433757781982,1988-01-27
2.0272433757781982,1988-01-28
2.082785129547119,1988-01-29
2.082785129547119,1988-02-01
2.0272433757781982,1988-02-02
1.888391137123108,1988-02-03
1.9161622524261475,1988-02-04
1.9439318180084229,1988-02-05
1.9161622524261475,1988-02-08
1.9161622524261475,1988-02-09
1.9717031717300415,1988-02-10
2.0272433757781982,1988-02-11
2.11055588722229,1988-02-12
2.221637487411499,1988-02-16
2.1383252143859863,1988-02-17
2.11055588722229,1988-02-18
2.416029930114746,1988-02-19
2.471571922302246,1988-02-22
2.4438014030456543,1988-02-23
2.471571922302246,1988-02-24
2.4993419647216797,1988-02-25
2.4299159049987793,1988-02-26
2.5271124839782715,1988-02-29
2.4993419647216797,1988-03-01
2.554884195327759,1988-03-02
2.6659646034240723,1988-03-03
2.6937355995178223,1988-03-04
2.7492754459381104,1988-03-07
2.7492754459381104,1988-03-08
2.8048179149627686,1988-03-09
2.6937355995178223,1988-03-10
2.6937355995178223,1988-03-11
2.7492754459381104,1988-03-14
2.6937355995178223,1988-03-15
2.7770466804504395,1988-03-16
2.8603577613830566,1988-03-17
2.7770466804504395,1988-03-18
2.7492754459381104,1988-03-21
2.7770466804504395,1988-03-22
2.7492754459381104,1988-03-23
2.6381947994232178,1988-03-24
2.554884195327759,1988-03-25
2.6104228496551514,1988-03-28
2.6937355995178223,1988-03-29
2.582653045654297,1988-03-30
2.582653045654297,1988-03-31
2.554884195327759,1988-04-04
2.6381947994232178,1988-04-05
2.8603577613830566,1988-04-06
3.026982069015503,1988-04-07
3.054750680923462,1988-04-08
3.1380624771118164,1988-04-11
3.110292434692383,1988-04-12
3.096406936645508,1988-04-13
2.832587957382202,1988-04-14
2.9158992767333984,1988-04-15
2.9158992767333984,1988-04-18
2.8603577613830566,1988-04-19
2.8603577613830566,1988-04-20
2.8881280422210693,1988-04-21
2.9158992767333984,1988-04-22
3.026982069015503,1988-04-25
3.1380624771118164,1988-04-26
3.249145269393921,1988-04-27
3.249145269393921,1988-04-28
3.1380624771118164,1988-04-29
3.110292434692383,1988-05-02
3.249145269393921,1988-05-03
3.304685115814209,1988-05-04
3.2213730812072754,1988-05-05
3.249145269393921,1988-05-06
3.096406936645508,1988-05-09
3.054750680923462,1988-05-10
2.943669319152832,1988-05-11
2.9714395999908447,1988-05-12
3.054750680923462,1988-05-13
3.2213730812072754,1988-05-16
3.082522392272949,1988-05-17
3.026982069015503,1988-05-18
3.054750680923462,1988-05-19
2.9714395999908447,1988-05-20
2.8881280422210693,1988-05-23
2.943669319152832,1988-05-24
2.9992103576660156,1988-05-25
3.026982069015503,1988-05-26
2.9992103576660156,1988-05-27
3.1380624771118164,1988-05-31
3.2213730812072754,1988-06-01
3.1936044692993164,1988-06-02
3.1658334732055664,1988-06-03
3.2769148349761963,1988-06-06
3.304685115814209,1988-06-07
3.415766716003418,1988-06-08
3.3879966735839844,1988-06-09
3.360226631164551,1988-06-10
3.2769148349761963,1988-06-13
3.304685115814209,1988-06-14
3.1936044692993164,1988-06-15
3.1380624771118164,1988-06-16
3.110292434692383,1988-06-17
3.1380624771118164,1988-06-20
3.1936044692993164,1988-06-21
3.360226631164551,1988-06-22
3.3879966735839844,1988-06-23
3.304685115814209,1988-06-24
3.2769148349761963,1988-06-27
3.249145269393921,1988-06-28
3.1380624771118164,1988-06-29
3.2213730812072754,1988-06-30
3.2213730812072754,1988-07-01
3.2213730812072754,1988-07-05
3.249145269393921,1988-07-06
3.249145269393921,1988-07-07
3.1658334732055664,1988-07-08
3.1658334732055664,1988-07-11
3.110292434692383,1988-07-12
3.1658334732055664,1988-07-13
3.332456111907959,1988-07-14
3.2769148349761963,1988-07-15
3.249145269393921,1988-07-18
3.1936044692993164,1988-07-19
3.040867328643799,1988-07-20
2.9714395999908447,1988-07-21
3.026982069015503,1988-07-22
2.9714395999908447,1988-07-25
2.9992103576660156,1988-07-26
2.81870174407959,1988-07-27
2.832587957382202,1988-07-28
2.8881280422210693,1988-07-29
2.9714395999908447,1988-08-01
2.9714395999908447,1988-08-02
2.943669319152832,1988-08-03
2.9020140171051025,1988-08-04
2.832587957382202,1988-08-05
2.8881280422210693,1988-08-08
2.81870174407959,1988-08-09
2.7215065956115723,1988-08-10
2.6659646034240723,1988-08-11
2.6659646034240723,1988-08-12
2.6381947994232178,1988-08-15
2.8048179149627686,1988-08-16
2.7215065956115723,1988-08-17
2.7492754459381104,1988-08-18
2.7770466804504395,1988-08-19
2.6937355995178223,1988-08-22
2.7770466804504395,1988-08-23
2.832587957382202,1988-08-24
2.832587957382202,1988-08-25
2.8603577613830566,1988-08-26
2.9158992767333984,1988-08-29
2.929783344268799,1988-08-30
2.943669319152832,1988-08-31
2.832587957382202,1988-09-01
2.9158992767333984,1988-09-02
2.8603577613830566,1988-09-06
2.8048179149627686,1988-09-07
2.8881280422210693,1988-09-08
3.054750680923462,1988-09-09
3.1658334732055664,1988-09-12
3.1658334732055664,1988-09-13
3.1658334732055664,1988-09-14
3.124178171157837,1988-09-15
3.082522392272949,1988-09-16
3.054750680923462,1988-09-19
3.026982069015503,1988-09-20
3.1380624771118164,1988-09-21
3.1380624771118164,1988-09-22
3.110292434692383,1988-09-23
3.082522392272949,1988-09-26
3.110292434692383,1988-09-27
3.124178171157837,1988-09-28
3.1936044692993164,1988-09-29
3.1658334732055664,1988-09-30
3.1658334732055664,1988-10-03
3.110292434692383,1988-10-04
3.082522392272949,1988-10-05
3.110292434692383,1988-10-06
3.082522392272949,1988-10-07
3.026982069015503,1988-10-10
2.9714395999908447,1988-10-11
2.9158992767333984,1988-10-12
2.943669319152832,1988-10-13
3.026982069015503,1988-10-14
2.9992103576660156,1988-10-17
2.9992103576660156,1988-10-18
3.026982069015503,1988-10-19
3.110292434692383,1988-10-20
3.082522392272949,1988-10-21
3.026982069015503,1988-10-24
2.8881280422210693,1988-10-25
2.7631614208221436,1988-10-26
2.6937355995178223,1988-10-27
2.7492754459381104,1988-10-28
2.6659646034240723,1988-10-31
2.7770466804504395,1988-11-01
2.6937355995178223,1988-11-02
2.7215065956115723,1988-11-03
2.7215065956115723,1988-11-04
2.7215065956115723,1988-11-07
2.8048179149627686,1988-11-08
2.8048179149627686,1988-11-09
2.8603577613830566,1988-11-10
2.7909326553344727,1988-11-11
2.7770466804504395,1988-11-14
2.7215065956115723,1988-11-15
2.582653045654297,1988-11-16
2.554884195327759,1988-11-17
2.6937355995178223,1988-11-18
2.6659646034240723,1988-11-21
2.7076199054718018,1988-11-22
2.7492754459381104,1988-11-23
2.6937355995178223,1988-11-25
2.7353904247283936,1988-11-28
2.8048179149627686,1988-11-29
2.832587957382202,1988-11-30
2.9714395999908447,1988-12-01
2.9714395999908447,1988-12-02
3.068636894226074,1988-12-05
3.082522392272949,1988-12-06
3.054750680923462,1988-12-07
3.026982069015503,1988-12-08
3.026982069015503,1988-12-09
2.9714395999908447,1988-12-12
2.943669319152832,1988-12-13
2.9992103576660156,1988-12-14
3.026982069015503,1988-12-15
3.110292434692383,1988-12-16
3.2213730812072754,1988-12-19
3.249145269393921,1988-12-20
3.2213730812072754,1988-12-21
3.1936044692993164,1988-12-22
3.2213730812072754,1988-12-23
3.2213730812072754,1988-12-27
3.1936044692993164,1988-12-28
3.207488775253296,1988-12-29
3.2213730812072754,1988-12-30
3.304685115814209,1989-01-03
3.360226631164551,1989-01-04
3.332456111907959,1989-01-05
3.249145269393921,1989-01-06
