AON,Date
1.2770766019821167,1981-04-28
1.2619633674621582,1981-04-29
1.2619633674621582,1981-04-30
1.2468498945236206,1981-05-01
1.2090672254562378,1981-05-04
1.193953514099121,1981-05-05
1.2015093564987183,1981-05-06
1.2392936944961548,1981-05-07
1.2166228294372559,1981-05-08
1.2241796255111694,1981-05-11
1.2770766019821167,1981-05-12
1.2846333980560303,1981-05-13
1.345086693763733,1981-05-14
1.329972743988037,1981-05-15
1.3224161863327026,1981-05-18
1.3224161863327026,1981-05-19
1.3148592710494995,1981-05-20
1.3148592710494995,1981-05-21
1.2997465133666992,1981-05-22
1.2846333980560303,1981-05-26
1.2770766019821167,1981-05-27
1.2846333980560303,1981-05-28
1.2695201635360718,1981-05-29
1.2921900749206543,1981-06-01
1.2468498945236206,1981-06-02
1.2241796255111694,1981-06-03
1.2468498945236206,1981-06-04
1.2619633674621582,1981-06-05
1.3224161863327026,1981-06-08
1.2997465133666992,1981-06-09
1.2846333980560303,1981-06-10
1.2997465133666992,1981-06-11
1.3224161863327026,1981-06-12
1.3601995706558228,1981-06-15
1.3677558898925781,1981-06-16
1.3828701972961426,1981-06-17
1.3677558898925781,1981-06-18
1.345086693763733,1981-06-19
1.3753126859664917,1981-06-22
1.3828701972961426,1981-06-23
1.3677558898925781,1981-06-24
1.329972743988037,1981-06-25
1.329972743988037,1981-06-26
1.3148592710494995,1981-06-29
1.2846333980560303,1981-06-30
1.2317370176315308,1981-07-01
1.2166228294372559,1981-07-02
1.2695201635360718,1981-07-06
1.3148592710494995,1981-07-07
1.337530255317688,1981-07-08
1.3601995706558228,1981-07-09
1.345086693763733,1981-07-10
1.337530255317688,1981-07-13
1.3601995706558228,1981-07-14
1.3677558898925781,1981-07-15
1.345086693763733,1981-07-16
1.337530255317688,1981-07-17
1.2997465133666992,1981-07-20
1.2468498945236206,1981-07-21
1.2619633674621582,1981-07-22
1.2468498945236206,1981-07-23
1.2921900749206543,1981-07-24
1.2997465133666992,1981-07-27
1.2921900749206543,1981-07-28
1.2619633674621582,1981-07-29
1.2544063329696655,1981-07-30
1.2770766019821167,1981-07-31
1.307303786277771,1981-08-03
1.3224161863327026,1981-08-04
1.2846333980560303,1981-08-05
1.2846333980560303,1981-08-06
1.2770766019821167,1981-08-07
1.2392936944961548,1981-08-10
1.2846333980560303,1981-08-11
1.2997465133666992,1981-08-12
1.2921900749206543,1981-08-13
1.2921900749206543,1981-08-14
1.2846333980560303,1981-08-17
1.2544063329696655,1981-08-18
1.2392936944961548,1981-08-19
1.2317370176315308,1981-08-20
1.2468498945236206,1981-08-21
1.2166228294372559,1981-08-24
1.2241796255111694,1981-08-25
1.2392936944961548,1981-08-26
1.2317370176315308,1981-08-27
1.2317370176315308,1981-08-28
1.2241796255111694,1981-08-31
1.2090672254562378,1981-09-01
1.2090672254562378,1981-09-02
1.1863961219787598,1981-09-03
1.148613452911377,1981-09-04
1.1561696529388428,1981-09-08
1.1788400411605835,1981-09-09
1.2166228294372559,1981-09-10
1.2392936944961548,1981-09-11
1.2166228294372559,1981-09-14
1.2241796255111694,1981-09-15
1.2166228294372559,1981-09-16
1.1712827682495117,1981-09-17
1.193953514099121,1981-09-18
1.1863961219787598,1981-09-21
1.2241796255111694,1981-09-22
1.2015093564987183,1981-09-23
1.193953514099121,1981-09-24
1.1561696529388428,1981-09-25
1.2090672254562378,1981-09-28
1.2695201635360718,1981-09-29
1.2544063329696655,1981-09-30
1.2392936944961548,1981-10-01
1.2544063329696655,1981-10-02
1.2468498945236206,1981-10-05
1.2468498945236206,1981-10-06
1.2695201635360718,1981-10-07
1.2997465133666992,1981-10-08
1.3224161863327026,1981-10-09
1.2921900749206543,1981-10-12
1.2770766019821167,1981-10-13
1.2770766019821167,1981-10-14
1.2619633674621582,1981-10-15
1.2846333980560303,1981-10-16
1.2921900749206543,1981-10-19
1.2921900749206543,1981-10-20
1.2770766019821167,1981-10-21
1.2997465133666992,1981-10-22
1.2695201635360718,1981-10-23
1.2392936944961548,1981-10-26
1.1788400411605835,1981-10-27
1.2392936944961548,1981-10-28
1.2846333980560303,1981-10-29
1.2846333980560303,1981-10-30
1.3224161863327026,1981-11-02
1.3224161863327026,1981-11-03
1.3224161863327026,1981-11-04
1.345086693763733,1981-11-05
1.337530255317688,1981-11-06
1.3753126859664917,1981-11-09
1.3979825973510742,1981-11-10
1.4282100200653076,1981-11-11
1.4508798122406006,1981-11-12
1.4357656240463257,1981-11-13
1.3979825973510742,1981-11-16
1.4055393934249878,1981-11-17
1.3904268741607666,1981-11-18
1.3828701972961426,1981-11-19
1.3828701972961426,1981-11-20
1.4282100200653076,1981-11-23
1.4055393934249878,1981-11-24
1.3677558898925781,1981-11-25
1.3677558898925781,1981-11-27
1.3753126859664917,1981-11-30
1.3828701972961426,1981-12-01
1.3677558898925781,1981-12-02
1.3677558898925781,1981-12-03
1.4282100200653076,1981-12-04
1.4282100200653076,1981-12-07
1.4282100200653076,1981-12-08
1.3979825973510742,1981-12-09
1.3904268741607666,1981-12-10
1.3753126859664917,1981-12-11
1.3753126859664917,1981-12-14
1.3904268741607666,1981-12-15
1.3979825973510742,1981-12-16
1.3979825973510742,1981-12-17
1.3904268741607666,1981-12-18
1.3828701972961426,1981-12-21
1.3979825973510742,1981-12-22
1.3904268741607666,1981-12-23
1.3979825973510742,1981-12-24
1.3979825973510742,1981-12-28
1.4357656240463257,1981-12-29
1.4508798122406006,1981-12-30
1.4508798122406006,1981-12-31
1.4055393934249878,1982-01-04
1.4055393934249878,1982-01-05
1.3601995706558228,1982-01-06
1.3753126859664917,1982-01-07
1.3677558898925781,1982-01-08
1.345086693763733,1982-01-11
1.329972743988037,1982-01-12
1.2695201635360718,1982-01-13
1.3224161863327026,1982-01-14
1.3148592710494995,1982-01-15
1.3148592710494995,1982-01-18
1.2770766019821167,1982-01-19
1.2997465133666992,1982-01-20
1.2846333980560303,1982-01-21
1.2695201635360718,1982-01-22
1.2770766019821167,1982-01-25
1.2695201635360718,1982-01-26
1.2997465133666992,1982-01-27
1.3224161863327026,1982-01-28
1.3677558898925781,1982-01-29
1.3677558898925781,1982-02-01
1.329972743988037,1982-02-02
1.329972743988037,1982-02-03
1.3148592710494995,1982-02-04
1.337530255317688,1982-02-05
1.3224161863327026,1982-02-08
1.3224161863327026,1982-02-09
1.3148592710494995,1982-02-10
1.307303786277771,1982-02-11
1.307303786277771,1982-02-12
1.2997465133666992,1982-02-16
1.3148592710494995,1982-02-17
1.2997465133666992,1982-02-18
1.2241796255111694,1982-02-19
1.1788400411605835,1982-02-22
1.1863961219787598,1982-02-23
1.1788400411605835,1982-02-24
1.1788400411605835,1982-02-25
1.2241796255111694,1982-02-26
1.2166228294372559,1982-03-01
1.2544063329696655,1982-03-02
1.2166228294372559,1982-03-03
1.2241796255111694,1982-03-04
1.2166228294372559,1982-03-05
1.2090672254562378,1982-03-08
1.2241796255111694,1982-03-09
1.2166228294372559,1982-03-10
1.2317370176315308,1982-03-11
1.2241796255111694,1982-03-12
1.2544063329696655,1982-03-15
1.2241796255111694,1982-03-16
1.2166228294372559,1982-03-17
1.2241796255111694,1982-03-18
1.2468498945236206,1982-03-19
1.2921900749206543,1982-03-22
1.2997465133666992,1982-03-23
1.2921900749206543,1982-03-24
1.2544063329696655,1982-03-25
1.2997465133666992,1982-03-26
1.2619633674621582,1982-03-29
1.2468498945236206,1982-03-30
1.2770766019821167,1982-03-31
1.2846333980560303,1982-04-01
1.2241796255111694,1982-04-02
1.2392936944961548,1982-04-05
1.2317370176315308,1982-04-06
1.2241796255111694,1982-04-07
1.2619633674621582,1982-04-08
1.2619633674621582,1982-04-12
1.2770766019821167,1982-04-13
1.2770766019821167,1982-04-14
1.2846333980560303,1982-04-15
1.2695201635360718,1982-04-16
1.2770766019821167,1982-04-19
1.2544063329696655,1982-04-20
1.2619633674621582,1982-04-21
1.2770766019821167,1982-04-22
1.2997465133666992,1982-04-23
1.2846333980560303,1982-04-26
1.307303786277771,1982-04-27
1.2619633674621582,1982-04-28
1.2619633674621582,1982-04-29
1.2544063329696655,1982-04-30
1.2544063329696655,1982-05-03
1.2921900749206543,1982-05-04
1.329972743988037,1982-05-05
1.329972743988037,1982-05-06
1.3601995706558228,1982-05-07
1.3677558898925781,1982-05-10
1.3904268741607666,1982-05-11
1.3828701972961426,1982-05-12
1.3526437282562256,1982-05-13
1.3677558898925781,1982-05-14
1.337530255317688,1982-05-17
1.329972743988037,1982-05-18
1.2544063329696655,1982-05-19
1.2695201635360718,1982-05-20
1.3224161863327026,1982-05-21
1.2846333980560303,1982-05-24
1.2770766019821167,1982-05-25
1.2846333980560303,1982-05-26
1.2997465133666992,1982-05-27
1.2846333980560303,1982-05-28
1.2921900749206543,1982-06-01
1.2619633674621582,1982-06-02
1.2619633674621582,1982-06-03
1.2317370176315308,1982-06-04
1.2090672254562378,1982-06-07
1.2317370176315308,1982-06-08
1.193953514099121,1982-06-09
1.1863961219787598,1982-06-10
1.2166228294372559,1982-06-11
1.2090672254562378,1982-06-14
1.1788400411605835,1982-06-15
1.1637264490127563,1982-06-16
1.1637264490127563,1982-06-17
1.148613452911377,1982-06-18
1.1335002183914185,1982-06-21
1.1410564184188843,1982-06-22
1.1335002183914185,1982-06-23
1.1108300685882568,1982-06-24
1.0881603956222534,1982-06-25
1.1032724380493164,1982-06-28
1.1108300685882568,1982-06-29
1.1108300685882568,1982-06-30
1.0806028842926025,1982-07-01
1.1788400411605835,1982-07-02
1.1637264490127563,1982-07-06
1.1637264490127563,1982-07-07
1.1410564184188843,1982-07-08
1.148613452911377,1982-07-09
1.1712827682495117,1982-07-12
1.1712827682495117,1982-07-13
1.2015093564987183,1982-07-14
1.2392936944961548,1982-07-15
1.2619633674621582,1982-07-16
1.2921900749206543,1982-07-19
1.2921900749206543,1982-07-20
1.307303786277771,1982-07-21
1.3148592710494995,1982-07-22
1.3148592710494995,1982-07-23
1.3148592710494995,1982-07-26
1.2846333980560303,1982-07-27
1.2392936944961548,1982-07-28
1.2317370176315308,1982-07-29
1.2619633674621582,1982-07-30
1.2241796255111694,1982-08-02
1.2166228294372559,1982-08-03
1.2015093564987183,1982-08-04
1.1863961219787598,1982-08-05
1.1863961219787598,1982-08-06
1.1788400411605835,1982-08-09
1.1712827682495117,1982-08-10
1.0881603956222534,1982-08-11
1.0881603956222534,1982-08-12
1.0957162380218506,1982-08-13
1.1335002183914185,1982-08-16
1.1561696529388428,1982-08-17
1.2090672254562378,1982-08-18
1.2695201635360718,1982-08-19
1.2695201635360718,1982-08-20
1.329972743988037,1982-08-23
1.3224161863327026,1982-08-24
1.337530255317688,1982-08-25
1.337530255317688,1982-08-26
1.3224161863327026,1982-08-27
1.307303786277771,1982-08-30
1.3148592710494995,1982-08-31
1.337530255317688,1982-09-01
1.3526437282562256,1982-09-02
1.337530255317688,1982-09-03
1.329972743988037,1982-09-07
1.345086693763733,1982-09-08
1.3526437282562256,1982-09-09
1.2997465133666992,1982-09-10
1.3224161863327026,1982-09-13
1.3828701972961426,1982-09-14
1.3677558898925781,1982-09-15
1.3828701972961426,1982-09-16
1.3526437282562256,1982-09-17
1.3148592710494995,1982-09-20
1.3224161863327026,1982-09-21
1.3526437282562256,1982-09-22
1.3224161863327026,1982-09-23
1.3224161863327026,1982-09-24
1.3224161863327026,1982-09-27
1.345086693763733,1982-09-28
1.3224161863327026,1982-09-29
1.3148592710494995,1982-09-30
1.329972743988037,1982-10-01
1.2997465133666992,1982-10-04
1.345086693763733,1982-10-05
1.3828701972961426,1982-10-06
1.5113334655761719,1982-10-07
1.496220350265503,1982-10-08
1.556673288345337,1982-10-11
1.556673288345337,1982-10-12
1.6020135879516602,1982-10-13
1.586900234222412,1982-10-14
1.617126226425171,1982-10-15
1.6624670028686523,1982-10-18
1.6473532915115356,1982-10-19
1.6322405338287354,1982-10-20
1.6473532915115356,1982-10-21
1.6246837377548218,1982-10-22
1.556673288345337,1982-10-25
1.571786642074585,1982-10-26
1.6246837377548218,1982-10-27
1.6473532915115356,1982-10-28
1.579343557357788,1982-10-29
1.6246837377548218,1982-11-01
1.6473532915115356,1982-11-02
1.67758047580719,1982-11-03
1.7002512216567993,1982-11-04
1.76826012134552,1982-11-05
1.7833738327026367,1982-11-08
1.7304762601852417,1982-11-09
1.7380343675613403,1982-11-10
1.7833738327026367,1982-11-11
1.7380343675613403,1982-11-12
1.7078068256378174,1982-11-15
1.6549105644226074,1982-11-16
1.685137152671814,1982-11-17
1.7078068256378174,1982-11-18
1.6473532915115356,1982-11-19
1.6549105644226074,1982-11-22
1.67758047580719,1982-11-23
1.5944571495056152,1982-11-24
1.617126226425171,1982-11-26
1.6549105644226074,1982-11-29
1.67758047580719,1982-11-30
1.6473532915115356,1982-12-01
1.6322405338287354,1982-12-02
1.617126226425171,1982-12-03
1.617126226425171,1982-12-06
1.6624670028686523,1982-12-07
1.67758047580719,1982-12-08
1.6926943063735962,1982-12-09
1.7153632640838623,1982-12-10
1.7304762601852417,1982-12-13
1.7229199409484863,1982-12-14
1.7304762601852417,1982-12-15
1.7078068256378174,1982-12-16
1.685137152671814,1982-12-17
1.617126226425171,1982-12-20
1.6473532915115356,1982-12-21
1.6322405338287354,1982-12-22
1.6246837377548218,1982-12-23
1.6473532915115356,1982-12-27
1.6473532915115356,1982-12-28
1.6020135879516602,1982-12-29
1.6624670028686523,1982-12-30
1.670022964477539,1982-12-31
1.6549105644226074,1983-01-03
1.6624670028686523,1983-01-04
1.670022964477539,1983-01-05
1.7078068256378174,1983-01-06
1.7229199409484863,1983-01-07
1.7455910444259644,1983-01-10
1.7229199409484863,1983-01-11
1.7531472444534302,1983-01-12
1.7531472444534302,1983-01-13
1.7607033252716064,1983-01-14
1.7984849214553833,1983-01-17
1.7833738327026367,1983-01-18
1.7607033252716064,1983-01-19
1.7380343675613403,1983-01-20
1.6926943063735962,1983-01-21
1.67758047580719,1983-01-24
1.7531472444534302,1983-01-25
1.7607033252716064,1983-01-26
1.7380343675613403,1983-01-27
1.7995563745498657,1983-01-28
1.7841769456863403,1983-01-31
1.7687956094741821,1983-02-01
1.8149383068084717,1983-02-02
1.8457000255584717,1983-02-03
1.8380084037780762,1983-02-04
1.853389859199524,1983-02-07
1.853389859199524,1983-02-08
1.830317497253418,1983-02-09
1.830317497253418,1983-02-10
1.8226280212402344,1983-02-11
1.830317497253418,1983-02-14
1.830317497253418,1983-02-15
1.8226280212402344,1983-02-16
1.8457000255584717,1983-02-17
1.861079454421997,1983-02-18
1.861079454421997,1983-02-22
1.8841513395309448,1983-02-23
1.853389859199524,1983-02-24
1.8918402194976807,1983-02-25
1.8995325565338135,1983-02-28
1.8918402194976807,1983-03-01
1.9687460660934448,1983-03-02
1.9995088577270508,1983-03-03
1.9687460660934448,1983-03-04
1.9841264486312866,1983-03-07
1.9764357805252075,1983-03-08
1.9995088577270508,1983-03-09
2.014888048171997,1983-03-10
1.9764357805252075,1983-03-11
1.9764357805252075,1983-03-14
1.9456747770309448,1983-03-15
1.9302934408187866,1983-03-16
1.9302934408187866,1983-03-17
2.007197618484497,1983-03-18
1.9841264486312866,1983-03-21
1.9995088577270508,1983-03-22
2.007197618484497,1983-03-23
2.007197618484497,1983-03-24
2.007197618484497,1983-03-25
2.007197618484497,1983-03-28
1.9764357805252075,1983-03-29
1.9764357805252075,1983-03-30
1.9995088577270508,1983-03-31
2.0302693843841553,1983-04-04
2.022578239440918,1983-04-05
2.007197618484497,1983-04-06
1.9841264486312866,1983-04-07
1.9918168783187866,1983-04-08
1.9841264486312866,1983-04-11
1.9687460660934448,1983-04-12
1.9610540866851807,1983-04-13
2.007197618484497,1983-04-14
2.0302693843841553,1983-04-15
2.0379598140716553,1983-04-18
2.0610318183898926,1983-04-19
2.1071736812591553,1983-04-20
2.1686971187591553,1983-04-21
2.1686971187591553,1983-04-22
2.137935161590576,1983-04-25
2.153316020965576,1983-04-26
2.153316020965576,1983-04-27
2.153316020965576,1983-04-28
2.137935161590576,1983-04-29
2.084102153778076,1983-05-02
2.084101438522339,1983-05-03
2.084101438522339,1983-05-04
2.0997118949890137,1983-05-05
2.1621577739715576,1983-05-06
2.201186180114746,1983-05-09
2.248020648956299,1983-05-10
2.2402143478393555,1983-05-11
2.248020648956299,1983-05-12
2.2636311054229736,1983-05-13
2.216796636581421,1983-05-16
2.2324085235595703,1983-05-17
2.224602460861206,1983-05-18
2.216796636581421,1983-05-19
2.1465463638305664,1983-05-20
2.1231305599212646,1983-05-23
2.1231305599212646,1983-05-24
2.084101438522339,1983-05-25
2.1465463638305664,1983-05-26
2.0997118949890137,1983-05-27
2.0997118949890137,1983-05-31
2.0450737476348877,1983-06-01
2.052879810333252,1983-06-02
2.084101438522339,1983-06-03
2.084101438522339,1983-06-06
2.0997118949890137,1983-06-07
2.1075186729431152,1983-06-08
2.084101438522339,1983-06-09
2.1075186729431152,1983-06-10
2.1153244972229004,1983-06-13
2.1153244972229004,1983-06-14
2.13093638420105,1983-06-15
2.1231305599212646,1983-06-16
2.1231305599212646,1983-06-17
2.076296091079712,1983-06-20
2.02946400642395,1983-06-21
2.052879810333252,1983-06-22
2.068491220474243,1983-06-23
2.0372679233551025,1983-06-24
2.060685873031616,1983-06-27
2.0450737476348877,1983-06-28
2.076296091079712,1983-06-29
2.0919084548950195,1983-06-30
2.154353618621826,1983-07-01
2.138741970062256,1983-07-05
2.177769184112549,1983-07-06
2.185575246810913,1983-07-07
2.138741970062256,1983-07-08
2.0919084548950195,1983-07-11
2.0450737476348877,1983-07-12
2.060685873031616,1983-07-13
2.0372679233551025,1983-07-14
1.9904338121414185,1983-07-15
1.9045729637145996,1983-07-18
1.8889610767364502,1983-07-19
1.9982407093048096,1983-07-20
2.060685873031616,1983-07-21
2.060685873031616,1983-07-22
2.0372679233551025,1983-07-25
1.9826297760009766,1983-07-26
1.9514060020446777,1983-07-27
1.9514068365097046,1983-07-28
1.9038114547729492,1983-07-29
1.8641488552093506,1983-08-01
1.8641488552093506,1983-08-02
1.9276098012924194,1983-08-03
1.8958786725997925,1983-08-04
1.8641488552093506,1983-08-05
1.840350866317749,1983-08-08
1.9355416297912598,1983-08-09
1.9910697937011719,1983-08-10
2.0703940391540527,1983-08-11
2.0624632835388184,1983-08-12
2.0941929817199707,1983-08-15
2.1179893016815186,1983-08-16
2.2211129665374756,1983-08-17
2.268707752227783,1983-08-18
2.2528419494628906,1983-08-19
2.284573793411255,1983-08-22
2.1576530933380127,1983-08-23
2.197314739227295,1983-08-24
2.1497201919555664,1983-08-25
2.14178729057312,1983-08-26
2.1497201919555664,1983-08-29
2.165585517883301,1983-08-30
2.1497201919555664,1983-08-31
2.2211129665374756,1983-09-01
2.2131800651550293,1983-09-02
2.260774850845337,1983-09-06
2.2211129665374756,1983-09-07
2.340101480484009,1983-09-08
2.2925074100494385,1983-09-09
2.3163020610809326,1983-09-12
2.300438165664673,1983-09-13
2.3163020610809326,1983-09-14
2.284573793411255,1983-09-15
2.284573793411255,1983-09-16
2.4273581504821777,1983-09-19
2.3876953125,1983-09-20
2.411494255065918,1983-09-21
2.3638999462127686,1983-09-22
2.379765033721924,1983-09-23
2.411494255065918,1983-09-26
2.3956298828125,1983-09-27
2.3956298828125,1983-09-28
2.3956298828125,1983-09-29
2.268707752227783,1983-09-30
2.3163020610809326,1983-10-03
2.3956298828125,1983-10-04
2.4590892791748047,1983-10-05
2.506685256958008,1983-10-06
2.506685256958008,1983-10-07
2.522549867630005,1983-10-10
2.4590892791748047,1983-10-11
2.3956298828125,1983-10-12
2.3956298828125,1983-10-13
2.379765033721924,1983-10-14
2.3876953125,1983-10-17
2.371830940246582,1983-10-18
2.3876953125,1983-10-19
2.3876953125,1983-10-20
2.411494255065918,1983-10-21
2.3638999462127686,1983-10-24
2.355966091156006,1983-10-25
2.308370590209961,1983-10-26
2.324458360671997,1983-10-27
2.3324997425079346,1983-10-28
2.3003270626068115,1983-10-31
2.3164143562316895,1983-11-01
2.3164143562316895,1983-11-02
2.3888018131256104,1983-11-03
2.437060594558716,1983-11-04
2.5094470977783203,1983-11-07
2.589879274368286,1983-11-08
2.6381373405456543,1983-11-09
2.6542251110076904,1983-11-10
2.6381373405456543,1983-11-11
2.7024831771850586,1983-11-14
2.678353786468506,1983-11-15
2.6059651374816895,1983-11-16
2.5014052391052246,1983-11-17
2.461188793182373,1983-11-18
2.533578395843506,1983-11-21
2.541621685028076,1983-11-22
2.5657501220703125,1983-11-23
2.5657501220703125,1983-11-25
2.5577075481414795,1983-11-28
2.5496633052825928,1983-11-29
2.493361711502075,1983-11-30
2.493361711502075,1983-12-01
