IRM,Date
1.2485140562057495,1996-05-02
1.2875298261642456,1996-05-03
1.3070377111434937,1996-05-06
1.2485140562057495,1996-05-07
1.3070377111434937,1996-05-08
1.268022060394287,1996-05-09
1.3265461921691895,1996-05-10
1.3460540771484375,1996-05-13
1.3070377111434937,1996-05-14
1.3655613660812378,1996-05-15
1.3265461921691895,1996-05-16
1.3167917728424072,1996-05-17
1.3460540771484375,1996-05-20
1.3460540771484375,1996-05-21
1.3655613660812378,1996-05-22
1.3655613660812378,1996-05-23
1.4533483982086182,1996-05-24
1.4240853786468506,1996-05-28
1.463102102279663,1996-05-29
1.4435940980911255,1996-05-30
1.463102102279663,1996-05-31
1.4435940980911255,1996-06-03
1.463102102279663,1996-06-04
1.4435940980911255,1996-06-05
1.463102102279663,1996-06-06
1.4435940980911255,1996-06-07
1.4826102256774902,1996-06-10
1.4826102256774902,1996-06-11
1.4826102256774902,1996-06-12
1.4435940980911255,1996-06-13
1.463102102279663,1996-06-14
1.4826102256774902,1996-06-17
1.4435940980911255,1996-06-18
1.4435940980911255,1996-06-19
1.502118468284607,1996-06-20
1.5606424808502197,1996-06-21
1.5216257572174072,1996-06-24
1.541134238243103,1996-06-25
1.502118468284607,1996-06-26
1.5606424808502197,1996-06-27
1.6386744976043701,1996-06-28
1.6776906251907349,1996-07-01
1.6971982717514038,1996-07-02
1.8435086011886597,1996-07-03
1.7947382926940918,1996-07-05
1.8337550163269043,1996-07-08
1.9312947988510132,1996-07-09
1.892278790473938,1996-07-10
1.9020332098007202,1996-07-11
1.8727707862854004,1996-07-12
1.8630164861679077,1996-07-15
1.8727707862854004,1996-07-16
1.8142472505569458,1996-07-17
1.8727707862854004,1996-07-18
1.8727707862854004,1996-07-19
1.8435086011886597,1996-07-22
1.8727707862854004,1996-07-23
1.7801074981689453,1996-07-24
1.8142472505569458,1996-07-25
1.8142472505569458,1996-07-26
1.8142472505569458,1996-07-29
1.8142472505569458,1996-07-30
1.8142472505569458,1996-07-31
1.775230884552002,1996-08-01
1.8142472505569458,1996-08-02
1.775230884552002,1996-08-05
1.775230884552002,1996-08-06
1.8142472505569458,1996-08-07
1.8337550163269043,1996-08-08
1.7947382926940918,1996-08-09
1.8044923543930054,1996-08-12
1.7947382926940918,1996-08-13
1.8337550163269043,1996-08-14
1.8142472505569458,1996-08-15
1.8337550163269043,1996-08-16
1.8727707862854004,1996-08-19
1.8630164861679077,1996-08-20
1.8337550163269043,1996-08-21
1.8337550163269043,1996-08-22
1.8630164861679077,1996-08-23
1.8337550163269043,1996-08-26
1.8337550163269043,1996-08-27
1.892278790473938,1996-08-28
1.8532625436782837,1996-08-29
1.892278790473938,1996-08-30
1.8337550163269043,1996-09-03
1.8727707862854004,1996-09-04
1.8727707862854004,1996-09-05
1.892278790473938,1996-09-06
1.9508030414581299,1996-09-09
1.9605567455291748,1996-09-10
2.0483436584472656,1996-09-11
2.0678510665893555,1996-09-12
2.0288355350494385,1996-09-13
2.0288355350494385,1996-09-16
2.0288355350494385,1996-09-17
2.145883321762085,1996-09-18
2.1068663597106934,1996-09-19
2.136129140853882,1996-09-20
2.1653919219970703,1996-09-23
2.155636787414551,1996-09-24
2.292194128036499,1996-09-25
2.34096360206604,1996-09-26
2.34096360206604,1996-09-27
2.301947832107544,1996-09-30
2.301947832107544,1996-10-01
2.2434239387512207,1996-10-02
2.282439708709717,1996-10-03
2.2434239387512207,1996-10-04
2.282439708709717,1996-10-07
2.2629315853118896,1996-10-08
2.2434239387512207,1996-10-09
2.2434239387512207,1996-10-10
2.282439708709717,1996-10-11
2.2629315853118896,1996-10-14
2.2434239387512207,1996-10-15
2.282439708709717,1996-10-16
2.301947832107544,1996-10-17
2.321455717086792,1996-10-18
2.321455717086792,1996-10-21
2.321455717086792,1996-10-22
2.321455717086792,1996-10-23
2.301947832107544,1996-10-24
2.282439708709717,1996-10-25
2.4189960956573486,1996-10-28
2.4385039806365967,1996-10-29
2.4385039806365967,1996-10-30
2.34096360206604,1996-10-31
2.4189960956573486,1996-11-01
2.4385039806365967,1996-11-04
2.3994874954223633,1996-11-05
2.379979133605957,1996-11-06
2.379979133605957,1996-11-07
2.3994874954223633,1996-11-08
2.34096360206604,1996-11-11
2.34096360206604,1996-11-12
2.3994874954223633,1996-11-13
2.3994874954223633,1996-11-14
2.3702266216278076,1996-11-15
2.379979133605957,1996-11-18
2.389733076095581,1996-11-19
2.34096360206604,1996-11-20
2.34096360206604,1996-11-21
2.4189960956573486,1996-11-22
2.389733076095581,1996-11-25
2.360471248626709,1996-11-26
2.4189960956573486,1996-11-27
2.389733076095581,1996-11-29
2.379979133605957,1996-12-02
2.360471248626709,1996-12-03
2.360471248626709,1996-12-04
2.379979133605957,1996-12-05
2.360471248626709,1996-12-06
2.4189960956573486,1996-12-09
2.360471248626709,1996-12-10
2.3702266216278076,1996-12-11
2.3653476238250732,1996-12-12
2.3994874954223633,1996-12-13
2.360471248626709,1996-12-16
2.360471248626709,1996-12-17
2.360471248626709,1996-12-18
2.3702266216278076,1996-12-19
2.360471248626709,1996-12-20
2.360471248626709,1996-12-23
2.3702266216278076,1996-12-24
2.360471248626709,1996-12-26
2.360471248626709,1996-12-27
2.360471248626709,1996-12-30
2.360471248626709,1996-12-31
2.379979133605957,1997-01-02
2.4189960956573486,1997-01-03
2.360471248626709,1997-01-06
2.379979133605957,1997-01-07
2.360471248626709,1997-01-08
2.379979133605957,1997-01-09
2.379979133605957,1997-01-10
2.4189960956573486,1997-01-13
2.282439708709717,1997-01-14
2.292194128036499,1997-01-15
2.2629315853118896,1997-01-16
2.301947832107544,1997-01-17
2.2434239387512207,1997-01-20
2.2629315853118896,1997-01-21
2.2434239387512207,1997-01-22
2.282439708709717,1997-01-23
2.282439708709717,1997-01-24
2.2434239387512207,1997-01-27
2.2434239387512207,1997-01-28
2.184898853302002,1997-01-29
2.204406499862671,1997-01-30
2.204406499862671,1997-01-31
2.184898853302002,1997-02-03
2.1653919219970703,1997-02-04
2.204406499862671,1997-02-05
2.184898853302002,1997-02-06
2.1653919219970703,1997-02-07
2.204406499862671,1997-02-10
2.0678510665893555,1997-02-11
2.184898853302002,1997-02-12
2.204406499862671,1997-02-13
2.145883321762085,1997-02-14
2.145883321762085,1997-02-18
2.1166210174560547,1997-02-19
2.175145149230957,1997-02-20
2.175145149230957,1997-02-21
2.1653919219970703,1997-02-24
2.1653919219970703,1997-02-25
2.204406499862671,1997-02-26
2.184898853302002,1997-02-27
2.184898853302002,1997-02-28
2.1653919219970703,1997-03-03
2.175145149230957,1997-03-04
2.155636787414551,1997-03-05
2.145883321762085,1997-03-06
2.155636787414551,1997-03-07
2.1653919219970703,1997-03-10
2.1653919219970703,1997-03-11
2.111743927001953,1997-03-12
2.0873589515686035,1997-03-13
2.0288355350494385,1997-03-14
1.9946959018707275,1997-03-17
2.009326457977295,1997-03-18
1.9703115224838257,1997-03-19
1.8337550163269043,1997-03-20
1.8630164861679077,1997-03-21
1.9508030414581299,1997-03-24
1.9898183345794678,1997-03-25
1.9898183345794678,1997-03-26
1.9508030414581299,1997-03-27
1.9312947988510132,1997-03-31
1.9605567455291748,1997-04-01
1.9312947988510132,1997-04-02
1.9312947988510132,1997-04-03
1.9508030414581299,1997-04-04
1.9703115224838257,1997-04-07
1.9605567455291748,1997-04-08
1.867894172668457,1997-04-09
1.8727707862854004,1997-04-10
1.8727707862854004,1997-04-11
1.9312947988510132,1997-04-14
1.8727707862854004,1997-04-15
1.9508030414581299,1997-04-16
1.9508030414581299,1997-04-17
1.892278790473938,1997-04-18
1.892278790473938,1997-04-21
1.8727707862854004,1997-04-22
1.8142472505569458,1997-04-23
1.8727707862854004,1997-04-24
1.8240008354187012,1997-04-25
1.8142472505569458,1997-04-28
1.8630164861679077,1997-04-29
1.8337550163269043,1997-04-30
1.9117870330810547,1997-05-01
1.9117870330810547,1997-05-02
1.892278790473938,1997-05-05
1.8727707862854004,1997-05-06
1.8727707862854004,1997-05-07
1.892278790473938,1997-05-08
1.9898183345794678,1997-05-09
2.009326457977295,1997-05-12
2.009326457977295,1997-05-13
2.009326457977295,1997-05-14
1.999572515487671,1997-05-15
2.009326457977295,1997-05-16
2.009326457977295,1997-05-19
2.1166210174560547,1997-05-20
2.1068663597106934,1997-05-21
2.1068663597106934,1997-05-22
2.1263747215270996,1997-05-23
2.1263747215270996,1997-05-27
2.1068663597106934,1997-05-28
2.1068663597106934,1997-05-29
2.175145149230957,1997-05-30
2.1263747215270996,1997-06-02
2.1653919219970703,1997-06-03
2.175145149230957,1997-06-04
2.2434239387512207,1997-06-05
2.282439708709717,1997-06-06
2.282439708709717,1997-06-09
2.2726852893829346,1997-06-10
2.2629315853118896,1997-06-11
2.2629315853118896,1997-06-12
2.282439708709717,1997-06-13
2.2531776428222656,1997-06-16
2.2629315853118896,1997-06-17
2.184898853302002,1997-06-18
2.2434239387512207,1997-06-19
2.2239153385162354,1997-06-20
2.2434239387512207,1997-06-23
2.204406499862671,1997-06-24
2.2531776428222656,1997-06-25
2.321455717086792,1997-06-26
2.321455717086792,1997-06-27
2.34096360206604,1997-06-30
2.350717306137085,1997-07-01
2.4385039806365967,1997-07-02
2.4385039806365967,1997-07-03
2.497028112411499,1997-07-07
2.5555524826049805,1997-07-08
2.506782054901123,1997-07-09
2.506782054901123,1997-07-10
2.5165352821350098,1997-07-11
2.5555524826049805,1997-07-14
2.6335835456848145,1997-07-15
2.5945682525634766,1997-07-16
2.5945682525634766,1997-07-17
2.5555524826049805,1997-07-18
2.497028112411499,1997-07-21
2.5165352821350098,1997-07-22
2.4580116271972656,1997-07-23
2.487273693084717,1997-07-24
2.5165352821350098,1997-07-25
2.575059652328491,1997-07-28
2.575059652328491,1997-07-29
2.477519989013672,1997-07-30
2.5165352821350098,1997-07-31
2.4580116271972656,1997-08-01
2.5165352821350098,1997-08-04
2.4580116271972656,1997-08-05
2.4385039806365967,1997-08-06
2.4092421531677246,1997-08-07
2.4092421531677246,1997-08-08
2.467766284942627,1997-08-11
2.4189960956573486,1997-08-12
2.379979133605957,1997-08-13
2.321455717086792,1997-08-14
2.3994874954223633,1997-08-15
2.360471248626709,1997-08-18
2.3994874954223633,1997-08-19
2.3312089443206787,1997-08-20
2.321455717086792,1997-08-21
2.301947832107544,1997-08-22
2.34096360206604,1997-08-25
2.301947832107544,1997-08-26
2.321455717086792,1997-08-27
2.4189960956573486,1997-08-28
2.4580116271972656,1997-08-29
2.4385039806365967,1997-09-02
2.4189960956573486,1997-09-03
2.4189960956573486,1997-09-04
2.497028112411499,1997-09-05
2.4580116271972656,1997-09-08
2.5165352821350098,1997-09-09
2.575059652328491,1997-09-10
2.575059652328491,1997-09-11
2.692108154296875,1997-09-12
2.692108154296875,1997-09-15
2.653092384338379,1997-09-16
2.662846803665161,1997-09-17
2.7311229705810547,1997-09-18
2.692108154296875,1997-09-19
2.7213690280914307,1997-09-22
2.760387659072876,1997-09-23
2.75063157081604,1997-09-24
2.8091561794281006,1997-09-25
2.75063157081604,1997-09-26
2.770139217376709,1997-09-29
2.7311229705810547,1997-09-30
2.7311229705810547,1997-10-01
2.887188196182251,1997-10-02
2.887188196182251,1997-10-03
2.9457128047943115,1997-10-06
3.004236936569214,1997-10-07
3.062760829925537,1997-10-08
3.0432515144348145,1997-10-09
3.023744583129883,1997-10-10
3.023744583129883,1997-10-13
3.072514057159424,1997-10-14
3.082268476486206,1997-10-15
3.0432515144348145,1997-10-16
3.0432515144348145,1997-10-17
3.0188679695129395,1997-10-20
3.0188679695129395,1997-10-21
3.0432515144348145,1997-10-22
2.9944818019866943,1997-10-23
2.9944818019866943,1997-10-24
2.9944818019866943,1997-10-27
2.955465793609619,1997-10-28
3.0432515144348145,1997-10-29
3.004236936569214,1997-10-30
2.9993598461151123,1997-10-31
3.023744583129883,1997-11-03
3.004236936569214,1997-11-04
2.984729290008545,1997-11-05
2.9700980186462402,1997-11-06
2.9457128047943115,1997-11-07
2.887188196182251,1997-11-10
2.887188196182251,1997-11-11
2.8676798343658447,1997-11-12
2.8091561794281006,1997-11-13
2.7896480560302734,1997-11-14
2.9066970348358154,1997-11-17
2.984729290008545,1997-11-18
2.984729290008545,1997-11-19
2.984729290008545,1997-11-20
2.9359586238861084,1997-11-21
3.004236936569214,1997-11-24
2.984729290008545,1997-11-25
2.9652199745178223,1997-11-26
2.9652199745178223,1997-11-28
3.004236936569214,1997-12-01
2.9749746322631836,1997-12-02
2.877434253692627,1997-12-03
2.7311229705810547,1997-12-04
2.5848140716552734,1997-12-05
2.653092384338379,1997-12-08
2.6823549270629883,1997-12-09
2.653092384338379,1997-12-10
2.6384615898132324,1997-12-11
2.6823549270629883,1997-12-12
2.672600269317627,1997-12-15
2.662846803665161,1997-12-16
2.653092384338379,1997-12-17
2.7311229705810547,1997-12-18
2.7311229705810547,1997-12-19
2.7311229705810547,1997-12-22
2.770139217376709,1997-12-23
2.770139217376709,1997-12-24
2.75063157081604,1997-12-26
2.8091561794281006,1997-12-29
2.848170757293701,1997-12-30
2.8091561794281006,1997-12-31
2.8091561794281006,1998-01-02
2.7896480560302734,1998-01-05
2.740877866744995,1998-01-06
2.7994022369384766,1998-01-07
2.770139217376709,1998-01-08
2.7555088996887207,1998-01-09
2.75063157081604,1998-01-12
2.7896480560302734,1998-01-13
2.75063157081604,1998-01-14
2.7116150856018066,1998-01-15
2.726248025894165,1998-01-16
2.75063157081604,1998-01-20
2.736001491546631,1998-01-21
2.7555088996887207,1998-01-22
2.7311229705810547,1998-01-23
2.740877866744995,1998-01-26
2.75063157081604,1998-01-27
2.740877866744995,1998-01-28
2.770139217376709,1998-01-29
2.7896480560302734,1998-01-30
2.7896480560302734,1998-02-02
2.760387659072876,1998-02-03
2.760387659072876,1998-02-04
2.7311229705810547,1998-02-05
2.6774775981903076,1998-02-06
2.6823549270629883,1998-02-09
2.75063157081604,1998-02-10
2.75063157081604,1998-02-11
2.672600269317627,1998-02-12
2.716493606567383,1998-02-13
2.672600269317627,1998-02-17
2.6335835456848145,1998-02-18
2.604321241378784,1998-02-19
2.575059652328491,1998-02-20
2.618952989578247,1998-02-23
2.614075183868408,1998-02-24
2.643338441848755,1998-02-25
2.643338441848755,1998-02-26
2.653092384338379,1998-02-27
2.653092384338379,1998-03-02
2.5945682525634766,1998-03-03
2.57993745803833,1998-03-04
2.5116584300994873,1998-03-05
2.497028112411499,1998-03-06
2.575059652328491,1998-03-09
2.5945682525634766,1998-03-10
2.614075183868408,1998-03-11
2.614075183868408,1998-03-12
2.653092384338379,1998-03-13
2.848170757293701,1998-03-16
2.7311229705810547,1998-03-17
2.8286638259887695,1998-03-18
2.7847704887390137,1998-03-19
2.8091561794281006,1998-03-20
2.8091561794281006,1998-03-23
2.7896480560302734,1998-03-24
2.8286638259887695,1998-03-25
2.740877866744995,1998-03-26
2.8091561794281006,1998-03-27
2.7311229705810547,1998-03-30
2.9262046813964844,1998-03-31
2.9359586238861084,1998-04-01
2.9603424072265625,1998-04-02
2.896942615509033,1998-04-03
2.896942615509033,1998-04-06
2.9700980186462402,1998-04-07
3.004236936569214,1998-04-08
3.023744583129883,1998-04-09
3.062760829925537,1998-04-13
3.2285783290863037,1998-04-14
3.3846435546875,1998-04-15
3.3358728885650635,1998-04-16
3.267594337463379,1998-04-17
3.2773494720458984,1998-04-20
3.218824863433838,1998-04-21
3.023744583129883,1998-04-22
3.028621196746826,1998-04-23
3.1212854385375977,1998-04-24
3.072514057159424,1998-04-27
3.072514057159424,1998-04-28
3.1017773151397705,1998-04-29
3.2773494720458984,1998-04-30
3.3553812503814697,1998-05-01
3.4724278450012207,1998-05-04
3.452920913696289,1998-05-05
3.2383317947387695,1998-05-06
3.257841110229492,1998-05-07
3.2773494720458984,1998-05-08
3.1603000164031982,1998-05-11
3.1798095703125,1998-05-12
3.2968578338623047,1998-05-13
3.199317693710327,1998-05-14
3.2773494720458984,1998-05-15
3.218824863433838,1998-05-18
3.257841110229492,1998-05-19
3.2773494720458984,1998-05-20
3.1212854385375977,1998-05-21
3.0871458053588867,1998-05-22
3.1212854385375977,1998-05-26
3.1603000164031982,1998-05-27
3.218824863433838,1998-05-28
3.240771532058716,1998-05-29
3.1798095703125,1998-06-01
3.2212634086608887,1998-06-02
3.199317693710327,1998-06-03
3.150547504425049,1998-06-04
3.1212854385375977,1998-06-05
3.082268476486206,1998-06-08
3.1017773151397705,1998-06-09
3.0920231342315674,1998-06-10
3.028621196746826,1998-06-11
2.9652199745178223,1998-06-12
2.9749746322631836,1998-06-15
3.023744583129883,1998-06-16
3.0432515144348145,1998-06-17
3.1212854385375977,1998-06-18
3.199317693710327,1998-06-19
3.1212854385375977,1998-06-22
3.1115305423736572,1998-06-23
3.4626760482788086,1998-06-24
3.3943965435028076,1998-06-25
3.3553812503814697,1998-06-26
3.4334123134613037,1998-06-29
3.4919373989105225,1998-06-30
3.4626760482788086,1998-07-01
3.452920913696289,1998-07-02
3.3553812503814697,1998-07-06
3.3553812503814697,1998-07-07
3.3163645267486572,1998-07-08
3.4334123134613037,1998-07-09
3.4724278450012207,1998-07-10
3.3456263542175293,1998-07-13
3.3163645267486572,1998-07-14
3.374890089035034,1998-07-15
3.374890089035034,1998-07-16
3.3553812503814697,1998-07-17
3.3261194229125977,1998-07-20
3.374890089035034,1998-07-21
3.218824863433838,1998-07-22
3.2041940689086914,1998-07-23
3.218824863433838,1998-07-24
3.2773494720458984,1998-07-27
3.3456263542175293,1998-07-28
3.272473096847534,1998-07-29
3.3553812503814697,1998-07-30
3.3163645267486572,1998-07-31
3.3066117763519287,1998-08-03
3.3066117763519287,1998-08-04
3.3066117763519287,1998-08-05
3.3870811462402344,1998-08-06
3.4821829795837402,1998-08-07
3.5699689388275146,1998-08-10
3.2041940689086914,1998-08-11
3.3943965435028076,1998-08-12
3.452920913696289,1998-08-13
3.3943965435028076,1998-08-14
3.3651342391967773,1998-08-17
3.211507797241211,1998-08-18
3.2480859756469727,1998-08-19
3.2773494720458984,1998-08-20
3.1529858112335205,1998-08-21
3.1017773151397705,1998-08-24
3.2773494720458984,1998-08-25
3.1749320030212402,1998-08-26
3.1090922355651855,1998-08-27
3.0432515144348145,1998-08-28
2.75063157081604,1998-08-31
3.072514057159424,1998-09-01
2.9262046813964844,1998-09-02
2.9115726947784424,1998-09-03
2.9993598461151123,1998-09-04
3.1017773151397705,1998-09-08
2.955465793609619,1998-09-09
3.123723030090332,1998-09-10
3.0871458053588867,1998-09-11
3.2041940689086914,1998-09-14
3.423658609390259,1998-09-15
3.3066117763519287,1998-09-16
3.2480859756469727,1998-09-17
3.2480859756469727,1998-09-18
3.1603000164031982,1998-09-21
3.1895642280578613,1998-09-22
3.1456692218780518,1998-09-23
3.1603000164031982,1998-09-24
3.1895642280578613,1998-09-25
3.1603000164031982,1998-09-28
3.218824863433838,1998-09-29
3.511446952819824,1998-09-30
3.218824863433838,1998-10-01
3.2773494720458984,1998-10-02
3.2773494720458984,1998-10-05
3.3066117763519287,1998-10-06
3.2773494720458984,1998-10-07
2.75063157081604,1998-10-08
2.8384194374084473,1998-10-09
2.9262046813964844,1998-10-12
2.984729290008545,1998-10-13
3.2773494720458984,1998-10-14
3.1017773151397705,1998-10-15
3.0871458053588867,1998-10-16
3.2041940689086914,1998-10-19
3.3358728885650635,1998-10-20
3.255402088165283,1998-10-21
3.4382903575897217,1998-10-22
3.3797662258148193,1998-10-23
3.4675509929656982,1998-10-26
3.511446952819824,1998-10-27
3.4675509929656982,1998-10-28
3.430974006652832,1998-10-29
3.5772833824157715,1998-10-30
3.423658609390259,1998-11-02
3.4675509929656982,1998-11-03
3.3943965435028076,1998-11-04
3.4273176193237305,1998-11-05
3.4894979000091553,1998-11-06
3.452920913696289,1998-11-09
3.3943965435028076,1998-11-10
3.430974006652832,1998-11-11
3.452920913696289,1998-11-12
3.452920913696289,1998-11-13
3.4090280532836914,1998-11-16
3.4821829795837402,1998-11-17
3.5699689388275146,1998-11-18
3.511446952819824,1998-11-19
3.452920913696289,1998-11-20
3.5187618732452393,1998-11-23
3.4894979000091553,1998-11-24
3.452920913696289,1998-11-25
3.3651342391967773,1998-11-27
3.423658609390259,1998-11-30
3.5187618732452393,1998-12-01
3.4821829795837402,1998-12-02
3.474867343902588,1998-12-03
3.555338144302368,1998-12-04
3.540708303451538,1998-12-07
3.8772201538085938,1998-12-08
3.8040666580200195,1998-12-09
3.818697690963745,1998-12-10
3.8772201538085938,1998-12-11
3.745541572570801,1998-12-14
3.6760456562042236,1998-12-15
3.716280698776245,1998-12-16
3.8040666580200195,1998-12-17
3.745541572570801,1998-12-18
3.8040666580200195,1998-12-21
3.8040666580200195,1998-12-22
3.8918519020080566,1998-12-23
3.8625895977020264,1998-12-24
3.847959041595459,1998-12-28
3.8772201538085938,1998-12-29
4.052793502807617,1998-12-30
4.2210493087768555,1998-12-31
4.008899688720703,1999-01-04
3.7601726055145264,1999-01-05
3.6284947395324707,1999-01-06
3.4821829795837402,1999-01-07
3.694333553314209,1999-01-08
3.716280698776245,1999-01-11
3.745541572570801,1999-01-12
3.7089641094207764,1999-01-13
3.584599733352661,1999-01-14
3.6284947395324707,1999-01-15
3.8772201538085938,1999-01-19
3.5992307662963867,1999-01-20
3.511446952819824,1999-01-21
3.5699689388275146,1999-01-22
3.6138625144958496,1999-01-25
3.716280698776245,1999-01-26
3.643125057220459,1999-01-27
3.65775465965271,1999-01-28
3.7894351482391357,1999-01-29
3.7894351482391357,1999-02-01
3.8113796710968018,1999-02-02
3.9137980937957764,1999-02-03
3.7674896717071533,1999-02-04
3.687016725540161,1999-02-05
3.5919156074523926,1999-02-08
3.5699689388275146,1999-02-09
3.6284947395324707,1999-02-10
3.65775465965271,1999-02-11
3.5699689388275146,1999-02-12
3.610206127166748,1999-02-16
3.5699689388275146,1999-02-17
3.540708303451538,1999-02-18
3.4821829795837402,1999-02-19
3.6284947395324707,1999-02-22
3.687016725540161,1999-02-23
3.555338144302368,1999-02-24
3.555338144302368,1999-02-25
3.584599733352661,1999-02-26
3.65775465965271,1999-03-01
3.6284947395324707,1999-03-02
3.5919156074523926,1999-03-03
3.584599733352661,1999-03-04
3.5992307662963867,1999-03-05
3.460237979888916,1999-03-08
3.540708303451538,1999-03-09
3.511446952819824,1999-03-10
3.511446952819824,1999-03-11
3.4382903575897217,1999-03-12
3.4894979000091553,1999-03-15
3.526075839996338,1999-03-16
3.5077879428863525,1999-03-17
3.452920913696289,1999-03-18
3.4090280532836914,1999-03-19
3.3943965435028076,1999-03-22
3.3651342391967773,1999-03-23
3.218824863433838,1999-03-24
3.423658609390259,1999-03-25
3.6284947395324707,1999-03-26
3.511446952819824,1999-03-29
3.5992307662963867,1999-03-30
3.65775465965271,1999-03-31
3.6284947395324707,1999-04-01
3.701648712158203,1999-04-05
3.687016725540161,1999-04-06
3.745541572570801,1999-04-07
3.548022508621216,1999-04-08
3.555338144302368,1999-04-09
3.511446952819824,1999-04-12
3.5699689388275146,1999-04-13
3.5699689388275146,1999-04-14
3.3285577297210693,1999-04-15
3.2846646308898926,1999-04-16
3.116407871246338,1999-04-19
3.2480859756469727,1999-04-20
3.19687819480896,1999-04-21
3.2627174854278564,1999-04-22
3.452920913696289,1999-04-23
3.430974006652832,1999-04-26
3.3943965435028076,1999-04-27
3.3285577297210693,1999-04-28
3.2700328826904297,1999-04-29
3.255402088165283,1999-04-30
3.116407871246338,1999-05-03
3.3066117763519287,1999-05-04
3.2700328826904297,1999-05-05
3.357818841934204,1999-05-06
3.3285577297210693,1999-05-07
3.19687819480896,1999-05-10
3.313925266265869,1999-05-11
3.4090280532836914,1999-05-12
3.445605754852295,1999-05-13
3.3358728885650635,1999-05-14
3.2992944717407227,1999-05-17
3.3358728885650635,1999-05-18
3.3505032062530518,1999-05-19
3.423658609390259,1999-05-20
3.3943965435028076,1999-05-21
3.3724522590637207,1999-05-24
3.3358728885650635,1999-05-25
3.2700328826904297,1999-05-26
3.2261393070220947,1999-05-27
3.233456611633301,1999-05-28
3.3797662258148193,1999-06-01
3.4382903575897217,1999-06-02
3.460237979888916,1999-06-03
3.445605754852295,1999-06-04
3.460237979888916,1999-06-07
3.4675509929656982,1999-06-08
3.4821829795837402,1999-06-09
3.4821829795837402,1999-06-10
3.460237979888916,1999-06-11
3.3870811462402344,1999-06-14
3.3870811462402344,1999-06-15
3.2627174854278564,1999-06-16
3.1895642280578613,1999-06-17
3.1383540630340576,1999-06-18
3.1749320030212402,1999-06-21
3.1895642280578613,1999-06-22
3.1603000164031982,1999-06-23
3.035937786102295,1999-06-24
3.013990640640259,1999-06-25
2.9993598461151123,1999-06-28
3.0651984214782715,1999-06-29
3.3505032062530518,1999-06-30
3.4382903575897217,1999-07-01
3.584599733352661,1999-07-02
3.716280698776245,1999-07-06
3.745541572570801,1999-07-07
3.65775465965271,1999-07-08
3.745541572570801,1999-07-09
3.7309110164642334,1999-07-12
3.701648712158203,1999-07-13
3.65775465965271,1999-07-14
3.643125057220459,1999-07-15
3.7235958576202393,1999-07-16
3.8260128498077393,1999-07-19
3.716280698776245,1999-07-20
3.716280698776245,1999-07-21
3.752856731414795,1999-07-22
3.752856731414795,1999-07-23
3.7601726055145264,1999-07-26
3.7894351482391357,1999-07-27
3.745541572570801,1999-07-28
3.7674896717071533,1999-07-29
3.7674896717071533,1999-07-30
3.7674896717071533,1999-08-02
3.752856731414795,1999-08-03
3.5699689388275146,1999-08-04
3.526075839996338,1999-08-05
3.5187618732452393,1999-08-06
3.555338144302368,1999-08-09
3.5187618732452393,1999-08-10
3.5187618732452393,1999-08-11
3.694333553314209,1999-08-12
3.672386884689331,1999-08-13
3.716280698776245,1999-08-16
3.752856731414795,1999-08-17
3.7382256984710693,1999-08-18
3.694333553314209,1999-08-19
3.7235958576202393,1999-08-20
