WDAY,Date
48.689998626708984,2012-10-12
51.939998626708984,2012-10-15
52.15999984741211,2012-10-16
55.40999984741211,2012-10-17
53.41999816894531,2012-10-18
55.25,2012-10-19
55.400001525878906,2012-10-22
54.380001068115234,2012-10-23
52.119998931884766,2012-10-24
49.2400016784668,2012-10-25
50.0,2012-10-26
48.5,2012-10-31
48.91999816894531,2012-11-01
48.52000045776367,2012-11-02
49.880001068115234,2012-11-05
48.540000915527344,2012-11-06
48.06999969482422,2012-11-07
49.04999923706055,2012-11-08
48.0,2012-11-09
46.9900016784668,2012-11-12
46.9900016784668,2012-11-13
47.380001068115234,2012-11-14
47.939998626708984,2012-11-15
48.849998474121094,2012-11-16
49.61000061035156,2012-11-19
50.709999084472656,2012-11-20
51.95000076293945,2012-11-21
50.790000915527344,2012-11-23
50.81999969482422,2012-11-26
51.849998474121094,2012-11-27
53.189998626708984,2012-11-28
51.70000076293945,2012-11-29
50.099998474121094,2012-11-30
50.099998474121094,2012-12-03
49.70000076293945,2012-12-04
48.29999923706055,2012-12-05
48.400001525878906,2012-12-06
51.20000076293945,2012-12-07
51.5,2012-12-10
51.689998626708984,2012-12-11
51.400001525878906,2012-12-12
50.27000045776367,2012-12-13
50.47999954223633,2012-12-14
50.939998626708984,2012-12-17
53.38999938964844,2012-12-18
55.130001068115234,2012-12-19
56.15999984741211,2012-12-20
55.95000076293945,2012-12-21
56.16999816894531,2012-12-24
54.529998779296875,2012-12-26
54.0,2012-12-27
53.540000915527344,2012-12-28
54.5,2012-12-31
52.90999984741211,2013-01-02
52.29999923706055,2013-01-03
52.189998626708984,2013-01-04
52.16999816894531,2013-01-07
51.869998931884766,2013-01-08
52.75,2013-01-09
53.20000076293945,2013-01-10
52.790000915527344,2013-01-11
51.2599983215332,2013-01-14
51.040000915527344,2013-01-15
51.54999923706055,2013-01-16
50.95000076293945,2013-01-17
50.38999938964844,2013-01-18
50.630001068115234,2013-01-22
51.93000030517578,2013-01-23
53.15999984741211,2013-01-24
54.38999938964844,2013-01-25
56.5,2013-01-28
55.93000030517578,2013-01-29
53.2400016784668,2013-01-30
53.41999816894531,2013-01-31
53.52000045776367,2013-02-01
52.61000061035156,2013-02-04
52.0099983215332,2013-02-05
51.9900016784668,2013-02-06
51.08000183105469,2013-02-07
50.869998931884766,2013-02-08
50.880001068115234,2013-02-11
51.54999923706055,2013-02-12
51.540000915527344,2013-02-13
51.0,2013-02-14
50.439998626708984,2013-02-15
51.369998931884766,2013-02-19
54.310001373291016,2013-02-20
55.13999938964844,2013-02-21
55.25,2013-02-22
55.9900016784668,2013-02-25
55.65999984741211,2013-02-26
55.900001525878906,2013-02-27
55.290000915527344,2013-02-28
57.619998931884766,2013-03-01
61.720001220703125,2013-03-04
63.93000030517578,2013-03-05
64.54000091552734,2013-03-06
61.630001068115234,2013-03-07
62.5,2013-03-08
61.93000030517578,2013-03-11
62.29999923706055,2013-03-12
62.779998779296875,2013-03-13
63.2599983215332,2013-03-14
63.15999984741211,2013-03-15
62.4900016784668,2013-03-18
60.369998931884766,2013-03-19
60.31999969482422,2013-03-20
61.11000061035156,2013-03-21
62.4900016784668,2013-03-22
62.43000030517578,2013-03-25
61.25,2013-03-26
61.61000061035156,2013-03-27
61.630001068115234,2013-03-28
61.27000045776367,2013-04-01
61.59000015258789,2013-04-02
59.060001373291016,2013-04-03
58.59000015258789,2013-04-04
58.04999923706055,2013-04-05
59.68000030517578,2013-04-08
58.54999923706055,2013-04-09
58.83000183105469,2013-04-10
60.060001373291016,2013-04-11
61.29999923706055,2013-04-12
59.45000076293945,2013-04-15
60.0,2013-04-16
58.9900016784668,2013-04-17
57.68000030517578,2013-04-18
58.709999084472656,2013-04-19
58.150001525878906,2013-04-22
59.439998626708984,2013-04-23
58.83000183105469,2013-04-24
60.810001373291016,2013-04-25
61.91999816894531,2013-04-26
63.34000015258789,2013-04-29
62.650001525878906,2013-04-30
61.619998931884766,2013-05-01
62.310001373291016,2013-05-02
63.79999923706055,2013-05-03
65.68000030517578,2013-05-06
63.150001525878906,2013-05-07
63.7599983215332,2013-05-08
64.95999908447266,2013-05-09
67.41000366210938,2013-05-10
66.30000305175781,2013-05-13
68.69999694824219,2013-05-14
66.80000305175781,2013-05-15
67.20999908447266,2013-05-16
67.9800033569336,2013-05-17
67.91999816894531,2013-05-20
68.48999786376953,2013-05-21
65.75,2013-05-22
66.16999816894531,2013-05-23
66.16000366210938,2013-05-24
65.73999786376953,2013-05-28
65.06999969482422,2013-05-29
65.41999816894531,2013-05-30
64.2300033569336,2013-05-31
62.209999084472656,2013-06-03
60.34000015258789,2013-06-04
62.08000183105469,2013-06-05
63.5,2013-06-06
65.45999908447266,2013-06-07
65.98999786376953,2013-06-10
61.689998626708984,2013-06-11
61.900001525878906,2013-06-12
61.09000015258789,2013-06-13
61.09000015258789,2013-06-14
62.060001373291016,2013-06-17
61.20000076293945,2013-06-18
62.75,2013-06-19
62.560001373291016,2013-06-20
62.9900016784668,2013-06-21
63.04999923706055,2013-06-24
62.959999084472656,2013-06-25
64.62000274658203,2013-06-26
64.33000183105469,2013-06-27
64.08999633789062,2013-06-28
64.12999725341797,2013-07-01
64.06999969482422,2013-07-02
65.36000061035156,2013-07-03
65.51000213623047,2013-07-05
64.70999908447266,2013-07-08
65.18000030517578,2013-07-09
65.31999969482422,2013-07-10
65.05000305175781,2013-07-11
67.91000366210938,2013-07-12
67.70999908447266,2013-07-15
66.88999938964844,2013-07-16
67.5999984741211,2013-07-17
67.58999633789062,2013-07-18
68.30000305175781,2013-07-19
67.51000213623047,2013-07-22
66.55000305175781,2013-07-23
68.22000122070312,2013-07-24
68.08999633789062,2013-07-25
68.56999969482422,2013-07-26
68.43000030517578,2013-07-29
68.86000061035156,2013-07-30
68.29000091552734,2013-07-31
69.6500015258789,2013-08-01
73.06999969482422,2013-08-02
72.80999755859375,2013-08-05
73.13999938964844,2013-08-06
72.66999816894531,2013-08-07
72.87000274658203,2013-08-08
74.37000274658203,2013-08-09
74.05999755859375,2013-08-12
74.0,2013-08-13
74.01000213623047,2013-08-14
74.19999694824219,2013-08-15
73.66999816894531,2013-08-16
73.2699966430664,2013-08-19
73.93000030517578,2013-08-20
73.83999633789062,2013-08-21
74.95999908447266,2013-08-22
75.76000213623047,2013-08-23
76.01000213623047,2013-08-26
76.01000213623047,2013-08-27
74.76000213623047,2013-08-28
74.70999908447266,2013-08-29
72.52999877929688,2013-08-30
73.87000274658203,2013-09-03
73.58999633789062,2013-09-04
73.97000122070312,2013-09-05
76.0,2013-09-06
76.5999984741211,2013-09-09
77.02999877929688,2013-09-10
77.93000030517578,2013-09-11
76.41999816894531,2013-09-12
76.83999633789062,2013-09-13
76.98999786376953,2013-09-16
78.12000274658203,2013-09-17
81.0999984741211,2013-09-18
83.12999725341797,2013-09-19
80.94000244140625,2013-09-20
80.41999816894531,2013-09-23
80.58000183105469,2013-09-24
80.2699966430664,2013-09-25
82.37000274658203,2013-09-26
81.6500015258789,2013-09-27
80.93000030517578,2013-09-30
82.68000030517578,2013-10-01
82.62999725341797,2013-10-02
82.4000015258789,2013-10-03
82.38999938964844,2013-10-04
81.2699966430664,2013-10-07
78.41999816894531,2013-10-08
77.41999816894531,2013-10-09
81.81999969482422,2013-10-10
81.69999694824219,2013-10-11
81.5,2013-10-14
80.18000030517578,2013-10-15
81.16000366210938,2013-10-16
80.29000091552734,2013-10-17
80.0999984741211,2013-10-18
81.18000030517578,2013-10-21
79.69000244140625,2013-10-22
78.75,2013-10-23
81.45999908447266,2013-10-24
79.77999877929688,2013-10-25
77.05999755859375,2013-10-28
75.62000274658203,2013-10-29
75.3499984741211,2013-10-30
74.87000274658203,2013-10-31
75.3499984741211,2013-11-01
77.19000244140625,2013-11-04
77.5999984741211,2013-11-05
77.33999633789062,2013-11-06
75.19000244140625,2013-11-07
74.08000183105469,2013-11-08
73.8499984741211,2013-11-11
74.29000091552734,2013-11-12
74.19999694824219,2013-11-13
74.19999694824219,2013-11-14
75.7300033569336,2013-11-15
73.66999816894531,2013-11-18
73.86000061035156,2013-11-19
72.20999908447266,2013-11-20
73.87999725341797,2013-11-21
74.06999969482422,2013-11-22
73.30000305175781,2013-11-25
82.5999984741211,2013-11-26
82.05999755859375,2013-11-27
82.3499984741211,2013-11-29
80.5,2013-12-02
78.16999816894531,2013-12-03
79.27999877929688,2013-12-04
81.81999969482422,2013-12-05
81.44000244140625,2013-12-06
80.2300033569336,2013-12-09
80.33000183105469,2013-12-10
79.20999908447266,2013-12-11
79.72000122070312,2013-12-12
79.9800033569336,2013-12-13
80.0,2013-12-16
79.9000015258789,2013-12-17
80.5,2013-12-18
80.12999725341797,2013-12-19
81.8499984741211,2013-12-20
82.66999816894531,2013-12-23
82.37000274658203,2013-12-24
82.51000213623047,2013-12-26
82.05999755859375,2013-12-27
82.41999816894531,2013-12-30
83.16000366210938,2013-12-31
81.7699966430664,2014-01-02
82.47000122070312,2014-01-03
84.58999633789062,2014-01-06
88.12999725341797,2014-01-07
89.0,2014-01-08
88.83999633789062,2014-01-09
89.69000244140625,2014-01-10
87.87999725341797,2014-01-13
91.29000091552734,2014-01-14
90.83999633789062,2014-01-15
94.0,2014-01-16
92.4800033569336,2014-01-17
93.1500015258789,2014-01-21
92.31999969482422,2014-01-22
91.48999786376953,2014-01-23
88.98999786376953,2014-01-24
87.08999633789062,2014-01-27
87.58999633789062,2014-01-28
86.19999694824219,2014-01-29
89.7699966430664,2014-01-30
89.54000091552734,2014-01-31
87.94000244140625,2014-02-03
88.62000274658203,2014-02-04
88.58999633789062,2014-02-05
90.69999694824219,2014-02-06
92.55999755859375,2014-02-07
92.0,2014-02-10
95.87000274658203,2014-02-11
94.97000122070312,2014-02-12
98.31999969482422,2014-02-13
96.80000305175781,2014-02-14
97.3499984741211,2014-02-18
97.54000091552734,2014-02-19
98.19999694824219,2014-02-20
100.44999694824219,2014-02-21
100.36000061035156,2014-02-24
98.75,2014-02-25
100.27999877929688,2014-02-26
115.47000122070312,2014-02-27
109.91999816894531,2014-02-28
106.30000305175781,2014-03-03
109.08000183105469,2014-03-04
107.02999877929688,2014-03-05
104.79000091552734,2014-03-06
102.08000183105469,2014-03-07
100.94999694824219,2014-03-10
100.91000366210938,2014-03-11
102.62999725341797,2014-03-12
101.20999908447266,2014-03-13
100.91000366210938,2014-03-14
101.56999969482422,2014-03-17
104.25,2014-03-18
102.05000305175781,2014-03-19
100.1500015258789,2014-03-20
97.0999984741211,2014-03-21
95.58000183105469,2014-03-24
94.41999816894531,2014-03-25
92.58999633789062,2014-03-26
90.9000015258789,2014-03-27
90.76000213623047,2014-03-28
91.43000030517578,2014-03-31
95.27999877929688,2014-04-01
92.16999816894531,2014-04-02
83.91000366210938,2014-04-03
80.68000030517578,2014-04-04
78.13999938964844,2014-04-07
81.19999694824219,2014-04-08
83.0199966430664,2014-04-09
75.62000274658203,2014-04-10
71.86000061035156,2014-04-11
73.0,2014-04-14
77.80999755859375,2014-04-15
77.56999969482422,2014-04-16
79.80000305175781,2014-04-17
77.93000030517578,2014-04-21
81.37000274658203,2014-04-22
76.63999938964844,2014-04-23
72.58999633789062,2014-04-24
67.61000061035156,2014-04-25
67.30999755859375,2014-04-28
73.30000305175781,2014-04-29
73.06999969482422,2014-04-30
74.83000183105469,2014-05-01
75.7300033569336,2014-05-02
76.23999786376953,2014-05-05
73.26000213623047,2014-05-06
67.4800033569336,2014-05-07
67.05999755859375,2014-05-08
68.20999908447266,2014-05-09
72.44000244140625,2014-05-12
72.02999877929688,2014-05-13
71.0,2014-05-14
70.69000244140625,2014-05-15
71.76000213623047,2014-05-16
74.5199966430664,2014-05-19
75.51000213623047,2014-05-20
75.37000274658203,2014-05-21
76.83000183105469,2014-05-22
78.30000305175781,2014-05-23
82.12999725341797,2014-05-27
84.04000091552734,2014-05-28
80.95999908447266,2014-05-29
78.37000274658203,2014-05-30
75.43000030517578,2014-06-02
75.79000091552734,2014-06-03
76.80000305175781,2014-06-04
80.01000213623047,2014-06-05
81.01000213623047,2014-06-06
80.27999877929688,2014-06-09
79.83000183105469,2014-06-10
81.19999694824219,2014-06-11
81.5199966430664,2014-06-12
83.86000061035156,2014-06-13
85.5999984741211,2014-06-16
85.83000183105469,2014-06-17
87.23999786376953,2014-06-18
86.62999725341797,2014-06-19
84.86000061035156,2014-06-20
85.73999786376953,2014-06-23
86.33000183105469,2014-06-24
87.05999755859375,2014-06-25
88.45999908447266,2014-06-26
88.8499984741211,2014-06-27
89.86000061035156,2014-06-30
90.93000030517578,2014-07-01
90.0199966430664,2014-07-02
88.95999908447266,2014-07-03
87.25,2014-07-07
81.79000091552734,2014-07-08
81.93000030517578,2014-07-09
80.56999969482422,2014-07-10
80.38999938964844,2014-07-11
81.5199966430664,2014-07-14
79.47000122070312,2014-07-15
79.27999877929688,2014-07-16
77.47000122070312,2014-07-17
79.05000305175781,2014-07-18
79.26000213623047,2014-07-21
79.87000274658203,2014-07-22
79.83000183105469,2014-07-23
81.95999908447266,2014-07-24
81.41999816894531,2014-07-25
79.87000274658203,2014-07-28
80.8499984741211,2014-07-29
86.0,2014-07-30
83.83999633789062,2014-07-31
82.6500015258789,2014-08-01
85.12000274658203,2014-08-04
83.70999908447266,2014-08-05
82.11000061035156,2014-08-06
83.62999725341797,2014-08-07
83.91000366210938,2014-08-08
85.87000274658203,2014-08-11
84.80000305175781,2014-08-12
86.44000244140625,2014-08-13
86.55999755859375,2014-08-14
86.54000091552734,2014-08-15
88.44000244140625,2014-08-18
88.66000366210938,2014-08-19
88.41000366210938,2014-08-20
87.80999755859375,2014-08-21
88.41999816894531,2014-08-22
89.0,2014-08-25
90.77999877929688,2014-08-26
90.30000305175781,2014-08-27
85.88999938964844,2014-08-28
91.06999969482422,2014-08-29
89.94999694824219,2014-09-02
88.5999984741211,2014-09-03
88.23999786376953,2014-09-04
90.06999969482422,2014-09-05
93.9800033569336,2014-09-08
91.3499984741211,2014-09-09
91.80999755859375,2014-09-10
92.58000183105469,2014-09-11
91.29000091552734,2014-09-12
85.61000061035156,2014-09-15
86.16999816894531,2014-09-16
85.72000122070312,2014-09-17
85.98999786376953,2014-09-18
89.05000305175781,2014-09-19
84.0,2014-09-22
83.5999984741211,2014-09-23
84.5999984741211,2014-09-24
82.08999633789062,2014-09-25
82.04000091552734,2014-09-26
82.7699966430664,2014-09-29
82.5,2014-09-30
80.5199966430664,2014-10-01
81.63999938964844,2014-10-02
83.33000183105469,2014-10-03
82.98999786376953,2014-10-06
80.05999755859375,2014-10-07
81.56999969482422,2014-10-08
81.0999984741211,2014-10-09
79.27999877929688,2014-10-10
78.41999816894531,2014-10-13
78.61000061035156,2014-10-14
78.55000305175781,2014-10-15
80.54000091552734,2014-10-16
82.97000122070312,2014-10-17
82.69999694824219,2014-10-20
84.62000274658203,2014-10-21
82.55999755859375,2014-10-22
85.7300033569336,2014-10-23
89.51000213623047,2014-10-24
89.58000183105469,2014-10-27
93.86000061035156,2014-10-28
91.22000122070312,2014-10-29
