WDAY,Date
92.5,2014-10-30
95.4800033569336,2014-10-31
95.62999725341797,2014-11-03
95.51000213623047,2014-11-04
92.6500015258789,2014-11-05
94.98999786376953,2014-11-06
94.55999755859375,2014-11-07
95.16000366210938,2014-11-10
94.62000274658203,2014-11-11
94.47000122070312,2014-11-12
94.19999694824219,2014-11-13
95.29000091552734,2014-11-14
93.30999755859375,2014-11-17
92.87000274658203,2014-11-18
90.9000015258789,2014-11-19
91.6500015258789,2014-11-20
93.0,2014-11-21
92.48999786376953,2014-11-24
87.37000274658203,2014-11-25
87.87000274658203,2014-11-26
87.05000305175781,2014-11-28
85.01000213623047,2014-12-01
83.55999755859375,2014-12-02
82.7300033569336,2014-12-03
82.29000091552734,2014-12-04
83.36000061035156,2014-12-05
81.95999908447266,2014-12-08
83.6500015258789,2014-12-09
82.44999694824219,2014-12-10
82.9800033569336,2014-12-11
81.58000183105469,2014-12-12
80.88999938964844,2014-12-15
78.87000274658203,2014-12-16
80.62000274658203,2014-12-17
84.56999969482422,2014-12-18
85.44999694824219,2014-12-19
84.13999938964844,2014-12-22
84.86000061035156,2014-12-23
84.27999877929688,2014-12-24
84.95999908447266,2014-12-26
83.69000244140625,2014-12-29
83.06999969482422,2014-12-30
81.61000061035156,2014-12-31
80.41000366210938,2015-01-02
80.01000213623047,2015-01-05
79.41999816894531,2015-01-06
79.3499984741211,2015-01-07
82.77999877929688,2015-01-08
82.5999984741211,2015-01-09
83.48999786376953,2015-01-12
83.8499984741211,2015-01-13
81.01000213623047,2015-01-14
78.05999755859375,2015-01-15
78.4000015258789,2015-01-16
78.31999969482422,2015-01-20
80.38999938964844,2015-01-21
81.4000015258789,2015-01-22
83.19999694824219,2015-01-23
82.77999877929688,2015-01-26
80.62999725341797,2015-01-27
78.66000366210938,2015-01-28
79.16999816894531,2015-01-29
79.45999908447266,2015-01-30
81.38999938964844,2015-02-02
84.73999786376953,2015-02-03
84.91999816894531,2015-02-04
87.62999725341797,2015-02-05
86.43000030517578,2015-02-06
86.08999633789062,2015-02-09
86.13999938964844,2015-02-10
88.87000274658203,2015-02-11
91.16999816894531,2015-02-12
91.83999633789062,2015-02-13
90.91999816894531,2015-02-17
91.30000305175781,2015-02-18
91.87000274658203,2015-02-19
92.73999786376953,2015-02-20
91.98999786376953,2015-02-23
93.02999877929688,2015-02-24
93.94000244140625,2015-02-25
88.6500015258789,2015-02-26
85.5,2015-02-27
88.80999755859375,2015-03-02
88.12000274658203,2015-03-03
82.63999938964844,2015-03-04
84.20999908447266,2015-03-05
82.61000061035156,2015-03-06
83.02999877929688,2015-03-09
81.29000091552734,2015-03-10
82.33000183105469,2015-03-11
83.16999816894531,2015-03-12
82.55999755859375,2015-03-13
83.87000274658203,2015-03-16
83.4000015258789,2015-03-17
84.88999938964844,2015-03-18
85.3499984741211,2015-03-19
84.91000366210938,2015-03-20
85.22000122070312,2015-03-23
86.48999786376953,2015-03-24
83.26000213623047,2015-03-25
83.9800033569336,2015-03-26
85.05999755859375,2015-03-27
86.13999938964844,2015-03-30
84.41000366210938,2015-03-31
83.41000366210938,2015-04-01
86.2300033569336,2015-04-02
88.5,2015-04-06
87.4800033569336,2015-04-07
88.0,2015-04-08
87.69000244140625,2015-04-09
88.69999694824219,2015-04-10
87.2699966430664,2015-04-13
86.37999725341797,2015-04-14
88.18000030517578,2015-04-15
89.72000122070312,2015-04-16
84.37000274658203,2015-04-17
86.11000061035156,2015-04-20
86.0199966430664,2015-04-21
87.58999633789062,2015-04-22
87.9000015258789,2015-04-23
88.52999877929688,2015-04-24
87.7699966430664,2015-04-27
86.63999938964844,2015-04-28
90.22000122070312,2015-04-29
91.20999908447266,2015-04-30
89.5,2015-05-01
90.73999786376953,2015-05-04
90.06999969482422,2015-05-05
90.4800033569336,2015-05-06
89.68000030517578,2015-05-07
89.51000213623047,2015-05-08
90.26000213623047,2015-05-11
88.41000366210938,2015-05-12
89.19000244140625,2015-05-13
90.8499984741211,2015-05-14
90.08000183105469,2015-05-15
91.9000015258789,2015-05-18
90.6500015258789,2015-05-19
90.43000030517578,2015-05-20
91.81999969482422,2015-05-21
92.18000030517578,2015-05-22
92.48999786376953,2015-05-26
82.0,2015-05-27
80.13999938964844,2015-05-28
78.91999816894531,2015-05-29
79.08999633789062,2015-06-01
79.80000305175781,2015-06-02
80.6500015258789,2015-06-03
78.20999908447266,2015-06-04
79.37999725341797,2015-06-05
78.04000091552734,2015-06-08
78.12999725341797,2015-06-09
79.5999984741211,2015-06-10
80.05999755859375,2015-06-11
79.62999725341797,2015-06-12
79.56999969482422,2015-06-15
78.98999786376953,2015-06-16
79.0999984741211,2015-06-17
80.47000122070312,2015-06-18
79.97000122070312,2015-06-19
80.3499984741211,2015-06-22
81.45999908447266,2015-06-23
79.19999694824219,2015-06-24
79.54000091552734,2015-06-25
78.5999984741211,2015-06-26
76.30999755859375,2015-06-29
76.38999938964844,2015-06-30
75.9000015258789,2015-07-01
75.79000091552734,2015-07-02
76.68000030517578,2015-07-06
77.6500015258789,2015-07-07
76.83000183105469,2015-07-08
77.95999908447266,2015-07-09
79.5199966430664,2015-07-10
79.2699966430664,2015-07-13
82.18000030517578,2015-07-14
83.20999908447266,2015-07-15
84.44999694824219,2015-07-16
84.69999694824219,2015-07-17
84.5999984741211,2015-07-20
84.7699966430664,2015-07-21
83.98999786376953,2015-07-22
83.0199966430664,2015-07-23
82.58999633789062,2015-07-24
81.08000183105469,2015-07-27
83.1500015258789,2015-07-28
83.38999938964844,2015-07-29
83.75,2015-07-30
84.33000183105469,2015-07-31
84.0,2015-08-03
82.80000305175781,2015-08-04
83.4000015258789,2015-08-05
81.91999816894531,2015-08-06
82.51000213623047,2015-08-07
83.25,2015-08-10
83.05999755859375,2015-08-11
82.95999908447266,2015-08-12
82.26000213623047,2015-08-13
84.18000030517578,2015-08-14
84.80000305175781,2015-08-17
82.58000183105469,2015-08-18
82.37999725341797,2015-08-19
77.0199966430664,2015-08-20
71.83999633789062,2015-08-21
69.33999633789062,2015-08-24
70.0199966430664,2015-08-25
72.4000015258789,2015-08-26
75.37000274658203,2015-08-27
72.76000213623047,2015-08-28
70.26000213623047,2015-08-31
69.58999633789062,2015-09-01
71.11000061035156,2015-09-02
71.69000244140625,2015-09-03
70.08999633789062,2015-09-04
71.7699966430664,2015-09-08
70.2699966430664,2015-09-09
70.16000366210938,2015-09-10
71.36000061035156,2015-09-11
69.87000274658203,2015-09-14
70.66999816894531,2015-09-15
71.95999908447266,2015-09-16
72.0199966430664,2015-09-17
73.48999786376953,2015-09-18
73.18000030517578,2015-09-21
72.88999938964844,2015-09-22
72.62999725341797,2015-09-23
72.48999786376953,2015-09-24
72.56999969482422,2015-09-25
70.55000305175781,2015-09-28
70.69999694824219,2015-09-29
68.86000061035156,2015-09-30
72.19999694824219,2015-10-01
74.08999633789062,2015-10-02
75.5,2015-10-05
74.8499984741211,2015-10-06
76.36000061035156,2015-10-07
75.86000061035156,2015-10-08
77.56999969482422,2015-10-09
77.51000213623047,2015-10-12
76.5,2015-10-13
74.93000030517578,2015-10-14
77.29000091552734,2015-10-15
78.69000244140625,2015-10-16
78.52999877929688,2015-10-19
79.87999725341797,2015-10-20
78.2300033569336,2015-10-21
79.88999938964844,2015-10-22
79.8499984741211,2015-10-23
78.94999694824219,2015-10-26
77.19999694824219,2015-10-27
78.80000305175781,2015-10-28
78.44999694824219,2015-10-29
78.97000122070312,2015-10-30
81.3499984741211,2015-11-02
80.20999908447266,2015-11-03
80.25,2015-11-04
78.56999969482422,2015-11-05
82.18000030517578,2015-11-06
81.54000091552734,2015-11-09
81.5199966430664,2015-11-10
82.0,2015-11-11
81.91999816894531,2015-11-12
78.91000366210938,2015-11-13
80.58999633789062,2015-11-16
80.93000030517578,2015-11-17
83.68000030517578,2015-11-18
84.30000305175781,2015-11-19
83.11000061035156,2015-11-20
80.4800033569336,2015-11-23
82.69999694824219,2015-11-24
83.3499984741211,2015-11-25
83.22000122070312,2015-11-27
83.70999908447266,2015-11-30
84.4800033569336,2015-12-01
84.08000183105469,2015-12-02
83.61000061035156,2015-12-03
84.58000183105469,2015-12-04
82.9800033569336,2015-12-07
83.61000061035156,2015-12-08
83.38999938964844,2015-12-09
83.80999755859375,2015-12-10
78.9800033569336,2015-12-11
79.0,2015-12-14
78.97000122070312,2015-12-15
81.29000091552734,2015-12-16
80.5199966430664,2015-12-17
78.55000305175781,2015-12-18
78.55000305175781,2015-12-21
79.23999786376953,2015-12-22
79.83999633789062,2015-12-23
79.68000030517578,2015-12-24
79.61000061035156,2015-12-28
79.75,2015-12-29
80.27999877929688,2015-12-30
79.68000030517578,2015-12-31
77.76000213623047,2016-01-04
77.23999786376953,2016-01-05
74.4000015258789,2016-01-06
71.75,2016-01-07
71.06999969482422,2016-01-08
70.25,2016-01-11
71.9000015258789,2016-01-12
71.26000213623047,2016-01-13
70.5,2016-01-14
67.87000274658203,2016-01-15
66.0999984741211,2016-01-19
67.48999786376953,2016-01-20
68.5999984741211,2016-01-21
69.47000122070312,2016-01-22
67.37000274658203,2016-01-25
66.6500015258789,2016-01-26
64.5,2016-01-27
62.029998779296875,2016-01-28
63.0099983215332,2016-01-29
64.83999633789062,2016-02-01
61.790000915527344,2016-02-02
63.060001373291016,2016-02-03
64.83999633789062,2016-02-04
54.2400016784668,2016-02-05
48.970001220703125,2016-02-08
48.900001525878906,2016-02-09
49.959999084472656,2016-02-10
50.33000183105469,2016-02-11
49.25,2016-02-12
50.529998779296875,2016-02-16
54.779998779296875,2016-02-17
54.040000915527344,2016-02-18
57.119998931884766,2016-02-19
57.31999969482422,2016-02-22
56.529998779296875,2016-02-23
57.560001373291016,2016-02-24
59.380001068115234,2016-02-25
59.52000045776367,2016-02-26
60.45000076293945,2016-02-29
71.73999786376953,2016-03-01
71.91000366210938,2016-03-02
74.30000305175781,2016-03-03
73.11000061035156,2016-03-04
72.55000305175781,2016-03-07
71.2300033569336,2016-03-08
72.87999725341797,2016-03-09
71.69000244140625,2016-03-10
71.19000244140625,2016-03-11
72.55000305175781,2016-03-14
70.2699966430664,2016-03-15
71.38999938964844,2016-03-16
70.16000366210938,2016-03-17
72.0,2016-03-18
73.02999877929688,2016-03-21
72.0,2016-03-22
71.26000213623047,2016-03-23
72.05000305175781,2016-03-24
72.19999694824219,2016-03-28
74.33999633789062,2016-03-29
76.13999938964844,2016-03-30
76.83999633789062,2016-03-31
78.5999984741211,2016-04-01
78.91999816894531,2016-04-04
78.12999725341797,2016-04-05
79.01000213623047,2016-04-06
77.9800033569336,2016-04-07
78.29000091552734,2016-04-08
77.02999877929688,2016-04-11
76.41000366210938,2016-04-12
78.87000274658203,2016-04-13
77.66999816894531,2016-04-14
76.80000305175781,2016-04-15
77.66000366210938,2016-04-18
75.37999725341797,2016-04-19
76.26000213623047,2016-04-20
77.44000244140625,2016-04-21
76.94999694824219,2016-04-22
76.2300033569336,2016-04-25
76.26000213623047,2016-04-26
75.93000030517578,2016-04-27
75.16999816894531,2016-04-28
74.9800033569336,2016-04-29
75.44999694824219,2016-05-02
72.4000015258789,2016-05-03
71.2699966430664,2016-05-04
71.5199966430664,2016-05-05
70.97000122070312,2016-05-06
70.2300033569336,2016-05-09
72.61000061035156,2016-05-10
71.61000061035156,2016-05-11
71.05000305175781,2016-05-12
70.6500015258789,2016-05-13
72.41000366210938,2016-05-16
71.83000183105469,2016-05-17
72.72000122070312,2016-05-18
73.58000183105469,2016-05-19
75.26000213623047,2016-05-20
75.19000244140625,2016-05-23
76.94000244140625,2016-05-24
77.81999969482422,2016-05-25
78.0,2016-05-26
76.02999877929688,2016-05-27
75.83999633789062,2016-05-31
77.37999725341797,2016-06-01
78.18000030517578,2016-06-02
80.13999938964844,2016-06-03
81.83999633789062,2016-06-06
81.31999969482422,2016-06-07
80.45999908447266,2016-06-08
79.88999938964844,2016-06-09
77.62999725341797,2016-06-10
78.88999938964844,2016-06-13
80.8499984741211,2016-06-14
80.2300033569336,2016-06-15
79.30000305175781,2016-06-16
78.5999984741211,2016-06-17
79.33000183105469,2016-06-20
79.41000366210938,2016-06-21
78.20999908447266,2016-06-22
80.33000183105469,2016-06-23
74.02999877929688,2016-06-24
69.45999908447266,2016-06-27
70.72000122070312,2016-06-28
73.88999938964844,2016-06-29
74.66999816894531,2016-06-30
74.33999633789062,2016-07-01
72.6500015258789,2016-07-05
72.5999984741211,2016-07-06
73.79000091552734,2016-07-07
75.70999908447266,2016-07-08
77.56999969482422,2016-07-11
80.4800033569336,2016-07-12
79.7300033569336,2016-07-13
79.94000244140625,2016-07-14
78.8499984741211,2016-07-15
78.41000366210938,2016-07-18
78.95999908447266,2016-07-19
79.81999969482422,2016-07-20
78.18000030517578,2016-07-21
