RSG,Date
8.983438491821289,2002-05-15
8.845829963684082,2002-05-16
8.966233253479004,2002-05-17
8.92323112487793,2002-05-20
8.867330551147461,2002-05-21
8.617908477783203,2002-05-22
8.940437316894531,2002-05-23
8.772722244262695,2002-05-24
9.095246315002441,2002-05-28
9.047943115234375,2002-05-29
9.082342147827148,2002-05-30
9.03934097290039,2002-05-31
9.043644905090332,2002-06-03
8.832925796508789,2002-06-04
9.022141456604004,2002-06-05
9.073745727539062,2002-06-06
9.185551643371582,2002-06-07
9.198454856872559,2002-06-10
9.095246315002441,2002-06-11
9.275863647460938,2002-06-12
9.099544525146484,2002-06-13
8.880228996276855,2002-06-14
9.095246315002441,2002-06-17
9.082342147827148,2002-06-18
8.927536964416504,2002-06-19
8.815720558166504,2002-06-20
8.815720558166504,2002-06-21
8.66520881652832,2002-06-24
8.514697074890137,2002-06-25
8.329784393310547,2002-06-26
8.269580841064453,2002-06-27
8.200776100158691,2002-06-28
8.286781311035156,2002-07-01
8.157769203186035,2002-07-02
8.170670509338379,2002-07-03
8.493200302124023,2002-07-05
8.29967975616455,2002-07-08
8.248075485229492,2002-07-09
8.127667427062988,2002-07-10
7.895446300506592,2002-07-11
7.835244178771973,2002-07-12
7.934152603149414,2002-07-15
8.110466957092285,2002-07-16
8.230877876281738,2002-07-17
8.0459623336792,2002-07-18
7.826642990112305,2002-07-19
7.504117488861084,2002-07-22
7.164388179779053,2002-07-23
7.388005256652832,2002-07-24
7.314899921417236,2002-07-25
