GF,Date
1.4227908849716187,1996-02-12
1.4227908849716187,1996-02-13
1.4227908849716187,1996-02-14
1.437018871307373,1996-02-15
1.4227908849716187,1996-02-16
1.4227908849716187,1996-02-20
1.4227908849716187,1996-02-21
1.4085631370544434,1996-02-22
1.4085631370544434,1996-02-23
1.4227908849716187,1996-02-26
1.4227908849716187,1996-02-27
1.437018871307373,1996-02-28
1.4227908849716187,1996-02-29
1.4227908849716187,1996-03-01
1.4227908849716187,1996-03-04
1.4227908849716187,1996-03-05
1.4085631370544434,1996-03-06
1.4227908849716187,1996-03-07
1.3516514301300049,1996-03-08
1.3658798933029175,1996-03-11
1.3658798933029175,1996-03-12
1.3658798933029175,1996-03-13
1.3801076412200928,1996-03-14
1.3943355083465576,1996-03-15
1.3516514301300049,1996-03-18
1.3658798933029175,1996-03-19
1.3658798933029175,1996-03-20
1.3801076412200928,1996-03-21
1.3658798933029175,1996-03-22
1.3943355083465576,1996-03-25
1.3801076412200928,1996-03-26
1.3801076412200928,1996-03-27
1.3801076412200928,1996-03-28
1.3943355083465576,1996-03-29
1.4085631370544434,1996-04-01
1.4085631370544434,1996-04-02
1.3943355083465576,1996-04-03
1.4085631370544434,1996-04-04
1.3801076412200928,1996-04-08
1.3943355083465576,1996-04-09
1.3801076412200928,1996-04-10
1.3658798933029175,1996-04-11
1.3658798933029175,1996-04-12
1.3801076412200928,1996-04-15
1.3801076412200928,1996-04-16
1.3658798933029175,1996-04-17
1.3801076412200928,1996-04-18
1.3801076412200928,1996-04-19
1.3943355083465576,1996-04-22
1.3801076412200928,1996-04-23
1.3801076412200928,1996-04-24
1.3658798933029175,1996-04-25
1.3658798933029175,1996-04-26
1.3801076412200928,1996-04-29
1.3658798933029175,1996-04-30
1.3658798933029175,1996-05-01
1.3516514301300049,1996-05-02
1.3374241590499878,1996-05-03
1.3374241590499878,1996-05-06
1.3445374965667725,1996-05-07
1.3374241590499878,1996-05-08
1.3374241590499878,1996-05-09
1.3516514301300049,1996-05-10
1.3516514301300049,1996-05-13
1.3516514301300049,1996-05-14
1.3516514301300049,1996-05-15
1.3374241590499878,1996-05-16
1.3516514301300049,1996-05-17
1.3658798933029175,1996-05-20
1.3658798933029175,1996-05-21
1.3658798933029175,1996-05-22
1.3587650060653687,1996-05-23
1.3516514301300049,1996-05-24
1.3801076412200928,1996-05-28
1.3658798933029175,1996-05-29
1.3516514301300049,1996-05-30
1.3801076412200928,1996-05-31
1.3658798933029175,1996-06-03
1.3658798933029175,1996-06-04
1.3801076412200928,1996-06-05
1.3801076412200928,1996-06-06
1.3658798933029175,1996-06-07
1.3801076412200928,1996-06-10
1.3943355083465576,1996-06-11
1.4085631370544434,1996-06-12
1.4085631370544434,1996-06-13
1.4085631370544434,1996-06-14
1.4085631370544434,1996-06-17
1.4085631370544434,1996-06-18
1.4227908849716187,1996-06-19
1.4227908849716187,1996-06-20
1.4085631370544434,1996-06-21
1.4085631370544434,1996-06-24
1.4227908849716187,1996-06-25
1.4227908849716187,1996-06-26
1.4227908849716187,1996-06-27
1.437018871307373,1996-06-28
1.437018871307373,1996-07-01
1.437018871307373,1996-07-02
1.437018871307373,1996-07-03
1.4227908849716187,1996-07-05
1.4085631370544434,1996-07-08
1.4227908849716187,1996-07-09
1.437018871307373,1996-07-10
1.4227908849716187,1996-07-11
1.3943355083465576,1996-07-12
1.3943355083465576,1996-07-15
1.3801076412200928,1996-07-16
1.3943355083465576,1996-07-17
1.3943355083465576,1996-07-18
1.3801076412200928,1996-07-19
1.3801076412200928,1996-07-22
1.3801076412200928,1996-07-23
1.3801076412200928,1996-07-24
1.3943355083465576,1996-07-25
1.3943355083465576,1996-07-26
1.3943355083465576,1996-07-29
1.3943355083465576,1996-07-30
1.4085631370544434,1996-07-31
1.4085631370544434,1996-08-01
1.4227908849716187,1996-08-02
1.4227908849716187,1996-08-05
1.4227908849716187,1996-08-06
1.437018871307373,1996-08-07
1.437018871307373,1996-08-08
1.4227908849716187,1996-08-09
1.437018871307373,1996-08-12
1.451246738433838,1996-08-13
1.4654749631881714,1996-08-14
1.451246738433838,1996-08-15
1.451246738433838,1996-08-16
1.4797029495239258,1996-08-19
1.4939308166503906,1996-08-20
1.5081586837768555,1996-08-21
1.5081586837768555,1996-08-22
1.5223867893218994,1996-08-23
1.5081586837768555,1996-08-26
1.5223867893218994,1996-08-27
1.5366144180297852,1996-08-28
1.5366144180297852,1996-08-29
1.5081586837768555,1996-08-30
1.5081586837768555,1996-09-03
1.5081586837768555,1996-09-04
1.5081586837768555,1996-09-05
1.5081586837768555,1996-09-06
1.5366144180297852,1996-09-09
1.5508419275283813,1996-09-10
1.5366144180297852,1996-09-11
1.5366144180297852,1996-09-12
1.5366144180297852,1996-09-13
1.5650700330734253,1996-09-16
1.5508419275283813,1996-09-17
1.5650700330734253,1996-09-18
1.5508419275283813,1996-09-19
1.5650700330734253,1996-09-20
1.5508419275283813,1996-09-23
1.5508419275283813,1996-09-24
1.5650700330734253,1996-09-25
1.5792982578277588,1996-09-26
1.5792982578277588,1996-09-27
1.5650700330734253,1996-09-30
1.5650700330734253,1996-10-01
1.5650700330734253,1996-10-02
1.5508419275283813,1996-10-03
1.5721842050552368,1996-10-04
1.5792982578277588,1996-10-07
1.5792982578277588,1996-10-08
1.5792982578277588,1996-10-09
1.5650700330734253,1996-10-10
1.5935263633728027,1996-10-11
1.5792982578277588,1996-10-14
1.5935263633728027,1996-10-15
1.5792982578277588,1996-10-16
1.5792982578277588,1996-10-17
1.5792982578277588,1996-10-18
1.5792982578277588,1996-10-21
1.5650700330734253,1996-10-22
1.5650700330734253,1996-10-23
1.5650700330734253,1996-10-24
1.5508419275283813,1996-10-25
1.5650700330734253,1996-10-28
1.5650700330734253,1996-10-29
1.5508419275283813,1996-10-30
1.5650700330734253,1996-10-31
1.5508419275283813,1996-11-01
1.5508419275283813,1996-11-04
1.5508419275283813,1996-11-05
1.5508419275283813,1996-11-06
1.5366144180297852,1996-11-07
1.5508419275283813,1996-11-08
1.5792982578277588,1996-11-11
1.5792982578277588,1996-11-12
1.5935263633728027,1996-11-13
1.6077539920806885,1996-11-14
1.6077539920806885,1996-11-15
1.6077539920806885,1996-11-18
1.6077539920806885,1996-11-19
1.6219818592071533,1996-11-20
1.6362098455429077,1996-11-21
1.6219818592071533,1996-11-22
1.6646658182144165,1996-11-25
1.6646658182144165,1996-11-26
1.650437593460083,1996-11-27
1.650437593460083,1996-11-29
1.650437593460083,1996-12-02
1.650437593460083,1996-12-03
1.6362098455429077,1996-12-04
1.6646658182144165,1996-12-05
1.6219818592071533,1996-12-06
1.650437593460083,1996-12-09
1.650437593460083,1996-12-10
1.6362098455429077,1996-12-11
1.6219818592071533,1996-12-12
1.6219818592071533,1996-12-13
1.650437593460083,1996-12-16
1.6693358421325684,1996-12-17
1.6535874605178833,1996-12-18
1.6693358421325684,1996-12-19
1.6850848197937012,1996-12-20
1.6693358421325684,1996-12-23
1.6535874605178833,1996-12-24
1.6693358421325684,1996-12-26
1.6693358421325684,1996-12-27
1.6693358421325684,1996-12-30
1.6850848197937012,1996-12-31
1.6693358421325684,1997-01-02
1.6850848197937012,1997-01-03
1.700832724571228,1997-01-06
1.716580867767334,1997-01-07
1.700832724571228,1997-01-08
1.700832724571228,1997-01-09
1.700832724571228,1997-01-10
1.6850848197937012,1997-01-13
1.700832724571228,1997-01-14
1.6850848197937012,1997-01-15
1.700832724571228,1997-01-16
1.6850848197937012,1997-01-17
1.700832724571228,1997-01-20
1.6693358421325684,1997-01-21
1.6850848197937012,1997-01-22
1.6535874605178833,1997-01-23
1.6535874605178833,1997-01-24
1.6378388404846191,1997-01-27
1.6378388404846191,1997-01-28
1.6535874605178833,1997-01-29
1.6378388404846191,1997-01-30
1.6693358421325684,1997-01-31
1.6535874605178833,1997-02-03
1.6693358421325684,1997-02-04
1.6535874605178833,1997-02-05
1.6535874605178833,1997-02-06
1.6693358421325684,1997-02-07
1.6535874605178833,1997-02-10
1.6850848197937012,1997-02-11
1.716580867767334,1997-02-12
1.716580867767334,1997-02-13
1.716580867767334,1997-02-14
1.716580867767334,1997-02-18
1.700832724571228,1997-02-19
1.6850848197937012,1997-02-20
1.6850848197937012,1997-02-21
1.700832724571228,1997-02-24
1.700832724571228,1997-02-25
1.700832724571228,1997-02-26
1.716580867767334,1997-02-27
1.700832724571228,1997-02-28
1.700832724571228,1997-03-03
1.716580867767334,1997-03-04
1.7323296070098877,1997-03-05
1.7480781078338623,1997-03-06
1.7638269662857056,1997-03-07
1.8268201351165771,1997-03-10
1.8268201351165771,1997-03-11
1.7953234910964966,1997-03-12
1.7638269662857056,1997-03-13
1.7953234910964966,1997-03-14
1.7953234910964966,1997-03-17
1.779574990272522,1997-03-18
1.7638269662857056,1997-03-19
1.7323296070098877,1997-03-20
1.7638269662857056,1997-03-21
1.7323296070098877,1997-03-24
1.7480781078338623,1997-03-25
1.779574990272522,1997-03-26
1.7480781078338623,1997-03-27
1.7638269662857056,1997-03-31
1.716580867767334,1997-04-01
1.6850848197937012,1997-04-02
1.700832724571228,1997-04-03
1.6850848197937012,1997-04-04
1.716580867767334,1997-04-07
1.716580867767334,1997-04-08
1.7323296070098877,1997-04-09
1.7323296070098877,1997-04-10
1.716580867767334,1997-04-11
1.716580867767334,1997-04-14
1.7638269662857056,1997-04-15
1.779574990272522,1997-04-16
1.7638269662857056,1997-04-17
1.7953234910964966,1997-04-18
1.779574990272522,1997-04-21
1.779574990272522,1997-04-22
1.7953234910964966,1997-04-23
1.779574990272522,1997-04-24
1.7953234910964966,1997-04-25
1.7953234910964966,1997-04-28
1.8110721111297607,1997-04-29
1.8268201351165771,1997-04-30
1.8268201351165771,1997-05-01
1.8740657567977905,1997-05-02
1.905562162399292,1997-05-05
1.8898144960403442,1997-05-06
1.84256911277771,1997-05-07
1.8583170175552368,1997-05-08
1.8740657567977905,1997-05-09
1.8898144960403442,1997-05-12
1.905562162399292,1997-05-13
1.905562162399292,1997-05-14
1.8898144960403442,1997-05-15
1.8898144960403442,1997-05-16
1.8740657567977905,1997-05-19
1.8898144960403442,1997-05-20
1.905562162399292,1997-05-21
1.905562162399292,1997-05-22
1.9528082609176636,1997-05-23
1.9528082609176636,1997-05-27
1.9370596408843994,1997-05-28
1.9528082609176636,1997-05-29
1.9528082609176636,1997-05-30
1.905562162399292,1997-06-02
1.9213107824325562,1997-06-03
1.9213107824325562,1997-06-04
1.9213107824325562,1997-06-05
1.9213107824325562,1997-06-06
1.9370596408843994,1997-06-09
1.9528082609176636,1997-06-10
1.9370596408843994,1997-06-11
1.96855628490448,1997-06-12
1.984304666519165,1997-06-13
2.0000531673431396,1997-06-16
2.0000531673431396,1997-06-17
1.96855628490448,1997-06-18
1.984304666519165,1997-06-19
1.984304666519165,1997-06-20
1.9528082609176636,1997-06-23
1.96855628490448,1997-06-24
1.984304666519165,1997-06-25
1.9921787977218628,1997-06-26
1.984304666519165,1997-06-27
1.984304666519165,1997-06-30
2.0000531673431396,1997-07-01
2.007927894592285,1997-07-02
2.0236756801605225,1997-07-03
2.0472984313964844,1997-07-07
2.070920944213867,1997-07-08
2.0945441722869873,1997-07-09
2.063047409057617,1997-07-10
2.063047409057617,1997-07-11
2.070920944213867,1997-07-14
2.063047409057617,1997-07-15
2.078796625137329,1997-07-16
2.05517315864563,1997-07-17
2.0000531673431396,1997-07-18
2.0236756801605225,1997-07-21
2.05517315864563,1997-07-22
2.1024181842803955,1997-07-23
2.063047409057617,1997-07-24
2.0472984313964844,1997-07-25
2.0158019065856934,1997-07-28
2.0158019065856934,1997-07-29
2.031550168991089,1997-07-30
2.031550168991089,1997-07-31
2.0000531673431396,1997-08-01
1.96855628490448,1997-08-04
1.9528082609176636,1997-08-05
1.96855628490448,1997-08-06
1.96855628490448,1997-08-07
1.9449338912963867,1997-08-08
1.9291855096817017,1997-08-11
1.9291855096817017,1997-08-12
1.9213107824325562,1997-08-13
1.8898144960403442,1997-08-14
1.84256911277771,1997-08-15
1.8819398880004883,1997-08-18
1.905562162399292,1997-08-19
1.9449338912963867,1997-08-20
1.9134360551834106,1997-08-21
1.8740657567977905,1997-08-22
1.8740657567977905,1997-08-25
1.85044264793396,1997-08-26
1.8740657567977905,1997-08-27
1.85044264793396,1997-08-28
1.8378679752349854,1997-08-29
1.9265375137329102,1997-09-02
1.910415768623352,1997-09-03
1.8942939043045044,1997-09-04
1.9265375137329102,1997-09-05
1.9345983266830444,1997-09-08
1.9265375137329102,1997-09-09
1.8942939043045044,1997-09-10
1.8942939043045044,1997-09-11
1.8539901971817017,1997-09-12
1.8862332105636597,1997-09-15
1.9345983266830444,1997-09-16
1.9507197141647339,1997-09-17
1.9668413400650024,1997-09-18
1.9507197141647339,1997-09-19
1.982962965965271,1997-09-22
1.9910238981246948,1997-09-23
2.0071449279785156,1997-09-24
2.0152063369750977,1997-09-25
2.031327724456787,1997-09-26
2.0232667922973633,1997-09-29
2.0232667922973633,1997-09-30
2.0232667922973633,1997-10-01
2.03938889503479,1997-10-02
2.055511236190796,1997-10-03
2.055511236190796,1997-10-06
2.0635714530944824,1997-10-07
2.031327724456787,1997-10-08
1.9990850687026978,1997-10-09
1.9668413400650024,1997-10-10
2.031327724456787,1997-10-13
2.0635714530944824,1997-10-14
2.031327724456787,1997-10-15
2.0071449279785156,1997-10-16
1.9749020338058472,1997-10-17
1.9990850687026978,1997-10-20
2.0152063369750977,1997-10-21
1.9990850687026978,1997-10-22
1.8942939043045044,1997-10-23
1.9023551940917969,1997-10-24
1.7572599649429321,1997-10-27
1.8862332105636597,1997-10-28
1.8459292650222778,1997-10-29
1.8217464685440063,1997-10-30
1.9265375137329102,1997-10-31
1.94265878200531,1997-11-03
1.9023551940917969,1997-11-04
1.9184761047363281,1997-11-05
1.94265878200531,1997-11-06
1.8862332105636597,1997-11-07
1.8942939043045044,1997-11-10
1.9184761047363281,1997-11-11
1.8781722784042358,1997-11-12
1.9498215913772583,1997-11-13
1.940491795539856,1997-11-14
1.9778085947036743,1997-11-17
1.9778085947036743,1997-11-18
1.9684797525405884,1997-11-19
2.0151262283325195,1997-11-20
2.0337846279144287,1997-11-21
1.9311625957489014,1997-11-24
1.940491795539856,1997-11-25
1.9498215913772583,1997-11-26
2.0057971477508545,1997-11-28
2.0617730617523193,1997-12-01
2.052443027496338,1997-12-02
2.0804312229156494,1997-12-03
2.0617730617523193,1997-12-04
2.052443027496338,1997-12-05
2.0337846279144287,1997-12-08
1.987138032913208,1997-12-09
1.9964679479599,1997-12-10
1.9684797525405884,1997-12-11
1.9684797525405884,1997-12-12
1.987138032913208,1997-12-15
2.0151262283325195,1997-12-16
2.0244553089141846,1997-12-17
1.9964679479599,1997-12-18
1.9591500759124756,1997-12-19
1.9498215913772583,1997-12-22
1.9311625957489014,1997-12-23
1.9125040769577026,1997-12-24
1.940491795539856,1997-12-26
1.9778085947036743,1997-12-29
2.0057971477508545,1997-12-30
2.0151262283325195,1997-12-31
2.0337846279144287,1998-01-02
2.0804312229156494,1998-01-05
2.043114185333252,1998-01-06
2.0244553089141846,1998-01-07
2.0337846279144287,1998-01-08
1.9591500759124756,1998-01-09
1.9311625957489014,1998-01-12
1.9778085947036743,1998-01-13
1.987138032913208,1998-01-14
1.9498215913772583,1998-01-15
1.9684797525405884,1998-01-16
1.9964679479599,1998-01-20
1.987138032913208,1998-01-21
1.9778085947036743,1998-01-22
2.0057971477508545,1998-01-23
2.0337846279144287,1998-01-26
2.0711023807525635,1998-01-27
2.099090337753296,1998-01-28
2.1084189414978027,1998-01-29
2.127077341079712,1998-01-30
2.127077341079712,1998-02-02
2.136406898498535,1998-02-03
2.136406898498535,1998-02-04
2.1550657749176025,1998-02-05
2.1457364559173584,1998-02-06
2.1550657749176025,1998-02-09
2.1737234592437744,1998-02-10
2.183053493499756,1998-02-11
2.1643948554992676,1998-02-12
2.1550657749176025,1998-02-13
2.1737234592437744,1998-02-17
2.183053493499756,1998-02-18
2.1643948554992676,1998-02-19
2.1643948554992676,1998-02-20
2.192382335662842,1998-02-23
2.192382335662842,1998-02-24
2.2576873302459717,1998-02-25
2.2670164108276367,1998-02-26
2.3323214054107666,1998-02-27
2.341651678085327,1998-03-02
2.341651678085327,1998-03-03
2.2950050830841064,1998-03-04
2.2950050830841064,1998-03-05
2.3323214054107666,1998-03-06
2.341651678085327,1998-03-09
2.3882977962493896,1998-03-10
2.4349441528320312,1998-03-11
2.425614595413208,1998-03-12
2.425614595413208,1998-03-13
2.4349441528320312,1998-03-16
2.4536023139953613,1998-03-17
2.444272994995117,1998-03-18
2.416285753250122,1998-03-19
2.4536023139953613,1998-03-20
2.4536023139953613,1998-03-23
2.5375664234161377,1998-03-24
2.556225061416626,1998-03-25
2.5282371044158936,1998-03-26
2.556225061416626,1998-03-27
2.5095787048339844,1998-03-30
2.5002493858337402,1998-03-31
2.5095787048339844,1998-04-01
2.5095787048339844,1998-04-02
2.546895980834961,1998-04-03
2.5935418605804443,1998-04-06
2.574883460998535,1998-04-07
2.546895980834961,1998-04-08
2.612201690673828,1998-04-09
2.6308586597442627,1998-04-13
2.6775052547454834,1998-04-14
2.6868350505828857,1998-04-15
2.658846616744995,1998-04-16
2.649517774581909,1998-04-17
2.705493211746216,1998-04-20
2.6961638927459717,1998-04-21
2.6868350505828857,1998-04-22
2.649517774581909,1998-04-23
2.6215295791625977,1998-04-24
2.5282371044158936,1998-04-27
2.556225061416626,1998-04-28
2.574883460998535,1998-04-29
2.668175458908081,1998-04-30
2.668175458908081,1998-05-01
2.705493211746216,1998-05-04
2.649517774581909,1998-05-05
2.6308586597442627,1998-05-06
2.5935418605804443,1998-05-07
2.6215295791625977,1998-05-08
2.658846616744995,1998-05-11
2.649517774581909,1998-05-12
2.6775052547454834,1998-05-13
2.649517774581909,1998-05-14
2.6775052547454834,1998-05-15
2.640188455581665,1998-05-18
2.714822769165039,1998-05-19
2.7428104877471924,1998-05-20
2.761469602584839,1998-05-21
2.7707982063293457,1998-05-22
2.808114767074585,1998-05-26
2.761469602584839,1998-05-27
2.7521400451660156,1998-05-28
2.761469602584839,1998-05-29
2.7521400451660156,1998-06-01
2.789457321166992,1998-06-02
2.798785924911499,1998-06-03
2.798785924911499,1998-06-04
2.845432758331299,1998-06-05
2.836103677749634,1998-06-08
2.8174455165863037,1998-06-09
2.7801284790039062,1998-06-10
2.649517774581909,1998-06-11
2.649517774581909,1998-06-12
2.546895980834961,1998-06-15
2.6308586597442627,1998-06-16
2.724151849746704,1998-06-17
2.705493211746216,1998-06-18
2.714822769165039,1998-06-19
2.714822769165039,1998-06-22
2.714822769165039,1998-06-23
2.7428104877471924,1998-06-24
2.7428104877471924,1998-06-25
2.7428104877471924,1998-06-26
2.798785924911499,1998-06-29
2.7801284790039062,1998-06-30
2.7521400451660156,1998-07-01
2.7334814071655273,1998-07-02
2.7334814071655273,1998-07-06
2.761469602584839,1998-07-07
2.8174455165863037,1998-07-08
2.798785924911499,1998-07-09
2.761469602584839,1998-07-10
2.724151849746704,1998-07-13
2.7801284790039062,1998-07-14
2.7801284790039062,1998-07-15
2.789457321166992,1998-07-16
2.8267743587493896,1998-07-17
2.8547616004943848,1998-07-20
2.8267743587493896,1998-07-21
2.808114767074585,1998-07-22
2.7521400451660156,1998-07-23
2.7801284790039062,1998-07-24
2.7428104877471924,1998-07-27
2.6868350505828857,1998-07-28
2.668175458908081,1998-07-29
2.714822769165039,1998-07-30
2.6775052547454834,1998-07-31
2.5935418605804443,1998-08-03
2.556225061416626,1998-08-04
2.556225061416626,1998-08-05
2.584211826324463,1998-08-06
2.5935418605804443,1998-08-07
2.584211826324463,1998-08-10
2.4722609519958496,1998-08-11
2.5002493858337402,1998-08-12
2.444272994995117,1998-08-13
2.4349441528320312,1998-08-14
2.490920066833496,1998-08-17
2.5282371044158936,1998-08-18
2.5375664234161377,1998-08-19
2.444272994995117,1998-08-20
2.3789687156677246,1998-08-21
2.3976268768310547,1998-08-24
2.416285753250122,1998-08-25
2.3229923248291016,1998-08-26
2.099090337753296,1998-08-27
2.0804312229156494,1998-08-28
1.9498215913772583,1998-08-31
2.0711023807525635,1998-09-01
2.1457364559173584,1998-09-02
2.127077341079712,1998-09-03
2.117748498916626,1998-09-04
2.2670164108276367,1998-09-08
2.2483584880828857,1998-09-09
2.1643948554992676,1998-09-10
2.201711416244507,1998-09-11
2.276346206665039,1998-09-14
2.3043346405029297,1998-09-15
2.3229923248291016,1998-09-16
2.220370054244995,1998-09-17
2.201711416244507,1998-09-18
2.183053493499756,1998-09-21
2.211040735244751,1998-09-22
2.2950050830841064,1998-09-23
2.192382335662842,1998-09-24
2.183053493499756,1998-09-25
2.2297000885009766,1998-09-28
2.183053493499756,1998-09-29
2.117748498916626,1998-09-30
2.0151262283325195,1998-10-01
2.0244553089141846,1998-10-02
1.9591500759124756,1998-10-05
2.043114185333252,1998-10-06
2.0057971477508545,1998-10-07
1.9311625957489014,1998-10-08
1.9591500759124756,1998-10-09
2.052443027496338,1998-10-12
2.0151262283325195,1998-10-13
2.0244553089141846,1998-10-14
2.201711416244507,1998-10-15
2.211040735244751,1998-10-16
2.192382335662842,1998-10-19
2.2856757640838623,1998-10-20
2.2856757640838623,1998-10-21
2.2576873302459717,1998-10-22
2.276346206665039,1998-10-23
2.3043346405029297,1998-10-26
2.350980281829834,1998-10-27
2.3323214054107666,1998-10-28
2.3789687156677246,1998-10-29
2.4349441528320312,1998-10-30
2.490920066833496,1998-11-02
2.5095787048339844,1998-11-03
2.4815902709960938,1998-11-04
2.46293306350708,1998-11-05
2.4722609519958496,1998-11-06
2.46293306350708,1998-11-09
2.4815902709960938,1998-11-10
2.5095787048339844,1998-11-11
2.456629514694214,1998-11-12
2.4924066066741943,1998-11-13
2.528181552886963,1998-11-16
2.528181552886963,1998-11-17
2.528181552886963,1998-11-18
2.5520331859588623,1998-11-19
2.575883626937866,1998-11-20
2.6116597652435303,1998-11-23
2.5520331859588623,1998-11-24
2.575883626937866,1998-11-25
2.59973406791687,1998-11-27
2.5520331859588623,1998-11-30
2.51625657081604,1998-12-01
2.4327785968780518,1998-12-02
2.420853614807129,1998-12-03
2.444704532623291,1998-12-04
2.420853614807129,1998-12-07
2.397002696990967,1998-12-08
2.361227035522461,1998-12-09
2.373152494430542,1998-12-10
2.3493010997772217,1998-12-11
2.3373756408691406,1998-12-14
2.385077953338623,1998-12-15
2.444704532623291,1998-12-16
2.456629514694214,1998-12-17
2.420853614807129,1998-12-18
2.480480432510376,1998-12-21
2.468554973602295,1998-12-22
2.456629514694214,1998-12-23
2.468554973602295,1998-12-24
2.4327785968780518,1998-12-28
2.468554973602295,1998-12-29
2.4327785968780518,1998-12-30
2.468554973602295,1998-12-31
2.5639584064483643,1999-01-04
2.6235849857330322,1999-01-05
2.7309136390686035,1999-01-06
2.6474366188049316,1999-01-07
2.6712868213653564,1999-01-08
2.587808847427368,1999-01-11
2.4924066066741943,1999-01-12
2.420853614807129,1999-01-13
2.4327785968780518,1999-01-14
2.51625657081604,1999-01-15
2.528181552886963,1999-01-19
2.480480432510376,1999-01-20
2.480480432510376,1999-01-21
2.420853614807129,1999-01-22
2.420853614807129,1999-01-25
2.4327785968780518,1999-01-26
2.4327785968780518,1999-01-27
2.4327785968780518,1999-01-28
2.420853614807129,1999-01-29
2.4089279174804688,1999-02-01
2.361227035522461,1999-02-02
2.3373756408691406,1999-02-03
2.3373756408691406,1999-02-04
2.3135249614715576,1999-02-05
2.3254501819610596,1999-02-08
2.2538986206054688,1999-02-09
2.2896745204925537,1999-02-10
2.3493010997772217,1999-02-11
2.3135249614715576,1999-02-12
2.3373756408691406,1999-02-16
2.3135249614715576,1999-02-17
2.3135249614715576,1999-02-18
2.3254501819610596,1999-02-19
2.301600217819214,1999-02-22
2.3135249614715576,1999-02-23
2.3135249614715576,1999-02-24
2.2658231258392334,1999-02-25
2.2896745204925537,1999-02-26
2.2300472259521484,1999-03-01
2.2181217670440674,1999-03-02
2.158494710922241,1999-03-03
2.1942715644836426,1999-03-04
2.2658231258392334,1999-03-05
2.2538986206054688,1999-03-08
2.2181217670440674,1999-03-09
2.2419726848602295,1999-03-10
2.385077953338623,1999-03-11
2.385077953338623,1999-03-12
2.3373756408691406,1999-03-15
2.3493010997772217,1999-03-16
2.301600217819214,1999-03-17
2.301600217819214,1999-03-18
2.3493010997772217,1999-03-19
2.2896745204925537,1999-03-22
2.2300472259521484,1999-03-23
2.1942715644836426,1999-03-24
2.2419726848602295,1999-03-25
2.2419726848602295,1999-03-26
2.2777488231658936,1999-03-29
2.2419726848602295,1999-03-30
2.2777488231658936,1999-03-31
2.2896745204925537,1999-04-01
2.2896745204925537,1999-04-05
2.3135249614715576,1999-04-06
2.361227035522461,1999-04-07
2.4089279174804688,1999-04-08
2.3373756408691406,1999-04-09
2.3135249614715576,1999-04-12
2.3135249614715576,1999-04-13
2.301600217819214,1999-04-14
2.3135249614715576,1999-04-15
2.3135249614715576,1999-04-16
2.2538986206054688,1999-04-19
2.2658231258392334,1999-04-20
2.2896745204925537,1999-04-21
2.2777488231658936,1999-04-22
2.2419726848602295,1999-04-23
2.2419726848602295,1999-04-26
2.301600217819214,1999-04-27
2.2896745204925537,1999-04-28
2.2896745204925537,1999-04-29
2.2896745204925537,1999-04-30
2.301600217819214,1999-05-03
2.2777488231658936,1999-05-04
2.2896745204925537,1999-05-05
2.301600217819214,1999-05-06
2.3135249614715576,1999-05-07
2.3373756408691406,1999-05-10
2.3254501819610596,1999-05-11
2.301600217819214,1999-05-12
2.3135249614715576,1999-05-13
2.2896745204925537,1999-05-14
2.301600217819214,1999-05-17
2.3135249614715576,1999-05-18
2.3373756408691406,1999-05-19
2.385077953338623,1999-05-20
2.373152494430542,1999-05-21
2.3135249614715576,1999-05-24
2.2658231258392334,1999-05-25
2.2658231258392334,1999-05-26
2.2419726848602295,1999-05-27
2.2777488231658936,1999-05-28
2.2777488231658936,1999-06-01
2.2777488231658936,1999-06-02
2.3254501819610596,1999-06-03
2.301600217819214,1999-06-04
2.301600217819214,1999-06-07
2.2896745204925537,1999-06-08
2.301600217819214,1999-06-09
2.301600217819214,1999-06-10
2.3254501819610596,1999-06-11
2.3135249614715576,1999-06-14
2.3254501819610596,1999-06-15
2.3135249614715576,1999-06-16
2.3373756408691406,1999-06-17
2.3135249614715576,1999-06-18
2.3135249614715576,1999-06-21
2.2777488231658936,1999-06-22
2.2658231258392334,1999-06-23
2.2419726848602295,1999-06-24
2.2419726848602295,1999-06-25
2.2777488231658936,1999-06-28
2.301600217819214,1999-06-29
2.3254501819610596,1999-06-30
2.3493010997772217,1999-07-01
2.3373756408691406,1999-07-02
2.397002696990967,1999-07-06
2.361227035522461,1999-07-07
2.3493010997772217,1999-07-08
2.397002696990967,1999-07-09
2.385077953338623,1999-07-12
2.361227035522461,1999-07-13
2.361227035522461,1999-07-14
2.385077953338623,1999-07-15
2.3493010997772217,1999-07-16
2.4089279174804688,1999-07-19
2.361227035522461,1999-07-20
2.397002696990967,1999-07-21
2.373152494430542,1999-07-22
2.373152494430542,1999-07-23
2.397002696990967,1999-07-26
2.420853614807129,1999-07-27
2.4327785968780518,1999-07-28
2.361227035522461,1999-07-29
2.4089279174804688,1999-07-30
2.373152494430542,1999-08-02
2.385077953338623,1999-08-03
2.420853614807129,1999-08-04
2.397002696990967,1999-08-05
2.420853614807129,1999-08-06
2.4327785968780518,1999-08-09
2.397002696990967,1999-08-10
2.4327785968780518,1999-08-11
2.4924066066741943,1999-08-12
2.540107011795044,1999-08-13
2.456629514694214,1999-08-16
2.4924066066741943,1999-08-17
2.456629514694214,1999-08-18
2.4327785968780518,1999-08-19
2.480480432510376,1999-08-20
2.468554973602295,1999-08-23
2.480480432510376,1999-08-24
