Date,SIAL
2010-11-01,63.7
2010-10-29,63.49
2010-10-28,62.56
2010-10-27,62.46
2010-10-26,63.13
2010-10-25,63.13
2010-10-22,62.29
2010-10-21,62.34
2010-10-20,61.41
2010-10-19,59.68
2010-10-18,60.45
2010-10-15,60.6
2010-10-14,60.62
2010-10-13,61.23
2010-10-12,60.46
2010-10-11,60.41
2010-10-08,60.65
2010-10-07,60.63
2010-10-06,61.22
2010-10-05,61.88
2010-10-04,59.62
2010-10-01,60.72
2010-09-30,60.38
2010-09-29,60.71
2010-09-28,61.0
2010-09-27,60.32
2010-09-24,60.67
2010-09-23,59.13
2010-09-22,59.76
2010-09-21,59.49
2010-09-20,59.62
2010-09-17,58.88
2010-09-16,58.82
2010-09-15,58.4
2010-09-14,57.85
2010-09-13,57.95
2010-09-10,56.97
2010-09-09,56.73
2010-09-08,56.76
2010-09-07,55.88
2010-09-03,55.58
2010-09-02,55.17
2010-09-01,54.93
2010-08-31,53.17
2010-08-30,52.76
2010-08-27,53.49
2010-08-26,52.1
2010-08-25,52.47
2010-08-24,52.4
2010-08-23,53.34
2010-08-20,53.73
2010-08-19,53.72
2010-08-18,54.99
2010-08-17,55.47
2010-08-16,54.02
2010-08-13,53.84
2010-08-12,53.96
2010-08-11,53.91
2010-08-10,55.84
2010-08-09,56.73
2010-08-06,56.59
2010-08-05,57.1
2010-08-04,57.32
2010-08-03,57.33
2010-08-02,57.68
2010-07-30,56.09
2010-07-29,56.25
2010-07-28,57.48
2010-07-27,57.11
2010-07-26,57.06
2010-07-23,56.23
2010-07-22,54.38
2010-07-21,53.42
2010-07-20,54.12
2010-07-19,53.45
2010-07-16,53.17
2010-07-15,54.16
2010-07-14,54.12
2010-07-13,53.94
2010-07-12,53.65
2010-07-09,53.27
2010-07-08,52.68
2010-07-07,51.91
2010-07-06,50.17
2010-07-02,49.3
2010-07-01,49.53
2010-06-30,49.74
2010-06-29,50.49
2010-06-28,51.04
2010-06-25,51.82
2010-06-24,51.66
2010-06-23,52.76
2010-06-22,52.82
2010-06-21,53.39
2010-06-18,53.23
2010-06-17,53.16
2010-06-16,53.44
2010-06-15,53.2
2010-06-14,52.89
2010-06-11,52.66
2010-06-10,51.79
2010-06-09,51.34
2010-06-08,51.32
2010-06-07,49.72
2010-06-04,50.69
2010-06-03,51.53
2010-06-02,53.22
2010-06-01,52.1
2010-05-28,53.31
2010-05-27,53.33
2010-05-26,52.68
2010-05-25,52.02
2010-05-24,50.66
2010-05-21,52.87
2010-05-20,51.57
2010-05-19,51.9
2010-05-18,53.5
2010-05-17,55.11
2010-05-14,54.25
2010-05-13,55.58
2010-05-12,56.97
2010-05-11,56.54
2010-05-10,56.77
2010-05-07,54.56
2010-05-06,55.63
2010-05-05,57.71
2010-05-04,58.39
2010-05-03,59.57
2010-04-30,59.34
2010-04-29,59.91
2010-04-28,58.86
2010-04-27,58.42
2010-04-26,59.25
2010-04-23,58.89
2010-04-22,58.92
2010-04-21,56.78
2010-04-20,56.34
2010-04-19,56.47
2010-04-16,55.65
2010-04-15,55.75
2010-04-14,56.23
2010-04-13,56.36
2010-04-12,55.0
2010-04-09,55.47
2010-04-08,54.7
2010-04-07,54.59
2010-04-06,54.79
2010-04-05,54.58
2010-04-01,54.54
2010-03-31,54.01
2010-03-30,53.64
2010-03-29,53.83
2010-03-26,53.14
2010-03-25,53.59
2010-03-24,54.16
2010-03-23,53.79
2010-03-22,54.24
2010-03-19,54.68
2010-03-18,54.88
2010-03-17,54.75
2010-03-16,54.5
2010-03-15,53.96
2010-03-12,53.64
2010-03-11,53.06
2010-03-10,52.98
2010-03-09,52.67
2010-03-08,52.75
2010-03-05,52.89
2010-03-04,51.65
2010-03-03,51.69
2010-03-02,50.52
2010-03-01,49.17
2010-02-26,47.74
2010-02-25,47.42
2010-02-24,47.48
2010-02-23,47.36
2010-02-22,48.22
2010-02-19,48.48
2010-02-18,48.6
2010-02-17,48.35
2010-02-16,48.55
2010-02-12,48.32
2010-02-11,48.88
2010-02-10,48.23
2010-02-09,48.19
2010-02-08,46.74
2010-02-05,47.34
2010-02-04,47.44
2010-02-03,48.7
2010-02-02,49.35
2010-02-01,48.59
2010-01-29,47.87
2010-01-28,48.23
2010-01-27,48.85
2010-01-26,48.58
2010-01-25,49.88
2010-01-22,49.92
2010-01-21,50.73
2010-01-20,51.51
2010-01-19,52.35
2010-01-15,51.86
2010-01-14,52.06
2010-01-13,51.99
2010-01-12,51.14
2010-01-11,51.62
2010-01-08,50.99
2010-01-07,50.54
2010-01-06,50.59
2010-01-05,50.7
2010-01-04,51.49
2009-12-31,50.53
2009-12-30,51.32
2009-12-29,51.1
2009-12-28,51.05
2009-12-24,51.06
2009-12-23,51.02
2009-12-22,50.81
2009-12-21,50.96
2009-12-18,51.31
2009-12-17,51.34
2009-12-16,52.9
2009-12-15,52.64
2009-12-14,52.86
2009-12-11,52.3
2009-12-10,52.47
2009-12-09,52.49
2009-12-08,52.16
2009-12-07,52.64
2009-12-04,52.91
2009-12-03,52.89
2009-12-02,53.82
2009-12-01,53.71
2009-11-30,53.36
2009-11-27,54.35
2009-11-25,54.4
2009-11-24,53.92
2009-11-23,54.28
2009-11-20,53.97
2009-11-19,53.86
2009-11-18,55.05
2009-11-17,55.81
2009-11-16,55.52
2009-11-13,55.14
2009-11-12,54.78
2009-11-11,55.31
2009-11-10,55.3
2009-11-09,55.29
2009-11-06,54.35
2009-11-05,54.79
2009-11-04,53.05
2009-11-03,53.38
2009-11-02,52.89
2009-10-30,51.98
2009-10-29,53.28
2009-10-28,52.57
2009-10-27,53.89
2009-10-26,53.85
2009-10-23,54.14
2009-10-22,54.94
2009-10-21,55.19
2009-10-20,55.45
2009-10-19,56.14
2009-10-16,55.06
2009-10-15,55.81
2009-10-14,55.26
2009-10-13,54.12
2009-10-12,54.02
2009-10-09,53.77
2009-10-08,53.72
2009-10-07,53.48
2009-10-06,53.75
2009-10-05,52.45
2009-10-02,51.89
2009-10-01,52.07
2009-09-30,53.95
2009-09-29,54.01
2009-09-28,53.44
2009-09-25,52.46
2009-09-24,52.44
2009-09-23,52.54
2009-09-22,53.45
2009-09-21,53.1
2009-09-18,53.25
2009-09-17,53.27
2009-09-16,53.1
2009-09-15,52.13
2009-09-14,51.59
2009-09-11,50.77
2009-09-10,50.73
2009-09-09,50.2
2009-09-08,50.63
2009-09-04,50.13
2009-09-03,49.7
2009-09-02,49.49
2009-09-01,49.18
2009-08-31,50.83
2009-08-28,51.28
2009-08-27,51.3
2009-08-26,50.87
2009-08-25,51.78
2009-08-24,51.99
2009-08-21,52.08
2009-08-20,51.06
2009-08-19,51.06
2009-08-18,50.33
2009-08-17,50.2
2009-08-14,51.57
2009-08-13,52.5
2009-08-12,52.24
2009-08-11,51.5
2009-08-10,51.57
2009-08-07,52.34
2009-08-06,51.63
2009-08-05,51.89
2009-08-04,52.47
2009-08-03,51.85
2009-07-31,50.83
2009-07-30,50.45
2009-07-29,49.47
2009-07-28,49.86
2009-07-27,49.94
2009-07-24,49.9
2009-07-23,49.06
2009-07-22,50.64
2009-07-21,49.97
2009-07-20,49.72
2009-07-17,49.49
2009-07-16,49.32
2009-07-15,49.23
2009-07-14,47.41
2009-07-13,47.43
2009-07-10,46.66
2009-07-09,46.71
2009-07-08,46.62
2009-07-07,46.73
2009-07-06,48.64
2009-07-02,48.28
2009-07-01,50.23
2009-06-30,49.56
2009-06-29,50.35
2009-06-26,49.66
2009-06-25,50.0
2009-06-24,48.87
2009-06-23,48.13
2009-06-22,47.78
2009-06-19,48.28
2009-06-18,48.75
2009-06-17,48.27
2009-06-16,47.94
2009-06-15,48.89
2009-06-12,50.35
2009-06-11,50.83
2009-06-10,49.77
2009-06-09,50.27
2009-06-08,49.94
2009-06-05,49.58
2009-06-04,48.83
2009-06-03,48.86
2009-06-02,49.7
2009-06-01,49.82
2009-05-29,48.46
2009-05-28,48.0
2009-05-27,46.78
2009-05-26,47.56
2009-05-22,45.67
2009-05-21,45.23
2009-05-20,46.06
2009-05-19,45.83
2009-05-18,46.06
2009-05-15,45.27
2009-05-14,45.35
2009-05-13,44.4
2009-05-12,45.1
2009-05-11,44.45
2009-05-08,44.84
2009-05-07,43.65
2009-05-06,44.58
2009-05-05,45.19
2009-05-04,45.16
2009-05-01,44.05
2009-04-30,43.84
2009-04-29,43.13
2009-04-28,41.86
2009-04-27,41.06
2009-04-24,42.1
2009-04-23,40.79
2009-04-22,39.41
2009-04-21,39.35
2009-04-20,39.41
2009-04-17,41.34
2009-04-16,41.25
2009-04-15,40.68
2009-04-14,40.07
2009-04-13,40.79
2009-04-09,40.7
2009-04-08,39.07
2009-04-07,38.34
2009-04-06,39.54
2009-04-03,39.91
2009-04-02,39.73
2009-04-01,38.68
2009-03-31,37.79
2009-03-30,37.37
2009-03-27,38.78
2009-03-26,39.88
2009-03-25,38.89
2009-03-24,37.61
2009-03-23,38.22
2009-03-20,35.91
2009-03-19,36.28
2009-03-18,35.92
2009-03-17,35.18
2009-03-16,34.24
2009-03-13,34.6
2009-03-12,34.49
2009-03-11,33.74
2009-03-10,33.49
2009-03-09,31.63
2009-03-06,32.67
2009-03-05,32.58
2009-03-04,34.39
2009-03-03,33.63
2009-03-02,33.78
2009-02-27,35.7
2009-02-26,35.12
2009-02-25,35.99
2009-02-24,36.77
2009-02-23,35.64
2009-02-20,37.33
2009-02-19,37.95
2009-02-18,37.67
2009-02-17,37.56
2009-02-13,38.41
2009-02-12,39.06
2009-02-11,38.51
2009-02-10,37.7
2009-02-09,39.62
2009-02-06,39.97
2009-02-05,38.49
2009-02-04,38.26
2009-02-03,36.57
2009-02-02,36.05
2009-01-30,36.08
2009-01-29,37.71
2009-01-28,38.03
2009-01-27,37.11
2009-01-26,36.61
2009-01-23,37.11
2009-01-22,36.66
2009-01-21,37.78
2009-01-20,36.46
2009-01-16,38.75
2009-01-15,38.1
2009-01-14,37.18
2009-01-13,38.29
2009-01-12,37.9
2009-01-09,38.25
2009-01-08,39.64
2009-01-07,39.62
2009-01-06,41.27
2009-01-05,41.61
2009-01-02,43.24
2008-12-31,42.24
2008-12-30,41.42
2008-12-29,40.6
2008-12-26,41.1
2008-12-24,40.65
2008-12-23,40.11
2008-12-22,40.76
2008-12-19,40.52
2008-12-18,41.5
2008-12-17,42.53
2008-12-16,41.81
2008-12-15,39.45
2008-12-12,39.56
2008-12-11,40.17
2008-12-10,41.31
2008-12-09,40.46
2008-12-08,40.98
2008-12-05,39.02
2008-12-04,37.3
2008-12-03,39.57
2008-12-02,39.59
2008-12-01,38.19
2008-11-28,43.11
2008-11-26,42.55
2008-11-25,40.98
2008-11-24,41.29
2008-11-21,38.74
2008-11-20,34.98
2008-11-19,38.17
2008-11-18,40.07
2008-11-17,39.58
2008-11-14,40.84
2008-11-13,43.22
2008-11-12,38.6
2008-11-11,41.01
2008-11-10,41.81
2008-11-07,42.19
2008-11-06,40.7
2008-11-05,42.55
2008-11-04,45.29
2008-11-03,43.66
2008-10-31,43.86
2008-10-30,42.0
2008-10-29,39.0
2008-10-28,37.14
2008-10-27,35.3
2008-10-24,37.43
2008-10-23,36.97
2008-10-22,38.07
2008-10-21,44.54
2008-10-20,47.35
2008-10-17,43.91
2008-10-16,44.5
2008-10-15,41.82
2008-10-14,46.97
2008-10-13,48.18
2008-10-10,44.19
2008-10-09,44.04
2008-10-08,46.48
2008-10-07,45.07
2008-10-06,47.36
2008-10-03,49.08
2008-10-02,50.06
2008-10-01,53.14
2008-09-30,52.42
2008-09-29,51.5
2008-09-26,54.7
2008-09-25,54.73
2008-09-24,53.71
2008-09-23,53.93
2008-09-22,54.63
2008-09-19,54.65
2008-09-18,53.03
2008-09-17,50.96
2008-09-16,53.36
2008-09-15,52.1
2008-09-12,53.4
2008-09-11,52.27
2008-09-10,52.38
2008-09-09,52.88
2008-09-08,53.71
2008-09-05,53.8
2008-09-04,52.91
2008-09-03,55.59
2008-09-02,55.82
2008-08-29,56.76
2008-08-28,57.82
2008-08-27,57.87
2008-08-26,57.88
2008-08-25,57.75
2008-08-22,59.02
2008-08-21,58.72
2008-08-20,58.69
2008-08-19,58.46
2008-08-18,58.58
2008-08-15,59.17
2008-08-14,61.74
2008-08-13,62.48
2008-08-12,61.59
2008-08-11,61.71
2008-08-08,62.56
2008-08-07,60.65
2008-08-06,61.64
2008-08-05,62.16
2008-08-04,58.95
2008-08-01,59.99
2008-07-31,60.74
2008-07-30,61.57
2008-07-29,60.42
2008-07-28,59.15
2008-07-25,59.38
2008-07-24,58.23
2008-07-23,58.57
2008-07-22,58.97
2008-07-21,57.95
2008-07-18,57.6
2008-07-17,57.72
2008-07-16,57.25
2008-07-15,56.57
2008-07-14,54.66
2008-07-11,55.38
2008-07-10,54.65
2008-07-09,53.29
2008-07-08,54.46
2008-07-07,52.43
2008-07-03,52.91
2008-07-02,52.87
2008-07-01,53.89
2008-06-30,53.86
2008-06-27,54.09
2008-06-26,54.19
2008-06-25,56.15
2008-06-24,55.3
2008-06-23,56.51
2008-06-20,56.53
2008-06-19,57.74
2008-06-18,57.4
2008-06-17,57.42
2008-06-16,58.3
2008-06-13,58.35
2008-06-12,57.16
2008-06-11,56.42
2008-06-10,57.54
2008-06-09,57.88
2008-06-06,58.12
2008-06-05,59.62
2008-06-04,58.43
2008-06-03,57.56
2008-06-02,57.94
2008-05-30,58.76
2008-05-29,58.4
2008-05-28,57.94
2008-05-27,57.23
2008-05-23,57.27
2008-05-22,57.96
2008-05-21,57.86
2008-05-20,59.18
2008-05-19,59.32
2008-05-16,60.19
2008-05-15,59.91
2008-05-14,59.74
2008-05-13,58.83
2008-05-12,58.88
2008-05-09,57.78
2008-05-08,58.15
2008-05-07,57.05
2008-05-06,57.57
2008-05-05,57.1
2008-05-02,56.14
2008-05-01,57.65
2008-04-30,57.02
2008-04-29,58.03
2008-04-28,59.54
2008-04-25,59.03
2008-04-24,58.72
2008-04-23,59.68
2008-04-22,60.92
2008-04-21,61.77
2008-04-18,62.05
2008-04-17,62.24
2008-04-16,61.75
2008-04-15,59.44
2008-04-14,60.77
2008-04-11,60.61
2008-04-10,61.3
2008-04-09,60.95
2008-04-08,61.13
2008-04-07,61.31
2008-04-04,61.73
2008-04-03,60.81
2008-04-02,61.3
2008-04-01,61.36
2008-03-31,59.65
2008-03-28,58.52
2008-03-27,58.83
2008-03-26,59.4
2008-03-25,59.47
2008-03-24,58.41
2008-03-20,57.24
2008-03-19,57.4
2008-03-18,57.48
2008-03-17,56.05
2008-03-14,55.53
2008-03-13,56.18
2008-03-12,55.64
2008-03-11,55.27
2008-03-10,52.65
2008-03-07,53.83
2008-03-06,55.86
2008-03-05,56.63
2008-03-04,55.68
2008-03-03,56.46
2008-02-29,55.02
2008-02-28,55.49
2008-02-27,56.89
2008-02-26,56.32
2008-02-25,56.62
2008-02-22,55.16
2008-02-21,54.16
2008-02-20,54.99
2008-02-19,54.08
2008-02-15,52.76
2008-02-14,52.85
2008-02-13,52.9
2008-02-12,52.07
2008-02-11,51.89
2008-02-08,50.1
2008-02-07,49.75
2008-02-06,49.34
2008-02-05,49.03
2008-02-04,50.2
2008-02-01,50.43
2008-01-31,49.66
2008-01-30,48.89
2008-01-29,49.1
2008-01-28,49.33
2008-01-25,48.1
2008-01-24,49.46
2008-01-23,50.04
2008-01-22,48.96
2008-01-18,52.47
2008-01-17,52.08
2008-01-16,52.15
2008-01-15,52.27
2008-01-14,53.3
2008-01-11,52.23
2008-01-10,53.12
2008-01-09,52.78
2008-01-08,51.58
2008-01-07,53.28
2008-01-04,52.74
2008-01-03,54.06
2008-01-02,53.53
2007-12-31,54.6
2007-12-28,55.55
2007-12-27,55.19
2007-12-26,55.87
2007-12-24,55.4
2007-12-21,55.48
2007-12-20,55.34
2007-12-19,54.08
2007-12-18,54.3
2007-12-17,53.08
2007-12-14,53.0
2007-12-13,54.2
2007-12-12,54.31
2007-12-11,53.46
2007-12-10,54.48
2007-12-07,54.1
2007-12-06,53.97
2007-12-05,53.42
2007-12-04,52.75
2007-12-03,52.3
2007-11-30,52.65
2007-11-29,52.51
2007-11-28,52.5
2007-11-27,51.57
2007-11-26,50.25
2007-11-23,50.7
2007-11-21,50.32
2007-11-20,50.82
2007-11-19,49.67
2007-11-16,51.02
2007-11-15,51.49
2007-11-14,52.01
2007-11-13,52.0
2007-11-12,51.86
2007-11-09,52.56
2007-11-08,52.08
2007-11-07,51.36
2007-11-06,52.97
2007-11-05,51.6
2007-11-02,51.36
2007-11-01,50.59
2007-10-31,51.67
2007-10-30,50.95
2007-10-29,50.69
2007-10-26,50.32
2007-10-25,50.83
2007-10-24,49.76
2007-10-23,50.11
2007-10-22,49.62
2007-10-19,48.45
2007-10-18,50.15
2007-10-17,50.41
2007-10-16,50.73
2007-10-15,50.1
2007-10-12,50.74
2007-10-11,49.8
2007-10-10,49.81
2007-10-09,50.16
2007-10-08,49.62
2007-10-05,49.59
2007-10-04,48.57
2007-10-03,48.2
2007-10-02,48.78
2007-10-01,49.43
2007-09-28,48.74
2007-09-27,49.12
2007-09-26,48.89
2007-09-25,47.85
2007-09-24,47.74
2007-09-21,47.14
2007-09-20,47.14
2007-09-19,47.21
2007-09-18,46.74
2007-09-17,44.82
2007-09-14,45.05
2007-09-13,44.78
2007-09-12,44.18
2007-09-11,43.86
2007-09-10,43.63
2007-09-07,44.15
2007-09-06,44.88
2007-09-05,44.42
2007-09-04,44.9
2007-08-31,44.8
2007-08-30,44.74
2007-08-29,44.75
2007-08-28,44.44
2007-08-27,46.12
2007-08-24,46.18
2007-08-23,45.92
2007-08-22,46.68
2007-08-21,45.61
2007-08-20,45.89
2007-08-17,46.03
2007-08-16,46.01
2007-08-15,45.02
2007-08-14,45.83
2007-08-13,46.96
2007-08-10,47.41
2007-08-09,48.29
2007-08-08,49.49
2007-08-07,48.21
2007-08-06,47.46
2007-08-03,45.6
2007-08-02,46.6
2007-08-01,46.18
2007-07-31,45.32
2007-07-30,45.32
2007-07-27,44.44
2007-07-26,44.81
2007-07-25,44.9
2007-07-24,44.68
2007-07-23,44.74
2007-07-20,44.84
2007-07-19,44.93
2007-07-18,44.61
2007-07-17,44.19
2007-07-16,43.87
2007-07-13,44.25
2007-07-12,44.08
2007-07-11,43.28
2007-07-10,42.83
2007-07-09,42.95
2007-07-06,43.21
2007-07-05,43.03
2007-07-03,43.16
2007-07-02,43.06
2007-06-29,42.67
2007-06-28,42.66
2007-06-27,42.42
2007-06-26,42.14
2007-06-25,42.0
2007-06-22,42.25
2007-06-21,42.54
2007-06-20,42.27
2007-06-19,42.49
2007-06-18,42.27
2007-06-15,42.68
2007-06-14,42.2
2007-06-13,42.18
2007-06-12,41.12
2007-06-11,42.01
2007-06-08,41.77
2007-06-07,41.29
2007-06-06,42.35
2007-06-05,43.01
2007-06-04,43.05
2007-06-01,43.08
2007-05-31,43.28
2007-05-30,43.29
2007-05-29,43.02
2007-05-25,43.47
2007-05-24,43.4
2007-05-23,43.51
2007-05-22,43.54
2007-05-21,43.47
2007-05-18,42.91
2007-05-17,42.56
2007-05-16,42.8
2007-05-15,42.46
2007-05-14,42.7
2007-05-11,42.84
2007-05-10,42.41
2007-05-09,43.41
2007-05-08,42.81
2007-05-07,42.97
2007-05-04,43.24
2007-05-03,43.01
2007-05-02,42.74
2007-05-01,42.27
2007-04-30,42.08
2007-04-27,42.76
2007-04-26,42.45
2007-04-25,42.34
2007-04-24,41.51
2007-04-23,41.74
2007-04-20,42.0
2007-04-19,41.36
2007-04-18,41.54
2007-04-17,41.66
2007-04-16,41.85
2007-04-13,41.37
2007-04-12,41.65
2007-04-11,41.33
2007-04-10,42.19
2007-04-09,42.32
2007-04-05,41.95
2007-04-04,42.01
2007-04-03,42.11
2007-04-02,41.6
2007-03-30,41.52
2007-03-29,41.64
2007-03-28,41.27
2007-03-27,41.76
2007-03-26,42.09
2007-03-23,42.06
2007-03-22,41.94
2007-03-21,41.97
2007-03-20,41.38
2007-03-19,40.9
2007-03-16,39.99
2007-03-15,40.2
2007-03-14,40.14
2007-03-13,40.01
2007-03-12,41.15
2007-03-09,40.97
2007-03-08,40.77
2007-03-07,40.73
2007-03-06,40.45
2007-03-05,40.1
2007-03-02,40.37
2007-03-01,40.7
2007-02-28,41.0
2007-02-27,41.35
2007-02-26,42.12
2007-02-23,42.47
2007-02-22,42.67
2007-02-21,42.66
2007-02-20,42.3
2007-02-16,41.62
2007-02-15,40.36
2007-02-14,39.74
2007-02-13,38.93
2007-02-12,38.37
2007-02-09,38.15
2007-02-08,38.29
2007-02-07,38.28
2007-02-06,37.96
2007-02-05,37.9
2007-02-02,37.92
2007-02-01,37.91
2007-01-31,37.95
2007-01-30,37.93
2007-01-29,37.91
2007-01-26,37.89
2007-01-25,37.8
2007-01-24,38.36
2007-01-23,38.17
2007-01-22,38.34
2007-01-19,38.76
2007-01-18,38.61
2007-01-17,38.68
2007-01-16,38.53
2007-01-12,38.59
2007-01-11,38.31
2007-01-10,37.84
2007-01-09,37.84
2007-01-08,37.77
2007-01-05,38.0
2007-01-04,38.41
2007-01-03,38.89
2006-12-29,38.86
2006-12-28,38.91
2006-12-27,39.19
2006-12-26,39.02
2006-12-22,38.87
2006-12-21,39.15
2006-12-20,39.4
2006-12-19,39.41
2006-12-18,39.39
2006-12-15,39.3
2006-12-14,39.15
2006-12-13,38.92
2006-12-12,38.91
2006-12-11,38.95
2006-12-08,38.87
2006-12-07,38.54
2006-12-06,38.63
2006-12-05,38.51
2006-12-04,38.4
2006-12-01,38.12
2006-11-30,38.05
2006-11-29,38.2
2006-11-28,37.98
2006-11-27,38.0
2006-11-24,38.53
2006-11-22,38.59
2006-11-21,38.49
2006-11-20,38.48
2006-11-17,38.54
2006-11-16,38.62
2006-11-15,38.7
2006-11-14,38.71
2006-11-13,38.44
2006-11-10,38.31
2006-11-09,38.25
2006-11-08,38.24
2006-11-07,38.08
2006-11-06,37.78
2006-11-03,37.28
2006-11-02,37.48
2006-11-01,37.41
2006-10-31,37.55
2006-10-30,37.3
2006-10-27,37.16
2006-10-26,37.69
2006-10-25,38.45
2006-10-24,38.44
2006-10-23,38.41
2006-10-20,38.19
2006-10-19,38.41
2006-10-18,38.09
2006-10-17,37.62
2006-10-16,37.83
2006-10-13,37.67
2006-10-12,37.58
2006-10-11,37.73
2006-10-10,38.6
2006-10-09,38.24
2006-10-06,38.07
2006-10-05,38.12
2006-10-04,38.01
2006-10-03,37.67
2006-10-02,37.7
2006-09-29,37.84
2006-09-28,38.1
2006-09-27,37.88
2006-09-26,37.62
2006-09-25,37.2
2006-09-22,36.68
2006-09-21,36.77
2006-09-20,37.1
2006-09-19,36.72
2006-09-18,36.7
2006-09-15,36.61
2006-09-14,36.46
2006-09-13,36.49
2006-09-12,36.6
2006-09-11,36.1
2006-09-08,36.2
2006-09-07,35.8
2006-09-06,36.01
2006-09-05,36.48
2006-09-01,36.7
2006-08-31,36.31
2006-08-30,36.27
2006-08-29,36.72
2006-08-28,36.4
2006-08-25,36.01
2006-08-24,36.0
2006-08-23,36.1
2006-08-22,36.22
2006-08-21,36.23
2006-08-18,36.23
2006-08-17,36.59
2006-08-16,36.54
2006-08-15,36.32
2006-08-14,35.88
2006-08-11,35.74
2006-08-10,35.65
2006-08-09,35.34
2006-08-08,35.35
2006-08-07,35.45
2006-08-04,35.55
2006-08-03,35.45
2006-08-02,34.95
2006-08-01,34.52
2006-07-31,34.75
2006-07-28,34.64
2006-07-27,33.67
2006-07-26,33.96
2006-07-25,35.42
2006-07-24,35.27
2006-07-21,34.9
2006-07-20,34.88
2006-07-19,35.34
2006-07-18,34.88
2006-07-17,34.62
2006-07-14,34.72
2006-07-13,35.0
2006-07-12,35.59
2006-07-11,35.9
2006-07-10,35.8
2006-07-07,35.82
2006-07-06,35.88
2006-07-05,35.9
2006-07-03,36.3
2006-06-30,36.32
2006-06-29,36.4
2006-06-28,35.42
2006-06-27,35.35
2006-06-26,35.38
2006-06-23,35.24
2006-06-22,35.16
2006-06-21,35.49
2006-06-20,35.02
2006-06-19,34.77
2006-06-16,35.43
2006-06-15,35.42
2006-06-14,34.66
2006-06-13,34.45
2006-06-12,34.2
2006-06-09,34.31
2006-06-08,34.56
2006-06-07,34.31
2006-06-06,34.57
2006-06-05,34.38
2006-06-02,35.12
2006-06-01,35.13
2006-05-31,34.71
2006-05-30,34.48
2006-05-26,34.8
2006-05-25,34.66
2006-05-24,34.59
2006-05-23,34.35
2006-05-22,34.26
2006-05-19,34.16
2006-05-18,33.9
2006-05-17,33.85
2006-05-16,34.33
2006-05-15,34.31
2006-05-12,34.44
2006-05-11,34.9
2006-05-10,34.8
2006-05-09,34.9
2006-05-08,35.04
2006-05-05,34.86
2006-05-04,34.75
2006-05-03,34.49
2006-05-02,34.13
2006-05-01,34.03
2006-04-28,34.3
2006-04-27,34.45
2006-04-26,34.17
2006-04-25,33.69
2006-04-24,34.02
2006-04-21,34.1
2006-04-20,34.05
2006-04-19,34.22
2006-04-18,33.93
2006-04-17,33.45
2006-04-13,32.87
2006-04-12,32.89
2006-04-11,32.58
2006-04-10,32.95
2006-04-07,32.95
2006-04-06,33.35
2006-04-05,33.58
2006-04-04,33.3
2006-04-03,33.2
2006-03-31,32.9
2006-03-30,33.01
2006-03-29,32.63
2006-03-28,32.16
2006-03-27,32.38
2006-03-24,32.36
2006-03-23,32.46
2006-03-22,32.57
2006-03-21,32.05
2006-03-20,32.14
2006-03-17,32.28
2006-03-16,32.32
2006-03-15,32.33
2006-03-14,32.09
2006-03-13,31.95
2006-03-10,32.02
2006-03-09,31.73
2006-03-08,31.8
2006-03-07,31.84
2006-03-06,32.05
2006-03-03,32.2
2006-03-02,32.29
2006-03-01,32.38
2006-02-28,32.2
2006-02-27,32.38
2006-02-24,32.45
2006-02-23,32.37
2006-02-22,32.45
2006-02-21,32.24
2006-02-17,32.32
2006-02-16,32.5
2006-02-15,32.44
2006-02-14,32.17
2006-02-13,32.44
2006-02-10,32.17
2006-02-09,32.11
2006-02-08,31.99
2006-02-07,31.77
2006-02-06,31.8
2006-02-03,31.54
2006-02-02,31.93
2006-02-01,32.4
2006-01-31,32.44
2006-01-30,32.41
2006-01-27,32.51
2006-01-26,32.32
2006-01-25,31.97
2006-01-24,32.3
2006-01-23,32.09
2006-01-20,31.86
2006-01-19,32.13
2006-01-18,31.93
2006-01-17,31.99
2006-01-13,31.79
2006-01-12,31.74
2006-01-11,31.94
2006-01-10,31.98
2006-01-09,32.14
2006-01-06,32.17
2006-01-05,31.84
2006-01-04,31.56
2006-01-03,31.75
2005-12-30,31.64
2005-12-29,31.85
2005-12-28,31.77
2005-12-27,31.89
2005-12-23,32.07
2005-12-22,31.96
2005-12-21,31.85
2005-12-20,31.76
2005-12-19,31.64
2005-12-16,32.01
2005-12-15,32.16
2005-12-14,32.49
2005-12-13,32.6
2005-12-12,32.48
2005-12-09,32.45
2005-12-08,32.45
2005-12-07,32.67
2005-12-06,32.7
2005-12-05,32.84
2005-12-02,33.02
2005-12-01,33.34
2005-11-30,33.02
2005-11-29,33.03
2005-11-28,32.91
2005-11-25,33.2
2005-11-23,33.19
2005-11-22,33.3
2005-11-21,33.25
2005-11-18,33.23
2005-11-17,33.24
2005-11-16,32.94
2005-11-15,32.34
2005-11-14,32.45
2005-11-11,32.97
2005-11-10,32.87
2005-11-09,32.31
2005-11-08,32.3
2005-11-07,32.34
2005-11-04,32.23
2005-11-03,32.47
2005-11-02,32.41
2005-11-01,32.03
2005-10-31,31.85
2005-10-28,31.75
2005-10-27,31.24
2005-10-26,31.71
2005-10-25,31.77
2005-10-24,32.02
2005-10-21,31.46
2005-10-20,31.48
2005-10-19,31.36
2005-10-18,30.66
2005-10-17,31.0
2005-10-14,30.99
2005-10-13,31.08
