APA,Date
3.73075008392334,1979-11-29
3.6791133880615234,1979-11-30
3.653296709060669,1979-12-03
3.6791133880615234,1979-12-04
3.704930543899536,1979-12-05
3.73075008392334,1979-12-06
3.4596574306488037,1979-12-07
3.6920247077941895,1979-12-10
3.6920247077941895,1979-12-11
3.846932888031006,1979-12-12
4.0147504806518555,1979-12-13
3.9760255813598633,1979-12-14
3.9631142616271973,1979-12-17
3.950204849243164,1979-12-18
3.8340253829956055,1979-12-19
3.9114785194396973,1979-12-20
3.7952959537506104,1979-12-21
3.743659019470215,1979-12-24
3.704930543899536,1979-12-26
3.73075008392334,1979-12-27
3.6920247077941895,1979-12-28
3.6016573905944824,1979-12-31
3.446749210357666,1980-01-02
3.4983861446380615,1980-01-03
3.6016573905944824,1980-01-04
3.5758423805236816,1980-01-07
3.704930543899536,1980-01-08
3.704930543899536,1980-01-09
3.6403849124908447,1980-01-10
3.627476215362549,1980-01-11
3.6791133880615234,1980-01-14
3.6403849124908447,1980-01-15
3.550020933151245,1980-01-16
3.550020933151245,1980-01-17
3.7823874950408936,1980-01-18
3.88565993309021,1980-01-21
3.8340253829956055,1980-01-22
3.9631142616271973,1980-01-23
3.924389362335205,1980-01-24
3.808208465576172,1980-01-25
3.704930543899536,1980-01-28
3.704930543899536,1980-01-29
3.6920247077941895,1980-01-30
3.756568193435669,1980-01-31
3.73075008392334,1980-02-01
3.73075008392334,1980-02-04
3.704930543899536,1980-02-05
4.0793023109436035,1980-02-06
3.9114785194396973,1980-02-07
3.937297821044922,1980-02-08
4.09220552444458,1980-02-11
4.195481777191162,1980-02-12
4.1180243492126465,1980-02-13
3.924389362335205,1980-02-14
3.937297821044922,1980-02-15
4.1051177978515625,1980-02-19
4.0793023109436035,1980-02-20
4.285843849182129,1980-02-21
4.350390911102295,1980-02-22
4.169661998748779,1980-02-25
4.26002836227417,1980-02-26
4.1438422203063965,1980-02-27
4.22130012512207,1980-02-28
4.208390235900879,1980-02-29
4.09220552444458,1980-03-03
3.937297821044922,1980-03-04
4.0147504806518555,1980-03-05
3.924389362335205,1980-03-06
3.73075008392334,1980-03-07
3.5242063999176025,1980-03-10
3.537113904953003,1980-03-11
3.5242063999176025,1980-03-12
3.5242063999176025,1980-03-13
3.5758423805236816,1980-03-14
3.343475103378296,1980-03-17
3.3951122760772705,1980-03-18
3.3951122760772705,1980-03-19
3.304748773574829,1980-03-20
3.253110647201538,1980-03-21
3.175654649734497,1980-03-24
2.930380344390869,1980-03-25
2.9045634269714355,1980-03-26
2.6721975803375244,1980-03-27
2.6463799476623535,1980-03-28
2.6980173587799072,1980-03-31
2.7625629901885986,1980-04-01
2.9045634269714355,1980-04-02
2.7496531009674072,1980-04-03
2.5431063175201416,1980-04-07
2.6205623149871826,1980-04-08
2.6334710121154785,1980-04-09
2.7754716873168945,1980-04-10
3.0465667247772217,1980-04-11
3.0207457542419434,1980-04-14
3.0982017517089844,1980-04-15
2.982017993927002,1980-04-16
2.917471170425415,1980-04-17
2.801290273666382,1980-04-18
2.6334710121154785,1980-04-21
2.930380344390869,1980-04-22
3.0465667247772217,1980-04-23
3.0852928161621094,1980-04-24
3.175654649734497,1980-04-25
3.214383363723755,1980-04-28
3.1498382091522217,1980-04-29
3.1240203380584717,1980-04-30
3.072382926940918,1980-05-01
3.0207457542419434,1980-05-02
2.982017993927002,1980-05-05
2.9691073894500732,1980-05-06
2.982017993927002,1980-05-07
3.007836103439331,1980-05-08
3.0336554050445557,1980-05-09
2.9691073894500732,1980-05-12
2.930380344390869,1980-05-13
3.0207457542419434,1980-05-14
3.253110647201538,1980-05-15
3.214383363723755,1980-05-16
3.253110647201538,1980-05-19
3.1369287967681885,1980-05-20
3.0982017517089844,1980-05-21
3.214383363723755,1980-05-22
3.3112025260925293,1980-05-23
3.3112025260925293,1980-05-27
3.3499298095703125,1980-05-28
3.253110647201538,1980-05-29
3.253110647201538,1980-05-30
3.156292200088501,1980-06-02
3.1369287967681885,1980-06-03
3.3112025260925293,1980-06-04
3.4080214500427246,1980-06-05
3.5048422813415527,1980-06-06
3.5435667037963867,1980-06-09
3.5435667037963867,1980-06-10
3.950204849243164,1980-06-11
3.7759318351745605,1980-06-12
3.6984782218933105,1980-06-13
3.6791133880615234,1980-06-16
3.6403849124908447,1980-06-17
3.6403849124908447,1980-06-18
3.6403849124908447,1980-06-19
3.6210217475891113,1980-06-20
3.6016573905944824,1980-06-23
3.7178397178649902,1980-06-24
3.853389263153076,1980-06-25
3.7178397178649902,1980-06-26
3.6984782218933105,1980-06-27
3.6597492694854736,1980-06-30
3.6984782218933105,1980-07-01
3.737205743789673,1980-07-02
3.756568193435669,1980-07-03
3.8146586418151855,1980-07-07
3.8146586418151855,1980-07-08
3.853389263153076,1980-07-09
3.8921141624450684,1980-07-10
3.8146586418151855,1980-07-11
3.8146586418151855,1980-07-14
3.8921141624450684,1980-07-15
3.853389263153076,1980-07-16
3.8921141624450684,1980-07-17
3.853389263153076,1980-07-18
3.853389263153076,1980-07-21
3.8921141624450684,1980-07-22
3.8146586418151855,1980-07-23
3.756568193435669,1980-07-24
3.6403849124908447,1980-07-25
3.6210217475891113,1980-07-28
3.737205743789673,1980-07-29
3.7952959537506104,1980-07-30
3.7952959537506104,1980-07-31
3.6984782218933105,1980-08-01
3.6016573905944824,1980-08-04
3.5435667037963867,1980-08-05
3.6016573905944824,1980-08-06
3.7178397178649902,1980-08-07
3.8146586418151855,1980-08-08
3.737205743789673,1980-08-11
3.6403849124908447,1980-08-12
3.6984782218933105,1980-08-13
3.6984782218933105,1980-08-14
3.7178397178649902,1980-08-15
3.6597492694854736,1980-08-18
3.6597492694854736,1980-08-19
3.7178397178649902,1980-08-20
3.9114785194396973,1980-08-21
3.969566822052002,1980-08-22
3.9114785194396973,1980-08-25
4.1438422203063965,1980-08-26
4.182570934295654,1980-08-27
4.1051177978515625,1980-08-28
4.182570934295654,1980-08-29
4.182570934295654,1980-09-02
4.182570934295654,1980-09-03
4.085752010345459,1980-09-04
4.182570934295654,1980-09-05
4.240663528442383,1980-09-08
4.240663528442383,1980-09-09
4.376209259033203,1980-09-10
4.589209079742432,1980-09-11
4.705390930175781,1980-09-12
4.705390930175781,1980-09-15
4.744119167327881,1980-09-16
4.705390930175781,1980-09-17
4.589209079742432,1980-09-18
4.473028659820557,1980-09-19
4.550485134124756,1980-09-22
4.763484954833984,1980-09-23
4.9764838218688965,1980-09-24
4.802210330963135,1980-09-25
4.608573913574219,1980-09-26
4.356844425201416,1980-09-29
4.531119346618652,1980-09-30
4.627936840057373,1980-10-01
4.550485134124756,1980-10-02
4.879669189453125,1980-10-03
4.9764838218688965,1980-10-06
5.092667102813721,1980-10-07
5.1313934326171875,1980-10-08
5.073305130004883,1980-10-09
5.015211582183838,1980-10-10
5.1313934326171875,1980-10-13
5.170122146606445,1980-10-14
5.5380353927612305,1980-10-15
5.3250322341918945,1980-10-16
5.2863054275512695,1980-10-17
5.3250322341918945,1980-10-20
5.3250322341918945,1980-10-21
5.421848773956299,1980-10-22
5.266942024230957,1980-10-23
5.22821044921875,1980-10-24
4.957118988037109,1980-10-27
4.879669189453125,1980-10-28
4.957118988037109,1980-10-29
4.763484954833984,1980-10-30
4.957118988037109,1980-10-31
5.22821044921875,1980-11-03
5.421848773956299,1980-11-05
5.305667877197266,1980-11-06
5.247577667236328,1980-11-07
5.383122444152832,1980-11-10
5.615490913391113,1980-11-11
5.712307929992676,1980-11-12
5.828487396240234,1980-11-13
5.828487396240234,1980-11-14
5.634852409362793,1980-11-17
5.712307929992676,1980-11-18
5.8865838050842285,1980-11-19
5.867218494415283,1980-11-20
5.654217720031738,1980-11-21
5.5380353927612305,1980-11-24
5.905941963195801,1980-11-25
5.964035511016846,1980-11-26
6.060855388641357,1980-11-28
6.118946075439453,1980-12-01
6.118946075439453,1980-12-02
6.370677471160889,1980-12-03
6.235129356384277,1980-12-04
5.964035511016846,1980-12-05
5.55739688873291,1980-12-08
5.673576354980469,1980-12-09
5.7897629737854,1980-12-10
5.363762378692627,1980-12-11
5.479941368103027,1980-12-12
5.5380353927612305,1980-12-15
5.5380353927612305,1980-12-16
5.615490913391113,1980-12-17
5.596124172210693,1980-12-18
5.421848773956299,1980-12-19
5.867218494415283,1980-12-22
5.7703986167907715,1980-12-23
5.712307929992676,1980-12-24
5.731670379638672,1980-12-26
5.634852409362793,1980-12-29
5.654217720031738,1980-12-30
5.596124172210693,1980-12-31
5.673576354980469,1981-01-02
5.5380353927612305,1981-01-05
5.363762378692627,1981-01-06
4.8990302085876465,1981-01-07
4.744119167327881,1981-01-08
4.763484954833984,1981-01-09
4.8990302085876465,1981-01-12
4.724757194519043,1981-01-13
4.8990302085876465,1981-01-14
4.8990302085876465,1981-01-15
4.84093713760376,1981-01-16
4.84093713760376,1981-01-19
4.608573913574219,1981-01-20
4.4536662101745605,1981-01-21
4.473028659820557,1981-01-22
4.531119346618652,1981-01-23
4.531119346618652,1981-01-26
4.6473002433776855,1981-01-27
4.705390930175781,1981-01-28
4.627936840057373,1981-01-29
4.589209079742432,1981-01-30
4.356844425201416,1981-02-02
4.240663528442383,1981-02-03
4.279388427734375,1981-02-04
4.4923930168151855,1981-02-05
4.589209079742432,1981-02-06
4.589209079742432,1981-02-09
4.531119346618652,1981-02-10
4.337482452392578,1981-02-11
4.201935768127441,1981-02-12
4.182570934295654,1981-02-13
4.1438422203063965,1981-02-17
4.1438422203063965,1981-02-18
4.047025680541992,1981-02-19
4.095431804656982,1981-02-20
4.356844425201416,1981-02-23
4.560161590576172,1981-02-24
4.821577548980713,1981-02-25
5.082983493804932,1981-02-26
5.082983493804932,1981-02-27
5.053941249847412,1981-03-02
4.879669189453125,1981-03-03
4.676347255706787,1981-03-04
4.560161590576172,1981-03-05
4.589209079742432,1981-03-06
4.531119346618652,1981-03-09
4.589209079742432,1981-03-10
4.41493558883667,1981-03-11
4.6473002433776855,1981-03-12
4.734440326690674,1981-03-13
4.705390930175781,1981-03-16
4.531119346618652,1981-03-17
4.589209079742432,1981-03-18
4.734440326690674,1981-03-19
4.792530536651611,1981-03-20
4.966804027557373,1981-03-23
5.053941249847412,1981-03-24
5.460577487945557,1981-03-25
5.460577487945557,1981-03-26
5.4315338134765625,1981-03-27
5.460577487945557,1981-03-30
5.373443603515625,1981-03-31
5.373443603515625,1981-04-01
5.22821044921875,1981-04-02
5.31535005569458,1981-04-03
5.082983493804932,1981-04-06
5.22821044921875,1981-04-07
5.2863054275512695,1981-04-08
5.2863054275512695,1981-04-09
5.460577487945557,1981-04-10
5.373443603515625,1981-04-13
5.31535005569458,1981-04-14
5.576761245727539,1981-04-15
5.721988677978516,1981-04-16
5.576761245727539,1981-04-20
5.344395160675049,1981-04-21
5.082983493804932,1981-04-22
4.995848178863525,1981-04-23
5.02489709854126,1981-04-24
5.141075611114502,1981-04-27
5.082983493804932,1981-04-28
5.082983493804932,1981-04-29
5.141075611114502,1981-04-30
5.082983493804932,1981-05-01
4.966804027557373,1981-05-04
4.879669189453125,1981-05-05
5.02489709854126,1981-05-06
5.082983493804932,1981-05-07
5.082983493804932,1981-05-08
5.082983493804932,1981-05-11
5.082983493804932,1981-05-12
4.937759876251221,1981-05-13
4.995848178863525,1981-05-14
5.02489709854126,1981-05-15
5.170122146606445,1981-05-18
5.02489709854126,1981-05-19
5.053941249847412,1981-05-20
5.082983493804932,1981-05-21
5.22821044921875,1981-05-22
5.692941665649414,1981-05-26
5.867218494415283,1981-05-27
5.692941665649414,1981-05-28
5.54771614074707,1981-05-29
5.460577487945557,1981-06-01
5.02489709854126,1981-06-02
4.850620269775391,1981-06-03
5.141075611114502,1981-06-04
5.170122146606445,1981-06-05
5.199165344238281,1981-06-08
5.082983493804932,1981-06-09
5.02489709854126,1981-06-10
5.170122146606445,1981-06-11
5.141075611114502,1981-06-12
4.879669189453125,1981-06-15
4.589209079742432,1981-06-16
4.879669189453125,1981-06-17
4.734440326690674,1981-06-18
5.082983493804932,1981-06-19
5.02489709854126,1981-06-22
4.995848178863525,1981-06-23
4.879669189453125,1981-06-24
4.937759876251221,1981-06-25
4.966804027557373,1981-06-26
4.850620269775391,1981-06-29
4.850620269775391,1981-06-30
4.850620269775391,1981-07-01
4.792530536651611,1981-07-02
4.734440326690674,1981-07-06
4.705390930175781,1981-07-07
4.821577548980713,1981-07-08
4.937759876251221,1981-07-09
4.879669189453125,1981-07-10
4.937759876251221,1981-07-13
4.879669189453125,1981-07-14
5.082983493804932,1981-07-15
5.141075611114502,1981-07-16
5.2863054275512695,1981-07-17
5.344395160675049,1981-07-20
5.22821044921875,1981-07-21
5.141075611114502,1981-07-22
5.082983493804932,1981-07-23
5.31535005569458,1981-07-24
5.2863054275512695,1981-07-27
5.344395160675049,1981-07-28
5.54771614074707,1981-07-29
5.54771614074707,1981-07-30
5.721988677978516,1981-07-31
5.576761245727539,1981-08-03
5.663896083831787,1981-08-04
5.809126853942871,1981-08-05
5.809126853942871,1981-08-06
6.012444019317627,1981-08-07
6.215766906738281,1981-08-10
6.448128700256348,1981-08-11
6.33194637298584,1981-08-12
6.215766906738281,1981-08-13
6.33194637298584,1981-08-14
6.419082164764404,1981-08-17
6.1576762199401855,1981-08-18
6.186723232269287,1981-08-19
6.215766906738281,1981-08-20
6.186723232269287,1981-08-21
5.721988677978516,1981-08-24
5.838169574737549,1981-08-25
5.867218494415283,1981-08-26
5.634852409362793,1981-08-27
5.721988677978516,1981-08-28
5.4315338134765625,1981-08-31
5.576761245727539,1981-09-01
5.576761245727539,1981-09-02
5.22821044921875,1981-09-03
5.22821044921875,1981-09-04
4.879669189453125,1981-09-08
4.995848178863525,1981-09-09
5.082983493804932,1981-09-10
5.082983493804932,1981-09-11
5.02489709854126,1981-09-14
5.053941249847412,1981-09-15
4.879669189453125,1981-09-16
4.676347255706787,1981-09-17
4.6473002433776855,1981-09-18
4.792530536651611,1981-09-21
4.531119346618652,1981-09-22
4.443981647491455,1981-09-23
4.385891914367676,1981-09-24
4.095431804656982,1981-09-25
4.443981647491455,1981-09-28
4.473028659820557,1981-09-29
4.356844425201416,1981-09-30
4.473028659820557,1981-10-01
4.41493558883667,1981-10-02
4.41493558883667,1981-10-05
4.589209079742432,1981-10-06
4.792530536651611,1981-10-07
4.705390930175781,1981-10-08
4.443981647491455,1981-10-09
4.531119346618652,1981-10-12
4.531119346618652,1981-10-13
4.502073287963867,1981-10-14
4.560161590576172,1981-10-15
4.502073287963867,1981-10-16
4.473028659820557,1981-10-19
4.531119346618652,1981-10-20
4.473028659820557,1981-10-21
4.385891914367676,1981-10-22
4.443981647491455,1981-10-23
4.502073287963867,1981-10-26
4.676347255706787,1981-10-27
4.705390930175781,1981-10-28
4.6473002433776855,1981-10-29
5.082983493804932,1981-10-30
5.2863054275512695,1981-11-02
5.141075611114502,1981-11-03
5.053941249847412,1981-11-04
4.705390930175781,1981-11-05
4.734440326690674,1981-11-06
4.821577548980713,1981-11-09
4.792530536651611,1981-11-10
4.850620269775391,1981-11-11
4.734440326690674,1981-11-12
4.6473002433776855,1981-11-13
4.589209079742432,1981-11-16
4.560161590576172,1981-11-17
4.589209079742432,1981-11-18
4.589209079742432,1981-11-19
4.734440326690674,1981-11-20
4.734440326690674,1981-11-23
4.734440326690674,1981-11-24
4.792530536651611,1981-11-25
4.676347255706787,1981-11-27
4.821577548980713,1981-11-30
4.850620269775391,1981-12-01
4.734440326690674,1981-12-02
4.676347255706787,1981-12-03
4.734440326690674,1981-12-04
4.6473002433776855,1981-12-07
4.473028659820557,1981-12-08
4.589209079742432,1981-12-09
4.705390930175781,1981-12-10
4.589209079742432,1981-12-11
4.473028659820557,1981-12-14
4.443981647491455,1981-12-15
4.356844425201416,1981-12-16
4.385891914367676,1981-12-17
4.385891914367676,1981-12-18
4.298755645751953,1981-12-21
4.095431804656982,1981-12-22
4.240663528442383,1981-12-23
4.356844425201416,1981-12-24
4.589209079742432,1981-12-28
4.589209079742432,1981-12-29
4.502073287963867,1981-12-30
4.531119346618652,1981-12-31
4.443981647491455,1982-01-04
4.356844425201416,1982-01-05
4.211616516113281,1982-01-06
4.182570934295654,1982-01-07
4.153525352478027,1982-01-08
4.008296966552734,1982-01-11
4.066389083862305,1982-01-12
3.950204849243164,1982-01-13
3.950204849243164,1982-01-14
3.863067865371704,1982-01-15
3.8921141624450684,1982-01-18
3.746887683868408,1982-01-19
3.6016573905944824,1982-01-20
3.4273860454559326,1982-01-21
3.3112025260925293,1982-01-22
3.3112025260925293,1982-01-25
3.1369287967681885,1982-01-26
3.2821578979492188,1982-01-27
3.688795566558838,1982-01-28
3.7759318351745605,1982-01-29
3.7178397178649902,1982-02-01
3.6597492694854736,1982-02-02
3.5145208835601807,1982-02-03
3.6016573905944824,1982-02-04
3.630704164505005,1982-02-05
3.5145208835601807,1982-02-08
3.398340940475464,1982-02-09
3.485478401184082,1982-02-10
3.398340940475464,1982-02-11
3.4273860454559326,1982-02-12
3.4273860454559326,1982-02-16
3.369292736053467,1982-02-17
3.369292736053467,1982-02-18
3.3112025260925293,1982-02-19
3.195019483566284,1982-02-22
3.0497913360595703,1982-02-23
3.1369287967681885,1982-02-24
3.078838348388672,1982-02-25
3.1369287967681885,1982-02-26
3.253110647201538,1982-03-01
3.1369287967681885,1982-03-02
2.8755147457122803,1982-03-03
2.846470832824707,1982-03-04
2.962655544281006,1982-03-05
2.962655544281006,1982-03-08
2.9336092472076416,1982-03-09
2.9336092472076416,1982-03-10
3.0207457542419434,1982-03-11
2.962655544281006,1982-03-12
2.9336092472076416,1982-03-15
2.962655544281006,1982-03-16
2.8755147457122803,1982-03-17
3.0497913360595703,1982-03-18
3.078838348388672,1982-03-19
3.1078834533691406,1982-03-22
3.0207457542419434,1982-03-23
3.0207457542419434,1982-03-24
3.151475191116333,1982-03-25
3.0931143760681152,1982-03-26
3.2098348140716553,1982-03-29
3.2681946754455566,1982-03-30
3.2390174865722656,1982-03-31
3.2098348140716553,1982-04-01
3.4140970706939697,1982-04-02
3.355736494064331,1982-04-05
3.560000419616699,1982-04-06
3.530815601348877,1982-04-07
3.472456693649292,1982-04-08
3.3849165439605713,1982-04-12
3.2681946754455566,1982-04-13
3.180655002593994,1982-04-14
3.2390174865722656,1982-04-15
3.2973763942718506,1982-04-16
3.2390174865722656,1982-04-19
3.2973763942718506,1982-04-20
3.2098348140716553,1982-04-21
3.2681946754455566,1982-04-22
3.472456693649292,1982-04-23
3.4140970706939697,1982-04-26
3.4140970706939697,1982-04-27
3.3265552520751953,1982-04-28
3.3265552520751953,1982-04-29
3.2681946754455566,1982-04-30
3.3265552520751953,1982-05-03
3.3265552520751953,1982-05-04
3.3849165439605713,1982-05-05
3.3849165439605713,1982-05-06
3.472456693649292,1982-05-07
3.501638174057007,1982-05-10
3.560000419616699,1982-05-11
3.7058980464935303,1982-05-12
3.7058980464935303,1982-05-13
3.6767196655273438,1982-05-14
3.618359327316284,1982-05-17
3.530815601348877,1982-05-18
3.501638174057007,1982-05-19
3.3849165439605713,1982-05-20
3.4432785511016846,1982-05-21
3.4140970706939697,1982-05-24
3.2098348140716553,1982-05-25
3.2681946754455566,1982-05-26
3.180655002593994,1982-05-27
3.2098348140716553,1982-05-28
3.2390174865722656,1982-06-01
3.180655002593994,1982-06-02
3.0931143760681152,1982-06-03
2.9180309772491455,1982-06-04
2.947211742401123,1982-06-07
2.859670400619507,1982-06-08
2.888850688934326,1982-06-09
2.830488920211792,1982-06-10
2.9180309772491455,1982-06-11
2.9180309772491455,1982-06-14
2.9180309772491455,1982-06-15
2.830488920211792,1982-06-16
2.9180309772491455,1982-06-17
2.772127866744995,1982-06-18
2.742948293685913,1982-06-21
2.626227855682373,1982-06-22
2.859670400619507,1982-06-23
2.8444204330444336,1982-06-24
2.785773277282715,1982-06-25
2.873745918273926,1982-06-28
2.756448984146118,1982-06-29
2.785773277282715,1982-06-30
2.668476104736328,1982-07-01
2.5218589305877686,1982-07-02
2.4632108211517334,1982-07-06
2.5805070400238037,1982-07-07
2.4925363063812256,1982-07-08
2.4338879585266113,1982-07-09
2.345913887023926,1982-07-12
2.345913887023926,1982-07-13
2.345913887023926,1982-07-14
2.4045629501342773,1982-07-15
2.4632108211517334,1982-07-16
2.4045629501342773,1982-07-19
2.5218589305877686,1982-07-20
2.5218589305877686,1982-07-21
2.4925363063812256,1982-07-22
2.5218589305877686,1982-07-23
2.4925363063812256,1982-07-26
2.4632108211517334,1982-07-27
2.345913887023926,1982-07-28
2.345913887023926,1982-07-29
2.3165910243988037,1982-07-30
2.3165910243988037,1982-08-02
2.2872657775878906,1982-08-03
2.1992952823638916,1982-08-04
2.1406466960906982,1982-08-05
2.1406466960906982,1982-08-06
2.0819995403289795,1982-08-09
1.9940271377563477,1982-08-10
1.9060555696487427,1982-08-11
1.8474078178405762,1982-08-12
2.0819995403289795,1982-08-13
2.0819995403289795,1982-08-16
1.9940271377563477,1982-08-17
2.05267596244812,1982-08-18
1.9940271377563477,1982-08-19
2.05267596244812,1982-08-20
2.1406466960906982,1982-08-23
2.3165910243988037,1982-08-24
2.668476104736328,1982-08-25
2.727125644683838,1982-08-26
2.697803258895874,1982-08-27
2.756448984146118,1982-08-30
2.785773277282715,1982-08-31
2.5805070400238037,1982-09-01
2.6391546726226807,1982-09-02
2.668476104736328,1982-09-03
2.5218589305877686,1982-09-07
2.4338879585266113,1982-09-08
2.5218589305877686,1982-09-09
2.4338879585266113,1982-09-10
2.4338879585266113,1982-09-13
2.4632108211517334,1982-09-14
2.5218589305877686,1982-09-15
2.5218589305877686,1982-09-16
2.4338879585266113,1982-09-17
2.4338879585266113,1982-09-20
2.6098291873931885,1982-09-21
2.5218589305877686,1982-09-22
2.4338879585266113,1982-09-23
2.5365283489227295,1982-09-24
2.4185497760772705,1982-09-27
2.4185497760772705,1982-09-28
2.330066442489624,1982-09-29
2.300570487976074,1982-09-30
2.389055013656616,1982-10-01
2.5660228729248047,1982-10-04
2.5660228729248047,1982-10-05
2.5365283489227295,1982-10-06
2.5660228729248047,1982-10-07
2.4185497760772705,1982-10-08
2.477539300918579,1982-10-11
2.5660228729248047,1982-10-12
2.9199562072753906,1982-10-13
3.096921682357788,1982-10-14
3.037932872772217,1982-10-15
2.978944778442383,1982-10-18
2.8609676361083984,1982-10-19
2.7724814414978027,1982-10-20
2.7429893016815186,1982-10-21
2.7429893016815186,1982-10-22
2.6250104904174805,1982-10-25
2.6839981079101562,1982-10-26
2.7134952545166016,1982-10-27
2.6250104904174805,1982-10-28
2.595517635345459,1982-10-29
2.6250104904174805,1982-11-01
2.7724814414978027,1982-11-02
2.6250104904174805,1982-11-03
2.654505968093872,1982-11-04
2.7429893016815186,1982-11-05
2.831472396850586,1982-11-08
2.8609676361083984,1982-11-09
2.9494497776031494,1982-11-10
2.978944778442383,1982-11-11
2.8609676361083984,1982-11-12
2.6839981079101562,1982-11-15
2.6250104904174805,1982-11-16
2.6250104904174805,1982-11-17
2.6250104904174805,1982-11-18
2.477539300918579,1982-11-19
2.50703501701355,1982-11-22
2.4480443000793457,1982-11-23
2.359560489654541,1982-11-24
2.359560489654541,1982-11-26
2.300570487976074,1982-11-29
2.389055013656616,1982-11-30
2.389055013656616,1982-12-01
2.359560489654541,1982-12-02
2.330066442489624,1982-12-03
2.4185497760772705,1982-12-06
2.359560489654541,1982-12-07
2.4185497760772705,1982-12-08
2.477539300918579,1982-12-09
2.477539300918579,1982-12-10
2.4480443000793457,1982-12-13
2.389055013656616,1982-12-14
2.330066442489624,1982-12-15
