CME,Date
14.563519477844238,2004-08-19
14.690892219543457,2004-08-20
14.957622528076172,2004-08-23
14.850924491882324,2004-08-24
14.842219352722168,2004-08-25
15.053425788879395,2004-08-26
14.860724449157715,2004-08-27
14.498191833496094,2004-08-30
14.493836402893066,2004-08-31
14.403475761413574,2004-09-01
14.991377830505371,2004-09-02
14.915162086486816,2004-09-03
15.73277759552002,2004-09-07
15.655343055725098,2004-09-08
15.773128509521484,2004-09-09
15.721867561340332,2004-09-10
15.432846069335938,2004-09-13
15.69351577758789,2004-09-14
15.414299964904785,2004-09-15
15.35649585723877,2004-09-16
15.629165649414062,2004-09-17
15.933455467224121,2004-09-20
16.48750877380371,2004-09-21
16.584575653076172,2004-09-22
16.691469192504883,2004-09-23
17.190998077392578,2004-09-24
17.141902923583984,2004-09-27
17.37421417236328,2004-09-28
17.28260612487793,2004-09-29
17.592348098754883,2004-09-30
18.072246551513672,2004-10-01
18.372167587280273,2004-10-04
18.399444580078125,2004-10-05
18.38853645324707,2004-10-06
18.22930335998535,2004-10-07
18.095144271850586,2004-10-08
18.132225036621094,2004-10-11
18.01226043701172,2004-10-12
18.24129295349121,2004-10-13
18.725543975830078,2004-10-14
18.666645050048828,2004-10-15
18.61865997314453,2004-10-18
18.512874603271484,2004-10-19
18.21402359008789,2004-10-20
18.37326431274414,2004-10-21
18.33290672302246,2004-10-22
18.470327377319336,2004-10-25
18.072246551513672,2004-10-26
18.570676803588867,2004-10-27
18.950218200683594,2004-10-28
19.166179656982422,2004-10-29
19.17381477355957,2004-11-01
19.610076904296875,2004-11-02
20.39752197265625,2004-11-03
20.389894485473633,2004-11-04
19.667879104614258,2004-11-05
20.43787956237793,2004-11-08
20.843616485595703,2004-11-09
21.65615463256836,2004-11-10
21.74776268005371,2004-11-11
22.321455001831055,2004-11-12
22.947490692138672,2004-11-15
21.92336654663086,2004-11-16
22.0935001373291,2004-11-17
22.200382232666016,2004-11-18
21.924448013305664,2004-11-19
22.10441017150879,2004-11-22
22.369428634643555,2004-11-23
21.670337677001953,2004-11-24
21.5765380859375,2004-11-26
21.627792358398438,2004-11-29
21.34530258178711,2004-11-30
22.64320182800293,2004-12-01
22.868967056274414,2004-12-02
23.339040756225586,2004-12-03
23.61061668395996,2004-12-06
23.46554183959961,2004-12-07
23.500490188598633,2004-12-08
23.987520217895508,2004-12-09
24.286720275878906,2004-12-10
24.64598274230957,2004-12-13
24.459243774414062,2004-12-14
24.47018051147461,2004-12-15
24.29656410217285,2004-12-16
24.0847110748291,2004-12-17
23.781129837036133,2004-12-20
24.050851821899414,2004-12-21
24.165510177612305,2004-12-22
24.187358856201172,2004-12-23
23.870677947998047,2004-12-27
24.587017059326172,2004-12-28
24.88840675354004,2004-12-29
24.900419235229492,2004-12-30
24.973590850830078,2004-12-31
23.79533576965332,2005-01-03
23.422977447509766,2005-01-04
23.750553131103516,2005-01-05
24.187358856201172,2005-01-06
23.761474609375,2005-01-07
23.52670669555664,2005-01-10
23.198022842407227,2005-01-11
22.614900588989258,2005-01-12
22.654224395751953,2005-01-13
22.683704376220703,2005-01-14
22.534099578857422,2005-01-18
22.303686141967773,2005-01-19
21.517459869384766,2005-01-20
20.991125106811523,2005-01-21
20.205997467041016,2005-01-24
20.283527374267578,2005-01-25
21.522930145263672,2005-01-26
22.920652389526367,2005-01-27
22.87589454650879,2005-01-28
23.422977447509766,2005-01-31
20.911418914794922,2005-02-01
21.224817276000977,2005-02-02
21.3165340423584,2005-02-03
22.380128860473633,2005-02-04
22.785255432128906,2005-02-07
22.975257873535156,2005-02-08
22.16829490661621,2005-02-09
22.518810272216797,2005-02-10
22.876983642578125,2005-02-11
23.068078994750977,2005-02-14
23.160888671875,2005-02-15
23.598772048950195,2005-02-16
23.2635498046875,2005-02-17
23.425153732299805,2005-02-18
22.921754837036133,2005-02-22
22.695711135864258,2005-02-23
22.932674407958984,2005-02-24
23.057161331176758,2005-02-25
22.562496185302734,2005-02-28
24.023561477661133,2005-03-01
21.73040008544922,2005-03-02
21.14727783203125,2005-03-03
21.514190673828125,2005-03-04
21.26412010192871,2005-03-07
21.292585372924805,2005-03-08
20.993762969970703,2005-03-09
21.66144561767578,2005-03-10
21.595779418945312,2005-03-11
21.54433250427246,2005-03-14
21.727130889892578,2005-03-15
21.554187774658203,2005-03-16
21.212682723999023,2005-03-17
21.167804718017578,2005-03-18
21.735881805419922,2005-03-21
21.212682723999023,2005-03-22
20.85694122314453,2005-03-23
21.15247917175293,2005-03-24
21.34621810913086,2005-03-28
20.757341384887695,2005-03-29
21.184226989746094,2005-03-30
21.237852096557617,2005-03-31
20.085281372070312,2005-04-01
20.671964645385742,2005-04-04
20.66650390625,2005-04-05
20.763904571533203,2005-04-06
20.565792083740234,2005-04-07
20.3994197845459,2005-04-08
20.272449493408203,2005-04-11
20.304195404052734,2005-04-12
20.331552505493164,2005-04-13
19.591630935668945,2005-04-14
18.72254753112793,2005-04-15
18.903148651123047,2005-04-18
19.138477325439453,2005-04-19
18.742244720458984,2005-04-20
18.60323143005371,2005-04-21
18.717073440551758,2005-04-22
19.484359741210938,2005-04-25
20.73107147216797,2005-04-26
21.68333625793457,2005-04-27
21.32433319091797,2005-04-28
21.400949478149414,2005-04-29
21.119644165039062,2005-05-02
20.9893856048584,2005-05-03
21.654884338378906,2005-05-04
21.663639068603516,2005-05-05
21.71398162841797,2005-05-06
21.814693450927734,2005-05-09
21.484128952026367,2005-05-10
21.371397018432617,2005-05-11
20.74202537536621,2005-05-12
20.922626495361328,2005-05-13
21.674589157104492,2005-05-16
22.011716842651367,2005-05-17
22.3718204498291,2005-05-18
22.42764663696289,2005-05-19
22.87860107421875,2005-05-20
23.184003829956055,2005-05-23
23.35256004333496,2005-05-24
23.051549911499023,2005-05-25
23.238723754882812,2005-05-26
23.29236602783203,2005-05-27
23.66341209411621,2005-05-31
23.4237003326416,2005-06-01
25.393924713134766,2005-06-02
26.947111129760742,2005-06-03
27.561155319213867,2005-06-06
26.800439834594727,2005-06-07
26.70174789428711,2005-06-08
27.30597686767578,2005-06-09
27.119556427001953,2005-06-10
27.679929733276367,2005-06-13
27.62948989868164,2005-06-14
28.312685012817383,2005-06-15
28.062650680541992,2005-06-16
27.973817825317383,2005-06-17
27.433185577392578,2005-06-20
27.826881408691406,2005-06-21
28.969566345214844,2005-06-22
27.902545928955078,2005-06-23
27.847721099853516,2005-06-24
28.01879119873047,2005-06-27
29.718557357788086,2005-06-28
33.5512580871582,2005-06-29
32.4052734375,2005-06-30
32.25724792480469,2005-07-01
32.789119720458984,2005-07-05
32.260555267333984,2005-07-06
32.171714782714844,2005-07-07
31.861366271972656,2005-07-08
31.961156845092773,2005-07-11
32.75071716308594,2005-07-12
33.06326675415039,2005-07-13
33.07532501220703,2005-07-14
33.445987701416016,2005-07-15
33.20035171508789,2005-07-18
33.77606201171875,2005-07-19
33.425140380859375,2005-07-20
33.66641616821289,2005-07-21
33.261756896972656,2005-07-22
32.56979751586914,2005-07-25
33.282588958740234,2005-07-26
32.39103698730469,2005-07-27
32.9536018371582,2005-07-28
33.01392364501953,2005-07-29
33.26613998413086,2005-08-01
33.87149429321289,2005-08-02
33.45475769042969,2005-08-03
33.09726333618164,2005-08-04
32.48094940185547,2005-08-05
31.8164005279541,2005-08-08
32.14210891723633,2005-08-09
31.75719451904297,2005-08-10
31.85806655883789,2005-08-11
32.14867401123047,2005-08-12
30.069475173950195,2005-08-15
30.047550201416016,2005-08-16
29.154884338378906,2005-08-17
29.25467872619629,2005-08-18
29.99271583557129,2005-08-19
30.01464080810547,2005-08-22
30.214216232299805,2005-08-23
30.164892196655273,2005-08-24
29.692249298095703,2005-08-25
29.49922752380371,2005-08-26
29.50471305847168,2005-08-29
29.937877655029297,2005-08-30
30.442331314086914,2005-08-31
33.0226936340332,2005-09-01
32.75730895996094,2005-09-02
32.66848373413086,2005-09-06
32.96063232421875,2005-09-07
33.35713195800781,2005-09-08
33.410945892333984,2005-09-09
33.35053253173828,2005-09-12
33.15833282470703,2005-09-13
33.092437744140625,2005-09-14
33.00457000732422,2005-09-15
34.1028938293457,2005-09-16
33.60865020751953,2005-09-19
35.025489807128906,2005-09-20
35.160560607910156,2005-09-21
36.35445785522461,2005-09-22
35.871185302734375,2005-09-23
36.640010833740234,2005-09-26
36.07986831665039,2005-09-27
35.731712341308594,2005-09-28
36.57961654663086,2005-09-29
37.046382904052734,2005-09-30
37.70869827270508,2005-10-03
37.4143180847168,2005-10-04
36.90361022949219,2005-10-05
36.81354904174805,2005-10-06
36.854190826416016,2005-10-07
36.23363494873047,2005-10-10
36.433528900146484,2005-10-11
35.03645324707031,2005-10-12
34.0919189453125,2005-10-13
34.83877944946289,2005-10-14
35.43185806274414,2005-10-17
36.34895324707031,2005-10-18
36.596073150634766,2005-10-19
36.68394088745117,2005-10-20
38.22158432006836,2005-10-21
39.02886962890625,2005-10-24
39.43193817138672,2005-10-25
39.72300338745117,2005-10-26
38.79492950439453,2005-10-27
39.814151763916016,2005-10-28
40.10523223876953,2005-10-31
39.539581298828125,2005-11-01
40.93994140625,2005-11-02
41.07722854614258,2005-11-03
41.944915771484375,2005-11-04
42.633583068847656,2005-11-07
42.61487579345703,2005-11-08
41.80103302001953,2005-11-09
43.03444290161133,2005-11-10
42.483097076416016,2005-11-11
42.18983459472656,2005-11-14
42.49406433105469,2005-11-15
41.509971618652344,2005-11-16
41.54401779174805,2005-11-17
41.285919189453125,2005-11-18
42.1107292175293,2005-11-21
41.946006774902344,2005-11-22
42.46879959106445,2005-11-23
43.59239959716797,2005-11-25
40.780696868896484,2005-11-28
40.648895263671875,2005-11-29
38.89707565307617,2005-11-30
40.4731559753418,2005-12-01
40.615943908691406,2005-12-02
39.75925064086914,2005-12-05
39.50664138793945,2005-12-06
38.160560607910156,2005-12-07
39.37687301635742,2005-12-08
39.584712982177734,2005-12-09
40.404014587402344,2005-12-12
40.60744857788086,2005-12-13
40.618465423583984,2005-12-14
40.48319625854492,2005-12-15
40.58106231689453,2005-12-16
40.376522064208984,2005-12-19
40.877967834472656,2005-12-20
41.13533020019531,2005-12-21
41.37287902832031,2005-12-22
41.762176513671875,2005-12-23
41.646690368652344,2005-12-27
41.12873077392578,2005-12-28
40.4710807800293,2005-12-29
40.413917541503906,2005-12-30
39.923404693603516,2006-01-03
39.34827423095703,2006-01-04
40.03011703491211,2006-01-05
41.23430252075195,2006-01-06
41.899658203125,2006-01-09
41.739078521728516,2006-01-10
42.44951248168945,2006-01-11
41.806156158447266,2006-01-12
42.036006927490234,2006-01-13
42.00962829589844,2006-01-17
41.41245651245117,2006-01-18
42.00742721557617,2006-01-19
41.420162200927734,2006-01-20
42.28123092651367,2006-01-23
44.91508483886719,2006-01-24
44.236549377441406,2006-01-25
44.943668365478516,2006-01-26
44.169490814208984,2006-01-27
44.42900848388672,2006-01-30
46.54600143432617,2006-01-31
45.54524612426758,2006-02-01
45.76627731323242,2006-02-02
45.75088119506836,2006-02-03
45.94554901123047,2006-02-06
43.98910903930664,2006-02-07
44.41801834106445,2006-02-08
43.84067153930664,2006-02-09
44.016632080078125,2006-02-10
44.30583190917969,2006-02-13
45.27030563354492,2006-02-14
45.30879592895508,2006-02-15
45.198814392089844,2006-02-16
45.52872085571289,2006-02-17
45.32527542114258,2006-02-21
46.471221923828125,2006-02-22
45.87736129760742,2006-02-23
46.48000717163086,2006-02-24
47.83816146850586,2006-02-27
46.804443359375,2006-02-28
47.4422721862793,2006-03-01
47.6721076965332,2006-03-02
47.755706787109375,2006-03-03
47.08924865722656,2006-03-06
46.51850891113281,2006-03-07
46.22883224487305,2006-03-08
45.889617919921875,2006-03-09
47.182621002197266,2006-03-10
46.68697738647461,2006-03-13
47.410614013671875,2006-03-14
47.635276794433594,2006-03-15
47.12754821777344,2006-03-16
46.747581481933594,2006-03-17
47.25089645385742,2006-03-20
46.452396392822266,2006-03-21
46.87425231933594,2006-03-22
47.325801849365234,2006-03-23
47.93705368041992,2006-03-24
49.27301788330078,2006-03-27
48.94151306152344,2006-03-28
49.3501091003418,2006-03-29
49.33578872680664,2006-03-30
49.286224365234375,2006-03-31
48.3115119934082,2006-04-03
49.005401611328125,2006-04-04
48.88425827026367,2006-04-05
50.157413482666016,2006-04-06
52.920738220214844,2006-04-07
53.330467224121094,2006-04-10
53.142120361328125,2006-04-11
53.95603942871094,2006-04-12
53.98469161987305,2006-04-13
54.219242095947266,2006-04-17
54.54857635498047,2006-04-18
54.89217758178711,2006-04-19
54.506710052490234,2006-04-20
55.08053207397461,2006-04-21
54.35254669189453,2006-04-24
52.34255599975586,2006-04-25
51.62665557861328,2006-04-26
51.493350982666016,2006-04-27
50.442665100097656,2006-04-28
49.94816589355469,2006-05-01
50.7730598449707,2006-05-02
49.67832565307617,2006-05-03
52.55179977416992,2006-05-04
53.526519775390625,2006-05-05
53.25114059448242,2006-05-08
52.99345779418945,2006-05-09
52.86347198486328,2006-05-10
50.96583557128906,2006-05-11
50.82817459106445,2006-05-12
50.311614990234375,2006-05-15
50.713619232177734,2006-05-16
48.97233581542969,2006-05-17
48.79061508178711,2006-05-18
49.519737243652344,2006-05-19
47.98110580444336,2006-05-22
48.12980270385742,2006-05-23
47.70579147338867,2006-05-24
48.89744567871094,2006-05-25
49.40188217163086,2006-05-26
48.118778228759766,2006-05-30
48.60340118408203,2006-05-31
50.244422912597656,2006-06-01
50.200382232666016,2006-06-02
48.906253814697266,2006-06-05
48.511985778808594,2006-06-06
49.085506439208984,2006-06-07
49.632568359375,2006-06-08
49.994327545166016,2006-06-09
49.19136428833008,2006-06-12
48.65314865112305,2006-06-13
48.60129928588867,2006-06-14
49.46710968017578,2006-06-15
50.10132598876953,2006-06-16
49.053504943847656,2006-06-19
49.62376022338867,2006-06-20
52.721885681152344,2006-06-21
51.91785430908203,2006-06-22
52.698753356933594,2006-06-23
53.41568374633789,2006-06-26
52.229984283447266,2006-06-27
52.11527633666992,2006-06-28
53.79286193847656,2006-06-29
54.17119216918945,2006-06-30
54.79985809326172,2006-07-03
55.43516540527344,2006-07-05
55.22892761230469,2006-07-06
54.60244369506836,2006-07-07
53.878902435302734,2006-07-10
53.01199722290039,2006-07-11
52.21345901489258,2006-07-12
51.3807373046875,2006-07-13
51.194332122802734,2006-07-14
50.89655685424805,2006-07-17
50.844696044921875,2006-07-18
51.94873809814453,2006-07-19
51.06639099121094,2006-07-20
49.853172302246094,2006-07-21
51.28699493408203,2006-07-24
50.21162033081055,2006-07-25
49.632568359375,2006-07-26
49.118587493896484,2006-07-27
50.01858901977539,2006-07-28
50.867889404296875,2006-07-31
50.88552474975586,2006-08-01
50.195068359375,2006-08-02
50.522640228271484,2006-08-03
53.57227325439453,2006-08-04
53.69142532348633,2006-08-07
54.044349670410156,2006-08-08
53.51492691040039,2006-08-09
52.55537033081055,2006-08-10
51.27705764770508,2006-08-11
50.889915466308594,2006-08-14
51.507598876953125,2006-08-15
51.59031295776367,2006-08-16
51.28699493408203,2006-08-17
