EXC,Date
0.26662328839302063,1973-05-02
0.26662328839302063,1973-05-03
0.2681124806404114,1973-05-04
0.2681124806404114,1973-05-07
0.2681124806404114,1973-05-08
0.2681124806404114,1973-05-09
0.2681124806404114,1973-05-10
0.2681124806404114,1973-05-11
0.26662328839302063,1973-05-14
0.26662328839302063,1973-05-15
0.2651337683200836,1973-05-16
0.2651337683200836,1973-05-17
0.2651337683200836,1973-05-18
0.2651337683200836,1973-05-21
0.26662328839302063,1973-05-22
0.2651337683200836,1973-05-23
0.2681124806404114,1973-05-24
0.2655029892921448,1973-05-25
0.26702022552490234,1973-05-29
0.26095157861709595,1973-05-30
0.26095157861709595,1973-05-31
0.2639859616756439,1973-06-01
0.2624686360359192,1973-06-04
0.26095157861709595,1973-06-05
0.2655029892921448,1973-06-06
0.2655029892921448,1973-06-07
0.2624686360359192,1973-06-08
0.2639859616756439,1973-06-11
0.2655029892921448,1973-06-12
0.2655029892921448,1973-06-13
0.26702022552490234,1973-06-14
0.2639859616756439,1973-06-15
0.2624686360359192,1973-06-18
0.2624686360359192,1973-06-19
0.2639859616756439,1973-06-20
0.26095157861709595,1973-06-21
0.26095157861709595,1973-06-22
0.25943437218666077,1973-06-25
0.2564001679420471,1973-06-26
0.2564001679420471,1973-06-27
0.2579171657562256,1973-06-28
0.26095157861709595,1973-06-29
0.25943437218666077,1973-07-02
0.25943437218666077,1973-07-03
0.26095157861709595,1973-07-05
0.2579171657562256,1973-07-06
0.2564001679420471,1973-07-09
0.25943437218666077,1973-07-10
0.25943437218666077,1973-07-11
0.25943437218666077,1973-07-12
0.2564001679420471,1973-07-13
0.25943437218666077,1973-07-16
0.2579171657562256,1973-07-17
0.2579171657562256,1973-07-18
0.25943437218666077,1973-07-19
0.2579171657562256,1973-07-20
0.25033149123191833,1973-07-23
0.25033149123191833,1973-07-24
0.2472972869873047,1973-07-25
0.2472972869873047,1973-07-26
0.2472972869873047,1973-07-27
0.2472972869873047,1973-07-30
0.24274563789367676,1973-07-31
0.24274563789367676,1973-08-01
0.24274563789367676,1973-08-02
0.24122850596904755,1973-08-03
0.24274563789367676,1973-08-06
0.24426297843456268,1973-08-07
0.24122850596904755,1973-08-08
0.24274563789367676,1973-08-09
0.2397114485502243,1973-08-10
0.24122850596904755,1973-08-13
0.23667708039283752,1973-08-14
0.23819416761398315,1973-08-15
0.23819416761398315,1973-08-16
0.2397114485502243,1973-08-17
0.24122850596904755,1973-08-20
0.24122850596904755,1973-08-21
0.2397114485502243,1973-08-22
0.24122850596904755,1973-08-23
0.24274563789367676,1973-08-24
0.24472834169864655,1973-08-27
0.24472834169864655,1973-08-28
0.2416304349899292,1973-08-29
0.24317920207977295,1973-08-30
0.24472834169864655,1973-08-31
0.24317920207977295,1973-09-04
0.24317920207977295,1973-09-05
0.24627722799777985,1973-09-06
0.24937501549720764,1973-09-07
0.24937501549720764,1973-09-10
0.24782608449459076,1973-09-11
0.24472834169864655,1973-09-12
0.24317920207977295,1973-09-13
0.24472834169864655,1973-09-14
0.24472834169864655,1973-09-17
0.24627722799777985,1973-09-18
0.24472834169864655,1973-09-19
0.24317920207977295,1973-09-20
0.24317920207977295,1973-09-21
0.24472834169864655,1973-09-24
0.24627722799777985,1973-09-25
0.24627722799777985,1973-09-26
0.24937501549720764,1973-09-27
0.2509239912033081,1973-09-28
0.2509239912033081,1973-10-01
0.2509239912033081,1973-10-02
0.24937501549720764,1973-10-03
0.2509239912033081,1973-10-04
0.2524730861186981,1973-10-05
0.2540217339992523,1973-10-08
0.2540217339992523,1973-10-09
0.2540217339992523,1973-10-10
0.2524730861186981,1973-10-11
0.2524730861186981,1973-10-12
0.2509239912033081,1973-10-15
0.2509239912033081,1973-10-16
0.24937501549720764,1973-10-17
0.24782608449459076,1973-10-18
0.24937501549720764,1973-10-19
0.2509239912033081,1973-10-22
0.2509239912033081,1973-10-23
0.2524730861186981,1973-10-24
0.2509239912033081,1973-10-25
0.2509239912033081,1973-10-26
0.2524730861186981,1973-10-29
0.2509239912033081,1973-10-30
0.2509239912033081,1973-10-31
0.24937501549720764,1973-11-01
0.2509239912033081,1973-11-02
0.24782608449459076,1973-11-05
0.24782608449459076,1973-11-06
0.24782608449459076,1973-11-07
0.24782608449459076,1973-11-08
0.24782608449459076,1973-11-09
0.24782608449459076,1973-11-12
0.24627722799777985,1973-11-13
0.2416304349899292,1973-11-14
0.2416304349899292,1973-11-15
0.2436557412147522,1973-11-16
0.23890915513038635,1973-11-19
0.22783392667770386,1973-11-20
0.23258039355278015,1973-11-21
0.2309982031583786,1973-11-23
0.22783392667770386,1973-11-26
0.22308722138404846,1973-11-27
0.22783392667770386,1973-11-28
0.22466960549354553,1973-11-29
0.22466960549354553,1973-11-30
0.2183408886194229,1973-12-03
0.22150498628616333,1973-12-04
0.21675872802734375,1973-12-05
0.2183408886194229,1973-12-06
0.22625182569026947,1973-12-07
0.2309982031583786,1973-12-10
0.22783392667770386,1973-12-11
0.22625182569026947,1973-12-12
0.22466960549354553,1973-12-13
0.22466960549354553,1973-12-14
0.21675872802734375,1973-12-17
0.2183408886194229,1973-12-18
0.2183408886194229,1973-12-19
0.21992304921150208,1973-12-20
0.22625182569026947,1973-12-21
0.22466960549354553,1973-12-24
0.22625182569026947,1973-12-26
0.22783392667770386,1973-12-27
0.22941601276397705,1973-12-28
0.22783392667770386,1973-12-31
0.23258039355278015,1974-01-02
0.24049124121665955,1974-01-03
0.2420736402273178,1974-01-04
0.2420736402273178,1974-01-07
0.2436557412147522,1974-01-08
0.2420736402273178,1974-01-09
0.24049124121665955,1974-01-10
0.2357449233531952,1974-01-11
0.23732702434062958,1974-01-14
0.24049124121665955,1974-01-15
0.24049124121665955,1974-01-16
0.23732702434062958,1974-01-17
0.23732702434062958,1974-01-18
0.24049124121665955,1974-01-21
0.23890915513038635,1974-01-22
0.24049124121665955,1974-01-23
0.23732702434062958,1974-01-24
0.2420736402273178,1974-01-25
0.23732702434062958,1974-01-28
0.2341625839471817,1974-01-29
0.23732702434062958,1974-01-30
0.2341625839471817,1974-01-31
0.2357449233531952,1974-02-01
0.2357449233531952,1974-02-04
0.2420736402273178,1974-02-05
0.23890915513038635,1974-02-06
0.2436557412147522,1974-02-07
0.24049124121665955,1974-02-08
0.24049124121665955,1974-02-11
0.23890915513038635,1974-02-12
0.2436557412147522,1974-02-13
0.24049124121665955,1974-02-14
0.24049124121665955,1974-02-15
0.2420736402273178,1974-02-19
0.2420736402273178,1974-02-20
0.2436557412147522,1974-02-21
0.24682007730007172,1974-02-22
0.24404016137123108,1974-02-25
0.2424241155385971,1974-02-26
0.24404016137123108,1974-02-27
0.2424241155385971,1974-02-28
0.2456563115119934,1974-03-01
0.24404016137123108,1974-03-04
0.2424241155385971,1974-03-05
0.24080801010131836,1974-03-06
0.24080801010131836,1974-03-07
0.24404016137123108,1974-03-08
0.2424241155385971,1974-03-11
0.24080801010131836,1974-03-12
0.23919180035591125,1974-03-13
0.23919180035591125,1974-03-14
0.23919180035591125,1974-03-15
0.23919180035591125,1974-03-18
0.23919180035591125,1974-03-19
0.2375756800174713,1974-03-20
0.23595932126045227,1974-03-21
0.23434317111968994,1974-03-22
0.23595932126045227,1974-03-25
0.23434317111968994,1974-03-26
0.23434317111968994,1974-03-27
0.23272724449634552,1974-03-28
0.23434317111968994,1974-03-29
0.23434317111968994,1974-04-01
0.23434317111968994,1974-04-02
0.23272724449634552,1974-04-03
0.23434317111968994,1974-04-04
0.23434317111968994,1974-04-05
0.23111110925674438,1974-04-08
0.22949494421482086,1974-04-09
0.22949494421482086,1974-04-10
0.2278786301612854,1974-04-11
0.22626236081123352,1974-04-15
0.22464635968208313,1974-04-16
0.22141404449939728,1974-04-17
0.22464635968208313,1974-04-18
0.22464635968208313,1974-04-19
0.21979768574237823,1974-04-22
0.20040380954742432,1974-04-23
0.1890907883644104,1974-04-24
0.1890907883644104,1974-04-25
0.19070696830749512,1974-04-26
0.18262620270252228,1974-04-29
0.17777763307094574,1974-04-30
0.1793937385082245,1974-05-01
0.17777763307094574,1974-05-02
0.17777763307094574,1974-05-03
0.17616155743598938,1974-05-06
0.18101003766059875,1974-05-07
0.18101003766059875,1974-05-08
0.1842423379421234,1974-05-09
0.18747462332248688,1974-05-10
0.18101003766059875,1974-05-13
0.16969682276248932,1974-05-14
0.1567676067352295,1974-05-15
0.16646459698677063,1974-05-16
0.16484837234020233,1974-05-17
0.16969682276248932,1974-05-20
0.16646459698677063,1974-05-21
0.16323222219944,1974-05-22
0.16484837234020233,1974-05-23
0.1603064388036728,1974-05-24
0.15696674585342407,1974-05-28
0.153626948595047,1974-05-29
0.1552966833114624,1974-05-30
0.15696674585342407,1974-05-31
0.153626948595047,1974-06-03
0.1552966833114624,1974-06-04
0.1552966833114624,1974-06-05
0.15863649547100067,1974-06-06
0.15863649547100067,1974-06-07
0.1603064388036728,1974-06-10
0.15696674585342407,1974-06-11
0.15696674585342407,1974-06-12
0.1552966833114624,1974-06-13
0.15195706486701965,1974-06-14
0.14694754779338837,1974-06-17
0.14861741662025452,1974-06-18
0.14694754779338837,1974-06-19
0.1419379860162735,1974-06-20
0.13692843914031982,1974-06-21
0.1352585256099701,1974-06-24
0.13859814405441284,1974-06-25
0.1352585256099701,1974-06-26
0.1419379860162735,1974-06-27
0.14861741662025452,1974-06-28
0.16364608705043793,1974-07-01
0.16364608705043793,1974-07-02
0.16364608705043793,1974-07-03
0.16364608705043793,1974-07-05
0.15863649547100067,1974-07-08
0.1552966833114624,1974-07-09
0.15195706486701965,1974-07-10
0.14694754779338837,1974-07-11
0.15863649547100067,1974-07-12
0.15028715133666992,1974-07-15
0.14694754779338837,1974-07-16
0.14694754779338837,1974-07-17
0.14360779523849487,1974-07-18
0.14360779523849487,1974-07-19
0.14527758955955505,1974-07-22
0.1552966833114624,1974-07-23
0.1603064388036728,1974-07-24
0.15696674585342407,1974-07-25
0.15195706486701965,1974-07-26
0.14861741662025452,1974-07-29
0.14861741662025452,1974-07-30
0.15028715133666992,1974-07-31
0.14694754779338837,1974-08-01
0.14861741662025452,1974-08-02
0.153626948595047,1974-08-05
0.15696674585342407,1974-08-06
