VTRS,Date
1.079455852508545,1981-01-06
1.022641658782959,1981-01-07
0.9516257047653198,1981-01-08
0.9374222755432129,1981-01-09
0.9516257047653198,1981-01-12
0.9658284783363342,1981-01-13
0.9942352771759033,1981-01-14
0.9942352771759033,1981-01-15
0.9942352771759033,1981-01-16
0.9942352771759033,1981-01-19
0.9658284783363342,1981-01-20
0.9374222755432129,1981-01-21
0.9658284783363342,1981-01-22
0.909014880657196,1981-01-23
0.8522018194198608,1981-01-26
0.9232187867164612,1981-01-27
0.909014880657196,1981-01-28
0.909014880657196,1981-01-29
0.909014880657196,1981-01-30
0.8806087970733643,1981-02-02
0.8522018194198608,1981-02-03
0.8237954378128052,1981-02-04
0.8095923066139221,1981-02-05
0.8095923066139221,1981-02-06
0.8095923066139221,1981-02-09
0.8237954378128052,1981-02-10
0.8095923066139221,1981-02-11
0.8522018194198608,1981-02-12
0.8806087970733643,1981-02-13
0.909014880657196,1981-02-17
0.9374222755432129,1981-02-18
0.9374222755432129,1981-02-19
0.9374222755432129,1981-02-20
0.9374222755432129,1981-02-23
0.9374222755432129,1981-02-24
0.909014880657196,1981-02-25
0.909014880657196,1981-02-26
0.909014880657196,1981-02-27
0.909014880657196,1981-03-02
0.909014880657196,1981-03-03
0.9232187867164612,1981-03-04
0.9374222755432129,1981-03-05
0.9942352771759033,1981-03-06
1.0510488748550415,1981-03-09
1.079455852508545,1981-03-10
1.079455852508545,1981-03-11
1.0652525424957275,1981-03-12
1.0510488748550415,1981-03-13
1.079455852508545,1981-03-16
1.079455852508545,1981-03-17
1.079455852508545,1981-03-18
1.079455852508545,1981-03-19
1.0936592817306519,1981-03-20
1.0936592817306519,1981-03-23
1.0936592817306519,1981-03-24
1.079455852508545,1981-03-25
1.079455852508545,1981-03-26
1.107862114906311,1981-03-27
1.107862114906311,1981-03-30
1.1220659017562866,1981-03-31
1.1362684965133667,1981-04-01
1.1362684965133667,1981-04-02
1.1362684965133667,1981-04-03
1.079455852508545,1981-04-06
1.107862114906311,1981-04-07
1.0936592817306519,1981-04-08
1.0936592817306519,1981-04-09
1.1220659017562866,1981-04-10
1.1220659017562866,1981-04-13
1.079455852508545,1981-04-14
1.0368456840515137,1981-04-15
1.0652525424957275,1981-04-16
1.0652525424957275,1981-04-20
1.1220659017562866,1981-04-21
1.1646764278411865,1981-04-22
1.3635234832763672,1981-04-23
1.3635234832763672,1981-04-24
1.590776801109314,1981-04-27
1.4487429857254028,1981-04-28
1.4771506786346436,1981-04-29
1.5765737295150757,1981-04-30
1.7754218578338623,1981-05-01
1.6902003288269043,1981-05-04
1.6191840171813965,1981-05-05
1.5623704195022583,1981-05-06
1.5623704195022583,1981-05-07
1.590776801109314,1981-05-08
1.5339634418487549,1981-05-11
1.5339634418487549,1981-05-12
1.4771506786346436,1981-05-13
1.5055570602416992,1981-05-14
1.5197597742080688,1981-05-15
1.5197597742080688,1981-05-18
1.5055570602416992,1981-05-19
1.4771506786346436,1981-05-20
1.4629462957382202,1981-05-21
1.4913526773452759,1981-05-22
1.4913526773452759,1981-05-26
1.6191840171813965,1981-05-27
1.6475908756256104,1981-05-28
1.6759968996047974,1981-05-29
1.6759968996047974,1981-06-01
1.6475908756256104,1981-06-02
1.590776801109314,1981-06-03
1.6191840171813965,1981-06-04
1.6191840171813965,1981-06-05
1.6191840171813965,1981-06-08
1.6191840171813965,1981-06-09
1.7328104972839355,1981-06-10
1.9316579103469849,1981-06-11
1.8748445510864258,1981-06-12
1.818029761314392,1981-06-15
1.7896240949630737,1981-06-16
1.8038266897201538,1981-06-17
1.7328104972839355,1981-06-18
1.7328104972839355,1981-06-19
1.7044036388397217,1981-06-22
1.6759968996047974,1981-06-23
1.6333874464035034,1981-06-24
1.7470141649246216,1981-06-25
1.7328104972839355,1981-06-26
1.7044036388397217,1981-06-29
1.7328104972839355,1981-06-30
1.8464369773864746,1981-07-01
1.7612175941467285,1981-07-02
1.7328104972839355,1981-07-06
1.7044036388397217,1981-07-07
1.7044036388397217,1981-07-08
1.7044036388397217,1981-07-09
1.7044036388397217,1981-07-10
1.6759968996047974,1981-07-13
1.6759968996047974,1981-07-14
1.6902003288269043,1981-07-15
1.7044036388397217,1981-07-16
1.7044036388397217,1981-07-17
1.6759968996047974,1981-07-20
1.6333874464035034,1981-07-21
1.5055570602416992,1981-07-22
1.5765737295150757,1981-07-23
1.6333874464035034,1981-07-24
1.6759968996047974,1981-07-27
1.6191840171813965,1981-07-28
1.6191840171813965,1981-07-29
1.6191840171813965,1981-07-30
1.6759968996047974,1981-07-31
1.7896240949630737,1981-08-03
1.9316579103469849,1981-08-04
2.0452842712402344,1981-08-05
1.9600648880004883,1981-08-06
2.016878128051758,1981-08-07
2.016878128051758,1981-08-10
1.9316579103469849,1981-08-11
1.9032505750656128,1981-08-12
1.9032505750656128,1981-08-13
1.8748445510864258,1981-08-14
1.9032505750656128,1981-08-17
1.9032505750656128,1981-08-18
1.9032505750656128,1981-08-19
1.8748445510864258,1981-08-20
1.818029761314392,1981-08-21
1.818029761314392,1981-08-24
1.7896240949630737,1981-08-25
1.7612175941467285,1981-08-26
1.9458602666854858,1981-08-27
1.9032505750656128,1981-08-28
1.9032505750656128,1981-08-31
1.8748445510864258,1981-09-01
1.8748445510864258,1981-09-02
1.8038266897201538,1981-09-03
1.7044036388397217,1981-09-04
1.590776801109314,1981-09-08
1.5623704195022583,1981-09-09
1.6191840171813965,1981-09-10
1.7328104972839355,1981-09-11
1.7470141649246216,1981-09-14
1.7470141649246216,1981-09-15
1.7612175941467285,1981-09-16
1.7186074256896973,1981-09-17
1.7328104972839355,1981-09-18
1.7612175941467285,1981-09-21
1.7754218578338623,1981-09-22
1.7328104972839355,1981-09-23
1.7328104972839355,1981-09-24
1.6759968996047974,1981-09-25
1.6759968996047974,1981-09-28
1.7896240949630737,1981-09-29
1.7754218578338623,1981-09-30
1.8464369773864746,1981-10-01
1.8890482187271118,1981-10-02
1.8890482187271118,1981-10-05
1.8890482187271118,1981-10-06
1.9174538850784302,1981-10-07
1.974266767501831,1981-10-08
1.974266767501831,1981-10-09
1.9316579103469849,1981-10-12
2.1731152534484863,1981-10-13
2.1873185634613037,1981-10-14
2.5850110054016113,1981-10-15
2.5850110054016113,1981-10-16
2.5992162227630615,1981-10-19
2.4855895042419434,1981-10-20
2.442978620529175,1981-10-21
2.3577592372894287,1981-10-22
2.315148115158081,1981-10-23
2.2441318035125732,1981-10-26
2.3293516635894775,1981-10-27
2.3293516635894775,1981-10-28
2.3577592372894287,1981-10-29
2.4571821689605713,1981-10-30
2.5992162227630615,1981-11-02
2.5992162227630615,1981-11-03
2.7838597297668457,1981-11-04
3.039520740509033,1981-11-05
3.181553602218628,1981-11-06
3.0679268836975098,1981-11-09
3.0963332653045654,1981-11-10
3.0679268836975098,1981-11-11
3.0679268836975098,1981-11-12
3.0679268836975098,1981-11-13
1.406132698059082,1981-11-16
1.5623704195022583,1981-11-17
1.818029761314392,1981-11-18
1.9032505750656128,1981-11-19
1.9316579103469849,1981-11-20
1.8464369773864746,1981-11-23
1.7612175941467285,1981-11-24
1.6191840171813965,1981-11-25
1.6049799919128418,1981-11-27
1.4771506786346436,1981-11-30
1.5055570602416992,1981-12-01
1.6759968996047974,1981-12-02
1.7328104972839355,1981-12-03
1.7328104972839355,1981-12-04
1.7470141649246216,1981-12-07
1.7186074256896973,1981-12-08
1.7186074256896973,1981-12-09
1.7186074256896973,1981-12-10
1.66179358959198,1981-12-11
1.5197597742080688,1981-12-14
1.590776801109314,1981-12-15
1.590776801109314,1981-12-16
1.5339634418487549,1981-12-17
1.5623704195022583,1981-12-18
1.590776801109314,1981-12-21
1.6475908756256104,1981-12-22
1.7612175941467285,1981-12-23
1.7470141649246216,1981-12-24
1.7754218578338623,1981-12-28
1.8464369773864746,1981-12-29
1.8748445510864258,1981-12-30
1.9174538850784302,1981-12-31
1.9032505750656128,1982-01-04
1.8322340250015259,1982-01-05
1.8322340250015259,1982-01-06
1.9174538850784302,1982-01-07
2.130505084991455,1982-01-08
2.116299867630005,1982-01-11
2.1589126586914062,1982-01-12
2.087895154953003,1982-01-13
2.031080961227417,1982-01-14
2.0452842712402344,1982-01-15
2.0452842712402344,1982-01-18
2.002673387527466,1982-01-19
2.0736913681030273,1982-01-20
2.0594871044158936,1982-01-21
2.0452842712402344,1982-01-22
2.1731152534484863,1982-01-25
2.130505084991455,1982-01-26
2.2299270629882812,1982-01-27
2.3293516635894775,1982-01-28
2.3435559272766113,1982-01-29
2.2157251834869385,1982-02-01
2.2441318035125732,1982-02-02
2.2441318035125732,1982-02-03
2.1873185634613037,1982-02-04
2.1873185634613037,1982-02-05
1.9316579103469849,1982-02-08
1.9600648880004883,1982-02-09
1.988471508026123,1982-02-10
1.9458602666854858,1982-02-11
1.9600648880004883,1982-02-12
1.9458602666854858,1982-02-16
1.9600648880004883,1982-02-17
1.9600648880004883,1982-02-18
1.9600648880004883,1982-02-19
1.7044036388397217,1982-02-22
1.818029761314392,1982-02-23
1.9600648880004883,1982-02-24
2.016878128051758,1982-02-25
2.031080961227417,1982-02-26
2.0452842712402344,1982-03-01
2.0594871044158936,1982-03-02
2.016878128051758,1982-03-03
1.974266767501831,1982-03-04
1.9032505750656128,1982-03-05
1.7896240949630737,1982-03-08
1.7754218578338623,1982-03-09
1.818029761314392,1982-03-10
1.7754218578338623,1982-03-11
1.7186074256896973,1982-03-12
1.7328104972839355,1982-03-15
1.7612175941467285,1982-03-16
1.7896240949630737,1982-03-17
1.9174538850784302,1982-03-18
2.002673387527466,1982-03-19
2.130505084991455,1982-03-22
2.1020987033843994,1982-03-23
2.0736913681030273,1982-03-24
2.002673387527466,1982-03-25
1.974266767501831,1982-03-26
1.988471508026123,1982-03-29
1.988471508026123,1982-03-30
1.988471508026123,1982-03-31
2.0452842712402344,1982-04-01
2.016878128051758,1982-04-02
2.0452842712402344,1982-04-05
2.002673387527466,1982-04-06
2.002673387527466,1982-04-07
2.002673387527466,1982-04-08
1.988471508026123,1982-04-12
1.974266767501831,1982-04-13
1.9316579103469849,1982-04-14
2.002673387527466,1982-04-15
2.087895154953003,1982-04-16
2.087895154953003,1982-04-19
2.1020987033843994,1982-04-20
2.130505084991455,1982-04-21
2.2441318035125732,1982-04-22
2.2441318035125732,1982-04-23
2.2157251834869385,1982-04-26
2.002673387527466,1982-04-27
1.974266767501831,1982-04-28
1.9458602666854858,1982-04-29
1.9458602666854858,1982-04-30
1.8606411218643188,1982-05-03
1.8464369773864746,1982-05-04
1.818029761314392,1982-05-05
1.8606411218643188,1982-05-06
1.8606411218643188,1982-05-07
1.8606411218643188,1982-05-10
1.8890482187271118,1982-05-11
1.8890482187271118,1982-05-12
1.8606411218643188,1982-05-13
1.8748445510864258,1982-05-14
1.818029761314392,1982-05-17
1.7470141649246216,1982-05-18
1.7612175941467285,1982-05-19
1.7186074256896973,1982-05-20
1.6759968996047974,1982-05-21
1.7044036388397217,1982-05-24
1.66179358959198,1982-05-25
1.5623704195022583,1982-05-26
1.6049799919128418,1982-05-27
1.6759968996047974,1982-05-28
1.7044036388397217,1982-06-01
1.7896240949630737,1982-06-02
1.7328104972839355,1982-06-03
1.6191840171813965,1982-06-04
1.6049799919128418,1982-06-07
1.6049799919128418,1982-06-08
1.5339634418487549,1982-06-09
1.5339634418487549,1982-06-10
1.5197597742080688,1982-06-11
1.5339634418487549,1982-06-14
1.5055570602416992,1982-06-15
1.5197597742080688,1982-06-16
1.5197597742080688,1982-06-17
1.5197597742080688,1982-06-18
1.5055570602416992,1982-06-21
1.6191840171813965,1982-06-22
1.7754218578338623,1982-06-23
1.7612175941467285,1982-06-24
1.7612175941467285,1982-06-25
1.818029761314392,1982-06-28
1.7754218578338623,1982-06-29
1.7754218578338623,1982-06-30
1.7754218578338623,1982-07-01
1.7612175941467285,1982-07-02
1.7612175941467285,1982-07-06
1.7612175941467285,1982-07-07
1.6902003288269043,1982-07-08
1.7044036388397217,1982-07-09
1.7044036388397217,1982-07-12
1.7044036388397217,1982-07-13
1.6902003288269043,1982-07-14
1.6902003288269043,1982-07-15
1.6902003288269043,1982-07-16
1.6191840171813965,1982-07-19
1.6191840171813965,1982-07-20
1.6049799919128418,1982-07-21
1.5765737295150757,1982-07-22
1.590776801109314,1982-07-23
1.5623704195022583,1982-07-26
1.5623704195022583,1982-07-27
1.5055570602416992,1982-07-28
1.4913526773452759,1982-07-29
1.5055570602416992,1982-07-30
1.5339634418487549,1982-08-02
1.5339634418487549,1982-08-03
1.5339634418487549,1982-08-04
1.420336365699768,1982-08-05
1.3351167440414429,1982-08-06
1.1930829286575317,1982-08-09
1.2214897871017456,1982-08-10
1.2072858810424805,1982-08-11
1.008439064025879,1982-08-12
1.079455852508545,1982-08-13
1.1930829286575317,1982-08-16
1.2356927394866943,1982-08-17
1.3209134340286255,1982-08-18
1.3493188619613647,1982-08-19
1.3493188619613647,1982-08-20
1.306709885597229,1982-08-23
1.1220659017562866,1982-08-24
1.2214897871017456,1982-08-25
1.2925055027008057,1982-08-26
1.2925055027008057,1982-08-27
1.2783033847808838,1982-08-30
1.2783033847808838,1982-08-31
1.2214897871017456,1982-09-01
1.2356927394866943,1982-09-02
1.2356927394866943,1982-09-03
1.1930829286575317,1982-09-07
1.1362684965133667,1982-09-08
1.1362684965133667,1982-09-09
1.1220659017562866,1982-09-10
1.107862114906311,1982-09-13
1.2498962879180908,1982-09-14
1.3351167440414429,1982-09-15
1.420336365699768,1982-09-16
1.4487429857254028,1982-09-17
1.4771506786346436,1982-09-20
1.6475908756256104,1982-09-21
1.66179358959198,1982-09-22
1.6333874464035034,1982-09-23
1.6191840171813965,1982-09-24
1.7044036388397217,1982-09-27
1.7044036388397217,1982-09-28
1.6191840171813965,1982-09-29
1.5765737295150757,1982-09-30
1.5765737295150757,1982-10-01
1.5481669902801514,1982-10-04
1.5481669902801514,1982-10-05
1.5623704195022583,1982-10-06
1.5339634418487549,1982-10-07
1.5623704195022583,1982-10-08
1.5339634418487549,1982-10-11
1.5197597742080688,1982-10-12
1.5339634418487549,1982-10-13
1.5339634418487549,1982-10-14
1.5339634418487549,1982-10-15
1.590776801109314,1982-10-18
1.6475908756256104,1982-10-19
1.6759968996047974,1982-10-20
1.6191840171813965,1982-10-21
1.5339634418487549,1982-10-22
1.4629462957382202,1982-10-25
1.5481669902801514,1982-10-26
1.6049799919128418,1982-10-27
1.7044036388397217,1982-10-28
1.7754218578338623,1982-10-29
1.7612175941467285,1982-11-01
1.7328104972839355,1982-11-02
1.6902003288269043,1982-11-03
1.6333874464035034,1982-11-04
1.66179358959198,1982-11-05
1.6333874464035034,1982-11-08
1.7328104972839355,1982-11-09
1.7186074256896973,1982-11-10
1.7470141649246216,1982-11-11
1.988471508026123,1982-11-12
1.9600648880004883,1982-11-15
1.9174538850784302,1982-11-16
1.988471508026123,1982-11-17
1.974266767501831,1982-11-18
1.974266767501831,1982-11-19
1.9032505750656128,1982-11-22
1.974266767501831,1982-11-23
2.0736913681030273,1982-11-24
2.2157251834869385,1982-11-26
2.1020987033843994,1982-11-29
2.087895154953003,1982-11-30
2.1589126586914062,1982-12-01
2.1447088718414307,1982-12-02
2.2583348751068115,1982-12-03
2.4571821689605713,1982-12-06
2.371961832046509,1982-12-07
2.3577592372894287,1982-12-08
2.2441318035125732,1982-12-09
2.1731152534484863,1982-12-10
2.2441318035125732,1982-12-13
2.1447088718414307,1982-12-14
2.031080961227417,1982-12-15
2.087895154953003,1982-12-16
2.1020987033843994,1982-12-17
2.130505084991455,1982-12-20
2.2441318035125732,1982-12-21
2.2157251834869385,1982-12-22
2.201521158218384,1982-12-23
2.201521158218384,1982-12-27
2.1873185634613037,1982-12-28
2.130505084991455,1982-12-29
2.0736913681030273,1982-12-30
2.0452842712402344,1982-12-31
2.116299867630005,1983-01-03
2.201521158218384,1983-01-04
2.3293516635894775,1983-01-05
2.3577592372894287,1983-01-06
2.3293516635894775,1983-01-07
2.3009445667266846,1983-01-10
2.2441318035125732,1983-01-11
2.27253794670105,1983-01-12
2.27253794670105,1983-01-13
2.27253794670105,1983-01-14
2.2441318035125732,1983-01-17
2.2441318035125732,1983-01-18
2.2299270629882812,1983-01-19
2.2157251834869385,1983-01-20
2.1873185634613037,1983-01-21
2.031080961227417,1983-01-24
2.087895154953003,1983-01-25
1.988471508026123,1983-01-26
2.1873185634613037,1983-01-27
2.1873185634613037,1983-01-28
2.201521158218384,1983-01-31
2.1731152534484863,1983-02-01
2.1589126586914062,1983-02-02
2.1731152534484863,1983-02-03
2.1873185634613037,1983-02-04
2.1873185634613037,1983-02-07
2.130505084991455,1983-02-08
2.087895154953003,1983-02-09
2.1447088718414307,1983-02-10
2.201521158218384,1983-02-11
2.2441318035125732,1983-02-14
2.2157251834869385,1983-02-15
2.2157251834869385,1983-02-16
2.2157251834869385,1983-02-17
2.2157251834869385,1983-02-18
2.201521158218384,1983-02-22
2.201521158218384,1983-02-23
2.2157251834869385,1983-02-24
2.1589126586914062,1983-02-25
2.1447088718414307,1983-02-28
2.130505084991455,1983-03-01
2.130505084991455,1983-03-02
2.2441318035125732,1983-03-03
2.2441318035125732,1983-03-04
2.2441318035125732,1983-03-07
2.2441318035125732,1983-03-08
2.2441318035125732,1983-03-09
2.201521158218384,1983-03-10
2.1020987033843994,1983-03-11
2.0594871044158936,1983-03-14
2.1873185634613037,1983-03-15
2.2299270629882812,1983-03-16
2.3009445667266846,1983-03-17
2.3009445667266846,1983-03-18
2.3009445667266846,1983-03-21
2.27253794670105,1983-03-22
2.2867414951324463,1983-03-23
2.27253794670105,1983-03-24
2.2441318035125732,1983-03-25
2.2441318035125732,1983-03-28
2.2441318035125732,1983-03-29
2.2583348751068115,1983-03-30
2.2299270629882812,1983-03-31
2.2157251834869385,1983-04-04
2.1873185634613037,1983-04-05
2.1447088718414307,1983-04-06
2.130505084991455,1983-04-07
2.1447088718414307,1983-04-08
2.1447088718414307,1983-04-11
2.1589126586914062,1983-04-12
2.1731152534484863,1983-04-13
2.201521158218384,1983-04-14
2.201521158218384,1983-04-15
2.2299270629882812,1983-04-18
2.2299270629882812,1983-04-19
2.2583348751068115,1983-04-20
2.2583348751068115,1983-04-21
2.2299270629882812,1983-04-22
2.2299270629882812,1983-04-25
2.2157251834869385,1983-04-26
2.1873185634613037,1983-04-27
2.1447088718414307,1983-04-28
2.2157251834869385,1983-04-29
2.3009445667266846,1983-05-02
2.27253794670105,1983-05-03
2.27253794670105,1983-05-04
2.27253794670105,1983-05-05
2.3861653804779053,1983-05-06
2.570808172225952,1983-05-09
2.641826868057251,1983-05-10
2.684436321258545,1983-05-11
2.641826868057251,1983-05-12
2.684436321258545,1983-05-13
2.698638677597046,1983-05-16
2.798062801361084,1983-05-17
2.9258933067321777,1983-05-18
3.1957573890686035,1983-05-19
3.2099592685699463,1983-05-20
3.025315999984741,1983-05-23
2.840672731399536,1983-05-24
2.8122661113739014,1983-05-25
2.8264706134796143,1983-05-26
2.911689519882202,1983-05-27
2.911689519882202,1983-05-31
2.940095901489258,1983-06-01
3.238368034362793,1983-06-02
3.2099592685699463,1983-06-03
3.3377909660339355,1983-06-06
3.3519937992095947,1983-06-07
3.2667739391326904,1983-06-08
3.3377909660339355,1983-06-09
3.380399227142334,1983-06-10
3.4088072776794434,1983-06-13
3.4372143745422363,1983-06-14
3.4372143745422363,1983-06-15
3.380399227142334,1983-06-16
3.3519937992095947,1983-06-17
3.2951817512512207,1983-06-20
3.2241642475128174,1983-06-21
3.2241642475128174,1983-06-22
3.1389431953430176,1983-06-23
3.1247408390045166,1983-06-24
3.1673498153686523,1983-06-27
3.153146743774414,1983-06-28
3.2099592685699463,1983-06-29
3.6644680500030518,1983-06-30
1.8464369773864746,1983-07-01
1.7754218578338623,1983-07-05
1.8606411218643188,1983-07-06
1.8606411218643188,1983-07-07
1.8606411218643188,1983-07-08
1.8606411218643188,1983-07-11
1.8322340250015259,1983-07-12
1.8038266897201538,1983-07-13
1.818029761314392,1983-07-14
1.8464369773864746,1983-07-15
1.7328104972839355,1983-07-18
1.66179358959198,1983-07-19
1.66179358959198,1983-07-20
1.7044036388397217,1983-07-21
1.7186074256896973,1983-07-22
1.8038266897201538,1983-07-25
1.9032505750656128,1983-07-26
1.8890482187271118,1983-07-27
1.8890482187271118,1983-07-28
1.9174538850784302,1983-07-29
1.8464369773864746,1983-08-01
1.818029761314392,1983-08-02
1.7896240949630737,1983-08-03
1.7044036388397217,1983-08-04
1.7186074256896973,1983-08-05
1.66179358959198,1983-08-08
1.66179358959198,1983-08-09
1.7896240949630737,1983-08-10
1.7754218578338623,1983-08-11
1.7896240949630737,1983-08-12
1.7754218578338623,1983-08-15
1.7754218578338623,1983-08-16
1.7612175941467285,1983-08-17
1.6759968996047974,1983-08-18
1.6759968996047974,1983-08-19
1.6475908756256104,1983-08-22
1.6191840171813965,1983-08-23
1.6759968996047974,1983-08-24
1.6902003288269043,1983-08-25
1.7044036388397217,1983-08-26
1.6902003288269043,1983-08-29
1.6759968996047974,1983-08-30
1.66179358959198,1983-08-31
1.66179358959198,1983-09-01
1.6759968996047974,1983-09-02
1.6902003288269043,1983-09-06
1.6902003288269043,1983-09-07
1.6902003288269043,1983-09-08
1.66179358959198,1983-09-09
1.5765737295150757,1983-09-12
1.5623704195022583,1983-09-13
1.6049799919128418,1983-09-14
1.6049799919128418,1983-09-15
