DD,Date
1.2050639390945435,1972-11-08
1.2111114263534546,1972-11-09
1.2126243114471436,1972-11-10
1.2156472206115723,1972-11-13
1.2065755128860474,1972-11-14
1.2186716794967651,1972-11-15
1.270080327987671,1972-11-16
1.276127576828003,1972-11-17
1.2640314102172852,1972-11-20
1.2731033563613892,1972-11-21
1.2594953775405884,1972-11-22
1.2640314102172852,1972-11-24
1.2670549154281616,1972-11-27
1.2625200748443604,1972-11-28
1.2519346475601196,1972-11-29
1.2247191667556763,1972-11-30
1.2307672500610352,1972-12-01
1.2307672500610352,1972-12-04
1.2277430295944214,1972-12-05
1.2277430295944214,1972-12-06
1.2277430295944214,1972-12-07
1.2307672500610352,1972-12-08
1.2398390769958496,1972-12-11
1.2579834461212158,1972-12-12
1.2428628206253052,1972-12-13
1.2640314102172852,1972-12-14
1.26100754737854,1972-12-15
1.2398390769958496,1972-12-18
1.2186716794967651,1972-12-19
1.2277430295944214,1972-12-20
1.2247191667556763,1972-12-21
1.227149248123169,1972-12-22
1.2210745811462402,1972-12-26
1.2241120338439941,1972-12-27
1.2332239151000977,1972-12-29
1.2408183813095093,1973-01-02
1.2879000902175903,1973-01-03
1.278786540031433,1973-01-04
1.2666369676589966,1973-01-05
1.2757495641708374,1973-01-08
1.2727115154266357,1973-01-09
1.2575247287750244,1973-01-10
1.2468924522399902,1973-01-11
1.2453747987747192,1973-01-12
1.2347429990768433,1973-01-15
1.2362619638442993,1973-01-16
1.2681560516357422,1973-01-17
1.2620820999145508,1973-01-18
1.2575247287750244,1973-01-19
1.2392991781234741,1973-01-22
1.227149248123169,1973-01-23
1.2043675184249878,1973-01-24
1.2013307809829712,1973-01-26
1.1967740058898926,1973-01-29
1.1967740058898926,1973-01-30
1.1831053495407104,1973-01-31
1.1815872192382812,1973-02-01
1.1952557563781738,1973-02-02
1.1952557563781738,1973-02-05
1.202850103378296,1973-02-06
1.2043675184249878,1973-02-07
1.205886721611023,1973-02-08
1.2453747987747192,1973-02-09
1.2727115154266357,1973-02-12
1.2970119714736938,1973-02-13
1.2833423614501953,1973-02-14
1.2651185989379883,1973-02-15
1.2605618238449097,1973-02-16
1.2651185989379883,1973-02-20
1.2696750164031982,1973-02-21
1.278786540031433,1973-02-22
1.2757495641708374,1973-02-23
1.263599157333374,1973-02-26
1.2332239151000977,1973-02-27
1.2362619638442993,1973-02-28
1.2301867008209229,1973-03-01
1.2453747987747192,1973-03-02
1.248412013053894,1973-03-05
1.2651185989379883,1973-03-06
1.2711937427520752,1973-03-07
1.2757495641708374,1973-03-08
1.2651185989379883,1973-03-09
1.2590419054031372,1973-03-12
1.2590419054031372,1973-03-13
1.263599157333374,1973-03-14
1.2605618238449097,1973-03-15
1.2560056447982788,1973-03-16
1.2256311178207397,1973-03-19
1.231705904006958,1973-03-20
1.2514488697052002,1973-03-21
1.2256311178207397,1973-03-22
1.2225931882858276,1973-03-23
1.2326618432998657,1973-03-26
1.2509691715240479,1973-03-27
1.257070541381836,1973-03-28
1.2769041061401367,1973-03-29
1.2784287929534912,1973-03-30
1.2585971355438232,1973-04-02
1.237238883972168,1973-04-03
1.2250345945358276,1973-04-04
1.2189319133758545,1973-04-05
1.2296109199523926,1973-04-06
1.257070541381836,1973-04-09
1.2830051183700562,1973-04-10
1.2814804315567017,1973-04-11
1.2814804315567017,1973-04-12
1.2769041061401367,1973-04-13
1.273852825164795,1973-04-16
1.2769041061401367,1973-04-17
1.2875826358795166,1973-04-18
1.307415246963501,1973-04-19
1.305889368057251,1973-04-23
1.2830051183700562,1973-04-24
1.2753785848617554,1973-04-25
1.2601215839385986,1973-04-26
1.2402896881103516,1973-04-27
1.2357128858566284,1973-04-30
1.254020094871521,1973-05-01
1.2845311164855957,1973-05-02
1.2967361211776733,1973-05-03
1.295210838317871,1973-05-04
1.3302979469299316,1973-05-07
1.3302979469299316,1973-05-08
1.3135170936584473,1973-05-09
1.2662245035171509,1973-05-10
1.2631736993789673,1973-05-11
1.2296109199523926,1973-05-14
1.220457911491394,1973-05-15
1.2235090732574463,1973-05-16
1.2082535028457642,1973-05-17
1.1685870885849,1973-05-18
1.1685870885849,1973-05-21
1.2631736993789673,1973-05-22
1.2509691715240479,1973-05-23
1.3119920492172241,1973-05-24
1.3089406490325928,1973-05-25
1.257070541381836,1973-05-29
1.2387638092041016,1973-05-30
1.1868951320648193,1973-05-31
1.220457911491394,1973-06-01
1.1838438510894775,1973-06-04
1.2479169368743896,1973-06-05
1.2326618432998657,1973-06-06
1.2784287929534912,1973-06-07
1.2967361211776733,1973-06-08
1.3241963386535645,1973-06-11
1.3241963386535645,1973-06-12
1.3394514322280884,1973-06-13
1.3394514322280884,1973-06-14
1.2784287929534912,1973-06-15
1.2326618432998657,1973-06-18
1.2326618432998657,1973-06-19
1.241815447807312,1973-06-20
1.2387638092041016,1973-06-21
1.269275426864624,1973-06-22
1.2631433010101318,1973-06-25
1.2631433010101318,1973-06-26
1.2600781917572021,1973-06-27
1.2723414897918701,1973-06-28
1.2662090063095093,1973-06-29
1.2570123672485352,1973-07-02
1.2447481155395508,1973-07-03
1.2263538837432861,1973-07-05
1.2202212810516357,1973-07-06
1.2018269300460815,1973-07-09
1.229419469833374,1973-07-10
1.3091320991516113,1973-07-11
1.2907366752624512,1973-07-12
1.2692760229110718,1973-07-13
1.2938026189804077,1973-07-16
1.3091320991516113,1973-07-17
1.2907366752624512,1973-07-18
1.3030004501342773,1973-07-19
1.3183302879333496,1973-07-20
1.3551206588745117,1973-07-23
1.33979070186615,1973-07-24
1.3581867218017578,1973-07-25
1.4287010431289673,1973-07-26
1.410306692123413,1973-07-27
1.3735156059265137,1973-07-30
1.3459221124649048,1973-07-31
1.3367244005203247,1973-08-01
1.330593466758728,1973-08-02
1.33979070186615,1973-08-03
1.3581867218017578,1973-08-06
1.3551206588745117,1973-08-07
1.3213963508605957,1973-08-08
1.3459221124649048,1973-08-09
1.330593466758728,1973-08-10
1.33979070186615,1973-08-13
1.3581867218017578,1973-08-14
1.3489891290664673,1973-08-15
1.3551206588745117,1973-08-16
1.330593466758728,1973-08-17
1.315264105796814,1973-08-20
1.3244609832763672,1973-08-21
1.3091320991516113,1973-08-22
1.315264105796814,1973-08-23
1.2938026189804077,1973-08-24
1.2907366752624512,1973-08-27
1.3030004501342773,1973-08-28
1.330593466758728,1973-08-29
1.3704497814178467,1973-08-30
1.3551206588745117,1973-08-31
1.3919109106063843,1973-09-04
1.3949764966964722,1973-09-05
1.440965175628662,1973-09-06
1.4195038080215454,1973-09-07
1.3735156059265137,1973-09-10
1.3919109106063843,1973-09-11
1.3704497814178467,1973-09-12
1.3643180131912231,1973-09-13
1.3704497814178467,1973-09-14
1.3949764966964722,1973-09-17
1.4011086225509644,1973-09-18
1.4195038080215454,1973-09-19
1.3949764966964722,1973-09-20
1.4041754007339478,1973-09-21
1.4349676370620728,1973-09-24
1.4349676370620728,1973-09-25
1.447284460067749,1973-09-26
1.4657617807388306,1973-09-27
1.4626816511154175,1973-09-28
1.4719194173812866,1973-10-01
1.481156826019287,1973-10-02
1.5365853309631348,1973-10-03
1.5119504928588867,1973-10-04
1.6382030248641968,1973-10-05
1.6382030248641968,1973-10-08
1.622807264328003,1973-10-09
1.5642989873886108,1973-10-10
1.5550614595413208,1973-10-11
1.622807264328003,1973-10-12
1.5950927734375,1973-10-15
1.5858553647994995,1973-10-16
1.592014193534851,1973-10-17
1.592014193534851,1973-10-18
1.5827760696411133,1973-10-19
1.573538064956665,1973-10-22
1.573538064956665,1973-10-23
1.5827760696411133,1973-10-24
1.6751552820205688,1973-10-25
1.6659173965454102,1973-10-26
1.6289653778076172,1973-10-29
1.5365853309631348,1973-10-30
1.4996334314346313,1973-10-31
1.4903961420059204,1973-11-01
1.4534432888031006,1973-11-02
1.3918571472167969,1973-11-05
1.4072535037994385,1973-11-06
1.4103338718414307,1973-11-07
1.4349676370620728,1973-11-08
1.376460075378418,1973-11-09
1.361064076423645,1973-11-12
1.3641431331634521,1973-11-13
1.308715581893921,1973-11-14
1.3641431331634521,1973-11-15
1.4072535037994385,1973-11-16
1.3549054861068726,1973-11-19
1.3056364059448242,1973-11-20
1.2994771003723145,1973-11-21
1.2348120212554932,1973-11-23
1.1855417490005493,1973-11-26
1.1886208057403564,1973-11-27
1.2502073049545288,1973-11-28
1.2902389764785767,1973-11-29
1.2871601581573486,1973-11-30
1.2594455480575562,1973-12-03
1.2902389764785767,1973-12-04
1.2779220342636108,1973-12-05
1.3425874710083008,1973-12-06
1.3456664085388184,1973-12-07
1.336429476737976,1973-12-10
1.336429476737976,1973-12-11
1.2963975667953491,1973-12-12
1.2902389764785767,1973-12-13
1.2963975667953491,1973-12-14
1.2902389764785767,1973-12-17
1.361064076423645,1973-12-18
1.361064076423645,1973-12-19
1.3549054861068726,1973-12-20
1.3518251180648804,1973-12-21
1.3487321138381958,1973-12-24
1.4075074195861816,1973-12-26
1.4415348768234253,1973-12-27
1.4167884588241577,1973-12-28
1.4229753017425537,1973-12-31
1.4136937856674194,1974-01-02
1.4260669946670532,1974-01-03
1.4260669946670532,1974-01-04
1.4229753017425537,1974-01-07
1.3920406103134155,1974-01-08
1.327078938484192,1974-01-09
1.2868633270263672,1974-01-10
1.2930513620376587,1974-01-11
1.3054245710372925,1974-01-14
1.3147045373916626,1974-01-15
1.3611066341400146,1974-01-16
1.4075074195861816,1974-01-17
1.3703862428665161,1974-01-18
1.3518251180648804,1974-01-21
1.4075074195861816,1974-01-22
1.3858531713485718,1974-01-23
1.3672930002212524,1974-01-24
1.3208917379379272,1974-01-25
1.3116118907928467,1974-01-28
1.3580125570297241,1974-01-29
1.3920406103134155,1974-01-30
1.3982272148132324,1974-01-31
1.4044138193130493,1974-02-01
1.3363581895828247,1974-02-04
1.3518251180648804,1974-02-05
1.3580125570297241,1974-02-06
1.3301719427108765,1974-02-07
1.3208917379379272,1974-02-08
1.3116118907928467,1974-02-11
1.3208917379379272,1974-02-12
1.327078938484192,1974-02-13
1.3116118907928467,1974-02-14
1.3425458669662476,1974-02-15
1.3580125570297241,1974-02-19
1.3858531713485718,1974-02-20
1.4075074195861816,1974-02-21
1.4322549104690552,1974-02-22
1.4384418725967407,1974-02-25
1.4136937856674194,1974-02-26
1.4600965976715088,1974-02-27
1.4075074195861816,1974-02-28
1.4075074195861816,1974-03-01
1.4075074195861816,1974-03-04
1.4446280002593994,1974-03-05
1.4631887674331665,1974-03-06
1.4972158670425415,1974-03-07
1.534338116645813,1974-03-08
1.546712040901184,1974-03-11
1.534338116645813,1974-03-12
1.534338116645813,1974-03-13
1.5745515823364258,1974-03-14
1.559085726737976,1974-03-15
1.5714579820632935,1974-03-18
1.559085726737976,1974-03-19
1.5714579820632935,1974-03-20
1.555991291999817,1974-03-21
1.559085726737976,1974-03-22
1.559085488319397,1974-03-25
1.5715076923370361,1974-03-26
1.565298080444336,1974-03-27
1.5218158960342407,1974-03-28
1.4876530170440674,1974-03-29
1.4938639402389526,1974-04-01
1.5062881708145142,1974-04-02
1.5404505729675293,1974-04-03
1.5808253288269043,1974-04-04
1.5404505729675293,1974-04-05
1.4845466613769531,1974-04-08
1.515604853630066,1974-04-09
1.5342392921447754,1974-04-10
1.5435566902160645,1974-04-11
1.5435566902160645,1974-04-15
1.5715076923370361,1974-04-16
1.5901418924331665,1974-04-17
1.6056714057922363,1974-04-18
1.596354365348816,1974-04-19
1.565298080444336,1974-04-22
1.5249217748641968,1974-04-23
1.5218158960342407,1974-04-24
1.5062881708145142,1974-04-25
1.5062881708145142,1974-04-26
1.4876530170440674,1974-04-29
1.4938639402389526,1974-04-30
1.5404505729675293,1974-05-01
1.5777190923690796,1974-05-02
1.5311319828033447,1974-05-03
1.5497677326202393,1974-05-06
1.5994601249694824,1974-05-07
1.6180940866470337,1974-05-08
1.6429389715194702,1974-05-09
1.5870378017425537,1974-05-10
1.5808253288269043,1974-05-13
1.5808253288269043,1974-05-14
1.5901418924331665,1974-05-15
1.5808253288269043,1974-05-16
1.5404505729675293,1974-05-17
1.5497677326202393,1974-05-20
1.5808253288269043,1974-05-21
1.565298080444336,1974-05-22
1.5715076923370361,1974-05-23
1.5870378017425537,1974-05-24
1.6180940866470337,1974-05-28
1.5870378017425537,1974-05-29
1.596354365348816,1974-05-30
1.5901418924331665,1974-05-31
1.6149885654449463,1974-06-03
1.6429389715194702,1974-06-04
1.6274113655090332,1974-06-05
1.6522574424743652,1974-06-06
1.6429389715194702,1974-06-07
1.6646801233291626,1974-06-10
1.6460450887680054,1974-06-11
1.6522574424743652,1974-06-12
1.6833148002624512,1974-06-13
1.7019494771957397,1974-06-14
1.7112665176391602,1974-06-17
1.6988431215286255,1974-06-18
1.6833148002624512,1974-06-19
1.6895259618759155,1974-06-20
1.6708917617797852,1974-06-21
1.669019103050232,1974-06-24
1.7189347743988037,1974-06-25
1.7002166509628296,1974-06-26
1.6627801656723022,1974-06-27
1.6315844058990479,1974-06-28
1.650302529335022,1974-07-01
1.622225046157837,1974-07-02
1.622225046157837,1974-07-03
1.6159858703613281,1974-07-05
1.5286346673965454,1974-07-08
1.5723116397857666,1974-07-09
1.5379939079284668,1974-07-10
1.519275426864624,1974-07-11
1.5972681045532227,1974-07-12
1.6440623998641968,1974-07-15
1.6440623998641968,1974-07-16
1.6284639835357666,1974-07-17
1.622225046157837,1974-07-18
1.6159858703613281,1974-07-19
1.6347036361694336,1974-07-22
1.669019103050232,1974-07-23
1.7002166509628296,1974-07-24
1.6627801656723022,1974-07-25
1.6347036361694336,1974-07-26
1.5879085063934326,1974-07-29
1.5941481590270996,1974-07-30
1.569191575050354,1974-07-31
1.531754493713379,1974-08-01
1.5379939079284668,1974-08-02
1.5473531484603882,1974-08-05
1.6128664016723633,1974-08-06
1.6846178770065308,1974-08-07
1.6596615314483643,1974-08-08
1.669019103050232,1974-08-09
1.6783791780471802,1974-08-12
1.622225046157837,1974-08-13
1.5660710334777832,1974-08-14
1.5598318576812744,1974-08-15
1.5567123889923096,1974-08-16
1.531754493713379,1974-08-19
1.5379939079284668,1974-08-20
1.522396206855774,1974-08-21
1.5130373239517212,1974-08-22
1.4911996126174927,1974-08-23
1.500557541847229,1974-08-26
1.4631223678588867,1974-08-27
1.4007285833358765,1974-08-28
1.3695322275161743,1974-08-29
1.46000337600708,1974-08-30
1.4288054704666138,1974-09-03
1.3882498741149902,1974-09-04
1.4631223678588867,1974-09-05
1.4724804162979126,1974-09-06
1.416326880455017,1974-09-09
1.416326880455017,1974-09-10
1.3976095914840698,1974-09-11
1.353934645652771,1974-09-12
1.350814700126648,1974-09-13
1.382010817527771,1974-09-16
1.3976095914840698,1974-09-17
1.3944891691207886,1974-09-18
1.46000337600708,1974-09-19
1.46000337600708,1974-09-20
1.4537632465362549,1974-09-23
1.4518814086914062,1974-09-24
1.4267946481704712,1974-09-25
1.4017084836959839,1974-09-26
1.3201773166656494,1974-09-27
1.2637327909469604,1974-09-30
1.3044981956481934,1974-10-01
1.27314031124115,1974-10-02
1.27314031124115,1974-10-03
1.291955828666687,1974-10-04
1.3609431982040405,1974-10-07
1.3327208757400513,1974-10-08
1.3766218423843384,1974-10-09
1.4362019300460815,1974-10-10
1.4801037311553955,1974-10-11
1.5553642511367798,1974-10-14
1.5177342891693115,1974-10-15
1.5177342891693115,1974-10-16
1.5961296558380127,1974-10-17
1.6243513822555542,1974-10-18
1.643166422843933,1974-10-21
1.574177861213684,1974-10-22
1.5177342891693115,1974-10-23
1.5459561347961426,1974-10-24
1.5647709369659424,1974-10-25
1.5553642511367798,1974-10-28
1.6306233406066895,1974-10-29
1.6682521104812622,1974-10-30
1.671387791633606,1974-10-31
1.6306233406066895,1974-11-01
1.6055364608764648,1974-11-04
1.643166422843933,1974-11-05
1.6525741815567017,1974-11-06
1.671387791633606,1974-11-07
1.6776598691940308,1974-11-08
1.6588454246520996,1974-11-11
1.5929930210113525,1974-11-12
1.5867215394973755,1974-11-13
1.5804508924484253,1974-11-14
1.5584988594055176,1974-11-15
1.5114625692367554,1974-11-18
1.492647647857666,1974-11-19
1.4895120859146118,1974-11-20
1.5114625692367554,1974-11-21
1.5302762985229492,1974-11-22
1.4801037311553955,1974-11-25
1.442474365234375,1974-11-26
1.4518814086914062,1974-11-27
1.4456095695495605,1974-11-29
1.3546725511550903,1974-12-02
1.3546725511550903,1974-12-03
1.3452645540237427,1974-12-04
1.2888199090957642,1974-12-05
1.2574620246887207,1974-12-06
1.276276707649231,1974-12-09
1.3766218423843384,1974-12-10
1.3389924764633179,1974-12-11
1.3389924764633179,1974-12-12
1.329585075378418,1974-12-13
1.3233133554458618,1974-12-16
1.3578070402145386,1974-12-17
1.3766218423843384,1974-12-18
1.3609431982040405,1974-12-19
1.3327208757400513,1974-12-20
1.329585075378418,1974-12-23
1.357364296913147,1974-12-24
1.3699908256530762,1974-12-26
1.3478938341140747,1974-12-27
1.3289531469345093,1974-12-30
1.3857734203338623,1974-12-31
1.3794598579406738,1975-01-02
1.3668333292007446,1975-01-03
1.3952432870864868,1975-01-06
1.3952432870864868,1975-01-07
1.3763031959533691,1975-01-08
1.3763031959533691,1975-01-09
1.4204977750778198,1975-01-10
1.4331227540969849,1975-01-13
1.4268101453781128,1975-01-14
1.4836293458938599,1975-01-15
1.4678468704223633,1975-01-16
1.4362802505493164,1975-01-17
1.4236536026000977,1975-01-20
1.3794598579406738,1975-01-21
1.3794598579406738,1975-01-22
1.3794598579406738,1975-01-23
1.4362802505493164,1975-01-24
1.4994124174118042,1975-01-27
1.5183532238006592,1975-01-28
1.5499192476272583,1975-01-29
1.5404484272003174,1975-01-30
1.5372923612594604,1975-01-31
1.5499192476272583,1975-02-03
1.5467627048492432,1975-02-04
1.5751733779907227,1975-02-05
1.5972704887390137,1975-02-06
1.5877999067306519,1975-02-07
1.584643006324768,1975-02-10
1.5751733779907227,1975-02-11
1.590956687927246,1975-02-12
1.6162090301513672,1975-02-13
1.6635595560073853,1975-02-14
1.6982834339141846,1975-02-18
1.6888132095336914,1975-02-19
1.726691722869873,1975-02-20
1.777199625968933,1975-02-21
1.758258581161499,1975-02-24
1.679342269897461,1975-02-25
1.6919705867767334,1975-02-26
1.726691722869873,1975-02-27
1.7109090089797974,1975-02-28
1.777199625968933,1975-03-03
1.8024518489837646,1975-03-04
1.8119220733642578,1975-03-05
1.8245494365692139,1975-03-06
1.8182352781295776,1975-03-07
1.8592733144760132,1975-03-10
1.8592733144760132,1975-03-11
1.8498027324676514,1975-03-12
1.8498027324676514,1975-03-13
1.8750559091567993,1975-03-14
1.9445029497146606,1975-03-17
1.9066225290298462,1975-03-18
1.8750559091567993,1975-03-19
1.8498027324676514,1975-03-20
1.8592733144760132,1975-03-21
1.8269203901290894,1975-03-24
1.8522945642471313,1975-03-25
1.8998700380325317,1975-03-26
1.9157285690307617,1975-03-27
1.9062156677246094,1975-03-31
1.8776679039001465,1975-04-01
1.868153691291809,1975-04-02
1.842779517173767,1975-04-03
1.842779517173767,1975-04-04
1.842779517173767,1975-04-07
1.8618088960647583,1975-04-08
1.9252451658248901,1975-04-09
1.9633057117462158,1975-04-10
1.9633057117462158,1975-04-11
2.0457706451416016,1975-04-14
2.052114486694336,1975-04-15
2.080659866333008,1975-04-16
2.115548610687256,1975-04-17
2.052114486694336,1975-04-18
2.0584585666656494,1975-04-21
2.0711443424224854,1975-04-22
2.0394270420074463,1975-04-23
2.0394270420074463,1975-04-24
2.0870025157928467,1975-04-25
2.0965185165405273,1975-04-28
2.0996901988983154,1975-04-29
2.1758127212524414,1975-04-30
2.210700511932373,1975-05-01
2.210700511932373,1975-05-02
2.242418050765991,1975-05-05
2.201186418533325,1975-05-06
2.185326099395752,1975-05-07
2.1758127212524414,1975-05-08
2.226559638977051,1975-05-09
2.2582778930664062,1975-05-12
2.2995083332061768,1975-05-13
2.31536865234375,1975-05-14
2.274134635925293,1975-05-15
2.2297310829162598,1975-05-16
2.2487616539001465,1975-05-19
2.2709643840789795,1975-05-20
2.27730655670166,1975-05-21
2.305851936340332,1975-05-22
2.3280551433563232,1975-05-23
2.305851936340332,1975-05-27
2.194842576980591,1975-05-28
2.1916708946228027,1975-05-29
2.226559638977051,1975-05-30
2.27730655670166,1975-06-02
2.267792224884033,1975-06-03
2.217042922973633,1975-06-04
2.226559638977051,1975-06-05
2.1916708946228027,1975-06-06
2.0996901988983154,1975-06-09
2.125063896179199,1975-06-10
2.153608560562134,1975-06-11
2.1282360553741455,1975-06-12
2.1282360553741455,1975-06-13
2.159952163696289,1975-06-16
2.153608560562134,1975-06-17
2.144094467163086,1975-06-18
2.1758127212524414,1975-06-19
2.1916708946228027,1975-06-20
2.232903242111206,1975-06-23
2.251373529434204,1975-06-24
2.251373529434204,1975-06-25
2.260927438735962,1975-06-26
2.2768473625183105,1975-06-27
2.2832164764404297,1975-06-30
2.2768473625183105,1975-07-01
2.2704787254333496,1975-07-02
2.2927684783935547,1975-07-03
2.2991385459899902,1975-07-07
2.315061092376709,1975-07-08
2.340535879135132,1975-07-09
2.366010904312134,1975-07-10
2.315061092376709,1975-07-11
2.3341667652130127,1975-07-14
2.340535879135132,1975-07-15
2.2704787254333496,1975-07-16
2.260927438735962,1975-07-17
2.2195281982421875,1975-07-18
2.1526567935943604,1975-07-21
2.155839681625366,1975-07-22
2.143101930618286,1975-07-23
2.162208080291748,1975-07-24
2.162208080291748,1975-07-25
2.162208080291748,1975-07-28
2.178131103515625,1975-07-29
2.209975242614746,1975-07-30
2.2036077976226807,1975-07-31
2.1813156604766846,1975-08-01
2.1526567935943604,1975-08-04
2.184502363204956,1975-08-05
2.2195281982421875,1975-08-06
2.2704787254333496,1975-08-07
2.2704787254333496,1975-08-08
2.315061092376709,1975-08-11
2.3246138095855713,1975-08-12
2.2959537506103516,1975-08-13
2.280032157897949,1975-08-14
2.30869197845459,1975-08-15
2.30869197845459,1975-08-18
2.2704787254333496,1975-08-19
2.2004218101501465,1975-08-20
2.168578624725342,1975-08-21
2.2131590843200684,1975-08-22
2.241818904876709,1975-08-25
2.1940534114837646,1975-08-26
2.225895881652832,1975-08-27
2.2927684783935547,1975-08-28
2.3246138095855713,1975-08-29
2.2768473625183105,1975-09-02
2.3341667652130127,1975-09-03
2.356456995010376,1975-09-04
2.366010904312134,1975-09-05
2.366010904312134,1975-09-08
2.315061092376709,1975-09-09
2.251373529434204,1975-09-10
2.2481870651245117,1975-09-11
2.2577402591705322,1975-09-12
2.251373529434204,1975-09-15
2.2386343479156494,1975-09-16
2.2481870651245117,1975-09-17
2.2768473625183105,1975-09-18
2.3246138095855713,1975-09-19
2.2991385459899902,1975-09-22
2.3055081367492676,1975-09-23
2.318941593170166,1975-09-24
2.267764091491699,1975-09-25
2.251771926879883,1975-09-26
2.2037930488586426,1975-09-29
2.1558151245117188,1975-09-30
2.1366238594055176,1975-10-01
2.178206205368042,1975-10-02
2.229381799697876,1975-10-03
2.267764091491699,1975-10-06
2.2773611545562744,1975-10-07
2.28055739402771,1975-10-08
2.3157436847686768,1975-10-09
2.2965517044067383,1975-10-10
2.3093457221984863,1975-10-13
2.3253371715545654,1975-10-14
2.2965517044067383,1975-10-15
2.3093457221984863,1975-10-16
2.3061463832855225,1975-10-17
2.3093457221984863,1975-10-20
2.318941593170166,1975-10-21
2.3765132427215576,1975-10-22
2.4085004329681396,1975-10-23
2.344529628753662,1975-10-24
2.344529628753662,1975-10-27
2.350926160812378,1975-10-28
2.3093457221984863,1975-10-29
2.318941593170166,1975-10-30
2.3157436847686768,1975-10-31
2.267764091491699,1975-11-03
2.2869553565979004,1975-11-04
2.3157436847686768,1975-11-05
2.3157436847686768,1975-11-06
2.334934711456299,1975-11-07
2.338132858276367,1975-11-10
2.328535795211792,1975-11-11
2.3477277755737305,1975-11-12
2.373316764831543,1975-11-13
2.3541250228881836,1975-11-14
2.4021031856536865,1975-11-17
2.4021031856536865,1975-11-18
2.3925087451934814,1975-11-19
2.3541250228881836,1975-11-20
2.3093457221984863,1975-11-21
2.334934711456299,1975-11-24
2.344529628753662,1975-11-25
2.318941593170166,1975-11-26
2.328535795211792,1975-11-28
2.328535795211792,1975-12-01
2.3029463291168213,1975-12-02
2.261366367340088,1975-12-03
2.267764091491699,1975-12-04
2.251771926879883,1975-12-05
2.261366367340088,1975-12-08
