WOR,Date
0.4317721128463745,1980-03-17
0.4474729001522064,1980-03-18
0.4474729001522064,1980-03-19
0.4474729001522064,1980-03-20
0.43962281942367554,1980-03-21
0.42392200231552124,1980-03-24
0.41607141494750977,1980-03-25
0.41607141494750977,1980-03-26
0.400370717048645,1980-03-27
0.4317721128463745,1980-03-28
0.43962281942367554,1980-03-31
0.4474729001522064,1980-04-01
0.4631738066673279,1980-04-02
0.48672544956207275,1980-04-03
0.47887474298477173,1980-04-07
0.47102460265159607,1980-04-08
0.47887474298477173,1980-04-09
0.4749494194984436,1980-04-10
0.4749494194984436,1980-04-11
0.47102460265159607,1980-04-14
0.47102460265159607,1980-04-15
0.43962281942367554,1980-04-16
0.43962281942367554,1980-04-17
0.4474729001522064,1980-04-18
0.43962281942367554,1980-04-21
0.42392200231552124,1980-04-22
0.4317721128463745,1980-04-23
0.4553234279155731,1980-04-24
0.4474729001522064,1980-04-25
0.4474729001522064,1980-04-28
0.4474729001522064,1980-04-29
0.43962281942367554,1980-04-30
0.43962281942367554,1980-05-01
0.43962281942367554,1980-05-02
0.4317721128463745,1980-05-05
0.4317721128463745,1980-05-06
0.4317721128463745,1980-05-07
0.4317721128463745,1980-05-08
0.4474729001522064,1980-05-09
0.4553234279155731,1980-05-12
0.4631738066673279,1980-05-13
0.47102460265159607,1980-05-14
0.47102460265159607,1980-05-15
0.47102460265159607,1980-05-16
0.47887474298477173,1980-05-19
0.47887474298477173,1980-05-20
0.47102460265159607,1980-05-21
0.47102460265159607,1980-05-22
0.48672544956207275,1980-05-23
0.47102460265159607,1980-05-27
0.47102460265159607,1980-05-28
0.47102460265159607,1980-05-29
0.4749494194984436,1980-05-30
0.4749494194984436,1980-06-02
0.47102460265159607,1980-06-03
0.47102460265159607,1980-06-04
0.47102460265159607,1980-06-05
0.47102460265159607,1980-06-06
0.47102460265159607,1980-06-09
0.47102460265159607,1980-06-10
0.4749494194984436,1980-06-11
0.4945755898952484,1980-06-12
0.5181271433830261,1980-06-13
0.5259770750999451,1980-06-16
0.5338277220726013,1980-06-17
0.5259770750999451,1980-06-18
0.5259770750999451,1980-06-19
0.5259770750999451,1980-06-20
0.5259770750999451,1980-06-23
0.5181271433830261,1980-06-24
0.5416778326034546,1980-06-25
0.5613041520118713,1980-06-26
0.5652292966842651,1980-06-27
0.5573786497116089,1980-06-30
0.5652292966842651,1980-07-01
0.5652292966842651,1980-07-02
0.5652292966842651,1980-07-03
0.5691547393798828,1980-07-07
0.573079526424408,1980-07-08
0.573079526424408,1980-07-09
0.5652292966842651,1980-07-10
0.5652292966842651,1980-07-11
0.573079526424408,1980-07-14
0.6005560159683228,1980-07-15
0.6084064841270447,1980-07-16
0.6280325651168823,1980-07-17
0.6476585268974304,1980-07-18
0.6515836715698242,1980-07-21
0.6437330842018127,1980-07-22
0.6280325651168823,1980-07-23
0.6241072416305542,1980-07-24
0.6241072416305542,1980-07-25
0.6044812798500061,1980-07-28
0.6044812798500061,1980-07-29
0.6044812798500061,1980-07-30
0.5927054286003113,1980-07-31
0.5927054286003113,1980-08-01
0.5927054286003113,1980-08-04
0.5927054286003113,1980-08-05
0.5966309905052185,1980-08-06
0.5927054286003113,1980-08-07
0.6044812798500061,1980-08-08
0.6123316884040833,1980-08-11
0.6162569522857666,1980-08-12
0.6437330842018127,1980-08-13
0.6594338417053223,1980-08-14
0.6594338417053223,1980-08-15
0.6437330842018127,1980-08-18
0.6437330842018127,1980-08-19
0.6437330842018127,1980-08-20
0.6476585268974304,1980-08-21
0.6555086374282837,1980-08-22
0.6555086374282837,1980-08-25
0.6515836715698242,1980-08-26
0.6515836715698242,1980-08-27
0.6515836715698242,1980-08-28
0.6476585268974304,1980-08-29
0.6476585268974304,1980-09-02
0.6515836715698242,1980-09-03
0.6555086374282837,1980-09-04
0.6672840118408203,1980-09-05
0.6672840118408203,1980-09-08
0.6672840118408203,1980-09-09
0.67513507604599,1980-09-10
0.6829853653907776,1980-09-11
0.7104618549346924,1980-09-12
0.726162314414978,1980-09-15
0.7457883954048157,1980-09-16
0.7457883954048157,1980-09-17
0.7497137784957886,1980-09-18
0.7497137784957886,1980-09-19
0.7457883954048157,1980-09-22
0.7457883954048157,1980-09-23
0.7379383444786072,1980-09-24
0.7379383444786072,1980-09-25
0.7379383444786072,1980-09-26
0.7104618549346924,1980-09-29
0.7065367102622986,1980-09-30
0.7065367102622986,1980-10-01
0.7065367102622986,1980-10-02
0.7065367102622986,1980-10-03
0.7065367102622986,1980-10-06
0.6986861228942871,1980-10-07
0.6869108080863953,1980-10-08
0.6712095737457275,1980-10-09
0.67513507604599,1980-10-10
0.6790596842765808,1980-10-13
0.67513507604599,1980-10-14
0.6594338417053223,1980-10-15
0.6515836715698242,1980-10-16
0.635882556438446,1980-10-17
0.635882556438446,1980-10-20
0.6319575309753418,1980-10-21
0.635882556438446,1980-10-22
0.6241072416305542,1980-10-23
0.6201819777488708,1980-10-24
0.6162569522857666,1980-10-27
0.6162569522857666,1980-10-28
0.6515836715698242,1980-10-29
0.6437330842018127,1980-10-30
0.6437330842018127,1980-10-31
0.6437330842018127,1980-11-03
0.6594338417053223,1980-11-05
0.6515836715698242,1980-11-06
0.6437330842018127,1980-11-07
0.635882556438446,1980-11-10
0.635882556438446,1980-11-11
0.6398081183433533,1980-11-12
0.6633598208427429,1980-11-13
0.7183119654655457,1980-11-14
0.7300878763198853,1980-11-17
0.7379383444786072,1980-11-18
0.7536386251449585,1980-11-19
0.7536386251449585,1980-11-20
0.7143867611885071,1980-11-21
0.7065367102622986,1980-11-24
0.6986861228942871,1980-11-25
0.6947606801986694,1980-11-26
0.6947606801986694,1980-11-28
0.67513507604599,1980-12-01
0.6594338417053223,1980-12-02
0.6555086374282837,1980-12-03
0.6555086374282837,1980-12-04
0.6476585268974304,1980-12-05
0.6044812798500061,1980-12-08
0.6123316884040833,1980-12-09
0.6201819777488708,1980-12-10
0.5966309905052185,1980-12-11
0.6084064841270447,1980-12-12
0.6084064841270447,1980-12-15
0.6201819777488708,1980-12-16
0.6280325651168823,1980-12-17
0.6241072416305542,1980-12-18
0.6280325651168823,1980-12-19
0.6280325651168823,1980-12-22
0.6201819777488708,1980-12-23
0.6123316884040833,1980-12-24
0.6162569522857666,1980-12-26
0.6162569522857666,1980-12-29
0.6162569522857666,1980-12-30
0.6201819777488708,1980-12-31
0.6241072416305542,1981-01-02
0.6515836715698242,1981-01-05
0.6986861228942871,1981-01-06
0.6594338417053223,1981-01-07
0.6398081183433533,1981-01-08
0.635882556438446,1981-01-09
0.6437330842018127,1981-01-12
0.635882556438446,1981-01-13
0.6319575309753418,1981-01-14
0.6319575309753418,1981-01-15
0.635882556438446,1981-01-16
0.635882556438446,1981-01-19
0.6319575309753418,1981-01-20
0.6201819777488708,1981-01-21
0.6201819777488708,1981-01-22
0.6201819777488708,1981-01-23
0.6123316884040833,1981-01-26
0.6123316884040833,1981-01-27
0.6201819777488708,1981-01-28
0.6201819777488708,1981-01-29
0.6201819777488708,1981-01-30
0.6123316884040833,1981-02-02
0.6162569522857666,1981-02-03
0.6201819777488708,1981-02-04
0.6123316884040833,1981-02-05
0.6123316884040833,1981-02-06
0.6162569522857666,1981-02-09
0.6044812798500061,1981-02-10
0.6044812798500061,1981-02-11
0.6044812798500061,1981-02-12
0.6044812798500061,1981-02-13
0.5887802243232727,1981-02-17
0.5887802243232727,1981-02-18
0.5927054286003113,1981-02-19
0.5966309905052185,1981-02-20
0.5966309905052185,1981-02-23
0.5966309905052185,1981-02-24
0.5966309905052185,1981-02-25
0.5966309905052185,1981-02-26
0.5966309905052185,1981-02-27
0.5966309905052185,1981-03-02
0.6162569522857666,1981-03-03
0.6672840118408203,1981-03-04
0.6633598208427429,1981-03-05
0.6476585268974304,1981-03-06
0.6594338417053223,1981-03-09
0.6633598208427429,1981-03-10
0.6633598208427429,1981-03-11
0.67513507604599,1981-03-12
0.6986861228942871,1981-03-13
0.6986861228942871,1981-03-16
0.7026113271713257,1981-03-17
0.7026113271713257,1981-03-18
0.6908356547355652,1981-03-19
0.6908356547355652,1981-03-20
0.6908356547355652,1981-03-23
0.6908356547355652,1981-03-24
0.6947606801986694,1981-03-25
0.7065367102622986,1981-03-26
0.7065367102622986,1981-03-27
0.7065367102622986,1981-03-30
0.7065367102622986,1981-03-31
0.7065367102622986,1981-04-01
0.7143867611885071,1981-04-02
0.7222375273704529,1981-04-03
0.7183119654655457,1981-04-06
0.7143867611885071,1981-04-07
0.7143867611885071,1981-04-08
0.7222375273704529,1981-04-09
0.7222375273704529,1981-04-10
0.7222375273704529,1981-04-13
0.7300878763198853,1981-04-14
0.7536386251449585,1981-04-15
0.7771902680397034,1981-04-16
0.7536386251449585,1981-04-20
0.7536386251449585,1981-04-21
0.7536386251449585,1981-04-22
0.7536386251449585,1981-04-23
0.7575643062591553,1981-04-24
