DPZ,Date
11.93985366821289,2006-02-01
11.949280738830566,2006-02-02
12.029412269592285,2006-02-03
12.114263534545898,2006-02-06
12.170825004577637,2006-02-07
12.085978507995605,2006-02-08
12.184968948364258,2006-02-09
12.142541885375977,2006-02-10
12.326377868652344,2006-02-13
12.39237117767334,2006-02-14
12.420652389526367,2006-02-15
12.406509399414062,2006-02-16
12.39237117767334,2006-02-17
12.255671501159668,2006-02-21
12.250958442687988,2006-02-22
12.161398887634277,2006-02-23
12.114263534545898,2006-02-24
12.208532333374023,2006-02-27
12.019986152648926,2006-02-28
12.36880111694336,2006-03-01
12.481929779052734,2006-03-02
12.397083282470703,2006-03-03
12.411224365234375,2006-03-06
12.029412269592285,2006-03-07
12.208532333374023,2006-03-08
12.326377868652344,2006-03-09
12.359370231628418,2006-03-10
12.7003173828125,2006-03-13
13.008119583129883,2006-03-14
13.244893074035645,2006-03-15
13.439042091369629,2006-03-16
13.31591796875,2006-03-17
13.33012580871582,2006-03-20
13.145448684692383,2006-03-21
13.505338668823242,2006-03-22
13.533750534057617,2006-03-23
13.45798397064209,2006-03-24
13.415367126464844,2006-03-27
13.448514938354492,2006-03-28
13.614250183105469,2006-03-29
13.495869636535645,2006-03-30
13.519546508789062,2006-03-31
13.552691459655762,2006-04-03
13.263833045959473,2006-04-04
13.197537422180176,2006-04-05
13.159653663635254,2006-04-06
13.069684028625488,2006-04-07
12.913413047790527,2006-04-10
12.705059051513672,2006-04-11
12.88973617553711,2006-04-12
12.832914352416992,2006-04-13
12.870797157287598,2006-04-17
13.117037773132324,2006-04-18
13.22595500946045,2006-04-19
13.278040885925293,2006-04-20
13.036535263061523,2006-04-21
12.880269050598145,2006-04-24
12.880269050598145,2006-04-25
13.069684028625488,2006-04-26
12.477761268615723,2006-04-27
12.46828842163086,2006-04-28
11.97107219696045,2006-05-01
11.99474811553955,2006-05-02
12.098930358886719,2006-05-03
12.321487426757812,2006-05-04
12.458819389343262,2006-05-05
12.51563835144043,2006-05-08
12.463550567626953,2006-05-09
12.307284355163574,2006-05-10
12.108397483825684,2006-05-11
11.786394119262695,2006-05-12
11.862161636352539,2006-05-15
11.956866264343262,2006-05-16
11.97107219696045,2006-05-17
11.786394119262695,2006-05-18
11.724830627441406,2006-05-19
11.5733003616333,2006-05-22
11.459649085998535,2006-05-23
11.421762466430664,2006-05-24
11.506999015808105,2006-05-25
11.5733003616333,2006-05-26
11.161319732666016,2006-05-30
11.213408470153809,2006-05-31
11.601710319519043,2006-06-01
11.63012409210205,2006-06-02
11.270230293273926,2006-06-05
11.274970054626465,2006-06-06
11.279701232910156,2006-06-07
11.317587852478027,2006-06-08
11.317587852478027,2006-06-09
11.028726577758789,2006-06-12
10.99540901184082,2006-06-13
10.976369857788086,2006-06-14
11.480917930603027,2006-06-15
11.209600448608398,2006-06-16
10.933528900146484,2006-06-19
11.090605735778809,2006-06-20
11.238167762756348,2006-06-21
11.095365524291992,2006-06-22
11.08108901977539,2006-06-23
11.385719299316406,2006-06-26
11.352402687072754,2006-06-27
11.21436882019043,2006-06-28
11.809354782104492,2006-06-29
11.77603530883789,2006-06-30
11.685593605041504,2006-07-03
11.595154762268066,2006-07-05
11.714154243469238,2006-07-06
11.590398788452148,2006-07-07
11.666555404663086,2006-07-10
11.661796569824219,2006-07-11
11.385719299316406,2006-07-12
11.090605735778809,2006-07-13
10.98589038848877,2006-07-14
11.028727531433105,2006-07-17
11.085845947265625,2006-07-18
11.366677284240723,2006-07-19
10.39565658569336,2006-07-20
10.590815544128418,2006-07-21
10.709811210632324,2006-07-24
10.852611541748047,2006-07-25
10.690774917602539,2006-07-26
10.614612579345703,2006-07-27
10.676492691040039,2006-07-28
10.824049949645996,2006-07-31
10.709811210632324,2006-08-01
10.943047523498535,2006-08-02
11.171523094177246,2006-08-03
11.195328712463379,2006-08-04
11.219123840332031,2006-08-07
11.066804885864258,2006-08-08
10.947808265686035,2006-08-09
11.190567016601562,2006-08-10
11.190567016601562,2006-08-11
11.12868595123291,2006-08-14
11.48568058013916,2006-08-15
11.457122802734375,2006-08-16
11.766511917114258,2006-08-17
11.676076889038086,2006-08-18
11.557079315185547,2006-08-21
11.457122802734375,2006-08-22
11.542798042297363,2006-08-23
11.271483421325684,2006-08-24
11.095365524291992,2006-08-25
11.314326286315918,2006-08-28
11.447601318359375,2006-08-29
11.5999174118042,2006-08-30
11.637998580932617,2006-08-31
11.666555404663086,2006-09-01
11.661796569824219,2006-09-05
11.642759323120117,2006-09-06
11.423799514770508,2006-09-07
11.604681968688965,2006-09-08
11.652280807495117,2006-09-11
12.071146965026855,2006-09-12
12.052021026611328,2006-09-13
12.272016525268555,2006-09-14
12.362886428833008,2006-09-15
11.956368446350098,2006-09-18
11.932455062866211,2006-09-19
12.338970184326172,2006-09-20
11.980283737182617,2006-09-21
11.913323402404785,2006-09-22
12.324625968933105,2006-09-25
12.334192276000977,2006-09-26
12.233755111694336,2006-09-27
12.224190711975098,2006-09-28
12.267233848571777,2006-09-29
12.22897720336914,2006-10-02
12.448969841003418,2006-10-03
12.798096656799316,2006-10-04
12.888967514038086,2006-10-05
12.77418327331543,2006-10-06
12.659399032592773,2006-10-09
12.511144638061523,2006-10-10
12.224190711975098,2006-10-11
12.678535461425781,2006-10-12
12.621139526367188,2006-10-13
12.960704803466797,2006-10-16
12.769397735595703,2006-10-17
12.764617919921875,2006-10-18
12.668965339660645,2006-10-19
12.673752784729004,2006-10-20
12.75505256652832,2006-10-23
12.798096656799316,2006-10-24
13.00853157043457,2006-10-25
13.056355476379395,2006-10-26
12.855488777160645,2006-10-27
13.065917015075684,2006-10-30
12.9989652633667,2006-10-31
12.826789855957031,2006-11-01
12.597228050231934,2006-11-02
12.425058364868164,2006-11-03
12.879399299621582,2006-11-06
12.893747329711914,2006-11-07
13.051572799682617,2006-11-08
12.927227973937988,2006-11-09
13.1185302734375,2006-11-10
13.032443046569824,2006-11-13
13.051572799682617,2006-11-14
13.166352272033691,2006-11-15
13.252440452575684,2006-11-16
13.142440795898438,2006-11-17
13.199830055236816,2006-11-20
13.18069839477539,2006-11-21
13.28113079071045,2006-11-22
13.4006986618042,2006-11-24
12.955920219421387,2006-11-27
13.11374568939209,2006-11-28
13.333745002746582,2006-11-29
13.132872581481934,2006-11-30
12.86505126953125,2006-12-01
13.11374568939209,2006-12-04
13.070703506469727,2006-12-05
12.89853286743164,2006-12-06
13.046789169311523,2006-12-07
13.032443046569824,2006-12-08
13.061135292053223,2006-12-11
13.042006492614746,2006-12-12
13.114065170288086,2006-12-13
13.214938163757324,2006-12-14
13.330225944519043,2006-12-15
13.402276992797852,2006-12-18
13.392677307128906,2006-12-19
13.440712928771973,2006-12-20
13.286993980407715,2006-12-21
13.349442481994629,2006-12-22
13.459924697875977,2006-12-26
13.623254776000977,2006-12-27
13.618450164794922,2006-12-28
13.45032024383545,2006-12-29
13.469535827636719,2007-01-03
13.623254776000977,2007-01-04
13.45032024383545,2007-01-05
13.45032024383545,2007-01-08
13.69050407409668,2007-01-09
13.748148918151855,2007-01-10
13.901866912841797,2007-01-11
13.88265323638916,2007-01-12
13.820201873779297,2007-01-16
13.829813003540039,2007-01-17
13.825008392333984,2007-01-18
13.786576271057129,2007-01-19
13.815400123596191,2007-01-22
13.757755279541016,2007-01-23
13.834614753723145,2007-01-24
13.743343353271484,2007-01-25
13.743343353271484,2007-01-26
13.656876564025879,2007-01-29
13.661681175231934,2007-01-30
13.724128723144531,2007-01-31
13.69050407409668,2007-02-01
13.887455940246582,2007-02-02
13.77697467803955,2007-02-05
13.786576271057129,2007-02-06
15.554333686828613,2007-02-07
15.34777545928955,2007-02-08
15.251701354980469,2007-02-09
15.232487678527832,2007-02-12
15.285326957702637,2007-02-13
15.256505012512207,2007-02-14
15.357381820678711,2007-02-15
15.395813941955566,2007-02-16
15.415024757385254,2007-02-20
15.515908241271973,2007-02-21
15.515908241271973,2007-02-22
15.34777545928955,2007-02-23
15.227684020996094,2007-02-26
14.929856300354004,2007-02-27
14.824174880981445,2007-02-28
14.973087310791016,2007-03-01
14.809762954711914,2007-03-02
14.632024765014648,2007-03-05
14.809762954711914,2007-03-06
14.857799530029297,2007-03-07
15.021121978759766,2007-03-08
15.059554100036621,2007-03-09
15.131610870361328,2007-03-12
14.81937026977539,2007-03-13
14.84338665008545,2007-03-14
15.126806259155273,2007-03-15
15.035534858703613,2007-03-16
15.28052043914795,2007-03-19
15.357381820678711,2007-03-20
15.338167190551758,2007-03-21
15.299742698669434,2007-03-22
15.410224914550781,2007-03-23
15.37179183959961,2007-03-26
15.37179183959961,2007-03-27
15.37179183959961,2007-03-28
15.415024757385254,2007-03-29
15.597567558288574,2007-03-30
15.837751388549805,2007-04-02
16.087543487548828,2007-04-03
16.111562728881836,2007-04-04
16.101951599121094,2007-04-05
16.12596893310547,2007-04-09
16.121170043945312,2007-04-10
15.929019927978516,2007-04-11
15.929019927978516,2007-04-12
15.900199890136719,2007-04-13
16.169204711914062,2007-04-16
16.09714698791504,2007-04-17
16.154794692993164,2007-04-18
15.669620513916016,2007-04-19
15.97705364227295,2007-04-20
15.953039169311523,2007-04-23
15.708051681518555,2007-04-24
15.76089096069336,2007-04-25
15.880985260009766,2007-04-26
15.813735008239746,2007-04-27
15.4918851852417,2007-04-30
15.660018920898438,2007-05-01
15.405421257019043,2007-05-02
15.366990089416504,2007-05-03
15.54952621459961,2007-05-04
16.17579460144043,2007-05-07
16.365327835083008,2007-05-08
16.579578399658203,2007-05-09
16.274681091308594,2007-05-10
16.48892593383789,2007-05-11
16.653732299804688,2007-05-14
16.431249618530273,2007-05-15
16.390045166015625,2007-05-16
16.184040069580078,2007-05-17
16.14283561706543,2007-05-18
16.233489990234375,2007-05-21
16.307640075683594,2007-05-22
16.208759307861328,2007-05-23
16.13459587097168,2007-05-24
16.17579460144043,2007-05-25
16.126352310180664,2007-05-29
16.027467727661133,2007-05-30
16.16755485534668,2007-05-31
16.233489990234375,2007-06-01
16.38180923461914,2007-06-04
16.324127197265625,2007-06-05
16.151073455810547,2007-06-06
15.928593635559082,2007-06-07
16.035715103149414,2007-06-08
15.879152297973633,2007-06-11
15.739063262939453,2007-06-12
15.722579956054688,2007-06-13
15.508330345153809,2007-06-14
15.508330345153809,2007-06-15
15.351763725280762,2007-06-18
15.541293144226074,2007-06-19
15.384725570678711,2007-06-20
15.104557991027832,2007-06-21
15.13751220703125,2007-06-22
14.832618713378906,2007-06-25
14.865583419799805,2007-06-26
15.0880765914917,2007-06-27
15.129273414611816,2007-06-28
15.055109977722168,2007-06-29
15.145753860473633,2007-07-02
15.186959266662598,2007-07-03
15.343526840209961,2007-07-05
15.49184799194336,2007-07-06
15.458881378173828,2007-07-09
15.219915390014648,2007-07-10
15.434164047241211,2007-07-11
15.516571044921875,2007-07-12
15.483610153198242,2007-07-13
15.401208877563477,2007-07-16
15.343526840209961,2007-07-17
15.153996467590332,2007-07-18
15.26112174987793,2007-07-19
15.0880765914917,2007-07-20
15.063355445861816,2007-07-23
17.47776985168457,2007-07-24
17.065757751464844,2007-07-25
16.44772720336914,2007-07-26
16.068674087524414,2007-07-27
15.895631790161133,2007-07-30
15.78026294708252,2007-07-31
15.631937026977539,2007-08-01
15.67313289642334,2007-08-02
14.610132217407227,2007-08-03
14.873818397521973,2007-08-06
14.634852409362793,2007-08-07
13.967388153076172,2007-08-08
13.019745826721191,2007-08-09
14.115708351135254,2007-08-10
14.552446365356445,2007-08-13
14.329960823059082,2007-08-14
14.000347137451172,2007-08-15
14.494765281677246,2007-08-16
14.601889610290527,2007-08-17
14.577171325683594,2007-08-20
14.453568458557129,2007-08-21
14.676051139831543,2007-08-22
14.297001838684082,2007-08-23
14.61837100982666,2007-08-24
14.297001838684082,2007-08-27
13.95090389251709,2007-08-28
14.43708610534668,2007-08-29
14.231075286865234,2007-08-30
14.494765281677246,2007-08-31
14.552446365356445,2007-09-04
14.511250495910645,2007-09-05
14.560688972473145,2007-09-06
14.12395191192627,2007-09-07
13.876739501953125,2007-09-10
14.033309936523438,2007-09-11
13.868498802185059,2007-09-12
13.852019309997559,2007-09-13
13.959149360656738,2007-09-14
13.720173835754395,2007-09-17
14.173395156860352,2007-09-18
14.470046043395996,2007-09-19
14.165154457092285,2007-09-20
14.15691089630127,2007-09-21
13.876739501953125,2007-09-24
13.654253959655762,2007-09-25
13.777853965759277,2007-09-26
13.720173835754395,2007-09-27
13.670736312866211,2007-09-28
14.148673057556152,2007-10-01
14.214595794677734,2007-10-02
14.214595794677734,2007-10-03
13.959149360656738,2007-10-04
14.181632041931152,2007-10-05
13.917941093444824,2007-10-08
13.959149360656738,2007-10-09
13.909704208374023,2007-10-10
13.852019309997559,2007-10-11
13.802579879760742,2007-10-12
13.646013259887695,2007-10-15
11.775455474853516,2007-10-16
12.055624961853027,2007-10-17
12.146265983581543,2007-10-18
11.915538787841797,2007-10-19
11.932019233703613,2007-10-22
12.376997947692871,2007-10-23
12.60772705078125,2007-10-24
12.500606536865234,2007-10-25
12.508843421936035,2007-10-26
12.21219539642334,2007-10-29
12.096827507019043,2007-10-30
12.723091125488281,2007-10-31
12.40172004699707,2007-11-01
12.146265983581543,2007-11-02
11.956742286682129,2007-11-05
11.874338150024414,2007-11-06
11.27279281616211,2007-11-07
11.684812545776367,2007-11-08
11.338715553283691,2007-11-09
11.544722557067871,2007-11-12
11.750731468200684,2007-11-13
11.58592414855957,2007-11-14
11.42111587524414,2007-11-15
11.445840835571289,2007-11-16
11.396397590637207,2007-11-19
11.173907279968262,2007-11-20
10.918457984924316,2007-11-21
11.157425880432129,2007-11-23
11.075023651123047,2007-11-26
10.992620468139648,2007-11-27
11.371674537658691,2007-11-28
11.363434791564941,2007-11-29
11.42111587524414,2007-11-30
11.182147979736328,2007-12-03
10.967899322509766,2007-12-04
10.918457984924316,2007-12-05
11.363434791564941,2007-12-06
11.313993453979492,2007-12-07
11.404638290405273,2007-12-10
11.08326244354248,2007-12-11
11.000861167907715,2007-12-12
10.803089141845703,2007-12-13
10.522920608520508,2007-12-14
10.58060359954834,2007-12-17
10.663006782531738,2007-12-18
10.506441116333008,2007-12-19
10.712447166442871,2007-12-20
10.745410919189453,2007-12-21
11.173907279968262,2007-12-24
11.099746704101562,2007-12-26
11.346952438354492,2007-12-27
10.8442964553833,2007-12-28
10.90197467803955,2007-12-31
10.54764175415039,2008-01-02
9.962575912475586,2008-01-03
9.657683372497559,2008-01-04
9.904892921447754,2008-01-07
9.550556182861328,2008-01-08
9.731846809387207,2008-01-09
10.160344123840332,2008-01-10
9.773048400878906,2008-01-11
9.946096420288086,2008-01-14
9.781290054321289,2008-01-15
9.995540618896484,2008-01-16
9.995540618896484,2008-01-17
9.995540618896484,2008-01-18
10.0285005569458,2008-01-22
11.206872940063477,2008-01-23
10.9266996383667,2008-01-24
10.918457984924316,2008-01-25
10.959661483764648,2008-01-28
10.984379768371582,2008-01-29
10.77837085723877,2008-01-30
11.215107917785645,2008-01-31
11.71777057647705,2008-02-01
11.38815689086914,2008-02-04
11.330472946166992,2008-02-05
11.116226196289062,2008-02-06
11.454079627990723,2008-02-07
11.215107917785645,2008-02-08
11.009101867675781,2008-02-11
11.27279281616211,2008-02-12
11.60240650177002,2008-02-13
11.23159122467041,2008-02-14
11.149187088012695,2008-02-15
11.116226196289062,2008-02-19
11.379918098449707,2008-02-20
11.058540344238281,2008-02-21
10.95141887664795,2008-02-22
10.720687866210938,2008-02-25
11.322235107421875,2008-02-26
11.58592414855957,2008-02-27
11.157425880432129,2008-02-28
10.918457984924316,2008-02-29
10.984379768371582,2008-03-03
10.992620468139648,2008-03-04
11.033824920654297,2008-03-05
10.745410919189453,2008-03-06
10.613561630249023,2008-03-07
10.728927612304688,2008-03-10
10.992620468139648,2008-03-11
11.025583267211914,2008-03-12
11.009101867675781,2008-03-13
10.720687866210938,2008-03-14
10.827816009521484,2008-03-17
11.017339706420898,2008-03-18
11.009101867675781,2008-03-19
11.956742286682129,2008-03-20
12.294591903686523,2008-03-24
