PEG,Date
0.4185068607330322,1980-01-02
0.421242356300354,1980-01-03
0.42397788166999817,1980-01-04
0.42397788166999817,1980-01-07
0.421242356300354,1980-01-08
0.4185068607330322,1980-01-09
0.4185068607330322,1980-01-10
0.41577163338661194,1980-01-11
0.41577163338661194,1980-01-14
0.41577163338661194,1980-01-15
0.4185068607330322,1980-01-16
0.41577163338661194,1980-01-17
0.40756577253341675,1980-01-18
0.3966241478919983,1980-01-21
0.39935949444770813,1980-01-22
0.39935949444770813,1980-01-23
0.3966241478919983,1980-01-24
0.3938887119293213,1980-01-25
0.3938887119293213,1980-01-28
0.39935949444770813,1980-01-29
0.3884182274341583,1980-01-30
0.3911535441875458,1980-01-31
0.3911535441875458,1980-02-01
0.3966241478919983,1980-02-04
0.3884182274341583,1980-02-05
0.3911535441875458,1980-02-06
0.3911535441875458,1980-02-07
0.3938887119293213,1980-02-08
0.3856830596923828,1980-02-11
0.3720061480998993,1980-02-12
0.3747417628765106,1980-02-13
0.3747417628765106,1980-02-14
0.3720061480998993,1980-02-15
0.36106497049331665,1980-02-19
0.36106497049331665,1980-02-20
0.36380013823509216,1980-02-21
0.36380013823509216,1980-02-22
0.3649319112300873,1980-02-25
0.3649319112300873,1980-02-26
0.36210283637046814,1980-02-27
0.3592741787433624,1980-02-28
0.3847341537475586,1980-02-29
0.37624743580818176,1980-03-03
0.36776089668273926,1980-03-04
0.3592741787433624,1980-03-05
0.3564448654651642,1980-03-06
0.3564448654651642,1980-03-07
0.3705895245075226,1980-03-10
0.3819054663181305,1980-03-11
0.3734186589717865,1980-03-12
0.36776089668273926,1980-03-13
0.36776089668273926,1980-03-14
0.36776089668273926,1980-03-17
0.36776089668273926,1980-03-18
0.3734186589717865,1980-03-19
0.36776089668273926,1980-03-20
0.3734186589717865,1980-03-21
0.3649319112300873,1980-03-24
0.3592741787433624,1980-03-25
0.36210283637046814,1980-03-26
0.3564448654651642,1980-03-27
0.3592741787433624,1980-03-28
0.37624743580818176,1980-03-31
0.3847341537475586,1980-04-01
0.3875633776187897,1980-04-02
0.3960501253604889,1980-04-03
0.3960501253604889,1980-04-07
0.3960501253604889,1980-04-08
0.40736544132232666,1980-04-09
0.41302335262298584,1980-04-10
0.41302335262298584,1980-04-11
0.40736544132232666,1980-04-14
0.40170779824256897,1980-04-15
0.4243393838405609,1980-04-16
0.4271683394908905,1980-04-17
0.42999711632728577,1980-04-18
0.4271683394908905,1980-04-21
0.4384841322898865,1980-04-22
0.44697073101997375,1980-04-23
0.4554575979709625,1980-04-24
0.44979986548423767,1980-04-25
0.44979986548423767,1980-04-28
0.44979986548423767,1980-04-29
0.4526287019252777,1980-04-30
0.44979986548423767,1980-05-01
0.44697073101997375,1980-05-02
0.44979986548423767,1980-05-05
0.44697073101997375,1980-05-06
0.45828601717948914,1980-05-07
0.4639444351196289,1980-05-08
0.46111539006233215,1980-05-09
0.4639444351196289,1980-05-12
0.46677327156066895,1980-05-13
0.4696023464202881,1980-05-14
0.4696023464202881,1980-05-15
0.4696023464202881,1980-05-16
0.45828601717948914,1980-05-19
0.45828601717948914,1980-05-20
0.4554575979709625,1980-05-21
0.4554575979709625,1980-05-22
0.4526287019252777,1980-05-23
0.457406610250473,1980-05-27
0.46614691615104675,1980-05-28
0.46614691615104675,1980-05-29
0.46906036138534546,1980-05-30
0.46614691615104675,1980-06-02
0.46323350071907043,1980-06-03
0.46614691615104675,1980-06-04
0.460319846868515,1980-06-05
0.460319846868515,1980-06-06
0.460319846868515,1980-06-09
0.457406610250473,1980-06-10
0.46323350071907043,1980-06-11
0.46614691615104675,1980-06-12
0.46614691615104675,1980-06-13
0.4748869836330414,1980-06-16
0.47780054807662964,1980-06-17
0.4836275577545166,1980-06-18
0.4748869836330414,1980-06-19
0.4748869836330414,1980-06-20
0.4719732999801636,1980-06-23
0.4719732999801636,1980-06-24
0.47780054807662964,1980-06-25
0.4865410327911377,1980-06-26
0.4865410327911377,1980-06-27
0.4807138741016388,1980-06-30
0.4836275577545166,1980-07-01
0.47780054807662964,1980-07-02
0.4865410327911377,1980-07-03
0.4865410327911377,1980-07-07
0.4836275577545166,1980-07-08
0.4807138741016388,1980-07-09
0.4807138741016388,1980-07-10
0.4807138741016388,1980-07-11
0.4807138741016388,1980-07-14
0.4836275577545166,1980-07-15
0.4865410327911377,1980-07-16
0.4807138741016388,1980-07-17
0.47780054807662964,1980-07-18
0.4748869836330414,1980-07-21
0.4807138741016388,1980-07-22
0.46906036138534546,1980-07-23
0.4719732999801636,1980-07-24
0.46614691615104675,1980-07-25
0.46614691615104675,1980-07-28
0.46906036138534546,1980-07-29
0.46614691615104675,1980-07-30
0.46614691615104675,1980-07-31
0.460319846868515,1980-08-01
0.45157966017723083,1980-08-04
0.4486664831638336,1980-08-05
0.44575271010398865,1980-08-06
0.4428393244743347,1980-08-07
0.44575271010398865,1980-08-08
0.4486664831638336,1980-08-11
0.4486664831638336,1980-08-12
0.4486664831638336,1980-08-13
0.45157966017723083,1980-08-14
0.45449307560920715,1980-08-15
0.4486664831638336,1980-08-18
0.45449307560920715,1980-08-19
0.45157966017723083,1980-08-20
0.45157966017723083,1980-08-21
0.45449307560920715,1980-08-22
0.45449307560920715,1980-08-25
0.4486664831638336,1980-08-26
0.4486664831638336,1980-08-27
0.45157966017723083,1980-08-28
0.460319846868515,1980-08-29
0.45923927426338196,1980-09-02
0.4652426540851593,1980-09-03
0.46824413537979126,1980-09-04
0.462240993976593,1980-09-05
0.45623764395713806,1980-09-08
0.45923927426338196,1980-09-09
0.45623764395713806,1980-09-10
0.4532359540462494,1980-09-11
0.45623764395713806,1980-09-12
0.4532359540462494,1980-09-15
0.4472334682941437,1980-09-16
0.45023462176322937,1980-09-17
0.45623764395713806,1980-09-18
0.45623764395713806,1980-09-19
0.45023462176322937,1980-09-22
0.4472334682941437,1980-09-23
0.444231778383255,1980-09-24
0.43822842836380005,1980-09-25
0.43822842836380005,1980-09-26
0.42922377586364746,1980-09-29
0.4322252571582794,1980-09-30
0.4322252571582794,1980-10-01
0.42922377586364746,1980-10-02
0.42922377586364746,1980-10-03
0.43822842836380005,1980-10-06
0.444231778383255,1980-10-07
0.4472334682941437,1980-10-08
0.444231778383255,1980-10-09
0.444231778383255,1980-10-10
0.444231778383255,1980-10-13
0.444231778383255,1980-10-14
0.4472334682941437,1980-10-15
0.444231778383255,1980-10-16
