FWONK,Date
37.50245666503906,2017-10-31
37.817108154296875,2017-11-01
37.413963317871094,2017-11-02
37.23697280883789,2017-11-03
38.07276153564453,2017-11-06
37.374629974365234,2017-11-07
36.92232131958008,2017-11-08
36.804325103759766,2017-11-09
36.82399368286133,2017-11-10
36.165191650390625,2017-11-13
35.5162239074707,2017-11-14
35.55555725097656,2017-11-15
36.21435546875,2017-11-16
38.062931060791016,2017-11-17
37.93510437011719,2017-11-20
38.190757751464844,2017-11-21
38.37758255004883,2017-11-22
38.21042251586914,2017-11-24
36.61750030517578,2017-11-27
36.21435546875,2017-11-28
36.78466033935547,2017-11-29
35.79154586791992,2017-11-30
35.250736236572266,2017-12-01
34.39527893066406,2017-12-04
33.34316635131836,2017-12-05
32.949851989746094,2017-12-06
34.139625549316406,2017-12-07
34.05113220214844,2017-12-08
34.76892852783203,2017-12-11
35.142574310302734,2017-12-12
34.621437072753906,2017-12-13
34.473941802978516,2017-12-14
34.73942947387695,2017-12-15
34.93608856201172,2017-12-18
35.142574310302734,2017-12-19
33.490657806396484,2017-12-20
34.18878936767578,2017-12-21
33.79547882080078,2017-12-22
33.6086540222168,2017-12-26
33.736480712890625,2017-12-27
34.11996078491211,2017-12-28
33.588985443115234,2017-12-29
34.22812271118164,2018-01-02
33.63814926147461,2018-01-03
32.713863372802734,2018-01-04
33.54965591430664,2018-01-05
33.598819732666016,2018-01-08
32.98918533325195,2018-01-09
32.753196716308594,2018-01-10
33.17600631713867,2018-01-11
34.1592903137207,2018-01-12
34.316619873046875,2018-01-16
34.99508285522461,2018-01-17
35.21140670776367,2018-01-18
35.87020492553711,2018-01-19
36.68633270263672,2018-01-22
36.79449462890625,2018-01-23
37.46312713623047,2018-01-24
36.90265655517578,2018-01-25
36.981319427490234,2018-01-26
36.568336486816406,2018-01-29
37.33530044555664,2018-01-30
37.05997848510742,2018-01-31
38.17108917236328,2018-02-01
38.00393295288086,2018-02-02
36.64699935913086,2018-02-05
35.94886779785156,2018-02-06
35.398231506347656,2018-02-07
34.031463623046875,2018-02-08
33.431663513183594,2018-02-09
34.21828842163086,2018-02-12
33.85447311401367,2018-02-13
34.05113220214844,2018-02-14
33.99213409423828,2018-02-15
34.32645034790039,2018-02-16
34.59193801879883,2018-02-20
34.00196838378906,2018-02-21
33.834808349609375,2018-02-22
33.7659797668457,2018-02-23
34.01179885864258,2018-02-26
33.27433776855469,2018-02-27
32.379547119140625,2018-02-28
31.366764068603516,2018-03-01
32.31071853637695,2018-03-02
31.45526123046875,2018-03-05
