LRCX,Date
1.705298900604248,1985-09-06
1.705298900604248,1985-09-09
1.5371708869934082,1985-09-10
1.4651150703430176,1985-09-11
1.5131527185440063,1985-09-12
1.4651150703430176,1985-09-13
1.4891340732574463,1985-09-16
1.4891340732574463,1985-09-17
1.441097617149353,1985-09-18
1.4651150703430176,1985-09-19
1.609225869178772,1985-09-20
1.6572624444961548,1985-09-23
1.5852075815200806,1985-09-24
1.5371708869934082,1985-09-25
1.5131527185440063,1985-09-26
1.5131527185440063,1985-09-30
1.5131527185440063,1985-10-01
1.4651150703430176,1985-10-02
1.4170790910720825,1985-10-03
1.3930611610412598,1985-10-04
1.3450247049331665,1985-10-07
1.3210065364837646,1985-10-08
1.2489511966705322,1985-10-09
1.3210065364837646,1985-10-10
1.3450247049331665,1985-10-11
1.3930611610412598,1985-10-14
1.3690422773361206,1985-10-15
1.4170790910720825,1985-10-16
1.4170790910720825,1985-10-17
1.4891340732574463,1985-10-18
1.5131527185440063,1985-10-21
1.609225869178772,1985-10-22
1.5852075815200806,1985-10-23
1.6572624444961548,1985-10-24
1.6812801361083984,1985-10-25
1.6332441568374634,1985-10-28
1.609225869178772,1985-10-29
1.6332441568374634,1985-10-30
1.6332441568374634,1985-10-31
1.609225869178772,1985-11-01
1.561189889907837,1985-11-04
1.561189889907837,1985-11-05
1.5371708869934082,1985-11-06
1.5371708869934082,1985-11-07
1.5131527185440063,1985-11-08
1.561189889907837,1985-11-11
1.4891340732574463,1985-11-12
1.4891340732574463,1985-11-13
1.5371708869934082,1985-11-14
1.561189889907837,1985-11-15
1.5371708869934082,1985-11-18
1.561189889907837,1985-11-19
1.6572624444961548,1985-11-20
1.6812801361083984,1985-11-21
1.6812801361083984,1985-11-22
1.6812801361083984,1985-11-25
1.705298900604248,1985-11-26
1.705298900604248,1985-11-27
1.705298900604248,1985-11-29
1.705298900604248,1985-12-02
1.729317545890808,1985-12-03
1.801371693611145,1985-12-04
1.77735435962677,1985-12-05
1.753335952758789,1985-12-06
1.753335952758789,1985-12-09
1.705298900604248,1985-12-10
1.729317545890808,1985-12-11
1.729317545890808,1985-12-12
1.729317545890808,1985-12-13
1.729317545890808,1985-12-16
1.729317545890808,1985-12-17
1.729317545890808,1985-12-18
1.729317545890808,1985-12-19
1.729317545890808,1985-12-20
1.705298900604248,1985-12-23
1.753335952758789,1985-12-24
1.729317545890808,1985-12-26
1.8494091033935547,1985-12-27
1.9214637279510498,1985-12-30
1.9454816579818726,1985-12-31
1.9695003032684326,1986-01-02
1.9695003032684326,1986-01-03
1.9214637279510498,1986-01-06
1.9214637279510498,1986-01-07
1.9214637279510498,1986-01-08
1.9454816579818726,1986-01-09
1.8974452018737793,1986-01-10
1.8734278678894043,1986-01-13
1.9454816579818726,1986-01-14
1.8974452018737793,1986-01-15
1.8974452018737793,1986-01-16
1.9695003032684326,1986-01-17
1.9214637279510498,1986-01-20
1.9454816579818726,1986-01-21
1.9454816579818726,1986-01-22
1.8974452018737793,1986-01-23
1.77735435962677,1986-01-24
1.77735435962677,1986-01-27
1.8974452018737793,1986-01-28
1.9454816579818726,1986-01-29
1.9214637279510498,1986-01-30
1.8974452018737793,1986-01-31
1.9454816579818726,1986-02-03
2.0175364017486572,1986-02-04
1.9695003032684326,1986-02-05
2.0415544509887695,1986-02-06
2.1136090755462646,1986-02-07
2.1856651306152344,1986-02-10
2.257720470428467,1986-02-11
2.3297741413116455,1986-02-12
2.353793144226074,1986-02-13
2.3297741413116455,1986-02-14
2.3297741413116455,1986-02-18
2.3057568073272705,1986-02-19
2.3297741413116455,1986-02-20
2.3297741413116455,1986-02-21
2.3057568073272705,1986-02-24
2.3057568073272705,1986-02-25
2.281738042831421,1986-02-26
2.3057568073272705,1986-02-27
2.281738042831421,1986-02-28
2.281738042831421,1986-03-03
2.2096831798553467,1986-03-04
2.161646604537964,1986-03-05
2.0895917415618896,1986-03-06
2.1136090755462646,1986-03-07
2.1136090755462646,1986-03-10
2.1136090755462646,1986-03-11
2.1376283168792725,1986-03-12
2.1376283168792725,1986-03-13
2.161646604537964,1986-03-14
2.065573215484619,1986-03-17
2.161646604537964,1986-03-18
2.2096831798553467,1986-03-19
2.257720470428467,1986-03-20
2.257720470428467,1986-03-21
2.23370099067688,1986-03-24
2.0415544509887695,1986-03-25
2.065573215484619,1986-03-26
2.0175364017486572,1986-03-27
1.9935179948806763,1986-03-31
1.9935179948806763,1986-04-01
1.9935179948806763,1986-04-02
1.9695003032684326,1986-04-03
1.9935179948806763,1986-04-04
1.9935179948806763,1986-04-07
1.9935179948806763,1986-04-08
1.9935179948806763,1986-04-09
1.9935179948806763,1986-04-10
1.9935179948806763,1986-04-11
2.0415544509887695,1986-04-14
2.161646604537964,1986-04-15
2.2096831798553467,1986-04-16
2.2096831798553467,1986-04-17
2.1136090755462646,1986-04-18
2.257720470428467,1986-04-21
2.3297741413116455,1986-04-22
2.3778109550476074,1986-04-23
2.353793144226074,1986-04-24
2.353793144226074,1986-04-25
2.4018304347991943,1986-04-28
2.4258482456207275,1986-04-29
2.3778109550476074,1986-04-30
2.3778109550476074,1986-05-01
2.4018304347991943,1986-05-02
2.3778109550476074,1986-05-05
2.3778109550476074,1986-05-06
2.4258482456207275,1986-05-07
2.5219204425811768,1986-05-08
2.593975305557251,1986-05-09
2.593975305557251,1986-05-12
2.617994546890259,1986-05-13
2.569957971572876,1986-05-14
2.49790358543396,1986-05-15
2.473884105682373,1986-05-16
2.473884105682373,1986-05-19
2.473884105682373,1986-05-20
2.5219204425811768,1986-05-21
2.5219204425811768,1986-05-22
2.5219204425811768,1986-05-23
2.473884105682373,1986-05-27
2.5219204425811768,1986-05-28
2.5219204425811768,1986-05-29
2.473884105682373,1986-05-30
2.23370099067688,1986-06-02
2.2096831798553467,1986-06-03
2.0895917415618896,1986-06-04
2.161646604537964,1986-06-05
2.1856651306152344,1986-06-06
2.0415544509887695,1986-06-09
2.0415544509887695,1986-06-10
2.0415544509887695,1986-06-11
1.9935179948806763,1986-06-12
1.8734278678894043,1986-06-13
1.801371693611145,1986-06-16
1.753335952758789,1986-06-17
1.729317545890808,1986-06-18
1.8974452018737793,1986-06-19
1.801371693611145,1986-06-20
1.801371693611145,1986-06-23
1.6572624444961548,1986-06-24
1.6812801361083984,1986-06-25
1.6332441568374634,1986-06-26
1.6332441568374634,1986-06-27
1.6572624444961548,1986-06-30
1.5852075815200806,1986-07-01
1.6572624444961548,1986-07-02
1.6572624444961548,1986-07-03
1.609225869178772,1986-07-07
1.5852075815200806,1986-07-08
1.6332441568374634,1986-07-09
1.5852075815200806,1986-07-10
1.609225869178772,1986-07-11
1.6572624444961548,1986-07-14
1.5371708869934082,1986-07-15
1.4891340732574463,1986-07-16
1.4891340732574463,1986-07-17
1.5371708869934082,1986-07-18
1.4891340732574463,1986-07-21
1.4891340732574463,1986-07-22
1.5371708869934082,1986-07-23
1.3210065364837646,1986-07-24
1.3690422773361206,1986-07-25
1.3930611610412598,1986-07-28
1.3690422773361206,1986-07-29
1.3450247049331665,1986-07-30
1.3450247049331665,1986-07-31
1.3210065364837646,1986-08-01
1.2969876527786255,1986-08-04
1.2969876527786255,1986-08-05
1.3450247049331665,1986-08-06
1.2969876527786255,1986-08-07
1.3450247049331665,1986-08-08
1.3450247049331665,1986-08-11
1.3690422773361206,1986-08-12
1.3930611610412598,1986-08-13
1.3930611610412598,1986-08-14
1.441097617149353,1986-08-15
1.4170790910720825,1986-08-18
1.441097617149353,1986-08-19
1.4891340732574463,1986-08-20
1.5131527185440063,1986-08-21
1.561189889907837,1986-08-22
1.5131527185440063,1986-08-25
1.5371708869934082,1986-08-26
1.5371708869934082,1986-08-27
1.5371708869934082,1986-08-28
1.5371708869934082,1986-08-29
1.4651150703430176,1986-09-02
1.4170790910720825,1986-09-03
1.4651150703430176,1986-09-04
1.3450247049331665,1986-09-05
1.3450247049331665,1986-09-08
1.2969876527786255,1986-09-09
1.2489511966705322,1986-09-10
1.0327861309051514,1986-09-11
1.0087685585021973,1986-09-12
0.9607318639755249,1986-09-15
0.9847501516342163,1986-09-16
0.9607318639755249,1986-09-17
0.9607318639755249,1986-09-18
0.9607318639755249,1986-09-19
0.9607318639755249,1986-09-22
0.9126957654953003,1986-09-23
0.7685854434967041,1986-09-24
0.888677179813385,1986-09-25
0.888677179813385,1986-09-26
0.9126957654953003,1986-09-29
1.0087685585021973,1986-09-30
0.9847501516342163,1986-10-01
0.9847501516342163,1986-10-02
0.9367135763168335,1986-10-03
0.9607318639755249,1986-10-06
0.9847501516342163,1986-10-07
1.0327861309051514,1986-10-08
1.0568045377731323,1986-10-09
1.128860592842102,1986-10-10
1.1048415899276733,1986-10-13
1.0568045377731323,1986-10-14
1.0568045377731323,1986-10-15
1.1048415899276733,1986-10-16
1.128860592842102,1986-10-17
1.080823302268982,1986-10-20
1.0568045377731323,1986-10-21
1.0568045377731323,1986-10-22
1.0087685585021973,1986-10-23
1.0327861309051514,1986-10-24
1.0087685585021973,1986-10-27
0.9607318639755249,1986-10-28
0.9607318639755249,1986-10-29
0.9847501516342163,1986-10-30
0.9847501516342163,1986-10-31
0.9607318639755249,1986-11-03
0.9126957654953003,1986-11-04
0.9367135763168335,1986-11-05
0.9607318639755249,1986-11-06
0.9367135763168335,1986-11-07
0.9607318639755249,1986-11-10
0.9367135763168335,1986-11-11
0.9847501516342163,1986-11-12
0.9847501516342163,1986-11-13
1.0087685585021973,1986-11-14
1.0087685585021973,1986-11-17
0.9847501516342163,1986-11-18
0.9847501516342163,1986-11-19
0.9607318639755249,1986-11-20
1.0327861309051514,1986-11-21
1.0087685585021973,1986-11-24
0.9607318639755249,1986-11-25
0.9847501516342163,1986-11-26
0.9847501516342163,1986-11-28
0.9607318639755249,1986-12-01
0.9367135763168335,1986-12-02
0.888677179813385,1986-12-03
0.9367135763168335,1986-12-04
0.9367135763168335,1986-12-05
0.888677179813385,1986-12-08
0.864658772945404,1986-12-09
0.888677179813385,1986-12-10
0.888677179813385,1986-12-11
0.9126957654953003,1986-12-12
0.888677179813385,1986-12-15
0.888677179813385,1986-12-16
0.9126957654953003,1986-12-17
0.9126957654953003,1986-12-18
0.888677179813385,1986-12-19
0.8406400680541992,1986-12-22
0.864658772945404,1986-12-23
0.864658772945404,1986-12-24
0.8406400680541992,1986-12-26
0.864658772945404,1986-12-29
0.864658772945404,1986-12-30
0.864658772945404,1986-12-31
0.888677179813385,1987-01-02
0.8406400680541992,1987-01-05
0.888677179813385,1987-01-06
1.1048415899276733,1987-01-07
1.080823302268982,1987-01-08
1.128860592842102,1987-01-09
1.176896572113037,1987-01-12
1.176896572113037,1987-01-13
1.2729694843292236,1987-01-14
1.2729694843292236,1987-01-15
1.2969876527786255,1987-01-16
1.3210065364837646,1987-01-19
1.3210065364837646,1987-01-20
1.3450247049331665,1987-01-21
1.2729694843292236,1987-01-22
1.2489511966705322,1987-01-23
1.2729694843292236,1987-01-26
1.2489511966705322,1987-01-27
1.2729694843292236,1987-01-28
1.2249332666397095,1987-01-29
1.2489511966705322,1987-01-30
1.2009152173995972,1987-02-02
1.2969876527786255,1987-02-03
1.3210065364837646,1987-02-04
1.3450247049331665,1987-02-05
1.2969876527786255,1987-02-06
1.2729694843292236,1987-02-09
1.2009152173995972,1987-02-10
1.176896572113037,1987-02-11
1.2009152173995972,1987-02-12
1.2489511966705322,1987-02-13
1.3210065364837646,1987-02-17
1.3450247049331665,1987-02-18
1.3210065364837646,1987-02-19
1.3210065364837646,1987-02-20
1.2729694843292236,1987-02-23
1.2489511966705322,1987-02-24
1.2729694843292236,1987-02-25
1.3930611610412598,1987-02-26
1.441097617149353,1987-02-27
1.4891340732574463,1987-03-02
1.4651150703430176,1987-03-03
1.5131527185440063,1987-03-04
1.3930611610412598,1987-03-05
1.3690422773361206,1987-03-06
1.3930611610412598,1987-03-09
1.3930611610412598,1987-03-10
1.3930611610412598,1987-03-11
1.4170790910720825,1987-03-12
1.3690422773361206,1987-03-13
1.3930611610412598,1987-03-16
1.3930611610412598,1987-03-17
1.3930611610412598,1987-03-18
1.441097617149353,1987-03-19
1.441097617149353,1987-03-20
1.4891340732574463,1987-03-23
1.4891340732574463,1987-03-24
1.4891340732574463,1987-03-25
1.4651150703430176,1987-03-26
1.4651150703430176,1987-03-27
1.441097617149353,1987-03-30
1.441097617149353,1987-03-31
1.3690422773361206,1987-04-01
1.4170790910720825,1987-04-02
1.3930611610412598,1987-04-03
1.4651150703430176,1987-04-06
1.4891340732574463,1987-04-07
1.441097617149353,1987-04-08
1.4170790910720825,1987-04-09
1.3930611610412598,1987-04-10
1.4170790910720825,1987-04-13
1.3930611610412598,1987-04-14
1.3930611610412598,1987-04-15
1.4891340732574463,1987-04-16
1.4651150703430176,1987-04-20
1.4170790910720825,1987-04-21
1.5371708869934082,1987-04-22
1.4651150703430176,1987-04-23
1.5131527185440063,1987-04-24
1.4651150703430176,1987-04-27
1.6812801361083984,1987-04-28
1.705298900604248,1987-04-29
1.6812801361083984,1987-04-30
1.6572624444961548,1987-05-01
1.6572624444961548,1987-05-04
1.6572624444961548,1987-05-05
1.705298900604248,1987-05-06
1.6812801361083984,1987-05-07
1.77735435962677,1987-05-08
1.77735435962677,1987-05-11
1.801371693611145,1987-05-12
1.8494091033935547,1987-05-13
1.77735435962677,1987-05-14
1.705298900604248,1987-05-15
1.6812801361083984,1987-05-18
1.705298900604248,1987-05-19
1.705298900604248,1987-05-20
1.705298900604248,1987-05-21
1.6572624444961548,1987-05-22
1.6812801361083984,1987-05-26
1.609225869178772,1987-05-27
1.6332441568374634,1987-05-28
1.609225869178772,1987-05-29
1.5852075815200806,1987-06-01
1.561189889907837,1987-06-02
1.561189889907837,1987-06-03
1.5852075815200806,1987-06-04
1.561189889907837,1987-06-05
1.5371708869934082,1987-06-08
1.561189889907837,1987-06-09
1.561189889907837,1987-06-10
1.561189889907837,1987-06-11
1.6572624444961548,1987-06-12
1.729317545890808,1987-06-15
1.705298900604248,1987-06-16
1.801371693611145,1987-06-17
1.8253905773162842,1987-06-18
1.801371693611145,1987-06-19
1.801371693611145,1987-06-22
1.77735435962677,1987-06-23
1.801371693611145,1987-06-24
1.753335952758789,1987-06-25
1.561189889907837,1987-06-26
1.6332441568374634,1987-06-29
1.6332441568374634,1987-06-30
1.5852075815200806,1987-07-01
1.609225869178772,1987-07-02
1.609225869178772,1987-07-06
1.6332441568374634,1987-07-07
1.6332441568374634,1987-07-08
1.705298900604248,1987-07-09
1.705298900604248,1987-07-10
1.6572624444961548,1987-07-13
1.753335952758789,1987-07-14
1.801371693611145,1987-07-15
1.8253905773162842,1987-07-16
1.8734278678894043,1987-07-17
1.8253905773162842,1987-07-20
1.8494091033935547,1987-07-21
1.8494091033935547,1987-07-22
1.77735435962677,1987-07-23
1.729317545890808,1987-07-24
1.6812801361083984,1987-07-27
1.6812801361083984,1987-07-28
1.729317545890808,1987-07-29
1.6812801361083984,1987-07-30
1.729317545890808,1987-07-31
1.6572624444961548,1987-08-03
1.609225869178772,1987-08-04
1.729317545890808,1987-08-05
1.8253905773162842,1987-08-06
2.1856651306152344,1987-08-07
2.1136090755462646,1987-08-10
2.1376283168792725,1987-08-11
2.1376283168792725,1987-08-12
2.1856651306152344,1987-08-13
2.161646604537964,1987-08-14
2.1136090755462646,1987-08-17
2.1136090755462646,1987-08-18
2.1376283168792725,1987-08-19
2.281738042831421,1987-08-20
2.3297741413116455,1987-08-21
2.3297741413116455,1987-08-24
2.281738042831421,1987-08-25
2.2096831798553467,1987-08-26
2.1856651306152344,1987-08-27
2.23370099067688,1987-08-28
2.1856651306152344,1987-08-31
2.161646604537964,1987-09-01
2.1136090755462646,1987-09-02
2.161646604537964,1987-09-03
2.1136090755462646,1987-09-04
2.1136090755462646,1987-09-08
2.0895917415618896,1987-09-09
2.1136090755462646,1987-09-10
2.1136090755462646,1987-09-11
2.0895917415618896,1987-09-14
2.0895917415618896,1987-09-15
2.1376283168792725,1987-09-16
2.1136090755462646,1987-09-17
2.1136090755462646,1987-09-18
2.1136090755462646,1987-09-21
2.1136090755462646,1987-09-22
2.1136090755462646,1987-09-23
2.1136090755462646,1987-09-24
2.1136090755462646,1987-09-25
2.161646604537964,1987-09-28
2.0895917415618896,1987-09-29
2.0895917415618896,1987-09-30
2.0175364017486572,1987-10-01
2.1136090755462646,1987-10-02
2.23370099067688,1987-10-05
2.065573215484619,1987-10-06
2.0175364017486572,1987-10-07
1.9454816579818726,1987-10-08
1.9935179948806763,1987-10-09
1.9214637279510498,1987-10-12
1.9935179948806763,1987-10-13
1.9695003032684326,1987-10-14
1.9214637279510498,1987-10-15
1.8974452018737793,1987-10-16
1.6332441568374634,1987-10-19
1.3210065364837646,1987-10-20
1.3450247049331665,1987-10-21
1.2489511966705322,1987-10-22
1.0087685585021973,1987-10-23
0.7685854434967041,1987-10-26
0.7685854434967041,1987-10-27
0.8166216611862183,1987-10-28
1.128860592842102,1987-10-29
1.2489511966705322,1987-10-30
1.080823302268982,1987-11-02
1.0327861309051514,1987-11-03
1.0327861309051514,1987-11-04
1.0568045377731323,1987-11-05
0.9367135763168335,1987-11-06
0.9607318639755249,1987-11-09
0.9847501516342163,1987-11-10
