NI,Date
3.1002156734466553,1997-12-10
3.0960195064544678,1997-12-11
3.1211912631988525,1997-12-12
3.146362781524658,1997-12-15
3.154752731323242,1997-12-16
3.175729513168335,1997-12-17
3.179924488067627,1997-12-18
3.188314437866211,1997-12-19
3.251242160797119,1997-12-22
3.314167022705078,1997-12-23
3.3099730014801025,1997-12-24
3.318363666534424,1997-12-26
3.3057777881622314,1997-12-29
3.330949544906616,1997-12-30
3.318363666534424,1997-12-31
3.3225579261779785,1998-01-02
3.3351447582244873,1998-01-05
3.326754331588745,1998-01-06
3.3225579261779785,1998-01-07
3.351923704147339,1998-01-08
3.347729444503784,1998-01-09
3.389681100845337,1998-01-12
3.37709641456604,1998-01-13
3.3938755989074707,1998-01-14
3.3938755989074707,1998-01-15
3.427438497543335,1998-01-16
3.448413133621216,1998-01-20
3.4819741249084473,1998-01-21
3.477778434753418,1998-01-22
3.4819741249084473,1998-01-23
3.486170768737793,1998-01-26
3.4903647899627686,1998-01-27
3.4551358222961426,1998-01-28
3.4636054039001465,1998-01-29
3.4593710899353027,1998-01-30
3.4763071537017822,1998-02-02
3.4593710899353027,1998-02-03
3.446667194366455,1998-02-04
3.4509007930755615,1998-02-05
3.4636054039001465,1998-02-06
3.4636054039001465,1998-02-09
3.472073793411255,1998-02-10
3.4805409908294678,1998-02-11
3.484776496887207,1998-02-12
3.442432403564453,1998-02-13
3.501713275909424,1998-02-17
3.505946397781372,1998-02-18
3.4974772930145264,1998-02-19
3.49324369430542,1998-02-20
3.472073793411255,1998-02-23
3.4890079498291016,1998-02-24
3.5144152641296387,1998-02-25
3.4890079498291016,1998-02-26
3.4805409908294678,1998-02-27
3.5313525199890137,1998-03-02
3.5482890605926514,1998-03-03
3.5482890605926514,1998-03-04
3.5144152641296387,1998-03-05
3.582163095474243,1998-03-06
3.599099636077881,1998-03-09
3.6837844848632812,1998-03-10
3.7176597118377686,1998-03-11
3.6668474674224854,1998-03-12
3.675316333770752,1998-03-13
3.6922528743743896,1998-03-16
3.6922528743743896,1998-03-17
3.6922528743743896,1998-03-18
3.7430644035339355,1998-03-19
3.793874979019165,1998-03-20
3.8192787170410156,1998-03-23
3.8192787170410156,1998-03-24
3.844686269760132,1998-03-25
3.7854084968566895,1998-03-26
3.7515344619750977,1998-03-27
3.726125478744507,1998-03-30
3.793874979019165,1998-03-31
3.7769384384155273,1998-04-01
3.8108115196228027,1998-04-02
3.80234432220459,1998-04-03
3.7854084968566895,1998-04-06
3.7345945835113525,1998-04-07
3.7091896533966064,1998-04-08
3.7176597118377686,1998-04-09
3.6922528743743896,1998-04-13
3.700723171234131,1998-04-14
3.675316333770752,1998-04-15
3.6160378456115723,1998-04-16
3.675316333770752,1998-04-17
3.64144229888916,1998-04-20
3.6499106884002686,1998-04-21
3.64144229888916,1998-04-22
3.5906319618225098,1998-04-23
3.5906319618225098,1998-04-24
3.5313525199890137,1998-04-27
3.564173698425293,1998-04-28
3.5556259155273438,1998-04-29
3.666738986968994,1998-04-30
3.61545729637146,1998-05-01
3.5556259155273438,1998-05-04
3.538532257080078,1998-05-05
3.529984712600708,1998-05-06
3.5556259155273438,1998-05-07
3.5898139476776123,1998-05-08
3.598360300064087,1998-05-11
3.564173698425293,1998-05-12
3.529984712600708,1998-05-13
3.5556259155273438,1998-05-14
3.598360300064087,1998-05-15
3.564173698425293,1998-05-18
