FAST,Date
0.03965917229652405,1987-08-20
0.039250340312719345,1987-08-21
0.03965917229652405,1987-08-24
0.041703324764966965,1987-08-25
0.04211214929819107,1987-08-26
0.042520973831415176,1987-08-27
0.042520973831415176,1987-08-28
0.042520973831415176,1987-08-31
0.042520973831415176,1987-09-01
0.04047681391239166,1987-09-02
0.04047681391239166,1987-09-03
0.041703324764966965,1987-09-04
0.04047681391239166,1987-09-08
0.041703324764966965,1987-09-09
0.041703324764966965,1987-09-10
0.041703324764966965,1987-09-11
0.04129449650645256,1987-09-14
0.04660992696881294,1987-09-15
0.04660992696881294,1987-09-16
0.047018758952617645,1987-09-17
0.04660992696881294,1987-09-18
0.04783639311790466,1987-09-21
0.04824524745345116,1987-09-22
0.049062881618738174,1987-09-23
0.049062881618738174,1987-09-24
0.04824524745345116,1987-09-25
0.04783639311790466,1987-09-28
0.04988056793808937,1987-09-29
0.04865406081080437,1987-09-30
0.05151587724685669,1987-10-01
0.05601365119218826,1987-10-02
0.05764901265501976,1987-10-05
0.05846664309501648,1987-10-06
0.05724015459418297,1987-10-07
0.05724015459418297,1987-10-08
0.05560483783483505,1987-10-09
0.05396950989961624,1987-10-12
0.051107071340084076,1987-10-13
0.051107071340084076,1987-10-14
0.050698257982730865,1987-10-15
0.051107071340084076,1987-10-16
0.04129449650645256,1987-10-19
0.039250340312719345,1987-10-20
0.041703324764966965,1987-10-21
0.04333864152431488,1987-10-22
0.04088565334677696,1987-10-23
0.035570837557315826,1987-10-26
0.033934902399778366,1987-10-27
0.03516200929880142,1987-10-28
0.03516200929880142,1987-10-29
0.041703324764966965,1987-10-30
0.041703324764966965,1987-11-02
0.04088565334677696,1987-11-03
0.042520973831415176,1987-11-04
0.04129449650645256,1987-11-05
0.041703324764966965,1987-11-06
0.04211214929819107,1987-11-09
0.04006798565387726,1987-11-10
0.04088565334677696,1987-11-11
0.041703324764966965,1987-11-12
0.04129449650645256,1987-11-13
0.04129449650645256,1987-11-16
0.04006798565387726,1987-11-17
0.04006798565387726,1987-11-18
0.04006798565387726,1987-11-19
0.04006798565387726,1987-11-20
0.04088565334677696,1987-11-23
0.04333864152431488,1987-11-24
0.04333864152431488,1987-11-25
0.04333864152431488,1987-11-27
0.041703324764966965,1987-11-30
0.04211214929819107,1987-12-01
0.04088565334677696,1987-12-02
0.041703324764966965,1987-12-03
0.04047681391239166,1987-12-04
0.04006798565387726,1987-12-07
0.04006798565387726,1987-12-08
0.04088565334677696,1987-12-09
0.04088565334677696,1987-12-10
0.041703324764966965,1987-12-11
0.042520973831415176,1987-12-14
0.04497458413243294,1987-12-15
0.04456576704978943,1987-12-16
0.045792266726493835,1987-12-17
0.047018758952617645,1987-12-18
0.04742755740880966,1987-12-21
0.045792266726493835,1987-12-22
0.04824524745345116,1987-12-23
0.04824524745345116,1987-12-24
0.045792266726493835,1987-12-28
0.045792266726493835,1987-12-29
0.04824524745345116,1987-12-30
0.04824524745345116,1987-12-31
0.04742755740880966,1988-01-04
0.04742755740880966,1988-01-05
0.04824524745345116,1988-01-06
0.04988056793808937,1988-01-07
0.04824524745345116,1988-01-08
0.04783639311790466,1988-01-11
0.04824524745345116,1988-01-12
0.04742755740880966,1988-01-13
0.04783639311790466,1988-01-14
0.04742755740880966,1988-01-15
0.04742755740880966,1988-01-18
0.049062881618738174,1988-01-19
0.04742755740880966,1988-01-20
0.04824524745345116,1988-01-21
0.049062881618738174,1988-01-22
0.049062881618738174,1988-01-25
0.05151587724685669,1988-01-26
0.050698257982730865,1988-01-27
0.05151587724685669,1988-01-28
0.05315122380852699,1988-01-29
0.05233355239033699,1988-02-01
0.05315122380852699,1988-02-02
0.05151587724685669,1988-02-03
0.05315122380852699,1988-02-04
0.05151587724685669,1988-02-05
0.05151587724685669,1988-02-08
0.05233355239033699,1988-02-09
0.05192473903298378,1988-02-10
0.05315122380852699,1988-02-11
0.05151587724685669,1988-02-12
0.05315122380852699,1988-02-16
0.05396950989961624,1988-02-17
0.05315122380852699,1988-02-18
0.054787181317806244,1988-02-19
0.054787181317806244,1988-02-22
0.054787181317806244,1988-02-23
0.05560483783483505,1988-02-24
0.054787181317806244,1988-02-25
0.054787181317806244,1988-02-26
0.054787181317806244,1988-02-29
0.054787181317806244,1988-03-01
0.05519599840044975,1988-03-02
0.05560483783483505,1988-03-03
0.054787181317806244,1988-03-04
0.05315122380852699,1988-03-07
0.05315122380852699,1988-03-08
0.05396950989961624,1988-03-09
0.05315122380852699,1988-03-10
0.05315122380852699,1988-03-11
0.05151587724685669,1988-03-14
0.05315122380852699,1988-03-15
0.05151587724685669,1988-03-16
0.05151587724685669,1988-03-17
0.05151587724685669,1988-03-18
0.05151587724685669,1988-03-21
0.05315122380852699,1988-03-22
0.05151587724685669,1988-03-23
0.05396950989961624,1988-03-24
0.05396950989961624,1988-03-25
0.05151587724685669,1988-03-28
0.05151587724685669,1988-03-29
0.04988056793808937,1988-03-30
0.051107071340084076,1988-03-31
0.04988056793808937,1988-04-04
0.05151587724685669,1988-04-05
0.05151587724685669,1988-04-06
0.04988056793808937,1988-04-07
0.05192473903298378,1988-04-08
0.05233355239033699,1988-04-11
0.05969315394759178,1988-04-12
0.062146157026290894,1988-04-13
0.062146157026290894,1988-04-14
0.06051083281636238,1988-04-15
0.06378207355737686,1988-04-18
0.06541740894317627,1988-04-19
0.06623507291078568,1988-04-20
0.06623507291078568,1988-04-21
0.0695057287812233,1988-04-22
0.0719587430357933,1988-04-25
0.0719587430357933,1988-04-26
0.07032337039709091,1988-04-27
0.06623507291078568,1988-04-28
0.06705274432897568,1988-04-29
0.06541740894317627,1988-05-02
0.06705274432897568,1988-05-03
0.0695057287812233,1988-05-04
0.0695057287812233,1988-05-05
0.0711410641670227,1988-05-06
0.0711410641670227,1988-05-09
0.0719587430357933,1988-05-10
0.07032337039709091,1988-05-11
0.0719587430357933,1988-05-12
0.07032337039709091,1988-05-13
0.0711410641670227,1988-05-16
0.07032337039709091,1988-05-17
0.0719587430357933,1988-05-18
0.07032337039709091,1988-05-19
0.07032337039709091,1988-05-20
0.06868807971477509,1988-05-23
0.06868807971477509,1988-05-24
0.06868807971477509,1988-05-25
0.06868807971477509,1988-05-26
0.07032337039709091,1988-05-27
0.0707322210073471,1988-05-31
0.06868807971477509,1988-06-01
0.0711410641670227,1988-06-02
0.0711410641670227,1988-06-03
0.0711410641670227,1988-06-06
0.06868807971477509,1988-06-07
0.06787041574716568,1988-06-08
0.06705274432897568,1988-06-09
0.06787041574716568,1988-06-10
0.06705274432897568,1988-06-13
0.06787041574716568,1988-06-14
0.0695057287812233,1988-06-15
0.06705274432897568,1988-06-16
0.06705274432897568,1988-06-17
0.06868807971477509,1988-06-20
0.06705274432897568,1988-06-21
0.06787041574716568,1988-06-22
0.06868807971477509,1988-06-23
0.0695057287812233,1988-06-24
0.07032337039709091,1988-06-27
0.0711410641670227,1988-06-28
0.0695057287812233,1988-06-29
0.0719587430357933,1988-06-30
0.07277637720108032,1988-07-01
0.07277637720108032,1988-07-05
0.07441233843564987,1988-07-06
0.08013597130775452,1988-07-07
0.08340725302696228,1988-07-08
0.08422493934631348,1988-07-11
0.08258899301290512,1988-07-12
0.08422493934631348,1988-07-13
0.08422493934631348,1988-07-14
0.08258899301290512,1988-07-15
0.08422493934631348,1988-07-18
0.08422493934631348,1988-07-19
0.0866779088973999,1988-07-20
0.0850425586104393,1988-07-21
0.08340725302696228,1988-07-22
0.0850425586104393,1988-07-25
0.08340725302696228,1988-07-26
0.08258899301290512,1988-07-27
0.08340725302696228,1988-07-28
