META,Date
57.139373779296875,2014-01-06
57.85860824584961,2014-01-07
58.16828155517578,2014-01-08
57.15935516357422,2014-01-09
57.87858963012695,2014-01-10
55.85074234008789,2014-01-13
57.678802490234375,2014-01-14
57.53894805908203,2014-01-15
57.1293830871582,2014-01-16
56.240325927734375,2014-01-17
58.44798278808594,2014-01-21
57.44904327392578,2014-01-22
56.56998062133789,2014-01-23
54.39228820800781,2014-01-24
53.49324035644531,2014-01-27
55.08155822753906,2014-01-28
53.473262786865234,2014-01-29
61.015262603759766,2014-01-30
62.50368118286133,2014-01-31
61.41483688354492,2014-02-03
62.68349075317383,2014-02-04
62.12408447265625,2014-02-05
62.0941162109375,2014-02-06
64.2518310546875,2014-02-07
63.482643127441406,2014-02-10
64.78126525878906,2014-02-11
64.38168334960938,2014-02-12
67.25863647460938,2014-02-13
67.01889038085938,2014-02-14
67.22867584228516,2014-02-18
67.98786163330078,2014-02-19
69.55619812011719,2014-02-20
68.51729583740234,2014-02-21
70.7049789428711,2014-02-24
69.77596282958984,2014-02-25
69.18659210205078,2014-02-26
68.86693572998047,2014-02-27
68.38743591308594,2014-02-28
67.33855438232422,2014-03-03
68.72708129882812,2014-03-04
71.494140625,2014-03-05
70.7649154663086,2014-03-06
69.72602081298828,2014-03-07
71.95365142822266,2014-03-10
70.02570343017578,2014-03-11
70.80487060546875,2014-03-12
68.75704956054688,2014-03-13
67.64822387695312,2014-03-14
68.66714477539062,2014-03-17
69.11666870117188,2014-03-18
68.16767120361328,2014-03-19
66.89901733398438,2014-03-20
67.16873168945312,2014-03-21
64.03205871582031,2014-03-24
64.82122039794922,2014-03-25
60.325992584228516,2014-03-26
60.90538024902344,2014-03-27
59.94639587402344,2014-03-28
60.17615509033203,2014-03-31
62.553627014160156,2014-04-01
62.653526306152344,2014-04-02
59.42694854736328,2014-04-03
56.689849853515625,2014-04-04
56.88964080810547,2014-04-07
58.12832260131836,2014-04-08
62.34385299682617,2014-04-09
59.09729766845703,2014-04-10
58.46796417236328,2014-04-11
58.82758331298828,2014-04-14
59.02737045288086,2014-04-15
59.65670394897461,2014-04-16
58.87752914428711,2014-04-17
61.17509460449219,2014-04-21
62.96319580078125,2014-04-22
61.29496765136719,2014-04-23
60.805484771728516,2014-04-24
57.648834228515625,2014-04-25
56.08049774169922,2014-04-28
58.0883674621582,2014-04-29
59.71664047241211,2014-04-30
61.08518981933594,2014-05-01
60.39591979980469,2014-05-02
61.155113220214844,2014-05-05
58.46796417236328,2014-05-06
57.32917404174805,2014-05-07
56.6998405456543,2014-05-08
57.1793327331543,2014-05-09
59.7665901184082,2014-05-12
59.7665901184082,2014-05-13
59.16722106933594,2014-05-14
57.85860824584961,2014-05-15
57.9585075378418,2014-05-16
59.14724349975586,2014-05-19
58.49793243408203,2014-05-20
60.42588806152344,2014-05-21
60.45585632324219,2014-05-22
61.28497314453125,2014-05-23
63.412715911865234,2014-05-27
63.442684173583984,2014-05-28
63.76234817504883,2014-05-29
63.232906341552734,2014-05-30
63.013145446777344,2014-06-02
62.80336380004883,2014-06-03
63.272865295410156,2014-06-04
63.123023986816406,2014-06-05
62.43375778198242,2014-06-06
62.8133544921875,2014-06-09
65.70028686523438,2014-06-10
65.71028137207031,2014-06-11
64.22186279296875,2014-06-12
64.431640625,2014-06-13
64.1219711303711,2014-06-16
64.33174133300781,2014-06-17
65.53047180175781,2014-06-18
64.27180480957031,2014-06-19
64.431640625,2014-06-20
65.30072021484375,2014-06-23
65.65034484863281,2014-06-24
67.36852264404297,2014-06-25
67.05884552001953,2014-06-26
67.52835083007812,2014-06-27
67.21868133544922,2014-06-30
67.98786163330078,2014-07-01
66.37957000732422,2014-07-02
66.21974182128906,2014-07-03
65.2208023071289,2014-07-07
62.6934814453125,2014-07-08
64.90113830566406,2014-07-09
64.8012466430664,2014-07-10
66.26968383789062,2014-07-11
67.82803344726562,2014-07-14
67.09880828857422,2014-07-15
67.58829498291016,2014-07-16
66.33961486816406,2014-07-17
68.34748077392578,2014-07-18
69.32644653320312,2014-07-21
69.19657897949219,2014-07-22
71.21443939208984,2014-07-23
74.9005355834961,2014-07-24
75.11030578613281,2014-07-25
74.84059143066406,2014-07-28
73.63187408447266,2014-07-29
74.60084533691406,2014-07-30
72.572998046875,2014-07-31
72.28330993652344,2014-08-01
73.43209075927734,2014-08-04
72.61296081542969,2014-08-05
72.3931884765625,2014-08-06
73.09244537353516,2014-08-07
72.98255920410156,2014-08-08
73.36216735839844,2014-08-11
72.7528076171875,2014-08-12
73.69181060791016,2014-08-13
74.22125244140625,2014-08-14
73.55195617675781,2014-08-15
74.51094055175781,2014-08-18
75.210205078125,2014-08-19
74.73070526123047,2014-08-20
74.490966796875,2014-08-21
74.490966796875,2014-08-22
74.94048309326172,2014-08-25
75.87948608398438,2014-08-26
74.55089569091797,2014-08-27
73.7817153930664,2014-08-28
74.7406997680664,2014-08-29
76.59872436523438,2014-09-02
75.7496337890625,2014-09-03
75.86949920654297,2014-09-04
77.17811584472656,2014-09-05
77.80744171142578,2014-09-08
76.58873748779297,2014-09-09
77.34793090820312,2014-09-10
77.83740997314453,2014-09-11
77.39788055419922,2014-09-12
74.5009536743164,2014-09-15
75.9993667602539,2014-09-16
76.34899139404297,2014-09-17
76.91838836669922,2014-09-18
77.82743072509766,2014-09-19
76.7186050415039,2014-09-22
78.20702362060547,2014-09-23
78.45675659179688,2014-09-24
77.13815307617188,2014-09-25
78.70648956298828,2014-09-26
78.91626739501953,2014-09-29
78.95623016357422,2014-09-30
76.4688720703125,2014-10-01
76.99830627441406,2014-10-02
77.35792541503906,2014-10-03
77.47779083251953,2014-10-06
76.20914459228516,2014-10-07
77.43783569335938,2014-10-08
75.82954406738281,2014-10-09
72.83272552490234,2014-10-10
72.91263580322266,2014-10-13
73.51200103759766,2014-10-14
73.13240814208984,2014-10-15
72.55301666259766,2014-10-16
75.86949920654297,2014-10-17
76.86843872070312,2014-10-20
78.60659790039062,2014-10-21
78.28694152832031,2014-10-22
79.95516967773438,2014-10-23
80.5844955444336,2014-10-24
80.19490814208984,2014-10-27
80.68438720703125,2014-10-28
75.77959442138672,2014-10-29
74.03144836425781,2014-10-30
74.91051483154297,2014-10-31
73.80168914794922,2014-11-03
75.67970275878906,2014-11-04
74.75068664550781,2014-11-05
75.18023681640625,2014-11-06
75.5198745727539,2014-11-07
74.9205093383789,2014-11-10
74.53092193603516,2014-11-11
74.64080810546875,2014-11-12
74.17130279541016,2014-11-13
74.8006362915039,2014-11-14
74.16130828857422,2014-11-17
74.2612075805664,2014-11-18
73.25228118896484,2014-11-19
73.52198791503906,2014-11-20
73.67183685302734,2014-11-21
73.93155670166016,2014-11-24
75.54983520507812,2014-11-25
77.53773498535156,2014-11-26
77.61764526367188,2014-11-28
75.02040100097656,2014-12-01
75.38002014160156,2014-12-02
74.8006362915039,2014-12-03
75.1602554321289,2014-12-04
76.27906799316406,2014-12-05
76.43889617919922,2014-12-08
76.75855255126953,2014-12-09
76.09925842285156,2014-12-10
77.64762115478516,2014-12-11
77.74751281738281,2014-12-12
76.90839385986328,2014-12-15
74.61083984375,2014-12-16
76.02933502197266,2014-12-17
78.31690979003906,2014-12-18
79.79533386230469,2014-12-19
81.3636703491211,2014-12-22
80.52456665039062,2014-12-23
80.68438720703125,2014-12-24
80.69438171386719,2014-12-26
79.9351806640625,2014-12-29
79.13603973388672,2014-12-30
77.93730163574219,2014-12-31
78.36685180664062,2015-01-02
77.10819244384766,2015-01-05
76.06929016113281,2015-01-06
76.06929016113281,2015-01-07
78.09713745117188,2015-01-08
77.65760040283203,2015-01-09
76.63868713378906,2015-01-12
76.36896514892578,2015-01-13
76.19915008544922,2015-01-14
73.97151947021484,2015-01-15
75.1003189086914,2015-01-16
76.15919494628906,2015-01-20
76.65866088867188,2015-01-21
77.56770324707031,2015-01-22
77.74751281738281,2015-01-23
77.41786193847656,2015-01-26
75.6996841430664,2015-01-27
76.15919494628906,2015-01-28
77.91732788085938,2015-01-29
75.82954406738281,2015-01-30
74.91051483154297,2015-02-02
75.32008361816406,2015-02-03
75.54983520507812,2015-02-04
75.52986145019531,2015-02-05
74.39106750488281,2015-02-06
74.3611068725586,2015-02-09
75.11030578613281,2015-02-10
76.42890930175781,2015-02-11
76.14920806884766,2015-02-12
75.65972137451172,2015-02-13
75.5198745727539,2015-02-17
76.62869262695312,2015-02-18
79.33582305908203,2015-02-19
79.81531524658203,2015-02-20
78.75643157958984,2015-02-23
78.36685180664062,2015-02-24
79.47566986083984,2015-02-25
80.32477569580078,2015-02-26
78.88629913330078,2015-02-27
79.66547393798828,2015-03-02
79.51563262939453,2015-03-03
80.81425476074219,2015-03-04
81.1239242553711,2015-03-05
79.92520141601562,2015-03-06
79.35580444335938,2015-03-09
77.46781158447266,2015-03-10
77.48778533935547,2015-03-11
78.84634399414062,2015-03-12
77.96727752685547,2015-03-13
77.98725128173828,2015-03-16
79.27588653564453,2015-03-17
80.82424926757812,2015-03-18
82.66229248046875,2015-03-19
83.711181640625,2015-03-20
84.34051513671875,2015-03-23
85.2195816040039,2015-03-24
82.83211517333984,2015-03-25
82.9220199584961,2015-03-26
83.21171569824219,2015-03-27
83.11181640625,2015-03-30
82.13285827636719,2015-03-31
81.58343505859375,2015-04-01
81.47355651855469,2015-04-02
82.35262298583984,2015-04-06
82.23274993896484,2015-04-07
82.19279479980469,2015-04-08
82.0829086303711,2015-04-09
81.95304870605469,2015-04-10
82.9220199584961,2015-04-13
83.43147277832031,2015-04-14
82.6223373413086,2015-04-15
82.2227554321289,2015-04-16
80.69438171386719,2015-04-17
83.0019302368164,2015-04-20
83.5313720703125,2015-04-21
84.54029846191406,2015-04-22
82.3226547241211,2015-04-23
81.44358825683594,2015-04-24
81.82318878173828,2015-04-27
80.59449005126953,2015-04-28
80.38471221923828,2015-04-29
78.68650817871094,2015-04-30
78.90628051757812,2015-05-01
78.72647094726562,2015-05-04
77.47779083251953,2015-05-05
78.01721954345703,2015-05-06
78.34687042236328,2015-05-07
78.42678833007812,2015-05-08
77.92732238769531,2015-05-11
77.37789916992188,2015-05-12
78.35686492919922,2015-05-13
81.28376007080078,2015-05-14
80.33476257324219,2015-05-15
80.79427337646484,2015-05-18
80.54454040527344,2015-05-19
80.46463012695312,2015-05-20
80.39470672607422,2015-05-21
80.45463562011719,2015-05-22
79.24591827392578,2015-05-26
80.46463012695312,2015-05-27
80.06504821777344,2015-05-28
79.10607147216797,2015-05-29
80.20490264892578,2015-06-01
80.35474395751953,2015-06-02
82.35262298583984,2015-06-03
81.9630355834961,2015-06-04
82.05294036865234,2015-06-05
80.5844955444336,2015-06-08
80.5844955444336,2015-06-09
82.07292175292969,2015-06-10
81.74327087402344,2015-06-11
81.44358825683594,2015-06-12
80.62445831298828,2015-06-15
80.97408294677734,2015-06-16
81.70331573486328,2015-06-17
82.82212829589844,2015-06-18
82.42255401611328,2015-06-19
84.65018463134766,2015-06-22
87.78685760498047,2015-06-23
88.76581573486328,2015-06-24
87.88675689697266,2015-06-25
87.91671752929688,2015-06-26
85.70906829833984,2015-06-29
85.67909240722656,2015-06-30
86.81788635253906,2015-07-01
87.1974868774414,2015-07-02
87.45720672607422,2015-07-06
87.12755584716797,2015-07-07
85.55921936035156,2015-07-08
85.78897094726562,2015-07-09
87.85678100585938,2015-07-10
90.00450134277344,2015-07-13
89.58494567871094,2015-07-14
89.66486358642578,2015-07-15
90.75370788574219,2015-07-16
94.86934661865234,2015-07-17
97.80622863769531,2015-07-20
98.28571319580078,2015-07-21
96.93714904785156,2015-07-22
95.3388442993164,2015-07-23
96.84724426269531,2015-07-24
94.0701904296875,2015-07-27
95.18900299072266,2015-07-28
96.88719940185547,2015-07-29
95.10908508300781,2015-07-30
93.91036224365234,2015-07-31
94.04022216796875,2015-08-03
93.9603042602539,2015-08-04
96.33778381347656,2015-08-05
95.0191879272461,2015-08-06
94.20005798339844,2015-08-07
94.05021667480469,2015-08-10
93.5207748413086,2015-08-11
94.09017181396484,2015-08-12
93.33097839355469,2015-08-13
94.3199234008789,2015-08-14
93.8304443359375,2015-08-17
95.06912994384766,2015-08-18
95.20897674560547,2015-08-19
90.4640121459961,2015-08-20
85.96878051757812,2015-08-21
82.00299072265625,2015-08-24
82.91202545166016,2015-08-25
87.09758758544922,2015-08-26
89.63490295410156,2015-08-27
90.91354370117188,2015-08-28
89.33521270751953,2015-08-31
87.1375503540039,2015-09-01
89.79472351074219,2015-09-02
88.05657196044922,2015-09-03
88.16645812988281,2015-09-04
89.43510437011719,2015-09-08
90.34414672851562,2015-09-09
91.88251495361328,2015-09-10
91.95243835449219,2015-09-11
92.212158203125,2015-09-14
92.8015365600586,2015-09-15
93.3509521484375,2015-09-16
94.24000549316406,2015-09-17
94.2999496459961,2015-09-18
95.44873046875,2015-09-21
92.8614730834961,2015-09-22
93.87040710449219,2015-09-23
94.3099365234375,2015-09-24
92.67166900634766,2015-09-25
89.11544799804688,2015-09-28
86.57814025878906,2015-09-29
89.80471801757812,2015-09-30
90.85359954833984,2015-10-01
91.972412109375,2015-10-02
93.91036224365234,2015-10-05
92.70164489746094,2015-10-06
92.30207061767578,2015-10-07
92.37199401855469,2015-10-08
93.14117431640625,2015-10-09
94.16009521484375,2015-10-12
94.02024841308594,2015-10-13
93.97029876708984,2015-10-14
95.85829162597656,2015-10-15
97.4366226196289,2015-10-16
98.36563110351562,2015-10-19
96.8971939086914,2015-10-20
97.00707244873047,2015-10-21
99.56436157226562,2015-10-22
102.08169555664062,2015-10-23
103.6600112915039,2015-10-26
103.590087890625,2015-10-27
104.08955383300781,2015-10-28
104.76883697509766,2015-10-29
101.86192321777344,2015-10-30
103.20050048828125,2015-11-02
102.47127532958984,2015-11-03
103.829833984375,2015-11-04
108.64472961425781,2015-11-05
106.98648071289062,2015-11-06
106.37712860107422,2015-11-09
107.7956314086914,2015-11-10
108.89446258544922,2015-11-11
107.90550994873047,2015-11-12
103.8398208618164,2015-11-13
103.92973327636719,2015-11-16
105.01856994628906,2015-11-17
107.65576934814453,2015-11-18
106.14737701416016,2015-11-19
107.20625305175781,2015-11-20
106.83663940429688,2015-11-23
105.62792205810547,2015-11-24
105.29827880859375,2015-11-25
105.3382339477539,2015-11-27
104.1295166015625,2015-11-30
107.0064697265625,2015-12-01
105.95758056640625,2015-12-02
104.26936340332031,2015-12-03
106.06745910644531,2015-12-04
105.49806213378906,2015-12-07
106.37712860107422,2015-12-08
104.4891357421875,2015-12-09
105.30826568603516,2015-12-10
102.01176452636719,2015-12-11
104.549072265625,2015-12-14
104.43919372558594,2015-12-15
106.67681884765625,2015-12-16
106.107421875,2015-12-17
103.92973327636719,2015-12-18
104.65895080566406,2015-12-21
105.3981704711914,2015-12-22
104.51910400390625,2015-12-23
104.90868377685547,2015-12-24
105.8177261352539,2015-12-28
107.14631652832031,2015-12-29
106.107421875,2015-12-30
104.549072265625,2015-12-31
102.11165618896484,2016-01-04
102.62112426757812,2016-01-05
102.8608627319336,2016-01-06
97.81621551513672,2016-01-07
97.22684478759766,2016-01-08
97.40665435791016,2016-01-11
99.26467895507812,2016-01-12
95.3388442993164,2016-01-13
98.26573944091797,2016-01-14
94.86934661865234,2016-01-15
95.1590347290039,2016-01-19
94.25,2016-01-20
94.0602035522461,2016-01-21
97.83619689941406,2016-01-22
96.90718078613281,2016-01-25
97.23682403564453,2016-01-26
94.34989166259766,2016-01-27
108.99435424804688,2016-01-28
112.09107208251953,2016-01-29
114.96800994873047,2016-02-01
114.488525390625,2016-02-02
112.57056427001953,2016-02-03
110.37289428710938,2016-02-04
