AJG,Date
1.581986427307129,1985-04-08
1.581986427307129,1985-04-09
1.581986427307129,1985-04-10
1.581986427307129,1985-04-11
1.5928219556808472,1985-04-12
1.5928219556808472,1985-04-15
1.6144919395446777,1985-04-16
1.6469985246658325,1985-04-17
1.6686701774597168,1985-04-18
1.6686701774597168,1985-04-19
1.6686701774597168,1985-04-22
1.6686701774597168,1985-04-23
1.690341830253601,1985-04-24
1.7553540468215942,1985-04-25
1.798696517944336,1985-04-26
1.8203665018081665,1985-04-29
1.798696517944336,1985-04-30
1.798696517944336,1985-05-01
1.798696517944336,1985-05-02
1.798696517944336,1985-05-03
1.798696517944336,1985-05-06
1.809530258178711,1985-05-07
1.809530258178711,1985-05-08
1.8528739213943481,1985-05-09
1.8528739213943481,1985-05-10
1.8528739213943481,1985-05-13
1.8528739213943481,1985-05-14
1.8528739213943481,1985-05-15
1.8528739213943481,1985-05-16
1.8528739213943481,1985-05-17
1.8528739213943481,1985-05-20
1.8528739213943481,1985-05-21
1.8637099266052246,1985-05-22
1.874544382095337,1985-05-23
1.874544382095337,1985-05-24
1.8853793144226074,1985-05-28
1.8853793144226074,1985-05-29
1.8962159156799316,1985-05-30
1.8962159156799316,1985-05-31
1.9178873300552368,1985-06-03
1.9395569562911987,1985-06-04
1.9395569562911987,1985-06-05
1.9178873300552368,1985-06-06
1.9124699831008911,1985-06-07
1.9178873300552368,1985-06-10
1.9395569562911987,1985-06-11
1.9233062267303467,1985-06-12
1.928722620010376,1985-06-13
1.928722620010376,1985-06-14
1.9178873300552368,1985-06-17
1.9395569562911987,1985-06-18
1.9070515632629395,1985-06-19
1.9070515632629395,1985-06-20
1.9070515632629395,1985-06-21
1.874544382095337,1985-06-24
1.8203665018081665,1985-06-25
1.809530258178711,1985-06-26
1.7878605127334595,1985-06-27
1.7770246267318726,1985-06-28
1.7770246267318726,1985-07-01
1.809530258178711,1985-07-02
1.809530258178711,1985-07-03
1.7878605127334595,1985-07-05
1.809530258178711,1985-07-08
1.798696517944336,1985-07-09
1.7878605127334595,1985-07-10
1.7878605127334595,1985-07-11
1.7878605127334595,1985-07-12
1.7878605127334595,1985-07-15
1.798696517944336,1985-07-16
1.809530258178711,1985-07-17
1.8203665018081665,1985-07-18
1.766189455986023,1985-07-19
1.722847819328308,1985-07-22
1.7336828708648682,1985-07-23
1.6795058250427246,1985-07-24
1.6469985246658325,1985-07-25
1.6578342914581299,1985-07-26
1.690341830253601,1985-07-29
1.690341830253601,1985-07-30
1.690341830253601,1985-07-31
1.690341830253601,1985-08-01
1.6795058250427246,1985-08-02
1.6795058250427246,1985-08-05
1.690341830253601,1985-08-06
1.6795058250427246,1985-08-07
1.6795058250427246,1985-08-08
1.701176404953003,1985-08-09
1.6795058250427246,1985-08-12
1.6795058250427246,1985-08-13
1.701176404953003,1985-08-14
1.6957590579986572,1985-08-15
1.690341830253601,1985-08-16
1.701176404953003,1985-08-19
1.701176404953003,1985-08-20
1.701176404953003,1985-08-21
1.701176404953003,1985-08-22
1.6795058250427246,1985-08-23
1.6578342914581299,1985-08-26
1.6578342914581299,1985-08-27
1.6578342914581299,1985-08-28
1.6578342914581299,1985-08-29
1.6578342914581299,1985-08-30
1.690341830253601,1985-09-03
1.6795058250427246,1985-09-04
1.6578342914581299,1985-09-05
1.6686701774597168,1985-09-06
1.6144919395446777,1985-09-09
1.6469985246658325,1985-09-10
1.6415821313858032,1985-09-11
1.6578342914581299,1985-09-12
1.6036566495895386,1985-09-13
1.5928219556808472,1985-09-16
1.581986427307129,1985-09-17
1.5711500644683838,1985-09-18
1.5494786500930786,1985-09-19
1.5494786500930786,1985-09-20
1.5494786500930786,1985-09-23
1.527808666229248,1985-09-24
1.5169727802276611,1985-09-25
1.489883303642273,1985-09-26
1.4953017234802246,1985-09-30
1.5007202625274658,1985-10-01
1.4953017234802246,1985-10-02
1.5061366558074951,1985-10-03
1.5061366558074951,1985-10-04
1.4953017234802246,1985-10-07
1.4953017234802246,1985-10-08
1.5169727802276611,1985-10-09
1.5169727802276611,1985-10-10
1.538643717765808,1985-10-11
1.538643717765808,1985-10-14
1.609073519706726,1985-10-15
1.722847819328308,1985-10-16
1.7878605127334595,1985-10-17
1.798696517944336,1985-10-18
1.798696517944336,1985-10-21
1.8420393466949463,1985-10-22
1.8420393466949463,1985-10-23
1.8420393466949463,1985-10-24
1.8420393466949463,1985-10-25
1.8312034606933594,1985-10-28
1.809530258178711,1985-10-29
1.8312034606933594,1985-10-30
1.798696517944336,1985-10-31
1.8203665018081665,1985-11-01
1.809530258178711,1985-11-04
1.8203665018081665,1985-11-05
1.928722620010376,1985-11-06
1.993735671043396,1985-11-07
2.004570484161377,1985-11-08
2.10209059715271,1985-11-11
2.1237635612487793,1985-11-12
2.1237635612487793,1985-11-13
2.112926721572876,1985-11-14
2.0912561416625977,1985-11-15
2.069584369659424,1985-11-18
2.0587499141693115,1985-11-19
2.0370771884918213,1985-11-20
2.0154056549072266,1985-11-21
2.0154056549072266,1985-11-22
2.047913074493408,1985-11-25
2.047913074493408,1985-11-26
2.0587499141693115,1985-11-27
2.047913074493408,1985-11-29
2.0804190635681152,1985-12-02
2.0804190635681152,1985-12-03
2.0912561416625977,1985-12-04
2.0912561416625977,1985-12-05
2.0641677379608154,1985-12-06
2.0912561416625977,1985-12-09
2.0912561416625977,1985-12-10
2.0912561416625977,1985-12-11
2.0912561416625977,1985-12-12
2.0912561416625977,1985-12-13
2.1237635612487793,1985-12-16
2.0804190635681152,1985-12-17
2.0804190635681152,1985-12-18
2.112926721572876,1985-12-19
2.0912561416625977,1985-12-20
2.10209059715271,1985-12-23
2.10209059715271,1985-12-24
2.069584369659424,1985-12-26
2.069584369659424,1985-12-27
2.0912561416625977,1985-12-30
2.0912561416625977,1985-12-31
2.0912561416625977,1986-01-02
2.0587499141693115,1986-01-03
2.10209059715271,1986-01-06
2.1237635612487793,1986-01-07
2.15626859664917,1986-01-08
2.1345973014831543,1986-01-09
2.15626859664917,1986-01-10
2.167105197906494,1986-01-13
2.167105197906494,1986-01-14
2.2754602432250977,1986-01-15
2.23211669921875,1986-01-16
2.2537877559661865,1986-01-17
2.2537877559661865,1986-01-20
2.21044659614563,1986-01-21
2.21044659614563,1986-01-22
2.221280097961426,1986-01-23
2.221280097961426,1986-01-24
2.188774585723877,1986-01-27
2.2646231651306152,1986-01-28
2.329637050628662,1986-01-29
2.297130584716797,1986-01-30
2.297130584716797,1986-01-31
2.3079659938812256,1986-02-03
2.2862942218780518,1986-02-04
2.3079659938812256,1986-02-05
2.297130584716797,1986-02-06
2.3621442317962646,1986-02-07
2.3404715061187744,1986-02-10
2.3838140964508057,1986-02-11
2.427157163619995,1986-02-12
2.3838140964508057,1986-02-13
2.437991142272949,1986-02-14
2.4488275051116943,1986-02-18
2.4488275051116943,1986-02-19
2.4488275051116943,1986-02-20
2.4488275051116943,1986-02-21
2.4488275051116943,1986-02-24
2.4054837226867676,1986-02-25
2.4054837226867676,1986-02-26
2.4054837226867676,1986-02-27
2.437991142272949,1986-02-28
2.4488275051116943,1986-03-03
2.318800210952759,1986-03-04
2.23211669921875,1986-03-05
2.2537877559661865,1986-03-06
2.2537877559661865,1986-03-07
2.297130584716797,1986-03-10
2.318800210952759,1986-03-11
2.3621442317962646,1986-03-12
2.3621442317962646,1986-03-13
2.427157163619995,1986-03-14
2.3838140964508057,1986-03-17
2.3404715061187744,1986-03-18
2.427157163619995,1986-03-19
2.3946502208709717,1986-03-20
2.3946502208709717,1986-03-21
2.3838140964508057,1986-03-24
2.3838140964508057,1986-03-25
2.4054837226867676,1986-03-26
2.3838140964508057,1986-03-27
2.3621442317962646,1986-03-31
2.3621442317962646,1986-04-01
2.3621442317962646,1986-04-02
2.4488275051116943,1986-04-03
2.4488275051116943,1986-04-04
2.4488275051116943,1986-04-07
2.3838140964508057,1986-04-08
2.3838140964508057,1986-04-09
2.427157163619995,1986-04-10
2.4921693801879883,1986-04-11
2.4921693801879883,1986-04-14
2.427157163619995,1986-04-15
2.3838140964508057,1986-04-16
2.3838140964508057,1986-04-17
2.318800210952759,1986-04-18
2.297130584716797,1986-04-21
2.297130584716797,1986-04-22
2.3621442317962646,1986-04-23
2.297130584716797,1986-04-24
2.297130584716797,1986-04-25
2.297130584716797,1986-04-28
2.297130584716797,1986-04-29
2.21044659614563,1986-04-30
2.167105197906494,1986-05-01
2.1291794776916504,1986-05-02
2.0587499141693115,1986-05-05
2.0370771884918213,1986-05-06
2.0370771884918213,1986-05-07
2.0804190635681152,1986-05-08
2.10209059715271,1986-05-09
2.0587499141693115,1986-05-12
2.0804190635681152,1986-05-13
2.0587499141693115,1986-05-14
1.993735671043396,1986-05-15
2.0587499141693115,1986-05-16
2.0370771884918213,1986-05-19
2.0154056549072266,1986-05-20
1.9503940343856812,1986-05-21
2.0804190635681152,1986-05-22
2.1345973014831543,1986-05-23
2.167105197906494,1986-05-27
2.21044659614563,1986-05-28
2.167105197906494,1986-05-29
2.23211669921875,1986-05-30
2.221280097961426,1986-06-02
2.167105197906494,1986-06-03
2.1454315185546875,1986-06-04
2.1454315185546875,1986-06-05
2.1454315185546875,1986-06-06
2.177938938140869,1986-06-09
2.188774585723877,1986-06-10
2.167105197906494,1986-06-11
2.21044659614563,1986-06-12
2.1454315185546875,1986-06-13
2.1833581924438477,1986-06-16
2.1833581924438477,1986-06-17
2.1454315185546875,1986-06-18
2.1454315185546875,1986-06-19
2.194193124771118,1986-06-20
2.21044659614563,1986-06-23
2.167105197906494,1986-06-24
2.167105197906494,1986-06-25
2.167105197906494,1986-06-26
2.188774585723877,1986-06-27
2.199610471725464,1986-06-30
2.21044659614563,1986-07-01
2.21044659614563,1986-07-02
2.23211669921875,1986-07-03
2.167105197906494,1986-07-07
2.167105197906494,1986-07-08
2.23211669921875,1986-07-09
2.23211669921875,1986-07-10
2.21044659614563,1986-07-11
2.23211669921875,1986-07-14
2.167105197906494,1986-07-15
2.2537877559661865,1986-07-16
2.3404715061187744,1986-07-17
2.3838140964508057,1986-07-18
2.2754602432250977,1986-07-21
2.2754602432250977,1986-07-22
2.3404715061187744,1986-07-23
2.3838140964508057,1986-07-24
2.3404715061187744,1986-07-25
2.3404715061187744,1986-07-28
2.3838140964508057,1986-07-29
2.3513076305389404,1986-07-30
2.3404715061187744,1986-07-31
2.3404715061187744,1986-08-01
2.3838140964508057,1986-08-04
2.3404715061187744,1986-08-05
2.427157163619995,1986-08-06
2.4488275051116943,1986-08-07
2.427157163619995,1986-08-08
2.4704983234405518,1986-08-11
2.5138425827026367,1986-08-12
2.600525140762329,1986-08-13
2.5138425827026367,1986-08-14
2.5571815967559814,1986-08-15
2.535511016845703,1986-08-18
2.600525140762329,1986-08-19
2.503005027770996,1986-08-20
2.600525140762329,1986-08-21
2.600525140762329,1986-08-22
2.5571815967559814,1986-08-25
2.5571815967559814,1986-08-26
2.600525140762329,1986-08-27
2.600525140762329,1986-08-28
2.5138425827026367,1986-08-29
2.600525140762329,1986-09-02
2.687209129333496,1986-09-03
2.7305519580841064,1986-09-04
2.8605763912200928,1986-09-05
2.817234992980957,1986-09-08
2.687209129333496,1986-09-09
2.6438660621643066,1986-09-10
2.654703378677368,1986-09-11
2.5788536071777344,1986-09-12
2.4921693801879883,1986-09-15
2.5138425827026367,1986-09-16
2.5138425827026367,1986-09-17
2.5138425827026367,1986-09-18
2.5138425827026367,1986-09-19
2.5138425827026367,1986-09-22
2.600525140762329,1986-09-23
2.687209129333496,1986-09-24
2.5571815967559814,1986-09-25
2.600525140762329,1986-09-26
2.5788536071777344,1986-09-29
2.5571815967559814,1986-09-30
2.4921693801879883,1986-10-01
2.5138425827026367,1986-10-02
2.5788536071777344,1986-10-03
2.589689016342163,1986-10-06
2.5571815967559814,1986-10-07
2.5788536071777344,1986-10-08
2.600525140762329,1986-10-09
2.622194766998291,1986-10-10
2.600525140762329,1986-10-13
2.600525140762329,1986-10-14
2.622194766998291,1986-10-15
2.6438660621643066,1986-10-16
2.5571815967559814,1986-10-17
2.5571815967559814,1986-10-20
2.5463454723358154,1986-10-21
2.600525140762329,1986-10-22
2.6113600730895996,1986-10-23
2.622194766998291,1986-10-24
2.600525140762329,1986-10-27
2.600525140762329,1986-10-28
2.589689016342163,1986-10-29
2.5788536071777344,1986-10-30
2.622194766998291,1986-10-31
2.5788536071777344,1986-11-03
2.600525140762329,1986-11-04
2.6438660621643066,1986-11-05
2.5571815967559814,1986-11-06
2.5680172443389893,1986-11-07
2.5788536071777344,1986-11-10
2.5788536071777344,1986-11-11
2.600525140762329,1986-11-12
2.5788536071777344,1986-11-13
2.437991142272949,1986-11-14
2.4054837226867676,1986-11-17
2.4054837226867676,1986-11-18
2.4054837226867676,1986-11-19
2.4054837226867676,1986-11-20
2.4054837226867676,1986-11-21
2.4488275051116943,1986-11-24
2.4921693801879883,1986-11-25
2.535511016845703,1986-11-26
2.535511016845703,1986-11-28
2.4488275051116943,1986-12-01
2.4704983234405518,1986-12-02
2.4921693801879883,1986-12-03
2.600525140762329,1986-12-04
2.622194766998291,1986-12-05
2.5788536071777344,1986-12-08
2.5788536071777344,1986-12-09
2.535511016845703,1986-12-10
2.427157163619995,1986-12-11
2.427157163619995,1986-12-12
2.4488275051116943,1986-12-15
2.41632080078125,1986-12-16
2.4054837226867676,1986-12-17
2.4054837226867676,1986-12-18
2.3513076305389404,1986-12-19
2.2537877559661865,1986-12-22
2.2646231651306152,1986-12-23
2.2754602432250977,1986-12-24
2.2754602432250977,1986-12-26
2.2754602432250977,1986-12-29
2.2537877559661865,1986-12-30
2.2754602432250977,1986-12-31
2.2754602432250977,1987-01-02
2.2862942218780518,1987-01-05
2.3838140964508057,1987-01-06
2.427157163619995,1987-01-07
2.4921693801879883,1987-01-08
2.5788536071777344,1987-01-09
2.5571815967559814,1987-01-12
2.5571815967559814,1987-01-13
2.687209129333496,1987-01-14
2.6438660621643066,1987-01-15
2.5788536071777344,1987-01-16
2.622194766998291,1987-01-19
2.622194766998291,1987-01-20
2.622194766998291,1987-01-21
2.6438660621643066,1987-01-22
2.5138425827026367,1987-01-23
2.3838140964508057,1987-01-26
2.3621442317962646,1987-01-27
2.329637050628662,1987-01-28
2.2537877559661865,1987-01-29
2.3404715061187744,1987-01-30
2.3404715061187744,1987-02-02
2.2537877559661865,1987-02-03
2.188774585723877,1987-02-04
2.23211669921875,1987-02-05
2.21044659614563,1987-02-06
2.297130584716797,1987-02-09
2.297130584716797,1987-02-10
2.3621442317962646,1987-02-11
2.318800210952759,1987-02-12
2.3838140964508057,1987-02-13
2.4054837226867676,1987-02-17
2.4054837226867676,1987-02-18
2.427157163619995,1987-02-19
2.4488275051116943,1987-02-20
2.4704983234405518,1987-02-23
2.4921693801879883,1987-02-24
2.4704983234405518,1987-02-25
2.5138425827026367,1987-02-26
2.427157163619995,1987-02-27
2.427157163619995,1987-03-02
2.4054837226867676,1987-03-03
2.4054837226867676,1987-03-04
2.4054837226867676,1987-03-05
2.4054837226867676,1987-03-06
2.4488275051116943,1987-03-09
2.4488275051116943,1987-03-10
2.427157163619995,1987-03-11
2.427157163619995,1987-03-12
2.427157163619995,1987-03-13
2.437991142272949,1987-03-16
2.4704983234405518,1987-03-17
2.4921693801879883,1987-03-18
2.23211669921875,1987-03-19
2.167105197906494,1987-03-20
2.167105197906494,1987-03-23
2.167105197906494,1987-03-24
2.112926721572876,1987-03-25
2.10209059715271,1987-03-26
2.1237635612487793,1987-03-27
2.0804190635681152,1987-03-30
2.10209059715271,1987-03-31
2.10209059715271,1987-04-01
2.0370771884918213,1987-04-02
1.993735671043396,1987-04-03
2.0804190635681152,1987-04-06
2.0154056549072266,1987-04-07
1.993735671043396,1987-04-08
2.0154056549072266,1987-04-09
2.0154056549072266,1987-04-10
1.993735671043396,1987-04-13
1.8853793144226074,1987-04-14
1.9503940343856812,1987-04-15
1.9503940343856812,1987-04-16
1.8637099266052246,1987-04-20
1.798696517944336,1987-04-21
1.798696517944336,1987-04-22
1.7770246267318726,1987-04-23
1.690341830253601,1987-04-24
1.690341830253601,1987-04-27
1.701176404953003,1987-04-28
1.7120119333267212,1987-04-29
1.7120119333267212,1987-04-30
1.7120119333267212,1987-05-01
1.7120119333267212,1987-05-04
1.690341830253601,1987-05-05
1.6686701774597168,1987-05-06
1.6686701774597168,1987-05-07
1.690341830253601,1987-05-08
1.6469985246658325,1987-05-11
1.7770246267318726,1987-05-12
1.7770246267318726,1987-05-13
1.798696517944336,1987-05-14
1.7336828708648682,1987-05-15
1.7553540468215942,1987-05-18
1.7336828708648682,1987-05-19
1.7336828708648682,1987-05-20
1.798696517944336,1987-05-21
1.7336828708648682,1987-05-22
1.8203665018081665,1987-05-26
1.7553540468215942,1987-05-27
1.7553540468215942,1987-05-28
1.8203665018081665,1987-05-29
1.8203665018081665,1987-06-01
1.8203665018081665,1987-06-02
1.7770246267318726,1987-06-03
1.7770246267318726,1987-06-04
1.798696517944336,1987-06-05
1.8420393466949463,1987-06-08
1.8203665018081665,1987-06-09
1.8203665018081665,1987-06-10
1.8203665018081665,1987-06-11
1.8420393466949463,1987-06-12
1.8420393466949463,1987-06-15
1.8420393466949463,1987-06-16
1.8203665018081665,1987-06-17
1.8420393466949463,1987-06-18
1.8420393466949463,1987-06-19
1.798696517944336,1987-06-22
1.7770246267318726,1987-06-23
1.8203665018081665,1987-06-24
1.8203665018081665,1987-06-25
1.7553540468215942,1987-06-26
1.798696517944336,1987-06-29
1.7878605127334595,1987-06-30
1.7336828708648682,1987-07-01
1.7336828708648682,1987-07-02
1.7770246267318726,1987-07-06
1.7336828708648682,1987-07-07
1.7445191144943237,1987-07-08
1.7336828708648682,1987-07-09
1.7336828708648682,1987-07-10
1.7553540468215942,1987-07-13
1.7120119333267212,1987-07-14
1.7120119333267212,1987-07-15
1.7553540468215942,1987-07-16
1.8420393466949463,1987-07-17
1.8420393466949463,1987-07-20
1.7770246267318726,1987-07-21
1.7770246267318726,1987-07-22
1.7770246267318726,1987-07-23
1.8203665018081665,1987-07-24
1.8203665018081665,1987-07-27
1.8203665018081665,1987-07-28
1.8203665018081665,1987-07-29
1.8420393466949463,1987-07-30
1.8420393466949463,1987-07-31
1.8203665018081665,1987-08-03
1.8203665018081665,1987-08-04
1.798696517944336,1987-08-05
1.8203665018081665,1987-08-06
1.798696517944336,1987-08-07
1.8203665018081665,1987-08-10
1.798696517944336,1987-08-11
1.798696517944336,1987-08-12
1.8203665018081665,1987-08-13
1.798696517944336,1987-08-14
1.8203665018081665,1987-08-17
1.8203665018081665,1987-08-18
1.8420393466949463,1987-08-19
1.798696517944336,1987-08-20
1.8203665018081665,1987-08-21
1.8203665018081665,1987-08-24
1.8420393466949463,1987-08-25
1.8312034606933594,1987-08-26
1.8203665018081665,1987-08-27
1.8203665018081665,1987-08-28
1.8528739213943481,1987-08-31
1.8203665018081665,1987-09-01
1.8203665018081665,1987-09-02
1.8203665018081665,1987-09-03
1.798696517944336,1987-09-04
1.798696517944336,1987-09-08
1.8420393466949463,1987-09-09
1.798696517944336,1987-09-10
1.8420393466949463,1987-09-11
1.8420393466949463,1987-09-14
1.798696517944336,1987-09-15
1.798696517944336,1987-09-16
1.8420393466949463,1987-09-17
1.798696517944336,1987-09-18
1.8203665018081665,1987-09-21
1.8420393466949463,1987-09-22
1.7770246267318726,1987-09-23
1.7770246267318726,1987-09-24
1.7770246267318726,1987-09-25
1.8203665018081665,1987-09-28
1.7770246267318726,1987-09-29
1.8203665018081665,1987-09-30
1.7770246267318726,1987-10-01
1.7770246267318726,1987-10-02
1.7553540468215942,1987-10-05
1.7553540468215942,1987-10-06
1.7120119333267212,1987-10-07
1.701176404953003,1987-10-08
1.6686701774597168,1987-10-09
1.6686701774597168,1987-10-12
1.7336828708648682,1987-10-13
1.6686701774597168,1987-10-14
1.6686701774597168,1987-10-15
1.7120119333267212,1987-10-16
1.6036566495895386,1987-10-19
1.473630428314209,1987-10-20
1.538643717765808,1987-10-21
1.5494786500930786,1987-10-22
1.5169727802276611,1987-10-23
1.4519600868225098,1987-10-26
1.473630428314209,1987-10-27
1.473630428314209,1987-10-28
1.4302881956100464,1987-10-29
1.5169727802276611,1987-10-30
1.5169727802276611,1987-11-02
1.4953017234802246,1987-11-03
1.4519600868225098,1987-11-04
1.4519600868225098,1987-11-05
1.4519600868225098,1987-11-06
1.4953017234802246,1987-11-09
1.473630428314209,1987-11-10
1.4302881956100464,1987-11-11
1.473630428314209,1987-11-12
1.4953017234802246,1987-11-13
1.5061366558074951,1987-11-16
1.4519600868225098,1987-11-17
1.4627952575683594,1987-11-18
1.3652759790420532,1987-11-19
1.3327683210372925,1987-11-20
1.3652759790420532,1987-11-23
1.4086174964904785,1987-11-24
1.3869465589523315,1987-11-25
1.3869465589523315,1987-11-27
1.4302881956100464,1987-11-30
1.4302881956100464,1987-12-01
1.4302881956100464,1987-12-02
1.419453501701355,1987-12-03
1.419453501701355,1987-12-04
1.4086174964904785,1987-12-07
1.4086174964904785,1987-12-08
1.397781491279602,1987-12-09
1.397781491279602,1987-12-10
1.4302881956100464,1987-12-11
1.4302881956100464,1987-12-14
1.4627952575683594,1987-12-15
1.4627952575683594,1987-12-16
1.4627952575683594,1987-12-17
1.473630428314209,1987-12-18
1.5061366558074951,1987-12-21
1.4953017234802246,1987-12-22
1.527808666229248,1987-12-23
1.5169727802276611,1987-12-24
