MET,Date
12.634195327758789,2000-08-24
12.308572769165039,2000-08-25
12.243447303771973,2000-08-28
12.503941535949707,2000-08-29
12.927253723144531,2000-08-30
12.666757583618164,2000-08-31
12.959820747375488,2000-09-01
12.634195327758789,2000-09-05
12.764444351196289,2000-09-06
12.829570770263672,2000-09-07
13.057507514953613,2000-09-08
12.927253723144531,2000-09-11
12.829570770263672,2000-09-12
13.285440444946289,2000-09-13
13.024943351745605,2000-09-14
12.79701042175293,2000-09-15
12.634195327758789,2000-09-18
12.862128257751465,2000-09-19
12.634195327758789,2000-09-20
12.536504745483398,2000-09-21
12.894692420959473,2000-09-22
12.79701042175293,2000-09-25
13.187756538391113,2000-09-26
13.741317749023438,2000-09-27
14.164623260498047,2000-09-28
13.676197052001953,2000-09-29
13.741317749023438,2000-10-02
13.285440444946289,2000-10-03
12.959820747375488,2000-10-04
13.643630027770996,2000-10-05
13.643630027770996,2000-10-06
13.545942306518555,2000-10-09
13.350564956665039,2000-10-10
13.155190467834473,2000-10-11
12.601633071899414,2000-10-12
13.024943351745605,2000-10-13
13.220320701599121,2000-10-16
13.415691375732422,2000-10-17
13.415691375732422,2000-10-18
12.959820747375488,2000-10-19
12.569074630737305,2000-10-20
12.373700141906738,2000-10-23
12.764444351196289,2000-10-24
12.894692420959473,2000-10-25
12.634195327758789,2000-10-26
12.927253723144531,2000-10-27
13.871563911437988,2000-10-30
14.392560958862305,2000-10-31
14.848433494567871,2000-11-01
14.392560958862305,2000-11-02
13.841529846191406,2000-11-03
13.67752456665039,2000-11-06
14.235122680664062,2000-11-07
14.628715515136719,2000-11-08
15.579909324645996,2000-11-09
15.678313255310059,2000-11-10
14.956717491149902,2000-11-13
14.792715072631836,2000-11-14
15.678313255310059,2000-11-15
16.10471534729004,2000-11-16
15.711112022399902,2000-11-17
15.25191879272461,2000-11-20
14.759916305541992,2000-11-21
14.07111930847168,2000-11-22
14.661520004272461,2000-11-24
14.989516258239746,2000-11-27
14.727118492126465,2000-11-28
14.628715515136719,2000-11-29
15.547109603881836,2000-11-30
15.645516395568848,2000-12-01
16.695110321044922,2000-12-04
16.859111785888672,2000-12-05
17.416706085205078,2000-12-06
18.039899826049805,2000-12-07
19.15509033203125,2000-12-08
18.499099731445312,2000-12-11
18.269495010375977,2000-12-12
17.679101943969727,2000-12-13
17.84310531616211,2000-12-14
18.367897033691406,2000-12-15
18.433494567871094,2000-12-18
17.777502059936523,2000-12-19
17.547908782958984,2000-12-20
17.252702713012695,2000-12-21
17.810300827026367,2000-12-22
17.777502059936523,2000-12-26
17.97430419921875,2000-12-27
18.433494567871094,2000-12-28
18.367897033691406,2000-12-29
17.84310531616211,2001-01-02
18.30230140686035,2001-01-03
17.121503829956055,2001-01-04
16.56390380859375,2001-01-05
17.252702713012695,2001-01-08
17.777502059936523,2001-01-09
17.48230743408203,2001-01-10
17.055908203125,2001-01-11
16.26871109008789,2001-01-12
16.235910415649414,2001-01-16
16.36711311340332,2001-01-17
16.56390380859375,2001-01-18
16.301513671875,2001-01-19
17.219894409179688,2001-01-22
17.285512924194336,2001-01-23
17.679101943969727,2001-01-24
17.48230743408203,2001-01-25
17.252702713012695,2001-01-26
17.407520294189453,2001-01-29
17.575458526611328,2001-01-30
17.22384262084961,2001-01-31
17.58069610595703,2001-02-01
17.528223037719727,2001-02-02
17.711910247802734,2001-02-05
17.155620574951172,2001-02-06
17.6174373626709,2001-02-07
17.055908203125,2001-02-08
17.0296688079834,2001-02-09
17.37603187561035,2001-02-12
16.961444854736328,2001-02-13
17.055908203125,2001-02-14
16.53110694885254,2001-02-15
16.87222671508789,2001-02-16
16.4786319732666,2001-02-20
16.242473602294922,2001-02-21
15.827885627746582,2001-02-22
15.922348976135254,2001-02-23
16.279207229614258,2001-02-26
16.231975555419922,2001-02-27
16.189992904663086,2001-02-28
16.26871109008789,2001-03-01
16.704296112060547,2001-03-02
16.767269134521484,2001-03-05
16.588836669921875,2001-03-06
16.720035552978516,2001-03-07
16.882728576660156,2001-03-08
17.019176483154297,2001-03-09
16.189992904663086,2001-03-12
16.62557601928711,2001-03-13
15.087918281555176,2001-03-14
15.21911907196045,2001-03-15
14.904240608215332,2001-03-16
14.578868865966797,2001-03-19
14.274481773376465,2001-03-20
14.526385307312012,2001-03-21
13.67096996307373,2001-03-22
14.431915283203125,2001-03-23
14.536877632141113,2001-03-26
14.620847702026367,2001-03-27
14.720561027526855,2001-03-28
14.9147367477417,2001-03-29
15.770156860351562,2001-03-30
15.901352882385254,2001-04-02
15.413288116455078,2001-04-03
15.303081512451172,2001-04-04
15.743912696838379,2001-04-05
15.57073974609375,2001-04-06
15.717677116394043,2001-04-09
15.717677116394043,2001-04-10
15.271599769592285,2001-04-11
15.665193557739258,2001-04-12
15.875114440917969,2001-04-16
15.817383766174316,2001-04-17
15.743912696838379,2001-04-18
15.554988861083984,2001-04-19
15.245356559753418,2001-04-20
15.171886444091797,2001-04-23
14.956717491149902,2001-04-24
15.009198188781738,2001-04-25
15.161383628845215,2001-04-26
15.261104583740234,2001-04-27
15.21911907196045,2001-04-30
15.4815092086792,2001-05-01
15.240108489990234,2001-05-02
15.192877769470215,2001-05-03
15.533995628356934,2001-05-04
15.339822769165039,2001-05-07
15.009198188781738,2001-05-08
15.166637420654297,2001-05-09
15.135149955749512,2001-05-10
15.198128700256348,2001-05-11
15.429037094116211,2001-05-14
15.770156860351562,2001-05-15
16.216232299804688,2001-05-16
16.399911880493164,2001-05-17
16.40516471862793,2001-05-18
16.26871109008789,2001-05-21
15.959080696105957,2001-05-22
16.189992904663086,2001-05-23
16.373672485351562,2001-05-24
16.4733829498291,2001-05-25
16.515369415283203,2001-05-29
16.494373321533203,2001-05-30
16.714784622192383,2001-05-31
16.699039459228516,2001-06-01
16.814498901367188,2001-06-04
16.992937088012695,2001-06-05
16.777761459350586,2001-06-06
16.552095413208008,2001-06-07
16.52060890197754,2001-06-08
16.35267448425293,2001-06-11
16.15325355529785,2001-06-12
16.132265090942383,2001-06-13
15.717677116394043,2001-06-14
15.691433906555176,2001-06-15
15.796396255493164,2001-06-18
15.927595138549805,2001-06-19
16.26871109008789,2001-06-20
16.373672485351562,2001-06-21
16.032556533813477,2001-06-22
16.001068115234375,2001-06-25
16.090282440185547,2001-06-26
16.08503532409668,2001-06-27
15.98007869720459,2001-06-28
16.25821304321289,2001-06-29
16.557355880737305,2001-07-02
16.583585739135742,2001-07-03
16.730531692504883,2001-07-05
16.263469696044922,2001-07-06
16.38416290283203,2001-07-09
16.279207229614258,2001-07-10
15.953826904296875,2001-07-11
16.34742546081543,2001-07-12
16.399911880493164,2001-07-13
16.557355880737305,2001-07-16
16.4261474609375,2001-07-17
16.242473602294922,2001-07-18
16.137514114379883,2001-07-19
15.770156860351562,2001-07-20
15.586475372314453,2001-07-23
15.21911907196045,2001-07-24
15.355561256408691,2001-07-25
15.11415958404541,2001-07-26
15.182378768920898,2001-07-27
15.140398979187012,2001-07-30
15.560240745544434,2001-07-31
15.497262954711914,2001-08-01
15.455276489257812,2001-08-02
15.339822769165039,2001-08-03
15.387051582336426,2001-08-06
15.245356559753418,2001-08-07
14.961966514587402,2001-08-08
15.019695281982422,2001-08-09
15.009198188781738,2001-08-10
15.250609397888184,2001-08-13
15.455276489257812,2001-08-14
15.350319862365723,2001-08-15
15.471020698547363,2001-08-16
15.276843070983887,2001-08-17
15.402791023254395,2001-08-20
15.413288116455078,2001-08-21
15.429037094116211,2001-08-22
15.796396255493164,2001-08-23
15.953826904296875,2001-08-24
15.770156860351562,2001-08-27
15.843629837036133,2001-08-28
15.896105766296387,2001-08-29
16.100780487060547,2001-08-30
16.006311416625977,2001-08-31
15.770156860351562,2001-09-04
15.586475372314453,2001-09-05
15.287333488464355,2001-09-06
14.85175895690918,2001-09-07
15.11415958404541,2001-09-10
14.12229061126709,2001-09-17
14.06456470489502,2001-09-18
14.006834030151367,2001-09-19
13.870387077331543,2001-09-20
13.22488784790039,2001-09-21
13.870387077331543,2001-09-24
14.169523239135742,2001-09-25
14.169523239135742,2001-09-26
14.73630428314209,2001-09-27
15.586475372314453,2001-09-28
15.21911907196045,2001-10-01
15.21911907196045,2001-10-02
15.119404792785645,2001-10-03
15.051182746887207,2001-10-04
15.09841537475586,2001-10-05
14.206260681152344,2001-10-08
14.164274215698242,2001-10-09
14.159025192260742,2001-10-10
14.332206726074219,2001-10-11
14.090807914733887,2001-10-12
14.069808959960938,2001-10-15
13.844146728515625,2001-10-16
13.854643821716309,2001-10-17
13.539766311645508,2001-10-18
13.46104621887207,2001-10-19
13.644730567932129,2001-10-22
14.174771308898926,2001-10-23
14.279730796813965,2001-10-24
14.295466423034668,2001-10-25
14.405680656433105,2001-10-26
14.2849760055542,2001-10-29
14.24824047088623,2001-10-30
14.117042541503906,2001-10-31
14.326961517333984,2001-11-01
14.337532043457031,2001-11-02
14.749899864196777,2001-11-05
14.802762031555176,2001-11-06
14.564865112304688,2001-11-07
14.697023391723633,2001-11-08
14.559577941894531,2001-11-09
14.49085521697998,2001-11-12
14.644164085388184,2001-11-13
14.617731094360352,2001-11-14
14.638875961303711,2001-11-15
14.58600902557373,2001-11-16
14.538430213928223,2001-11-19
14.538430213928223,2001-11-20
14.22122859954834,2001-11-21
14.247657775878906,2001-11-23
14.591297149658203,2001-11-26
14.400975227355957,2001-11-27
14.406259536743164,2001-11-28
14.443268775939941,2001-11-29
14.501420021057129,2001-11-30
14.258231163024902,2001-12-03
14.670598030090332,2001-12-04
14.792193412780762,2001-12-05
14.892643928527832,2001-12-06
15.030094146728516,2001-12-07
15.146401405334473,2001-12-10
15.394878387451172,2001-12-11
15.230990409851074,2001-12-12
15.299713134765625,2001-12-13
15.759651184082031,2001-12-14
16.098003387451172,2001-12-17
16.25132942199707,2001-12-18
16.43106460571289,2001-12-19
16.653118133544922,2001-12-20
16.230175018310547,2001-12-21
16.230175018310547,2001-12-24
16.230175018310547,2001-12-26
16.283039093017578,2001-12-27
16.60552978515625,2001-12-28
16.748271942138672,2001-12-31
16.404644012451172,2002-01-02
16.47336196899414,2002-01-03
16.357057571411133,2002-01-04
16.045143127441406,2002-01-07
15.997556686401367,2002-01-08
16.045143127441406,2002-01-09
16.182588577270508,2002-01-10
16.045143127441406,2002-01-11
16.087432861328125,2002-01-14
16.230175018310547,2002-01-15
15.939410209655762,2002-01-16
15.981698989868164,2002-01-17
15.891826629638672,2002-01-18
15.912975311279297,2002-01-22
15.854816436767578,2002-01-23
15.833667755126953,2002-01-24
16.002849578857422,2002-01-25
15.860111236572266,2002-01-28
15.236279487609863,2002-01-29
15.542901992797852,2002-01-30
16.060998916625977,2002-01-31
15.923547744750977,2002-02-01
15.463604927062988,2002-02-04
15.15697193145752,2002-02-05
15.294429779052734,2002-02-06
15.326148986816406,2002-02-07
15.62220287322998,2002-02-08
15.632772445678711,2002-02-11
16.05571174621582,2002-02-12
16.230175018310547,2002-02-13
16.621395111083984,2002-02-14
16.341197967529297,2002-02-15
16.045143127441406,2002-02-19
16.415206909179688,2002-02-20
16.38348388671875,2002-02-21
16.320035934448242,2002-02-22
16.547374725341797,2002-02-25
16.790557861328125,2002-02-26
17.023178100585938,2002-02-27
16.85401153564453,2002-02-28
16.864572525024414,2002-03-01
17.604713439941406,2002-03-04
17.350950241088867,2002-03-05
17.340381622314453,2002-03-06
17.208213806152344,2002-03-07
17.044330596923828,2002-03-08
16.864572525024414,2002-03-11
17.03904151916504,2002-03-12
16.748271942138672,2002-03-13
16.60552978515625,2002-03-14
16.53151512145996,2002-03-15
16.267187118530273,2002-03-18
16.008134841918945,2002-03-19
15.912975311279297,2002-03-20
16.177309036254883,2002-03-21
16.045143127441406,2002-03-22
16.045143127441406,2002-03-25
16.05571174621582,2002-03-26
16.494504928588867,2002-03-27
16.653118133544922,2002-03-28
16.378204345703125,2002-04-01
16.49979591369629,2002-04-02
16.494504928588867,2002-04-03
16.66896629333496,2002-04-04
17.08662223815918,2002-04-05
17.30866050720215,2002-04-08
17.451404571533203,2002-04-09
17.604713439941406,2002-04-10
17.366817474365234,2002-04-11
17.784465789794922,2002-04-12
17.588855743408203,2002-04-15
18.027652740478516,2002-04-16
18.170400619506836,2002-04-17
17.9483585357666,2002-04-18
18.239126205444336,2002-04-19
18.28141212463379,2002-04-22
17.784465789794922,2002-04-23
17.826753616333008,2002-04-24
17.784465789794922,2002-04-25
17.647008895874023,2002-04-26
17.84790802001953,2002-04-29
18.048797607421875,2002-04-30
18.064659118652344,2002-05-01
18.027652740478516,2002-05-02
18.05408477783203,2002-05-03
18.05408477783203,2002-05-06
16.84343719482422,2002-05-07
16.859294891357422,2002-05-08
16.774702072143555,2002-05-09
16.7852783203125,2002-05-10
16.996747970581055,2002-05-13
17.04961585998535,2002-05-14
16.779998779296875,2002-05-15
17.04961585998535,2002-05-16
17.208213806152344,2002-05-17
16.721837997436523,2002-05-20
16.505081176757812,2002-05-21
16.399349212646484,2002-05-22
16.653118133544922,2002-05-23
16.727121353149414,2002-05-24
16.415206909179688,2002-05-28
16.584388732910156,2002-05-29
16.84343719482422,2002-05-30
17.56771469116211,2002-05-31
16.970308303833008,2002-06-03
16.82228660583496,2002-06-04
16.891014099121094,2002-06-05
16.53151512145996,2002-06-06
16.4416446685791,2002-06-07
16.71126937866211,2002-06-10
16.351768493652344,2002-06-11
16.182588577270508,2002-06-12
15.754374504089355,2002-06-13
15.690934181213379,2002-06-14
16.261892318725586,2002-06-17
16.087432861328125,2002-06-18
15.675067901611328,2002-06-19
15.104107856750488,2002-06-20
15.712080001831055,2002-06-21
15.225701332092285,2002-06-24
15.15697193145752,2002-06-25
14.802762031555176,2002-06-26
15.257421493530273,2002-06-27
15.225701332092285,2002-06-28
15.542901992797852,2002-07-01
15.1834077835083,2002-07-02
15.278572082519531,2002-07-03
15.542901992797852,2002-07-05
15.6380615234375,2002-07-08
15.209836959838867,2002-07-09
14.792193412780762,2002-07-10
14.776331901550293,2002-07-11
14.654736518859863,2002-07-12
14.591297149658203,2002-07-15
13.840582847595215,2002-07-16
13.396498680114746,2002-07-17
12.820250511169434,2002-07-18
13.084589004516602,2002-07-19
12.661651611328125,2002-07-22
12.20699405670166,2002-07-23
12.571779251098633,2002-07-24
12.777955055236816,2002-07-25
13.407075881958008,2002-07-26
14.638875961303711,2002-07-29
14.855631828308105,2002-07-30
14.903207778930664,2002-07-31
14.845061302185059,2002-08-01
14.115492820739746,2002-08-02
13.549817085266113,2002-08-05
13.396498680114746,2002-08-06
13.607967376708984,2002-08-07
14.184216499328613,2002-08-08
14.321677207946777,2002-08-09
14.147212982177734,2002-08-12
13.824723243713379,2002-08-13
14.173653602600098,2002-08-14
14.147212982177734,2002-08-15
14.099637985229492,2002-08-16
14.49085521697998,2002-08-19
14.258231163024902,2002-08-20
14.3798246383667,2002-08-21
14.786911010742188,2002-08-22
14.628300666809082,2002-08-23
14.63359260559082,2002-08-26
14.300530433654785,2002-08-27
14.08906364440918,2002-08-28
14.363970756530762,2002-08-29
14.231799125671387,2002-08-30
13.692558288574219,2002-09-03
13.502239227294922,2002-09-04
13.50751781463623,2002-09-05
13.348919868469238,2002-09-06
13.475799560546875,2002-09-09
13.433507919311523,2002-09-10
13.354207038879395,2002-09-11
13.005288124084473,2002-09-12
13.190320014953613,2002-09-13
12.883691787719727,2002-09-16
12.344451904296875,2002-09-17
12.222854614257812,2002-09-18
12.439605712890625,2002-09-19
12.455465316772461,2002-09-20
12.460755348205566,2002-09-23
12.159414291381836,2002-09-24
12.212279319763184,2002-09-25
12.545343399047852,2002-09-26
12.138263702392578,2002-09-27
12.032533645629883,2002-09-30
12.555912971496582,2002-10-01
12.318011283874512,2002-10-02
11.905652046203613,2002-10-03
11.04391860961914,2002-10-04
10.969908714294434,2002-10-07
11.498579025268555,2002-10-08
11.123217582702637,2002-10-09
11.593738555908203,2002-10-10
11.969090461730957,2002-10-11
11.76291275024414,2002-10-14
13.058155059814453,2002-10-15
12.920699119567871,2002-10-16
13.354207038879395,2002-10-17
13.148021697998047,2002-10-18
13.121593475341797,2002-10-21
13.084589004516602,2002-10-22
12.95241928100586,2002-10-23
12.978852272033691,2002-10-24
13.428220748901367,2002-10-25
13.243189811706543,2002-10-28
12.899555206298828,2002-10-29
12.95241928100586,2002-10-30
12.624643325805664,2002-10-31
12.915410041809082,2002-11-01
13.174461364746094,2002-11-04
13.190320014953613,2002-11-05
14.197988510131836,2002-11-06
14.213984489440918,2002-11-07
14.448573112487793,2002-11-08
14.00605297088623,2002-11-11
14.016717910766602,2002-11-12
14.181997299194336,2002-11-13
14.352604866027832,2002-11-14
14.389925956726074,2002-11-15
13.83543872833252,2002-11-18
13.904748916625977,2002-11-19
14.251304626464844,2002-11-20
14.176666259765625,2002-11-21
14.341940879821777,2002-11-22
14.128676414489746,2002-11-25
13.675491333007812,2002-11-26
14.091352462768555,2002-11-27
14.309953689575195,2002-11-29
14.288625717163086,2002-12-02
14.022047996520996,2002-12-03
14.187322616577148,2002-12-04
13.968732833862305,2002-12-05
14.203322410583496,2002-12-06
14.027374267578125,2002-12-09
14.20865535736084,2002-12-10
15.00838851928711,2002-12-11
15.147011756896973,2002-12-12
15.013716697692871,2002-12-13
15.104351043701172,2002-12-16
14.82178020477295,2002-12-17
14.699150085449219,2002-12-18
14.51254940032959,2002-12-19
14.661836624145508,2002-12-20
14.640510559082031,2002-12-23
14.645841598510742,2002-12-24
14.75247573852539,2002-12-26
14.480570793151855,2002-12-27
14.613852500915527,2002-12-30
14.416582107543945,2002-12-31
14.848441123962402,2003-01-02
14.880431175231934,2003-01-03
15.131017684936523,2003-01-06
14.917753219604492,2003-01-07
14.768467903137207,2003-01-08
15.541544914245605,2003-01-09
15.456243515014648,2003-01-10
15.552209854125977,2003-01-13
15.642837524414062,2003-01-14
15.333617210388184,2003-01-15
15.312291145324707,2003-01-16
15.194990158081055,2003-01-17
15.08836555480957,2003-01-21
14.869766235351562,2003-01-22
14.912421226501465,2003-01-23
14.544536590576172,2003-01-24
14.309953689575195,2003-01-27
14.155332565307617,2003-01-28
14.171331405639648,2003-01-29
14.016717910766602,2003-01-30
14.272629737854004,2003-01-31
14.432579040527344,2003-02-03
13.878092765808105,2003-02-04
13.910080909729004,2003-02-05
13.627508163452148,2003-02-06
13.686158180236816,2003-02-07
13.862099647521973,2003-02-10
13.126338005065918,2003-02-11
13.2169828414917,2003-02-12
13.270294189453125,2003-02-13
13.734147071838379,2003-02-14
13.862099647521973,2003-02-18
13.79278564453125,2003-02-19
13.744804382324219,2003-02-20
13.920748710632324,2003-02-21
13.79278564453125,2003-02-24
13.760797500610352,2003-02-25
13.64883804321289,2003-02-26
13.872764587402344,2003-02-27
13.952737808227539,2003-02-28
13.888758659362793,2003-03-03
13.590188980102539,2003-03-04
14.00605297088623,2003-03-05
13.776793479919434,2003-03-06
13.883423805236816,2003-03-07
13.382256507873535,2003-03-10
12.998380661010742,2003-03-11
12.801112174987793,2003-03-12
13.3982515335083,2003-03-13
13.627508163452148,2003-03-14
13.915411949157715,2003-03-17
13.952737808227539,2003-03-18
14.528546333312988,2003-03-19
14.475234031677246,2003-03-20
14.78979206085205,2003-03-21
14.240638732910156,2003-03-24
14.304619789123535,2003-03-25
14.283296585083008,2003-03-26
14.224647521972656,2003-03-27
14.347270965576172,2003-03-28
14.06470012664795,2003-03-31
14.331276893615723,2003-04-01
14.736474990844727,2003-04-02
14.75247573852539,2003-04-03
14.907086372375488,2003-04-04
14.78979206085205,2003-04-07
14.853769302368164,2003-04-08
14.475234031677246,2003-04-09
14.699150085449219,2003-04-10
14.725814819335938,2003-04-11
14.848441123962402,2003-04-14
15.061700820922852,2003-04-15
14.82178020477295,2003-04-16
15.093697547912598,2003-04-17
15.003052711486816,2003-04-21
15.456243515014648,2003-04-22
15.541544914245605,2003-04-23
15.131017684936523,2003-04-24
14.90175724029541,2003-04-25
15.258971214294434,2003-04-28
15.205657005310059,2003-04-29
15.317619323730469,2003-04-30
15.290961265563965,2003-05-01
15.349611282348633,2003-05-02
15.013716697692871,2003-05-05
14.976394653320312,2003-05-06
14.693826675415039,2003-05-07
14.336609840393066,2003-05-08
14.272629737854004,2003-05-09
14.699150085449219,2003-05-12
14.39525318145752,2003-05-13
14.336609840393066,2003-05-14
14.39525318145752,2003-05-15
14.523218154907227,2003-05-16
14.39525318145752,2003-05-19
14.187322616577148,2003-05-20
14.203322410583496,2003-05-21
14.325945854187012,2003-05-22
14.277960777282715,2003-05-23
14.373931884765625,2003-05-27
14.555204391479492,2003-05-28
14.325945854187012,2003-05-29
14.912421226501465,2003-05-30
15.00838851928711,2003-06-02
14.907086372375488,2003-06-03
15.179003715515137,2003-06-04
15.344278335571289,2003-06-05
15.429579734802246,2003-06-06
15.09902572631836,2003-06-09
15.083033561706543,2003-06-10
15.280301094055176,2003-06-11
15.397591590881348,2003-06-12
15.285635948181152,2003-06-13
15.568206787109375,2003-06-16
15.482900619506836,2003-06-17
15.392257690429688,2003-06-18
15.067035675048828,2003-06-19
15.09902572631836,2003-06-20
15.04037857055664,2003-06-23
15.264300346374512,2003-06-24
15.173664093017578,2003-06-25
15.184334754943848,2003-06-26
15.141683578491211,2003-06-27
15.09902572631836,2003-06-30
15.104351043701172,2003-07-01
15.30162525177002,2003-07-02
15.466909408569336,2003-07-03
15.7601318359375,2003-07-07
15.770805358886719,2003-07-08
15.7601318359375,2003-07-09
15.386933326721191,2003-07-10
15.504225730895996,2003-07-11
15.573540687561035,2003-07-14
15.440244674682617,2003-07-15
15.120345115661621,2003-07-16
14.907086372375488,2003-07-17
14.859103202819824,2003-07-18
14.816446304321289,2003-07-21
14.859103202819824,2003-07-22
15.05637264251709,2003-07-23
15.05637264251709,2003-07-24
15.546880722045898,2003-07-25
15.440244674682617,2003-07-28
15.077698707580566,2003-07-29
14.768467903137207,2003-07-30
14.779134750366211,2003-07-31
14.581863403320312,2003-08-01
14.587191581726074,2003-08-04
14.923086166381836,2003-08-05
15.226983070373535,2003-08-06
15.461575508117676,2003-08-07
15.610859870910645,2003-08-08
15.147011756896973,2003-08-11
15.434911727905273,2003-08-12
15.32828426361084,2003-08-13
15.541544914245605,2003-08-14
15.514887809753418,2003-08-15
15.57887077331543,2003-08-18
15.493561744689941,2003-08-19
15.461575508117676,2003-08-20
15.445577621459961,2003-08-21
15.189664840698242,2003-08-22
15.27497386932373,2003-08-25
15.205657005310059,2003-08-26
14.971064567565918,2003-08-27
15.029716491699219,2003-08-28
15.152339935302734,2003-08-29
15.57887077331543,2003-09-02
15.568206787109375,2003-09-03
15.466909408569336,2003-09-04
15.434911727905273,2003-09-05
15.530879974365234,2003-09-08
15.493561744689941,2003-09-09
15.402928352355957,2003-09-10
15.290961265563965,2003-09-11
15.163006782531738,2003-09-12
15.05103588104248,2003-09-15
15.152339935302734,2003-09-16
15.093697547912598,2003-09-17
15.456243515014648,2003-09-18
15.27497386932373,2003-09-19
15.125682830810547,2003-09-22
15.189664840698242,2003-09-23
15.05103588104248,2003-09-24
14.960408210754395,2003-09-25
14.971064567565918,2003-09-26
15.189664840698242,2003-09-29
14.955072402954102,2003-09-30
15.450906753540039,2003-10-01
15.440244674682617,2003-10-02
15.658843994140625,2003-10-03
15.776137351989746,2003-10-06
15.877432823181152,2003-10-07
15.69083023071289,2003-10-08
15.829455375671387,2003-10-09
15.824116706848145,2003-10-10
16.112031936645508,2003-10-13
16.0587100982666,2003-10-14
16.234649658203125,2003-10-15
16.34661102294922,2003-10-16
16.517229080200195,2003-10-17
16.30396270751953,2003-10-20
16.53322410583496,2003-10-21
16.10135841369629,2003-10-22
16.239978790283203,2003-10-23
16.218656539916992,2003-10-24
16.207996368408203,2003-10-27
16.490562438964844,2003-10-28
16.41058921813965,2003-10-29
16.42125701904297,2003-10-30
16.741147994995117,2003-10-31
16.799800872802734,2003-11-03
16.53855323791504,2003-11-04
16.688945770263672,2003-11-05
16.769519805908203,2003-11-06
16.597640991210938,2003-11-07
16.53317642211914,2003-11-10
16.43649673461914,2003-11-11
16.44723892211914,2003-11-12
16.33980941772461,2003-11-13
16.23238754272461,2003-11-14
16.28609275817871,2003-11-17
16.46335220336914,2003-11-18
16.688945770263672,2003-11-19
16.67820930480957,2003-11-20
16.79637908935547,2003-11-21
17.134777069091797,2003-11-24
17.355009078979492,2003-11-25
17.666549682617188,2003-11-26
17.559118270874023,2003-11-28
17.92437171936035,2003-12-01
17.87603187561035,2003-12-02
17.650436401367188,2003-12-03
17.548368453979492,2003-12-04
17.494665145874023,2003-12-05
17.843807220458984,2003-12-08
17.72563362121582,2003-12-09
17.91900062561035,2003-12-10
18.219797134399414,2003-12-11
18.04791259765625,2003-12-12
17.833053588867188,2003-12-15
17.773971557617188,2003-12-16
17.779346466064453,2003-12-17
17.795454025268555,2003-12-18
17.81157684326172,2003-12-19
