RYAAY,Date
3.8684277534484863,1998-03-20
3.7894811630249023,1998-03-23
3.736849069595337,1998-03-24
3.710533380508423,1998-03-25
3.8684277534484863,1998-03-26
3.934218406677246,1998-03-27
3.92106032371521,1998-03-30
3.8947441577911377,1998-03-31
3.8815860748291016,1998-04-01
3.8421127796173096,1998-04-02
3.6842169761657715,1998-04-03
3.8552701473236084,1998-04-06
3.736849069595337,1998-04-07
3.934218406677246,1998-04-08
4.000007629394531,1998-04-09
4.000007629394531,1998-04-13
3.9736921787261963,1998-04-14
4.019744396209717,1998-04-15
4.013166427612305,1998-04-16
4.013166427612305,1998-04-17
4.052638530731201,1998-04-20
4.118429183959961,1998-04-21
4.105270862579346,1998-04-22
4.184218883514404,1998-04-23
4.07895565032959,1998-04-24
4.052638530731201,1998-04-27
3.947375774383545,1998-04-28
3.986849308013916,1998-04-29
4.039481163024902,1998-04-30
4.039481163024902,1998-05-01
4.013166427612305,1998-05-04
3.960533380508423,1998-05-05
3.8947441577911377,1998-05-06
3.8947441577911377,1998-05-07
3.960533380508423,1998-05-08
3.776322841644287,1998-05-11
3.5394797325134277,1998-05-12
3.6315860748291016,1998-05-13
3.8157970905303955,1998-05-14
3.8815860748291016,1998-05-15
3.875006914138794,1998-05-18
3.8684277534484863,1998-05-19
3.8947441577911377,1998-05-20
3.8815860748291016,1998-05-21
3.8881657123565674,1998-05-22
3.776322841644287,1998-05-26
3.7894811630249023,1998-05-27
3.6710596084594727,1998-05-28
3.6973752975463867,1998-05-29
3.736849069595337,1998-06-01
3.736849069595337,1998-06-02
3.776322841644287,1998-06-03
3.776322841644287,1998-06-04
3.802638292312622,1998-06-05
3.7894811630249023,1998-06-08
3.710533380508423,1998-06-09
3.8421127796173096,1998-06-10
3.8421127796173096,1998-06-11
3.8684277534484863,1998-06-12
3.763164758682251,1998-06-15
3.8289554119110107,1998-06-16
3.7894811630249023,1998-06-17
3.750007152557373,1998-06-18
3.6579017639160156,1998-06-19
3.6052701473236084,1998-06-22
3.4210593700408936,1998-06-23
3.4473750591278076,1998-06-24
3.578953981399536,1998-06-25
3.6315860748291016,1998-06-26
3.710533380508423,1998-06-29
3.750007152557373,1998-06-30
3.8289554119110107,1998-07-01
3.8289554119110107,1998-07-02
4.052638530731201,1998-07-06
4.07895565032959,1998-07-07
4.197376251220703,1998-07-08
4.13158655166626,1998-07-09
4.21053409576416,1998-07-10
4.4473772048950195,1998-07-13
4.539482116699219,1998-07-14
4.539482116699219,1998-07-15
4.539482116699219,1998-07-16
4.2763237953186035,1998-07-17
4.434218883514404,1998-07-20
4.315797328948975,1998-07-21
4.289482116699219,1998-07-22
4.21053409576416,1998-07-23
4.21053409576416,1998-07-24
4.13158655166626,1998-07-27
4.111850261688232,1998-07-28
4.105270862579346,1998-07-29
4.118429183959961,1998-07-30
4.105270862579346,1998-07-31
4.085535049438477,1998-08-03
4.026323318481445,1998-08-04
4.013166427612305,1998-08-05
4.065797328948975,1998-08-06
4.13158655166626,1998-08-07
4.1513237953186035,1998-08-10
4.092112064361572,1998-08-11
4.105270862579346,1998-08-12
4.000007629394531,1998-08-13
3.8947441577911377,1998-08-14
3.8157970905303955,1998-08-17
3.8289554119110107,1998-08-18
3.802638292312622,1998-08-19
3.6052701473236084,1998-08-20
3.526322603225708,1998-08-21
3.4736905097961426,1998-08-24
3.4736905097961426,1998-08-25
3.276322364807129,1998-08-26
3.0526373386383057,1998-08-27
3.105268716812134,1998-08-28
3.105268716812134,1998-08-31
3.0263214111328125,1998-09-01
3.394742965698242,1998-09-02
3.355268955230713,1998-09-03
3.3815853595733643,1998-09-04
3.4210593700408936,1998-09-08
3.4342169761657715,1998-09-09
3.4342169761657715,1998-09-10
3.5460591316223145,1998-09-11
3.6315860748291016,1998-09-14
3.776322841644287,1998-09-15
3.736849069595337,1998-09-16
3.6842169761657715,1998-09-17
3.736849069595337,1998-09-18
3.776322841644287,1998-09-21
3.6315860748291016,1998-09-22
3.736849069595337,1998-09-23
3.6579017639160156,1998-09-24
3.4736905097961426,1998-09-25
3.5394797325134277,1998-09-28
3.368427276611328,1998-09-29
3.6052701473236084,1998-09-30
3.394742965698242,1998-10-01
3.184216260910034,1998-10-02
3.0657951831817627,1998-10-05
3.0526373386383057,1998-10-06
2.776320695877075,1998-10-07
2.4671101570129395,1998-10-08
2.894742012023926,1998-10-09
3.0526373386383057,1998-10-12
3.1513216495513916,1998-10-13
3.1973745822906494,1998-10-14
3.2500059604644775,1998-10-15
3.171058416366577,1998-10-16
3.184216260910034,1998-10-19
3.3815853595733643,1998-10-20
3.526322603225708,1998-10-21
3.500007152557373,1998-10-22
3.4079010486602783,1998-10-23
3.3157958984375,1998-10-26
3.2631642818450928,1998-10-27
3.1579010486602783,1998-10-28
3.118427038192749,1998-10-29
3.092111349105835,1998-10-30
3.171058416366577,1998-11-02
3.2236902713775635,1998-11-03
3.2105319499969482,1998-11-04
3.3157958984375,1998-11-05
3.5131640434265137,1998-11-06
3.6184279918670654,1998-11-09
3.6842169761657715,1998-11-10
3.5460591316223145,1998-11-11
3.4210593700408936,1998-11-12
3.3157958984375,1998-11-13
3.1579010486602783,1998-11-16
3.0657951831817627,1998-11-17
2.9736900329589844,1998-11-18
3.078953266143799,1998-11-19
3.0263214111328125,1998-11-20
3.0526373386383057,1998-11-23
3.0000054836273193,1998-11-24
2.96053147315979,1998-11-25
2.9868478775024414,1998-11-27
2.86842679977417,1998-11-30
2.8421103954315186,1998-12-01
3.144742488861084,1998-12-02
3.0526373386383057,1998-12-03
3.167769193649292,1998-12-04
3.171058416366577,1998-12-07
3.144742488861084,1998-12-08
3.1513216495513916,1998-12-09
3.009873867034912,1998-12-10
3.0526373386383057,1998-12-11
3.0394792556762695,1998-12-14
3.078953266143799,1998-12-15
3.131585121154785,1998-12-16
3.1579010486602783,1998-12-17
3.2105319499969482,1998-12-18
3.394742965698242,1998-12-21
3.6184279918670654,1998-12-22
3.763164758682251,1998-12-23
3.7894811630249023,1998-12-24
3.8157970905303955,1998-12-28
3.9736921787261963,1998-12-29
4.000007629394531,1998-12-30
3.9736921787261963,1998-12-31
4.026323318481445,1999-01-04
4.026323318481445,1999-01-05
4.000007629394531,1999-01-06
3.8421127796173096,1999-01-07
3.7236907482147217,1999-01-08
3.710533380508423,1999-01-11
3.526322603225708,1999-01-12
3.5131640434265137,1999-01-13
3.328953504562378,1999-01-14
3.4342169761657715,1999-01-15
3.2105319499969482,1999-01-19
3.4736905097961426,1999-01-20
3.4736905097961426,1999-01-21
3.4210593700408936,1999-01-22
3.5131640434265137,1999-01-25
3.8157970905303955,1999-01-26
3.6973752975463867,1999-01-27
3.6447441577911377,1999-01-28
3.6052701473236084,1999-01-29
3.592111825942993,1999-02-01
3.6184279918670654,1999-02-02
3.6842169761657715,1999-02-03
3.947375774383545,1999-02-04
3.8421127796173096,1999-02-05
3.8552701473236084,1999-02-08
3.8684277534484863,1999-02-09
3.9736921787261963,1999-02-10
4.07895565032959,1999-02-11
4.032902240753174,1999-02-12
4.000007629394531,1999-02-16
4.026323318481445,1999-02-17
3.9736921787261963,1999-02-18
4.065797328948975,1999-02-19
4.052638530731201,1999-02-22
4.026323318481445,1999-02-23
4.000007629394531,1999-02-24
4.000007629394531,1999-02-25
3.986849308013916,1999-02-26
4.092112064361572,1999-03-01
3.9736921787261963,1999-03-02
3.9934284687042236,1999-03-03
4.000007629394531,1999-03-04
4.039481163024902,1999-03-05
4.07895565032959,1999-03-08
4.059217929840088,1999-03-09
4.105270862579346,1999-03-10
4.144744873046875,1999-03-11
4.118429183959961,1999-03-12
4.157902717590332,1999-03-15
4.21053409576416,1999-03-16
4.21053409576416,1999-03-17
4.263166427612305,1999-03-18
4.381587028503418,1999-03-19
4.355271339416504,1999-03-22
4.328956127166748,1999-03-23
4.302640438079834,1999-03-24
4.302640438079834,1999-03-25
4.315797328948975,1999-03-26
4.302640438079834,1999-03-29
4.236849308013916,1999-03-30
4.289482116699219,1999-03-31
4.342113971710205,1999-04-01
4.434218883514404,1999-04-05
4.546061038970947,1999-04-06
4.52632474899292,1999-04-07
4.5000081062316895,1999-04-08
4.5000081062316895,1999-04-09
4.657904148101807,1999-04-12
4.723692893981934,1999-04-13
4.894745349884033,1999-04-14
5.026325702667236,1999-04-15
4.986851692199707,1999-04-16
4.960535526275635,1999-04-19
4.934219837188721,1999-04-20
4.710534572601318,1999-04-21
4.631587982177734,1999-04-22
4.631587982177734,1999-04-23
4.6381659507751465,1999-04-26
4.611850261688232,1999-04-27
4.605270862579346,1999-04-28
4.625008583068848,1999-04-29
4.710534572601318,1999-04-30
4.763166427612305,1999-05-03
4.736851215362549,1999-05-04
4.921062469482422,1999-05-05
4.934219837188721,1999-05-06
4.947377681732178,1999-05-07
4.921062469482422,1999-05-10
4.986851692199707,1999-05-11
5.105273246765137,1999-05-12
4.947377681732178,1999-05-13
4.947377681732178,1999-05-14
4.881587505340576,1999-05-17
4.947377681732178,1999-05-18
5.013166904449463,1999-05-19
5.03948450088501,1999-05-20
5.026325702667236,1999-05-21
4.934219837188721,1999-05-24
5.052640914916992,1999-05-25
5.03948450088501,1999-05-26
5.000009536743164,1999-05-27
4.631587982177734,1999-05-28
4.513166427612305,1999-06-01
4.552640438079834,1999-06-02
4.6842193603515625,1999-06-03
4.710534572601318,1999-06-04
4.8421149253845215,1999-06-07
5.368431568145752,1999-06-08
5.263167381286621,1999-06-09
5.105273246765137,1999-06-10
5.052640914916992,1999-06-11
4.993430137634277,1999-06-14
4.993430137634277,1999-06-15
4.986851692199707,1999-06-16
5.09869384765625,1999-06-17
5.184220314025879,1999-06-18
5.21711540222168,1999-06-21
5.296063423156738,1999-06-22
5.381588935852051,1999-06-23
5.42106294631958,1999-06-24
5.5263261795043945,1999-06-25
5.473694801330566,1999-06-28
5.486852169036865,1999-06-29
5.578958034515381,1999-06-30
5.559221267700195,1999-07-01
5.42106294631958,1999-07-02
5.315799713134766,1999-07-06
5.250009059906006,1999-07-07
5.236851692199707,1999-07-08
5.263167381286621,1999-07-09
5.210536479949951,1999-07-12
5.250009059906006,1999-07-13
5.30264139175415,1999-07-14
5.434220790863037,1999-07-15
5.53948450088501,1999-07-16
5.907905578613281,1999-07-19
5.473694801330566,1999-07-20
5.565799713134766,1999-07-21
5.565799713134766,1999-07-22
5.710536956787109,1999-07-23
5.552642822265625,1999-07-26
5.578958034515381,1999-07-27
5.5000104904174805,1999-07-28
5.4539570808410645,1999-07-29
5.473694801330566,1999-07-30
5.460536479949951,1999-08-02
5.447378158569336,1999-08-03
5.328957557678223,1999-08-04
5.30264139175415,1999-08-05
5.263167381286621,1999-08-06
5.2302727699279785,1999-08-09
5.157904624938965,1999-08-10
5.157904624938965,1999-08-11
5.157904624938965,1999-08-12
5.157904624938965,1999-08-13
5.157904624938965,1999-08-16
5.065798759460449,1999-08-17
5.052640914916992,1999-08-18
5.052640914916992,1999-08-19
4.921062469482422,1999-08-20
4.907904148101807,1999-08-23
4.894745349884033,1999-08-24
4.802640914916992,1999-08-25
4.802640914916992,1999-08-26
4.710534572601318,1999-08-27
4.77632474899292,1999-08-30
4.828956127166748,1999-08-31
4.763166427612305,1999-09-01
4.802640914916992,1999-09-02
4.947377681732178,1999-09-03
5.157904624938965,1999-09-07
5.105273246765137,1999-09-08
5.210536479949951,1999-09-09
5.078956127166748,1999-09-10
5.105273246765137,1999-09-13
4.9539570808410645,1999-09-14
4.947377681732178,1999-09-15
4.907904148101807,1999-09-16
4.960535526275635,1999-09-17
5.065798759460449,1999-09-20
5.0921149253845215,1999-09-21
5.157904624938965,1999-09-22
5.078956127166748,1999-09-23
5.14474630355835,1999-09-24
4.960535526275635,1999-09-27
4.8421149253845215,1999-09-28
4.8421149253845215,1999-09-29
4.828956127166748,1999-09-30
4.763166427612305,1999-10-01
4.835535526275635,1999-10-04
4.77632474899292,1999-10-05
4.947377681732178,1999-10-06
5.013166904449463,1999-10-07
5.105273246765137,1999-10-08
4.986851692199707,1999-10-11
4.789482593536377,1999-10-12
4.815798759460449,1999-10-13
4.750008583068848,1999-10-14
4.671061992645264,1999-10-15
4.657904148101807,1999-10-18
4.6842193603515625,1999-10-19
4.723692893981934,1999-10-20
4.815798759460449,1999-10-21
4.6842193603515625,1999-10-22
4.605270862579346,1999-10-25
4.381587028503418,1999-10-26
4.40790319442749,1999-10-27
4.342113971710205,1999-10-28
4.342113971710205,1999-10-29
4.21053409576416,1999-11-01
4.144744873046875,1999-11-02
4.118429183959961,1999-11-03
4.21053409576416,1999-11-04
4.368429183959961,1999-11-05
4.52632474899292,1999-11-08
4.855273246765137,1999-11-09
4.875008583068848,1999-11-10
5.013166904449463,1999-11-11
5.21711540222168,1999-11-12
5.473694801330566,1999-11-15
5.828958511352539,1999-11-16
5.9342217445373535,1999-11-17
5.894748210906982,1999-11-18
5.710536956787109,1999-11-19
5.6842217445373535,1999-11-22
5.460536479949951,1999-11-23
5.394747257232666,1999-11-24
5.250009059906006,1999-11-26
5.203957557678223,1999-11-29
5.250009059906006,1999-11-30
5.28948450088501,1999-12-01
5.618431568145752,1999-12-02
5.552642822265625,1999-12-03
5.5131683349609375,1999-12-06
5.605273246765137,1999-12-07
5.42106294631958,1999-12-08
5.5263261795043945,1999-12-09
5.578958034515381,1999-12-10
5.578958034515381,1999-12-13
5.5131683349609375,1999-12-14
5.605273246765137,1999-12-15
5.59211540222168,1999-12-16
5.578958034515381,1999-12-17
5.578958034515381,1999-12-20
5.618431568145752,1999-12-21
5.605273246765137,1999-12-22
5.631588935852051,1999-12-23
5.907905578613281,1999-12-27
5.7500104904174805,1999-12-28
5.855273723602295,1999-12-29
5.605273246765137,1999-12-30
5.802642822265625,1999-12-31
5.743431568145752,2000-01-03
5.710536956787109,2000-01-04
5.855273723602295,2000-01-05
5.828958511352539,2000-01-06
5.894748210906982,2000-01-07
6.026327610015869,2000-01-10
6.289484977722168,2000-01-11
6.368432521820068,2000-01-12
6.407907009124756,2000-01-13
6.210538387298584,2000-01-14
6.177642822265625,2000-01-18
6.368432521820068,2000-01-19
6.578960418701172,2000-01-20
6.618432998657227,2000-01-21
6.618432998657227,2000-01-24
6.631591796875,2000-01-25
6.736854553222656,2000-01-26
6.842117786407471,2000-01-27
6.921065807342529,2000-01-28
7.1710662841796875,2000-01-31
6.9605393409729,2000-02-01
6.82896089553833,2000-02-02
6.736854553222656,2000-02-03
6.447380542755127,2000-02-04
6.684223175048828,2000-02-07
6.842117786407471,2000-02-08
6.763169765472412,2000-02-09
6.7763285636901855,2000-02-10
6.473695755004883,2000-02-11
6.5263285636901855,2000-02-14
6.368432521820068,2000-02-15
6.315802097320557,2000-02-16
6.605276107788086,2000-02-17
6.565802097320557,2000-02-18
6.868434906005859,2000-02-22
6.789486408233643,2000-02-23
6.934223651885986,2000-02-24
6.82896089553833,2000-02-25
6.842117786407471,2000-02-28
7.157907962799072,2000-02-29
8.000015258789062,2000-03-01
8.447383880615234,2000-03-02
9.315808296203613,2000-03-03
9.55264949798584,2000-03-06
8.578964233398438,2000-03-07
8.368437767028809,2000-03-08
8.973701477050781,2000-03-09
9.789491653442383,2000-03-10
9.644755363464355,2000-03-13
9.723701477050781,2000-03-14
9.631596565246582,2000-03-15
9.394754409790039,2000-03-16
9.421070098876953,2000-03-17
9.52633285522461,2000-03-20
9.078964233398438,2000-03-21
8.842122077941895,2000-03-22
8.842122077941895,2000-03-23
8.78948974609375,2000-03-24
8.894753456115723,2000-03-27
8.578964233398438,2000-03-28
8.78948974609375,2000-03-29
9.289491653442383,2000-03-30
9.657913208007812,2000-03-31
9.500018119812012,2000-04-03
9.315808296203613,2000-04-04
9.210542678833008,2000-04-05
8.815805435180664,2000-04-06
8.710542678833008,2000-04-07
8.973701477050781,2000-04-10
8.526331901550293,2000-04-11
8.473699569702148,2000-04-12
8.42106819152832,2000-04-13
8.42106819152832,2000-04-14
8.000015258789062,2000-04-17
8.263174057006836,2000-04-18
8.631595611572266,2000-04-19
8.657912254333496,2000-04-20
8.447383880615234,2000-04-24
8.552647590637207,2000-04-25
8.42106819152832,2000-04-26
8.526331901550293,2000-04-27
8.578964233398438,2000-04-28
8.42106819152832,2000-05-01
8.684226989746094,2000-05-02
8.631595611572266,2000-05-03
8.842122077941895,2000-05-04
8.736858367919922,2000-05-05
8.552647590637207,2000-05-08
8.657912254333496,2000-05-09
8.53948974609375,2000-05-10
8.552647590637207,2000-05-11
8.53948974609375,2000-05-12
8.473699569702148,2000-05-15
8.552647590637207,2000-05-16
8.605279922485352,2000-05-17
8.671069145202637,2000-05-18
8.78948974609375,2000-05-19
9.263175010681152,2000-05-22
9.184226989746094,2000-05-23
9.052648544311523,2000-05-24
8.921070098876953,2000-05-25
8.921070098876953,2000-05-26
8.842122077941895,2000-05-30
8.526331901550293,2000-05-31
8.631595611572266,2000-06-01
8.657912254333496,2000-06-02
8.710542678833008,2000-06-05
8.710542678833008,2000-06-06
8.684226989746094,2000-06-07
8.42106819152832,2000-06-08
8.394753456115723,2000-06-09
8.315804481506348,2000-06-12
8.105278015136719,2000-06-13
8.05264663696289,2000-06-14
7.947383403778076,2000-06-15
8.28948974609375,2000-06-16
8.105278015136719,2000-06-19
8.078962326049805,2000-06-20
7.855279445648193,2000-06-21
7.315803527832031,2000-06-22
7.407908916473389,2000-06-23
7.394750595092773,2000-06-26
7.578961372375488,2000-06-27
7.578961372375488,2000-06-28
7.631594181060791,2000-06-29
7.684225559234619,2000-06-30
7.631594181060791,2000-07-03
7.894752502441406,2000-07-05
8.026331901550293,2000-07-06
7.90132999420166,2000-07-07
8.026331901550293,2000-07-10
8.236857414245605,2000-07-11
8.411199569702148,2000-07-12
8.342121124267578,2000-07-13
8.500015258789062,2000-07-14
8.526331901550293,2000-07-17
8.578964233398438,2000-07-18
8.552647590637207,2000-07-19
8.736858367919922,2000-07-20
8.947385787963867,2000-07-21
9.078964233398438,2000-07-24
8.973701477050781,2000-07-25
9.078964233398438,2000-07-26
8.973701477050781,2000-07-27
8.842122077941895,2000-07-28
8.868437767028809,2000-07-31
8.894753456115723,2000-08-01
8.78948974609375,2000-08-02
8.736858367919922,2000-08-03
8.78948974609375,2000-08-04
8.815805435180664,2000-08-07
8.736858367919922,2000-08-08
8.921070098876953,2000-08-09
8.763174057006836,2000-08-10
8.684226989746094,2000-08-11
8.526331901550293,2000-08-14
8.473699569702148,2000-08-15
8.526331901550293,2000-08-16
8.460541725158691,2000-08-17
8.447383880615234,2000-08-18
8.473699569702148,2000-08-21
8.394753456115723,2000-08-22
8.157910346984863,2000-08-23
8.236857414245605,2000-08-24
8.026331901550293,2000-08-25
8.000015258789062,2000-08-28
7.736855506896973,2000-08-29
7.894752502441406,2000-08-30
7.736855506896973,2000-08-31
7.894752502441406,2000-09-01
8.105278015136719,2000-09-05
8.105278015136719,2000-09-06
8.105278015136719,2000-09-07
8.13159465789795,2000-09-08
7.84212064743042,2000-09-11
7.6052775382995605,2000-09-12
7.421066761016846,2000-09-13
7.394750595092773,2000-09-14
7.32896089553833,2000-09-15
7.289487361907959,2000-09-18
7.2105393409729,2000-09-19
7.105276584625244,2000-09-20
7.263172149658203,2000-09-21
7.671067237854004,2000-09-22
7.710540294647217,2000-09-25
7.947383403778076,2000-09-26
8.000015258789062,2000-09-27
8.184225082397461,2000-09-28
8.105278015136719,2000-09-29
8.184225082397461,2000-10-02
8.447383880615234,2000-10-03
8.500015258789062,2000-10-04
8.473699569702148,2000-10-05
8.486857414245605,2000-10-06
8.526331901550293,2000-10-09
8.513174057006836,2000-10-10
8.526331901550293,2000-10-11
8.447383880615234,2000-10-12
8.236857414245605,2000-10-13
8.236857414245605,2000-10-16
8.000015258789062,2000-10-17
7.789487361907959,2000-10-18
7.868436813354492,2000-10-19
7.973698616027832,2000-10-20
7.84212064743042,2000-10-23
8.000015258789062,2000-10-24
7.921066761016846,2000-10-25
7.894752502441406,2000-10-26
8.197383880615234,2000-10-27
8.394753456115723,2000-10-30
8.486857414245605,2000-10-31
8.394753456115723,2000-11-01
8.657912254333496,2000-11-02
8.710542678833008,2000-11-03
8.828964233398438,2000-11-06
9.30264949798584,2000-11-07
9.157912254333496,2000-11-08
9.184226989746094,2000-11-09
9.263175010681152,2000-11-10
9.210542678833008,2000-11-13
9.421070098876953,2000-11-14
9.710545539855957,2000-11-15
10.236861228942871,2000-11-16
10.052651405334473,2000-11-17
9.868440628051758,2000-11-20
9.710545539855957,2000-11-21
9.644755363464355,2000-11-22
9.57896614074707,2000-11-24
9.500018119812012,2000-11-27
9.684229850769043,2000-11-28
9.894755363464355,2000-11-29
10.210545539855957,2000-11-30
10.723703384399414,2000-12-01
10.631599426269531,2000-12-04
10.421072959899902,2000-12-05
10.473703384399414,2000-12-06
10.394756317138672,2000-12-07
10.71054744720459,2000-12-08
10.736862182617188,2000-12-11
10.657914161682129,2000-12-12
10.644757270812988,2000-12-13
11.236862182617188,2000-12-14
10.68423080444336,2000-12-15
10.921072959899902,2000-12-18
10.71054744720459,2000-12-19
10.526334762573242,2000-12-20
10.368439674377441,2000-12-21
10.618441581726074,2000-12-22
10.552651405334473,2000-12-26
11.131599426269531,2000-12-27
11.315811157226562,2000-12-28
11.723706245422363,2000-12-29
11.355284690856934,2001-01-02
11.157916069030762,2001-01-03
11.421073913574219,2001-01-04
11.210546493530273,2001-01-05
11.039493560791016,2001-01-08
11.065810203552246,2001-01-09
