AIG,Date
805.7354125976562,2003-07-25
806.3582153320312,2003-07-28
788.6607055664062,2003-07-29
792.275390625,2003-07-30
800.1268310546875,2003-07-31
783.4263305664062,2003-08-01
777.693115234375,2003-08-04
766.4764404296875,2003-08-05
773.8297729492188,2003-08-06
772.7080688476562,2003-08-07
775.2009887695312,2003-08-08
779.0641479492188,2003-08-11
787.66357421875,2003-08-12
771.2125244140625,2003-08-13
781.9306640625,2003-08-14
777.693115234375,2003-08-15
780.8092651367188,2003-08-18
785.1712646484375,2003-08-19
768.4705810546875,2003-08-20
756.2571411132812,2003-08-21
742.6722412109375,2003-08-22
742.4229736328125,2003-08-25
752.3934326171875,2003-08-26
740.9276123046875,2003-08-27
741.0518798828125,2003-08-28
742.4229736328125,2003-08-29
735.443603515625,2003-09-02
749.8544311523438,2003-09-03
744.8637084960938,2003-09-04
735.5061645507812,2003-09-05
743.3663330078125,2003-09-08
752.4744262695312,2003-09-09
755.8432006835938,2003-09-10
750.4782104492188,2003-09-11
749.2304077148438,2003-09-12
734.258544921875,2003-09-15
751.10205078125,2003-09-16
745.1130981445312,2003-09-17
757.4650268554688,2003-09-18
752.9736328125,2003-09-19
744.23974609375,2003-09-22
745.8616943359375,2003-09-23
723.6531372070312,2003-09-24
723.6531372070312,2003-09-25
717.4144897460938,2003-09-26
726.2731323242188,2003-09-29
719.9098510742188,2003-09-30
747.3589477539062,2003-10-01
753.2230834960938,2003-10-02
755.46875,2003-10-03
758.8374633789062,2003-10-06
762.08154296875,2003-10-07
759.5863647460938,2003-10-08
759.3365478515625,2003-10-09
752.224853515625,2003-10-10
766.5731811523438,2003-10-13
779.7985229492188,2003-10-14
779.6737670898438,2003-10-15
776.0554809570312,2003-10-16
762.08154296875,2003-10-17
772.9363403320312,2003-10-20
764.451904296875,2003-10-21
751.7258911132812,2003-10-22
755.5936279296875,2003-10-23
750.8526611328125,2003-10-24
748.3569946289062,2003-10-27
753.09814453125,2003-10-28
759.8357543945312,2003-10-29
756.0925903320312,2003-10-30
758.9622802734375,2003-10-31
771.0648803710938,2003-11-03
763.953125,2003-11-04
748.98095703125,2003-11-05
746.9846801757812,2003-11-06
727.1466064453125,2003-11-07
740.870849609375,2003-11-10
743.2415161132812,2003-11-11
743.3663330078125,2003-11-12
738.2510986328125,2003-11-13
727.520751953125,2003-11-14
727.271240234375,2003-11-17
721.7817993164062,2003-11-18
724.7760009765625,2003-11-19
708.1819458007812,2003-11-20
706.0609741210938,2003-11-21
716.1669311523438,2003-11-24
713.4222412109375,2003-11-25
729.2677612304688,2003-11-26
723.0294799804688,2003-11-28
738.1259765625,2003-12-01
727.520751953125,2003-12-02
724.9603881835938,2003-12-03
735.9521484375,2003-12-04
732.3299560546875,2003-12-05
737.5761108398438,2003-12-08
748.3177490234375,2003-12-09
745.4449462890625,2003-12-10
759.934326171875,2003-12-11
775.92236328125,2003-12-12
785.664794921875,2003-12-15
801.653076171875,2003-12-16
798.7803955078125,2003-12-17
809.3973388671875,2003-12-18
806.524658203125,2003-12-19
807.39892578125,2003-12-22
810.6464233398438,2003-12-23
809.7720336914062,2003-12-24
808.2734375,2003-12-26
821.8880004882812,2003-12-29
824.6360473632812,2003-12-30
827.8837890625,2003-12-31
834.2539672851562,2004-01-02
847.119140625,2004-01-05
845.1207885742188,2004-01-06
855.4879150390625,2004-01-07
