TER,Date
1.0080645084381104,1974-07-16
0.9572986364364624,1974-07-17
0.9645509123802185,1974-07-18
0.9645509123802185,1974-07-19
0.9572986364364624,1974-07-22
0.9645509123802185,1974-07-23
0.9718031287193298,1974-07-24
0.9718031287193298,1974-07-25
0.9427938461303711,1974-07-26
0.9427938461303711,1974-07-29
0.9427938461303711,1974-07-30
0.9137850403785706,1974-07-31
0.899280309677124,1974-08-01
0.9282892942428589,1974-08-02
0.9355420470237732,1974-08-05
0.9645509123802185,1974-08-06
0.9718031287193298,1974-08-07
0.9718031287193298,1974-08-08
1.0008116960525513,1974-08-09
1.0153166055679321,1974-08-12
0.9935597777366638,1974-08-13
0.9718031287193298,1974-08-14
0.9572986364364624,1974-08-15
0.9500465989112854,1974-08-16
0.9210376143455505,1974-08-19
0.9210376143455505,1974-08-20
0.9137850403785706,1974-08-21
0.8775239586830139,1974-08-22
0.8775239586830139,1974-08-23
0.8630192875862122,1974-08-26
0.8412621021270752,1974-08-27
0.812252938747406,1974-08-28
0.812252938747406,1974-08-29
0.8920286893844604,1974-08-30
0.8920286893844604,1974-09-03
0.8412621021270752,1974-09-04
0.7977485656738281,1974-09-05
0.8340104818344116,1974-09-06
0.812252938747406,1974-09-09
0.8267579078674316,1974-09-10
0.812252938747406,1974-09-11
0.7832441926002502,1974-09-12
0.768739640712738,1974-09-13
0.6817125678062439,1974-09-16
0.638198971748352,1974-09-17
0.5729288458824158,1974-09-18
0.6091896891593933,1974-09-19
0.638198971748352,1974-09-20
0.6889652013778687,1974-09-23
0.6962170004844666,1974-09-24
0.6962170004844666,1974-09-25
0.638198971748352,1974-09-26
0.6236943602561951,1974-09-27
0.6236943602561951,1974-09-30
0.5874336361885071,1974-10-01
0.5874336361885071,1974-10-02
0.5801807045936584,1974-10-03
0.5366671681404114,1974-10-04
0.5511716604232788,1974-10-07
0.5511716604232788,1974-10-08
0.5511716604232788,1974-10-09
0.5656764507293701,1974-10-10
0.5439199209213257,1974-10-11
0.638198971748352,1974-10-14
0.6236943602561951,1974-10-15
0.6091896891593933,1974-10-16
0.5801807045936584,1974-10-17
0.5801807045936584,1974-10-18
0.5874336361885071,1974-10-21
0.5801807045936584,1974-10-22
0.5729288458824158,1974-10-23
0.6019381284713745,1974-10-24
0.5874336361885071,1974-10-25
0.5874336361885071,1974-10-28
0.6019381284713745,1974-10-29
0.6527035236358643,1974-10-30
0.674460768699646,1974-10-31
0.638198971748352,1974-11-01
0.6019381284713745,1974-11-04
0.5946852564811707,1974-11-05
0.5801807045936584,1974-11-06
0.5801807045936584,1974-11-07
0.5946852564811707,1974-11-08
0.6236943602561951,1974-11-11
0.6164424419403076,1974-11-12
0.5729288458824158,1974-11-13
0.522162914276123,1974-11-14
0.522162914276123,1974-11-15
0.4786493182182312,1974-11-18
0.4859020411968231,1974-11-19
0.4931536018848419,1974-11-20
0.47139737010002136,1974-11-21
0.449640154838562,1974-11-22
0.449640154838562,1974-11-25
0.44238829612731934,1974-11-26
0.406126469373703,1974-11-27
0.406126469373703,1974-11-29
0.4206310510635376,1974-12-02
0.406126469373703,1974-12-03
0.4206310510635376,1974-12-04
0.37711745500564575,1974-12-05
0.3481085002422333,1974-12-06
0.3698658049106598,1974-12-09
0.3626129925251007,1974-12-10
0.3626129925251007,1974-12-11
0.3553612232208252,1974-12-12
0.3481085002422333,1974-12-13
0.34085676074028015,1974-12-16
0.34085676074028015,1974-12-17
0.34085676074028015,1974-12-18
0.32635223865509033,1974-12-19
0.31184762716293335,1974-12-20
0.30459484457969666,1974-12-23
0.31184762716293335,1974-12-24
0.319099485874176,1974-12-26
0.33360394835472107,1974-12-27
0.30459484457969666,1974-12-30
0.3481085002422333,1974-12-31
0.3843702971935272,1975-01-02
0.3626129925251007,1975-01-03
0.3481085002422333,1975-01-06
0.3481085002422333,1975-01-07
0.3553612232208252,1975-01-08
0.34085676074028015,1975-01-09
0.3626129925251007,1975-01-10
0.3988747298717499,1975-01-13
0.41337940096855164,1975-01-14
0.3988747298717499,1975-01-15
0.406126469373703,1975-01-16
0.37711745500564575,1975-01-17
0.37711745500564575,1975-01-20
0.3698658049106598,1975-01-21
0.3626129925251007,1975-01-22
0.3843702971935272,1975-01-23
0.3916220963001251,1975-01-24
0.449640154838562,1975-01-27
0.47139737010002136,1975-01-28
0.5076583027839661,1975-01-29
0.5366671681404114,1975-01-30
0.5874336361885071,1975-01-31
0.5801807045936584,1975-02-03
0.522162914276123,1975-02-04
0.5511716604232788,1975-02-05
0.5366671681404114,1975-02-06
0.5294156670570374,1975-02-07
0.522162914276123,1975-02-10
0.522162914276123,1975-02-11
0.5366671681404114,1975-02-12
0.5511716604232788,1975-02-13
0.5511716604232788,1975-02-14
0.5511716604232788,1975-02-18
0.5439199209213257,1975-02-19
0.4931536018848419,1975-02-20
0.4931536018848419,1975-02-21
0.4931536018848419,1975-02-24
0.5076583027839661,1975-02-25
0.4931536018848419,1975-02-26
0.5004063248634338,1975-02-27
0.5004063248634338,1975-02-28
0.5801807045936584,1975-03-03
0.5946852564811707,1975-03-04
0.6019381284713745,1975-03-05
0.6164424419403076,1975-03-06
0.638198971748352,1975-03-07
0.6672078967094421,1975-03-10
0.7324787378311157,1975-03-11
0.7252259850502014,1975-03-12
0.7469832301139832,1975-03-13
0.7542349100112915,1975-03-14
0.7904970645904541,1975-03-17
0.7977485656738281,1975-03-18
0.768739640712738,1975-03-19
0.8485149145126343,1975-03-20
0.7977485656738281,1975-03-21
0.710721492767334,1975-03-24
0.7542349100112915,1975-03-25
0.768739640712738,1975-03-26
0.7469832301139832,1975-03-27
0.7397305965423584,1975-03-31
0.7614879012107849,1975-04-01
0.768739640712738,1975-04-02
0.7759921550750732,1975-04-03
0.7469832301139832,1975-04-04
0.7469832301139832,1975-04-07
0.7469832301139832,1975-04-08
0.7469832301139832,1975-04-09
0.7904970645904541,1975-04-10
0.7904970645904541,1975-04-11
0.8485149145126343,1975-04-14
0.8630192875862122,1975-04-15
0.8340104818344116,1975-04-16
0.8485149145126343,1975-04-17
0.8485149145126343,1975-04-18
0.8630192875862122,1975-04-21
0.9065330624580383,1975-04-22
0.899280309677124,1975-04-23
0.884775698184967,1975-04-24
0.8775239586830139,1975-04-25
0.8485149145126343,1975-04-28
0.8485149145126343,1975-04-29
0.8412621021270752,1975-04-30
0.8412621021270752,1975-05-01
0.8412621021270752,1975-05-02
0.812252938747406,1975-05-05
0.8195058107376099,1975-05-06
0.8195058107376099,1975-05-07
0.8267579078674316,1975-05-08
0.8267579078674316,1975-05-09
0.8702711462974548,1975-05-12
0.8630192875862122,1975-05-13
0.8485149145126343,1975-05-14
0.8702711462974548,1975-05-15
0.884775698184967,1975-05-16
0.8775239586830139,1975-05-19
0.884775698184967,1975-05-20
0.8630192875862122,1975-05-21
0.8630192875862122,1975-05-22
0.8557665944099426,1975-05-23
0.8557665944099426,1975-05-27
0.8340104818344116,1975-05-28
0.8340104818344116,1975-05-29
0.8340104818344116,1975-05-30
0.8340104818344116,1975-06-02
0.8195058107376099,1975-06-03
0.7904970645904541,1975-06-04
0.7904970645904541,1975-06-05
0.7977485656738281,1975-06-06
0.7904970645904541,1975-06-09
0.7759921550750732,1975-06-10
0.7614879012107849,1975-06-11
0.7542349100112915,1975-06-12
0.8267579078674316,1975-06-13
0.8267579078674316,1975-06-16
0.812252938747406,1975-06-17
0.8050013780593872,1975-06-18
0.8267579078674316,1975-06-19
0.812252938747406,1975-06-20
0.8630192875862122,1975-06-23
0.899280309677124,1975-06-24
0.899280309677124,1975-06-25
0.8775239586830139,1975-06-26
0.8412621021270752,1975-06-27
0.8557665944099426,1975-06-30
0.8702711462974548,1975-07-01
0.8340104818344116,1975-07-02
0.7977485656738281,1975-07-03
0.7977485656738281,1975-07-07
0.7904970645904541,1975-07-08
0.7832441926002502,1975-07-09
0.8267579078674316,1975-07-10
0.8557665944099426,1975-07-11
0.8702711462974548,1975-07-14
0.884775698184967,1975-07-15
0.8340104818344116,1975-07-16
0.8557665944099426,1975-07-17
0.8340104818344116,1975-07-18
0.8630192875862122,1975-07-21
0.8412621021270752,1975-07-22
0.8412621021270752,1975-07-23
0.8195058107376099,1975-07-24
0.812252938747406,1975-07-25
0.812252938747406,1975-07-28
0.8050013780593872,1975-07-29
0.7977485656738281,1975-07-30
0.8195058107376099,1975-07-31
0.812252938747406,1975-08-01
0.7832441926002502,1975-08-04
0.7832441926002502,1975-08-05
0.7469832301139832,1975-08-06
0.717974066734314,1975-08-07
0.7034697532653809,1975-08-08
0.6962170004844666,1975-08-11
0.6962170004844666,1975-08-12
0.638198971748352,1975-08-13
0.5946852564811707,1975-08-14
0.6091896891593933,1975-08-15
0.6091896891593933,1975-08-18
0.5801807045936584,1975-08-19
0.5801807045936584,1975-08-20
0.5656764507293701,1975-08-21
0.5801807045936584,1975-08-22
0.5656764507293701,1975-08-25
0.5511716604232788,1975-08-26
0.5584245920181274,1975-08-27
0.6091896891593933,1975-08-28
0.6309470534324646,1975-08-29
0.6164424419403076,1975-09-02
0.6454516649246216,1975-09-03
0.6454516649246216,1975-09-04
0.6817125678062439,1975-09-05
0.6889652013778687,1975-09-08
0.6962170004844666,1975-09-09
0.6527035236358643,1975-09-10
0.6527035236358643,1975-09-11
0.6527035236358643,1975-09-12
0.6527035236358643,1975-09-15
0.6527035236358643,1975-09-16
0.659956157207489,1975-09-17
0.6454516649246216,1975-09-18
0.6527035236358643,1975-09-19
0.6527035236358643,1975-09-22
0.638198971748352,1975-09-23
0.6672078967094421,1975-09-24
0.674460768699646,1975-09-25
0.6672078967094421,1975-09-26
0.6527035236358643,1975-09-29
0.6527035236358643,1975-09-30
0.6527035236358643,1975-10-01
0.638198971748352,1975-10-02
0.6527035236358643,1975-10-03
0.638198971748352,1975-10-06
0.6527035236358643,1975-10-07
0.6527035236358643,1975-10-08
0.6454516649246216,1975-10-09
0.6454516649246216,1975-10-10
0.6309470534324646,1975-10-13
0.6672078967094421,1975-10-14
0.6672078967094421,1975-10-15
0.638198971748352,1975-10-16
0.638198971748352,1975-10-17
0.6236943602561951,1975-10-20
0.638198971748352,1975-10-21
0.6672078967094421,1975-10-22
0.6817125678062439,1975-10-23
0.674460768699646,1975-10-24
0.6672078967094421,1975-10-27
0.6454516649246216,1975-10-28
0.638198971748352,1975-10-29
0.6672078967094421,1975-10-30
0.6454516649246216,1975-10-31
0.638198971748352,1975-11-03
0.6091896891593933,1975-11-04
0.6091896891593933,1975-11-05
0.5656764507293701,1975-11-06
0.5801807045936584,1975-11-07
0.5656764507293701,1975-11-10
0.5801807045936584,1975-11-11
0.6091896891593933,1975-11-12
0.6527035236358643,1975-11-13
0.6962170004844666,1975-11-14
0.6962170004844666,1975-11-17
0.6817125678062439,1975-11-18
0.6817125678062439,1975-11-19
0.6817125678062439,1975-11-20
0.659956157207489,1975-11-21
0.659956157207489,1975-11-24
0.6164424419403076,1975-11-25
0.6236943602561951,1975-11-26
0.6236943602561951,1975-11-28
0.6164424419403076,1975-12-01
0.6164424419403076,1975-12-02
0.6019381284713745,1975-12-03
0.5801807045936584,1975-12-04
0.5656764507293701,1975-12-05
0.5656764507293701,1975-12-08
0.5439199209213257,1975-12-09
0.5656764507293701,1975-12-10
0.5584245920181274,1975-12-11
0.5584245920181274,1975-12-12
0.5729288458824158,1975-12-15
0.5729288458824158,1975-12-16
0.5801807045936584,1975-12-17
0.5801807045936584,1975-12-18
0.5946852564811707,1975-12-19
0.5946852564811707,1975-12-22
0.5946852564811707,1975-12-23
0.5946852564811707,1975-12-24
0.5946852564811707,1975-12-26
0.5874336361885071,1975-12-29
0.5874336361885071,1975-12-30
0.6091896891593933,1975-12-31
0.6091896891593933,1976-01-02
0.6091896891593933,1976-01-05
0.659956157207489,1976-01-06
0.6672078967094421,1976-01-07
0.6889652013778687,1976-01-08
0.710721492767334,1976-01-09
0.717974066734314,1976-01-12
0.710721492767334,1976-01-13
0.7034697532653809,1976-01-14
0.768739640712738,1976-01-15
0.7397305965423584,1976-01-16
0.7542349100112915,1976-01-19
0.7542349100112915,1976-01-20
0.7252259850502014,1976-01-21
0.7832441926002502,1976-01-22
0.8412621021270752,1976-01-23
0.812252938747406,1976-01-26
0.812252938747406,1976-01-27
0.7614879012107849,1976-01-28
0.7759921550750732,1976-01-29
0.7832441926002502,1976-01-30
0.7832441926002502,1976-02-02
0.7542349100112915,1976-02-03
0.7614879012107849,1976-02-04
0.8412621021270752,1976-02-05
0.884775698184967,1976-02-06
0.9065330624580383,1976-02-09
0.9935597777366638,1976-02-10
1.0225694179534912,1976-02-11
0.9935597777366638,1976-02-12
0.9718031287193298,1976-02-13
0.9790557026863098,1976-02-17
0.9863072037696838,1976-02-18
1.0153166055679321,1976-02-19
1.0153166055679321,1976-02-20
1.0080645084381104,1976-02-23
1.0225694179534912,1976-02-24
0.9645509123802185,1976-02-25
0.9427938461303711,1976-02-26
0.9137850403785706,1976-02-27
0.884775698184967,1976-03-01
0.899280309677124,1976-03-02
0.8630192875862122,1976-03-03
0.8920286893844604,1976-03-04
0.9500465989112854,1976-03-05
0.9863072037696838,1976-03-08
0.9790557026863098,1976-03-09
0.9790557026863098,1976-03-10
1.0153166055679321,1976-03-11
1.044325828552246,1976-03-12
0.9863072037696838,1976-03-15
0.9863072037696838,1976-03-16
0.9935597777366638,1976-03-17
1.0225694179534912,1976-03-18
1.0225694179534912,1976-03-19
0.9718031287193298,1976-03-22
0.9718031287193298,1976-03-23
0.9863072037696838,1976-03-24
0.9572986364364624,1976-03-25
0.9863072037696838,1976-03-26
0.9645509123802185,1976-03-29
0.9572986364364624,1976-03-30
0.9572986364364624,1976-03-31
0.9572986364364624,1976-04-01
0.9065330624580383,1976-04-02
0.9210376143455505,1976-04-05
0.9282892942428589,1976-04-06
0.9718031287193298,1976-04-07
0.9790557026863098,1976-04-08
0.9572986364364624,1976-04-09
0.9645509123802185,1976-04-12
0.9863072037696838,1976-04-13
1.0080645084381104,1976-04-14
1.0008116960525513,1976-04-15
1.0080645084381104,1976-04-19
0.9863072037696838,1976-04-20
1.0370732545852661,1976-04-21
1.087838888168335,1976-04-22
1.1023433208465576,1976-04-23
1.1168482303619385,1976-04-26
1.0733343362808228,1976-04-27
1.0660828351974487,1976-04-28
1.0153166055679321,1976-04-29
1.0008116960525513,1976-04-30
1.0080645084381104,1976-05-03
1.0153166055679321,1976-05-04
1.0370732545852661,1976-05-05
1.087838888168335,1976-05-06
1.1458568572998047,1976-05-07
1.1313529014587402,1976-05-10
1.1676143407821655,1976-05-11
1.160361409187317,1976-05-12
1.1458568572998047,1976-05-13
1.1241008043289185,1976-05-14
1.1241008043289185,1976-05-17
1.1748663187026978,1976-05-18
1.1893705129623413,1976-05-19
1.2183793783187866,1976-05-20
1.1748663187026978,1976-05-21
1.160361409187317,1976-05-24
1.160361409187317,1976-05-25
1.160361409187317,1976-05-26
1.1313529014587402,1976-05-27
1.0660828351974487,1976-05-28
1.0298205614089966,1976-06-01
1.044325828552246,1976-06-02
1.0588304996490479,1976-06-03
1.044325828552246,1976-06-04
1.044325828552246,1976-06-07
1.0588304996490479,1976-06-08
1.0660828351974487,1976-06-09
1.0733343362808228,1976-06-10
1.080587387084961,1976-06-11
1.087838888168335,1976-06-14
1.0733343362808228,1976-06-15
1.0588304996490479,1976-06-16
1.044325828552246,1976-06-17
1.044325828552246,1976-06-18
1.0733343362808228,1976-06-21
1.080587387084961,1976-06-22
1.0660828351974487,1976-06-23
1.0733343362808228,1976-06-24
1.1023433208465576,1976-06-25
1.1023433208465576,1976-06-28
1.1168482303619385,1976-06-29
1.1095964908599854,1976-06-30
1.1095964908599854,1976-07-01
1.0733343362808228,1976-07-02
1.0515779256820679,1976-07-06
1.044325828552246,1976-07-07
1.087838888168335,1976-07-08
1.1095964908599854,1976-07-09
1.1168482303619385,1976-07-12
1.1458568572998047,1976-07-13
1.1241008043289185,1976-07-14
1.1531097888946533,1976-07-15
1.1531097888946533,1976-07-16
1.1386051177978516,1976-07-19
1.1313529014587402,1976-07-20
1.0733343362808228,1976-07-21
1.0660828351974487,1976-07-22
1.080587387084961,1976-07-23
1.0950919389724731,1976-07-26
1.080587387084961,1976-07-27
1.087838888168335,1976-07-28
1.0588304996490479,1976-07-29
1.0515779256820679,1976-07-30
1.0515779256820679,1976-08-02
1.0588304996490479,1976-08-03
1.0660828351974487,1976-08-04
1.080587387084961,1976-08-05
1.0733343362808228,1976-08-06
1.0588304996490479,1976-08-09
1.0733343362808228,1976-08-10
1.0660828351974487,1976-08-11
1.0733343362808228,1976-08-12
1.080587387084961,1976-08-13
1.087838888168335,1976-08-16
1.087838888168335,1976-08-17
